地域／市場,合計,合計構成比（％）,大田市場,大田市場構成比（％）,板橋市場,板橋市場構成比（％）,北足立市場,北足立市場構成比（％）,葛西市場,葛西市場構成比（％）,世田谷市場,世田谷市場構成比（％）,備考,,,,,,,,
福島県,116714,1.8,84019,2.3,0,0.0,22742,2.8,0,0.0,9953,1.2,,,,,,,,,
茨城県,336083,5.1,218399,6.0,992,0.1,98547,12.1,15924,2.7,2222,0.3,,,,,,,,,
栃木県,106441,1.6,6664,0.2,6011,0.8,90019,11.0,3746,0.6,0,0.0,,,,,,,,,
群馬県,149554,2.3,117160,3.2,7684,1.0,4896,0.6,16110,2.8,3703,0.5,,,,,,,,,
埼玉県,673671,10.2,249774,6.8,261053,35.3,137130,16.8,17797,3.0,7916,1.0,,,,,,,,,
千葉県,658841,10.0,244711,6.7,29187,3.9,54486,6.7,281295,48.0,49163,6.1,,,,,,,,,
神奈川県,877358,13.3,552299,15.1,682,0.1,104711,12.8,16764,2.9,202901,25.3,,,,,,,,,
新潟県,76252,1.2,75974,2.1,0,0.0,0,0.0,0,0.0,278,0.0,,,,,,,,,
富山県,61263,0.9,61263,1.7,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
石川県,1990,0.0,1990,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
福井県,5018,0.1,5018,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
山梨県,62565,0.9,26997,0.7,5453,0.7,10580,1.3,0,0.0,19535,2.4,,,,,,,,,
長野県,82607,1.3,82376,2.3,0,0.0,0,0.0,0,0.0,232,0.0,,,,,,,,,
岐阜県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
静岡県,71223,1.1,66800,1.8,0,0.0,158,0.0,469,0.1,3797,0.5,,,,,,,,,
愛知県,34524,0.5,34524,0.9,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
三重県,5105,0.1,5105,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
京都府,346,0.0,346,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
大阪府,22756,0.3,22756,0.6,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
兵庫県,1038,0.0,1038,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
鳥取県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
広島県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
山口県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
香川県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
愛媛県,5921,0.1,5797,0.2,124,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
福岡県,11769,0.2,11769,0.3,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
長崎県,2424,0.0,2424,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
熊本県,6922,0.1,6922,0.2,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
大分県,1213,0.0,1213,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
宮崎県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
鹿児島県,3289,0.0,3289,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
沖縄県,8823,0.1,5537,0.2,0,0.0,0,0.0,0,0.0,3286,0.4,,,,,,,,,
不明,56684,0.9,56331,1.5,353,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
,,,,,,,,,,,,,（単位：本）,,,,,,,,
