区分,総数,平均価格,築地市場,足立市場,大田市場,構成比率総計比(％),構成比率種別比(％),構成比率部類別比(％)
冷えび類その他冷輸入えび金額(円),2145937985,1833,1991773678,97286762,56877545,0.5,2.0,16.1
冷かに類総数数量(kg),1729617,,1637550,74409,17658,0.4,2.0,100.0
冷かに類総数金額(円),5293678297,3061,5014220458,229466973,49990866,1.2,5.0,100.0
冷かに類冷煮毛かに数量(kg),76624,,73715,1129,1780,0.0,0.1,4.4
冷かに類冷煮毛かに金額(円),263964026,3445,256263502,3861486,3839038,0.1,0.2,5.0
冷かに類冷わたりかに数量(kg),179776,,169551,9583,642,0.0,0.2,10.4
冷かに類冷わたりかに金額(円),156686199,872,149109677,7083430,493092,0.0,0.1,3.0
冷かに類冷生たらばかに数量(kg),99339,,96533,1802,1004,0.0,0.1,5.7
冷かに類冷生たらばかに金額(円),431989011,4349,421474143,7104452,3410416,0.1,0.4,8.2
冷かに類冷煮たらばかに数量(kg),456885,,427050,25610,4225,0.1,0.5,26.4
冷かに類冷煮たらばかに金額(円),2049921063,4487,1902839968,127191910,19889185,0.5,1.9,38.7
冷かに類冷生ずわいかに数量(kg),128496,,127152,940,404,0.0,0.1,7.4
冷かに類冷生ずわいかに金額(円),408774841,3181,402959584,3729456,2085801,0.1,0.4,7.7
冷かに類冷煮ずわいかに数量(kg),646057,,603131,34197,8729,0.1,0.7,37.4
冷かに類冷煮ずわいかに金額(円),1542811828,2388,1445537021,78869501,18405306,0.3,1.4,29.1
冷かに類その他冷かに数量(kg),142440,,140418,1148,874,0.0,0.2,8.2
冷かに類その他冷かに金額(円),439531329,3086,436036563,1626738,1868028,0.1,0.4,8.3
その他冷凍魚類総数数量(kg),20208386,,19162792,912616,132978,4.7,23.0,100.0
その他冷凍魚類総数金額(円),20596890777,1019,19661448686,778099945,157342146,4.5,19.3,100.0
その他冷凍魚類冷あじ数量(kg),237144,,153267,80628,3249,0.1,0.3,1.2
その他冷凍魚類冷あじ金額(円),169035327,713,130287014,35950809,2797504,0.0,0.2,0.8
その他冷凍魚類冷あかうお数量(kg),681838,,570117,107857,3864,0.2,0.8,3.4
その他冷凍魚類冷あかうお金額(円),453109480,665,381371676,68352031,3385773,0.1,0.4,2.2
その他冷凍魚類冷あなご数量(kg),119938,,112945,4669,2324,0.0,0.1,0.6
その他冷凍魚類冷あなご金額(円),377198328,3145,358558028,12588479,6051821,0.1,0.4,1.8
その他冷凍魚類冷いわし数量(kg),141213,,124100,16829,284,0.0,0.2,0.7
その他冷凍魚類冷いわし金額(円),34283505,243,31387041,2679343,217121,0.0,0.0,0.2
その他冷凍魚類冷いぼたい数量(kg),1517,,290,1227,0,0.0,0.0,0.0
その他冷凍魚類冷いぼたい金額(円),1391256,917,328320,1062936,0,0.0,0.0,0.0
その他冷凍魚類冷おきあみ数量(kg),120,,120,0,0,0.0,0.0,0.0
その他冷凍魚類冷おきあみ金額(円),103682,864,103682,0,0,0.0,0.0,0.0
その他冷凍魚類冷かつお数量(kg),346454,,319313,8874,18267,0.1,0.4,1.7
その他冷凍魚類冷かつお金額(円),326287455,942,299103844,7589265,19594346,0.1,0.3,1.6
その他冷凍魚類冷きす数量(kg),176298,,159785,14574,1939,0.0,0.2,0.9
その他冷凍魚類冷きす金額(円),216725102,1229,192292160,21290957,3141985,0.0,0.2,1.1
その他冷凍魚類冷きゅうりうお数量(kg),94,,0,94,0,0.0,0.0,0.0
その他冷凍魚類冷きゅうりうお金額(円),133229,1417,0,133229,0,0.0,0.0,0.0
その他冷凍魚類冷きんめたい数量(kg),652891,,621875,29248,1768,0.2,0.7,3.2
その他冷凍魚類冷きんめたい金額(円),858067039,1314,817344996,38056936,2665107,0.2,0.8,4.2
その他冷凍魚類冷ぎんたら数量(kg),2604398,,2514443,80866,9089,0.6,3.0,12.9
その他冷凍魚類冷ぎんたら金額(円),5235300374,2010,5038707360,175582651,21010363,1.2,4.9,25.4
その他冷凍魚類冷キングクリップ数量(kg),1106,,986,120,0,0.0,0.0,0.0
その他冷凍魚類冷キングクリップ金額(円),1195315,1081,1071655,123660,0,0.0,0.0,0.0
その他冷凍魚類冷さば数量(kg),2932655,,2695476,209066,28113,0.7,3.3,14.5
その他冷凍魚類冷さば金額(円),1505750735,513,1385195362,100613302,19942071,0.3,1.4,7.3
その他冷凍魚類冷さわら数量(kg),401117,,367840,31349,1928,0.1,0.5,2.0
その他冷凍魚類冷さわら金額(円),415572924,1036,382205420,31189338,2178166,0.1,0.4,2.0
その他冷凍魚類冷さんま数量(kg),566768,,539582,26188,998,0.1,0.6,2.8
その他冷凍魚類冷さんま金額(円),239099598,422,226857265,11331302,911031,0.1,0.2,1.2
その他冷凍魚類冷ししゃも数量(kg),52500,,49499,679,2322,0.0,0.1,0.3
その他冷凍魚類冷ししゃも金額(円),35601218,678,33030680,447665,2122873,0.0,0.0,0.2
その他冷凍魚類冷シルバ－数量(kg),205925,,182124,22273,1528,0.0,0.2,1.0
その他冷凍魚類冷シルバ－金額(円),154668323,751,137444248,15391897,1832178,0.0,0.1,0.8
その他冷凍魚類冷すりみ数量(kg),422125,,416242,935,4948,0.1,0.5,2.1
その他冷凍魚類冷すりみ金額(円),217085433,514,211695965,616628,4772840,0.0,0.2,1.1
その他冷凍魚類冷たちうお数量(kg),54858,,51512,2812,534,0.0,0.1,0.3
その他冷凍魚類冷たちうお金額(円),47385248,864,44513788,2222187,649273,0.0,0.0,0.2
その他冷凍魚類冷たこ数量(kg),7136334,,7080612,34224,21498,1.6,8.1,35.3
その他冷凍魚類冷たこ金額(円),6763255941,948,6707953593,37361356,17940992,1.5,6.3,32.8
その他冷凍魚類冷煮たこ数量(kg),310486,,305979,2660,1847,0.1,0.4,1.5
その他冷凍魚類冷煮たこ金額(円),465059045,1498,457660834,4157665,3240546,0.1,0.4,2.3
その他冷凍魚類冷たら数量(kg),292246,,237991,51497,2758,0.1,0.3,1.4
その他冷凍魚類冷たら金額(円),234570427,803,201238941,30200988,3130498,0.1,0.2,1.1
その他冷凍魚類冷ちか数量(kg),11303,,10641,662,0,0.0,0.0,0.1
その他冷凍魚類冷ちか金額(円),4558023,403,4244315,313708,0,0.0,0.0,0.0
その他冷凍魚類冷にしん数量(kg),354570,,324313,29262,995,0.1,0.4,1.8
その他冷凍魚類冷にしん金額(円),70833935,200,64190816,6317369,325750,0.0,0.1,0.3
その他冷凍魚類冷はたはた数量(kg),1151,,1147,4,0,0.0,0.0,0.0
その他冷凍魚類冷はたはた金額(円),1074169,933,1066825,7344,0,0.0,0.0,0.0
その他冷凍魚類冷ぶり数量(kg),166601,,155503,8461,2637,0.0,0.2,0.8
その他冷凍魚類冷ぶり金額(円),105087006,631,97700471,5625075,1761460,0.0,0.1,0.5
その他冷凍魚類冷ほき数量(kg),111175,,62441,48109,625,0.0,0.1,0.6
その他冷凍魚類冷ほき金額(円),56410052,507,36491907,19418505,499640,0.0,0.1,0.3
その他冷凍魚類冷まとうだい数量(kg),13464,,12960,504,0,0.0,0.0,0.1
その他冷凍魚類冷まとうだい金額(円),14068408,1045,13411844,656564,0,0.0,0.0,0.1
その他冷凍魚類冷まなかつお数量(kg),2244,,864,150,1230,0.0,0.0,0.0
その他冷凍魚類冷まなかつお金額(円),5274343,2350,1972945,386316,2915082,0.0,0.0,0.0
その他冷凍魚類冷めぬけ数量(kg),58930,,58772,158,0,0.0,0.1,0.3
その他冷凍魚類冷めぬけ金額(円),34220296,581,34097608,122688,0,0.0,0.0,0.2
その他冷凍魚類冷メルル－サ数量(kg),69589,,62015,6558,1016,0.0,0.1,0.3
その他冷凍魚類冷メルル－サ金額(円),69281744,996,61767482,6385893,1128369,0.0,0.1,0.3
その他冷凍魚類冷凍鯨類数量(kg),194938,,189115,3297,2526,0.0,0.2,1.0
その他冷凍魚類冷凍鯨類金額(円),309084060,1586,296642052,8196422,4245586,0.1,0.3,1.5
その他冷凍魚類その他冷凍魚数量(kg),1886396,,1780923,88782,16691,0.4,2.1,9.3
その他冷凍魚類その他冷凍魚金額(円),2176119757,1154,2011510549,133727437,30881771,0.5,2.0,10.6
淡水魚数量(kg),1375633,,1313172,48812,13649,0.3,100.0,
淡水魚金額(円),2646919697,1924,2539884197,83547830,23487670,0.6,100.0,
生鮮淡水魚類総数数量(kg),1278373,,1230584,34918,12871,0.3,92.9,100.0
生鮮淡水魚類総数金額(円),2547107539,1992,2456062757,68651014,22393768,0.6,96.2,100.0
生鮮淡水魚類あゆ数量(kg),720002,,696261,15742,7999,0.2,52.3,56.3
生鮮淡水魚類あゆ金額(円),1161923155,1614,1129005283,24958217,7959655,0.3,43.9,45.6
生鮮淡水魚類いずみたい数量(kg),551,,551,0,0,0.0,0.0,0.0
生鮮淡水魚類いずみたい金額(円),748796,1359,748796,0,0,0.0,0.0,0.0
生鮮淡水魚類うなぎ数量(kg),207716,,199486,5341,2889,0.0,15.1,16.2
生鮮淡水魚類うなぎ金額(円),854945536,4116,819110154,24489465,11345917,0.2,32.3,33.6
生鮮淡水魚類こい数量(kg),17644,,17387,184,73,0.0,1.3,1.4
生鮮淡水魚類こい金額(円),19488127,1105,19175154,202932,110041,0.0,0.7,0.8
生鮮淡水魚類どじょう数量(kg),14349,,11202,3030,117,0.0,1.0,1.1
生鮮淡水魚類どじょう金額(円),31295522,2181,24381457,6654387,259678,0.0,1.2,1.2
生鮮淡水魚類にじます数量(kg),86806,,85403,704,699,0.0,6.3,6.8
生鮮淡水魚類にじます金額(円),89110618,1027,87847343,638713,624562,0.0,3.4,3.5
生鮮淡水魚類わかさぎ数量(kg),117193,,109649,7111,433,0.0,8.5,9.2
生鮮淡水魚類わかさぎ金額(円),108912959,929,102973977,5505329,433653,0.0,4.1,4.3
生鮮淡水魚類その他生鮮淡水魚数量(kg),114112,,110645,2806,661,0.0,8.3,8.9
生鮮淡水魚類その他生鮮淡水魚金額(円),280682826,2460,272820593,6201971,1660262,0.1,10.6,11.0
冷凍淡水魚類総数数量(kg),97260,,82588,13894,778,0.0,7.1,100.0
冷凍淡水魚類総数金額(円),99812158,1026,83821440,14896816,1093902,0.0,3.8,100.0
冷凍淡水魚類冷あゆ数量(kg),21917,,14097,7760,60,0.0,1.6,22.5
冷凍淡水魚類冷あゆ金額(円),31442547,1435,21962415,9361332,118800,0.0,1.2,31.5
冷凍淡水魚類冷うなぎ数量(kg),40,,40,0,0,0.0,0.0,0.0
冷凍淡水魚類冷うなぎ金額(円),92880,2322,92880,0,0,0.0,0.0,0.1
冷凍淡水魚類冷わかさぎ数量(kg),31310,,28498,2740,72,0.0,2.3,32.2
冷凍淡水魚類冷わかさぎ金額(円),19192490,613,17702280,1445796,44414,0.0,0.7,19.2
冷凍淡水魚類その他冷凍淡水魚数量(kg),43993,,39953,3394,646,0.0,3.2,45.2
冷凍淡水魚類その他冷凍淡水魚金額(円),49084241,1116,44063865,4089688,930688,0.0,1.9,49.2
海そう類数量(kg),8022892,,7595711,311163,116018,1.8,100.0,
海そう類金額(円),3963458740,494,3725861650,166083040,71514050,0.9,100.0,
海そう類総数数量(kg),8022892,,7595711,311163,116018,1.8,100.0,100.0
海そう類総数金額(円),3963458740,494,3725861650,166083040,71514050,0.9,100.0,100.0
海そう類生こんぶ数量(kg),591165,,551076,23283,16806,0.1,7.4,7.4
海そう類生こんぶ金額(円),255885209,433,237855124,11847194,6182891,0.1,6.5,6.5
海そう類干こんぶ数量(kg),52348,,49184,3091,73,0.0,0.7,0.7
海そう類干こんぶ金額(円),100806721,1926,96285881,4304224,216616,0.0,2.5,2.5
海そう類塩こんぶ数量(kg),4092,,3500,264,328,0.0,0.1,0.1
海そう類塩こんぶ金額(円),3347977,818,2898806,233064,216107,0.0,0.1,0.1
海そう類生わかめ数量(kg),995681,,951403,37920,6358,0.2,12.4,12.4
海そう類生わかめ金額(円),516195603,518,491302760,21388151,3504692,0.1,13.0,13.0
海そう類干わかめ数量(kg),17890,,17370,274,246,0.0,0.2,0.2
海そう類干わかめ金額(円),17464581,976,15789932,432109,1242540,0.0,0.4,0.4
海そう類塩わかめ数量(kg),674565,,600004,51666,22895,0.2,8.4,8.4
海そう類塩わかめ金額(円),380017405,563,336527611,27531958,15957836,0.1,9.6,9.6
海そう類ひじき数量(kg),397781,,381758,12522,3501,0.1,5.0,5.0
海そう類ひじき金額(円),216249026,544,207528954,7414268,1305804,0.0,5.5,5.5
海そう類もずく数量(kg),3150788,,3044651,76895,29242,0.7,39.3,39.3
海そう類もずく金額(円),1152318789,366,1100602389,38724070,12992330,0.3,29.1,29.1
海そう類のり数量(kg),873132,,846481,14287,12364,0.2,10.9,10.9
海そう類のり金額(円),616590158,706,589648921,11181713,15759524,0.1,15.6,15.6
海そう類その他海そう数量(kg),1265450,,1150284,90961,24205,0.3,15.8,15.8
海そう類その他海そう金額(円),704583271,557,647421272,43026289,14135710,0.2,17.8,17.8
加工品数量(kg),145071383,,135978798,6267974,2824611,33.4,100.0,
加工品金額(円),128080468636,883,120857398921,5230786814,1992282901,28.2,100.0,
塩蔵品類総数数量(kg),17559151,,16870051,597359,91741,4.0,12.1,100.0
塩蔵品類総数金額(円),27263122400,1553,25943756926,1126161731,193203743,6.0,21.3,100.0
塩蔵品類塩あきさけ数量(kg),1021857,,1015279,6366,212,0.2,0.7,5.8
塩蔵品類塩あきさけ金額(円),802153162,785,796352144,5651896,149122,0.2,0.6,2.9
塩蔵品類塩しろさけ数量(kg),580960,,570631,8717,1612,0.1,0.4,3.3
塩蔵品類塩しろさけ金額(円),614254498,1057,600930040,11935308,1389150,0.1,0.5,2.3
塩蔵品類塩べにさけ数量(kg),1806974,,1741403,56699,8872,0.4,1.2,10.3
塩蔵品類塩べにさけ金額(円),1948877689,1079,1867044023,68779137,13054529,0.4,1.5,7.1
塩蔵品類塩ぎんさけ数量(kg),3285248,,3056856,208323,20069,0.8,2.3,18.7
塩蔵品類塩ぎんさけ金額(円),2925309378,890,2724244349,180809256,20255773,0.6,2.3,10.7
塩蔵品類塩ますのすけ数量(kg),9020,,2742,6278,0,0.0,0.0,0.1
塩蔵品類塩ますのすけ金額(円),11629218,1289,4484975,7144243,0,0.0,0.0,0.0
塩蔵品類塩ます数量(kg),520640,,519850,379,411,0.1,0.4,3.0
塩蔵品類塩ます金額(円),476912677,916,476409421,200675,302581,0.1,0.4,1.7
塩蔵品類塩さば数量(kg),392404,,374941,16290,1173,0.1,0.3,2.2
塩蔵品類塩さば金額(円),226281758,577,215788043,9782856,710859,0.0,0.2,0.8
塩蔵品類塩にしん数量(kg),1180,,260,630,290,0.0,0.0,0.0
塩蔵品類塩にしん金額(円),646604,548,124416,234598,287590,0.0,0.0,0.0
塩蔵品類塩ほっけ数量(kg),728,,627,61,40,0.0,0.0,0.0
塩蔵品類塩ほっけ金額(円),670994,922,589422,36212,45360,0.0,0.0,0.0
塩蔵品類すじこ数量(kg),706211,,683271,20583,2357,0.2,0.5,4.0
塩蔵品類すじこ金額(円),1553504970,2200,1491521453,54847443,7136074,0.3,1.2,5.7
塩蔵品類いくら数量(kg),1705378,,1601240,92190,11948,0.4,1.2,9.7
塩蔵品類いくら金額(円),8395550923,4923,7876619616,454862982,64068325,1.8,6.6,30.8
塩蔵品類すけこ数量(kg),1415145,,1373098,33848,8199,0.3,1.0,8.1
塩蔵品類すけこ金額(円),2094649509,1480,2004664256,71091782,18893471,0.5,1.6,7.7
塩蔵品類めんたいこ数量(kg),2188403,,2111130,58972,18301,0.5,1.5,12.5
塩蔵品類めんたいこ金額(円),3241897373,1481,3088417992,114137140,39342241,0.7,2.5,11.9
塩蔵品類塩かずのこ数量(kg),882501,,849855,30757,1889,0.2,0.6,5.0
塩蔵品類塩かずのこ金額(円),1977506209,2241,1887715356,81727297,8063556,0.4,1.5,7.3
塩蔵品類塩いか数量(kg),74256,,62745,6309,5202,0.0,0.1,0.4
塩蔵品類塩いか金額(円),71223717,959,58542205,6882935,5798577,0.0,0.1,0.3
塩蔵品類塩から数量(kg),1152532,,1102049,42740,7743,0.3,0.8,6.6
塩蔵品類塩から金額(円),870013437,755,822898906,39275694,7838837,0.2,0.7,3.2
塩蔵品類塩うに数量(kg),24335,,23905,210,220,0.0,0.0,0.1
塩蔵品類塩うに金額(円),50783279,2087,49734557,563286,485436,0.0,0.0,0.2
塩蔵品類塩くらげ数量(kg),43255,,42409,818,28,0.0,0.0,0.2
塩蔵品類塩くらげ金額(円),56669027,1310,56073429,562690,32908,0.0,0.0,0.2
塩蔵品類このわた数量(kg),10860,,10811,49,0,0.0,0.0,0.1
塩蔵品類このわた金額(円),38538652,3549,38244352,294300,0,0.0,0.0,0.1
塩蔵品類子持ちこんぶ数量(kg),242333,,238960,3177,196,0.1,0.2,1.4
塩蔵品類子持ちこんぶ金額(円),763146938,3149,752194259,10126832,825847,0.2,0.6,2.8
塩蔵品類その他塩蔵品数量(kg),1494931,,1487989,3963,2979,0.3,1.0,8.5
塩蔵品類その他塩蔵品金額(円),1142902388,765,1131163712,7215169,4523507,0.3,0.9,4.2
塩干品類総数数量(kg),20481059,,19709225,587689,184145,4.7,14.1,100.0
塩干品類総数金額(円),13284236733,649,12657313041,460468006,166455686,2.9,10.4,100.0
塩干品類丸干あじ数量(kg),12556,,11733,747,76,0.0,0.0,0.1
塩干品類丸干あじ金額(円),7707681,614,7429793,248207,29681,0.0,0.0,0.1
塩干品類丸干いわし数量(kg),1177357,,1121687,47227,8443,0.3,0.8,5.7
塩干品類丸干いわし金額(円),565254191,480,535162496,24103224,5988471,0.1,0.4,4.3
塩干品類丸干うるめ数量(kg),208276,,198003,4103,6170,0.0,0.1,1.0
塩干品類丸干うるめ金額(円),204723737,983,193816342,3957330,6950065,0.0,0.2,1.5
塩干品類丸干さんま数量(kg),106327,,102510,3736,81,0.0,0.1,0.5
塩干品類丸干さんま金額(円),31872295,300,29677487,2157383,37425,0.0,0.0,0.2
塩干品類丸干はたはた数量(kg),280230,,266773,11481,1976,0.1,0.2,1.4
塩干品類丸干はたはた金額(円),221493304,790,209687218,9613927,2192159,0.0,0.2,1.7
塩干品類その他丸干数量(kg),271130,,251434,14419,5277,0.1,0.2,1.3
塩干品類その他丸干金額(円),229679973,847,209152956,13451172,7075845,0.1,0.2,1.7
塩干品類開干あじ数量(kg),6445677,,6301149,107700,36828,1.5,4.4,31.5
塩干品類開干あじ金額(円),3155625009,490,3047348967,80298761,27977281,0.7,2.5,23.8
塩干品類開干むろあじ数量(kg),16232,,16046,166,20,0.0,0.0,0.1
塩干品類開干むろあじ金額(円),14447954,890,14334058,96551,17345,0.0,0.0,0.1
塩干品類開干いか数量(kg),384479,,361617,22862,0,0.1,0.3,1.9
塩干品類開干いか金額(円),252952796,658,231478226,21474570,0,0.1,0.2,1.9
塩干品類開干かます数量(kg),237054,,231146,4760,1148,0.1,0.2,1.2
塩干品類開干かます金額(円),175892656,742,171351212,3405751,1135693,0.0,0.1,1.3
塩干品類開干さば数量(kg),2056252,,1928582,121775,5895,0.5,1.4,10.0
塩干品類開干さば金額(円),1288915185,627,1198014101,86923469,3977615,0.3,1.0,9.7
塩干品類開干さんま数量(kg),1309016,,1242768,54936,11312,0.3,0.9,6.4
塩干品類開干さんま金額(円),717598379,548,673564632,37301378,6732369,0.2,0.6,5.4
塩干品類開干たら数量(kg),11096,,11054,37,5,0.0,0.0,0.1
塩干品類開干たら金額(円),13215076,1191,13177319,23717,14040,0.0,0.0,0.1
塩干品類開干ほっけ数量(kg),2671434,,2551113,64866,55455,0.6,1.8,13.0
塩干品類開干ほっけ金額(円),2215257683,829,2096681118,64265380,54311185,0.5,1.7,16.7
塩干品類その他開干数量(kg),1579579,,1564583,9597,5399,0.4,1.1,7.7
塩干品類その他開干金額(円),1107232679,701,1088708603,11497338,7026738,0.2,0.9,8.3
塩干品類あじみりん干数量(kg),26112,,25432,628,52,0.0,0.0,0.1
塩干品類あじみりん干金額(円),30499843,1168,30120434,299992,79417,0.0,0.0,0.2
塩干品類いわしみりん干数量(kg),65469,,63589,1833,47,0.0,0.0,0.3
塩干品類いわしみりん干金額(円),85874855,1312,83426235,2397460,51160,0.0,0.1,0.6
塩干品類さんまみりん干数量(kg),33745,,30696,3045,4,0.0,0.0,0.2
塩干品類さんまみりん干金額(円),33997223,1007,32681539,1313837,1847,0.0,0.0,0.3
塩干品類その他みりん干数量(kg),440906,,418270,19545,3091,0.1,0.3,2.2
塩干品類その他みりん干金額(円),352825044,800,335059481,14052454,3713109,0.1,0.3,2.7
塩干品類めざし数量(kg),372708,,368736,3533,439,0.1,0.3,1.8
塩干品類めざし金額(円),155658009,418,152069991,3422193,165825,0.0,0.1,1.2
塩干品類くさや数量(kg),39526,,38294,1216,16,0.0,0.0,0.2
塩干品類くさや金額(円),61539203,1557,58172821,3288691,77691,0.0,0.0,0.5
塩干品類むしかれい数量(kg),6526,,5494,1009,23,0.0,0.0,0.0
塩干品類むしかれい金額(円),9251866,1418,8941165,293140,17561,0.0,0.0,0.1
塩干品類文化かれい数量(kg),2990,,2990,0,0,0.0,0.0,0.0
塩干品類文化かれい金額(円),3271979,1094,3271979,0,0,0.0,0.0,0.0
塩干品類ししゃも数量(kg),1185261,,1141219,38587,5455,0.3,0.8,5.8
塩干品類ししゃも金額(円),1177921032,994,1139114000,32489330,6317702,0.3,0.9,8.9
塩干品類すきみたら数量(kg),310391,,306362,3643,386,0.1,0.2,1.5
塩干品類すきみたら金額(円),271322147,874,267397259,3621979,302909,0.1,0.2,2.0
塩干品類干いぼたい数量(kg),97188,,93031,3822,335,0.0,0.1,0.5
塩干品類干いぼたい金額(円),90803445,934,86798167,3614542,390736,0.0,0.1,0.7
塩干品類その他塩干品数量(kg),1133542,,1054914,42416,36212,0.3,0.8,5.5
塩干品類その他塩干品金額(円),809403489,714,740675442,36856230,31871817,0.2,0.6,6.1
煮干製品類総数数量(kg),11274992,,11113453,102737,58802,2.6,7.8,100.0
煮干製品類総数金額(円),12734740096,1129,12555079156,122309876,57351064,2.8,9.9,100.0
煮干製品類煮干いわし数量(kg),1771004,,1768454,2303,247,0.4,1.2,15.7
煮干製品類煮干いわし金額(円),1050803253,593,1048430411,1894342,478500,0.2,0.8,8.3
煮干製品類煮干えび数量(kg),45847,,45531,306,10,0.0,0.0,0.4
煮干製品類煮干えび金額(円),37677446,822,37223290,434808,19348,0.0,0.0,0.3
煮干製品類かえり煮干数量(kg),27975,,27666,288,21,0.0,0.0,0.2
煮干製品類かえり煮干金額(円),35579696,1272,35048595,497297,33804,0.0,0.0,0.3
煮干製品類こうなご数量(kg),797764,,788053,6255,3456,0.2,0.5,7.1
煮干製品類こうなご金額(円),1222950848,1533,1206497263,13163644,3289941,0.3,1.0,9.6
煮干製品類しらす干数量(kg),8577453,,8430577,91808,55068,2.0,5.9,76.1
煮干製品類しらす干金額(円),10353992473,1207,10195487223,104975779,53529471,2.3,8.1,81.3
煮干製品類しらうお干数量(kg),2671,,2671,0,0,0.0,0.0,0.0
煮干製品類しらうお干金額(円),2353130,881,2353130,0,0,0.0,0.0,0.0
煮干製品類その他煮干製品数量(kg),52278,,50501,1777,0,0.0,0.0,0.5
煮干製品類その他煮干製品金額(円),31383250,600,30039244,1344006,0,0.0,0.0,0.2
焼物製品類総数数量(kg),2983411,,2891534,83316,8561,0.7,2.1,100.0
焼物製品類総数金額(円),7125304080,2388,6835613002,262072799,27618279,1.6,5.6,100.0
焼物製品類白焼うなぎ数量(kg),11131,,8269,2776,86,0.0,0.0,0.4
焼物製品類白焼うなぎ金額(円),60454659,5431,49705284,10534428,214947,0.0,0.0,0.8
焼物製品類蒲焼うなぎ数量(kg),1260001,,1193991,59215,6795,0.3,0.9,42.2
焼物製品類蒲焼うなぎ金額(円),5328318385,4229,5089268806,214035630,25013949,1.2,4.2,74.8
焼物製品類焼かれい数量(kg),592,,225,367,0,0.0,0.0,0.0
焼物製品類焼かれい金額(円),772565,1305,599657,172908,0,0.0,0.0,0.0
焼物製品類その他焼物製品数量(kg),1711687,,1689049,20958,1680,0.4,1.2,57.4
焼物製品類その他焼物製品金額(円),1735758471,1014,1696039255,37329833,2389383,0.4,1.4,24.4
素干品類総数数量(kg),3315044,,3269612,41611,3821,0.8,2.3,100.0
素干品類総数金額(円),5827212487,1758,5771820168,50004581,5387738,1.3,4.5,100.0
素干品類干するめ（国内）数量(kg),407835,,406026,1651,158,0.1,0.3,12.3
素干品類干するめ（国内）金額(円),1099415208,2696,1094688022,4175851,551335,0.2,0.9,18.9
素干品類その他干するめ数量(kg),1073895,,1073474,359,62,0.2,0.7,32.4
素干品類その他干するめ金額(円),2231572584,2078,2228888732,2283541,400311,0.5,1.7,38.3
素干品類干かれい数量(kg),510918,,498334,11883,701,0.1,0.4,15.4
素干品類干かれい金額(円),326033537,638,318170085,7214726,648726,0.1,0.3,5.6
素干品類干かずのこ数量(kg),96,,93,3,0,0.0,0.0,0.0
素干品類干かずのこ金額(円),3404269,35461,3291733,112536,0,0.0,0.0,0.1
素干品類干えび数量(kg),265422,,263742,1348,332,0.1,0.2,8.0
素干品類干えび金額(円),510205666,1922,506203160,3262057,740449,0.1,0.4,8.8
素干品類干貝数量(kg),33475,,33427,48,0,0.0,0.0,1.0
素干品類干貝金額(円),256514517,7663,255961773,552744,0,0.1,0.2,4.4
素干品類身欠にしん数量(kg),525397,,504223,19435,1739,0.1,0.4,15.8
素干品類身欠にしん金額(円),296892555,565,281142306,14742551,1007698,0.1,0.2,5.1
素干品類たたみいわし数量(kg),24735,,24246,302,187,0.0,0.0,0.7
素干品類たたみいわし金額(円),66842878,2702,64827682,1252367,762829,0.0,0.1,1.1
素干品類たづくり数量(kg),109128,,105023,4041,64,0.0,0.1,3.3
素干品類たづくり金額(円),230630852,2113,222378516,8032571,219765,0.1,0.2,4.0
素干品類棒たら数量(kg),2453,,2123,0,330,0.0,0.0,0.1
素干品類棒たら金額(円),5947826,2425,5575537,0,372289,0.0,0.0,0.1
素干品類その他素干品数量(kg),361690,,358901,2541,248,0.1,0.2,10.9
素干品類その他素干品金額(円),799752595,2211,790692622,8375637,684336,0.2,0.6,13.7
練製品類総数数量(kg),19060596,,17248910,1438770,372916,4.4,13.1,100.0
練製品類総数金額(円),12043980048,632,11019316891,761854148,262809009,2.6,9.4,100.0
練製品類生ちくわ数量(kg),1415815,,1288414,125432,1969,0.3,1.0,7.4
練製品類生ちくわ金額(円),779100827,550,740850369,37119126,1131332,0.2,0.6,6.5
練製品類冷凍ちくわ数量(kg),619437,,385253,143147,91037,0.1,0.4,3.2
練製品類冷凍ちくわ金額(円),347641461,561,238977649,67343819,41319993,0.1,0.3,2.9
練製品類珍味ちくわ数量(kg),9864,,9374,290,200,0.0,0.0,0.1
練製品類珍味ちくわ金額(円),6648238,674,6104741,335878,207619,0.0,0.0,0.1
練製品類かまぼこ数量(kg),2516700,,2305942,160162,50596,0.6,1.7,13.2
練製品類かまぼこ金額(円),2359960129,938,2167926503,130022743,62010883,0.5,1.8,19.6
練製品類珍味かまぼこ数量(kg),175086,,172285,2450,351,0.0,0.1,0.9
練製品類珍味かまぼこ金額(円),164425088,939,161986870,1740641,697577,0.0,0.1,1.4
練製品類かに風味かまぼこ数量(kg),978883,,826995,84373,67515,0.2,0.7,5.1
練製品類かに風味かまぼこ金額(円),711628281,727,603406000,61763506,46458775,0.2,0.6,5.9
練製品類笹かまぼこ数量(kg),212860,,195105,16752,1003,0.0,0.1,1.1
練製品類笹かまぼこ金額(円),106589467,501,95201692,10512858,874917,0.0,0.1,0.9
練製品類なると数量(kg),473543,,430855,29687,13001,0.1,0.3,2.5
練製品類なると金額(円),222012740,469,195432124,17438912,9141704,0.0,0.2,1.8
練製品類はんぺん数量(kg),716714,,570708,135387,10619,0.2,0.5,3.8
