都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
131164,58,東京都,豊島区,巣鴨地蔵通り1,スガモジゾウドオリ1,,東京都豊島区巣鴨3-20-17,,35.73446,139.73561,文化観光課,,,,ビル,,屋外
131164,59,東京都,豊島区,巣鴨南口駅前付近1,スガモミナミグチエキマエフキン1,,東京都豊島区巣鴨1-12-6,,35.73262,139.73996,文化観光課,,,,公衆電話BOX,,屋外
131164,60,東京都,豊島区,大塚北口駅前付近1,オオツカキタグチエキマエフキン1,,東京都豊島区北大塚2-1-1,,35.73191,139.72871,文化観光課,,,,公衆電話BOX,,屋外
131164,61,東京都,豊島区,大塚南口駅前付近1,オオツカミナミグチエキマエフキン1,,東京都豊島区南大塚2-45-8,,35.73063,139.72955,文化観光課,,,,公衆電話BOX,,屋外
131164,62,東京都,豊島区,駒込北口駅前付近1,コマゴメキタグチエキマエフキン1,,東京都豊島区駒込3-2-11,,35.73664,139.74628,文化観光課,,,,公衆電話BOX,,屋外
131164,63,東京都,豊島区,駒込南口駅前付近1,コマゴメミナミグチエキマエフキン1,,東京都豊島区駒込1-43-13,,35.7356,139.74663,文化観光課,,,,ビル,,屋外
131164,64,東京都,豊島区,目白駅前交差点付近1,メジロエキマエコウサテンフキン1,,東京都豊島区目白2-39-1,,35.72157,139.70738,文化観光課,,,,ビル,,屋外
131164,65,東京都,豊島区,鬼子母神,キシモジン,,東京都豊島区雑司が谷3-15-20,,35.72192,139.71371,文化観光課,,,,ビル,,屋外
131164,66,東京都,豊島区,雑司が谷案内処,ゾウシガヤアンナイドコロ,,東京都豊島区雑司が谷3-19-5,,35.72155,139.71494,文化観光課,,,,ビル,,屋外
131164,67,東京都,豊島区,大塚駅北口付近1,オオツカエキキタグチフキン1,,東京都豊島区北大塚2-24-7,,35.73405,139.72847,文化観光課,,,,公衆電話BOX,,屋外
131164,68,東京都,豊島区,大塚南口駅前付近2,オオツカエキミナミグチエキマエフキン2,,東京都豊島区南大塚2-45-8,,35.73063,139.72955,文化観光課,,,,公衆電話BOX,,屋外
131164,69,東京都,豊島区,椎名町北口駅前付近,シイナマチキタグチエキマエフキン,,東京都豊島区長崎1-1-22,,35.72659,139.6945,文化観光課,,,,東電柱,,屋外
131164,70,東京都,豊島区,東長崎北口駅前付近,ヒガシナガサキキタグチエキマエフキン,,東京都豊島区長崎4-8-2,,35.73083,139.68361,文化観光課,,,,東電柱,,屋外
131164,71,東京都,豊島区,トキワ荘通りお休み処,トキワソウドオリオヤスミドコロ,,東京都豊島区南長崎2-3-2,,35.7238,139.68903,文化観光課,,,,ビル,,屋外
131164,72,東京都,豊島区,中池袋公園,ナカイケブクロコウエン,,東京都豊島区東池袋1-16-1,,35.73158,139.71504,文化観光課,,,,公園内ポール,,屋外
131164,73,東京都,豊島区,新ホール(11AP)/エントランスホール(2AP),シンホール/エントランスホール,,東京都豊島区東池袋1-18-1,,35.73241,139.71548,としま未来文化財団/文化デザイン課,,,,未来文化財団11AP/文化デザイン課2AP,,屋内
131164,74,東京都,豊島区,としま区民センター(9AP),トシマクミンセンター,,東京都豊島区東池袋1-20-10,,35.73116,139.7157,としま未来文化財団,,,,,,屋内
131164,75,東京都,豊島区,豊島区東部区民事務所,トシマクトウブクミンジムショ,,東京都豊島区北大塚1-15-10,,35.73128,139.73157,情報管理課,,,,お客様AP,,屋内
131164,76,東京都,豊島区,巣鴨北中学校,スガモキタチュウガッコウ,,東京都豊島区西巣鴨3-17-1,,35.74158,139.72913,防災危機管理課,,,,屋上,,屋外
131164,77,東京都,豊島区,池袋西口公園,イケブクロニシグチコウエン,,東京都豊島区西池袋1-8-26,,35.72988,139.70824,防災危機管理課,,,,公園内ポール,,屋外
131164,78,東京都,豊島区,南長崎花咲公園（トキワ荘マンガミュージアム）,ミナミナガサキハナサキコウエン（トキワソウマンガミュージアム）,,東京都豊島区南長崎3-9-22,,35.7243,139.68665,文化観光課,,,,ビル（1階玄関前）,,屋外
131164,79,東京都,豊島区,南長崎花咲公園（駐車場）,ミナミナガサキハナサキコウエン（チュウシャジョウ）,,東京都豊島区南長崎4-12-22　,,35.7249,139.68509,文化観光課,,,,公衆電話BOX,,屋外
131164,80,東京都,豊島区,雑司が谷公園丘の上テラス(2AP),ゾウシガヤコウエンオカノウエテラス,,東京都豊島区雑司が谷2-12-1,,35.71929,139.71667,公園緑地課,,,,カフェ屋内1AP、カフェ棟屋外1AP（屋根）,,屋内・屋外
131164,81,東京都,豊島区,としまみどりの防災公園（2AP）,トシマミドリノボウサイコウエン,,東京都豊島区東池袋4-42-16,,35.72778,139.72185,公園緑地課,,,,公園内ポール,,屋外
131164,82,東京都,豊島区,大塚北口駅前付近2,オオツカキタグチエキマエフキン2,,東京都豊島区北大塚2-1-1,,35.73191,139.72871,文化観光課,,,,東電柱,,屋外
