地域階層,地域コード,地域,1月中／死亡数,2月中／死亡数,3月中／死亡数,4月中／死亡数,5月中／死亡数,6月中／死亡数,7月中／死亡数,8月中／死亡数,9月中／死亡数,10月中／死亡数,11月中／死亡数,12月中／死亡数,平成23年中の死亡数
4,13204,三鷹市,161,131,136,109,126,83,107,106,114,106,114,114,1407
4,13205,青梅市,162,142,123,111,120,107,98,133,108,134,111,114,1463
4,13206,府中市,179,126,148,139,154,157,141,143,141,134,160,139,1761
4,13207,昭島市,112,80,108,71,73,67,63,84,82,82,71,85,978
4,13208,調布市,161,139,120,120,117,118,130,117,125,120,122,142,1531
4,13209,町田市,298,267,257,264,256,272,232,291,252,256,262,259,3166
4,13210,小金井市,78,68,78,72,73,56,71,57,54,74,62,81,824
4,13211,小平市,127,125,130,98,97,113,113,110,102,109,123,122,1369
4,13212,日野市,129,117,106,96,98,108,86,108,95,117,123,110,1293
4,13213,東村山市,142,125,134,99,112,108,98,97,119,110,118,97,1359
4,13214,国分寺市,85,59,67,63,66,56,66,66,73,53,65,73,792
4,13215,国立市,58,46,45,51,46,44,44,54,34,40,39,37,538
4,13218,福生市,53,46,41,40,57,40,38,42,53,45,43,50,548
4,13219,狛江市,68,41,47,42,62,44,44,40,35,60,45,50,578
4,13220,東大和市,79,53,52,49,63,63,49,62,44,44,53,67,678
4,13221,清瀬市,64,66,66,37,73,46,47,65,53,55,67,59,698
4,13222,東久留米市,114,85,72,77,81,89,76,85,68,67,83,80,977
4,13223,武蔵村山市,50,39,37,43,65,41,28,41,47,62,39,58,550
4,13224,多摩市,100,106,79,82,80,82,80,79,79,79,74,86,1006
4,13225,稲城市,54,49,40,33,50,48,43,51,46,43,52,45,554
4,13227,羽村市,46,37,38,45,37,33,27,39,32,33,47,36,450
4,13228,あきる野市,89,80,89,63,68,55,61,81,63,75,70,71,865
4,13229,西東京市,145,97,118,99,129,104,103,129,135,134,133,136,1462
1,13550,町村部,131,111,132,125,119,116,83,108,90,105,116,92,1328
2,13300,郡部,85,74,90,78,85,75,59,81,70,74,71,58,900
4,13303,瑞穂町,25,27,27,21,35,28,23,32,25,26,29,22,320
4,13305,日の出町,42,31,35,33,22,25,23,24,27,26,17,22,327
4,13307,檜原村,3,4,5,8,2,6,6,6,5,7,6,5,63
4,13308,奥多摩町,15,12,23,16,26,16,7,19,13,15,19,9,190
2,13350,島部,46,37,42,47,34,41,24,27,20,31,45,34,428
3,13360,大島支庁,22,20,16,22,18,29,9,15,10,14,26,23,224
4,13361,大島町,13,10,12,13,10,17,5,8,5,8,16,18,135
4,13362,利島村,1,0,0,0,1,0,0,1,0,0,0,0,3
4,13363,新島村,2,4,3,7,4,7,2,6,3,4,5,4,51
4,13364,神津島村,6,6,1,2,3,5,2,0,2,2,5,1,35
3,13380,三宅支庁,5,5,13,7,3,3,5,2,4,8,4,4,63
4,13381,三宅村,5,5,12,4,3,3,5,1,4,7,4,4,57
4,13382,御蔵島村,0,0,1,3,0,0,0,1,0,1,0,0,6
3,13400,八丈支庁,18,11,10,18,13,8,10,10,6,9,13,5,131
4,13401,八丈町,18,11,10,18,13,8,10,10,6,9,13,5,131
4,13402,青ヶ島村,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13420,小笠原支庁,1,1,3,0,0,1,0,0,0,0,2,2,10
4,13421,小笠原村,1,1,3,0,0,1,0,0,0,0,2,2,10
,,,,,,,,,,,,,,,
人口の動き（平成23年中）,,,,,,,,,,,,,,,
第14表　区市町村別、月別死亡数,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
