"全国地方公共団体コード","ID","地方公共団体名","施設名称","施設名称_カナ","施設名称_英字","営業の種類","業態","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","施設所在地_都道府県","施設所在地_市区町村","施設所在地_町字","施設所在地_番地以下","施設方書","緯度","経度","施設電話番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人名","法人番号","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"131032",,"東京都港区","羊肉酒場　悟大　大門店",,,"飲食店営業",,"131032",,"東京都港区芝大門一丁目１６番９号","東京都","港区","芝大門一丁目","１６番９号",,,,,,,,,"株式会社大庄",,"5港み生食営第1844号","2023-10-20","2023-10-20","2023-10-20","2030-10-31",,"新規",,
"131032",,"東京都港区","築地銀だこ　ハイボール酒場　芝大門店",,,"飲食店営業",,"131032",,"東京都港区芝大門一丁目１６番９号大門３６０°ビル１階・２階","東京都","港区","芝大門一丁目","１６番９号","大門３６０°ビル１階・２階",,,,,,,,"ＥＩＧＨＴ　ＵＰ株式会社",,"5港み生食営第3191号","2024-03-06","2024-03-06","2024-03-06","2031-03-31",,"新規",,
"131032",,"東京都港区","ＢＡＲ　屋根裏",,,"飲食店営業",,"131032",,"東京都港区芝大門一丁目１６番９号芝大門３６０°ビル３階","東京都","港区","芝大門一丁目","１６番９号","芝大門３６０°ビル３階",,,,,,,,"株式会社ＴＷＩＣＥ　ＵＰ",,"6港み生食営第513号","2024-05-27","2024-05-27","2024-05-27","2031-05-31",,"新規",,
"131032",,"東京都港区","豚骨醤油らーめん福気",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目１番１号酒井ビル１階","東京都","港区","芝大門二丁目","１番１号","酒井ビル１階",,,,,,,,"株式会社ムジャキフーズ",,"3港み生食営第1558号","2021-08-23","2021-08-23","2021-08-23","2028-08-31",,"新規",,
"131032",,"東京都港区","芝大門ＢＡＲ新海",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目１番２号山口ビル６階","東京都","港区","芝大門二丁目","１番２号","山口ビル６階",,,,,,,,,,"5港み生食営第775号","2023-07-21","2023-07-21","2023-07-21","2029-07-31",,"新規",,
"131032",,"東京都港区","芝大門ＢＡＲ新海",,,"そうざい製造業",,"131032",,"東京都港区芝大門二丁目１番２号山口ビル６階","東京都","港区","芝大門二丁目","１番２号","山口ビル６階",,,,,,,,,,"5港み生食営第776号","2023-07-21","2023-07-21","2023-07-21","2029-07-31",,"新規",,
"131032",,"東京都港区","牛角浜松町店",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目１番２号山口ビル２階・３階","東京都","港区","芝大門二丁目","１番２号","山口ビル２階・３階",,,,,,,,"株式会社タケル",,"5港み生食営第1866号","2023-10-23","2023-10-23","2023-10-23","2030-10-31",,"新規",,
"131032",,"東京都港区","牛角浜松町店",,,"食肉販売業",,"131032",,"東京都港区芝大門二丁目１番２号山口ビル２階・３階","東京都","港区","芝大門二丁目","１番２号","山口ビル２階・３階",,,,,,,,"株式会社タケル",,"5港み生食営第1867号","2023-10-23","2023-10-23","2023-10-23","2030-10-31",,"新規",,
"131032",,"東京都港区","吉野家　芝大門店",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目１番２号山口ビル１階","東京都","港区","芝大門二丁目","１番２号","山口ビル１階",,,,,,,,"株式会社＊野家",,"5港み生食営第3376号","2024-04-17","2024-04-17","2024-04-17","2031-04-30",,"新規",,
"131032",,"東京都港区","やっぱりステーキ芝大門店",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目１番１８号ＧＳハイム芝大門１０５","東京都","港区","芝大門二丁目","１番１８号","ＧＳハイム芝大門１０５",,,,,,,,"株式会社ディーズプランニング",,"3港み生食営第1377号","2021-07-28","2021-07-28","2021-07-28","2028-07-31",,"新規",,
"131032",,"東京都港区","やっぱりステーキ芝大門店",,,"食肉販売業",,"131032",,"東京都港区芝大門二丁目１番１８号ＧＳハイム芝大門１０５","東京都","港区","芝大門二丁目","１番１８号","ＧＳハイム芝大門１０５",,,,,,,,"株式会社ディーズプランニング",,"3港み生食営第1378号","2021-07-28","2021-07-28","2021-07-28","2028-07-31",,"新規",,
"131032",,"東京都港区","博多慶州浜松町店",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目２番１５号山形ビル１階","東京都","港区","芝大門二丁目","２番１５号","山形ビル１階",,,,,,,,"株式会社慶州",,"5港み生食営第398号","2023-05-17","2023-05-17","2023-05-17","2030-05-31",,"新規",,
"131032",,"東京都港区","新亜飯店",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目３番２号大門フジビル１‐６階","東京都","港区","芝大門二丁目","３番２号","大門フジビル１‐６階",,,,,,,,"同盛産業有限会社",,"3港み生食営第3795号","2022-04-05","2022-04-05","2022-04-05","2029-04-30",,"新規",,
"131032",,"東京都港区","カラオケ館浜松町店",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目３番２号芝大門ミナトビル１～８階","東京都","港区","芝大門二丁目","３番２号","芝大門ミナトビル１～８階",,,,,,,,"株式会社Ｂ＆Ｖ",,"5港み生食営第129号","2023-04-18","2023-04-18","2023-04-18","2030-04-30",,"新規",,
"131032",,"東京都港区","焼肉５２９．",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目３番８号浜松町堀ビル１階・２階","東京都","港区","芝大門二丁目","３番８号","浜松町堀ビル１階・２階",,,,,,,,"株式会社おいしいカンパニー",,"5港み生食営第2432号","2023-12-04","2023-12-04","2023-12-04","2030-12-31",,"新規",,
"131032",,"東京都港区","纏寿司",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目３番８号中村ビル１階","東京都","港区","芝大門二丁目","３番８号","中村ビル１階",,,,,,,,"株式会社シルエット",,"6港み生食営第355号","2024-05-17","2024-05-17","2024-05-17","2030-05-31",,"新規",,
"131032",,"東京都港区","ワイルドレッドパスタ",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目３番１７号内海ビル１階","東京都","港区","芝大門二丁目","３番１７号","内海ビル１階",,,,,,,,"株式会社１９６９",,"5港み生食営第2996号","2024-03-06","2024-03-06","2024-03-06","2031-03-31",,"新規",,
"131032",,"東京都港区","ほろ酔い",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目４番１号大門マイアミビル６階","東京都","港区","芝大門二丁目","４番１号","大門マイアミビル６階",,,,,,,,"株式会社拓源",,"4港み生食営第945号","2022-07-27","2022-07-27","2022-07-27","2029-07-31",,"新規",,
"131032",,"東京都港区","鳴門鯛焼本舗　芝大門店",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目４番２号１階","東京都","港区","芝大門二丁目","４番２号","１階",,,,,,,,"ドリームアドバンス株式会社",,"4港み生食営第1364号","2022-10-19","2022-10-19","2022-10-19","2028-10-31",,"新規",,
"131032",,"東京都港区","ささの屋芝大門店",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目４番４号中根ビル２階","東京都","港区","芝大門二丁目","４番４号","中根ビル２階",,,,,,,,"株式会社東日本フーズ",,"3港み生食営第3640号","2022-03-17","2022-03-17","2022-03-17","2029-03-31",,"新規",,
"131032",,"東京都港区","からくに家",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目４番５号芝ダイヤハイツ１階１０２号","東京都","港区","芝大門二丁目","４番５号","芝ダイヤハイツ１階１０２号",,,,,,,,"有限会社ハヤシワールド物産",,"5港み生食営第1958号","2023-10-30","2023-10-30","2023-10-30","2029-10-31",,"新規",,
"131032",,"東京都港区","焼鳥とりぞう　大門店",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目６番１１号欧文ビル１階","東京都","港区","芝大門二丁目","６番１１号","欧文ビル１階",,,,,,,,"株式会社港友",,"4港み生食営第1502号","2022-10-03","2022-10-03","2022-10-03","2029-10-31",,"新規",,
"131032",,"東京都港区","Ｂｉｓｔｒｏ　Ｑｕａｌｉｔｅ　Ｐｒｉｘ",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目７番４号奥田ビル１階","東京都","港区","芝大門二丁目","７番４号","奥田ビル１階",,,,,,,,"株式会社ｅａｓｅ",,"3港み生食営第1658号","2021-08-23","2021-08-23","2021-08-23","2028-08-31",,"新規",,
"131032",,"東京都港区","インディアンレストラン　ワイン＆バル　ＴＡＮＤＯＯＲＩ　ＫＩＴＣＨＥＮ　ＨＩＲＡ",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目７番７号ベジタビル２階","東京都","港区","芝大門二丁目","７番７号","ベジタビル２階",,,,,,,,"株式会社ＭＡＮＳＨＡ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＣＯＲＰＯＲＡＴＩＯＮ",,"3港み生食営第2561号","2021-11-16","2021-11-16","2021-11-16","2028-11-30",,"新規",,
"131032",,"東京都港区","神戸牛ダイア",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目８番５号ＭＨＫビル１階","東京都","港区","芝大門二丁目","８番５号","ＭＨＫビル１階",,,,,,,,"株式会社八坐和",,"4港み生食営第747号","2022-07-12","2022-07-12","2022-07-12","2029-07-31",,"新規",,
"131032",,"東京都港区","郷村居",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目８番９号ＫＳビル１階","東京都","港区","芝大門二丁目","８番９号","ＫＳビル１階",,,,,,,,"合同会社ＬＥＩ",,"3港み生食営第2235号","2021-10-11","2021-10-11","2021-10-11","2028-10-31",,"新規",,
"131032",,"東京都港区","居酒屋魚錠",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目８番１３号サクセス芝大門ビル１階","東京都","港区","芝大門二丁目","８番１３号","サクセス芝大門ビル１階",,,,,,,,"中部魚錠株式会社",,"5港み生食営第68号","2023-04-18","2023-04-18","2023-04-18","2030-04-30",,"新規",,
"131032",,"東京都港区","だしと米と酒肴　山長宗家",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目９番２号張ビル１階","東京都","港区","芝大門二丁目","９番２号","張ビル１階",,,,,,,,"山長商店株式会社",,"3港み生食営第3669号","2022-03-28","2022-03-28","2022-03-28","2029-03-31",,"新規",,
"131032",,"東京都港区","だしと米と酒肴　山長宗家",,,"そうざい製造業",,"131032",,"東京都港区芝大門二丁目９番２号張ビル１階","東京都","港区","芝大門二丁目","９番２号","張ビル１階",,,,,,,,"山長商店株式会社",,"3港み生食営第3670号","2022-03-28","2022-03-28","2022-03-28","2029-03-31",,"新規",,
"131032",,"東京都港区","ｈｉｆｆ　ｃａｆｅ　ｓｈｉｂａｋｏｅｎ",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目９番４号イヴェール芝大門１階","東京都","港区","芝大門二丁目","９番４号","イヴェール芝大門１階",,,,,,,,"Ｅｎｒｉｃｈ　Ｊａｐａｎ株式会社",,"4港み生食営第1955号","2022-11-24","2022-11-24","2022-11-24","2029-11-30",,"新規",,
"131032",,"東京都港区","ｂｅｙｏｎｄｔｈｅｂｏｘ",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目９番１４号加登ビル１階","東京都","港区","芝大門二丁目","９番１４号","加登ビル１階",,,,,,,,"有限会社アチーブメント",,"4港み生食営第2066号","2022-12-14","2022-12-14","2022-12-14","2029-12-31",,"新規",,
"131032",,"東京都港区","チャイナハウス來來",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目１０番５号","東京都","港区","芝大門二丁目","１０番５号",,,,,,,,,"有限会社オオタカンパニー",,"3港み生食営第2988号","2022-01-11","2022-01-11","2022-01-11","2029-01-31",,"新規",,
"131032",,"東京都港区","ＦＥＴＩＳＨ　ＣＬＵＢ",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目１３番５号坂入ビル２階","東京都","港区","芝大門二丁目","１３番５号","坂入ビル２階",,,,,,,,"ベリーグッド株式会社",,"5港み生食営第2909号","2024-02-13","2024-02-13","2024-02-13","2030-02-28",,"新規",,
"131032",,"東京都港区","ＦＥＴＩＳＨ　ＣＬＵＢ　ＴＯＫＹＯ　ＢｒｅｗＬａｂ",,,"酒類製造業",,"131032",,"東京都港区芝大門二丁目１３番５号坂入ビル１階","東京都","港区","芝大門二丁目","１３番５号","坂入ビル１階",,,,,,,,"ベリーグッド株式会社",,"6港み生食営第4号","2024-04-02","2024-04-02","2024-04-02","2031-04-30",,"新規",,
"131032",,"東京都港区","焼肉５２９　セントラルキッチン",,,"食肉処理業",,"131032",,"東京都港区芝大門二丁目１３番８号ＲＥＮＡＴＡ芝大門１階、２階","東京都","港区","芝大門二丁目","１３番８号","ＲＥＮＡＴＡ芝大門１階、２階",,,,,,,,"株式会社フードテックラボ",,"3港み生食営第1849号","2021-11-16","2021-11-16","2021-11-16","2028-11-30",,"新規",,
"131032",,"東京都港区","焼肉５２９　セントラルキッチン",,,"そうざい製造業",,"131032",,"東京都港区芝大門二丁目１３番８号ＲＥＮＡＴＡ芝大門１階、２階","東京都","港区","芝大門二丁目","１３番８号","ＲＥＮＡＴＡ芝大門１階、２階",,,,,,,,"株式会社フードテックラボ",,"3港み生食営第1850号","2021-11-16","2021-11-16","2021-11-16","2028-11-30",,"新規",,
"131032",,"東京都港区","焼肉５２９　セントラルキッチン",,,"漬物製造業",,"131032",,"東京都港区芝大門二丁目１３番８号ＲＥＮＡＴＡ芝大門１階、２階","東京都","港区","芝大門二丁目","１３番８号","ＲＥＮＡＴＡ芝大門１階、２階",,,,,,,,"株式会社フードテックラボ",,"3港み生食営第1851号","2021-11-16","2021-11-16","2021-11-16","2028-11-30",,"新規",,
"131032",,"東京都港区","フードテックラボ",,,"飲食店営業",,"131032",,"東京都港区芝大門二丁目１３番８号ＲＥＮＡＴＡ芝大門２階、３階","東京都","港区","芝大門二丁目","１３番８号","ＲＥＮＡＴＡ芝大門２階、３階",,,,,,,,"株式会社フードテックラボ",,"3港み生食営第3621号","2022-03-14","2022-03-14","2022-03-14","2029-03-31",,"新規",,
"131032",,"東京都港区","果実園セントラルキッチン",,,"菓子製造業",,"131032",,"東京都港区芝大門二丁目１３番８号１・２階","東京都","港区","芝大門二丁目","１３番８号","１・２階",,,,,,,,"株式会社果実園",,"6港み生食営第949号","2024-07-29","2024-07-29","2024-07-29","2031-07-31",,"新規",,
"131032",,"東京都港区","株式会社ヤザワミート",,,"食肉処理業",,"131032",,"東京都港区白金一丁目１番７号ドエル白金１０３","東京都","港区","白金一丁目","１番７号","ドエル白金１０３",,,,,,,,"株式会社ヤザワミート",,"3港み生食営第1967号","2021-09-27","2021-09-27","2021-09-27","2028-09-30",,"新規",,
"131032",,"東京都港区","株式会社ヤザワミート　１０１",,,"食肉処理業",,"131032",,"東京都港区白金一丁目１番７号ドエル白金１０１","東京都","港区","白金一丁目","１番７号","ドエル白金１０１",,,,,,,,"株式会社ヤザワミート",,"5港み生食営第3440号","2024-04-05","2024-04-05","2024-04-05","2031-04-30",,"新規",,
"131032",,"東京都港区","ＩＬ　ＱＵＡＲＴＯ　ＰＯＮＴＥ",,,"飲食店営業",,"131032",,"東京都港区白金一丁目１番１２号内野マンション１階","東京都","港区","白金一丁目","１番１２号","内野マンション１階",,,,,,,,"株式会社ロッツォ",,"4港み生食営第1261号","2022-09-14","2022-09-14","2022-09-14","2029-09-30",,"新規",,
"131032",,"東京都港区","株式会社マルエツリンコス白金ザ・スカイ店",,,"飲食店営業",,"131032",,"東京都港区白金一丁目２番１号白金ザ・スカイＥ‐１０３","東京都","港区","白金一丁目","２番１号","白金ザ・スカイＥ‐１０３",,,,,,,,"株式会社マルエツ",,"4港み生食営第2724号","2023-03-08","2023-03-08","2023-03-08","2030-03-31",,"新規",,
"131032",,"東京都港区","ファースト",,,"飲食店営業",,"131032",,"東京都港区白金一丁目３番白金ザスカイ西１１０","東京都","港区","白金一丁目","３番","白金ザスカイ西１１０",,,,,,,,"有限会社フアースト",,"4港み生食営第2784号","2023-03-22","2023-03-22","2023-03-22","2030-03-31",,"新規",,
"131032",,"東京都港区","鳥彦",,,"飲食店営業",,"131032",,"東京都港区白金一丁目９番９号１階","東京都","港区","白金一丁目","９番９号","１階",,,,,,,,,,"5港み生食営第2130号","2023-12-11","2023-12-11","2023-12-11","2030-12-31",,"新規",,
"131032",,"東京都港区","鳥彦",,,"食肉販売業",,"131032",,"東京都港区白金一丁目９番９号１階","東京都","港区","白金一丁目","９番９号","１階",,,,,,,,,,"5港み生食営第2131号","2023-12-11","2023-12-11","2023-12-11","2030-12-31",,"新規",,
"131032",,"東京都港区","アジアンケバブ",,,"飲食店営業",,"131032",,"東京都港区白金一丁目１２番８号佐藤ビル１階","東京都","港区","白金一丁目","１２番８号","佐藤ビル１階",,,,,,,,"アジア貿易有限会社",,"3港み生食営第3077号","2022-01-18","2022-01-18","2022-01-18","2029-01-31",,"新規",,
"131032",,"東京都港区","今福",,,"そうざい製造業",,"131032",,"東京都港区白金一丁目１２番１９号１、２階","東京都","港区","白金一丁目","１２番１９号","１、２階",,,,,,,,"株式会社ビータス",,"3港み生食営第2323号","2021-11-04","2021-11-04","2021-11-04","2028-11-30",,"新規",,
"131032",,"東京都港区","ビストロ　ポワレ",,,"飲食店営業",,"131032",,"東京都港区白金一丁目１３番１３号Ｎ　ＰＬＡＣＥ　ＳＨＩＲＯＫＡＮＥ　１０１","東京都","港区","白金一丁目","１３番１３号","Ｎ　ＰＬＡＣＥ　ＳＨＩＲＯＫＡＮＥ　１０１",,,,,,,,"Ｎ　Ｅｎｔｅｒｐｒｉｓｅ株式会社",,"5港み生食営第3103号","2024-03-06","2024-03-06","2024-03-06","2031-03-31",,"新規",,
"131032",,"東京都港区","ＣＡＳＡ　ＤＥ　ＧＡＺＴＡ",,,"飲食店営業",,"131032",,"東京都港区白金一丁目１４番３号出雲白金１階","東京都","港区","白金一丁目","１４番３号","出雲白金１階",,,,,,,,"株式会社メゾンビー",,"3港み生食営第803号","2021-06-04","2021-06-04","2021-06-04","2028-06-30",,"新規",,
"131032",,"東京都港区","ＣＡＳＡ　ＤＥ　ＧＡＺＴＡ",,,"菓子製造業",,"131032",,"東京都港区白金一丁目１４番３号出雲白金１階","東京都","港区","白金一丁目","１４番３号","出雲白金１階",,,,,,,,"株式会社メゾンビー",,"3港み生食営第804号","2021-06-04","2021-06-04","2021-06-04","2028-06-30",,"新規",,
"131032",,"東京都港区","ＣＡＳＡ　ＤＥ　ＧＡＺＴＡ",,,"アイスクリーム類製造業",,"131032",,"東京都港区白金一丁目１４番３号出雲白金１階","東京都","港区","白金一丁目","１４番３号","出雲白金１階",,,,,,,,"株式会社メゾンビー",,"3港み生食営第805号","2021-06-04","2021-06-04","2021-06-04","2028-06-30",,"新規",,
"131032",,"東京都港区","鳥彦",,,"飲食店営業",,"131032",,"東京都港区白金一丁目１５番４号","東京都","港区","白金一丁目","１５番４号",,,,,,,,,,,"3港み生食営第2085号","2021-10-08","2021-10-08","2021-10-08","2027-10-31",,"新規",,
"131032",,"東京都港区","鳥彦",,,"食肉販売業",,"131032",,"東京都港区白金一丁目１５番４号","東京都","港区","白金一丁目","１５番４号",,,,,,,,,,,"3港み生食営第2086号","2021-10-08","2021-10-08","2021-10-08","2027-10-31",,"新規",,
"131032",,"東京都港区","ヤザワミート白金第２工場",,,"食肉製品製造業",,"131032",,"東京都港区白金一丁目１５番１１号山下ビル１階","東京都","港区","白金一丁目","１５番１１号","山下ビル１階",,,,,,,,"株式会社ヤザワミート",,"3港み生食営第1966号","2021-09-27","2021-09-27","2021-09-27","2028-09-30",,"新規",,
"131032",,"東京都港区","尾崎幸隆丼",,,"飲食店営業",,"131032",,"東京都港区白金一丁目１７番２号白金アエルシティ地下１階","東京都","港区","白金一丁目","１７番２号","白金アエルシティ地下１階",,,,,,,,"Ｌ＆Ｌ株式会社",,"3港み生食営第3310号","2022-02-18","2022-02-18","2022-02-18","2029-02-28",,"新規",,
"131032",,"東京都港区","サイゼリヤ白金高輪店",,,"飲食店営業",,"131032",,"東京都港区白金一丁目１７番２号白金タワーテラス棟２階","東京都","港区","白金一丁目","１７番２号","白金タワーテラス棟２階",,,,,,,,"株式会社サイゼリヤ",,"3港み生食営第3820号","2022-04-15","2022-04-15","2022-04-15","2029-04-30",,"新規",,
"131032",,"東京都港区","ファミリーマート　アクサ生命本社ビル",,,"飲食店営業",,"131032",,"東京都港区白金一丁目１７番３号ＮＢＦプラチナタワー２１階","東京都","港区","白金一丁目","１７番３号","ＮＢＦプラチナタワー２１階",,,,,,,,"東京ケータリング株式会社",,"4港み生食営第2796号","2023-03-22","2023-03-22","2023-03-22","2030-03-31",,"新規",,
"131032",,"東京都港区","サンク・センス　ワインショップ　白金高輪本店",,,"飲食店営業",,"131032",,"東京都港区白金一丁目２５番１６号白金角田ビル２階","東京都","港区","白金一丁目","２５番１６号","白金角田ビル２階",,,,,,,,"有限会社サンク・センス",,"5港み生食営第3177号","2024-03-11","2024-03-11","2024-03-11","2031-03-31",,"新規",,
"131032",,"東京都港区","セブン‐イレブン　港区白金１丁目南店",,,"飲食店営業",,"131032",,"東京都港区白金一丁目２５番２０号ＨＯＫＵＬＥ’Ａ　ＳＨＩＲＯＧＡＮＥ１階","東京都","港区","白金一丁目","２５番２０号","ＨＯＫＵＬＥ’Ａ　ＳＨＩＲＯＧＡＮＥ１階",,,,,,,,,,"3港み生食営第922号","2021-06-10","2021-06-10","2021-06-10","2028-06-30",,"新規",,
"131032",,"東京都港区","ローソン白金高輪駅前店",,,"飲食店営業",,"131032",,"東京都港区白金一丁目２７番６号白金高輪ステーションビル１階","東京都","港区","白金一丁目","２７番６号","白金高輪ステーションビル１階",,,,,,,,"有限会社ジャスト・ビジネス",,"5港み生食営第370号","2023-05-12","2023-05-12","2023-05-12","2030-05-31",,"新規",,
"131032",,"東京都港区","ネイト",,,"飲食店営業",,"131032",,"東京都港区白金一丁目２７番６号白金高輪ステーションビル１階","東京都","港区","白金一丁目","２７番６号","白金高輪ステーションビル１階",,,,,,,,"ジェイズ株式会社",,"6港み生食営第488号","2024-06-05","2024-06-05","2024-06-05","2031-06-30",,"新規",,
"131032",,"東京都港区","ネイト",,,"そうざい製造業",,"131032",,"東京都港区白金一丁目２７番６号白金高輪ステーションビル１階","東京都","港区","白金一丁目","２７番６号","白金高輪ステーションビル１階",,,,,,,,"ジェイズ株式会社",,"6港み生食営第489号","2024-06-05","2024-06-05","2024-06-05","2031-06-30",,"新規",,
"131032",,"東京都港区","すなっく博多",,,"飲食店営業",,"131032",,"東京都港区白金一丁目２８番２号サ－ラ白金１０１号","東京都","港区","白金一丁目","２８番２号","サ－ラ白金１０１号",,,,,,,,"渡辺興業株式会社",,"5港み生食営第3313号","2024-03-18","2024-03-18","2024-03-18","2031-03-31",,"新規",,
"131032",,"東京都港区","Ｂｕｒｇｅｒ　Ｍａｎｉａ　白金高輪店",,,"飲食店営業",,"131032",,"東京都港区白金一丁目２８番３号多田ビル１階","東京都","港区","白金一丁目","２８番３号","多田ビル１階",,,,,,,,"株式会社マニアコーポレーション",,"4港み生食営第2446号","2023-03-01","2023-03-01","2023-03-01","2030-02-28",,"新規",,
"131032",,"東京都港区","にこむ",,,"飲食店営業",,"131032",,"東京都港区白金二丁目１番５号１階","東京都","港区","白金二丁目","１番５号","１階",,,,,,,,"有限会社マングース",,"5港み生食営第866号","2023-07-14","2023-07-14","2023-07-14","2029-07-31",,"新規",,
"131032",,"東京都港区","焼肉ジャンボ白金店",,,"飲食店営業",,"131032",,"東京都港区白金三丁目１番１号第一麻布ビル１階","東京都","港区","白金三丁目","１番１号","第一麻布ビル１階",,,,,,,,"株式会社ビータス",,"5港み生食営第959号","2023-07-27","2023-07-27","2023-07-27","2030-07-31",,"新規",,
"131032",,"東京都港区","ＢＯＴＴＥＧＡ　ＶＩＮＩ",,,"飲食店営業",,"131032",,"東京都港区白金三丁目１番７号布施ビル１階","東京都","港区","白金三丁目","１番７号","布施ビル１階",,,,,,,,"株式会社エニシエ",,"3港み生食営第2505号","2021-11-15","2021-11-15","2021-11-15","2028-11-30",,"新規",,
"131032",,"東京都港区","プラム工房",,,"菓子製造業",,"131032",,"東京都港区白金三丁目１番２２号カデル白金１階","東京都","港区","白金三丁目","１番２２号","カデル白金１階",,,,,,,,"有限会社壽限無",,"5港み生食営第177号","2023-05-23","2023-05-23","2023-05-23","2030-05-31",,"新規",,
"131032",,"東京都港区","Ｌ＇Ａｓｓｉｅｔｔｅ　Ｂｌａｎｃｈｅ",,,"飲食店営業",,"131032",,"東京都港区白金三丁目２番２号パール白金１階","東京都","港区","白金三丁目","２番２号","パール白金１階",,,,,,,,"株式会社ラシェットブランシュ",,"3港み生食営第2130号","2021-10-07","2021-10-07","2021-10-07","2028-10-31",,"新規",,
"131032",,"東京都港区","スマイルタイランド　白金高輪キッチン",,,"飲食店営業",,"131032",,"東京都港区白金三丁目３番７号利久ビル１階Ｏｕｒｋｉｔｃｈｅｎブース３","東京都","港区","白金三丁目","３番７号","利久ビル１階Ｏｕｒｋｉｔｃｈｅｎブース３",,,,,,,,"株式会社ＡＯＰＥＮ",,"3港み生食営第1706号","2021-08-20","2021-08-20","2021-08-20","2028-08-31",,"新規",,
"131032",,"東京都港区","プラチナキッチン",,,"飲食店営業",,"131032",,"東京都港区白金三丁目３番７号プラチナキッチン　Ｋｉｔｃｈｅｎ‐３","東京都","港区","白金三丁目","３番７号","プラチナキッチン　Ｋｉｔｃｈｅｎ‐３",,,,,,,,"株式会社コロコロコロ",,"4港み生食営第2274号","2023-01-12","2023-01-12","2023-01-12","2029-01-31",,"新規",,
"131032",,"東京都港区","銀べゑ",,,"飲食店営業",,"131032",,"東京都港区白金三丁目３番７号利久ビル１階キッチン２","東京都","港区","白金三丁目","３番７号","利久ビル１階キッチン２",,,,,,,,"株式会社ＡＴＣダイニング",,"4港み生食営第2501号","2023-02-08","2023-02-08","2023-02-08","2029-02-28",,"新規",,
"131032",,"東京都港区","銀べゑ",,,"そうざい製造業",,"131032",,"東京都港区白金三丁目３番７号利久ビル１階キッチン２","東京都","港区","白金三丁目","３番７号","利久ビル１階キッチン２",,,,,,,,"株式会社ＡＴＣダイニング",,"4港み生食営第2502号","2023-02-08","2023-02-08","2023-02-08","2029-02-28",,"新規",,
"131032",,"東京都港区","タイ屋台料理　ＴｈａｉＦｏｏｄ　ＳＴＡＴＩＯＮ",,,"飲食店営業",,"131032",,"東京都港区白金三丁目５番２号鈴木荘１階","東京都","港区","白金三丁目","５番２号","鈴木荘１階",,,,,,,,"バーンサイアム株式会社",,"5港み生食営第1746号","2023-10-26","2023-10-26","2023-10-26","2029-10-31",,"新規",,
"131032",,"東京都港区","Ｌａ　ｄｅｍｉ‐ｐａｕｓｅ",,,"菓子製造業",,"131032",,"東京都港区白金三丁目１７番１９号エオラス白金１Ｆ","東京都","港区","白金三丁目","１７番１９号","エオラス白金１Ｆ",,,,,,,,"Ｈ＆Ｏ株式会社",,"3港み生食営第3792号","2022-04-07","2022-04-07","2022-04-07","2029-04-30",,"新規",,
"131032",,"東京都港区","パティスリー　デミポーズ",,,"菓子製造業",,"131032",,"東京都港区白金三丁目１７番１９号エオラス白金１階","東京都","港区","白金三丁目","１７番１９号","エオラス白金１階",,,,,,,,"東京食彩株式会社",,"4港み生食営第1226号","2022-08-29","2022-08-29","2022-08-29","2029-08-31",,"新規",,
"131032",,"東京都港区","ワークコート白金",,,"飲食店営業",,"131032",,"東京都港区白金三丁目２３番６号フォリア白金１階","東京都","港区","白金三丁目","２３番６号","フォリア白金１階",,,,,,,,"株式会社ユニマットミライオフィス",,"3港み生食営第3753号","2022-04-06","2022-04-06","2022-04-06","2029-04-30",,"新規",,
