"全国地方公共団体コード","ID","地方公共団体名","施設名称","施設名称_カナ","施設名称_英字","営業の種類","業態","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","施設所在地_都道府県","施設所在地_市区町村","施設所在地_町字","施設所在地_番地以下","施設方書","緯度","経度","施設電話番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人名","法人番号","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"131032",,"東京都港区","蒲田羽付き餃子　歓迎　溜池山王店",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目８番１号赤坂インターシティＡＩＲ地下１階店舗９‐１","東京都","港区","赤坂一丁目","８番１号","赤坂インターシティＡＩＲ地下１階店舗９‐１",,,,,,,,"株式会社ヌエボ・ムンド",,"5港み生食営第2569号","2024-01-09","2024-01-09","2024-01-09","2031-01-31",,"新規",,
"131032",,"東京都港区","０Ｈ４０３１",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目８番１号赤坂インターシティＡＩＲ７階","東京都","港区","赤坂一丁目","８番１号","赤坂インターシティＡＩＲ７階",,,,,,,,"グリーンホスピタリティフードサービス株式会社",,"6港み生食営第129号","2024-04-30","2024-04-30","2024-04-30","2030-04-30",,"新規",,
"131032",,"東京都港区","スターバックスコーヒーアークヒルズ店",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１２番３２号アーク森ビル１階","東京都","港区","赤坂一丁目","１２番３２号","アーク森ビル１階",,,,,,,,"スターバックスコーヒージャパン株式会社",,"5港み生食営第43号","2023-05-08","2023-05-08","2023-05-08","2030-05-31",,"新規",,
"131032",,"東京都港区","そば処　水内庵",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１２番３２号アーク森ビル３階","東京都","港区","赤坂一丁目","１２番３２号","アーク森ビル３階",,,,,,,,"有限会社水内庵",,"3港み生食営第3228号","2022-02-17","2022-02-17","2022-02-17","2029-02-28",,"新規",,
"131032",,"東京都港区","中華そば専門　田中そば店　アークヒルズ店",,,"そうざい製造業",,"131032",,"東京都港区赤坂一丁目１２番３２号アーク森ビル３階Ｍ‐３‐７","東京都","港区","赤坂一丁目","１２番３２号","アーク森ビル３階Ｍ‐３‐７",,,,,,,,"株式会社ＧＭＳ",,"4港み生食営第153号","2022-04-28","2022-04-28","2022-04-28","2029-04-30",,"新規",,
"131032",,"東京都港区","ＰＡＲＬＯＲ　ＧＲＥＥＮ　ＡＰＰＬＥ",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１２番３２号アーク森ビル１階","東京都","港区","赤坂一丁目","１２番３２号","アーク森ビル１階",,,,,,,,"株式会社ＬｉＶＥ　ＦＯＲＥＶＥＲ",,"4港み生食営第2853号","2023-06-30","2023-06-30","2023-06-30","2030-06-30",,"新規",,
"131032",,"東京都港区","スペイン坂　鳥幸",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１２番３２号アーク森ビル１階","東京都","港区","赤坂一丁目","１２番３２号","アーク森ビル１階",,,,,,,,"東京レストランツファクトリー株式会社",,"5港み生食営第110号","2023-04-19","2023-04-19","2023-04-19","2030-04-30",,"新規",,
"131032",,"東京都港区","スペイン坂　鳥幸",,,"食肉販売業",,"131032",,"東京都港区赤坂一丁目１２番３２号アーク森ビル１階","東京都","港区","赤坂一丁目","１２番３２号","アーク森ビル１階",,,,,,,,"東京レストランツファクトリー株式会社",,"5港み生食営第111号","2023-04-19","2023-04-19","2023-04-19","2030-04-30",,"新規",,
"131032",,"東京都港区","ウルフギャング・パック　ＰＩＺＺＡ　ＢＡＲ　赤坂アークヒルズ店",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１２番３２号アーク森ビル１階","東京都","港区","赤坂一丁目","１２番３２号","アーク森ビル１階",,,,,,,,"株式会社ダブリューピィージャパン",,"5港み生食営第1490号","2023-09-27","2023-09-27","2023-09-27","2030-09-30",,"新規",,
"131032",,"東京都港区","恵比寿かつ彩　アークヒルズ店",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１２番３２号アーク森ビル３階","東京都","港区","赤坂一丁目","１２番３２号","アーク森ビル３階",,,,,,,,"株式会社グリーンハウスフーズ",,"5港み生食営第1561号","2023-10-03","2023-10-03","2023-10-03","2030-10-31",,"新規",,
"131032",,"東京都港区","乾山",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１２番３３号ＡＮＡインターコンチネンタルホテル東京３階","東京都","港区","赤坂一丁目","１２番３３号","ＡＮＡインターコンチネンタルホテル東京３階",,,,,,,,"株式会社寿司田",,"5港み生食営第1974号","2023-11-02","2023-11-02","2023-11-02","2030-11-30",,"新規",,
"131032",,"東京都港区","ワインショップ・エノテカ　ＡＮＡインターコンチネンタルホテル東京店",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１２番３３号ＡＮＡインターコンチネンタルホテル東京　２階","東京都","港区","赤坂一丁目","１２番３３号","ＡＮＡインターコンチネンタルホテル東京　２階",,,,,,,,"エノテカ株式会社",,"5港み生食営第3262号","2024-03-19","2024-03-19","2024-03-19","2031-03-31",,"新規",,
"131032",,"東京都港区","サントリーホール１階バーコーナー",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１３番１号サントリーホール地下１階、１階","東京都","港区","赤坂一丁目","１３番１号","サントリーホール地下１階、１階",,,,,,,,"株式会社ダイナック",,"3港み生食営第1580号","2021-08-11","2021-08-11","2021-08-11","2028-08-31",,"新規",,
"131032",,"東京都港区","サントリーホール１階ドリンクコーナー",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１３番１号サントリーホール１階","東京都","港区","赤坂一丁目","１３番１号","サントリーホール１階",,,,,,,,"株式会社ダイナック",,"3港み生食営第1576号","2021-08-11","2021-08-11","2021-08-11","2028-08-31",,"新規",,
"131032",,"東京都港区","サントリーホール２階ドリンクコーナー",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１３番１号サントリーホール２階","東京都","港区","赤坂一丁目","１３番１号","サントリーホール２階",,,,,,,,"株式会社ダイナック",,"3港み生食営第1577号","2021-08-11","2021-08-11","2021-08-11","2028-08-31",,"新規",,
"131032",,"東京都港区","桜坂　渡利",,,"飲食店営業",,"131032",,"東京都港区赤坂一丁目１４番５号アークヒルズエグゼクティブタワー地下１階","東京都","港区","赤坂一丁目","１４番５号","アークヒルズエグゼクティブタワー地下１階",,,,,,,,"株式会社エム・ケイ・コネクションインターナショナル",,"5港み生食営第1678号","2023-10-13","2023-10-13","2023-10-13","2030-10-31",,"新規",,
"131032",,"東京都港区","赤坂有職本店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目２番２１号永田町法曹ビル地下１階","東京都","港区","赤坂二丁目","２番２１号","永田町法曹ビル地下１階",,,,,,,,"株式会社有職",,"5港み生食営第497号","2023-06-06","2023-06-06","2023-06-06","2030-06-30",,"新規",,
"131032",,"東京都港区","赤坂有職本店",,,"そうざい製造業",,"131032",,"東京都港区赤坂二丁目２番２１号永田町法曹ビル地下１階","東京都","港区","赤坂二丁目","２番２１号","永田町法曹ビル地下１階",,,,,,,,"株式会社有職",,"5港み生食営第498号","2023-06-06","2023-06-06","2023-06-06","2030-06-30",,"新規",,
"131032",,"東京都港区","ブロッサム",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目５番６号山王健保会館３、４階","東京都","港区","赤坂二丁目","５番６号","山王健保会館３、４階",,,,,,,,"有限会社ブロッサム",,"5港み生食営第2052号","2023-11-09","2023-11-09","2023-11-09","2030-11-30",,"新規",,
"131032",,"東京都港区","Ｂ＆Ｉ１２９３",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目５番６号トスラブ山王健保会館　２～４階","東京都","港区","赤坂二丁目","５番６号","トスラブ山王健保会館　２～４階",,,,,,,,"グリーンホスピタリティフードサービス株式会社",,"5港み生食営第2891号","2024-02-09","2024-02-09","2024-02-09","2031-02-28",,"新規",,
"131032",,"東京都港区","つる中",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目５番１７号","東京都","港区","赤坂二丁目","５番１７号",,,,,,,,,"株式会社つる中",,"3港み生食営第1202号","2021-06-24","2021-06-24","2021-06-24","2027-06-30",,"新規",,
"131032",,"東京都港区","ＩＪＯＯＺ自動販売機０２",,,"調理の機能を有する自動販売機により食品を調理し、調理された食品を販売する営業",,"131032",,"東京都港区赤坂二丁目６番１５号パークハビオ赤坂タワー１階","東京都","港区","赤坂二丁目","６番１５号","パークハビオ赤坂タワー１階",,,,,,,,"ＩＪＯＯＺ株式会社",,"5港み生食営第932号","2023-10-05","2023-10-05","2023-10-05","2028-10-31",,"新規",,
"131032",,"東京都港区","セブン‐イレブン　ヴィアイン赤坂",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目６番１７号東京赤坂ＮＫビル１階","東京都","港区","赤坂二丁目","６番１７号","東京赤坂ＮＫビル１階",,,,,,,,"株式会社アプリコット",,"4港み生食営第1549号","2022-10-27","2022-10-27","2022-10-27","2029-10-31",,"新規",,
"131032",,"東京都港区","ヴィアイン赤坂　２階レストラン",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目６番１７号ヴィアイン赤坂２階","東京都","港区","赤坂二丁目","６番１７号","ヴィアイン赤坂２階",,,,,,,,"株式会社ノースグラフィック",,"4港み生食営第1601号","2022-10-13","2022-10-13","2022-10-13","2029-10-31",,"新規",,
"131032",,"東京都港区","ピンク　カウ",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目７番５号赤坂ブライトビル地下１階","東京都","港区","赤坂二丁目","７番５号","赤坂ブライトビル地下１階",,,,,,,,"有限会社レインボウズー",,"5港み生食営第1863号","2023-10-25","2023-10-25","2023-10-25","2029-10-31",,"新規",,
"131032",,"東京都港区","焼鳥雛どり",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目８番１１号初穂マンション赤坂地下１階","東京都","港区","赤坂二丁目","８番１１号","初穂マンション赤坂地下１階",,,,,,,,"有限会社オフィス処ノ花舎",,"4港み生食営第2773号","2023-03-08","2023-03-08","2023-03-08","2030-03-31",,"新規",,
"131032",,"東京都港区","ＭＡＭＯ　Ｒｅｓｔａｕｒａｎｔ　＆　Ｂａｒ",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目８番１３号赤坂こうゆうビル１階","東京都","港区","赤坂二丁目","８番１３号","赤坂こうゆうビル１階",,,,,,,,"ＭＡＭＯ株式会社",,"3港み生食営第2840号","2021-12-14","2021-12-14","2021-12-14","2028-12-31",,"新規",,
"131032",,"東京都港区","焼肉ＫＡＭＰＯ",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目８番１３号赤坂こうゆうビル１０１","東京都","港区","赤坂二丁目","８番１３号","赤坂こうゆうビル１０１",,,,,,,,"漢方和牛株式会社",,"4港み生食営第1159号","2022-09-12","2022-09-12","2022-09-12","2029-09-30",,"新規",,
"131032",,"東京都港区","とんかつ　まさむね",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目８番１９号１階","東京都","港区","赤坂二丁目","８番１９号","１階",,,,,,,,"株式会社デリシャスダイナー",,"6港み生食営第658号","2024-06-26","2024-06-26","2024-06-26","2031-06-30",,"新規",,
"131032",,"東京都港区","炭火焼専門食処　白銀屋　溜池分店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目９番３号静信第一ビル１階","東京都","港区","赤坂二丁目","９番３号","静信第一ビル１階",,,,,,,,"株式会社ヒューマックス",,"4港み生食営第1671号","2022-10-27","2022-10-27","2022-10-27","2029-10-31",,"新規",,
"131032",,"東京都港区","レストランル・フィザリス",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目９番３号静信第一ビル２階","東京都","港区","赤坂二丁目","９番３号","静信第一ビル２階",,,,,,,,"有限会社ル・フィザリス",,"5港み生食営第297号","2023-05-09","2023-05-09","2023-05-09","2030-05-31",,"新規",,
"131032",,"東京都港区","福の花　溜池山王店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目９番５号松屋ビル１階、地下１階","東京都","港区","赤坂二丁目","９番５号","松屋ビル１階、地下１階",,,,,,,,"株式会社ベアーズコーポレーション",,"3港み生食営第1037号","2021-06-17","2021-06-17","2021-06-17","2028-06-30",,"新規",,
"131032",,"東京都港区","東京エクスペリエンスセンター",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目９番１１号オリックス赤坂二丁目ビル１階","東京都","港区","赤坂二丁目","９番１１号","オリックス赤坂二丁目ビル１階",,,,,,,,"ハーバライフ・オブ・ジャパン株式会社",,"3港み生食営第3821号","2022-05-17","2022-05-17","2022-05-17","2029-05-31",,"新規",,
"131032",,"東京都港区","浅田家",,,"菓子製造業",,"131032",,"東京都港区赤坂二丁目１０番４号１階","東京都","港区","赤坂二丁目","１０番４号","１階",,,,,,,,"有限会社下村浅田家商店",,"3港み生食営第2072号","2021-10-06","2021-10-06","2021-10-06","2028-10-31",,"新規",,
"131032",,"東京都港区","壱角家溜池山王店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１０番７号ラフィネ赤坂１階","東京都","港区","赤坂二丁目","１０番７号","ラフィネ赤坂１階",,,,,,,,"株式会社ガーデン",,"5港み生食営第272号","2023-05-19","2023-05-19","2023-05-19","2030-05-31",,"新規",,
"131032",,"東京都港区","日乃屋カレー　溜池山王店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１０番１６号赤坂スクエアビル１階","東京都","港区","赤坂二丁目","１０番１６号","赤坂スクエアビル１階",,,,,,,,"株式会社ネクストライン",,"4港み生食営第729号","2022-07-04","2022-07-04","2022-07-04","2029-07-31",,"新規",,
"131032",,"東京都港区","Ｌｉｎｄｏ",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１０番１６号赤坂スクエアービル地下１階","東京都","港区","赤坂二丁目","１０番１６号","赤坂スクエアービル地下１階",,,,,,,,"株式会社グリーンノート",,"5港み生食営第3323号","2024-03-26","2024-03-26","2024-03-26","2031-03-31",,"新規",,
"131032",,"東京都港区","Ｅｌｍｏ",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１０番１６号赤坂スクエアービル地下１階前部分","東京都","港区","赤坂二丁目","１０番１６号","赤坂スクエアービル地下１階前部分",,,,,,,,"株式会社ラージフォレスト",,"6港み生食営第782号","2024-06-27","2024-06-27","2024-06-27","2030-06-30",,"新規",,
"131032",,"東京都港区","まるく　赤坂店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１０番１７号赤坂三星ビル１階","東京都","港区","赤坂二丁目","１０番１７号","赤坂三星ビル１階",,,,,,,,"株式会社フォーシーム",,"4港み生食営第1624号","2022-10-17","2022-10-17","2022-10-17","2028-10-31",,"新規",,
"131032",,"東京都港区","京華茶楼",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１１番１号第一宮原ビル地下１階","東京都","港区","赤坂二丁目","１１番１号","第一宮原ビル地下１階",,,,,,,,"鑫盛源貿易株式会社",,"4港み生食営第2222号","2023-01-10","2023-01-10","2023-01-10","2030-01-31",,"新規",,
"131032",,"東京都港区","おみっちゃん　溜池山王店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１１番１号ＤｅＬＣＣＳ溜池山王ビル１階","東京都","港区","赤坂二丁目","１１番１号","ＤｅＬＣＣＳ溜池山王ビル１階",,,,,,,,"株式会社ＯＭＩＺＵ",,"5港み生食営第670号","2023-06-28","2023-06-28","2023-06-28","2030-06-30",,"新規",,
"131032",,"東京都港区","ヴィノーブル",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１１番１３号コモン赤坂１階","東京都","港区","赤坂二丁目","１１番１３号","コモン赤坂１階",,,,,,,,"ウェイヴズ株式会社",,"4港み生食営第2250号","2023-01-25","2023-01-25","2023-01-25","2030-01-31",,"新規",,
"131032",,"東京都港区","カレー東京",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１２番１２号赤坂フローラビル１階","東京都","港区","赤坂二丁目","１２番１２号","赤坂フローラビル１階",,,,,,,,"株式会社Ｌ　ＪＯＢ",,"5港み生食営第2864号","2024-02-09","2024-02-09","2024-02-09","2031-02-28",,"新規",,
"131032",,"東京都港区","ＨＯＬＩＣ",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１２番１５号松田ビル３階","東京都","港区","赤坂二丁目","１２番１５号","松田ビル３階",,,,,,,,"株式会社ｄｒｏｐｏｕｔ",,"6港み生食営第814号","2024-07-18","2024-07-18","2024-07-18","2030-07-31",,"新規",,
"131032",,"東京都港区","セブン‐イレブン赤坂２丁目店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番１号ルーセント赤坂１階","東京都","港区","赤坂二丁目","１３番１号","ルーセント赤坂１階",,,,,,,,"株式会社アプリコット",,"3港み生食営第943号","2021-06-04","2021-06-04","2021-06-04","2028-06-30",,"新規",,
"131032",,"東京都港区","グリフィンズ・ガーデン",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番４号第１５大協ビル地下１階Ｂ１店舗","東京都","港区","赤坂二丁目","１３番４号","第１５大協ビル地下１階Ｂ１店舗",,,,,,,,,,"3港み生食営第1796号","2021-09-03","2021-09-03","2021-09-03","2027-09-30",,"新規",,
"131032",,"東京都港区","Ｍｉｌｌｉｏｎ’ｓ",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番７号赤坂キヨシビル　５階","東京都","港区","赤坂二丁目","１３番７号","赤坂キヨシビル　５階",,,,,,,,"株式会社Ｔ＆Ｙインベストメント",,"4港み生食営第145号","2022-04-28","2022-04-28","2022-04-28","2028-04-30",,"新規",,
"131032",,"東京都港区","ヌルンジ　すみや",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番８号赤坂ロイヤルプラザ２階２０２号室","東京都","港区","赤坂二丁目","１３番８号","赤坂ロイヤルプラザ２階２０２号室",,,,,,,,"株式会社世世",,"3港み生食営第2522号","2021-11-17","2021-11-17","2021-11-17","2028-11-30",,"新規",,
"131032",,"東京都港区","韓国郷土料理チョンソル",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番８号赤坂ロイヤルプラザ１階１０２号","東京都","港区","赤坂二丁目","１３番８号","赤坂ロイヤルプラザ１階１０２号",,,,,,,,"株式会社ＵＴＯＰＩＡ",,"4港み生食営第1960号","2022-11-30","2022-11-30","2022-11-30","2029-11-30",,"新規",,
"131032",,"東京都港区","Ｂａｒ　三代目",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番８号赤坂ロイヤルプラザ２０４","東京都","港区","赤坂二丁目","１３番８号","赤坂ロイヤルプラザ２０４",,,,,,,,"Ｂａｒ三代目株式会社",,"4港み生食営第2075号","2022-12-12","2022-12-12","2022-12-12","2029-12-31",,"新規",,
"131032",,"東京都港区","友　來　屋",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番８号赤坂ロイヤルプラザ１階１０４号室","東京都","港区","赤坂二丁目","１３番８号","赤坂ロイヤルプラザ１階１０４号室",,,,,,,,"合同会社友来屋",,"4港み生食営第2570号","2023-02-21","2023-02-21","2023-02-21","2029-02-28",,"新規",,
"131032",,"東京都港区","オウリム　赤坂店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番８号赤坂ロイヤルプラザ１階１０６号","東京都","港区","赤坂二丁目","１３番８号","赤坂ロイヤルプラザ１階１０６号",,,,,,,,"株式会社ＷＥ",,"5港み生食営第2162号","2023-11-15","2023-11-15","2023-11-15","2030-11-30",,"新規",,
"131032",,"東京都港区","チャンガ　東大門タッカンマリ　赤坂本店",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番８号赤坂ロイヤルプラザ２階２０１号","東京都","港区","赤坂二丁目","１３番８号","赤坂ロイヤルプラザ２階２０１号",,,,,,,,"株式会社張家ＦｎＣ",,"6港み生食営第231号","2024-04-25","2024-04-25","2024-04-25","2031-04-30",,"新規",,
"131032",,"東京都港区","赤坂麺処　友",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番１３号オレンジビル１階","東京都","港区","赤坂二丁目","１３番１３号","オレンジビル１階",,,,,,,,"株式会社友ミュージック",,"4港み生食営第819号","2022-07-26","2022-07-26","2022-07-26","2029-07-31",,"新規",,
"131032",,"東京都港区","赤坂麺処　友",,,"麺類製造業",,"131032",,"東京都港区赤坂二丁目１３番１３号オレンジビル１階","東京都","港区","赤坂二丁目","１３番１３号","オレンジビル１階",,,,,,,,"株式会社友ミュージック",,"4港み生食営第820号","2022-07-26","2022-07-26","2022-07-26","2029-07-31",,"新規",,
"131032",,"東京都港区","赤坂麺処　友",,,"そうざい製造業",,"131032",,"東京都港区赤坂二丁目１３番１３号オレンジビル１階","東京都","港区","赤坂二丁目","１３番１３号","オレンジビル１階",,,,,,,,"株式会社友ミュージック",,"4港み生食営第821号","2022-07-26","2022-07-26","2022-07-26","2029-07-31",,"新規",,
"131032",,"東京都港区","Ｈｏｏｋａｈ　Ｒａｂｂｉｔ",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番１３号オレンジビル４階","東京都","港区","赤坂二丁目","１３番１３号","オレンジビル４階",,,,,,,,"株式会社Ｌｅｐｕｓ",,"4港み生食営第1931号","2022-11-18","2022-11-18","2022-11-18","2029-11-30",,"新規",,
"131032",,"東京都港区","Ｖｉｒｔｕｏｓｏ　ＡＫＡＳＡＫＡ",,,"飲食店営業",,"131032",,"東京都港区赤坂二丁目１３番１４号福富ビル地下１階","東京都","港区","赤坂二丁目","１３番１４号","福富ビル地下１階",,,,,,,,"アプライズ株式会社",,"3港み生食営第1087号","2021-06-17","2021-06-17","2021-06-17","2027-06-30",,"新規",,
