年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
2021-04,101.6,101,102.6,101.3,111.6,97.9,92.8,100.1,102.5,106.2,95.9
2021-05,96.8,97.1,103.4,104.7,94.8,85.2,83.4,86.1,96.3,97.4,94.3
2021-06,117.5,117.5,122.7,124.7,109.1,107.6,118.2,103,117.5,120.1,113
2021-07,106.6,108.5,111,111.9,105,103.7,100.4,105.1,103.7,112.5,88.2
2021-08,94.4,95.3,97.1,97.6,93.8,92,82.4,96.2,93.1,94.8,90.2
2021-09,116.8,125.5,141,145.8,109,96.4,94.4,97.3,103.5,105.6,99.8
2021-10,107.2,108.5,113.7,112.9,119.3,98.8,96.2,99.9,105.2,108.2,99.9
2021-11,111.2,116.2,123.8,124.3,120.5,101.7,105.9,99.9,103.6,107.9,96
2021-12,110.3,118.7,126,126.9,120.2,104.9,110.4,102.5,97.4,99.4,94
2022-01,98.2,104.5,112.8,114.4,102.4,88.9,80.1,92.8,88.7,86.3,93
2022-02,108.9,116.8,129.7,133.3,105.7,92.4,94.7,91.3,97,102.1,88
2022-03,134.3,141.1,161.2,168.2,115.4,103,103.3,102.9,124,130.7,112.3
2022-04,102.9,105.8,107.8,107.3,110.7,102.1,93.8,105.7,98.5,104.9,87.3
2022-05,99.2,100.9,105.1,106.5,95.6,93.1,80.2,98.7,96.7,96.9,96.4
2022-06,116.8,117,124.3,126.9,107.2,103.2,104.4,102.7,116.4,121.5,107.3
2022-07,104.3,107.2,112.3,113.3,105.5,97.5,94.4,98.8,100,105.4,90.5
2022-08,102.7,103.1,108.7,110.6,96.1,92.3,77.2,98.9,102,109.3,89.3
2022-09,116.5,118.1,129.3,131.6,114.5,97,101.6,94.9,114.1,122.7,99
2022-10,109.4,110.1,115.3,115.6,113,100.3,99.2,100.9,108.2,113.2,99.5
2022-11,109.3,111.2,117.8,117.4,120.4,98.9,99,98.8,106.4,113.3,94.2
2022-12,118.4,124.2,134.1,137.4,111.9,105.6,105.7,105.6,109.5,118.5,93.6
2023-01,98.2,102.8,113.1,115.9,95,83.2,72.4,88,91.2,93.2,87.7
2023-02,102.9,108.9,119.4,122.2,100.3,89.1,84,91.3,93.9,101.8,80.1
2023-03,131.9,146.6,168.8,176.7,116.6,104.8,100.2,106.8,109.5,112.5,104.2
2023-04,99.1,98.7,99.2,97.7,109.4,97.8,90.1,101.1,99.7,106.5,87.8
2023-05,91.6,89.3,88,86.6,96.7,92,77.3,98.4,95.1,101.6,83.7
2023-06,115.5,116.8,124,125.9,111.3,103.1,104.2,102.6,113.5,127.2,89.4
2023-07,104.2,108.9,109.5,109.5,109.3,107.7,114.4,104.7,97,112.3,70.2
2023-08,97.7,96,95.9,95.5,98.4,96.3,97.3,95.8,100.2,118.2,68.7
2023-09,109.9,110.1,116.1,116.8,111.6,98.9,97,99.7,109.5,130.7,72.2
2023-10,104.5,105.1,106.5,104.8,118.1,102.4,104.6,101.4,103.5,118.4,77.3
2023-11,102.2,102.3,102.3,100.6,113.2,102.5,90.8,107.6,102.1,118.2,73.8
2023-12,116.6,122.9,133.1,136.3,111.9,103.5,82.4,112.7,107,127.1,71.7
2024-01,96.3,100.1,104.9,106.4,95.2,91,73.6,98.6,90.6,103.5,67.7
2024-02,101.8,107.4,114.3,116,103.2,94.5,69.2,105.6,93.2,109.2,64.9
2024-03,122.5,127.7,140.1,144.3,112.5,104.3,94.4,108.6,114.5,138.5,72.4
2024-04,98,98.8,94.4,93,104.1,107.1,102.8,108.9,96.8,114.2,66.4
2024-05,96.1,95.1,90.1,88.3,102.2,104.6,83.5,113.9,97.7,114.2,68.6
2024-06,111,109.7,112.2,113.4,103.6,105.2,99.6,107.6,113,131.3,80.7

東京都工業指数 月次指数（令和２年基準）平成３０年１月～令和６年６月,,,,,,,,,,,
生産指数（特殊分類別、原指数）,,,,,,,,,,,
（注）最終月は速報値である。,,,,,,,,,,,
