年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
2022-10,101.5,109.4,107,83.6,98.6,248.5,62,102,271.2,91,85.2,117.9,104,62.7,94.3,105,65.6,81.6,-,116.9,94.3,88.7,67.5,97.3,138.2
2022-11,106.7,110.9,108.4,81.3,98.5,248.8,59.1,102.6,230.5,91,87.2,169.2,104.1,64.4,107.8,109.2,55.7,92.2,-,122.5,94.3,90.5,76.5,97.3,146
2022-12,115.5,114,105.9,78.2,126.2,229.3,62.2,139.4,200,91,83.7,180.2,101.7,79,80.9,118.4,40.5,76.7,-,112.3,94.3,91.8,86,143.4,124
2023-01,110.4,118.3,112.1,78,99,223,35,111.2,320.7,91,99,200.2,58.2,85.4,107.8,101.5,33.5,88.2,-,120.6,94.3,91.7,87.8,138.3,138.3
2023-02,107.9,116.5,107.9,74.1,93.9,204.7,29.2,106.9,340.3,91,89.6,210.4,57.6,88.7,94.3,111.1,31.8,91,-,106,91.3,88.8,86.5,124.6,115.9
2023-03,101.2,121.9,112.7,70.2,81.2,187.5,28.3,91.1,324.7,91,86.6,184.2,57,111.3,67.4,102,28.8,90.3,-,92.6,94.3,77,70.2,34.1,103.5
2023-04,101.9,120,111.4,72,78.1,203.7,31.9,85.3,333.6,91,90.3,183.5,56.7,109.7,107.8,105.5,20.8,166.1,-,90.7,94.3,76.4,81.2,64.9,96.9
2023-05,99.2,121,111.5,72.3,79,190.8,38.9,85.1,330.5,91,84.4,158.6,56.7,113.2,80.9,108,15,126.1,-,96.4,94.3,76.2,88.5,128,101.9
2023-06,98.7,122.8,111.2,71.9,91.9,232,34.8,101.4,282.7,91,77,121.4,58.3,98.3,134.8,113.9,17.8,110.8,-,101.4,94.3,81.3,87.8,131.4,108.9
2023-07,98.1,121.3,113.6,72.2,86.4,205.1,42.6,93.2,298.6,91,81.5,117.6,57.7,113.2,148.2,135.2,21.3,93,-,99.4,94.3,84,95,126.3,104.1
2023-08,94.7,119.4,114.1,71.9,86.5,194.4,47.6,92.4,234.2,91,74.3,100.2,57.7,114.6,107.8,143.1,23.6,104.3,-,101.6,91.3,84.7,95.7,198,103.9
2023-09,97.9,130,110.5,74,96.6,166.9,48.9,106.6,331.5,91,64.1,74.8,57.4,126.9,67.4,140.6,20,132,-,99.8,94.3,85,91,58,109.1
2023-10,99.3,129.5,112.6,71.4,89.3,163.5,41,99.3,419.7,91,68.6,91.8,58.4,128.7,107.8,114,16,83.4,-,105.3,94.3,85.4,93.7,90.5,116
2023-11,97,128.8,113.1,70,89.7,142.8,40.4,101,323.4,91,60.1,110.6,57.9,115.1,67.4,117.3,11.8,92.4,-,101.9,91.3,87.5,94.5,129.7,107.9
2023-12,91.4,131.4,110.7,69.7,82.9,125.6,42.5,92.2,232.2,91,59.3,108.9,55.6,103.1,107.8,114.2,20.5,72,-,94.1,94.3,87.1,102.1,116.1,93.7
2024-01,84.7,134.3,24.5,72,80.1,126.9,42.5,88.4,248.1,91,66.3,107.8,56.1,60.4,134.8,109.4,27.3,98.5,-,90.1,94.3,84.3,104.3,136.6,86.2
2024-02,85.5,137.3,24,74.5,79.1,109.5,41.7,88.1,247.1,91,70.8,109.6,57.5,59.4,161.7,112.7,32.7,100.7,-,89.9,94.3,79.5,96.9,179.2,85.7
2024-03,85.7,140.6,23.9,73.8,78,91.6,41,87.7,260.7,91,74.1,125.9,57.5,59.2,161.7,115.8,41.8,82.4,-,73.7,91.3,67.3,83.8,0,74.7
2024-04,90.4,140,23.3,72.7,83.6,85.5,41.1,95.3,297.3,91,77.3,137.4,56.3,65.3,134.8,112,43.3,168.3,-,68.3,91.3,67.7,100.1,0,63.1
2024-05,91.7,134.1,24.1,74.1,78.2,94.9,41.8,87.6,340.7,91,66.3,152.5,54.8,79.9,161.7,108.2,54.2,123.6,-,80.5,91.3,68.5,109.2,200.8,70.3
2024-06,103,127.2,25.6,78.5,104.4,92.4,44,121.8,422.4,91,65.1,165.4,56.9,79.6,161.7,128.7,59,107.2,-,81.8,91.3,71.5,112.5,212.4,70.5

東京都工業指数 月次指数（令和２年基準）平成３０年１月～令和６年６月,,,,,,,,,,,,,,,,,,,,,,,,,
生産者製品在庫指数（業種分類別、原指数）,,,,,,,,,,,,,,,,,,,,,,,,,
（注）最終月は速報値である。,,,,,,,,,,,,,,,,,,,,,,,,,
