四半期,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
2021-Q4,107.2,115.6,124.0,106.0,121.0,114.1,155.8,95.6,103.7,106.6,107.9,113.7,109.3,95.4,106.4,107.6,112.8,98.0,98.7,86.7,112.6,80.1,61.0,111.2,93.9
2022-Q1,111.6,120.6,133.0,121.6,129.5,99.1,162.2,113.0,93.2,131.0,98.3,121.3,100.9,96.0,95.5,103.9,105.2,88.6,93.9,111.0,102.3,130.5,100.8,85.3,112.4
2022-Q2,102.4,115.7,137.1,99.9,102.7,90.8,145.7,72.3,91.7,107.4,82.2,117.1,108.5,90.3,107.1,99.5,115.3,99.1,101.5,86.0,96.9,78.6,96.3,93.9,81.0
2022-Q3,104.3,107.6,123.1,111.8,115.6,99.8,179.6,69.7,85.9,109.6,85.8,132.6,101.5,86.8,100.3,110.6,120.2,95.4,91.3,85.3,92.1,87.4,66.5,104.0,90.9
2022-Q4,107.8,111.6,137.0,112.5,114.0,112.7,167.9,71.9,87.1,102.0,118.0,129.0,105.6,87.4,97.0,99.4,116.3,100.8,96.2,112.6,94.8,86.3,126.0,98.3,119.1
2023-Q1,106.6,104.9,128.7,110.8,124.5,91.5,167.9,100.3,72.8,130.6,83.6,118.3,95.9,83.2,96.1,86.2,85.6,93.2,89.7,125.9,95.7,122.3,187.1,105.9,106.4
2023-Q2,97.3,99.7,130.6,86.0,84.6,93.9,116.4,56.7,87.3,103.2,79.4,128.8,100.8,86.0,99.4,95.2,113.3,103.7,94.4,81.6,95.5,67.0,91.0,85.1,79.0
2023-Q3,99.4,95.0,125.8,66.1,84.1,95.1,95.5,71.7,99.1,116.8,106.3,133.9,103.3,84.9,96.9,100.1,111.1,102.0,82.3,79.1,97.8,68.9,77.0,106.7,78.2
2023-Q4,103.8,98.7,133.4,73.3,84.3,99.2,91.3,74.2,94.9,115.3,141.0,142.5,111.6,85.3,97.8,99.6,108.2,97.2,87.1,91.8,96.6,73.2,71.8,85.9,106.0
2024-Q1,100.0,94.3,117.0,69.5,88.5,82.6,91.1,88.3,88.9,130.6,123.3,118.5,98.9,87.0,88.7,90.5,98.1,85.8,79.7,111.0,87.9,112.4,131.0,95.8,106.8
2024-Q2,95.6,91.1,124.0,70.3,71.2,84.7,87.7,54.0,85.5,98.9,100.1,148.0,103.0,88.3,100.4,98.0,94.5,96.7,83.8,83.5,89.9,65.3,86.8,95.6,86.0

東京都工業指数 四半期指数（令和２年基準）平成３０年第１四半期～令和６年第２四半期,,,,,,,,,,,,,,,,,,,,,,,,,
生産者出荷指数（業種分類別、原指数）,,,,,,,,,,,,,,,,,,,,,,,,,
（注）四半期指数は速報値で公表し、翌月に確報値に修正している。,,,,,,,,,,,,,,,,,,,,,,,,,
