年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
2020-03,128.5,137.9,148.7,154.8,115.2,120.5,124.6,118.1,116.6,119.3,110.5
2020-04,88.4,87.6,83.9,81.8,95.4,93.6,85.9,98.1,89.4,89.8,88.6
2020-05,77,72.9,73.9,73.3,76.9,71.5,61.2,77.5,82.2,78.7,89.8
2020-06,93.3,90.5,91.3,89.9,99.2,89.1,79,95,96.8,88.8,114.3
2020-07,89.3,88.1,89.1,86.8,101.8,86.5,67.9,97.5,90.9,88.2,96.6
2020-08,83.8,83.1,83.9,83.5,86,81.8,72.8,87,84.8,81.6,91.7
2020-09,106.1,108,109.9,110.3,107.6,105,117.3,97.7,103.8,105.2,100.9
2020-10,103.9,102,95.1,92.5,109.5,113.2,130.1,103.2,106.3,105.3,108.6
2020-11,101.8,102.7,103.1,102.9,104.3,102,103.7,100.9,100.7,100.7,100.6
2020-12,108.2,111.1,113.8,115.4,105.1,106.6,104.9,107.5,104.7,107.1,99.4
2021-01,96,94.9,98.8,99.9,92.9,88.7,80.4,93.5,97.3,95.9,100.5
2021-02,100.7,104.8,113.2,115.6,99.9,91.1,76.9,99.5,95.5,97.4,91.1
2021-03,129.6,139.4,160.2,168,117.4,105.8,99.6,109.5,117.3,118.6,114.4
2021-04,102.2,100.5,100.4,98.1,113.2,100.7,104.9,98.3,104.3,107.3,97.6
2021-05,94.1,93.5,103.8,105.1,96.8,76.8,73.3,78.9,95,94.8,95.2
2021-06,116.5,116,123.9,126,112.3,103.1,118.4,94.1,117.2,118.4,114.6
2021-07,106.5,107.7,111.2,111.8,108.1,102.1,107.3,99,104.9,111.3,90.8
2021-08,91.9,90.3,94.2,94.4,93.4,83.9,79.7,86.4,94,95.3,91.2
2021-09,111.8,118,136.8,141.5,110.8,87.7,79.9,92.3,104,105.7,100.3
2021-10,102.8,101.8,110,108.3,119.5,88.4,82,92.2,104.1,105.7,100.6
2021-11,109.6,113.5,124.1,124.8,120.2,96.5,106.2,90.8,104.6,108.2,96.7
2021-12,109.3,117.4,127.2,129.1,116.2,101.7,113.2,94.9,99.1,100.7,95.8
2022-01,96.3,100.4,108.9,110.1,102.3,86.6,79.3,90.9,91.2,90,93.8
2022-02,107.8,116.1,129.6,133.5,107.8,94.5,93.7,95,97.3,101.2,88.8
2022-03,130.8,138.4,161.2,168.8,118.9,101.7,97.6,104,121.1,126.9,108.2
2022-04,100.9,102.3,108.6,107.7,113.7,92.1,85,96.3,99.2,103.2,90.5
2022-05,94.5,94,103,103.7,98.9,79.5,68.5,86,95,93.9,97.3
2022-06,111.9,110.9,122.4,124.4,111.3,92.3,90.7,93.3,113.2,115.4,108.2
2022-07,100.7,103.5,112.5,113.2,108.6,89,83.4,92.2,97.3,100.4,90.4
2022-08,99.5,99.4,110.1,112.2,98,82.1,71.9,88.1,99.6,104.4,89.2
2022-09,112.8,114.3,128.9,131.3,115.2,90.8,87,93.1,111,116.7,98.4
2022-10,104.9,103.8,114.5,115,111.7,86.6,71.3,95.6,106.3,108.6,101.1
2022-11,105.6,105.7,116.3,116,117.6,88.6,81.3,92.9,105.4,110.3,94.7
2022-12,112.8,118,131.2,134.8,111,96.6,84.6,103.6,106.2,111.2,95.2
2023-01,92.1,94.2,107.7,110,95.2,72.3,52.4,84,89.5,90.2,87.9
2023-02,99.5,103.8,114.1,116.4,101.2,87.1,75.5,93.9,94,99.4,82.3
2023-03,128.2,143.9,171.1,180.8,116.8,100.1,87.6,107.4,108.5,111.1,102.6
2023-04,95.4,93.4,96.4,94.1,108.9,88.7,76.3,96,97.9,101.5,90.1
2023-05,87,82.4,83.2,80.8,96.9,81,67.3,89.2,92.7,96,85.5
2023-06,109.6,108.9,119.6,121.2,111.2,91.6,86.8,94.5,110.5,117.4,95.3
2023-07,100.5,102.6,107.9,107.4,110.7,94.2,91.6,95.7,97.8,107.9,75.7
2023-08,93.1,88.8,91.6,90.4,98.2,84.3,76.4,89,98.6,109.8,74
2023-09,104.6,102.5,111.4,111.3,112.1,88,79.8,92.8,107.2,120.8,77.4
2023-10,101.2,98.1,101,98.1,117,93.4,90,95.4,105.2,115.2,83.3
2023-11,96.1,91,95.3,92.1,113.1,84.1,77.1,88.2,102.4,112.7,79.9
2023-12,114.2,120.4,141.6,147,111.3,86.2,64.2,99.1,106.3,119.2,78.2
2024-01,88.9,88.2,98.5,98.9,96.2,71.6,48.9,85,89.8,97.3,73.3
2024-02,95.1,96.7,107.6,108.3,103.9,79.1,51.1,95.5,93.1,103.4,70.6
2024-03,116.1,119.2,137.5,141.9,113.3,89.6,72.7,99.5,112.3,127.8,78.5
2024-04,92.8,90.8,91.6,88.9,106.6,89.6,85.7,91.9,95.3,105.9,72.1
2024-05,89.8,85.1,87.2,84.5,102.3,81.6,71.4,87.6,95.8,105.6,74.2
2024-06,104.1,101.4,109.3,110,105.4,88.7,85.3,90.7,107.5,116.4,88.2

東京都工業指数 月次指数（令和２年基準）平成３０年１月～令和６年６月,,,,,,,,,,,
生産者出荷指数（特殊分類別、原指数）,,,,,,,,,,,
（注）最終月は速報値である。,,,,,,,,,,,
