年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
73,3,9,19,16,8,12,13,17,10,10,4,4,22,18,17,18,9,15,6,6,6,7,7,3,5,4,11,13,38,45,8,2,4,9,13,16,6,7,12,14,8,17,5,6,8,9,18,21,18,23,13,13,11,21,14,14,18,24,38,42,27,35,11,14,0,1,9,4,5,10,3,5,7,11,9,9,19,12,19,20,33,24,10,6,15,29,7,14,15,9,26,18,23,36,33,52,23,41,9,12,0,0,22,22,55,56,11,20,13,13,13,8,16,26,41,42,23,26,7,12,11,20,20,15,13,17,11,14,47,51,37,48,25,36,13,14,10,10,10,5,35,27,11,10,28,43,27,16,4,9,12,8,5,4,9,21,6,3,9,20,13,15,19,25,"1,251","1,453","2,704"
74,10,9,10,16,2,14,14,18,3,6,5,8,18,23,13,9,12,14,4,2,3,0,7,8,6,5,5,8,38,35,4,4,4,13,18,15,4,6,14,6,8,11,4,2,13,11,7,14,10,10,14,11,15,18,13,25,19,25,34,30,23,23,15,9,1,0,2,7,4,8,2,6,7,6,10,16,22,15,20,28,16,33,3,7,12,24,7,9,7,10,16,20,29,60,35,34,22,37,12,11,0,0,20,17,47,42,15,11,7,16,4,11,19,19,32,42,20,25,8,7,10,20,14,5,18,15,7,9,40,38,28,43,36,27,16,14,9,8,6,4,33,35,14,15,27,36,16,10,5,3,5,8,7,9,11,9,7,7,13,14,10,16,22,27,"1,122","1,301","2,423"
75,7,2,6,9,3,10,7,16,7,6,2,8,9,10,4,12,6,9,3,2,0,2,3,5,1,1,4,8,30,38,1,6,6,6,8,11,4,3,7,5,6,3,3,4,4,11,9,15,11,6,5,6,8,8,10,12,6,9,18,26,13,23,5,2,0,0,3,0,1,3,0,5,2,5,9,5,14,8,18,20,12,22,4,5,12,17,4,1,6,5,18,14,22,26,22,28,17,25,2,7,0,0,6,14,30,37,10,7,7,7,4,5,17,15,21,29,12,9,3,7,7,16,7,17,5,5,2,4,16,22,15,21,19,21,9,8,0,4,2,4,22,21,6,10,8,22,10,7,1,6,3,4,0,2,15,5,1,6,6,8,8,15,20,17,674,865,"1,539"
76,5,3,9,11,6,4,9,19,2,6,6,1,12,15,13,3,8,9,1,5,2,0,11,2,6,3,8,8,23,32,6,5,3,4,12,11,2,4,10,8,8,7,5,3,5,8,8,15,9,8,7,6,10,10,18,15,5,8,24,21,18,26,4,3,0,0,6,2,5,6,1,5,2,4,10,9,16,12,6,18,22,21,6,6,7,20,9,7,2,4,13,19,29,35,10,40,21,27,6,3,0,0,8,9,38,36,11,11,10,12,6,7,8,11,26,19,22,15,3,14,14,21,6,11,9,11,4,2,33,27,10,21,25,15,7,6,3,6,2,3,15,25,9,12,22,24,3,2,4,3,4,7,2,4,8,16,6,3,10,9,6,14,12,19,792,916,"1,708"
77,5,10,10,15,9,14,15,12,7,6,1,3,14,14,8,12,7,8,4,1,2,2,4,7,0,4,5,12,24,36,5,6,2,9,8,12,1,5,7,11,7,8,3,8,5,12,9,17,8,11,10,15,6,6,16,28,20,18,18,21,24,14,9,10,0,0,2,8,2,1,1,2,8,3,11,9,20,18,15,20,22,31,9,12,17,34,3,14,8,8,13,25,31,47,28,36,22,35,5,13,0,0,10,18,46,35,12,15,9,18,7,11,10,10,24,23,8,18,8,7,16,24,8,14,10,9,5,10,33,39,20,40,20,25,7,10,8,6,4,2,23,25,7,10,27,26,10,7,6,5,6,6,4,7,12,22,5,9,7,11,7,14,11,24,880,"1,183","2,063"
78,3,10,6,13,6,8,8,12,5,7,4,2,10,21,8,10,6,11,4,5,3,4,3,3,4,3,2,7,37,39,2,8,6,10,10,14,2,2,11,9,5,12,3,0,5,13,16,7,10,6,7,11,8,14,16,18,12,15,15,23,19,20,8,8,0,1,4,7,4,7,2,5,3,4,3,9,22,10,19,23,21,34,9,14,20,26,10,12,9,11,17,18,28,53,34,42,24,32,6,7,0,0,13,13,25,28,4,9,9,13,5,8,12,7,21,30,11,9,8,13,15,25,10,11,10,7,5,11,20,29,21,24,22,9,11,9,6,9,2,1,17,21,7,11,20,15,10,7,2,2,6,3,0,3,10,19,7,9,10,17,8,17,26,27,852,"1,076","1,928"
79,9,2,9,13,4,6,11,10,4,3,1,2,19,22,8,8,12,11,2,5,1,3,8,2,6,5,5,9,40,51,5,7,6,7,12,5,1,5,5,9,8,10,4,11,6,9,13,19,12,8,14,6,8,10,6,24,6,7,20,24,18,13,7,4,0,0,6,5,3,4,0,4,5,7,6,7,9,13,13,28,23,25,5,9,19,22,5,9,7,5,15,19,37,34,30,45,28,27,6,5,0,0,7,18,33,27,7,10,15,12,7,6,10,16,21,25,20,11,6,9,15,9,7,13,5,11,8,10,23,30,27,15,21,25,8,8,3,8,2,2,18,19,11,8,24,19,8,9,4,6,4,2,6,10,13,14,12,9,8,12,9,14,21,26,890,"1,011","1,901"
80,4,8,7,16,4,9,11,14,5,5,1,3,13,14,9,14,3,13,2,8,1,0,4,2,1,3,10,11,32,39,5,7,5,9,6,11,4,9,5,3,0,9,5,3,6,7,11,10,8,13,2,12,11,5,14,21,14,6,16,22,16,9,9,12,0,2,3,6,2,1,2,4,9,5,6,7,15,15,18,13,26,25,10,7,22,21,7,13,7,7,16,19,33,44,35,40,21,24,7,4,0,0,8,6,21,23,7,10,9,16,3,12,14,12,21,23,15,8,9,9,9,20,8,7,8,9,7,6,28,27,19,22,15,11,8,14,3,5,4,0,17,19,9,13,18,20,5,9,3,3,2,6,2,4,13,17,1,6,5,17,8,16,10,18,792,972,"1,764"
81,4,8,9,15,4,5,3,10,6,4,3,1,8,19,6,11,6,9,3,4,0,3,5,6,0,1,2,6,17,32,8,6,7,7,11,6,7,3,7,13,10,4,2,3,4,5,8,10,5,7,9,11,6,15,10,22,11,14,13,27,20,16,8,2,0,0,4,3,2,4,3,4,0,3,5,7,8,8,18,20,15,21,2,10,14,30,9,5,2,11,8,17,25,27,16,38,23,10,6,6,0,0,8,3,23,12,7,12,17,8,5,10,5,10,21,19,7,12,5,7,13,16,3,10,6,8,3,7,20,24,20,22,13,19,6,6,9,10,0,3,12,19,8,7,20,14,9,4,3,1,3,4,1,3,10,17,4,1,4,12,9,17,9,15,665,861,"1,526"
82,4,7,6,8,9,2,8,7,0,4,1,3,15,13,1,12,5,4,2,1,2,0,1,3,1,3,4,5,14,40,7,1,5,5,6,11,0,4,1,8,2,4,1,2,4,4,5,19,4,10,3,9,9,11,19,23,8,11,9,9,14,13,2,4,1,0,3,2,1,5,2,5,3,1,2,4,5,8,9,10,21,18,6,6,15,23,6,5,1,3,12,15,22,28,20,27,13,21,4,6,0,0,8,4,14,17,7,6,9,12,4,7,7,6,16,22,9,3,6,8,17,13,4,6,2,6,5,1,19,17,13,12,15,5,7,5,6,6,3,1,14,9,7,4,15,14,4,1,2,5,2,2,2,6,14,9,5,6,7,10,7,12,7,15,575,697,"1,272"
83,2,3,8,8,2,9,8,9,0,6,0,4,10,12,6,5,4,8,2,3,1,1,0,5,1,1,4,9,28,30,5,4,4,5,7,6,2,4,3,5,5,2,2,4,6,7,3,10,6,3,4,5,10,13,10,20,8,2,13,8,12,12,4,1,0,0,3,4,2,4,1,8,2,4,8,8,6,12,8,12,13,15,4,4,8,9,3,6,3,7,12,13,18,32,15,33,12,17,6,5,0,0,6,6,16,20,9,10,15,12,1,5,9,10,20,14,7,9,4,9,10,17,4,11,5,7,2,1,11,17,13,12,4,5,10,5,3,3,1,0,9,7,9,10,11,8,2,4,0,3,5,5,2,4,6,10,1,3,6,8,9,11,18,17,532,680,"1,212"
84,4,4,7,9,1,6,3,8,4,6,1,1,3,11,3,8,6,6,5,3,0,5,1,1,2,2,5,10,15,30,1,3,2,5,1,10,4,4,4,11,6,4,3,1,2,9,7,9,2,7,4,5,4,6,10,10,11,8,14,10,8,15,7,6,0,0,3,4,3,0,3,10,3,2,5,7,8,7,10,18,3,13,3,10,13,12,5,5,5,3,9,8,24,26,15,17,15,11,5,6,0,0,3,8,11,14,9,6,9,6,4,5,6,4,16,14,7,2,6,14,13,11,11,5,2,4,3,1,12,15,12,13,11,8,4,4,3,4,3,4,10,10,2,7,10,8,6,4,0,1,0,2,5,1,9,10,6,7,5,7,7,11,11,12,498,614,"1,112"
85,1,7,4,8,4,6,3,19,2,6,0,1,14,11,2,4,6,9,2,3,0,2,2,2,1,1,4,8,16,32,2,5,5,8,7,6,3,3,5,9,3,9,1,2,5,8,6,9,5,13,4,5,9,4,7,12,4,6,5,13,14,12,2,0,1,0,3,2,0,4,1,6,0,3,2,4,8,10,10,15,14,15,5,4,7,8,3,4,3,7,10,17,22,23,14,32,7,9,2,1,0,0,10,6,7,16,2,2,12,9,4,5,5,8,10,7,3,4,3,6,4,14,6,12,7,9,4,1,15,17,10,17,4,8,4,5,3,7,2,7,7,9,9,5,10,9,1,1,3,0,3,2,2,3,5,10,0,3,3,3,7,17,14,16,439,645,"1,084"
86,4,12,4,11,4,6,5,11,5,5,1,4,9,9,5,3,2,2,3,3,0,2,0,3,0,3,2,2,10,21,4,4,3,5,3,4,2,5,8,5,4,6,0,4,5,7,8,10,0,9,5,10,6,5,3,10,1,6,11,11,9,8,1,1,0,0,0,3,1,3,1,3,0,2,2,5,3,7,12,11,7,6,5,7,7,11,3,3,4,7,11,9,14,23,18,34,10,10,3,2,0,0,3,4,9,13,3,2,3,9,2,4,4,11,13,12,3,7,7,14,9,15,6,5,0,5,1,2,14,14,7,9,4,8,1,3,2,2,0,1,10,9,4,1,4,4,3,3,6,1,1,1,0,0,2,4,2,2,4,9,6,4,6,9,367,540,907
87,3,8,7,6,3,3,3,11,2,3,2,0,4,10,2,5,4,5,1,5,1,1,1,3,0,1,4,4,10,20,3,5,3,0,6,3,2,3,1,2,7,2,1,2,6,10,6,11,3,5,7,6,5,3,10,9,2,6,11,7,7,8,2,0,0,0,0,2,1,2,3,9,3,3,3,11,4,8,9,10,2,11,5,4,3,9,2,2,2,4,4,13,10,18,14,19,12,6,1,6,0,0,1,6,8,3,3,2,2,7,2,0,0,5,9,5,3,5,3,4,4,13,4,3,2,6,1,2,7,11,3,7,7,5,7,3,0,5,1,4,10,6,3,0,6,7,2,1,1,0,3,3,0,1,4,7,3,0,6,2,7,6,6,9,325,442,767
88,1,5,1,10,3,5,4,9,1,3,0,3,4,8,3,1,5,5,2,2,0,2,1,1,0,0,0,4,6,23,1,3,6,7,1,2,2,5,1,6,4,4,3,6,4,4,8,10,5,7,2,9,2,3,4,10,4,2,10,7,5,4,2,3,0,1,1,1,1,1,1,9,1,1,4,7,2,4,9,11,8,8,5,4,6,8,0,4,1,2,5,4,10,16,10,19,6,8,2,1,0,0,5,6,11,7,5,4,4,6,1,5,2,4,4,10,2,7,5,4,7,10,1,5,3,6,0,3,3,7,7,7,6,3,2,5,1,2,1,0,3,7,3,3,2,4,1,4,0,0,2,2,1,1,3,5,2,6,4,3,4,8,4,7,266,433,699
89,3,12,1,5,2,7,4,8,2,6,1,0,7,15,1,3,5,7,1,0,1,4,0,5,0,0,2,3,7,11,2,1,0,4,0,1,2,5,4,7,5,3,0,2,3,6,8,12,5,14,3,2,2,7,1,6,2,1,4,11,5,5,1,2,2,0,1,4,1,0,3,5,1,0,1,3,4,5,7,3,5,9,0,1,2,10,1,5,3,4,7,6,7,13,11,13,3,12,2,3,0,0,2,2,2,7,0,2,6,5,2,2,0,1,3,5,3,4,5,5,5,10,1,5,0,8,1,2,6,7,3,8,6,3,4,3,3,1,0,1,3,5,3,3,1,6,0,3,0,0,2,1,1,1,2,2,0,2,3,2,4,3,3,6,219,386,605
90,3,5,4,4,0,3,5,3,0,3,2,2,7,5,1,1,2,6,0,4,0,0,0,3,0,2,3,4,8,15,3,2,1,1,1,2,2,5,1,4,3,1,1,4,2,4,4,8,4,12,3,1,4,6,4,7,1,6,4,2,1,3,1,0,0,0,1,4,3,3,0,5,3,0,0,7,2,3,6,5,3,4,1,1,0,3,0,4,1,1,2,6,8,9,4,9,3,6,0,4,0,0,3,1,2,3,0,2,2,3,2,1,3,2,1,5,2,0,0,2,6,5,2,3,1,2,1,2,1,5,7,2,0,4,0,2,1,4,2,1,1,4,2,0,5,4,0,2,1,2,1,1,0,2,2,6,1,0,5,0,4,4,1,8,171,284,455
91,4,7,4,6,0,3,4,8,0,3,0,1,1,11,0,3,2,6,0,1,0,0,0,2,1,1,0,2,6,11,0,3,1,2,1,1,0,2,3,3,0,3,1,1,1,7,1,7,1,9,3,2,4,9,1,2,1,3,2,4,3,4,0,0,0,0,1,2,0,0,0,8,0,1,1,2,2,6,5,4,2,5,1,0,2,4,0,3,2,2,1,5,4,6,2,5,3,3,1,2,0,0,3,4,2,4,0,1,3,1,2,1,1,5,0,1,1,4,0,1,6,3,2,5,1,3,1,3,4,2,2,6,1,3,0,2,0,3,0,2,2,6,0,0,5,6,1,1,0,1,1,1,1,0,2,1,0,1,0,2,1,3,5,1,119,262,381
92,1,4,1,7,1,4,1,4,0,2,0,0,4,4,1,0,1,0,1,3,0,1,0,2,0,1,1,1,3,12,0,0,1,1,1,0,0,7,1,4,0,1,0,0,5,3,1,11,0,4,2,7,2,7,3,7,1,2,2,7,4,3,1,0,0,0,0,3,0,0,0,3,0,1,0,2,1,2,1,8,0,4,1,2,0,0,3,1,2,2,4,5,1,11,3,7,3,0,2,3,0,0,2,3,2,2,0,0,2,0,1,0,3,0,4,4,1,1,1,4,4,1,3,4,1,2,1,1,2,2,1,2,0,3,1,1,0,0,0,1,2,0,0,0,1,3,2,1,0,0,0,2,0,1,1,1,0,2,1,3,1,1,0,2,97,210,307
93,3,4,2,6,0,4,0,7,0,3,0,0,2,3,2,3,1,2,1,2,0,1,0,0,0,1,0,3,3,11,1,0,1,0,2,2,2,1,2,3,0,5,0,2,2,5,4,8,3,5,0,3,0,7,2,1,0,3,3,4,2,4,0,2,0,0,0,0,0,1,0,8,0,1,0,1,1,1,0,4,0,4,0,1,1,0,0,1,0,2,2,2,1,3,1,6,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2,2,0,0,1,4,5,0,1,1,5,0,1,0,5,1,2,0,2,1,3,1,2,0,2,0,3,0,1,0,3,0,1,2,1,0,0,1,2,0,2,0,1,0,0,1,2,0,3,1,0,1,1,62,195,257
94,2,4,2,1,1,3,0,1,0,0,0,0,1,5,1,0,1,1,1,2,1,0,0,4,0,0,1,2,2,12,1,1,0,2,0,0,0,0,0,1,0,1,0,2,0,3,2,2,3,2,2,4,1,6,0,4,0,1,2,7,0,3,0,1,0,0,1,2,0,0,0,4,0,1,2,3,0,4,0,4,0,2,0,1,1,2,0,0,0,0,0,1,1,3,2,6,0,3,1,0,0,0,0,0,1,2,0,1,0,2,0,1,2,2,1,2,0,3,0,5,3,3,1,0,0,2,0,1,1,3,1,1,1,4,0,2,0,3,0,1,0,2,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2,47,159,206
95,0,4,0,3,0,1,0,0,0,2,0,1,1,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,1,1,3,1,3,0,0,0,0,2,2,2,7,2,3,2,4,0,5,0,2,1,0,0,2,0,1,1,1,1,0,0,5,0,0,0,2,0,0,3,2,0,2,0,3,0,1,0,0,0,3,0,0,2,0,1,0,2,3,0,4,1,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,1,2,1,1,0,2,0,2,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,35,106,141
96,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,0,5,0,4,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,4,0,4,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,0,0,2,0,0,0,2,0,0,0,2,1,1,0,3,0,0,0,3,2,1,0,1,1,0,0,2,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,20,96,116
97,0,0,0,1,0,1,1,0,0,2,0,0,1,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,4,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,1,0,0,0,2,0,0,0,2,1,2,1,4,0,1,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,3,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,18,61,79
98,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,2,3,1,0,0,2,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,49,57
99,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,32
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,19,21
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,15
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,10
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
