年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,3,4,8,12,2,3,7,5,7,7,6,2,19,22,16,13,5,6,4,3,1,0,6,0,0,2,10,5,58,51,8,4,5,5,12,7,5,10,5,7,2,3,5,3,6,2,8,13,7,2,8,3,5,8,1,1,6,3,4,2,9,11,8,11,0,2,8,4,18,7,2,0,3,0,13,15,8,6,14,12,38,29,2,7,7,6,0,1,4,4,15,12,10,12,3,4,4,8,6,1,0,0,7,11,7,7,1,5,3,0,1,1,11,6,12,8,4,5,3,1,2,3,3,2,6,16,21,19,9,6,3,3,13,8,11,8,8,9,1,9,24,24,2,3,9,9,5,8,1,2,3,5,1,0,1,0,0,2,0,0,0,1,6,4,589,545,"1,134"
10,2,3,11,8,7,4,2,6,5,8,2,5,20,17,6,10,6,3,0,3,0,1,8,4,8,2,10,11,63,52,5,1,7,5,5,5,4,5,6,8,4,7,4,4,9,6,7,8,5,5,4,7,4,2,1,1,7,9,5,3,8,5,2,6,0,4,3,7,14,19,1,0,4,4,14,16,5,7,16,18,38,36,5,2,4,1,0,0,5,4,14,11,13,10,9,1,7,2,5,5,0,0,9,8,13,11,2,1,2,5,1,1,9,8,12,8,5,6,2,2,5,1,2,1,13,13,26,11,10,13,2,7,10,8,11,9,12,7,12,8,25,28,3,2,2,10,3,10,5,2,7,4,2,1,3,1,2,2,2,2,0,1,5,9,611,571,"1,182"
11,2,2,12,9,6,7,6,5,4,5,4,1,33,23,17,15,7,11,1,2,0,4,3,4,8,3,11,6,46,53,6,6,8,8,9,4,9,9,10,5,4,3,0,1,7,8,8,13,5,5,6,7,9,3,1,0,13,7,5,3,3,7,1,4,2,0,7,6,8,13,0,1,3,7,16,8,7,4,15,20,22,33,5,1,3,4,0,2,4,8,14,8,18,13,9,3,6,10,6,3,0,0,5,11,14,10,1,3,1,4,0,4,11,12,6,11,3,1,4,0,4,9,3,3,8,13,25,17,9,7,6,6,9,7,8,14,9,10,8,13,31,32,3,4,8,11,6,10,2,3,6,4,3,0,1,4,2,0,2,3,3,0,5,7,615,620,"1,235"
12,2,4,3,6,9,4,8,6,10,11,3,8,32,42,14,13,8,5,1,2,5,3,2,2,5,5,12,13,70,45,7,3,9,4,4,10,4,6,2,8,3,2,4,2,7,10,16,11,4,7,3,6,8,5,0,3,6,4,1,6,5,5,7,5,3,0,5,3,15,20,0,0,8,3,12,11,7,3,23,17,18,28,2,4,5,1,2,1,3,7,12,20,15,16,1,4,7,10,1,8,0,0,10,4,9,14,6,2,5,2,2,2,13,9,15,18,3,6,3,4,8,1,3,3,12,13,15,15,9,10,8,5,8,8,15,10,11,12,7,6,33,33,2,2,7,4,11,4,3,4,8,5,0,0,8,2,2,0,2,2,1,1,8,9,660,632,"1,292"
13,5,3,8,11,9,5,5,4,11,4,1,4,32,24,13,15,7,6,2,2,1,1,2,2,4,1,16,14,53,54,6,1,4,13,2,8,2,5,4,8,10,7,3,4,6,9,6,7,4,4,6,4,5,6,2,2,6,5,4,5,6,4,2,5,1,0,10,5,12,10,0,1,7,4,24,20,3,5,17,17,11,14,2,6,5,6,2,1,6,6,16,13,17,21,5,4,10,8,4,7,0,0,11,12,14,13,3,1,4,6,0,1,11,16,14,7,2,4,0,2,3,5,4,3,9,16,12,11,16,11,7,6,10,14,10,7,9,10,13,11,34,41,2,2,5,7,8,7,2,3,7,7,5,1,3,1,0,1,2,2,0,2,3,6,622,631,"1,253"
14,5,3,11,8,3,7,3,11,8,10,3,3,32,22,10,12,6,4,4,5,2,2,4,0,7,5,10,6,63,50,5,8,5,9,9,4,4,4,10,4,6,9,4,2,6,7,9,8,5,3,9,10,6,5,5,3,5,8,7,1,7,9,2,0,0,1,6,4,5,7,2,2,1,5,13,9,5,8,17,14,11,12,7,6,6,9,0,1,4,5,13,11,12,21,5,5,6,10,7,7,0,0,8,11,12,19,7,5,5,6,1,2,12,9,10,11,1,3,3,0,5,4,3,3,14,13,17,13,14,9,5,5,10,10,13,10,15,14,11,4,40,27,2,2,10,11,8,7,2,4,6,11,0,4,4,1,2,3,3,2,4,4,9,8,651,614,"1,265"
15,4,3,5,9,11,5,6,4,3,3,5,5,34,27,14,18,5,5,3,1,1,4,5,3,8,4,9,8,59,48,6,2,5,3,8,12,2,4,8,9,5,5,5,1,6,3,8,6,14,3,5,9,4,4,3,3,6,8,3,3,6,6,3,1,1,1,6,7,6,2,2,1,3,3,7,22,6,9,22,14,3,11,3,5,2,5,0,2,7,4,8,8,16,16,3,7,8,11,6,6,0,0,6,5,17,16,3,10,3,6,4,1,6,11,12,12,4,10,3,1,8,3,2,3,10,19,17,16,12,8,11,3,6,2,16,6,17,14,11,8,35,33,1,2,2,10,10,8,3,2,5,5,0,0,8,1,2,3,0,1,1,1,7,12,620,595,"1,215"
16,2,6,9,11,12,4,8,9,7,6,4,2,26,30,12,15,7,11,5,1,1,0,4,4,5,6,11,10,55,54,3,5,12,5,6,6,6,2,3,6,1,3,3,0,8,4,10,14,6,2,3,6,9,7,1,2,13,6,5,2,4,6,3,3,1,1,7,9,8,9,0,0,8,2,11,6,6,7,20,17,10,7,2,5,6,3,2,2,8,10,12,12,18,13,3,3,5,3,7,6,0,0,9,1,10,7,6,7,4,1,2,3,13,10,11,11,5,5,1,3,5,4,3,4,7,5,8,15,6,8,6,5,13,9,6,10,12,12,7,9,34,35,4,2,7,3,10,5,5,4,11,11,0,2,2,4,0,1,1,2,1,0,8,9,615,570,"1,185"
17,3,2,4,11,5,4,5,6,10,11,3,5,31,27,19,12,9,13,3,2,1,1,0,0,6,4,9,8,59,56,4,0,8,3,9,8,2,7,5,7,7,7,4,1,10,5,9,5,5,11,8,5,6,6,4,1,10,7,6,6,9,4,2,2,0,0,7,5,7,11,1,0,3,4,8,5,7,4,19,22,5,6,3,5,5,7,1,1,4,4,18,8,15,18,5,6,2,4,7,4,0,0,11,9,9,16,2,9,5,3,1,0,13,9,8,17,6,4,4,2,7,4,3,3,10,5,11,12,11,9,8,10,10,11,9,12,10,13,10,12,37,31,4,4,7,9,8,7,3,5,3,4,2,2,3,1,2,4,0,1,1,3,7,10,617,602,"1,219"
18,3,3,13,12,10,7,8,11,5,6,3,4,21,22,18,11,9,12,5,3,0,1,5,6,1,4,14,11,62,62,6,6,8,9,9,2,5,6,7,8,5,6,3,0,2,6,9,7,4,3,3,5,8,6,3,1,11,6,4,3,7,9,3,3,0,0,6,4,9,10,2,5,5,4,6,13,8,11,30,18,4,7,9,2,7,7,4,1,12,6,16,15,17,12,9,5,9,12,8,7,0,0,5,7,18,16,7,4,3,6,0,3,21,23,13,10,5,7,4,1,5,4,1,2,8,17,11,8,9,8,10,9,10,7,6,8,14,16,8,13,27,28,4,2,13,7,8,11,9,5,2,9,0,2,2,3,6,2,2,0,4,2,6,10,676,650,"1,326"
19,4,5,11,11,10,10,9,5,7,3,8,5,19,21,14,19,8,15,5,1,2,1,4,4,5,5,12,13,59,56,2,2,4,7,12,3,3,6,6,6,4,9,5,5,8,5,11,12,3,9,8,1,8,4,3,2,11,10,7,7,12,3,6,3,2,2,9,7,14,11,6,8,6,6,11,9,3,13,35,22,9,6,7,9,9,4,1,3,5,13,6,15,21,9,6,6,7,6,23,6,0,0,10,6,15,6,3,6,6,5,2,0,30,30,18,9,6,8,0,2,2,2,2,2,7,13,16,14,10,15,9,7,8,7,11,10,19,17,10,12,24,21,5,1,9,6,6,7,9,8,4,9,1,3,3,2,2,1,3,2,5,2,5,5,730,661,"1,391"
20,6,5,9,16,5,11,10,8,8,8,7,3,27,15,17,20,8,10,4,1,0,0,5,7,8,3,14,15,86,63,7,2,6,8,7,9,3,6,9,10,8,4,4,1,10,9,6,8,3,4,9,7,8,7,3,0,17,11,8,4,11,13,5,1,0,0,10,11,9,19,13,14,6,6,12,9,11,10,22,24,15,7,8,2,6,3,1,1,14,5,14,13,6,16,10,8,8,9,12,8,0,0,8,10,17,20,3,10,0,4,2,2,14,19,11,13,6,11,3,0,2,7,4,3,7,8,12,12,8,15,8,10,10,7,11,15,20,29,15,10,17,24,2,3,12,7,4,9,11,7,11,6,2,1,2,2,6,1,4,1,2,1,15,16,764,737,"1,501"
21,4,3,16,20,10,13,11,5,4,9,9,6,22,19,22,14,15,12,1,3,4,0,9,2,6,7,15,19,79,57,9,6,8,7,10,13,12,11,15,12,9,12,7,5,9,12,15,12,2,6,5,3,8,15,2,0,10,6,8,2,11,10,2,3,0,0,5,15,21,19,7,15,6,2,4,11,10,16,28,22,6,7,5,7,6,11,3,2,11,12,13,15,15,10,7,1,5,9,9,11,0,0,11,7,5,16,7,2,4,4,0,1,22,24,11,16,4,5,2,3,4,4,1,4,13,17,10,9,9,10,3,8,8,9,19,14,13,12,13,9,12,21,2,4,6,6,9,18,13,10,6,1,1,6,6,1,1,3,1,0,2,1,11,12,759,766,"1,525"
22,9,7,14,22,8,5,10,15,7,7,4,4,20,14,18,12,6,8,1,2,1,0,4,3,6,4,15,28,72,53,4,5,7,2,6,8,5,3,20,16,12,7,6,5,10,13,12,7,5,6,11,8,8,14,3,3,8,17,1,5,9,10,0,0,1,0,12,12,21,23,11,4,6,13,5,9,12,17,34,29,8,7,11,5,7,6,0,7,19,18,8,16,15,15,6,6,9,5,9,5,0,0,6,8,14,17,3,6,4,2,2,1,18,14,9,8,10,5,1,0,6,7,1,4,12,24,11,11,10,12,7,9,9,5,16,7,18,13,17,18,7,19,4,6,6,2,8,11,10,5,4,5,0,1,2,1,1,4,0,0,5,5,14,11,751,751,"1,502"
23,6,3,10,41,8,5,8,16,12,8,7,10,14,22,20,10,15,5,5,3,4,1,6,3,10,4,25,20,66,57,4,3,11,5,3,6,7,7,34,21,11,16,5,9,25,16,6,12,4,2,1,8,12,9,3,4,11,9,2,2,10,10,0,1,0,0,9,12,17,20,7,9,4,8,4,12,12,15,33,39,10,8,9,3,3,8,3,0,18,21,22,12,10,14,8,6,7,3,5,5,0,0,16,20,11,17,4,3,3,3,1,0,21,18,9,16,6,6,1,4,4,5,1,2,17,17,12,7,11,15,5,10,6,7,9,7,20,13,15,13,13,12,1,1,2,7,8,8,9,3,2,0,1,1,3,2,3,1,2,0,1,1,19,11,782,773,"1,555"
24,5,2,29,23,4,11,16,11,7,12,4,6,16,11,21,13,16,6,3,0,0,0,0,2,8,6,18,17,76,48,3,4,5,9,8,5,13,11,39,19,11,19,8,9,17,15,13,8,2,2,3,6,14,11,2,3,8,10,3,2,4,4,4,1,0,0,11,18,24,25,7,9,21,6,6,10,12,19,14,37,8,7,3,3,4,4,1,2,12,14,11,17,11,9,3,5,7,7,10,9,0,0,10,9,9,3,1,3,3,2,1,1,21,30,18,11,5,5,3,2,5,6,3,1,21,17,13,8,16,11,2,7,6,4,9,5,16,13,9,14,6,9,5,3,5,2,9,12,6,9,5,2,1,1,2,3,1,2,0,2,1,0,12,20,769,724,"1,493"
25,2,4,18,30,14,9,25,12,10,5,6,2,8,15,9,13,9,10,0,0,1,2,4,2,11,6,23,23,66,56,3,3,8,6,14,9,8,6,29,18,15,10,5,14,15,8,14,2,6,2,3,5,9,14,5,2,8,7,5,4,8,5,0,2,1,1,15,13,23,17,11,7,16,10,10,12,5,14,30,31,3,8,10,2,6,8,0,2,12,16,10,24,14,15,7,9,6,7,7,6,0,0,18,17,11,7,1,6,6,1,3,3,33,20,6,17,4,8,1,0,4,2,4,3,13,17,6,5,14,8,3,9,4,8,6,4,12,14,13,9,7,11,1,2,2,5,12,13,2,5,0,3,2,3,7,0,1,1,1,0,1,0,16,12,761,721,"1,482"
26,6,3,18,30,7,8,14,21,8,8,2,5,13,17,13,10,9,8,1,0,1,2,3,4,8,5,30,19,74,55,6,4,6,4,7,6,4,11,31,19,19,12,9,8,11,12,6,3,2,7,3,3,17,10,5,4,9,11,2,4,6,7,1,0,0,0,19,10,21,18,13,7,12,10,9,14,13,17,22,27,4,9,8,6,7,4,1,1,9,18,15,18,15,7,7,8,4,3,8,4,0,0,8,6,5,11,1,3,2,4,2,3,16,19,11,8,3,3,2,1,1,4,3,1,21,18,7,8,13,16,6,1,4,9,7,5,13,9,20,15,4,9,3,1,8,6,6,16,5,6,4,4,2,0,5,2,1,0,1,3,0,0,13,9,735,701,"1,436"
27,3,3,20,15,9,4,16,7,10,12,6,5,11,22,11,8,8,4,0,0,5,2,7,1,12,9,21,26,54,52,4,4,9,7,9,3,13,9,23,24,9,20,3,4,10,10,11,12,2,4,4,4,6,10,3,4,5,3,2,7,4,7,3,1,0,1,18,7,24,17,7,2,8,11,7,8,11,10,22,25,3,10,4,7,4,4,2,0,20,20,15,17,10,13,13,10,4,4,9,7,0,0,17,9,8,6,2,1,4,3,2,1,17,26,8,15,4,5,0,1,1,2,1,5,16,22,3,8,15,11,5,5,6,5,9,7,13,10,16,15,7,10,3,1,8,4,3,8,7,3,2,6,0,1,3,1,0,1,4,1,0,0,9,13,687,682,"1,369"
28,2,3,25,17,3,8,11,14,14,9,7,4,14,19,16,5,7,9,2,2,3,3,2,1,6,9,19,17,55,37,4,3,5,8,10,8,9,11,30,17,17,9,4,6,19,11,6,6,7,5,3,3,12,6,2,3,9,10,2,7,4,4,0,0,0,0,10,18,16,22,9,5,11,11,4,5,14,11,25,24,5,10,4,1,4,5,1,0,13,20,12,16,16,15,11,7,5,2,9,8,0,0,9,8,9,7,3,4,4,1,0,1,24,32,11,9,9,10,1,2,1,2,2,3,12,14,5,3,7,6,2,6,11,5,6,6,9,10,19,15,10,14,1,1,4,2,8,7,5,4,4,4,0,3,0,0,0,2,3,1,0,2,14,24,691,662,"1,353"
29,4,5,18,20,14,5,11,9,6,13,4,5,8,15,12,5,6,6,1,1,2,2,4,4,15,9,26,21,53,51,6,4,9,8,10,9,7,8,22,13,16,17,8,12,10,10,1,7,4,7,3,2,9,11,2,3,5,7,6,2,7,5,1,0,1,0,15,21,14,10,3,4,11,15,6,5,14,19,35,23,9,9,6,7,4,7,2,0,12,20,13,15,15,17,13,9,4,2,4,7,0,0,5,9,10,9,4,4,1,2,1,2,20,25,8,5,2,7,2,4,3,2,6,5,12,13,5,7,10,4,7,5,5,4,5,4,14,10,7,12,7,8,1,2,3,3,5,12,9,4,1,1,1,0,0,0,2,0,1,1,0,0,19,13,667,663,"1,330"
30,4,5,17,21,3,5,7,11,9,7,5,2,19,12,11,10,9,4,1,3,3,5,7,7,9,9,24,14,38,38,2,5,11,7,8,5,2,8,21,13,14,18,4,4,13,8,4,7,6,5,5,3,8,9,4,3,5,6,6,6,3,5,0,4,0,0,18,6,20,16,5,4,6,5,5,5,17,15,16,34,6,5,8,5,3,0,1,0,8,8,17,15,15,7,16,8,4,8,4,6,0,0,13,3,15,11,3,4,5,0,2,1,28,19,8,14,10,9,4,1,3,2,2,4,20,21,2,8,4,11,8,4,7,5,4,7,16,11,13,9,15,11,3,1,3,3,10,8,6,6,3,5,0,0,1,2,2,0,1,0,2,1,17,10,681,607,"1,288"
31,2,6,22,21,6,4,13,6,8,8,3,6,14,11,4,8,9,9,6,3,2,6,4,3,14,5,14,12,45,43,4,2,8,6,12,9,5,10,24,21,16,18,5,7,12,8,8,14,6,11,5,5,8,8,2,1,7,4,5,5,9,10,0,1,0,0,20,13,23,18,4,2,9,7,3,10,14,8,26,15,10,8,2,5,1,6,2,0,8,15,11,20,28,23,12,11,7,5,7,5,0,0,14,6,9,6,2,0,3,3,1,0,30,15,13,11,5,5,2,2,4,1,6,4,19,11,7,2,13,7,4,3,8,4,9,6,14,16,11,12,20,16,2,1,4,1,7,6,5,3,3,2,0,1,1,0,1,0,4,3,1,0,18,10,729,619,"1,348"
32,1,2,11,14,5,8,3,12,7,10,7,4,13,8,7,9,12,9,1,2,4,6,6,1,8,6,7,16,41,39,5,2,4,4,14,11,9,12,23,10,17,7,9,2,8,10,7,6,5,8,3,5,11,8,3,3,7,9,6,5,5,9,0,1,1,0,16,21,15,14,8,5,11,8,6,9,15,13,24,13,7,14,3,3,4,9,1,1,8,11,24,16,14,16,17,6,1,4,9,7,0,0,6,8,17,15,2,4,2,2,1,2,23,22,10,7,3,3,2,1,3,2,4,2,14,26,7,6,12,13,6,6,3,7,10,5,13,22,14,7,11,19,0,2,3,3,11,10,3,7,1,0,0,1,1,4,2,0,5,1,0,0,10,12,652,647,"1,299"
33,6,4,16,19,5,7,19,10,13,6,2,9,21,14,11,5,12,6,2,0,4,3,4,3,7,12,12,14,34,34,4,9,5,2,8,11,11,12,25,19,6,13,4,6,17,13,8,9,8,10,8,3,4,12,3,1,12,11,6,3,10,2,4,1,1,0,18,13,28,15,7,4,2,5,12,4,10,18,26,18,14,22,6,7,6,5,2,1,8,8,17,18,11,28,17,3,10,10,6,4,0,0,10,7,8,7,2,6,2,0,0,1,29,26,9,11,11,4,0,4,4,2,1,4,16,15,6,10,10,21,5,5,7,7,12,3,18,19,17,7,20,28,3,1,7,6,6,13,6,7,7,2,1,3,2,3,2,0,4,3,1,0,18,10,756,701,"1,457"
34,8,6,29,14,7,6,15,14,9,8,11,4,10,11,16,10,10,10,4,4,6,1,3,3,12,8,13,12,74,59,3,4,5,10,14,6,12,7,17,16,8,9,9,3,15,20,10,7,5,7,9,1,11,13,3,3,6,9,5,7,7,3,2,3,0,0,14,12,25,16,10,6,4,8,5,9,14,18,30,13,22,17,8,2,6,7,0,0,11,12,25,17,25,20,11,15,3,4,6,5,0,0,14,8,15,15,2,2,5,2,7,2,21,27,21,12,9,4,0,3,4,2,9,3,15,21,15,13,11,18,4,5,6,10,12,12,14,18,12,8,18,27,0,0,10,11,12,16,10,9,4,4,1,0,0,2,1,2,7,1,1,1,15,14,862,751,"1,613"
