年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,3,4,9,15,7,6,3,5,7,9,4,3,18,15,6,12,7,7,0,2,1,2,7,4,7,4,11,12,67,57,4,2,6,3,8,4,3,6,4,6,3,4,3,5,9,3,8,6,5,2,4,5,5,3,1,1,8,8,8,2,7,7,2,10,0,2,3,7,15,11,1,0,6,3,11,20,6,6,17,17,39,37,4,2,6,5,0,1,5,5,14,12,8,10,7,1,9,4,7,5,0,0,10,9,9,10,2,0,2,3,1,2,7,7,12,7,4,4,1,1,6,2,0,2,13,13,25,13,8,10,1,6,8,9,9,9,12,7,10,7,23,26,3,4,5,9,4,7,3,1,3,4,2,1,2,2,3,2,1,2,0,0,3,10,595,571,"1,166"
10,2,0,12,10,7,8,5,4,4,6,4,2,35,26,15,13,7,6,1,2,0,4,4,3,7,1,10,7,50,53,6,6,7,7,10,6,8,8,9,6,4,6,3,1,8,9,7,13,5,6,5,8,8,2,1,0,10,7,3,4,6,6,1,4,0,2,6,9,11,19,0,1,4,6,18,9,7,6,18,17,24,37,5,2,2,3,0,1,4,8,13,12,19,10,8,4,6,9,4,2,0,0,7,7,18,12,1,4,1,4,0,2,10,14,6,10,4,4,4,2,1,7,3,3,7,15,29,22,7,12,4,6,10,6,13,13,10,8,7,13,31,31,3,4,5,13,7,12,5,3,7,3,1,0,0,3,2,0,3,1,3,1,7,6,629,642,"1,271"
11,2,4,5,4,4,5,6,5,8,6,4,7,31,36,15,10,6,9,1,2,4,2,2,4,4,6,9,11,61,45,7,5,8,7,6,10,6,7,3,4,4,4,3,2,6,9,12,9,4,6,4,4,9,5,0,2,7,4,3,4,7,5,6,5,5,0,6,2,12,16,0,0,8,5,13,10,6,3,20,18,20,26,1,2,6,3,2,2,4,5,13,16,16,16,3,3,6,9,3,8,0,0,8,10,8,10,4,2,4,4,2,3,10,8,14,15,1,2,4,5,10,2,4,3,10,14,13,12,11,9,10,4,10,6,9,13,8,14,8,7,35,37,2,0,7,5,6,5,2,3,7,4,2,0,7,1,0,0,2,3,1,1,9,8,629,602,"1,231"
12,4,3,8,8,11,4,6,4,14,7,1,5,33,34,7,17,9,6,1,1,1,2,3,2,6,1,17,14,66,56,6,0,7,12,4,7,2,4,3,10,9,4,4,2,6,11,6,6,4,6,1,3,7,7,0,3,6,7,2,7,3,4,1,4,1,0,7,6,15,13,0,0,6,2,23,22,5,4,14,17,14,19,1,6,3,5,1,1,5,7,18,12,14,19,3,4,8,7,3,6,0,0,13,12,14,15,5,0,4,6,0,1,15,13,16,11,1,7,0,1,3,5,6,4,8,13,15,11,12,11,7,7,9,11,15,5,15,11,14,10,39,37,1,3,6,6,11,4,3,3,7,9,4,1,4,4,2,1,2,2,0,1,2,6,652,642,"1,294"
13,3,3,7,12,5,5,3,8,8,7,4,4,34,20,15,12,7,4,3,5,1,2,4,1,6,5,13,8,56,49,4,8,4,8,6,5,3,7,7,4,7,8,1,5,6,5,10,10,4,3,10,10,2,5,6,3,5,8,6,1,8,9,4,2,0,1,8,5,4,6,2,3,1,6,16,11,5,8,19,16,10,14,5,5,8,5,1,1,3,5,7,14,13,18,6,5,7,8,6,8,0,0,7,9,16,13,7,4,4,4,0,2,13,9,11,8,1,4,1,1,4,3,4,3,15,14,14,15,18,10,4,4,10,12,16,9,10,14,9,5,36,31,3,3,8,9,8,10,1,5,8,7,1,3,6,1,2,1,1,3,3,4,9,9,633,614,"1,247"
14,4,1,11,8,7,9,7,7,3,9,5,3,28,28,12,18,6,4,5,0,1,1,4,1,6,3,10,11,60,52,7,3,3,5,8,11,3,2,11,7,4,5,6,1,8,6,8,5,11,1,8,11,6,4,3,3,4,9,5,5,5,6,3,1,1,1,7,5,7,6,2,1,4,3,10,18,7,10,19,13,5,12,5,7,2,8,0,2,7,4,11,11,20,18,4,6,6,14,7,3,0,0,9,7,10,25,2,9,4,6,3,1,7,14,9,13,3,6,5,1,8,5,2,3,12,17,19,10,14,7,11,4,6,3,15,7,16,10,12,6,37,30,0,1,3,11,9,7,4,1,4,8,0,1,8,1,2,5,2,0,1,2,8,14,641,617,"1,258"
15,2,6,7,11,15,3,7,8,5,5,2,5,34,30,11,12,4,12,3,2,2,2,4,7,6,7,11,8,57,51,4,4,10,2,9,7,6,5,5,8,2,3,4,0,8,4,10,12,9,4,1,5,8,5,1,2,12,4,5,1,6,3,1,4,1,0,5,7,10,6,0,0,7,1,8,10,4,5,21,15,8,7,2,5,7,6,2,2,9,8,11,10,17,11,2,3,5,4,6,8,0,0,8,3,15,6,7,7,4,2,2,0,11,9,14,12,5,7,1,2,6,3,2,3,7,8,8,19,5,11,8,6,12,6,7,11,13,13,9,8,37,37,3,3,9,5,9,8,5,3,10,8,0,2,2,2,0,1,0,2,1,0,9,9,625,566,"1,191"
16,2,3,6,11,5,4,7,7,11,8,5,4,25,28,13,14,13,9,5,1,1,1,1,0,6,3,7,8,59,54,3,1,12,4,6,9,2,6,6,8,6,6,4,0,10,3,5,7,7,8,9,3,8,7,4,1,10,5,3,6,8,6,3,2,0,1,7,6,5,12,1,0,4,5,11,5,8,6,16,22,7,6,3,6,5,5,2,0,4,7,20,11,14,17,6,7,5,3,8,5,0,0,12,4,10,13,3,10,5,2,1,1,10,10,7,15,5,6,4,3,7,4,2,5,11,5,10,12,12,6,7,9,7,12,8,13,12,12,11,12,36,32,4,4,7,8,10,6,2,6,2,4,1,1,2,3,2,4,1,2,1,3,3,11,613,599,"1,212"
17,2,1,12,10,5,7,4,6,5,9,2,5,25,19,20,12,8,13,3,4,0,0,5,6,3,6,12,10,54,68,4,4,6,5,10,3,5,6,4,6,4,7,3,1,3,5,11,5,5,4,1,7,6,6,3,1,10,7,5,2,8,9,3,3,0,0,4,5,8,6,0,1,4,5,4,13,7,7,34,17,5,7,5,3,7,8,4,1,10,5,15,14,13,15,7,4,9,12,1,4,0,0,7,10,18,16,5,4,4,5,0,3,13,11,13,11,6,7,3,1,5,4,2,1,8,11,11,8,9,10,13,9,10,8,7,7,12,15,8,13,25,33,4,1,12,8,8,7,3,3,2,9,1,3,3,2,1,2,2,1,4,1,6,7,613,615,"1,228"
18,7,7,9,12,14,9,9,7,8,3,5,5,18,24,12,15,5,12,4,1,1,0,4,2,4,4,11,9,60,51,2,4,7,8,12,3,3,7,5,5,5,4,4,2,5,6,9,13,3,9,7,1,9,3,4,2,13,10,8,9,8,4,4,4,2,2,10,8,11,10,2,3,4,3,8,6,5,9,23,21,6,7,8,6,7,4,3,4,6,9,4,13,22,8,7,4,3,6,15,4,0,0,8,6,15,8,4,6,5,5,3,0,13,20,17,7,9,8,1,2,3,1,4,3,7,15,13,12,7,11,6,7,10,7,9,9,13,17,10,11,26,21,6,1,13,5,8,9,5,3,4,8,0,1,4,2,7,1,1,3,4,3,5,7,665,601,"1,266"
19,4,6,8,14,6,17,9,6,5,7,7,2,24,15,18,22,11,16,4,1,0,1,4,6,6,6,16,14,76,60,8,3,5,9,6,7,2,6,5,6,5,8,2,6,8,9,8,9,3,5,8,6,7,7,3,0,12,8,8,3,15,9,4,1,0,0,10,4,10,14,5,12,6,6,13,8,4,9,24,21,15,5,8,5,6,3,0,4,11,9,14,14,11,13,11,6,12,7,14,9,0,0,7,6,16,15,4,9,0,5,1,1,13,14,9,14,5,6,2,0,2,6,3,3,6,8,12,15,8,19,9,11,8,6,12,14,18,23,13,8,22,17,1,3,12,9,3,10,7,7,9,9,3,2,2,3,5,2,5,1,3,1,12,14,713,705,"1,418"
20,5,3,10,16,8,13,10,5,8,8,8,3,23,16,23,17,16,10,2,2,2,0,7,4,7,6,13,13,71,62,8,4,11,5,8,9,9,8,9,8,7,8,7,6,12,10,14,8,4,7,5,3,8,8,1,1,11,9,7,2,11,11,5,2,0,0,6,13,20,11,5,14,2,5,6,9,12,13,26,17,11,10,6,2,7,9,5,3,9,6,11,17,12,8,3,3,6,12,9,10,0,0,6,10,7,20,6,8,2,5,2,2,19,23,9,14,4,10,3,3,3,6,1,4,13,13,10,9,8,6,5,9,10,10,14,13,10,12,14,6,15,24,2,4,9,3,6,15,11,8,6,1,1,4,6,1,2,3,2,1,3,3,14,13,729,712,"1,441"
21,7,5,17,22,7,6,12,10,6,10,4,4,26,14,17,12,7,9,2,3,3,1,4,4,7,4,18,23,88,50,4,6,7,3,7,11,7,2,14,18,13,6,5,3,10,14,15,10,5,5,9,7,5,12,3,1,8,14,3,7,10,7,0,1,1,0,10,15,20,22,10,10,9,9,6,9,11,15,26,29,5,5,8,9,10,7,0,7,17,16,11,15,14,11,7,5,9,6,11,9,0,0,12,6,14,17,4,5,5,0,2,0,16,17,12,13,12,6,1,0,5,4,1,3,12,14,11,10,8,13,11,9,8,8,25,6,17,14,10,13,10,20,3,4,5,6,11,14,11,5,5,5,0,5,3,2,2,4,0,0,5,5,10,10,786,741,"1,527"
22,4,7,13,24,6,3,4,13,8,6,9,8,19,20,21,14,12,6,4,5,5,1,5,2,11,3,17,26,64,60,3,7,12,4,3,4,8,7,28,17,12,12,2,8,20,13,10,8,3,2,4,9,10,15,0,2,10,11,1,2,11,12,0,1,0,0,4,8,15,19,7,8,2,10,5,9,8,12,32,31,12,10,13,3,3,11,3,1,16,18,15,14,11,17,8,5,10,5,14,8,0,0,14,17,14,20,5,2,2,3,2,1,20,22,8,12,7,10,0,3,4,7,2,2,18,19,9,9,10,15,5,9,10,6,10,12,17,13,16,20,15,15,2,3,4,5,7,9,17,4,2,2,1,2,3,2,3,3,3,0,1,1,18,10,766,779,"1,545"
23,1,1,21,33,4,13,12,12,9,7,4,9,14,10,26,10,19,6,1,1,0,0,4,2,9,3,22,22,67,48,8,2,4,6,9,3,16,10,39,21,13,15,4,8,15,16,10,9,2,4,2,6,14,5,3,2,14,8,4,2,5,4,5,2,0,0,12,23,28,21,9,7,16,8,4,13,13,18,21,36,9,6,4,4,5,2,1,2,11,21,16,16,9,7,6,5,8,5,11,4,0,0,9,7,9,9,2,3,3,3,2,0,23,35,14,7,7,5,3,2,2,5,2,3,17,22,13,6,11,11,2,9,6,5,12,5,17,15,12,17,11,13,4,3,6,4,8,11,5,4,5,1,1,0,1,3,1,2,0,2,1,0,11,23,783,733,"1,516"
24,2,4,26,30,11,7,21,17,7,8,7,3,8,17,12,17,12,7,2,0,0,3,5,3,4,9,21,22,83,66,5,4,8,5,8,6,4,6,35,16,16,11,3,15,18,15,14,6,6,2,3,7,11,12,4,3,5,9,6,5,8,8,0,2,0,0,18,11,26,19,9,11,23,12,13,16,11,14,30,40,1,5,9,3,7,10,0,1,14,14,10,25,13,16,6,8,6,9,9,12,0,0,16,16,11,8,1,5,4,1,3,2,25,20,12,22,3,9,1,1,6,3,3,5,15,12,9,7,13,10,5,11,10,6,8,3,18,14,10,13,6,11,2,2,4,2,13,11,5,10,1,5,2,3,4,0,1,0,2,0,1,0,14,17,808,800,"1,608"
25,5,6,18,28,7,7,10,18,7,8,5,5,18,16,11,9,11,11,1,0,1,2,4,4,11,6,31,20,60,60,4,3,9,6,11,9,3,11,26,16,20,16,12,12,14,12,10,4,2,5,4,2,7,11,7,3,12,13,1,5,7,6,0,0,1,1,18,18,30,20,13,6,12,13,10,12,9,16,24,25,3,14,10,5,5,5,1,2,5,28,19,18,16,11,6,6,6,5,6,5,0,0,9,10,5,8,1,2,3,4,1,3,23,18,10,11,4,3,1,1,2,4,2,1,19,20,8,8,15,14,5,2,4,9,8,6,20,16,19,17,7,8,2,2,6,7,7,10,3,4,4,5,2,1,6,3,0,1,1,3,0,1,18,7,758,753,"1,511"
26,2,3,18,25,8,7,16,12,9,10,7,7,10,24,10,11,10,7,0,0,7,2,6,1,12,6,25,30,55,52,4,6,6,4,7,5,12,9,23,26,12,17,2,3,15,16,11,9,4,4,4,3,10,9,3,6,5,6,3,4,8,6,1,0,0,0,16,8,29,18,10,11,13,10,6,12,12,8,22,24,3,9,5,7,3,3,0,0,13,19,15,19,7,9,6,11,3,2,9,8,0,0,14,9,10,8,2,2,3,1,3,4,20,26,10,15,4,6,1,1,2,3,3,3,17,21,4,10,18,14,2,9,8,6,4,8,11,10,21,17,7,12,5,2,5,3,1,11,4,5,2,6,0,1,6,1,2,1,2,2,0,0,10,14,698,739,"1,437"
27,2,3,15,14,4,10,15,11,16,9,8,4,10,14,15,7,8,8,2,1,2,2,5,1,7,8,25,23,62,40,6,6,4,6,14,8,9,5,29,19,16,14,4,6,20,12,8,7,6,6,4,2,11,6,3,1,5,8,2,6,4,5,1,0,0,1,14,17,18,23,10,9,8,13,6,4,17,13,24,32,2,11,4,3,7,7,3,0,17,22,12,13,17,19,8,5,5,3,8,7,0,0,8,6,10,12,2,5,5,2,0,0,18,25,14,5,7,6,1,1,0,1,4,4,13,22,5,3,6,7,6,6,9,8,9,6,13,8,15,10,10,12,1,1,9,4,9,12,6,4,5,3,0,3,0,0,0,2,1,0,0,2,15,19,723,673,"1,396"
28,5,1,21,19,12,4,13,10,8,5,4,5,8,16,18,8,8,7,0,1,1,4,3,2,15,9,26,21,47,41,3,2,9,7,12,9,13,14,26,13,14,17,8,13,11,11,7,8,4,7,2,3,9,8,1,3,9,5,5,4,8,4,0,0,1,0,12,19,17,15,6,7,12,10,7,7,13,12,25,19,10,7,10,5,3,6,2,0,10,20,10,15,10,13,12,10,5,3,8,9,0,0,9,11,11,9,4,3,1,2,0,2,21,25,8,8,4,10,1,1,2,4,2,4,13,14,6,8,8,1,1,3,7,4,4,4,12,12,13,13,4,9,1,0,2,5,6,9,10,5,2,2,1,0,0,0,1,2,1,1,0,0,13,17,671,646,"1,317"
29,4,7,15,24,5,5,9,10,9,10,4,2,14,14,12,11,8,4,0,0,2,2,7,6,8,7,26,17,44,43,5,6,10,7,10,7,2,8,21,13,14,13,4,6,14,6,4,4,7,3,3,3,9,11,2,3,4,11,7,6,7,4,2,3,0,0,16,7,23,14,6,3,8,7,1,6,15,22,25,31,6,4,7,6,3,3,1,0,8,12,19,10,12,9,11,7,3,10,3,6,0,0,13,5,13,11,3,7,4,1,1,1,23,15,11,9,7,3,3,3,5,2,3,4,14,21,2,9,11,11,11,4,4,3,5,4,14,9,11,10,10,9,3,4,3,3,10,11,4,4,2,5,0,0,0,1,1,1,1,0,2,1,18,9,671,613,"1,284"
30,2,5,22,20,7,4,10,9,9,6,3,4,15,10,4,7,7,11,2,4,1,5,3,3,15,9,12,11,42,40,3,3,10,7,6,10,4,9,23,19,18,22,6,6,10,10,6,14,5,12,6,4,8,8,5,3,5,4,4,4,8,8,0,2,0,0,15,14,12,18,3,2,5,5,5,12,14,10,25,26,10,5,3,5,4,5,1,0,7,13,14,18,28,21,13,10,5,4,4,5,0,0,11,6,15,5,2,1,3,1,1,1,24,16,9,10,7,7,1,2,3,1,2,3,23,13,8,3,13,7,2,3,9,7,7,4,15,18,10,11,26,16,1,1,5,1,6,7,4,3,2,4,0,1,2,0,2,0,4,2,1,0,18,11,685,631,"1,316"
31,1,3,12,12,5,8,8,11,8,12,6,4,13,12,6,10,10,7,3,2,4,8,8,2,11,6,9,18,44,42,5,2,4,7,16,10,7,9,21,16,12,5,9,5,5,10,7,10,7,10,2,3,7,4,2,2,7,9,8,8,5,10,0,0,1,0,21,15,24,15,6,4,11,10,5,5,16,12,24,15,9,14,5,4,4,10,1,1,10,12,19,13,16,9,14,7,2,3,7,8,0,0,10,9,14,16,3,1,3,4,1,2,24,23,8,8,3,4,3,1,5,1,5,4,14,21,8,3,10,12,8,6,6,5,9,6,8,19,12,8,9,22,2,4,2,2,10,12,5,5,3,0,0,1,1,3,2,0,4,1,0,0,14,13,673,650,"1,323"
32,7,3,13,16,5,5,14,12,10,10,2,7,14,11,11,7,11,4,2,1,4,1,4,2,6,10,10,14,37,35,4,5,8,3,11,12,7,13,23,18,11,15,5,3,13,6,6,5,5,5,6,5,7,7,3,3,13,13,4,4,10,5,3,1,1,0,15,13,23,16,5,5,7,8,13,8,15,15,22,15,10,19,6,7,7,7,1,0,7,8,24,22,9,24,19,2,9,10,7,3,0,0,9,7,10,11,2,6,3,0,0,2,26,22,15,9,10,4,1,3,4,4,4,4,14,20,7,14,10,23,4,5,5,6,10,1,21,19,15,7,22,28,3,1,7,3,11,13,4,7,5,1,1,1,1,4,2,0,4,3,1,1,12,9,732,681,"1,413"
33,7,2,24,12,6,9,15,13,9,8,10,9,13,13,13,9,11,9,5,3,4,4,4,4,8,8,20,14,51,48,4,6,3,11,9,9,16,12,22,18,7,8,12,6,11,20,11,9,7,7,7,1,8,10,3,2,6,7,4,5,9,3,2,3,0,0,17,18,28,14,12,3,3,4,4,7,14,24,32,14,13,18,8,2,7,7,1,0,8,13,20,13,20,25,12,9,4,5,7,7,0,0,14,8,14,13,3,3,4,3,7,3,17,27,19,10,13,5,1,2,6,1,8,2,16,13,16,15,14,26,4,5,6,12,11,10,13,24,15,9,17,25,1,1,11,9,5,16,11,8,5,3,1,2,1,1,1,2,5,1,1,0,22,15,833,759,"1,592"
34,8,6,18,19,7,9,12,12,5,9,6,11,8,12,7,7,12,9,1,1,8,1,4,3,7,6,13,16,60,48,2,6,6,9,18,11,9,8,26,8,10,17,9,5,14,18,8,8,3,7,7,4,9,14,2,3,6,10,6,5,10,10,2,4,1,0,12,17,16,19,8,3,12,8,12,8,17,6,25,24,21,29,5,3,7,1,1,0,13,9,24,18,24,18,15,16,4,6,4,3,0,0,12,10,8,12,2,2,2,3,2,3,28,21,10,12,7,6,2,0,3,2,7,6,23,26,15,11,13,6,9,5,9,8,7,5,15,21,9,10,16,22,2,3,6,10,11,8,7,3,5,8,1,0,2,2,1,1,4,4,1,1,11,19,794,754,"1,548"
