年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,2,6,4,14,6,4,6,7,8,7,5,2,18,18,11,11,6,6,2,3,1,1,7,2,3,3,9,11,74,52,7,3,8,2,10,4,5,8,4,6,1,4,2,1,8,0,6,10,6,1,8,4,7,8,2,2,6,4,6,1,7,12,5,9,0,3,8,3,20,8,0,0,5,1,12,18,8,7,14,15,45,30,2,6,9,6,0,1,3,7,14,13,10,10,4,4,6,7,4,5,0,0,7,8,10,8,1,2,3,0,2,1,11,7,10,9,5,5,2,0,4,2,2,1,7,18,22,15,11,5,2,4,13,8,12,6,10,9,3,3,23,33,3,3,9,7,5,7,1,2,1,4,1,1,2,1,0,3,0,0,0,0,5,10,611,552,"1,163"
10,2,2,13,9,5,7,2,4,5,8,3,5,25,25,10,12,6,3,0,1,0,2,7,4,10,2,9,6,52,55,5,4,3,6,7,6,5,9,8,8,4,5,5,5,8,7,10,8,4,4,5,8,3,1,0,0,6,8,5,3,9,3,3,7,0,2,5,8,12,18,1,0,4,5,14,13,3,5,18,20,31,37,4,3,2,1,0,1,6,4,14,9,16,12,10,2,7,4,6,1,0,0,9,8,15,13,2,2,0,6,0,4,10,9,12,7,4,5,3,2,3,4,1,2,12,11,28,15,8,13,2,7,7,9,10,11,10,7,12,13,29,22,2,2,2,12,4,13,7,3,8,4,3,0,1,1,2,1,2,2,2,1,4,4,606,595,"1,201"
11,2,2,9,6,6,5,6,6,4,5,4,5,35,19,20,14,6,12,1,3,2,4,3,2,5,2,12,7,47,49,7,5,9,6,9,6,8,8,7,6,4,4,2,2,6,8,9,13,4,6,4,6,10,4,1,2,12,7,4,6,4,8,2,3,3,0,6,6,7,14,0,1,5,7,16,10,8,4,19,19,22,35,6,0,3,4,1,2,4,5,14,9,13,10,6,3,4,7,4,4,0,0,6,10,13,7,3,2,2,3,0,2,8,11,8,15,2,1,3,1,6,5,4,4,11,14,17,15,11,9,7,4,10,7,6,15,9,11,6,9,33,39,3,3,9,9,6,7,1,3,6,4,2,0,3,3,2,0,4,4,1,0,10,9,617,607,"1,224"
12,4,3,7,10,10,5,8,5,13,10,2,4,33,46,8,17,7,5,1,2,3,1,2,2,4,5,13,15,69,42,8,2,8,7,5,9,4,3,3,8,6,1,2,1,8,14,13,9,4,9,3,4,10,6,0,3,5,7,2,6,6,4,5,6,2,0,6,4,16,17,0,0,6,1,18,12,6,3,19,14,15,20,1,7,5,2,2,0,6,8,16,21,15,19,2,4,9,13,1,10,0,0,10,11,10,17,4,2,6,3,2,2,18,8,16,15,1,7,3,4,6,3,5,3,8,12,19,12,10,13,8,8,10,10,17,6,12,12,11,8,36,32,1,3,6,6,9,4,3,4,6,7,0,1,6,2,2,0,2,1,1,1,4,6,673,649,"1,322"
13,4,5,8,8,9,7,5,4,10,5,2,5,26,22,15,13,9,5,3,1,1,2,4,2,5,4,17,14,56,60,5,2,4,11,5,7,2,5,5,7,8,6,4,4,6,6,4,8,6,1,7,5,2,6,2,2,6,3,5,4,6,6,3,3,1,0,7,3,10,9,0,1,6,5,19,16,5,6,14,17,13,15,4,4,7,5,1,1,3,6,11,12,17,17,4,5,10,7,6,5,0,0,9,8,16,11,7,3,4,7,0,2,9,17,11,6,2,6,1,1,5,3,4,5,11,17,11,11,17,8,5,3,7,16,13,8,10,11,10,9,32,36,3,2,9,5,9,9,1,2,8,9,5,0,4,2,1,2,0,3,1,4,7,9,624,612,"1,236"
14,6,1,7,10,2,7,8,11,6,9,3,3,31,19,10,11,6,4,3,5,2,2,3,0,5,4,7,6,65,48,6,9,7,9,7,10,3,4,10,3,4,9,3,2,8,8,10,10,7,3,9,12,7,4,5,2,5,12,6,2,5,8,2,0,0,1,7,6,7,7,4,2,1,6,11,18,7,10,20,14,8,15,5,6,4,9,0,2,6,5,12,12,11,24,6,5,7,15,8,6,0,0,9,9,10,24,2,7,3,4,1,0,10,10,10,8,2,3,3,0,6,6,2,1,14,11,17,13,13,7,8,7,9,5,13,9,16,13,14,5,44,29,1,1,5,13,7,6,3,3,6,7,0,4,6,1,1,3,3,1,3,2,6,10,639,632,"1,271"
15,3,4,9,9,10,5,5,5,2,2,4,5,34,35,13,17,4,8,4,2,2,3,5,4,7,4,12,10,55,50,5,2,5,3,8,6,4,4,7,9,6,4,5,0,8,1,9,6,13,3,3,7,6,3,3,4,9,7,3,3,8,4,2,2,1,1,6,7,4,5,0,1,5,1,9,15,3,6,22,12,3,8,2,4,4,5,0,2,9,4,10,9,20,12,3,6,6,4,6,7,0,0,6,4,18,10,4,8,4,5,2,1,9,11,13,15,4,7,2,2,6,1,1,2,10,17,15,17,11,7,7,3,9,6,13,8,13,15,8,9,31,30,2,2,4,6,11,6,5,3,6,8,0,1,5,1,2,2,0,2,1,1,8,10,616,560,"1,176"
16,1,5,6,11,11,3,7,9,9,7,5,2,29,23,12,14,8,9,5,0,0,1,3,3,7,5,8,6,54,52,3,3,13,5,6,9,4,4,2,6,0,5,3,0,7,3,7,12,4,3,7,3,10,9,4,0,12,4,5,3,5,6,5,3,1,1,9,9,8,10,0,0,7,3,13,5,8,7,16,18,11,6,3,8,6,4,2,1,4,9,14,10,17,11,3,3,5,5,6,5,0,0,12,2,7,8,6,9,5,2,2,1,9,10,8,12,6,7,2,2,7,6,4,4,7,5,7,12,8,10,11,7,11,8,9,11,13,10,10,11,36,35,3,3,6,5,9,7,3,6,7,7,0,1,3,3,0,4,1,2,2,1,7,11,616,565,"1,181"
17,3,2,5,10,6,4,5,8,8,12,2,6,32,29,22,12,12,12,5,2,1,1,3,3,5,4,12,12,60,58,5,2,9,3,9,5,3,5,9,8,8,7,4,1,7,6,10,4,5,9,5,8,4,5,2,2,11,9,7,5,6,5,1,2,0,0,3,5,6,7,1,1,2,5,5,9,6,8,27,24,5,4,3,2,5,8,3,1,9,7,19,9,14,19,6,5,8,7,6,6,0,0,7,10,12,19,4,5,5,5,1,0,15,7,11,15,5,4,4,2,6,3,2,3,9,8,12,14,11,12,8,8,11,10,7,11,12,14,8,12,31,35,7,3,12,9,9,7,2,3,3,9,2,3,3,2,2,1,1,0,2,2,6,10,644,634,"1,278"
18,4,4,12,15,13,8,9,8,7,4,6,4,19,20,12,13,6,15,2,4,0,0,2,4,1,4,14,10,65,62,4,4,6,11,13,1,4,6,5,6,5,4,4,0,3,7,12,12,3,6,4,2,7,6,3,0,9,7,3,4,10,8,5,2,1,1,9,2,11,11,3,4,6,2,4,9,8,10,31,23,3,9,9,6,7,7,2,2,8,6,10,16,19,11,8,6,5,8,12,6,0,0,5,6,21,12,6,7,3,3,0,3,29,29,12,9,6,7,3,1,3,4,3,2,8,16,15,11,9,8,10,10,7,6,5,6,16,15,8,11,30,27,4,1,10,7,7,10,12,5,4,7,0,1,2,2,7,2,1,0,4,4,7,7,685,639,"1,324"
19,6,5,11,9,7,12,9,6,7,5,6,4,18,19,17,24,9,13,6,1,2,1,4,3,7,8,14,15,63,55,4,3,3,6,7,4,4,10,7,10,5,9,3,5,7,7,10,10,4,6,9,1,10,4,4,2,18,10,10,6,15,4,3,4,1,1,9,9,15,17,6,11,6,7,15,10,3,10,27,18,15,8,8,5,7,4,1,2,9,12,7,13,19,13,10,8,6,7,22,5,0,0,10,6,14,12,4,7,4,6,2,1,24,26,17,9,7,9,0,2,3,4,1,1,6,11,12,12,10,16,6,9,11,6,12,14,22,26,9,11,24,18,2,2,11,6,5,9,7,7,7,10,1,3,4,3,4,2,4,2,3,1,7,9,748,701,"1,449"
20,4,6,12,21,7,14,11,6,8,9,9,4,28,14,21,15,10,10,3,1,0,0,8,7,7,2,16,13,79,56,7,4,8,8,10,12,3,6,6,9,6,5,5,5,10,7,6,7,3,4,7,9,7,9,2,0,9,10,7,4,8,14,7,1,0,0,9,17,12,13,9,17,8,7,10,10,13,15,26,21,10,7,7,2,7,5,2,4,13,7,15,15,11,11,5,5,8,9,9,8,0,0,6,10,14,22,2,6,2,4,2,1,18,23,12,14,4,10,3,1,2,6,3,4,12,16,13,10,7,12,8,8,9,13,17,16,15,18,15,10,12,24,2,4,10,6,7,11,14,8,6,2,2,2,4,1,3,0,3,1,2,1,11,16,748,745,"1,493"
21,8,2,11,18,9,12,8,6,3,8,6,5,24,19,18,13,11,14,2,3,5,1,6,4,8,10,14,23,95,59,9,6,5,4,6,10,10,7,15,15,13,8,8,4,11,18,15,16,2,6,6,1,7,16,2,1,9,5,4,5,11,10,1,2,0,0,7,12,22,23,9,8,7,3,4,9,9,12,29,26,7,5,4,7,7,7,3,5,14,15,12,13,13,13,8,2,7,9,7,12,0,0,11,8,3,9,8,3,3,3,2,1,16,21,13,19,7,3,2,2,6,3,1,3,14,16,7,9,10,10,7,8,7,6,18,10,11,20,16,12,12,19,3,3,7,6,9,14,8,10,5,2,1,6,6,1,2,5,1,0,4,3,16,12,767,759,"1,526"
22,5,8,16,27,8,2,13,17,9,8,4,5,18,20,17,14,6,4,2,3,1,0,5,3,4,3,20,23,58,59,4,5,8,3,6,9,7,6,29,19,9,7,6,8,14,10,13,7,4,6,9,10,10,18,3,2,10,20,1,2,10,13,0,0,1,0,12,14,22,15,11,8,3,10,4,11,10,21,34,32,11,9,15,7,5,9,0,3,22,21,15,17,11,18,4,7,7,3,9,6,0,0,12,12,17,21,3,6,5,3,2,1,20,12,4,7,8,6,1,2,4,5,0,4,15,20,16,10,8,15,4,6,8,5,13,8,18,5,15,17,5,16,3,6,3,1,8,9,11,6,4,4,0,0,0,2,0,4,1,0,3,2,11,11,747,778,"1,525"
23,6,3,15,37,5,7,9,17,13,9,6,9,13,16,22,10,17,4,3,2,4,1,5,2,9,5,19,21,66,54,4,2,11,5,3,7,9,5,31,22,13,19,5,9,23,16,9,11,5,3,2,9,9,3,4,4,10,6,3,3,7,4,1,2,0,0,12,26,17,22,8,8,10,8,5,13,14,15,30,39,9,7,5,1,5,5,4,0,14,16,16,10,10,9,8,5,9,5,7,4,0,0,14,15,9,13,4,2,2,2,0,0,25,24,10,12,8,6,2,2,3,9,2,1,14,21,8,7,12,10,4,9,9,6,9,7,20,17,14,11,14,14,2,1,2,8,6,10,8,1,3,0,2,1,3,1,3,1,1,1,2,1,20,13,779,746,"1,525"
24,4,3,28,25,5,7,21,13,5,8,6,5,15,14,20,11,17,7,3,0,0,1,2,1,8,4,18,21,80,54,5,4,5,9,11,6,13,13,36,13,10,15,6,9,13,18,16,6,2,3,3,6,15,13,2,3,9,9,4,1,5,5,3,3,0,0,13,15,26,24,8,7,20,9,12,12,11,15,17,39,5,8,8,3,3,5,0,2,8,15,15,21,15,10,3,5,4,7,8,11,0,0,12,12,11,9,1,3,3,2,2,1,22,26,19,14,4,10,2,2,4,3,3,2,18,13,10,9,15,12,5,10,8,8,8,3,13,11,7,15,8,12,3,3,7,1,11,17,6,13,3,3,1,1,4,3,1,2,1,1,0,0,14,17,792,756,"1,548"
25,2,5,17,31,13,7,19,16,10,7,4,4,13,15,10,14,8,14,1,0,1,1,4,3,14,8,28,23,69,54,3,2,11,5,12,9,4,5,35,17,15,11,11,15,18,13,6,3,6,4,2,5,5,14,3,2,9,11,3,5,9,4,0,0,1,1,12,16,25,17,10,7,11,10,7,11,8,16,23,30,3,8,8,3,6,9,0,3,10,21,10,24,14,17,9,7,6,6,9,5,0,0,15,14,7,4,0,5,6,2,3,4,30,20,6,15,3,3,1,0,3,2,2,2,18,19,7,8,13,10,1,6,3,5,4,5,19,16,16,10,6,9,1,2,2,5,13,10,2,2,2,3,1,3,4,1,1,1,0,1,1,1,16,11,743,737,"1,480"
26,6,4,14,27,6,9,21,16,7,10,4,4,12,18,13,11,8,3,0,0,4,4,6,5,7,2,27,20,76,50,6,6,5,8,8,7,8,11,27,20,18,14,5,5,13,12,9,8,1,4,3,5,15,8,4,4,9,9,2,5,4,8,0,0,0,0,21,8,23,22,18,11,16,9,11,17,12,13,20,22,4,9,5,6,6,3,1,0,12,18,17,20,12,7,4,10,7,3,6,6,0,0,12,5,7,11,1,3,3,4,2,0,17,23,8,11,3,4,2,1,0,3,3,2,17,21,8,7,18,19,5,3,5,8,6,7,9,10,14,12,4,9,4,1,8,6,3,11,6,6,3,6,2,0,7,2,2,1,3,2,0,0,13,10,738,709,"1,447"
27,2,2,26,16,9,6,11,6,15,9,8,7,9,20,12,6,12,6,1,1,2,1,4,0,10,15,19,29,44,51,5,2,8,5,8,2,8,9,24,24,13,17,2,4,17,16,11,8,5,5,5,2,6,9,3,3,4,3,4,4,4,7,2,0,0,1,17,10,24,15,5,2,10,12,8,4,13,10,28,32,2,9,5,8,4,3,2,0,17,20,12,12,12,17,14,9,3,3,10,5,0,0,10,7,8,8,2,3,4,2,1,1,21,27,13,12,6,6,1,1,2,3,2,4,14,21,1,6,14,7,5,5,10,6,9,6,16,7,19,15,9,7,3,1,7,5,5,8,4,3,3,3,0,2,2,1,0,0,3,1,0,0,10,19,703,664,"1,367"
28,4,2,23,15,4,6,13,17,11,8,5,3,12,21,16,7,7,7,1,1,2,2,1,2,10,5,19,14,60,37,3,5,9,7,10,10,10,9,33,15,16,17,5,11,16,8,4,6,6,6,5,3,12,8,1,2,11,9,1,7,6,2,0,0,1,0,11,22,15,19,9,6,9,9,2,8,16,13,27,20,5,12,5,1,4,8,2,0,17,23,12,19,17,16,12,7,4,2,9,8,0,0,10,13,11,6,4,3,3,1,0,3,20,28,12,7,8,10,0,4,1,2,2,1,14,12,4,3,5,5,2,3,6,4,6,7,10,13,17,15,6,15,1,1,6,2,7,7,7,5,4,4,0,2,0,0,0,3,2,1,0,2,15,19,696,666,"1,362"
29,2,5,14,21,11,4,7,7,7,13,5,4,11,16,14,8,9,6,1,1,4,5,8,7,14,9,28,18,51,43,5,4,4,8,10,8,7,8,24,17,15,18,7,10,10,7,2,5,3,7,3,4,10,10,2,3,4,6,8,2,8,6,1,3,0,0,13,15,15,10,3,4,11,11,4,3,14,22,31,25,10,7,7,8,5,4,1,0,9,18,13,14,14,10,15,10,5,6,4,8,0,0,8,7,10,11,6,5,2,2,1,0,24,20,8,6,5,5,3,2,4,2,5,6,11,19,5,8,13,7,8,6,7,2,5,4,13,9,7,12,7,5,2,2,3,3,7,13,6,4,1,2,1,0,0,0,3,1,1,1,2,1,16,11,677,644,"1,321"
30,6,7,19,22,4,5,5,8,9,6,6,4,17,16,8,6,9,5,3,5,2,2,3,4,11,7,19,12,36,43,5,4,14,6,6,7,5,7,22,15,18,23,4,5,14,8,4,9,6,8,6,1,8,10,5,2,3,10,6,5,3,7,0,3,0,0,16,7,19,16,5,3,5,6,6,6,11,11,16,33,7,1,8,3,3,1,1,0,7,7,20,10,19,14,14,7,3,5,4,4,0,0,15,1,14,10,1,2,3,1,0,2,26,17,8,12,7,9,2,1,3,2,1,4,24,19,4,8,6,9,6,5,11,6,2,6,16,17,13,9,23,15,1,1,3,2,7,7,5,6,3,5,0,0,2,2,1,0,2,0,0,0,20,11,679,605,"1,284"
31,2,5,13,17,4,4,14,11,7,9,3,4,13,10,4,10,6,8,4,1,3,6,5,3,11,7,11,14,49,43,4,3,4,8,15,5,3,12,23,19,15,9,7,6,13,9,9,13,8,7,4,6,8,6,3,3,7,7,4,8,8,9,0,0,1,0,18,15,23,17,6,2,6,7,3,9,14,11,25,11,9,12,4,6,2,7,2,0,10,15,10,18,20,17,12,11,6,4,6,7,0,0,12,8,14,7,2,1,3,2,1,0,27,16,13,10,5,5,2,2,3,2,6,4,20,11,9,1,11,7,4,4,5,8,9,6,11,13,10,12,15,17,2,2,3,2,11,6,4,4,3,2,0,1,1,2,2,0,4,3,1,0,15,11,689,620,"1,309"
32,5,3,14,14,6,9,5,10,9,9,6,6,17,10,10,6,14,8,2,2,5,6,6,1,9,8,12,17,33,33,2,3,6,5,11,14,9,11,23,17,13,12,7,4,8,10,5,8,4,11,4,4,10,8,2,3,12,9,8,5,6,7,2,0,0,0,20,19,18,19,6,7,10,7,9,9,17,14,25,13,9,14,4,7,4,9,2,1,5,12,24,22,10,23,16,6,4,6,13,5,0,0,8,9,12,14,4,6,3,2,1,2,26,25,13,10,4,5,2,2,3,2,4,2,9,26,5,8,11,18,6,2,2,6,14,3,17,21,16,6,12,20,2,3,5,5,11,15,4,5,1,0,1,1,0,4,1,0,5,2,1,0,13,10,697,700,"1,397"
33,5,2,19,14,3,8,16,12,11,8,2,8,16,13,15,11,11,7,3,0,5,3,5,6,7,12,11,13,44,40,4,8,4,5,9,10,10,10,22,18,8,10,6,4,12,12,11,7,10,7,7,2,5,11,4,2,11,11,3,3,9,4,3,2,1,0,14,13,26,14,7,2,4,6,8,3,8,18,24,15,14,20,4,4,9,6,1,1,11,9,19,13,11,26,18,4,7,8,3,5,0,0,8,6,12,10,1,3,2,0,4,1,24,23,13,8,12,2,0,3,7,1,4,3,19,13,8,14,10,24,4,7,7,9,9,6,16,17,14,11,19,32,2,0,6,5,4,12,6,8,7,3,0,3,2,2,4,1,5,2,0,0,17,12,746,691,"1,437"
34,8,4,25,18,6,7,19,12,9,9,13,7,10,13,11,5,14,12,3,4,5,1,4,1,9,8,13,13,70,58,2,3,7,12,13,7,8,9,20,10,7,12,10,5,19,22,10,9,4,7,9,3,11,13,2,1,5,11,5,7,9,1,2,2,1,0,13,14,26,18,8,5,8,8,7,7,17,15,31,18,17,20,8,3,6,5,0,0,10,13,25,20,28,20,12,14,4,5,6,3,0,0,15,10,10,15,1,2,4,2,4,3,24,25,18,12,8,5,0,3,4,3,6,7,18,24,14,11,10,14,5,4,8,9,11,9,18,24,10,9,18,26,1,0,11,12,12,13,11,7,6,3,1,0,1,1,0,2,6,3,1,1,15,15,860,768,"1,628"
