"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20220301","麻布地区総合支所管内","南麻布五丁目","602","855","1457"
"20220301","麻布地区総合支所管内","元麻布一丁目","373","508","881"
"20220301","麻布地区総合支所管内","元麻布二丁目","609","783","1392"
"20220301","麻布地区総合支所管内","元麻布三丁目","488","596","1084"
"20220301","麻布地区総合支所管内","西麻布一丁目","681","685","1366"
"20220301","麻布地区総合支所管内","西麻布二丁目","987","1089","2076"
"20220301","麻布地区総合支所管内","西麻布三丁目","1134","1364","2498"
"20220301","麻布地区総合支所管内","西麻布四丁目","1136","1384","2520"
"20220301","麻布地区総合支所管内","六本木一丁目","751","972","1723"
"20220301","麻布地区総合支所管内","六本木二丁目","340","283","623"
"20220301","麻布地区総合支所管内","六本木三丁目","1054","996","2050"
"20220301","麻布地区総合支所管内","六本木四丁目","478","434","912"
"20220301","麻布地区総合支所管内","六本木五丁目","705","853","1558"
"20220301","麻布地区総合支所管内","六本木六丁目","475","615","1090"
"20220301","麻布地区総合支所管内","六本木七丁目","806","896","1702"
"20220301","麻布地区総合支所管内","麻布台一丁目","78","76","154"
"20220301","麻布地区総合支所管内","麻布台二丁目","162","179","341"
"20220301","麻布地区総合支所管内","麻布台三丁目","390","423","813"
"20220301","麻布地区総合支所管内","麻布十番一丁目","448","457","905"
"20220301","麻布地区総合支所管内","麻布十番二丁目","1017","1275","2292"
"20220301","麻布地区総合支所管内","麻布十番三丁目","661","698","1359"
"20220301","麻布地区総合支所管内","麻布十番四丁目","159","238","397"
"20220301","麻布地区総合支所管内","東麻布一丁目","844","1053","1897"
"20220301","麻布地区総合支所管内","東麻布二丁目","868","942","1810"
"20220301","麻布地区総合支所管内","東麻布三丁目","316","364","680"
"20220301","赤坂地区総合支所管内","元赤坂一丁目","141","147","288"
"20220301","赤坂地区総合支所管内","元赤坂二丁目","132","113","245"
"20220301","赤坂地区総合支所管内","赤坂一丁目","186","236","422"
"20220301","赤坂地区総合支所管内","赤坂二丁目","1168","1191","2359"
"20220301","赤坂地区総合支所管内","赤坂三丁目","123","90","213"
"20220301","赤坂地区総合支所管内","赤坂四丁目","959","973","1932"
"20220301","赤坂地区総合支所管内","赤坂五丁目","255","368","623"
"20220301","赤坂地区総合支所管内","赤坂六丁目","1430","1624","3054"
"20220301","赤坂地区総合支所管内","赤坂七丁目","949","1079","2028"
"20220301","赤坂地区総合支所管内","赤坂八丁目","1092","1490","2582"
"20220301","赤坂地区総合支所管内","赤坂九丁目","897","797","1694"
"20220301","赤坂地区総合支所管内","南青山一丁目","916","1162","2078"
"20220301","赤坂地区総合支所管内","南青山二丁目","834","999","1833"
"20220301","赤坂地区総合支所管内","南青山三丁目","422","546","968"
"20220301","赤坂地区総合支所管内","南青山四丁目","1172","1440","2612"
"20220301","赤坂地区総合支所管内","南青山五丁目","479","599","1078"
"20220301","赤坂地区総合支所管内","南青山六丁目","647","836","1483"
"20220301","赤坂地区総合支所管内","南青山七丁目","952","1219","2171"
"20220301","赤坂地区総合支所管内","北青山一丁目","420","640","1060"
"20220301","赤坂地区総合支所管内","北青山二丁目","194","249","443"
"20220301","赤坂地区総合支所管内","北青山三丁目","324","417","741"
"20220301","高輪地区総合支所管内","三田四丁目","1293","1680","2973"
"20220301","高輪地区総合支所管内","三田五丁目","2142","2856","4998"
"20220301","高輪地区総合支所管内","高輪一丁目","2348","3241","5589"
"20220301","高輪地区総合支所管内","高輪二丁目","2299","2939","5238"
"20220301","高輪地区総合支所管内","高輪三丁目","1749","2113","3862"
"20220301","高輪地区総合支所管内","高輪四丁目","1660","1816","3476"
"20220301","高輪地区総合支所管内","白金一丁目","1436","1975","3411"
"20220301","高輪地区総合支所管内","白金二丁目","858","1116","1974"
"20220301","高輪地区総合支所管内","白金三丁目","1397","1737","3134"
"20220301","高輪地区総合支所管内","白金四丁目","475","691","1166"
"20220301","高輪地区総合支所管内","白金五丁目","623","767","1390"
"20220301","高輪地区総合支所管内","白金六丁目","1352","1678","3030"
"20220301","高輪地区総合支所管内","白金台一丁目","342","469","811"
"20220301","高輪地区総合支所管内","白金台二丁目","1012","1329","2341"
"20220301","高輪地区総合支所管内","白金台三丁目","1282","1741","3023"
"20220301","高輪地区総合支所管内","白金台四丁目","682","942","1624"
"20220301","高輪地区総合支所管内","白金台五丁目","696","898","1594"
"20220301","芝浦港南地区総合支所管内","芝浦一丁目","1281","1230","2511"
"20220301","芝浦港南地区総合支所管内","芝浦二丁目","1430","1646","3076"
"20220301","芝浦港南地区総合支所管内","芝浦三丁目","786","859","1645"
"20220301","芝浦港南地区総合支所管内","芝浦四丁目","5998","6585","12583"
"20220301","芝浦港南地区総合支所管内","海岸二丁目","483","506","989"
"20220301","芝浦港南地区総合支所管内","海岸三丁目","1783","1456","3239"
"20220301","芝浦港南地区総合支所管内","港南一丁目","140","144","284"
"20220301","芝浦港南地区総合支所管内","港南二丁目","987","1108","2095"
"20220301","芝浦港南地区総合支所管内","港南三丁目","2278","2607","4885"
"20220301","芝浦港南地区総合支所管内","港南四丁目","3661","4257","7918"
"20220301","芝浦港南地区総合支所管内","港南五丁目","273","189","462"
"20220301","芝浦港南地区総合支所管内","台場一丁目","1630","1825","3455"
"20220301","芝浦港南地区総合支所管内","台場二丁目","373","394","767"

"町丁別選挙人名簿登録者数　令和4年3月1日時点","Ver202203",,,,
