地域階層,地域コード,地域,常住地／全国総数（人）,常住地／東京都総数（人）,常住地／区部（人）,常住地／千代田区（人）,常住地／中央区（人）,常住地／港区（人）,常住地／新宿区（人）,常住地／文京区（人）,常住地／台東区（人）,常住地／墨田区（人）,常住地／江東区（人）,常住地／品川区（人）,常住地／目黒区（人）,常住地／大田区（人）,常住地／世田谷区（人）,常住地／渋谷区（人）,常住地／中野区（人）,常住地／杉並区（人）,常住地／豊島区（人）,常住地／北区（人）,常住地／荒川区（人）,常住地／板橋区（人）,常住地／練馬区（人）,常住地／足立区（人）,常住地／葛飾区（人）,常住地／江戸川区（人）,常住地／市部（人）,常住地／八王子市（人）,常住地／立川市（人）,常住地／武蔵野市（人）,常住地／三鷹市（人）,常住地／青梅市（人）,常住地／府中市（人）,常住地／昭島市（人）,常住地／調布市（人）,常住地／町田市（人）,常住地／小金井市（人）,常住地／小平市（人）,常住地／日野市（人）,常住地／東村山市（人）,常住地／国分寺市（人）,常住地／国立市（人）,常住地／福生市（人）,常住地／狛江市（人）,常住地／東大和市（人）,常住地／清瀬市（人）,常住地／東久留米市（人）,常住地／武蔵村山市（人）,常住地／多摩市（人）,常住地／稲城市（人）,常住地／羽村市（人）,常住地／あきる野市（人）,常住地／西東京市（人）,常住地／郡部（人）,常住地／瑞穂町（人）,常住地／日の出町（人）,常住地／檜原村（人）,常住地／奥多摩町（人）,常住地／島部（人）,常住地／大島町（人）,常住地／利島村（人）,常住地／新島村（人）,常住地／神津島村（人）,常住地／三宅村（人）,常住地／御蔵島村（人）,常住地／八丈町（人）,常住地／青ヶ島村（人）,常住地／小笠原村（人）,常住地が他道府県／総数（人）,常住地が他道府県／関東地方／総数（人）,常住地が他道府県／関東地方／茨城県（人）,常住地が他道府県／関東地方／栃木県（人）,常住地が他道府県／関東地方／群馬県（人）,常住地が他道府県／関東地方／埼玉県（人）,常住地が他道府県／関東地方／千葉県（人）,常住地が他道府県／関東地方／神奈川県（人）,常住地が他道府県／他の道府県（人）
5,13108,従業地・通学地／江東区,305958,173276,157140,455,3188,1404,2293,1865,2003,7627,60395,4198,1577,5645,4682,1362,2618,4147,2377,2663,2207,4441,4756,6341,6308,24588,16091,1235,502,1073,1233,179,1155,282,1410,1194,766,868,572,609,611,273,90,422,220,308,577,84,572,434,76,81,1265,42,21,19,-,2,3,-,-,1,-,-,-,-,-,2,132682,129747,2893,602,494,30820,63905,31033,2935
5,13109,従業地・通学地／品川区,300651,157450,137571,313,1214,2842,1890,1352,1295,2101,4705,45352,5577,27261,8881,1772,2571,4824,2204,2542,1683,3761,4224,3368,3148,4691,19827,1688,588,1116,1363,191,1321,364,1657,2183,835,974,765,720,697,369,120,599,290,336,547,103,742,627,85,102,1445,50,26,23,-,1,2,-,-,1,-,1,-,-,-,-,143201,138398,2193,640,461,28371,27946,78787,4803
5,13110,従業地・通学地／目黒区,100933,62539,54540,111,300,775,815,568,363,457,985,4047,19482,5362,9239,1306,1032,2280,774,754,442,1274,1608,905,681,980,7987,563,225,479,620,69,597,130,817,1001,274,372,248,240,221,133,23,396,95,114,212,37,297,260,42,31,491,12,10,2,-,-,-,-,-,-,-,-,-,-,-,-,38394,37560,456,108,84,7462,4663,24787,834
5,13111,従業地・通学地／大田区,271926,167345,158814,197,953,1796,878,744,780,1226,2596,12152,2936,112137,5478,853,1046,1815,914,1331,988,1579,1682,1917,1883,2933,8506,700,256,359,469,76,619,130,677,1462,260,329,274,191,241,169,37,372,98,103,221,55,336,506,35,49,482,24,14,9,-,1,1,-,-,-,-,-,-,1,-,-,104581,101916,979,310,212,10472,14621,75322,2665
5,13112,従業地・通学地／世田谷区,199856,135711,106057,162,371,669,1132,625,374,643,1311,2633,3948,4668,70405,1946,1647,5593,1003,973,473,1657,2429,1078,859,1458,29599,2205,500,847,2034,159,2526,259,5098,3927,584,595,878,394,430,351,91,4167,210,170,316,109,1444,1322,78,113,792,55,37,16,-,2,-,-,-,-,-,-,-,-,-,-,64145,62778,616,168,158,9621,5615,46600,1367
5,13113,従業地・通学地／渋谷区,349085,201081,153777,467,1534,3120,4856,2313,1628,2482,5160,7207,9527,8742,25245,20792,7256,14503,4525,3770,2105,6795,9090,4297,3207,5156,47207,3977,1238,2951,3448,414,3672,711,5579,4489,1783,1913,1770,1423,1523,770,282,2172,543,618,1133,191,2099,1246,185,249,2828,93,51,37,3,2,4,2,-,-,-,-,-,2,-,-,148004,144699,2306,663,495,43840,24560,72835,3305
5,13114,従業地・通学地／中野区,90360,66935,51536,99,211,261,2355,461,239,401,959,634,426,873,2027,1030,21649,7296,1125,787,347,1613,6166,832,575,1170,15337,1091,600,1042,1184,206,830,363,843,584,949,1115,597,793,804,288,131,263,302,277,633,120,335,223,93,126,1545,61,32,24,-,5,1,-,-,-,-,-,-,1,-,-,23425,22662,416,122,111,10101,4622,7290,763
5,13115,従業地・通学地／杉並区,113544,95514,69650,85,167,236,1195,393,207,329,709,525,492,755,4329,812,5466,43438,667,624,284,1301,5714,604,451,867,25765,1849,904,2432,2883,358,1703,576,2014,610,1772,1454,981,1011,1191,508,213,359,409,230,709,189,588,358,190,188,2086,96,56,33,1,6,3,2,-,-,-,-,-,1,-,-,18030,17256,295,85,76,7665,3089,6046,774
5,13116,従業地・通学地／豊島区,186584,104708,87663,193,404,543,2648,2726,792,905,1745,1328,930,1796,2954,894,2691,3197,22923,5625,1746,14036,12142,3268,1906,2271,17002,1091,467,686,742,150,806,257,951,865,561,978,458,1143,492,202,107,338,331,1115,1682,104,443,266,73,86,2608,42,34,7,1,-,1,1,-,-,-,-,-,-,-,-,81876,80541,1840,578,356,51561,12681,13525,1335
5,13117,従業地・通学地／北区,99494,56931,53310,66,122,177,515,1040,475,406,674,476,264,689,727,257,597,820,1990,28280,2494,5475,1935,3875,1077,879,3611,245,154,215,160,51,192,62,226,193,154,225,123,209,119,59,30,84,63,151,248,26,88,45,20,20,449,10,7,3,-,-,-,-,-,-,-,-,-,-,-,-,42563,41888,1124,515,270,31027,5342,3610,675
5,13118,従業地・通学地／荒川区,59188,38424,36945,57,106,121,244,630,1366,752,639,287,157,406,383,111,239,351,612,2033,18013,916,685,5620,2272,945,1476,101,55,87,81,14,93,26,95,115,72,84,44,78,62,24,4,34,34,55,74,12,45,29,6,9,143,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,20764,20484,1293,201,128,9805,7147,1910,280
5,13119,従業地・通学地／板橋区,141469,96309,91395,98,166,202,773,1081,299,355,722,468,308,613,962,311,950,1149,3484,5276,699,62040,7947,1727,833,932,4894,260,143,218,224,50,256,98,281,231,148,353,135,283,159,68,19,111,99,340,449,43,113,72,20,32,689,20,14,4,1,1,-,-,-,-,-,-,-,-,-,-,45160,44467,605,281,203,36248,3749,3381,693
5,13120,従業地・通学地／練馬区,123349,94080,78594,54,95,142,813,475,151,185,352,263,257,391,815,262,2703,2567,1720,908,308,5459,59161,691,361,461,15446,347,320,619,450,88,373,147,356,194,323,1071,166,1380,296,117,54,123,388,1433,2324,143,108,71,57,55,4443,38,26,11,1,-,2,2,-,-,-,-,-,-,-,-,29269,28697,270,112,101,24228,1906,2080,572
5,13121,従業地・通学地／足立区,157811,103409,101643,72,230,178,341,673,960,1526,1095,345,184,496,542,212,351,460,651,2232,3325,1249,854,76890,6785,1992,1761,129,59,91,114,20,115,27,123,108,70,109,65,93,52,24,11,37,35,74,97,20,49,26,9,11,193,4,4,-,-,-,1,-,-,-,-,-,-,1,-,-,54402,53793,2627,415,246,34886,13577,2042,609
5,13122,従業地・通学地／葛飾区,95381,68044,67165,69,167,123,208,312,442,1591,1091,241,112,357,318,99,169,258,262,459,938,437,335,5984,47345,5848,874,66,38,55,56,11,57,10,62,58,47,46,34,46,30,14,8,29,13,12,44,14,25,18,3,-,78,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,27337,27014,1244,77,56,7553,16751,1333,323
5,13123,従業地・通学地／江戸川区,143552,105702,103845,131,423,202,408,417,475,2055,5211,495,199,666,541,195,413,577,323,474,551,648,526,1938,5941,81036,1845,136,53,98,150,23,148,40,173,106,92,108,58,78,68,35,16,50,29,36,58,15,64,46,8,12,145,8,5,3,-,-,4,2,-,-,-,1,-,-,-,1,37850,37033,523,82,69,5285,28338,2736,817
4,13200,従業地・通学地／市部,1196185,991249,73153,312,478,786,2668,1168,570,852,1847,1759,1494,2903,12629,1865,4838,14709,1910,1605,724,3093,12132,1495,1204,2112,907342,157433,46039,21597,30331,39768,67437,34855,40179,63205,22439,40963,49701,31310,25157,17266,16800,8989,22760,11173,20987,19447,31714,16818,18155,22536,30283,10748,6329,3452,314,653,6,-,-,4,-,-,-,2,-,-,204936,194969,1424,566,768,70040,10552,111619,9967
5,13201,従業地・通学地／八王子市,185190,156875,6012,34,59,86,275,143,81,88,169,185,161,325,998,198,400,1069,163,138,63,288,594,141,129,225,149863,105956,2743,730,758,1640,2992,2512,1528,4410,842,1067,10218,617,1441,1021,1153,198,757,146,272,639,3463,880,849,2552,479,998,458,471,38,31,2,-,-,1,-,-,-,1,-,-,28315,25022,188,78,148,5411,1058,18139,3293
5,13202,従業地・通学地／立川市,88168,75222,5359,28,44,70,252,84,47,78,169,139,128,226,657,107,448,1166,149,128,67,292,672,125,113,170,68971,6493,21610,748,788,2199,2502,5436,784,817,1192,2333,4239,1406,2732,2710,1472,126,3093,249,460,2700,912,549,1176,1514,731,891,545,279,16,51,1,-,-,-,-,-,-,1,-,-,12946,11947,88,25,52,5633,758,5391,999
5,13203,従業地・通学地／武蔵野市,59575,50946,11591,44,59,83,357,136,66,117,264,205,178,296,1086,204,806,3749,217,185,102,317,2523,187,153,257,39264,1557,975,12640,4816,353,1831,631,1156,287,2953,1884,814,853,1435,532,223,126,412,179,602,196,238,192,175,211,3993,90,57,31,-,2,1,-,-,1,-,-,-,-,-,-,8629,8220,113,35,22,4040,1323,2687,409
5,13204,従業地・通学地／三鷹市,49039,43441,6372,26,22,57,193,79,49,66,160,120,129,192,1086,125,453,1859,146,140,56,206,803,115,104,186,36972,1362,710,2599,16630,282,2085,456,3338,299,1824,1167,685,493,916,386,141,237,308,127,396,191,349,342,134,161,1354,97,50,34,3,10,-,-,-,-,-,-,-,-,-,-,5598,5327,88,19,42,2327,815,2036,271
5,13205,従業地・通学地／青梅市,42376,37239,459,1,5,2,20,11,1,2,19,19,5,21,41,12,36,120,16,8,4,22,65,9,5,15,34826,1005,771,100,105,22681,276,1203,59,87,159,233,369,221,235,186,1290,15,321,30,64,461,72,42,3209,1537,95,1954,1152,415,49,338,-,-,-,-,-,-,-,-,-,-,5137,4923,16,18,41,4092,136,620,214
5,13206,従業地・通学地／府中市,97997,82214,6236,28,48,83,234,102,49,90,198,221,145,335,1298,184,329,994,165,175,73,329,617,192,130,217,75778,5413,1811,610,1173,731,39977,1061,3520,1086,1585,1499,3553,850,2271,2108,354,420,568,284,323,333,3072,1932,336,405,503,200,115,75,5,5,-,-,-,-,-,-,-,-,-,-,15783,15139,130,34,53,5707,1027,8188,644
5,13207,従業地・通学地／昭島市,38771,35367,1023,3,9,6,34,22,8,7,27,24,14,32,109,29,103,228,30,32,11,57,158,28,22,30,33565,2086,3448,164,184,1757,500,15001,113,191,256,588,835,341,430,409,1958,15,696,48,113,1248,177,95,1076,1646,190,779,461,273,16,29,-,-,-,-,-,-,-,-,-,-,3404,3192,56,17,23,1770,264,1062,212
5,13208,従業地・通学地／調布市,60461,51935,6969,19,48,77,215,102,54,89,196,165,154,262,2450,277,311,1072,152,131,66,244,448,112,115,210,44920,2641,426,411,2390,112,5258,217,23839,779,480,363,1232,213,273,305,74,1576,153,74,138,114,1789,1586,60,104,313,45,28,17,-,-,1,-,-,1,-,-,-,-,-,-,8526,8155,96,41,27,1950,782,5259,371
5,13209,従業地・通学地／町田市,107449,63678,3550,19,32,55,139,59,33,42,82,151,141,338,1149,145,129,329,73,76,32,119,174,71,56,106,60090,4420,299,96,142,98,555,161,465,49562,107,141,615,87,169,148,64,346,81,20,43,57,1571,630,44,88,81,38,23,14,1,-,-,-,-,-,-,-,-,-,-,-,43771,43266,64,33,28,948,473,41720,505
5,13210,従業地・通学地／小金井市,25452,22528,2136,13,13,36,115,33,18,30,54,48,41,71,213,52,200,540,55,40,21,91,321,32,33,66,20328,731,538,736,724,179,1430,290,294,134,8849,2136,372,459,1155,282,114,47,234,116,311,128,142,96,86,125,620,64,43,17,2,2,-,-,-,-,-,-,-,-,-,-,2924,2720,37,15,16,1405,316,931,204
5,13211,従業地・通学地／小平市,48216,40780,2837,15,16,28,128,67,24,33,64,65,46,98,230,50,278,535,100,78,31,139,625,61,41,85,37759,776,1369,389,328,394,752,516,194,189,959,18435,405,3663,1743,388,201,41,2180,337,1554,685,128,139,275,211,1508,184,126,42,2,14,-,-,-,-,-,-,-,-,-,-,7436,7062,70,58,66,4662,449,1757,374
5,13212,従業地・通学地／日野市,50014,43699,1866,12,17,19,71,37,15,34,57,61,32,87,315,40,119,377,38,59,22,75,217,46,39,77,41617,9532,1559,281,292,503,1189,1024,483,694,349,461,20349,274,693,566,300,53,379,58,103,294,1143,266,264,366,142,216,130,75,7,4,-,-,-,-,-,-,-,-,-,-,6315,5566,74,24,28,1706,320,3414,749
5,13213,従業地・通学地／東村山市,31659,25405,1434,4,7,17,69,26,8,12,25,22,15,20,68,21,123,219,64,35,11,102,502,23,15,26,23882,305,460,103,93,160,256,223,66,34,202,1786,176,14607,395,90,88,11,1363,969,1232,319,59,25,77,105,678,89,73,14,1,1,-,-,-,-,-,-,-,-,-,-,6254,6185,24,10,14,5692,136,309,69
5,13214,従業地・通学地／国分寺市,28369,23944,1835,6,17,20,66,31,21,25,76,41,28,62,137,41,175,460,58,41,27,87,246,48,42,80,22024,1030,1345,360,359,333,1351,569,185,143,1018,2602,589,865,8231,797,187,35,542,93,197,247,170,117,143,194,322,85,51,27,-,7,-,-,-,-,-,-,-,-,-,-,4425,4158,59,23,26,2425,422,1203,267
5,13215,従業地・通学地／国立市,21345,18736,1180,11,8,23,40,21,12,14,28,30,38,53,188,38,70,277,31,34,6,40,142,23,16,37,17450,1125,1566,190,248,232,1640,725,232,179,339,581,928,225,1421,6092,142,29,275,47,76,208,289,207,146,182,126,106,69,30,3,4,-,-,-,-,-,-,-,-,-,-,2609,2453,22,11,11,1023,278,1108,156
5,13218,従業地・通学地／福生市,17022,15632,248,1,2,2,9,5,1,1,4,-,6,6,34,8,27,65,3,6,1,12,43,7,2,3,14468,654,585,61,45,1410,143,1142,40,40,85,167,193,135,122,133,5853,5,214,15,39,470,36,34,1342,1428,77,916,663,201,13,39,-,-,-,-,-,-,-,-,-,-,1390,1305,10,3,3,1014,42,233,85
5,13219,従業地・通学地／狛江市,12263,9748,1549,6,5,23,29,21,8,12,22,21,26,59,930,43,33,119,17,27,9,28,43,18,19,31,8195,200,39,28,123,7,295,18,1176,379,26,30,55,27,30,34,5,5290,8,11,7,7,166,194,7,6,27,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2515,2463,18,5,3,241,106,2090,52
5,13220,従業地・通学地／東大和市,17470,16039,425,1,1,-,19,9,3,2,4,4,7,13,32,5,43,100,10,6,7,17,125,7,2,8,15451,307,1181,53,55,256,127,329,35,44,85,1045,196,1100,197,114,114,4,7976,70,141,1433,68,34,129,155,203,163,128,30,1,4,-,-,-,-,-,-,-,-,-,-,1431,1385,6,5,3,1108,59,204,46
5,13221,従業地・通学地／清瀬市,15881,11340,1166,5,2,6,47,29,7,7,14,12,18,21,37,16,56,72,82,33,9,87,556,24,13,13,10161,68,71,53,40,22,90,37,21,20,84,272,37,1020,79,32,20,6,107,6294,1233,47,14,14,14,16,450,13,10,2,-,1,-,-,-,-,-,-,-,-,-,-,4541,4505,32,11,8,4145,139,170,36
5,13222,従業地・通学地／東久留米市,23725,19565,1377,2,3,6,47,20,11,5,19,16,11,20,62,17,71,134,65,41,14,100,659,25,13,16,18148,112,176,131,83,57,134,86,33,15,125,1215,47,1475,118,59,41,12,257,1234,10880,130,23,22,21,31,1631,40,29,10,-,1,-,-,-,-,-,-,-,-,-,-,4160,4101,23,12,5,3794,86,181,59
5,13223,従業地・通学地／武蔵村山市,21313,19527,344,-,4,3,15,2,2,4,4,8,7,17,26,4,31,55,8,4,7,19,99,7,9,9,18397,485,2377,50,53,600,165,1056,37,44,94,466,197,510,197,122,361,7,1787,57,126,8688,54,25,385,329,125,786,702,68,4,12,-,-,-,-,-,-,-,-,-,-,1786,1725,15,6,12,1260,143,289,61
5,13224,従業地・通学地／多摩市,53736,42627,3291,18,32,38,102,69,21,46,92,94,83,173,979,151,156,444,85,77,44,132,192,90,62,111,39274,7796,537,126,292,151,2351,253,1670,2828,183,255,2666,163,274,337,100,250,222,46,72,118,16433,1819,69,138,125,62,42,17,1,2,-,-,-,-,-,-,-,-,-,-,11109,10803,67,28,26,1336,442,8904,306
5,13225,従業地・通学地／稲城市,19462,14752,921,2,5,13,18,6,12,15,24,30,27,80,278,41,36,116,18,19,2,41,64,27,13,34,13819,1104,154,44,107,43,1010,101,702,758,66,77,350,46,88,125,27,109,43,20,29,39,1205,7479,24,39,30,12,10,2,-,-,-,-,-,-,-,-,-,-,-,-,4710,4621,16,12,59,426,114,3994,89
5,13227,従業地・通学地／羽村市,21317,19710,258,-,2,3,6,4,1,4,9,9,4,7,28,3,28,65,4,9,1,16,37,6,7,5,18084,738,527,52,55,4083,134,855,34,49,82,171,232,142,130,109,1479,3,236,19,50,365,49,26,7406,1000,58,1368,1077,217,20,54,-,-,-,-,-,-,-,-,-,-,1607,1504,6,5,9,1209,40,235,103
5,13228,従業地・通学地／あきる野市,19300,18353,177,2,2,3,8,4,3,6,3,4,4,7,20,2,19,45,6,1,1,8,17,4,3,5,16672,1265,437,48,49,1360,106,771,34,53,37,122,182,80,113,92,967,3,133,8,20,137,35,24,643,9909,44,1503,254,1078,129,42,1,-,-,1,-,-,-,-,-,-,947,854,10,8,4,473,55,304,93
5,13229,従業地・通学地／西東京市,40615,31947,4538,12,16,27,160,46,15,23,64,65,46,82,178,52,358,500,155,82,37,225,2190,67,48,90,27364,272,325,794,399,125,288,182,141,84,458,1867,167,1438,269,89,72,25,415,622,2506,193,57,49,65,84,16378,45,31,11,3,-,-,-,-,-,-,-,-,-,-,-,8668,8368,96,30,39,6243,769,1191,300
4,13300,従業地・通学地／郡部,27120,24006,182,-,-,-,10,3,-,1,9,5,4,8,26,1,13,34,10,3,-,8,36,3,1,7,15138,830,634,30,48,3870,105,974,28,43,50,242,173,151,98,69,1147,7,389,25,74,1125,38,22,1891,2973,102,8686,4801,2238,489,1158,-,-,-,-,-,-,-,-,-,-,3114,3016,17,5,24,2685,45,240,98
5,13303,従業地・通学地／瑞穂町,17471,14745,124,-,-,-,5,3,-,-,6,5,3,4,15,1,8,25,4,2,-,8,30,2,-,3,9740,444,510,24,38,2552,71,721,22,32,39,214,117,132,70,49,827,6,357,21,70,1079,26,16,1544,670,89,4881,4701,135,10,35,-,-,-,-,-,-,-,-,-,-,2726,2683,15,2,21,2460,30,155,43
5,13305,従業地・通学地／日の出町,6826,6549,50,-,-,-,5,-,-,1,2,-,1,4,11,-,5,5,6,1,-,-,5,1,-,3,4274,350,102,6,8,703,29,206,6,8,8,25,46,13,24,17,288,-,25,3,4,38,8,6,269,2069,13,2225,85,2051,63,26,-,-,-,-,-,-,-,-,-,-,277,264,2,2,1,179,8,72,13
5,13307,従業地・通学地／檜原村,779,760,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,305,23,13,-,1,34,3,18,-,-,3,-,2,3,1,1,9,-,4,1,-,4,1,-,9,175,-,453,2,32,416,3,-,-,-,-,-,-,-,-,-,-,19,12,-,1,-,6,-,5,7
5,13308,従業地・通学地／奥多摩町,2044,1952,6,-,-,-,-,-,-,-,1,-,-,-,-,-,-,3,-,-,-,-,1,-,-,1,819,13,9,-,1,581,2,29,-,3,-,3,8,3,3,2,23,1,3,-,-,4,3,-,69,59,-,1127,13,20,-,1094,-,-,-,-,-,-,-,-,-,-,92,57,-,-,2,40,7,8,35
4,13350,従業地・通学地／島部,12811,12332,215,1,2,2,1,4,3,3,19,15,10,18,17,6,6,12,12,5,4,16,14,7,20,18,76,6,3,7,5,3,5,2,11,4,-,3,4,4,3,-,-,1,2,1,-,1,3,-,1,-,7,2,1,1,-,-,12039,3295,180,1174,838,1184,178,3177,121,1892,479,389,10,1,4,129,107,138,90
5,13361,従業地・通学地／大島町,3408,3340,33,-,-,1,-,-,-,1,3,4,-,1,4,1,-,-,4,1,2,2,3,-,4,2,11,1,1,-,1,1,2,-,1,1,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,1,-,-,3295,3295,-,-,-,-,-,-,-,-,68,57,3,-,1,13,16,24,11
5,13362,従業地・通学地／利島村,249,203,18,-,-,1,-,3,1,1,-,1,-,1,1,-,-,-,1,1,1,2,2,1,1,-,4,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,181,-,180,1,-,-,-,-,-,-,46,44,-,-,-,18,15,11,2
