性別階層,性別コード,性別,年齢階級階層,年齢階級コード,年齢階級,地域階層,地域コード,地域,人口／昼間人口（人）,人口／常住人口（人）,人口／昼夜間人口比率（％）,就業者（15歳以上）／昼間就業者（人）,就業者（15歳以上）／常住就業者（人）,就業者（15歳以上）／流入通勤者（人）,就業者（15歳以上）／流出通勤者（人）,就業者（15歳以上）／残留就業者（人）,就業者（15歳以上）／昼夜間就業者比率（％）
1,1,男,1,12,65歳以上,2,13209,町田市,44401,47802,92.9,10369,13774,2723,6128,7646,75.3
1,1,男,2,13,うち75歳以上,2,13209,町田市,20844,21320,97.8,2272,2748,276,752,1996,82.7
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13209,町田市,217042,220036,98.6,67991,75013,27337,34359,40654,90.6
1,2,女,1,1,15歳未満,2,13209,町田市,27064,26950,100.4,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13209,町田市,13161,10905,120.7,1957,1390,1195,628,762,140.8
1,2,女,1,3,20～24歳,2,13209,町田市,13860,10818,128.1,5879,5093,3932,3146,1947,115.4
1,2,女,1,4,25～29歳,2,13209,町田市,9101,9820,92.7,5364,6063,3085,3784,2279,88.5
1,2,女,1,5,30～34歳,2,13209,町田市,10416,11206,93,5323,6111,2810,3598,2513,87.1
1,2,女,1,6,15～16歳,2,13209,町田市,12607,14052,89.7,6062,7500,2517,3955,3545,80.8
1,2,女,1,7,40～44歳,2,13209,町田市,16424,18103,90.7,8577,10255,3158,4836,5419,83.6
1,2,女,1,8,15～49歳,2,13209,町田市,15086,16534,91.2,8519,9967,2942,4390,5577,85.5
1,2,女,1,9,50～54歳,2,13209,町田市,12807,13721,93.3,7383,8302,2650,3569,4733,88.9
1,2,女,1,10,55～59歳,2,13209,町田市,11140,11807,94.4,6065,6728,2072,2735,3993,90.1
1,2,女,1,11,60～64歳,2,13209,町田市,12413,12830,96.7,5079,5499,1493,1913,3586,92.4
1,2,女,1,12,65歳以上,2,13209,町田市,61331,61658,99.5,7783,8105,1483,1805,6300,96
1,2,女,2,13,うち75歳以上,2,13209,町田市,30142,30206,99.8,1430,1491,121,182,1309,95.9
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13210,小金井市,104257,121396,85.9,33296,55350,16603,38657,16693,60.2
0,0,総数,1,1,15歳未満,2,13210,小金井市,14701,13787,106.6,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13210,小金井市,7994,6077,131.5,855,709,586,440,269,120.6
0,0,総数,1,3,20～24歳,2,13210,小金井市,10357,9043,114.5,3214,4111,1922,2819,1292,78.2
0,0,総数,1,4,25～29歳,2,13210,小金井市,5409,8252,65.5,2552,5457,1335,4240,1217,46.8
0,0,総数,1,5,30～34歳,2,13210,小金井市,5534,8486,65.2,2725,5653,1409,4337,1316,48.2
0,0,総数,1,6,15～16歳,2,13210,小金井市,5886,8900,66.1,2896,5911,1563,4578,1333,49
0,0,総数,1,7,40～44歳,2,13210,小金井市,6435,9192,70,3581,6335,1950,4704,1631,56.5
0,0,総数,1,8,15～49歳,2,13210,小金井市,6200,9240,67.1,3538,6574,1757,4793,1781,53.8
0,0,総数,1,9,50～54歳,2,13210,小金井市,5785,8548,67.7,3592,6348,1810,4566,1782,56.6
0,0,総数,1,10,55～59歳,2,13210,小金井市,4965,7003,70.9,2985,5022,1513,3550,1472,59.4
0,0,総数,1,11,60～64歳,2,13210,小金井市,5300,6427,82.5,2674,3793,1299,2418,1375,70.5
0,0,総数,1,12,65歳以上,2,13210,小金井市,23496,24246,96.9,4684,5437,1459,2212,3225,86.2
0,0,総数,2,13,うち75歳以上,2,13210,小金井市,11761,11925,98.6,1116,1282,158,324,958,87.1
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13210,小金井市,49668,60168,82.5,17558,31592,9473,23507,8085,55.6
1,1,男,1,1,15歳未満,2,13210,小金井市,7615,7075,107.6,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13210,小金井市,4567,3178,143.7,470,354,323,207,147,132.8
1,1,男,1,3,20～24歳,2,13210,小金井市,6493,4956,131,1873,2037,1105,1269,768,91.9
1,1,男,1,4,25～29歳,2,13210,小金井市,2841,4215,67.4,1332,2757,660,2085,672,48.3
1,1,男,1,5,30～34歳,2,13210,小金井市,2626,4353,60.3,1480,3188,761,2469,719,46.4
1,1,男,1,6,15～16歳,2,13210,小金井市,2597,4547,57.1,1511,3462,875,2826,636,43.6
1,1,男,1,7,40～44歳,2,13210,小金井市,2744,4612,59.5,1787,3650,1085,2948,702,49
1,1,男,1,8,15～49歳,2,13210,小金井市,2487,4609,54,1635,3753,914,3032,721,43.6
1,1,男,1,9,50～54歳,2,13210,小金井市,2401,4363,55,1712,3672,1021,2981,691,46.6
1,1,男,1,10,55～59歳,2,13210,小金井市,2068,3613,57.2,1479,3022,872,2415,607,48.9
1,1,男,1,11,60～64歳,2,13210,小金井市,2366,3230,73.3,1492,2354,850,1712,642,63.4
1,1,男,1,12,65歳以上,2,13210,小金井市,9785,10339,94.6,2787,3343,1007,1563,1780,83.4
1,1,男,2,13,うち75歳以上,2,13210,小金井市,4445,4587,96.9,646,789,100,243,546,81.9
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13210,小金井市,54589,61228,89.2,15738,23758,7130,15150,8608,66.2
1,2,女,1,1,15歳未満,2,13210,小金井市,7086,6712,105.6,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13210,小金井市,3427,2899,118.2,385,355,263,233,122,108.5
1,2,女,1,3,20～24歳,2,13210,小金井市,3864,4087,94.5,1341,2074,817,1550,524,64.7
1,2,女,1,4,25～29歳,2,13210,小金井市,2568,4037,63.6,1220,2700,675,2155,545,45.2
1,2,女,1,5,30～34歳,2,13210,小金井市,2908,4133,70.4,1245,2465,648,1868,597,50.5
1,2,女,1,6,15～16歳,2,13210,小金井市,3289,4353,75.6,1385,2449,688,1752,697,56.6
1,2,女,1,7,40～44歳,2,13210,小金井市,3691,4580,80.6,1794,2685,865,1756,929,66.8
1,2,女,1,8,15～49歳,2,13210,小金井市,3713,4631,80.2,1903,2821,843,1761,1060,67.5
1,2,女,1,9,50～54歳,2,13210,小金井市,3384,4185,80.9,1880,2676,789,1585,1091,70.3
1,2,女,1,10,55～59歳,2,13210,小金井市,2897,3390,85.5,1506,2000,641,1135,865,75.3
1,2,女,1,11,60～64歳,2,13210,小金井市,2934,3197,91.8,1182,1439,449,706,733,82.1
1,2,女,1,12,65歳以上,2,13210,小金井市,13711,13907,98.6,1897,2094,452,649,1445,90.6
1,2,女,2,13,うち75歳以上,2,13210,小金井市,7316,7338,99.7,470,493,58,81,412,95.3
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13211,小平市,166779,190005,87.8,59635,82716,29781,52862,29854,72.1
0,0,総数,1,1,15歳未満,2,13211,小平市,24350,24118,101,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13211,小平市,10610,10694,99.2,930,1445,464,979,466,64.4
0,0,総数,1,3,20～24歳,2,13211,小平市,10187,13205,77.1,3665,6136,1801,4272,1864,59.7
0,0,総数,1,4,25～29歳,2,13211,小平市,7712,10382,74.3,4394,6873,2232,4711,2162,63.9
0,0,総数,1,5,30～34歳,2,13211,小平市,8928,11565,77.2,5093,7690,2739,5336,2354,66.2
0,0,総数,1,6,15～16歳,2,13211,小平市,10550,13055,80.8,6058,8545,3399,5886,2659,70.9
0,0,総数,1,7,40～44歳,2,13211,小平市,12326,14972,82.3,7675,10313,4265,6903,3410,74.4
0,0,総数,1,8,15～49歳,2,13211,小平市,11900,14509,82,7660,10267,4087,6694,3573,74.6
0,0,総数,1,9,50～54歳,2,13211,小平市,10499,13024,80.6,6880,9404,3644,6168,3236,73.2
0,0,総数,1,10,55～59歳,2,13211,小平市,8410,10491,80.2,5202,7282,2745,4825,2457,71.4
0,0,総数,1,11,60～64歳,2,13211,小平市,8737,10149,86.1,4497,5907,2172,3582,2325,76.1
0,0,総数,1,12,65歳以上,2,13211,小平市,40868,42139,97,7581,8854,2233,3506,5348,85.6
0,0,総数,2,13,うち75歳以上,2,13211,小平市,20849,21050,99,1767,1969,242,444,1525,89.7
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13211,小平市,77664,93777,82.8,33466,47578,18383,32495,15083,70.3
1,1,男,1,1,15歳未満,2,13211,小平市,12535,12442,100.7,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13211,小平市,4401,5461,80.6,356,667,144,455,212,53.4
1,1,男,1,3,20～24歳,2,13211,小平市,4054,6412,63.2,1624,2829,734,1939,890,57.4
1,1,男,1,4,25～29歳,2,13211,小平市,4032,5259,76.7,2517,3586,1242,2311,1275,70.2
1,1,男,1,5,30～34歳,2,13211,小平市,4645,6035,77,3152,4518,1740,3106,1412,69.8
1,1,男,1,6,15～16歳,2,13211,小平市,5311,6794,78.2,3774,5252,2259,3737,1515,71.9
1,1,男,1,7,40～44歳,2,13211,小平市,6019,7666,78.5,4425,6068,2789,4432,1636,72.9
1,1,男,1,8,15～49歳,2,13211,小平市,5737,7368,77.9,4244,5874,2632,4262,1612,72.3
1,1,男,1,9,50～54歳,2,13211,小平市,4972,6685,74.4,3690,5404,2284,3998,1406,68.3
1,1,男,1,10,55～59歳,2,13211,小平市,3819,5334,71.6,2788,4302,1702,3216,1086,64.8
1,1,男,1,11,60～64歳,2,13211,小平市,3907,5076,77,2473,3641,1364,2532,1109,67.9
1,1,男,1,12,65歳以上,2,13211,小平市,17181,18194,94.4,4423,5437,1493,2507,2930,81.4
1,1,男,2,13,うち75歳以上,2,13211,小平市,8254,8412,98.1,1062,1220,165,323,897,87
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13211,小平市,89115,96228,92.6,26169,35138,11398,20367,14771,74.5
1,2,女,1,1,15歳未満,2,13211,小平市,11815,11676,101.2,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13211,小平市,6209,5233,118.7,574,778,320,524,254,73.8
1,2,女,1,3,20～24歳,2,13211,小平市,6133,6793,90.3,2041,3307,1067,2333,974,61.7
1,2,女,1,4,25～29歳,2,13211,小平市,3680,5123,71.8,1877,3287,990,2400,887,57.1
1,2,女,1,5,30～34歳,2,13211,小平市,4283,5530,77.5,1941,3172,999,2230,942,61.2
1,2,女,1,6,15～16歳,2,13211,小平市,5239,6261,83.7,2284,3293,1140,2149,1144,69.4
1,2,女,1,7,40～44歳,2,13211,小平市,6307,7306,86.3,3250,4245,1476,2471,1774,76.6
1,2,女,1,8,15～49歳,2,13211,小平市,6163,7141,86.3,3416,4393,1455,2432,1961,77.8
1,2,女,1,9,50～54歳,2,13211,小平市,5527,6339,87.2,3190,4000,1360,2170,1830,79.8
1,2,女,1,10,55～59歳,2,13211,小平市,4591,5157,89,2414,2980,1043,1609,1371,81
1,2,女,1,11,60～64歳,2,13211,小平市,4830,5073,95.2,2024,2266,808,1050,1216,89.3
1,2,女,1,12,65歳以上,2,13211,小平市,23687,23945,98.9,3158,3417,740,999,2418,92.4
1,2,女,2,13,うち75歳以上,2,13211,小平市,12595,12638,99.7,705,749,77,121,628,94.1
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13212,日野市,163592,186283,87.8,59417,80597,29665,50845,29752,73.7
0,0,総数,1,1,15歳未満,2,13212,日野市,22917,23438,97.8,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13212,日野市,8689,10009,86.8,1291,1328,705,742,586,97.2
0,0,総数,1,3,20～24歳,2,13212,日野市,11513,12033,95.7,4550,5506,2421,3377,2129,82.6
0,0,総数,1,4,25～29歳,2,13212,日野市,7808,9856,79.2,4639,6623,2565,4549,2074,70
0,0,総数,1,5,30～34歳,2,13212,日野市,8605,11260,76.4,5011,7649,2762,5400,2249,65.5
0,0,総数,1,6,15～16歳,2,13212,日野市,9875,12734,77.5,5851,8693,3181,6023,2670,67.3
0,0,総数,1,7,40～44歳,2,13212,日野市,12159,15295,79.5,7674,10795,4140,7261,3534,71.1
0,0,総数,1,8,15～49歳,2,13212,日野市,11507,14284,80.6,7747,10516,4011,6780,3736,73.7
0,0,総数,1,9,50～54歳,2,13212,日野市,9541,11638,82,6461,8553,3522,5614,2939,75.5
0,0,総数,1,10,55～59歳,2,13212,日野市,7678,9121,84.2,5100,6538,2745,4183,2355,78
0,0,総数,1,11,60～64歳,2,13212,日野市,8476,10005,84.7,4268,5790,1935,3457,2333,73.7
0,0,総数,1,12,65歳以上,2,13212,日野市,41923,43709,95.9,6825,8606,1678,3459,5147,79.3
0,0,総数,2,13,うち75歳以上,2,13212,日野市,20377,20643,98.7,1378,1643,125,390,1253,83.9
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13212,日野市,80655,93349,86.4,35155,47119,20031,31995,15124,74.6
1,1,男,1,1,15歳未満,2,13212,日野市,11665,11919,97.9,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13212,日野市,4584,5157,88.9,763,710,419,366,344,107.5
1,1,男,1,3,20～24歳,2,13212,日野市,6642,6643,100,2724,2931,1429,1636,1295,92.9
1,1,男,1,4,25～29歳,2,13212,日野市,4436,5142,86.3,2871,3554,1626,2309,1245,80.8
1,1,男,1,5,30～34歳,2,13212,日野市,4511,5894,76.5,3067,4446,1790,3169,1277,69
1,1,男,1,6,15～16歳,2,13212,日野市,4944,6697,73.8,3499,5251,2148,3900,1351,66.6
1,1,男,1,7,40～44歳,2,13212,日野市,5970,7961,75,4413,6396,2784,4767,1629,69
1,1,男,1,8,15～49歳,2,13212,日野市,5887,7642,77,4439,6190,2721,4472,1718,71.7
1,1,男,1,9,50～54歳,2,13212,日野市,4854,6148,79,3698,4987,2448,3737,1250,74.2
1,1,男,1,10,55～59歳,2,13212,日野市,3849,4681,82.2,3017,3845,1981,2809,1036,78.5
1,1,男,1,11,60～64歳,2,13212,日野市,3954,4873,81.1,2537,3453,1448,2364,1089,73.5
1,1,男,1,12,65歳以上,2,13212,日野市,18016,19249,93.6,4127,5356,1237,2466,2890,77.1
1,1,男,2,13,うち75歳以上,2,13212,日野市,8396,8603,97.6,856,1062,96,302,760,80.6
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13212,日野市,82937,92934,89.2,24262,33478,9634,18850,14628,72.5
1,2,女,1,1,15歳未満,2,13212,日野市,11252,11519,97.7,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13212,日野市,4105,4852,84.6,528,618,286,376,242,85.4
1,2,女,1,3,20～24歳,2,13212,日野市,4871,5390,90.4,1826,2575,992,1741,834,70.9
1,2,女,1,4,25～29歳,2,13212,日野市,3372,4714,71.5,1768,3069,939,2240,829,57.6
1,2,女,1,5,30～34歳,2,13212,日野市,4094,5366,76.3,1944,3203,972,2231,972,60.7
1,2,女,1,6,15～16歳,2,13212,日野市,4931,6037,81.7,2352,3442,1033,2123,1319,68.3
1,2,女,1,7,40～44歳,2,13212,日野市,6189,7334,84.4,3261,4399,1356,2494,1905,74.1
1,2,女,1,8,15～49歳,2,13212,日野市,5620,6642,84.6,3308,4326,1290,2308,2018,76.5
1,2,女,1,9,50～54歳,2,13212,日野市,4687,5490,85.4,2763,3566,1074,1877,1689,77.5
1,2,女,1,10,55～59歳,2,13212,日野市,3829,4440,86.2,2083,2693,764,1374,1319,77.3
1,2,女,1,11,60～64歳,2,13212,日野市,4522,5132,88.1,1731,2337,487,1093,1244,74.1
1,2,女,1,12,65歳以上,2,13212,日野市,23907,24460,97.7,2698,3250,441,993,2257,83
1,2,女,2,13,うち75歳以上,2,13212,日野市,11981,12040,99.5,522,581,29,88,493,89.8
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13213,東村山市,119897,149956,80,40711,66448,17052,42789,23659,61.3
0,0,総数,1,1,15歳未満,2,13213,東村山市,18338,18482,99.2,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13213,東村山市,4622,7332,63,467,891,171,595,296,52.4
0,0,総数,1,3,20～24歳,2,13213,東村山市,3801,7566,50.2,1971,4038,890,2957,1081,48.8
0,0,総数,1,4,25～29歳,2,13213,東村山市,4871,7299,66.7,2757,5075,1409,3727,1348,54.3
0,0,総数,1,5,30～34歳,2,13213,東村山市,5777,8318,69.5,3097,5602,1524,4029,1573,55.3
0,0,総数,1,6,15～16歳,2,13213,東村山市,6763,9666,70,3781,6664,1799,4682,1982,56.7
0,0,総数,1,7,40～44歳,2,13213,東村山市,8598,12132,70.9,5117,8641,2285,5809,2832,59.2
0,0,総数,1,8,15～49歳,2,13213,東村山市,8019,11366,70.6,5046,8388,2162,5504,2884,60.2
0,0,総数,1,9,50～54歳,2,13213,東村山市,7131,10281,69.4,4574,7719,2036,5181,2538,59.3
0,0,総数,1,10,55～59歳,2,13213,東村山市,6227,8491,73.3,3820,6080,1721,3981,2099,62.8
0,0,総数,1,11,60～64歳,2,13213,東村山市,7132,8851,80.6,3635,5355,1523,3243,2112,67.9
0,0,総数,1,12,65歳以上,2,13213,東村山市,36657,38211,95.9,6446,7995,1532,3081,4914,80.6
0,0,総数,2,13,うち75歳以上,2,13213,東村山市,18936,19131,99,1444,1637,173,366,1271,88.2
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13213,東村山市,53593,73314,73.1,20222,37693,9376,26847,10846,53.6
1,1,男,1,1,15歳未満,2,13213,東村山市,9474,9518,99.5,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13213,東村山市,2375,3744,63.4,244,451,85,292,159,54.1
1,1,男,1,3,20～24歳,2,13213,東村山市,1899,3788,50.1,972,1950,421,1399,551,49.8
1,1,男,1,4,25～29歳,2,13213,東村山市,2409,3666,65.7,1475,2663,764,1952,711,55.4
1,1,男,1,5,30～34歳,2,13213,東村山市,2686,4269,62.9,1644,3202,849,2407,795,51.3
1,1,男,1,6,15～16歳,2,13213,東村山市,2903,4904,59.2,1950,3931,1000,2981,950,49.6
1,1,男,1,7,40～44歳,2,13213,東村山市,3632,6150,59.1,2445,4954,1266,3775,1179,49.4
1,1,男,1,8,15～49歳,2,13213,東村山市,3340,5781,57.8,2261,4700,1135,3574,1126,48.1
1,1,男,1,9,50～54歳,2,13213,東村山市,2909,5254,55.4,2033,4376,1055,3398,978,46.5
1,1,男,1,10,55～59歳,2,13213,東村山市,2498,4220,59.2,1743,3461,916,2634,827,50.4
1,1,男,1,11,60～64歳,2,13213,東村山市,3052,4372,69.8,1881,3202,929,2250,952,58.7
1,1,男,1,12,65歳以上,2,13213,東村山市,15266,16498,92.5,3574,4803,956,2185,2618,74.4
1,1,男,2,13,うち75歳以上,2,13213,東村山市,7507,7656,98.1,838,987,119,268,719,84.9
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13213,東村山市,66304,76642,86.5,20489,28755,7676,15942,12813,71.3
1,2,女,1,1,15歳未満,2,13213,東村山市,8864,8964,98.9,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13213,東村山市,2247,3588,62.6,223,440,86,303,137,50.7
1,2,女,1,3,20～24歳,2,13213,東村山市,1902,3778,50.3,999,2088,469,1558,530,47.8
1,2,女,1,4,25～29歳,2,13213,東村山市,2462,3633,67.8,1282,2412,645,1775,637,53.2
1,2,女,1,5,30～34歳,2,13213,東村山市,3091,4049,76.3,1453,2400,675,1622,778,60.5
1,2,女,1,6,15～16歳,2,13213,東村山市,3860,4762,81.1,1831,2733,799,1701,1032,67
1,2,女,1,7,40～44歳,2,13213,東村山市,4966,5982,83,2672,3687,1019,2034,1653,72.5
1,2,女,1,8,15～49歳,2,13213,東村山市,4679,5585,83.8,2785,3688,1027,1930,1758,75.5
1,2,女,1,9,50～54歳,2,13213,東村山市,4222,5027,84,2541,3343,981,1783,1560,76
1,2,女,1,10,55～59歳,2,13213,東村山市,3729,4271,87.3,2077,2619,805,1347,1272,79.3
1,2,女,1,11,60～64歳,2,13213,東村山市,4080,4479,91.1,1754,2153,594,993,1160,81.5
1,2,女,1,12,65歳以上,2,13213,東村山市,21391,21713,98.5,2872,3192,576,896,2296,90
1,2,女,2,13,うち75歳以上,2,13213,東村山市,11429,11475,99.6,606,650,54,98,552,93.2
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13214,国分寺市,104735,122742,85.3,36374,54565,20138,38329,16236,66.7
0,0,総数,1,1,15歳未満,2,13214,国分寺市,14294,14184,100.8,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13214,国分寺市,6281,6082,103.3,871,680,647,456,224,128.1
0,0,総数,1,3,20～24歳,2,13214,国分寺市,7840,8398,93.4,3058,3872,2021,2835,1037,79
0,0,総数,1,4,25～29歳,2,13214,国分寺市,5730,8050,71.2,3039,5223,1750,3934,1289,58.2
0,0,総数,1,5,30～34歳,2,13214,国分寺市,6028,8243,73.1,3163,5360,1872,4069,1291,59
0,0,総数,1,6,15～16歳,2,13214,国分寺市,6499,8516,76.3,3568,5573,2203,4208,1365,64
0,0,総数,1,7,40～44歳,2,13214,国分寺市,7287,9727,74.9,4180,6610,2421,4851,1759,63.2
0,0,総数,1,8,15～49歳,2,13214,国分寺市,6921,9666,71.6,4078,6814,2267,5003,1811,59.8
0,0,総数,1,9,50～54歳,2,13214,国分寺市,6282,8783,71.5,3845,6341,2115,4611,1730,60.6
0,0,総数,1,10,55～59歳,2,13214,国分寺市,5142,6957,73.9,3075,4890,1685,3500,1390,62.9
0,0,総数,1,11,60～64歳,2,13214,国分寺市,5361,6244,85.9,2809,3691,1543,2425,1266,76.1
0,0,総数,1,12,65歳以上,2,13214,国分寺市,24723,25545,96.8,4688,5511,1614,2437,3074,85.1
0,0,総数,2,13,うち75歳以上,2,13214,国分寺市,12632,12800,98.7,1128,1296,164,332,964,87
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13214,国分寺市,49545,60274,82.2,19559,31123,11671,23235,7888,62.8
1,1,男,1,1,15歳未満,2,13214,国分寺市,7518,7295,103.1,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13214,国分寺市,3475,3112,111.7,463,314,361,212,102,147.5
1,1,男,1,3,20～24歳,2,13214,国分寺市,4368,4096,106.6,1552,1769,1041,1258,511,87.7
1,1,男,1,4,25～29歳,2,13214,国分寺市,2929,4173,70.2,1604,2780,849,2025,755,57.7
1,1,男,1,5,30～34歳,2,13214,国分寺市,3120,4346,71.8,1816,3034,1091,2309,725,59.9
1,1,男,1,6,15～16歳,2,13214,国分寺市,3126,4343,72,2026,3238,1328,2540,698,62.6
1,1,男,1,7,40～44歳,2,13214,国分寺市,3308,4849,68.2,2225,3761,1446,2982,779,59.2
1,1,男,1,8,15～49歳,2,13214,国分寺市,3034,4912,61.8,2009,3881,1276,3148,733,51.8
1,1,男,1,9,50～54歳,2,13214,国分寺市,2751,4499,61.1,1961,3707,1203,2949,758,52.9
1,1,男,1,10,55～59歳,2,13214,国分寺市,2226,3538,62.9,1608,2921,1002,2315,606,55
1,1,男,1,11,60～64歳,2,13214,国分寺市,2383,3120,76.4,1574,2312,995,1733,579,68.1
1,1,男,1,12,65歳以上,2,13214,国分寺市,10188,10872,93.7,2721,3406,1079,1764,1642,79.9
1,1,男,2,13,うち75歳以上,2,13214,国分寺市,4918,5059,97.2,646,787,111,252,535,82.1
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13214,国分寺市,55190,62468,88.3,16815,23442,8467,15094,8348,71.7
1,2,女,1,1,15歳未満,2,13214,国分寺市,6776,6889,98.4,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13214,国分寺市,2806,2970,94.5,408,366,286,244,122,111.5
1,2,女,1,3,20～24歳,2,13214,国分寺市,3472,4302,80.7,1506,2103,980,1577,526,71.6
1,2,女,1,4,25～29歳,2,13214,国分寺市,2801,3877,72.2,1435,2443,901,1909,534,58.7
1,2,女,1,5,30～34歳,2,13214,国分寺市,2908,3897,74.6,1347,2326,781,1760,566,57.9
1,2,女,1,6,15～16歳,2,13214,国分寺市,3373,4173,80.8,1542,2335,875,1668,667,66
1,2,女,1,7,40～44歳,2,13214,国分寺市,3979,4878,81.6,1955,2849,975,1869,980,68.6
1,2,女,1,8,15～49歳,2,13214,国分寺市,3887,4754,81.8,2069,2933,991,1855,1078,70.5
1,2,女,1,9,50～54歳,2,13214,国分寺市,3531,4284,82.4,1884,2634,912,1662,972,71.5
1,2,女,1,10,55～59歳,2,13214,国分寺市,2916,3419,85.3,1467,1969,683,1185,784,74.5
1,2,女,1,11,60～64歳,2,13214,国分寺市,2978,3124,95.3,1235,1379,548,692,687,89.6
1,2,女,1,12,65歳以上,2,13214,国分寺市,14535,14673,99.1,1967,2105,535,673,1432,93.4
1,2,女,2,13,うち75歳以上,2,13214,国分寺市,7714,7741,99.7,482,509,53,80,429,94.7
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13215,国立市,72066,73655,97.8,26131,32761,15253,21883,10878,79.8
0,0,総数,1,1,15歳未満,2,13215,国立市,9656,8525,113.3,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13215,国立市,6357,3910,162.6,647,430,456,239,191,150.5
0,0,総数,1,3,20～24歳,2,13215,国立市,6165,4789,128.7,2062,2106,1339,1383,723,97.9
0,0,総数,1,4,25～29歳,2,13215,国立市,3629,4109,88.3,1929,2607,1309,1987,620,74
0,0,総数,1,5,30～34歳,2,13215,国立市,3943,4518,87.3,2299,2894,1548,2143,751,79.4
0,0,総数,1,6,15～16歳,2,13215,国立市,4242,4970,85.4,2446,3199,1564,2317,882,76.5
0,0,総数,1,7,40～44歳,2,13215,国立市,5012,5832,85.9,3031,3859,1882,2710,1149,78.5
0,0,総数,1,8,15～49歳,2,13215,国立市,4951,6073,81.5,3043,4170,1767,2894,1276,73
0,0,総数,1,9,50～54歳,2,13215,国立市,4427,5804,76.3,2767,4148,1593,2974,1174,66.7
0,0,総数,1,10,55～59歳,2,13215,国立市,3719,4481,83,2337,3101,1316,2080,1021,75.4
0,0,総数,1,11,60～64歳,2,13215,国立市,3873,4243,91.3,2147,2516,1177,1546,970,85.3
0,0,総数,1,12,65歳以上,2,13215,国立市,15929,16238,98.1,3423,3731,1302,1610,2121,91.7
0,0,総数,2,13,うち75歳以上,2,13215,国立市,7856,7952,98.8,726,822,122,218,604,88.3
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13215,国立市,34365,35970,95.5,13666,18406,8522,13262,5144,74.2
1,1,男,1,1,15歳未満,2,13215,国立市,5266,4450,118.3,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13215,国立市,3368,1957,172.1,304,203,202,101,102,149.8
1,1,男,1,3,20～24歳,2,13215,国立市,3319,2413,137.5,1034,988,646,600,388,104.7
1,1,男,1,4,25～29歳,2,13215,国立市,1913,2074,92.2,1028,1314,701,987,327,78.2
1,1,男,1,5,30～34歳,2,13215,国立市,1964,2312,84.9,1265,1619,869,1223,396,78.1
1,1,男,1,6,15～16歳,2,13215,国立市,2048,2535,80.8,1342,1834,898,1390,444,73.2
1,1,男,1,7,40～44歳,2,13215,国立市,2301,2864,80.3,1564,2135,1078,1649,486,73.3
1,1,男,1,8,15～49歳,2,13215,国立市,2197,2998,73.3,1523,2324,1013,1814,510,65.5
1,1,男,1,9,50～54歳,2,13215,国立市,1840,2967,62,1274,2403,797,1926,477,53
1,1,男,1,10,55～59歳,2,13215,国立市,1640,2301,71.3,1169,1833,735,1399,434,63.8
1,1,男,1,11,60～64歳,2,13215,国立市,1793,2108,85.1,1193,1508,747,1062,446,79.1
1,1,男,1,12,65歳以上,2,13215,国立市,6651,6926,96,1970,2245,836,1111,1134,87.8
1,1,男,2,13,うち75歳以上,2,13215,国立市,2992,3078,97.2,413,499,72,158,341,82.8
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13215,国立市,37701,37685,100,12465,14355,6731,8621,5734,86.8
1,2,女,1,1,15歳未満,2,13215,国立市,4390,4075,107.7,-,-,-,-,-,-
