地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口(人）,面積（平方キロメートル）,人口密度（人／平方キロメートル）,常住人口(人）,昼間・常住人口比率（％）
222080,1322201902,222,19,2,,,,,●,50,19002,東久留米市,下里,下里2丁目,下里2丁目,1257,0.25,5028,1807,69.6
222081,1322201903,222,19,3,,,,,●,50,19003,東久留米市,下里,下里3丁目,下里3丁目,1574,0.24,6558.3,1437,109.5
222082,1322201904,222,19,4,,,,,●,50,19004,東久留米市,下里,下里4丁目,下里4丁目,2330,0.16,14562.5,3413,68.3
222083,1322201905,222,19,5,,,,,●,50,19005,東久留米市,下里,下里5丁目,下里5丁目,1075,0.21,5119,1631,65.9
222084,1322201906,222,19,6,,,,,●,50,19006,東久留米市,下里,下里6丁目,下里6丁目,504,0.13,3876.9,830,60.7
222085,1322201907,222,19,7,,,,,●,50,19007,東久留米市,下里,下里7丁目,下里7丁目,1087,0.18,6038.9,1840,59.1
222086,1322202000,222,20,0,,,,●,,40,200,東久留米市,柳窪,,柳窪,5122,0.89,5755.1,5404,94.8
222087,1322202001,222,20,1,,,,,●,50,20001,東久留米市,柳窪,柳窪1丁目,柳窪1丁目,452,0.16,2825,700,64.6
222088,1322202002,222,20,2,,,,,●,50,20002,東久留米市,柳窪,柳窪2丁目,柳窪2丁目,2906,0.24,12108.3,2851,101.9
222089,1322202003,222,20,3,,,,,●,50,20003,東久留米市,柳窪,柳窪3丁目,柳窪3丁目,297,0.19,1563.2,347,85.6
222090,1322202004,222,20,4,,,,,●,50,20004,東久留米市,柳窪,柳窪4丁目,柳窪4丁目,635,0.15,4233.3,980,64.8
222091,1322202005,222,20,5,,,,,●,50,20005,東久留米市,柳窪,柳窪5丁目,柳窪5丁目,832,0.15,5546.7,526,158.2
222092,1322202100,222,21,0,,,,●,,40,210,東久留米市,野火止,,野火止,3672,0.39,9415.4,2868,128
222093,1322202101,222,21,1,,,,,●,50,21001,東久留米市,野火止,野火止1丁目,野火止1丁目,783,0.1,7830,244,320.9
222094,1322202102,222,21,2,,,,,●,50,21002,東久留米市,野火止,野火止2丁目,野火止2丁目,1815,0.18,10083.3,1274,142.5
222095,1322202103,222,21,3,,,,,●,50,21003,東久留米市,野火止,野火止3丁目,野火止3丁目,1074,0.11,9763.6,1350,79.6
222096,1322202200,222,22,0,,,,●,,40,220,東久留米市,八幡町,,八幡町,4038,0.58,6962.1,5665,71.3
222097,1322202201,222,22,1,,,,,●,50,22001,東久留米市,八幡町,八幡町1丁目,八幡町1丁目,1523,0.15,10153.3,2269,67.1
222098,1322202202,222,22,2,,,,,●,50,22002,東久留米市,八幡町,八幡町2丁目,八幡町2丁目,1409,0.2,7045,2046,68.9
222099,1322202203,222,22,3,,,,,●,50,22003,東久留米市,八幡町,八幡町3丁目,八幡町3丁目,1106,0.23,4808.7,1350,81.9
222100,1322202300,222,23,0,,,,●,,40,230,東久留米市,弥生,,弥生,873,0.16,5456.3,1452,60.1
222101,1322202301,222,23,1,,,,,●,50,23001,東久留米市,弥生,弥生1丁目,弥生1丁目,546,0.11,4963.6,962,56.8
222102,1322202302,222,23,2,,,,,●,50,23002,東久留米市,弥生,弥生2丁目,弥生2丁目,327,0.05,6540,490,66.7
223001,1322300000,223,0,0,,,●,,,30,,武蔵村山市,,,武蔵村山市,67614,15.32,4413.4,71229,94.9
223002,1322300100,223,1,0,,,,●,,40,100,武蔵村山市,中藤,,中藤,2138,0.93,2298.9,2484,86.1
223003,1322300101,223,1,1,,,,,●,50,10001,武蔵村山市,中藤,中藤1丁目,中藤1丁目,935,0.13,7192.3,607,154
223004,1322300102,223,1,2,,,,,●,50,10002,武蔵村山市,中藤,中藤2丁目,中藤2丁目,116,0.2,580,149,77.9
223005,1322300103,223,1,3,,,,,●,50,10003,武蔵村山市,中藤,中藤3丁目,中藤3丁目,242,0.2,1210,435,55.6
223006,1322300104,223,1,4,,,,,●,50,10004,武蔵村山市,中藤,中藤4丁目,中藤4丁目,358,0.19,1884.2,692,51.7
223007,1322300105,223,1,5,,,,,●,50,10005,武蔵村山市,中藤,中藤5丁目,中藤5丁目,487,0.21,2319,601,81
223008,1322300200,223,2,0,,,,●,,40,90,武蔵村山市,神明,,神明,2106,0.68,3097.1,3861,54.5
223009,1322300201,223,2,1,,,,,●,50,9001,武蔵村山市,神明,神明1丁目,神明1丁目,539,0.13,4146.2,590,91.4
223010,1322300202,223,2,2,,,,,●,50,9002,武蔵村山市,神明,神明2丁目,神明2丁目,592,0.2,2960,1384,42.8
223011,1322300203,223,2,3,,,,,●,50,9003,武蔵村山市,神明,神明3丁目,神明3丁目,475,0.18,2638.9,891,53.3
223012,1322300204,223,2,4,,,,,●,50,9004,武蔵村山市,神明,神明4丁目,神明4丁目,500,0.17,2941.2,996,50.2
223013,1322300300,223,3,0,,,,●,,40,110,武蔵村山市,中央,,中央,2108,1,2108,3367,62.6
223014,1322300301,223,3,1,,,,,●,50,11001,武蔵村山市,中央,中央1丁目,中央1丁目,605,0.19,3184.2,972,62.2
223015,1322300302,223,3,2,,,,,●,50,11002,武蔵村山市,中央,中央2丁目,中央2丁目,736,0.28,2628.6,1152,63.9
223016,1322300303,223,3,3,,,,,●,50,11003,武蔵村山市,中央,中央3丁目,中央3丁目,535,0.22,2431.8,875,61.1
223017,1322300304,223,3,4,,,,,●,50,11004,武蔵村山市,中央,中央4丁目,中央4丁目,232,0.16,1450,368,63
223018,1322300305,223,3,5,,,,,●,50,11005,武蔵村山市,中央,中央5丁目,中央5丁目,-,0.15,-,-,-
223019,1322300400,223,4,0,,,,●,,40,120,武蔵村山市,本町,,本町,3608,1.13,3192.9,3692,97.7
223020,1322300401,223,4,1,,,,,●,50,12001,武蔵村山市,本町,本町1丁目,本町1丁目,1652,0.19,8694.7,1137,145.3
223021,1322300402,223,4,2,,,,,●,50,12002,武蔵村山市,本町,本町2丁目,本町2丁目,1058,0.21,5038.1,1285,82.3
223022,1322300403,223,4,3,,,,,●,50,12003,武蔵村山市,本町,本町3丁目,本町3丁目,403,0.2,2015,561,71.8
223023,1322300404,223,4,4,,,,,●,50,12004,武蔵村山市,本町,本町4丁目,本町4丁目,296,0.13,2276.9,437,67.7
223024,1322300405,223,4,5,,,,,●,50,12005,武蔵村山市,本町,本町5丁目,本町5丁目,143,0.22,650,241,59.3
223025,1322300406,223,4,6,,,,,●,50,12006,武蔵村山市,本町,本町6丁目,本町6丁目,56,0.18,311.1,31,180.6
223026,1322300500,223,5,0,,,,●,,40,140,武蔵村山市,三ツ木,,三ツ木,2416,1.32,1830.3,4010,60.2
223027,1322300501,223,5,1,,,,,●,50,14001,武蔵村山市,三ツ木,三ツ木1丁目,三ツ木1丁目,758,0.23,3295.7,1314,57.7
223028,1322300502,223,5,2,,,,,●,50,14002,武蔵村山市,三ツ木,三ツ木2丁目,三ツ木2丁目,670,0.19,3526.3,981,68.3
223029,1322300503,223,5,3,,,,,●,50,14003,武蔵村山市,三ツ木,三ツ木3丁目,三ツ木3丁目,489,0.29,1686.2,841,58.1
223030,1322300504,223,5,4,,,,,●,50,14004,武蔵村山市,三ツ木,三ツ木4丁目,三ツ木4丁目,7,0.29,24.1,-,-
223031,1322300505,223,5,5,,,,,●,50,14005,武蔵村山市,三ツ木,三ツ木5丁目,三ツ木5丁目,492,0.32,1537.5,874,56.3
223032,1322300600,223,6,0,,,,●,○,41,10,武蔵村山市,大字三ツ木,,大字三ツ木,-,0.51,-,-,-
223033,1322300700,223,7,0,,,,●,,40,150,武蔵村山市,岸,,岸,1709,0.91,1878,2764,61.8
223034,1322300701,223,7,1,,,,,●,50,15001,武蔵村山市,岸,岸1丁目,岸1丁目,893,0.19,4700,1208,73.9
223035,1322300702,223,7,2,,,,,●,50,15002,武蔵村山市,岸,岸2丁目,岸2丁目,259,0.16,1618.8,519,49.9
223036,1322300703,223,7,3,,,,,●,50,15003,武蔵村山市,岸,岸3丁目,岸3丁目,503,0.2,2515,957,52.6
223037,1322300704,223,7,4,,,,,●,50,15004,武蔵村山市,岸,岸4丁目,岸4丁目,9,0.19,47.4,-,-
223038,1322300705,223,7,5,,,,,●,50,15005,武蔵村山市,岸,岸5丁目,岸5丁目,45,0.17,264.7,80,56.3
223039,1322300800,223,8,0,,,,●,○,41,20,武蔵村山市,大字岸,,大字岸,-,0.48,-,-,-
223040,1322300900,223,9,0,,,,●,,40,160,武蔵村山市,中原,,中原,3806,0.89,4276.4,4711,80.8
223041,1322300901,223,9,1,,,,,●,50,16001,武蔵村山市,中原,中原1丁目,中原1丁目,1905,0.2,9525,1180,161.4
223042,1322300902,223,9,2,,,,,●,50,16002,武蔵村山市,中原,中原2丁目,中原2丁目,903,0.21,4300,1800,50.2
223043,1322300903,223,9,3,,,,,●,50,16003,武蔵村山市,中原,中原3丁目,中原3丁目,569,0.12,4741.7,1305,43.6
223044,1322300904,223,9,4,,,,,●,50,16004,武蔵村山市,中原,中原4丁目,中原4丁目,429,0.17,2523.5,426,100.7
223045,1322300905,223,9,5,,,,,●,50,16005,武蔵村山市,中原,中原5丁目,中原5丁目,-,0.19,-,-,-
223046,1322301000,223,10,0,,,,●,,40,70,武蔵村山市,残堀,,残堀,4989,1.2,4157.5,5749,86.8
223047,1322301001,223,10,1,,,,,●,50,7001,武蔵村山市,残堀,残堀1丁目,残堀1丁目,1255,0.17,7382.4,1036,121.1
223048,1322301002,223,10,2,,,,,●,50,7002,武蔵村山市,残堀,残堀2丁目,残堀2丁目,781,0.16,4881.3,982,79.5
223049,1322301003,223,10,3,,,,,●,50,7003,武蔵村山市,残堀,残堀3丁目,残堀3丁目,-,0.24,-,-,-
223050,1322301004,223,10,4,,,,,●,50,7004,武蔵村山市,残堀,残堀4丁目,残堀4丁目,947,0.29,3265.5,1672,56.6
223051,1322301005,223,10,5,,,,,●,50,7005,武蔵村山市,残堀,残堀5丁目,残堀5丁目,2006,0.34,5900,2059,97.4
223052,1322301100,223,11,0,,,,●,,40,60,武蔵村山市,伊奈平,,伊奈平,9647,1.34,7199.3,5142,187.6
223053,1322301101,223,11,1,,,,,●,50,6001,武蔵村山市,伊奈平,伊奈平1丁目,伊奈平1丁目,2306,0.31,7438.7,354,651.4
223054,1322301102,223,11,2,,,,,●,50,6002,武蔵村山市,伊奈平,伊奈平2丁目,伊奈平2丁目,3086,0.34,9076.5,348,886.8
223055,1322301103,223,11,3,,,,,●,50,6003,武蔵村山市,伊奈平,伊奈平3丁目,伊奈平3丁目,1189,0.16,7431.3,384,309.6
223056,1322301104,223,11,4,,,,,●,50,6004,武蔵村山市,伊奈平,伊奈平4丁目,伊奈平4丁目,801,0.16,5006.3,954,84
223057,1322301105,223,11,5,,,,,●,50,6005,武蔵村山市,伊奈平,伊奈平5丁目,伊奈平5丁目,1391,0.23,6047.8,1869,74.4
223058,1322301106,223,11,6,,,,,●,50,6006,武蔵村山市,伊奈平,伊奈平6丁目,伊奈平6丁目,874,0.14,6242.9,1233,70.9
223059,1322301200,223,12,0,,,,●,,40,80,武蔵村山市,三ツ藤,,三ツ藤,5145,0.71,7246.5,4907,104.9
223060,1322301201,223,12,1,,,,,●,50,8001,武蔵村山市,三ツ藤,三ツ藤1丁目,三ツ藤1丁目,2268,0.36,6300,2717,83.5
223061,1322301202,223,12,2,,,,,●,50,8002,武蔵村山市,三ツ藤,三ツ藤2丁目,三ツ藤2丁目,1975,0.14,14107.1,790,250
223062,1322301203,223,12,3,,,,,●,50,8003,武蔵村山市,三ツ藤,三ツ藤3丁目,三ツ藤3丁目,902,0.21,4295.2,1400,64.4
223063,1322301300,223,13,0,,,,●,,40,50,武蔵村山市,榎,,榎,6468,1.4,4620,2508,257.9
223064,1322301301,223,13,1,,,,,●,50,5001,武蔵村山市,榎,榎1丁目,榎1丁目,3843,0.95,4045.3,58,6625.9
223065,1322301302,223,13,2,,,,,●,50,5002,武蔵村山市,榎,榎2丁目,榎2丁目,1129,0.18,6272.2,1580,71.5
223066,1322301303,223,13,3,,,,,●,50,5003,武蔵村山市,榎,榎3丁目,榎3丁目,1496,0.27,5540.7,870,172
223067,1322301400,223,14,0,,,,●,,40,40,武蔵村山市,学園,,学園,6738,1.05,6417.1,6992,96.4
223068,1322301401,223,14,1,,,,,●,50,4001,武蔵村山市,学園,学園1丁目,学園1丁目,1568,0.28,5600,2132,73.5
223069,1322301402,223,14,2,,,,,●,50,4002,武蔵村山市,学園,学園2丁目,学園2丁目,1085,0.2,5425,1132,95.8
223070,1322301403,223,14,3,,,,,●,50,4003,武蔵村山市,学園,学園3丁目,学園3丁目,1608,0.17,9458.8,1510,106.5
223071,1322301404,223,14,4,,,,,●,50,4004,武蔵村山市,学園,学園4丁目,学園4丁目,2089,0.24,8704.2,1748,119.5
223072,1322301405,223,14,5,,,,,●,50,4005,武蔵村山市,学園,学園5丁目,学園5丁目,388,0.16,2425,470,82.6
223073,1322301500,223,15,0,,,,●,,40,30,武蔵村山市,大南,,大南,11083,1.27,8726.8,13641,81.2
223074,1322301501,223,15,1,,,,,●,50,3001,武蔵村山市,大南,大南1丁目,大南1丁目,2299,0.36,6386.1,3837,59.9
223075,1322301502,223,15,2,,,,,●,50,3002,武蔵村山市,大南,大南2丁目,大南2丁目,2306,0.28,8235.7,2717,84.9
223076,1322301503,223,15,3,,,,,●,50,3003,武蔵村山市,大南,大南3丁目,大南3丁目,2132,0.25,8528,3674,58
223077,1322301504,223,15,4,,,,,●,50,3004,武蔵村山市,大南,大南4丁目,大南4丁目,3460,0.18,19222.2,1718,201.4
223078,1322301505,223,15,5,,,,,●,50,3005,武蔵村山市,大南,大南5丁目,大南5丁目,886,0.2,4430,1695,52.3
223079,1322301600,223,16,0,,,,●,○,41,130,武蔵村山市,緑が丘,,緑が丘,5655,0.56,10098.2,7401,76.4
224001,1322400000,224,0,0,,,●,,,30,,多摩市,,,多摩市,148156,21.01,7051.7,146631,101
224002,1322400100,224,1,0,,,,●,,40,,多摩市,関戸,,関戸,15565,1.45,10734.5,9039,172.2
224003,1322400101,224,1,1,,,,,●,50,11,多摩市,関戸,関戸,関戸,-,0.46,-,-,-
224004,1322400102,224,1,2,,,,,●,50,1201,多摩市,関戸,関戸1丁目,関戸1丁目,5408,0.11,49163.6,892,606.3
224005,1322400103,224,1,3,,,,,●,50,1202,多摩市,関戸,関戸2丁目,関戸2丁目,2837,0.16,17731.3,2514,112.8
224006,1322400104,224,1,4,,,,,●,50,1203,多摩市,関戸,関戸3丁目,関戸3丁目,1723,0.2,8615,1411,122.1
224007,1322400105,224,1,5,,,,,●,50,1204,多摩市,関戸,関戸4丁目,関戸4丁目,3486,0.12,29050,2105,165.6
224008,1322400106,224,1,6,,,,,●,50,1205,多摩市,関戸,関戸5丁目,関戸5丁目,847,0.21,4033.3,1319,64.2
224009,1322400107,224,1,7,,,,,●,50,1206,多摩市,関戸,関戸6丁目,関戸6丁目,1264,0.19,6652.6,798,158.4
224010,1322400200,224,2,0,,,,●,,40,,多摩市,連光寺,,連光寺,6814,2.63,2590.9,10080,67.6
224011,1322400201,224,2,1,,,,,●,50,21,多摩市,連光寺,連光寺,連光寺,134,1.14,117.5,-,-
224012,1322400202,224,2,2,,,,,●,50,2201,多摩市,連光寺,連光寺1丁目,連光寺1丁目,2381,0.33,7215.2,3956,60.2
224013,1322400203,224,2,3,,,,,●,50,2202,多摩市,連光寺,連光寺2丁目,連光寺2丁目,1828,0.21,8704.8,2793,65.4
224014,1322400204,224,2,4,,,,,●,50,2203,多摩市,連光寺,連光寺3丁目,連光寺3丁目,1503,0.36,4175,1745,86.1
224015,1322400205,224,2,5,,,,,●,50,2204,多摩市,連光寺,連光寺4丁目,連光寺4丁目,290,0.07,4142.9,554,52.3
224016,1322400206,224,2,6,,,,,●,50,2205,多摩市,連光寺,連光寺5丁目,連光寺5丁目,266,0.37,718.9,304,87.5
224017,1322400207,224,2,7,,,,,●,50,2206,多摩市,連光寺,連光寺6丁目,連光寺6丁目,412,0.15,2746.7,728,56.6
224018,1322400300,224,3,0,,,,●,○,41,30,多摩市,貝取,,貝取,778,0.1,7780,1112,70
224019,1322400400,224,4,0,,,,●,○,41,40,多摩市,乞田,,乞田,2756,0.31,8890.3,2526,109.1
224020,1322400500,224,5,0,,,,●,○,41,61,多摩市,和田,,和田,8029,1.61,4987,10561,76
224021,1322400600,224,6,0,,,,●,○,41,70,多摩市,百草,,百草,482,0.1,4820,828,58.2
224022,1322400700,224,7,0,,,,●,○,41,80,多摩市,落川,,落川,638,0.14,4557.1,1168,54.6
224023,1322400800,224,8,0,,,,●,○,41,91,多摩市,東寺方,,東寺方,1628,0.31,5251.6,1476,110.3
224024,1322400900,224,9,0,,,,●,,40,92,多摩市,東寺方,,東寺方,874,0.13,6723.1,1377,63.5
224025,1322400901,224,9,1,,,,,●,50,9201,多摩市,東寺方,東寺方1丁目,東寺方1丁目,638,0.11,5800,971,65.7
224026,1322400902,224,9,2,,,,,●,50,9203,多摩市,東寺方,東寺方3丁目,東寺方3丁目,236,0.02,11800,406,58.1
224027,1322401000,224,10,0,,,,●,,40,100,多摩市,一ノ宮,,一ノ宮,4331,0.91,4759.3,6079,71.2
224028,1322401001,224,10,1,,,,,●,50,,多摩市,一ノ宮,一ノ宮,一ノ宮,-,0.41,-,-,-
224029,1322401002,224,10,2,,,,,●,50,10001,多摩市,一ノ宮,一ノ宮1丁目,一ノ宮1丁目,1316,0.19,6926.3,1995,66
224030,1322401003,224,10,3,,,,,●,50,10002,多摩市,一ノ宮,一ノ宮2丁目,一ノ宮2丁目,1067,0.12,8891.7,1443,73.9
224031,1322401004,224,10,4,,,,,●,50,10003,多摩市,一ノ宮,一ノ宮3丁目,一ノ宮3丁目,973,0.05,19460,800,121.6
224032,1322401005,224,10,5,,,,,●,50,10004,多摩市,一ノ宮,一ノ宮4丁目,一ノ宮4丁目,975,0.14,6964.3,1841,53
224033,1322401100,224,11,0,,,,●,,40,110,多摩市,桜ケ丘,,桜ケ丘,3187,0.92,3464.1,5884,54.2
224034,1322401101,224,11,1,,,,,●,50,11001,多摩市,桜ケ丘,桜ケ丘1丁目,桜ケ丘1丁目,977,0.32,3053.1,1922,50.8
224035,1322401102,224,11,2,,,,,●,50,11002,多摩市,桜ケ丘,桜ケ丘2丁目,桜ケ丘2丁目,716,0.19,3768.4,1242,57.6
224036,1322401103,224,11,3,,,,,●,50,11003,多摩市,桜ケ丘,桜ケ丘3丁目,桜ケ丘3丁目,663,0.16,4143.8,1228,54
224037,1322401104,224,11,4,,,,,●,50,11004,多摩市,桜ケ丘,桜ケ丘4丁目,桜ケ丘4丁目,831,0.25,3324,1492,55.7
224038,1322401200,224,12,0,,,,●,,40,120,多摩市,聖ケ丘,,聖ケ丘,6919,0.98,7060.2,6774,102.1
224039,1322401201,224,12,1,,,,,●,50,12001,多摩市,聖ケ丘,聖ケ丘1丁目,聖ケ丘1丁目,1578,0.2,7890,1917,82.3
224040,1322401202,224,12,2,,,,,●,50,12002,多摩市,聖ケ丘,聖ケ丘2丁目,聖ケ丘2丁目,1222,0.28,4364.3,1872,65.3
224041,1322401203,224,12,3,,,,,●,50,12003,多摩市,聖ケ丘,聖ケ丘3丁目,聖ケ丘3丁目,1429,0.27,5292.6,2152,66.4
224042,1322401204,224,12,4,,,,,●,50,12004,多摩市,聖ケ丘,聖ケ丘4丁目,聖ケ丘4丁目,2631,0.16,16443.8,731,359.9
224043,1322401205,224,12,5,,,,,●,50,12005,多摩市,聖ケ丘,聖ケ丘5丁目,聖ケ丘5丁目,59,0.07,842.9,102,57.8
224044,1322401300,224,13,0,,,,●,,40,240,多摩市,馬引沢,,馬引沢,2167,0.28,7739.3,4022,53.9
224045,1322401301,224,13,1,,,,,●,50,24001,多摩市,馬引沢,馬引沢1丁目,馬引沢1丁目,951,0.13,7315.4,1677,56.7
224046,1322401302,224,13,2,,,,,●,50,24002,多摩市,馬引沢,馬引沢2丁目,馬引沢2丁目,1216,0.15,8106.7,2345,51.9
224047,1322401400,224,14,0,,,,●,,40,250,多摩市,山王下,,山王下,1569,0.23,6821.7,773,203
224048,1322401401,224,14,1,,,,,●,50,25001,多摩市,山王下,山王下1丁目,山王下1丁目,1409,0.14,10064.3,773,182.3
224049,1322401402,224,14,2,,,,,●,50,25002,多摩市,山王下,山王下2丁目,山王下2丁目,160,0.09,1777.8,-,-
224050,1322401500,224,15,0,,,,●,,40,260,多摩市,中沢,,中沢,3368,0.82,4107.3,3376,99.8
224051,1322401501,224,15,1,,,,,●,50,26001,多摩市,中沢,中沢1丁目,中沢1丁目,1470,0.6,2450,1343,109.5
224052,1322401502,224,15,2,,,,,●,50,26002,多摩市,中沢,中沢2丁目,中沢2丁目,1898,0.22,8627.3,2033,93.4
224053,1322401600,224,16,0,,,,●,,40,270,多摩市,唐木田,,唐木田,7110,0.78,9115.4,2123,334.9
224054,1322401601,224,16,1,,,,,●,50,27001,多摩市,唐木田,唐木田1丁目,唐木田1丁目,1667,0.32,5209.4,2123,78.5
224055,1322401602,224,16,2,,,,,●,50,27002,多摩市,唐木田,唐木田2丁目,唐木田2丁目,4837,0.25,19348,-,-
224056,1322401603,224,16,3,,,,,●,50,27003,多摩市,唐木田,唐木田3丁目,唐木田3丁目,606,0.21,2885.7,-,-
224057,1322401700,224,17,0,,,,●,,40,130,多摩市,諏訪,,諏訪,8911,1.26,7072.2,11725,76
224058,1322401701,224,17,1,,,,,●,50,13001,多摩市,諏訪,諏訪1丁目,諏訪1丁目,2945,0.3,9816.7,4221,69.8
224059,1322401702,224,17,2,,,,,●,50,13002,多摩市,諏訪,諏訪2丁目,諏訪2丁目,2658,0.21,12657.1,3625,73.3
224060,1322401703,224,17,3,,,,,●,50,13003,多摩市,諏訪,諏訪3丁目,諏訪3丁目,571,0.14,4078.6,1083,52.7
224061,1322401704,224,17,4,,,,,●,50,13004,多摩市,諏訪,諏訪4丁目,諏訪4丁目,1343,0.26,5165.4,2002,67.1
224062,1322401705,224,17,5,,,,,●,50,13005,多摩市,諏訪,諏訪5丁目,諏訪5丁目,1114,0.2,5570,794,140.3
224063,1322401706,224,17,6,,,,,●,50,13006,多摩市,諏訪,諏訪6丁目,諏訪6丁目,280,0.15,1866.7,-,-
224064,1322401800,224,18,0,,,,●,,40,140,多摩市,永山,,永山,17100,1.82,9395.6,15067,113.5
224065,1322401801,224,18,1,,,,,●,50,14001,多摩市,永山,永山1丁目,永山1丁目,4270,0.19,22473.7,1936,220.6
224066,1322401802,224,18,2,,,,,●,50,14002,多摩市,永山,永山2丁目,永山2丁目,2540,0.33,7697,3106,81.8
224067,1322401803,224,18,3,,,,,●,50,14003,多摩市,永山,永山3丁目,永山3丁目,2052,0.3,6840,3576,57.4
224068,1322401804,224,18,4,,,,,●,50,14004,多摩市,永山,永山4丁目,永山4丁目,1998,0.25,7992,3227,61.9
224069,1322401805,224,18,5,,,,,●,50,14005,多摩市,永山,永山5丁目,永山5丁目,2685,0.32,8390.6,1990,134.9
224070,1322401806,224,18,6,,,,,●,50,14006,多摩市,永山,永山6丁目,永山6丁目,2838,0.21,13514.3,1232,230.4
224071,1322401807,224,18,7,,,,,●,50,14007,多摩市,永山,永山7丁目,永山7丁目,717,0.22,3259.1,-,-
224072,1322401900,224,19,0,,,,●,,40,150,多摩市,貝取,,貝取,5411,0.94,5756.4,8284,65.3
224073,1322401901,224,19,1,,,,,●,50,15001,多摩市,貝取,貝取1丁目,貝取1丁目,1447,0.32,4521.9,1848,78.3
224074,1322401902,224,19,2,,,,,●,50,15002,多摩市,貝取,貝取2丁目,貝取2丁目,1733,0.28,6189.3,3614,48
224075,1322401903,224,19,3,,,,,●,50,15003,多摩市,貝取,貝取3丁目,貝取3丁目,1088,0.13,8369.2,1129,96.4
224076,1322401904,224,19,4,,,,,●,50,15004,多摩市,貝取,貝取4丁目,貝取4丁目,684,0.12,5700,1098,62.3
224077,1322401905,224,19,5,,,,,●,50,15005,多摩市,貝取,貝取5丁目,貝取5丁目,459,0.09,5100,595,77.1
224078,1322402000,224,20,0,,,,●,,40,160,多摩市,豊ケ丘,,豊ケ丘,6229,1.16,5369.8,10472,59.5
224079,1322402001,224,20,1,,,,,●,50,16001,多摩市,豊ケ丘,豊ケ丘1丁目,豊ケ丘1丁目,1693,0.36,4702.8,2968,57
224080,1322402002,224,20,2,,,,,●,50,16002,多摩市,豊ケ丘,豊ケ丘2丁目,豊ケ丘2丁目,1765,0.32,5515.6,2875,61.4
224081,1322402003,224,20,3,,,,,●,50,16003,多摩市,豊ケ丘,豊ケ丘3丁目,豊ケ丘3丁目,820,0.1,8200,1692,48.5
224082,1322402004,224,20,4,,,,,●,50,16004,多摩市,豊ケ丘,豊ケ丘4丁目,豊ケ丘4丁目,619,0.11,5627.3,666,92.9
224083,1322402005,224,20,5,,,,,●,50,16005,多摩市,豊ケ丘,豊ケ丘5丁目,豊ケ丘5丁目,817,0.17,4805.9,1315,62.1
224084,1322402006,224,20,6,,,,,●,50,16006,多摩市,豊ケ丘,豊ケ丘6丁目,豊ケ丘6丁目,515,0.1,5150,956,53.9
224085,1322402100,224,21,0,,,,●,,40,170,多摩市,落合,,落合,20305,1.66,12231.9,13887,146.2
224086,1322402101,224,21,1,,,,,●,50,17001,多摩市,落合,落合1丁目,落合1丁目,12075,0.41,29451.2,2356,512.5
224087,1322402102,224,21,2,,,,,●,50,17002,多摩市,落合,落合2丁目,落合2丁目,1730,0.32,5406.3,2223,77.8
224088,1322402103,224,21,3,,,,,●,50,17003,多摩市,落合,落合3丁目,落合3丁目,2318,0.31,7477.4,3077,75.3
224089,1322402104,224,21,4,,,,,●,50,17004,多摩市,落合,落合4丁目,落合4丁目,1359,0.24,5662.5,2276,59.7
224090,1322402105,224,21,5,,,,,●,50,17005,多摩市,落合,落合5丁目,落合5丁目,1665,0.24,6937.5,2248,74.1
224091,1322402106,224,21,6,,,,,●,50,17006,多摩市,落合,落合6丁目,落合6丁目,1158,0.14,8271.4,1707,67.8
224092,1322402200,224,22,0,,,,●,,40,180,多摩市,鶴牧,,鶴牧,14767,1.19,12409.2,11819,124.9
224093,1322402201,224,22,1,,,,,●,50,18001,多摩市,鶴牧,鶴牧1丁目,鶴牧1丁目,5236,0.21,24933.3,2108,248.4
224094,1322402202,224,22,2,,,,,●,50,18002,多摩市,鶴牧,鶴牧2丁目,鶴牧2丁目,3947,0.23,17160.9,1639,240.8
224095,1322402203,224,22,3,,,,,●,50,18003,多摩市,鶴牧,鶴牧3丁目,鶴牧3丁目,1676,0.25,6704,3499,47.9
224096,1322402204,224,22,4,,,,,●,50,18004,多摩市,鶴牧,鶴牧4丁目,鶴牧4丁目,431,0.09,4788.9,787,54.8
224097,1322402205,224,22,5,,,,,●,50,18005,多摩市,鶴牧,鶴牧5丁目,鶴牧5丁目,1994,0.24,8308.3,1996,99.9
224098,1322402206,224,22,6,,,,,●,50,18006,多摩市,鶴牧,鶴牧6丁目,鶴牧6丁目,1483,0.17,8723.5,1790,82.8
224099,1322402300,224,23,0,,,,●,,40,190,多摩市,南野,,南野,4169,0.63,6617.5,1876,222.2
224100,1322402301,224,23,1,,,,,●,50,,多摩市,南野,南野1丁目,南野1丁目,1189,0.08,14862.5,3,39633.3
