地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口(人）,面積（平方キロメートル）,人口密度（人／平方キロメートル）,常住人口(人）,昼間・常住人口比率（％）
121083,1312101704,121,17,4,,,,,●,50,20004,足立区,栗原,栗原4丁目,栗原4丁目,3007,0.2,15035,3168,94.9
121084,1312101800,121,18,0,,,,●,,40,240,足立区,弘道,,弘道,4980,0.38,13105.3,6893,72.2
121085,1312101801,121,18,1,,,,,●,50,24001,足立区,弘道,弘道1丁目,弘道1丁目,3018,0.2,15090,3484,86.6
121086,1312101802,121,18,2,,,,,●,50,24002,足立区,弘道,弘道2丁目,弘道2丁目,1962,0.18,10900,3409,57.6
121087,1312101900,121,19,0,,,,●,,40,210,足立区,江北,,江北,17421,1.79,9732.4,19027,91.6
121088,1312101901,121,19,1,,,,,●,50,21001,足立区,江北,江北1丁目,江北1丁目,2234,0.2,11170,2650,84.3
121089,1312101902,121,19,2,,,,,●,50,21002,足立区,江北,江北2丁目,江北2丁目,2242,0.43,5214,2596,86.4
121090,1312101903,121,19,3,,,,,●,50,21003,足立区,江北,江北3丁目,江北3丁目,3386,0.3,11286.7,3932,86.1
121091,1312101904,121,19,4,,,,,●,50,21004,足立区,江北,江北4丁目,江北4丁目,2673,0.29,9217.2,3887,68.8
121092,1312101905,121,19,5,,,,,●,50,21005,足立区,江北,江北5丁目,江北5丁目,1989,0.14,14207.1,649,306.5
121093,1312101906,121,19,6,,,,,●,50,21006,足立区,江北,江北6丁目,江北6丁目,2948,0.25,11792,2859,103.1
121094,1312101907,121,19,7,,,,,●,50,21007,足立区,江北,江北7丁目,江北7丁目,1949,0.18,10827.8,2454,79.4
121095,1312102000,121,20,0,,,,●,,40,230,足立区,古千谷,,古千谷,8,0.3,26.7,-,-
121096,1312102001,121,20,1,,,,,●,50,23001,足立区,古千谷,古千谷1丁目,古千谷1丁目,-,0.17,-,-,-
121097,1312102002,121,20,2,,,,,●,50,23002,足立区,古千谷,古千谷2丁目,古千谷2丁目,8,0.13,61.5,-,-
121098,1312102100,121,21,0,,,,●,,40,950,足立区,古千谷本町,,古千谷本町,5779,0.6,9631.7,7405,78
121099,1312102101,121,21,1,,,,,●,50,95001,足立区,古千谷本町,古千谷本町1丁目,古千谷本町1丁目,1567,0.16,9793.8,1810,86.6
121100,1312102102,121,21,2,,,,,●,50,95002,足立区,古千谷本町,古千谷本町2丁目,古千谷本町2丁目,1594,0.21,7590.5,2591,61.5
121101,1312102103,121,21,3,,,,,●,50,95003,足立区,古千谷本町,古千谷本町3丁目,古千谷本町3丁目,964,0.11,8763.6,1685,57.2
121102,1312102104,121,21,4,,,,,●,50,95004,足立区,古千谷本町,古千谷本町4丁目,古千谷本町4丁目,1654,0.12,13783.3,1319,125.4
121103,1312102200,121,22,0,,,,●,,40,250,足立区,佐野,,佐野,4152,0.46,9026.1,5415,76.7
121104,1312102201,121,22,1,,,,,●,50,25001,足立区,佐野,佐野1丁目,佐野1丁目,1352,0.26,5200,2158,62.7
121105,1312102202,121,22,2,,,,,●,50,25002,足立区,佐野,佐野2丁目,佐野2丁目,2800,0.2,14000,3257,86
121106,1312102300,121,23,0,,,,●,,40,260,足立区,皿沼,,皿沼,3625,0.47,7712.8,3621,100.1
121107,1312102301,121,23,1,,,,,●,50,26001,足立区,皿沼,皿沼1丁目,皿沼1丁目,1608,0.13,12369.2,1386,116
121108,1312102302,121,23,2,,,,,●,50,26002,足立区,皿沼,皿沼2丁目,皿沼2丁目,1248,0.12,10400,1181,105.7
121109,1312102303,121,23,3,,,,,●,50,26003,足立区,皿沼,皿沼3丁目,皿沼3丁目,769,0.22,3495.5,1054,73
121110,1312102400,121,24,0,,,,●,,40,270,足立区,鹿浜,,鹿浜,17391,2.12,8203.3,17677,98.4
121111,1312102401,121,24,1,,,,,●,50,27001,足立区,鹿浜,鹿浜1丁目,鹿浜1丁目,1440,0.31,4645.2,1111,129.6
121112,1312102402,121,24,2,,,,,●,50,27002,足立区,鹿浜,鹿浜2丁目,鹿浜2丁目,2863,0.53,5401.9,3026,94.6
121113,1312102403,121,24,3,,,,,●,50,27003,足立区,鹿浜,鹿浜3丁目,鹿浜3丁目,2044,0.25,8176,2001,102.1
121114,1312102404,121,24,4,,,,,●,50,27004,足立区,鹿浜,鹿浜4丁目,鹿浜4丁目,2213,0.26,8511.5,2120,104.4
121115,1312102405,121,24,5,,,,,●,50,27005,足立区,鹿浜,鹿浜5丁目,鹿浜5丁目,3755,0.27,13907.4,2847,131.9
121116,1312102406,121,24,6,,,,,●,50,27006,足立区,鹿浜,鹿浜6丁目,鹿浜6丁目,2015,0.2,10075,2464,81.8
121117,1312102407,121,24,7,,,,,●,50,27007,足立区,鹿浜,鹿浜7丁目,鹿浜7丁目,1785,0.14,12750,2292,77.9
121118,1312102408,121,24,8,,,,,●,50,27008,足立区,鹿浜,鹿浜8丁目,鹿浜8丁目,1276,0.16,7975,1816,70.3
121119,1312102500,121,25,0,,,,●,,40,280,足立区,島根,,島根,9278,0.76,12207.9,12171,76.2
121120,1312102501,121,25,1,,,,,●,50,28001,足立区,島根,島根1丁目,島根1丁目,1184,0.11,10763.6,1798,65.9
121121,1312102502,121,25,2,,,,,●,50,28002,足立区,島根,島根2丁目,島根2丁目,3551,0.25,14204,4698,75.6
121122,1312102503,121,25,3,,,,,●,50,28003,足立区,島根,島根3丁目,島根3丁目,2662,0.18,14788.9,2443,109
121123,1312102504,121,25,4,,,,,●,50,28004,足立区,島根,島根4丁目,島根4丁目,1881,0.22,8550,3232,58.2
121124,1312102600,121,26,0,,,,●,,40,310,足立区,新田,,新田,13327,1.47,9066,16007,83.3
121125,1312102601,121,26,1,,,,,●,50,31001,足立区,新田,新田1丁目,新田1丁目,3069,0.41,7485.4,3615,84.9
121126,1312102602,121,26,2,,,,,●,50,31002,足立区,新田,新田2丁目,新田2丁目,2969,0.34,8732.4,2615,113.5
121127,1312102603,121,26,3,,,,,●,50,31003,足立区,新田,新田3丁目,新田3丁目,7289,0.72,10123.6,9777,74.6
121128,1312102700,121,27,0,,,,●,,40,300,足立区,神明,,神明,3016,0.44,6854.5,4847,62.2
121129,1312102701,121,27,1,,,,,●,50,30001,足立区,神明,神明1丁目,神明1丁目,503,0.09,5588.9,852,59
121130,1312102702,121,27,2,,,,,●,50,30002,足立区,神明,神明2丁目,神明2丁目,1358,0.15,9053.3,1804,75.3
121131,1312102703,121,27,3,,,,,●,50,30003,足立区,神明,神明3丁目,神明3丁目,1155,0.2,5775,2191,52.7
121132,1312102800,121,28,0,,,,●,,40,290,足立区,神明南,,神明南,2585,0.32,8078.1,3469,74.5
121133,1312102801,121,28,1,,,,,●,50,29001,足立区,神明南,神明南1丁目,神明南1丁目,1528,0.19,8042.1,2024,75.5
121134,1312102802,121,28,2,,,,,●,50,29002,足立区,神明南,神明南2丁目,神明南2丁目,1057,0.13,8130.8,1445,73.1
121135,1312102900,121,29,0,,,,●,,40,370,足立区,関原,,関原,8035,0.69,11644.9,11123,72.2
121136,1312102901,121,29,1,,,,,●,50,37001,足立区,関原,関原1丁目,関原1丁目,1499,0.16,9368.8,1997,75.1
121137,1312102902,121,29,2,,,,,●,50,37002,足立区,関原,関原2丁目,関原2丁目,2987,0.26,11488.5,4321,69.1
121138,1312102903,121,29,3,,,,,●,50,37003,足立区,関原,関原3丁目,関原3丁目,3549,0.27,13144.4,4805,73.9
121139,1312103000,121,30,0,,,,●,,40,490,足立区,千住,,千住,16595,0.7,23707.1,9405,176.4
121140,1312103001,121,30,1,,,,,●,50,49001,足立区,千住,千住1丁目,千住1丁目,3038,0.11,27618.2,1585,191.7
121141,1312103002,121,30,2,,,,,●,50,49002,足立区,千住,千住2丁目,千住2丁目,5341,0.1,53410,1288,414.7
121142,1312103003,121,30,3,,,,,●,50,49003,足立区,千住,千住3丁目,千住3丁目,5151,0.11,46827.3,1875,274.7
121143,1312103004,121,30,4,,,,,●,50,49004,足立区,千住,千住4丁目,千住4丁目,1418,0.1,14180,2207,64.3
121144,1312103005,121,30,5,,,,,●,50,49005,足立区,千住,千住5丁目,千住5丁目,1647,0.28,5882.1,2450,67.2
121145,1312103100,121,31,0,,,,●,○,41,320,足立区,千住曙町,,千住曙町,6068,0.32,18962.5,4441,136.6
121146,1312103200,121,32,0,,,,●,○,41,330,足立区,千住旭町,,千住旭町,15807,0.34,46491.2,3490,452.9
121147,1312103300,121,33,0,,,,●,,40,340,足立区,千住東,,千住東,4499,0.25,17996,5833,77.1
121148,1312103301,121,33,1,,,,,●,50,34001,足立区,千住東,千住東1丁目,千住東1丁目,1702,0.11,15472.7,1826,93.2
121149,1312103302,121,33,2,,,,,●,50,34002,足立区,千住東,千住東2丁目,千住東2丁目,2797,0.14,19978.6,4007,69.8
121150,1312103400,121,34,0,,,,●,○,41,350,足立区,千住大川町,,千住大川町,2768,0.34,8141.2,3582,77.3
121151,1312103500,121,35,0,,,,●,○,41,360,足立区,千住河原町,,千住河原町,2487,0.16,15543.8,3387,73.4
121152,1312103600,121,36,0,,,,●,○,41,380,足立区,千住寿町,,千住寿町,2103,0.11,19118.2,3125,67.3
121153,1312103700,121,37,0,,,,●,,40,390,足立区,千住桜木,,千住桜木,7446,0.46,16187,4624,161
121154,1312103701,121,37,1,,,,,●,50,39001,足立区,千住桜木,千住桜木1丁目,千住桜木1丁目,1969,0.14,14064.3,2110,93.3
121155,1312103702,121,37,2,,,,,●,50,39002,足立区,千住桜木,千住桜木2丁目,千住桜木2丁目,5477,0.32,17115.6,2514,217.9
121156,1312103800,121,38,0,,,,●,○,41,400,足立区,千住関屋町,,千住関屋町,4596,0.32,14362.5,3951,116.3
121157,1312103900,121,39,0,,,,●,○,41,410,足立区,千住龍田町,,千住龍田町,1216,0.1,12160,1860,65.4
121158,1312104000,121,40,0,,,,●,○,41,470,足立区,千住中居町,,千住中居町,2670,0.13,20538.5,2771,96.4
121159,1312104100,121,41,0,,,,●,○,41,480,足立区,千住仲町,,千住仲町,4049,0.16,25306.3,3789,106.9
121160,1312104200,121,42,0,,,,●,○,41,420,足立区,千住橋戸町,,千住橋戸町,3277,0.22,14895.5,3500,93.6
121161,1312104300,121,43,0,,,,●,,40,440,足立区,千住緑町,,千住緑町,4008,0.41,9775.6,5309,75.5
121162,1312104301,121,43,1,,,,,●,50,44001,足立区,千住緑町,千住緑町1丁目,千住緑町1丁目,1275,0.15,8500,1302,97.9
121163,1312104302,121,43,2,,,,,●,50,44002,足立区,千住緑町,千住緑町2丁目,千住緑町2丁目,1502,0.13,11553.8,2159,69.6
121164,1312104303,121,43,3,,,,,●,50,44003,足立区,千住緑町,千住緑町3丁目,千住緑町3丁目,1231,0.13,9469.2,1848,66.6
121165,1312104400,121,44,0,,,,●,○,41,430,足立区,千住宮元町,,千住宮元町,2728,0.1,27280,1846,147.8
121166,1312104500,121,45,0,,,,●,○,41,450,足立区,千住元町,,千住元町,2694,0.26,10361.5,3747,71.9
121167,1312104600,121,46,0,,,,●,○,41,460,足立区,千住柳町,,千住柳町,1228,0.08,15350,1690,72.7
121168,1312104700,121,47,0,,,,●,,40,500,足立区,竹の塚,,竹の塚,21862,1.18,18527.1,18470,118.4
121169,1312104701,121,47,1,,,,,●,50,50001,足立区,竹の塚,竹の塚1丁目,竹の塚1丁目,4510,0.26,17346.2,4103,109.9
121170,1312104702,121,47,2,,,,,●,50,50002,足立区,竹の塚,竹の塚2丁目,竹の塚2丁目,1981,0.17,11652.9,2435,81.4
121171,1312104703,121,47,3,,,,,●,50,50003,足立区,竹の塚,竹の塚3丁目,竹の塚3丁目,3449,0.2,17245,3312,104.1
121172,1312104704,121,47,4,,,,,●,50,50004,足立区,竹の塚,竹の塚4丁目,竹の塚4丁目,3085,0.1,30850,1573,196.1
121173,1312104705,121,47,5,,,,,●,50,50005,足立区,竹の塚,竹の塚5丁目,竹の塚5丁目,3451,0.18,19172.2,2452,140.7
121174,1312104706,121,47,6,,,,,●,50,50006,足立区,竹の塚,竹の塚6丁目,竹の塚6丁目,3565,0.14,25464.3,2428,146.8
121175,1312104707,121,47,7,,,,,●,50,50007,足立区,竹の塚,竹の塚7丁目,竹の塚7丁目,1821,0.13,14007.7,2167,84
121176,1312104800,121,48,0,,,,●,,40,510,足立区,辰沼,,辰沼,2954,0.25,11816,4001,73.8
121177,1312104801,121,48,1,,,,,●,50,51001,足立区,辰沼,辰沼1丁目,辰沼1丁目,1307,0.09,14522.2,1978,66.1
121178,1312104802,121,48,2,,,,,●,50,51002,足立区,辰沼,辰沼2丁目,辰沼2丁目,1647,0.16,10293.8,2023,81.4
121179,1312104900,121,49,0,,,,●,,40,520,足立区,中央本町,,中央本町,16424,0.74,22194.6,14386,114.2
121180,1312104901,121,49,1,,,,,●,50,52001,足立区,中央本町,中央本町1丁目,中央本町1丁目,5080,0.17,29882.4,2262,224.6
121181,1312104902,121,49,2,,,,,●,50,52002,足立区,中央本町,中央本町2丁目,中央本町2丁目,3527,0.17,20747.1,3205,110
121182,1312104903,121,49,3,,,,,●,50,52003,足立区,中央本町,中央本町3丁目,中央本町3丁目,1738,0.12,14483.3,2844,61.1
121183,1312104904,121,49,4,,,,,●,50,52004,足立区,中央本町,中央本町4丁目,中央本町4丁目,4801,0.17,28241.2,4084,117.6
121184,1312104905,121,49,5,,,,,●,50,52005,足立区,中央本町,中央本町5丁目,中央本町5丁目,1278,0.11,11618.2,1991,64.2
121185,1312105000,121,50,0,,,,●,,40,530,足立区,椿,,椿,1761,0.14,12578.6,1638,107.5
121186,1312105001,121,50,1,,,,,●,50,53001,足立区,椿,椿1丁目,椿1丁目,490,0.03,16333.3,183,267.8
121187,1312105002,121,50,2,,,,,●,50,53002,足立区,椿,椿2丁目,椿2丁目,1271,0.11,11554.5,1455,87.4
121188,1312105100,121,51,0,,,,●,,40,540,足立区,東和,,東和,15070,0.92,16380.4,19886,75.8
121189,1312105101,121,51,1,,,,,●,50,54001,足立区,東和,東和1丁目,東和1丁目,2462,0.19,12957.9,3063,80.4
121190,1312105102,121,51,2,,,,,●,50,54002,足立区,東和,東和2丁目,東和2丁目,2236,0.17,13152.9,3202,69.8
121191,1312105103,121,51,3,,,,,●,50,54003,足立区,東和,東和3丁目,東和3丁目,3991,0.21,19004.8,5278,75.6
121192,1312105104,121,51,4,,,,,●,50,54004,足立区,東和,東和4丁目,東和4丁目,3902,0.2,19510,4565,85.5
121193,1312105105,121,51,5,,,,,●,50,54005,足立区,東和,東和5丁目,東和5丁目,2479,0.15,16526.7,3778,65.6
121194,1312105200,121,52,0,,,,●,,40,560,足立区,舎人,,舎人,10973,1.09,10067,14747,74.4
121195,1312105201,121,52,1,,,,,●,50,56001,足立区,舎人,舎人1丁目,舎人1丁目,2106,0.19,11084.2,1672,126
121196,1312105202,121,52,2,,,,,●,50,56002,足立区,舎人,舎人2丁目,舎人2丁目,1562,0.18,8677.8,2566,60.9
121197,1312105203,121,52,3,,,,,●,50,56003,足立区,舎人,舎人3丁目,舎人3丁目,1537,0.19,8089.5,2627,58.5
121198,1312105204,121,52,4,,,,,●,50,56004,足立区,舎人,舎人4丁目,舎人4丁目,737,0.1,7370,1310,56.3
121199,1312105205,121,52,5,,,,,●,50,56005,足立区,舎人,舎人5丁目,舎人5丁目,2711,0.28,9682.1,4074,66.5
121200,1312105206,121,52,6,,,,,●,50,56006,足立区,舎人,舎人6丁目,舎人6丁目,2320,0.15,15466.7,2498,92.9
121201,1312105300,121,53,0,,,,●,○,41,970,足立区,舎人公園,,舎人公園,15,0.18,83.3,-,-
121202,1312105400,121,54,0,,,,●,,40,570,足立区,中川,,中川,9057,1.13,8015,12502,72.4
121203,1312105401,121,54,1,,,,,●,50,57001,足立区,中川,中川1丁目,中川1丁目,1960,0.16,12250,3154,62.1
121204,1312105402,121,54,2,,,,,●,50,57002,足立区,中川,中川2丁目,中川2丁目,1403,0.16,8768.8,2440,57.5
121205,1312105403,121,54,3,,,,,●,50,57003,足立区,中川,中川3丁目,中川3丁目,1165,0.17,6852.9,2057,56.6
121206,1312105404,121,54,4,,,,,●,50,57004,足立区,中川,中川4丁目,中川4丁目,3955,0.23,17195.7,3931,100.6
121207,1312105405,121,54,5,,,,,●,50,57005,足立区,中川,中川5丁目,中川5丁目,574,0.41,1400,920,62.4
121208,1312105500,121,55,0,,,,●,,40,580,足立区,西綾瀬,,西綾瀬,6930,0.51,13588.2,8513,81.4
121209,1312105501,121,55,1,,,,,●,50,58001,足立区,西綾瀬,西綾瀬1丁目,西綾瀬1丁目,568,0.06,9466.7,1092,52
121210,1312105502,121,55,2,,,,,●,50,58002,足立区,西綾瀬,西綾瀬2丁目,西綾瀬2丁目,1856,0.14,13257.1,2782,66.7
121211,1312105503,121,55,3,,,,,●,50,58003,足立区,西綾瀬,西綾瀬3丁目,西綾瀬3丁目,2081,0.18,11561.1,3397,61.3
121212,1312105504,121,55,4,,,,,●,50,58004,足立区,西綾瀬,西綾瀬4丁目,西綾瀬4丁目,2425,0.13,18653.8,1242,195.2
121213,1312105600,121,56,0,,,,●,,40,640,足立区,西新井,,西新井,18703,1.47,12723.1,20623,90.7
121214,1312105601,121,56,1,,,,,●,50,64001,足立区,西新井,西新井1丁目,西新井1丁目,2706,0.18,15033.3,2796,96.8
121215,1312105602,121,56,2,,,,,●,50,64002,足立区,西新井,西新井2丁目,西新井2丁目,1900,0.17,11176.5,2678,70.9
121216,1312105603,121,56,3,,,,,●,50,64003,足立区,西新井,西新井3丁目,西新井3丁目,2232,0.18,12400,3402,65.6
121217,1312105604,121,56,4,,,,,●,50,64004,足立区,西新井,西新井4丁目,西新井4丁目,3841,0.3,12803.3,3696,103.9
121218,1312105605,121,56,5,,,,,●,50,64005,足立区,西新井,西新井5丁目,西新井5丁目,2613,0.22,11877.3,2777,94.1
121219,1312105606,121,56,6,,,,,●,50,64006,足立区,西新井,西新井6丁目,西新井6丁目,3696,0.27,13688.9,3687,100.2
121220,1312105607,121,56,7,,,,,●,50,64007,足立区,西新井,西新井7丁目,西新井7丁目,1715,0.15,11433.3,1587,108.1
121221,1312105700,121,57,0,,,,●,,40,630,足立区,西新井栄町,,西新井栄町,11049,0.46,24019.6,9936,111.2
121222,1312105701,121,57,1,,,,,●,50,63001,足立区,西新井栄町,西新井栄町1丁目,西新井栄町1丁目,6903,0.25,27612,6572,105
121223,1312105702,121,57,2,,,,,●,50,63002,足立区,西新井栄町,西新井栄町2丁目,西新井栄町2丁目,2903,0.14,20735.7,1663,174.6
121224,1312105703,121,57,3,,,,,●,50,63003,足立区,西新井栄町,西新井栄町3丁目,西新井栄町3丁目,1243,0.07,17757.1,1701,73.1
121225,1312105800,121,58,0,,,,●,,40,600,足立区,西新井本町,,西新井本町,12426,0.77,16137.7,14574,85.3
121226,1312105801,121,58,1,,,,,●,50,60001,足立区,西新井本町,西新井本町1丁目,西新井本町1丁目,2556,0.16,15975,3195,80
121227,1312105802,121,58,2,,,,,●,50,60002,足立区,西新井本町,西新井本町2丁目,西新井本町2丁目,3626,0.21,17266.7,3795,95.5
121228,1312105803,121,58,3,,,,,●,50,60003,足立区,西新井本町,西新井本町3丁目,西新井本町3丁目,1039,0.09,11544.4,1618,64.2
121229,1312105804,121,58,4,,,,,●,50,60004,足立区,西新井本町,西新井本町4丁目,西新井本町4丁目,3517,0.21,16747.6,3602,97.6
121230,1312105805,121,58,5,,,,,●,50,60005,足立区,西新井本町,西新井本町5丁目,西新井本町5丁目,1688,0.1,16880,2364,71.4
121231,1312105900,121,59,0,,,,●,,40,620,足立区,西伊興,,西伊興,6004,0.77,7797.4,8481,70.8
121232,1312105901,121,59,1,,,,,●,50,62001,足立区,西伊興,西伊興1丁目,西伊興1丁目,1981,0.26,7619.2,3063,64.7
121233,1312105902,121,59,2,,,,,●,50,62002,足立区,西伊興,西伊興2丁目,西伊興2丁目,1254,0.15,8360,1835,68.3
121234,1312105903,121,59,3,,,,,●,50,62003,足立区,西伊興,西伊興3丁目,西伊興3丁目,1404,0.2,7020,1999,70.2
121235,1312105904,121,59,4,,,,,●,50,62004,足立区,西伊興,西伊興4丁目,西伊興4丁目,1365,0.16,8531.3,1584,86.2
121236,1312106000,121,60,0,,,,●,○,41,590,足立区,西伊興町,,西伊興町,5,0.05,100,-,-
121237,1312106100,121,61,0,,,,●,,40,,足立区,西加平,,西加平,662,0.23,2878.3,368,179.9
121238,1312106101,121,61,1,,,,,●,50,,足立区,西加平,西加平1丁目,西加平1丁目,207,0.1,2070,8,2587.5
121239,1312106102,121,61,2,,,,,●,50,,足立区,西加平,西加平2丁目,西加平2丁目,455,0.13,3500,360,126.4
121240,1312106200,121,62,0,,,,●,,40,650,足立区,西竹の塚,,西竹の塚,2834,0.3,9446.7,3004,94.3
121241,1312106201,121,62,1,,,,,●,50,65001,足立区,西竹の塚,西竹の塚1丁目,西竹の塚1丁目,1677,0.19,8826.3,1848,90.7
121242,1312106202,121,62,2,,,,,●,50,65002,足立区,西竹の塚,西竹の塚2丁目,西竹の塚2丁目,1157,0.11,10518.2,1156,100.1
121243,1312106300,121,63,0,,,,●,,40,660,足立区,西保木間,,西保木間,8558,0.6,14263.3,10713,79.9
121244,1312106301,121,63,1,,,,,●,50,66001,足立区,西保木間,西保木間1丁目,西保木間1丁目,2278,0.13,17523.1,2034,112
121245,1312106302,121,63,2,,,,,●,50,66002,足立区,西保木間,西保木間2丁目,西保木間2丁目,2321,0.19,12215.8,3432,67.6
121246,1312106303,121,63,3,,,,,●,50,66003,足立区,西保木間,西保木間3丁目,西保木間3丁目,1642,0.1,16420,2403,68.3
121247,1312106304,121,63,4,,,,,●,50,66004,足立区,西保木間,西保木間4丁目,西保木間4丁目,2317,0.18,12872.2,2844,81.5
121248,1312106400,121,64,0,,,,●,,40,670,足立区,花畑,,花畑,15289,1.76,8686.9,18397,83.1
121249,1312106401,121,64,1,,,,,●,50,67001,足立区,花畑,花畑1丁目,花畑1丁目,2126,0.2,10630,1917,110.9
121250,1312106402,121,64,2,,,,,●,50,67002,足立区,花畑,花畑2丁目,花畑2丁目,1153,0.17,6782.4,1775,65
121251,1312106403,121,64,3,,,,,●,50,67003,足立区,花畑,花畑3丁目,花畑3丁目,1839,0.22,8359.1,2458,74.8
121252,1312106404,121,64,4,,,,,●,50,67004,足立区,花畑,花畑4丁目,花畑4丁目,3101,0.25,12404,2592,119.6
121253,1312106405,121,64,5,,,,,●,50,67005,足立区,花畑,花畑5丁目,花畑5丁目,2072,0.3,6906.7,3286,63.1
121254,1312106406,121,64,6,,,,,●,50,67006,足立区,花畑,花畑6丁目,花畑6丁目,2203,0.26,8473.1,2669,82.5
121255,1312106407,121,64,7,,,,,●,50,67007,足立区,花畑,花畑7丁目,花畑7丁目,1034,0.17,6082.4,1168,88.5
121256,1312106408,121,64,8,,,,,●,50,67008,足立区,花畑,花畑8丁目,花畑8丁目,1761,0.19,9268.4,2532,69.5
121257,1312106500,121,65,0,,,,●,,40,680,足立区,東綾瀬,,東綾瀬,7517,0.52,14455.8,10067,74.7
121258,1312106501,121,65,1,,,,,●,50,68001,足立区,東綾瀬,東綾瀬1丁目,東綾瀬1丁目,3144,0.2,15720,4083,77
121259,1312106502,121,65,2,,,,,●,50,68002,足立区,東綾瀬,東綾瀬2丁目,東綾瀬2丁目,2600,0.16,16250,3341,77.8
121260,1312106503,121,65,3,,,,,●,50,68003,足立区,東綾瀬,東綾瀬3丁目,東綾瀬3丁目,1773,0.16,11081.3,2643,67.1
