産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
3,K,68,680,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,68,681,建物売買業，土地売買業,44,123,59,64,39,92,48,44,5,31,11,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,68,682,不動産代理業・仲介業,625,1298,727,570,603,1165,653,511,21,120,66,54,1,13,8,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,K,69,000,不動産賃貸業・管理業,14979,23957,11904,12049,14809,22860,11351,11505,152,865,425,440,17,200,101,99,-,-,-,-,1,32,27,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,69,690,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,69,691,不動産賃貸業（貸家業，貸間業を除く）,1756,3039,1517,1521,1719,2784,1392,1391,30,175,85,90,7,80,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,69,692,貸家業，貸間業,11388,17940,8847,9092,11282,17308,8534,8773,102,583,285,298,4,49,28,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,69,693,駐車場業,1415,2223,1130,1093,1401,2103,1062,1041,10,53,25,28,3,35,16,19,-,-,-,-,1,32,27,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,69,694,不動産管理業,420,755,410,343,407,665,363,300,10,54,30,24,3,36,17,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,K,70,000,物品賃貸業,93,265,163,102,82,153,95,58,7,40,13,27,3,33,19,14,-,-,-,-,1,39,36,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,70,700,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,70,701,各種物品賃貸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,70,702,産業用機械器具賃貸業,17,72,60,12,15,28,21,7,1,5,3,2,-,-,-,-,-,-,-,-,1,39,36,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,70,703,事務用機械器具賃貸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,70,704,自動車賃貸業,8,30,22,8,7,20,15,5,-,-,-,-,1,10,7,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,70,705,スポーツ・娯楽用品賃貸業,1,1,-,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,70,709,その他の物品賃貸業,66,160,80,80,58,102,58,44,6,35,10,25,2,23,12,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,L,00,000,学術研究，専門・技術サービス業,15236,53404,30096,22942,12105,25411,14735,10398,2459,15180,8205,6910,527,6531,3865,2643,80,1884,1038,846,41,1475,860,615,11,752,394,358,6,938,483,455,5,1233,516,717,-,-,-,-,-,-,-,-,2
2,L,71,000,学術・開発研究機関,28,58,31,27,25,43,25,18,3,15,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,71,710,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,71,711,自然科学研究所,13,26,17,9,12,21,13,8,1,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,71,712,人文・社会科学研究所,15,32,14,18,13,22,12,10,2,10,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,L,72,000,専門サービス業（他に分類されないもの）,13027,48419,27404,20707,10092,21681,12536,8920,2277,14105,7791,6254,515,6392,3790,2579,80,1884,1038,846,40,1434,856,578,11,752,394,358,6,938,483,455,5,1233,516,717,-,-,-,-,-,-,-,-,1
3,L,72,720,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,721,法律事務所，特許事務所,3850,19034,10282,8668,2821,6171,3408,2709,671,4233,2211,2005,244,3139,1845,1281,58,1384,730,654,33,1184,695,489,11,752,394,358,6,938,483,455,5,1233,516,717,-,-,-,-,-,-,-,-,1
3,L,72,722,公証人役場，司法書士事務所，土地家屋調査士事務所,1364,4180,2780,1364,1127,2434,1634,777,196,1193,790,390,37,432,265,167,3,73,57,16,1,48,34,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,723,行政書士事務所,472,798,498,279,456,698,443,240,15,90,52,32,1,10,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,724,公認会計士事務所，税理士事務所,5851,21071,11949,9014,4342,10075,5684,4312,1275,7857,4387,3451,211,2562,1540,1012,18,406,241,165,5,171,97,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,725,社会保険労務士事務所,615,1740,876,833,508,994,524,439,90,555,255,300,17,191,97,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,726,デザイン業,387,647,398,236,376,565,354,198,8,47,20,27,3,35,24,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,727,著述・芸術家業,153,261,163,93,147,227,149,78,6,34,14,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,728,経営コンサルタント業，純粋持株会社,86,151,103,44,83,134,91,39,3,17,12,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,729,その他の専門サービス業,249,537,355,176,232,383,249,128,13,79,50,29,2,23,16,7,1,21,10,11,1,31,30,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,L,73,000,広告業,26,66,45,18,22,40,26,11,4,26,19,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,73,730,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,73,731,広告業,26,66,45,18,22,40,26,11,4,26,19,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,L,74,000,技術サービス業（他に分類されないもの）,2151,4854,2610,2189,1962,3640,2142,1448,175,1034,389,640,12,139,75,64,-,-,-,-,1,41,4,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,L,74,740,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,74,741,獣医業,618,1960,661,1276,501,1190,469,703,109,657,157,495,6,72,31,41,-,-,-,-,1,41,4,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,L,74,742,土木建築サービス業,970,1730,1204,499,936,1519,1063,429,30,164,109,55,4,47,32,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,74,743,機械設計業,56,91,59,32,56,91,59,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,74,744,商品・非破壊検査業,3,6,3,3,3,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,74,745,計量証明業,4,5,4,1,4,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,74,746,写真業,422,901,566,331,390,709,458,247,31,182,104,78,1,10,4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,74,749,その他の技術サービス業,78,161,113,47,72,120,86,33,5,31,19,12,1,10,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,M,00,000,宿泊業，飲食サービス業,39562,125156,55557,68964,31931,68172,31161,36791,6372,39640,17050,22314,1136,13995,6202,7724,85,1922,662,1240,34,1198,443,755,4,229,39,140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,M,75,000,宿泊業,448,1487,570,914,362,856,329,524,71,429,156,273,14,172,74,98,-,-,-,-,1,30,11,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,75,750,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,75,751,旅館，ホテル,354,1205,452,751,279,647,241,404,61,369,131,238,13,159,69,90,-,-,-,-,1,30,11,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,75,752,簡易宿所,61,178,80,97,56,140,63,76,4,25,12,13,1,13,5,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,75,753,下宿業,9,18,7,11,9,18,7,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,75,759,その他の宿泊業,24,86,31,55,18,51,18,33,6,35,13,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,M,76,000,飲食店,38637,121582,54026,66946,31243,66594,30475,35909,6192,38517,16609,21647,1089,13394,5913,7412,79,1792,606,1166,30,1056,384,672,4,229,39,140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,760,管理，補助的経済活動を行う事業所,4,30,19,11,3,4,3,1,-,-,-,-,-,-,-,-,1,26,16,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,761,食堂，レストラン（専門料理店を除く）,1502,4255,1832,2423,1300,2835,1281,1554,173,1050,406,644,27,330,126,204,2,40,19,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,762,専門料理店,11186,39104,20657,18186,8582,20269,10885,9274,2196,13643,7027,6506,390,4747,2496,2210,15,337,170,167,3,108,79,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,763,そば・うどん店,2106,7537,3463,4063,1619,4210,2123,2082,432,2643,1091,1546,53,640,241,399,2,44,8,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,764,すし店,1595,4554,2585,1963,1387,3194,1867,1321,195,1191,641,550,13,169,77,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,765,酒場，ビヤホール,10557,29987,14195,15510,8847,17482,7905,9514,1446,9017,4489,4389,246,2972,1646,1316,12,276,106,150,4,133,47,86,2,107,2,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,766,バー，キャバレー，ナイトクラブ,7600,24332,6637,17673,6044,11628,3707,7905,1240,7801,1762,6033,259,3249,769,2480,35,808,180,628,20,724,182,542,2,122,37,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,767,喫茶店,3220,8773,3227,5536,2790,5530,2061,3459,358,2199,721,1478,62,802,330,472,8,181,69,112,2,61,46,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,769,その他の飲食店,867,3010,1411,1581,671,1442,643,799,152,973,472,501,39,485,228,239,4,80,38,42,1,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,M,77,000,持ち帰り・配達飲食サービス業,475,2038,930,1086,325,720,355,358,109,694,285,394,33,429,215,214,6,130,56,74,2,65,19,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,77,770,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,77,771,持ち帰り飲食サービス業,331,1263,512,748,246,528,253,272,61,380,128,252,20,258,101,157,3,67,20,47,1,30,10,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,77,772,配達飲食サービス業,144,775,418,338,79,192,102,86,48,314,157,142,13,171,114,57,3,63,36,27,1,35,9,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,N,00,000,生活関連サービス業，娯楽業,22444,49841,22071,27460,20911,38575,17056,21315,1344,8051,3493,4477,161,1978,1024,929,19,437,264,173,6,206,90,116,1,93,43,50,-,-,-,-,-,-,-,-,-,-,-,-,1,501,101,400,1
2,N,78,000,洗濯・理容・美容・浴場業,19788,42257,18361,23626,18633,34388,15158,19051,1035,6150,2490,3579,104,1246,495,741,9,210,111,99,5,170,64,106,1,93,43,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,N,78,780,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,781,洗濯業,2844,6252,3184,3068,2697,5241,2795,2446,129,763,310,453,16,195,65,130,1,22,9,13,1,31,5,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,782,理容業,6050,12062,7031,5029,5886,11030,6390,4638,151,870,535,335,12,135,82,53,1,27,24,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,783,美容業,9293,19773,6988,12602,8661,15417,5203,10091,566,3369,1352,1967,57,677,270,397,5,114,67,47,3,103,53,50,1,93,43,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,784,一般公衆浴場業,241,845,417,428,194,549,269,280,45,267,119,148,2,29,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,785,その他の公衆浴場業,19,73,26,47,15,40,8,32,2,15,8,7,1,18,10,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,N,78,789,その他の洗濯・理容・美容・浴場業,1341,3252,715,2452,1180,2111,493,1564,142,866,166,669,16,192,39,153,2,47,11,36,1,36,6,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,N,79,000,その他の生活関連サービス業,1419,3104,1074,2014,1302,2263,821,1426,102,611,145,466,12,161,66,95,3,69,42,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,790,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,791,旅行業,45,96,55,41,41,75,43,32,4,21,12,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,793,衣服裁縫修理業,427,741,239,498,408,621,218,399,17,97,19,78,2,23,2,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,794,物品預り業,62,119,57,62,60,107,55,52,2,12,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,795,火葬・墓地管理業,1,2,1,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,796,冠婚葬祭業,65,224,111,110,52,108,68,37,9,57,26,31,3,39,13,26,1,20,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,799,他に分類されない生活関連サービス業,819,1922,611,1302,740,1350,436,905,70,424,86,338,7,99,51,48,2,49,38,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,N,80,000,娯楽業,1237,4480,2636,1820,976,1924,1077,838,207,1290,858,432,45,571,463,93,7,158,111,47,1,36,26,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,501,101,400,-
3,N,80,800,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,801,映画館,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,802,興行場（別掲を除く），興行団,116,989,453,536,85,173,110,63,20,131,82,49,7,107,93,14,3,77,67,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,501,101,400,-
3,N,80,803,競輪・競馬等の競走場，競技団,29,197,184,13,6,18,15,3,18,116,108,8,5,63,61,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,804,スポーツ施設提供業,100,291,183,105,81,175,105,67,19,116,78,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,805,公園，遊園地,2,4,2,2,2,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,806,遊戯場,633,1964,1300,661,508,975,572,400,98,611,432,179,23,282,232,50,3,60,38,22,1,36,26,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,809,その他の娯楽業,357,1035,514,503,294,579,273,303,52,316,158,158,10,119,77,27,1,21,6,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,O,00,000,教育，学習支援業,6899,22308,6971,15117,5456,8876,2961,5857,976,6275,1832,4390,379,4814,1577,3199,63,1486,406,1080,23,804,177,556,1,53,18,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2,O,81,000,学校教育,179,2791,549,2242,17,44,16,28,34,251,45,206,78,1088,193,895,34,840,165,675,16,568,130,438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,810,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,811,幼稚園,155,2558,435,2123,7,21,8,13,29,217,38,179,72,1011,159,852,33,812,150,662,14,497,80,417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,812,小学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,813,中学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,814,高等学校，中等教育学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,815,特別支援学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,816,高等教育機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,817,専修学校，各種学校,24,233,114,119,10,23,8,15,5,34,7,27,6,77,34,43,1,28,15,13,2,71,50,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,818,学校教育支援機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,819,幼保連携型認定こども園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,O,82,000,その他の教育，学習支援業,6720,19517,6422,12875,5439,8832,2945,5829,942,6024,1787,4184,301,3726,1384,2304,29,646,241,405,7,236,47,118,1,53,18,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,O,82,820,管理，補助的経済活動を行う事業所,1,1,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,821,社会教育,16,38,11,27,16,38,11,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,822,職業・教育支援施設,7,44,9,35,6,16,8,8,-,-,-,-,-,-,-,-,1,28,1,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,823,学習塾,1939,8964,3236,5607,1156,2349,960,1363,562,3668,1071,2561,201,2466,1006,1432,16,352,163,189,4,129,36,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,824,教養・技能教授業,4715,10225,3076,7098,4233,6377,1938,4409,370,2297,692,1594,97,1218,358,850,12,266,77,189,2,67,11,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,O,82,829,他に分類されない教育，学習支援業,41,243,88,107,26,49,26,21,10,59,24,29,3,42,20,22,-,-,-,-,1,40,-,-,1,53,18,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,P,00,000,医療，福祉,21016,98882,31648,66571,12723,28946,13329,15395,6522,41854,11195,30288,1540,18865,4370,14425,137,3182,798,2384,53,1939,622,1317,30,2084,681,1403,5,596,241,355,3,705,169,536,2,711,243,468,-,-,-,-,1
2,P,83,000,医療業,20730,96699,31355,64766,12594,28648,13272,15191,6444,41346,11121,29902,1485,18131,4296,13765,117,2704,729,1975,50,1833,608,1225,29,2025,676,1349,5,596,241,355,3,705,169,536,2,711,243,468,-,-,-,-,1
3,P,83,830,管理，補助的経済活動を行う事業所,4,6,4,2,4,6,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,831,病院,26,2358,738,1620,2,8,6,2,2,17,6,11,1,14,5,9,1,26,1,25,2,98,36,62,11,793,215,578,4,462,158,304,1,229,68,161,2,711,243,468,-,-,-,-,-
