地域階層,地域コード,地域名,産業分類階層,大分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,13117,北区,1,P,医療，福祉,98,2000,14,133,41,630,11,282,24,665,-,-,2,252,-,-,-,-,-,-,-,-
4,13117,北区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,R,サービス業（他に分類されないもの）,183,7332,15,72,65,353,15,182,69,2411,6,396,4,2283,2,1328,-,-,-,-,-,-
4,13118,荒川区,0,A～R,全産業（Ｓ公務を除く）,3605,80772,161,879,1225,6004,385,2267,1432,17809,122,5370,115,10413,30,12303,7,1868,3,610,5,22526
4,13118,荒川区,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,C,鉱業，採石業，砂利採取業,1,6,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,D,建設業,446,5235,12,44,138,566,39,203,209,1878,15,362,21,1357,3,266,-,-,1,487,-,-
4,13118,荒川区,1,E,製造業,1100,19491,25,111,405,1727,125,648,446,5083,42,1657,35,3467,9,1517,2,874,-,-,2,4338
4,13118,荒川区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,G,情報通信業,66,1322,10,25,10,24,3,9,34,504,3,34,3,480,1,81,1,160,-,-,-,-
4,13118,荒川区,1,H,運輸業，郵便業,75,4710,-,-,12,57,11,137,38,2476,3,156,6,1019,3,856,-,-,-,-,-,-
4,13118,荒川区,1,I,卸売業，小売業,977,13180,44,388,319,1595,94,464,407,3806,39,1941,34,1715,8,2173,3,822,1,91,-,-
4,13118,荒川区,1,J,金融業，保険業,30,331,-,-,9,60,5,26,11,168,1,2,2,70,-,-,-,-,-,-,-,-
4,13118,荒川区,1,K,不動産業，物品賃貸業,247,1882,13,36,75,241,27,118,113,478,4,30,4,119,1,791,-,-,1,32,-,-
4,13118,荒川区,1,L,学術研究，専門・技術サービス業,121,986,14,36,35,136,7,28,56,536,-,-,2,7,3,200,-,-,-,-,1,36
4,13118,荒川区,1,M,宿泊業，飲食サービス業,190,2095,13,70,87,692,27,242,32,659,2,226,-,-,-,-,1,12,-,-,-,-
4,13118,荒川区,1,N,生活関連サービス業，娯楽業,124,12384,9,44,51,330,14,144,32,1140,3,517,1,522,-,-,-,-,-,-,1,9625
4,13118,荒川区,1,O,教育，学習支援業,27,249,2,4,9,91,5,27,7,99,-,-,1,22,-,-,-,-,-,-,-,-
4,13118,荒川区,1,P,医療，福祉,75,1537,12,87,27,267,11,85,12,312,1,41,1,691,-,-,-,-,-,-,-,-
4,13118,荒川区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,R,サービス業（他に分類されないもの）,126,17364,7,34,48,218,17,136,34,664,9,404,5,944,2,6419,-,-,-,-,1,8527
4,13119,板橋区,0,A～R,全産業（Ｓ公務を除く）,6958,147151,415,2874,2431,13121,728,5453,2613,40085,278,14545,204,28118,59,11621,24,12016,12,8000,4,9539
4,13119,板橋区,1,A,農業，林業,3,9,2,7,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,D,建設業,1180,9581,39,134,425,1965,130,670,478,4053,55,770,27,1709,2,78,1,65,1,49,-,-
4,13119,板橋区,1,E,製造業,1390,46044,35,213,411,1962,139,828,605,9976,66,4517,68,7625,26,3378,11,8920,7,3994,3,4424
4,13119,板橋区,1,F,電気・ガス・熱供給・水道業,1,9,-,-,-,-,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,G,情報通信業,147,2237,22,59,51,136,10,46,48,1109,8,148,3,187,-,-,1,541,-,-,-,-
4,13119,板橋区,1,H,運輸業，郵便業,206,13402,3,29,43,504,24,689,102,6987,17,3482,11,679,1,190,2,798,-,-,-,-
4,13119,板橋区,1,I,卸売業，小売業,1635,36659,107,905,564,2983,181,1207,621,8283,52,1515,44,5937,12,5180,6,896,3,3905,1,5115
4,13119,板橋区,1,J,金融業，保険業,84,356,9,45,25,90,10,26,30,150,2,7,3,23,1,1,-,-,-,-,-,-
4,13119,板橋区,1,K,不動産業，物品賃貸業,816,3490,32,92,301,862,80,248,323,1579,35,235,24,273,9,172,-,-,-,-,-,-
4,13119,板橋区,1,L,学術研究，専門・技術サービス業,301,1837,34,113,119,424,25,76,100,804,7,117,2,5,2,77,1,108,1,52,-,-
4,13119,板橋区,1,M,宿泊業，飲食サービス業,324,5753,27,216,153,1166,44,410,65,1650,4,38,4,1642,2,458,-,-,-,-,-,-
4,13119,板橋区,1,N,生活関連サービス業，娯楽業,291,5436,27,264,130,1061,32,291,62,1301,9,173,8,561,2,1674,-,-,-,-,-,-
4,13119,板橋区,1,O,教育，学習支援業,63,1549,10,49,20,192,6,33,20,420,3,758,-,-,1,10,-,-,-,-,-,-
4,13119,板橋区,1,P,医療，福祉,180,3912,43,624,71,969,20,268,22,954,8,535,2,151,-,-,1,213,-,-,-,-
4,13119,板橋区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,R,サービス業（他に分類されないもの）,337,16877,25,124,117,805,27,661,136,2810,12,2250,8,9326,1,403,1,475,-,-,-,-
4,13120,練馬区,0,A～R,全産業（Ｓ公務を除く）,7588,87195,463,3163,2941,16989,770,5731,2733,33865,208,6442,144,9570,34,3215,12,2902,6,1894,4,1525
4,13120,練馬区,1,A,農業，林業,19,121,-,-,8,37,4,18,5,37,-,-,1,27,-,-,-,-,-,-,-,-
4,13120,練馬区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,D,建設業,1784,14307,62,285,658,3014,183,982,717,6286,65,1181,44,1510,6,665,2,99,-,-,-,-
4,13120,練馬区,1,E,製造業,565,11125,21,182,163,832,44,310,263,3657,29,1101,19,1572,7,1301,4,1090,1,67,1,942
4,13120,練馬区,1,F,電気・ガス・熱供給・水道業,2,17,-,-,-,-,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,G,情報通信業,292,3111,42,157,121,663,23,231,86,790,2,44,4,325,3,53,1,400,-,-,1,423
4,13120,練馬区,1,H,運輸業，郵便業,162,6850,4,20,30,392,26,454,88,4633,7,603,5,722,1,25,-,-,-,-,-,-
4,13120,練馬区,1,I,卸売業，小売業,1731,19431,75,672,684,4091,168,1419,668,7532,42,1694,21,1682,9,789,3,634,3,356,1,22
4,13120,練馬区,1,J,金融業，保険業,77,254,10,17,37,122,9,39,18,68,-,-,-,-,-,-,1,2,-,-,-,-
4,13120,練馬区,1,K,不動産業，物品賃貸業,1147,6024,66,162,462,1339,113,366,412,1804,31,190,26,353,6,246,-,-,1,1451,-,-
4,13120,練馬区,1,L,学術研究，専門・技術サービス業,434,2237,41,115,193,630,34,120,149,839,5,160,3,73,1,130,-,-,1,20,1,138
4,13120,練馬区,1,M,宿泊業，飲食サービス業,344,4757,33,312,159,1669,51,603,47,959,5,436,4,480,-,-,-,-,-,-,-,-
4,13120,練馬区,1,N,生活関連サービス業，娯楽業,347,4931,31,211,158,1328,42,279,79,1787,7,141,4,373,1,6,1,677,-,-,-,-
4,13120,練馬区,1,O,教育，学習支援業,101,1578,14,79,40,344,10,87,24,675,4,238,1,108,-,-,-,-,-,-,-,-
4,13120,練馬区,1,P,医療，福祉,213,4048,36,422,91,1378,33,611,30,1228,4,210,1,14,-,-,-,-,-,-,-,-
4,13120,練馬区,1,Q,複合サービス事業,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,R,サービス業（他に分類されないもの）,369,8400,28,529,137,1150,29,208,146,3558,7,444,11,2331,-,-,-,-,-,-,-,-
4,13121,足立区,0,A～R,全産業（Ｓ公務を除く）,9025,135199,460,3547,3469,19471,1073,7321,3273,53031,269,15186,204,24629,41,4194,13,4104,4,1961,-,-
4,13121,足立区,1,A,農業，林業,9,182,-,-,3,65,3,13,3,104,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,D,建設業,1875,16027,68,389,780,3721,227,1292,663,6863,63,1280,39,2125,7,193,-,-,-,-,-,-
4,13121,足立区,1,E,製造業,1892,28083,37,197,705,3333,238,1340,762,11049,64,3145,50,5696,8,1200,4,1697,1,182,-,-
4,13121,足立区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,G,情報通信業,95,535,17,133,30,115,11,43,32,162,1,16,1,55,-,-,-,-,-,-,-,-
4,13121,足立区,1,H,運輸業，郵便業,382,21094,9,145,72,1351,54,827,201,8683,22,4477,18,5553,2,34,-,-,-,-,-,-
4,13121,足立区,1,I,卸売業，小売業,2113,26351,124,1043,748,4171,239,1509,834,9135,59,2876,50,2586,7,681,3,2147,2,1768,-,-
4,13121,足立区,1,J,金融業，保険業,85,370,10,30,42,127,8,68,22,130,-,-,1,8,-,-,-,-,-,-,-,-
4,13121,足立区,1,K,不動産業，物品賃貸業,921,4416,45,192,383,1153,115,413,310,1735,24,291,19,482,8,48,2,46,-,-,-,-
4,13121,足立区,1,L,学術研究，専門・技術サービス業,267,1898,25,103,117,435,27,106,83,970,5,143,3,33,-,-,2,79,1,11,-,-
4,13121,足立区,1,M,宿泊業，飲食サービス業,367,12685,41,585,164,1710,41,506,72,3659,8,1091,4,4860,-,-,-,-,-,-,-,-
4,13121,足立区,1,N,生活関連サービス業，娯楽業,289,4642,25,123,124,955,33,213,74,1293,4,124,7,1338,4,457,-,-,-,-,-,-
4,13121,足立区,1,O,教育，学習支援業,49,1020,6,35,20,133,2,28,14,344,3,428,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,P,医療，福祉,170,6469,31,370,58,778,27,542,32,3520,4,883,1,72,1,127,1,65,-,-,-,-
4,13121,足立区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,R,サービス業（他に分類されないもの）,511,11427,22,202,223,1424,48,421,171,5384,12,432,11,1821,4,1454,1,70,-,-,-,-
4,13122,葛飾区,0,A～R,全産業（Ｓ公務を除く）,6369,73015,347,1975,2616,13495,785,5451,2082,30685,201,6975,108,7218,24,2103,4,1936,5,1111,1,646
4,13122,葛飾区,1,A,農業，林業,5,28,-,-,2,9,1,4,2,15,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,C,鉱業，採石業，砂利採取業,1,37,-,-,-,-,1,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,D,建設業,1007,7672,43,199,410,1870,134,881,342,3203,39,878,12,278,-,-,-,-,1,82,-,-
4,13122,葛飾区,1,E,製造業,1694,20052,51,275,706,3089,197,1011,601,8508,69,2778,37,2115,9,1116,1,109,1,264,1,646
4,13122,葛飾区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,G,情報通信業,72,288,10,26,27,78,10,33,20,126,1,11,-,-,1,9,-,-,-,-,-,-
4,13122,葛飾区,1,H,運輸業，郵便業,148,7725,8,34,27,188,20,504,70,3906,11,1575,6,893,2,546,-,-,1,12,-,-
4,13122,葛飾区,1,I,卸売業，小売業,1508,19153,67,413,618,3388,186,1185,520,7807,37,673,25,2590,4,339,2,1700,1,679,-,-
4,13122,葛飾区,1,J,金融業，保険業,51,170,3,8,22,77,7,24,14,49,1,2,2,3,1,2,-,-,-,-,-,-
4,13122,葛飾区,1,K,不動産業，物品賃貸業,661,3077,31,70,264,816,81,237,234,1341,19,72,14,464,4,44,-,-,-,-,-,-
4,13122,葛飾区,1,L,学術研究，専門・技術サービス業,226,1139,30,64,105,375,21,91,59,423,3,92,1,7,-,-,-,-,1,74,-,-
4,13122,葛飾区,1,M,宿泊業，飲食サービス業,298,3025,33,345,143,1217,44,315,45,745,3,114,2,68,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,N,生活関連サービス業，娯楽業,241,2204,16,83,113,733,25,317,54,681,3,102,3,124,2,37,-,-,-,-,-,-
4,13122,葛飾区,1,O,教育，学習支援業,40,588,6,34,11,80,4,22,12,317,2,45,2,85,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,P,医療，福祉,149,3386,31,316,47,651,26,490,22,1146,5,483,1,37,-,-,1,127,-,-,-,-
4,13122,葛飾区,1,Q,複合サービス事業,1,11,-,-,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,R,サービス業（他に分類されないもの）,267,4460,18,108,121,924,28,300,86,2407,8,150,3,554,1,10,-,-,-,-,-,-
4,13123,江戸川区,0,A～R,全産業（Ｓ公務を除く）,8241,121814,431,2847,3162,18871,1002,7596,2879,45290,271,10071,162,12310,37,8320,18,13667,3,1024,-,-
4,13123,江戸川区,1,A,農業，林業,11,112,-,-,3,19,2,21,5,59,1,13,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,D,建設業,1554,13990,57,296,607,2977,201,1205,556,6029,69,1533,23,854,3,168,1,686,-,-,-,-
4,13123,江戸川区,1,E,製造業,1727,19324,56,244,654,3280,178,992,714,8510,57,1820,37,2271,7,843,3,1044,1,232,-,-
4,13123,江戸川区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,G,情報通信業,91,1031,15,40,26,59,10,41,32,332,3,538,-,-,1,9,-,-,-,-,-,-
4,13123,江戸川区,1,H,運輸業，郵便業,397,17349,8,87,81,867,57,1012,202,7566,23,1907,13,1896,5,1479,2,2386,-,-,-,-
4,13123,江戸川区,1,I,卸売業，小売業,1881,34880,100,710,730,5222,210,1700,669,10224,55,1962,37,3023,8,2470,6,9066,-,-,-,-
4,13123,江戸川区,1,J,金融業，保険業,74,644,8,30,30,98,10,44,17,84,-,-,3,7,1,4,2,369,-,-,-,-
4,13123,江戸川区,1,K,不動産業，物品賃貸業,925,5915,48,141,367,1109,112,369,305,1691,31,420,31,1203,6,111,2,4,2,792,-,-
4,13123,江戸川区,1,L,学術研究，専門・技術サービス業,251,2143,22,127,102,370,27,175,75,684,5,154,5,590,1,8,-,-,-,-,-,-
4,13123,江戸川区,1,M,宿泊業，飲食サービス業,346,7757,23,263,160,1354,65,692,62,2516,4,86,1,16,1,2612,-,-,-,-,-,-
4,13123,江戸川区,1,N,生活関連サービス業，娯楽業,274,3568,22,138,133,936,36,274,47,1436,8,483,4,101,1,18,1,28,-,-,-,-
4,13123,江戸川区,1,O,教育，学習支援業,61,1156,8,45,21,196,6,53,17,766,2,59,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,P,医療，福祉,170,4233,37,398,55,800,31,501,25,903,-,-,1,1478,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,R,サービス業（他に分類されないもの）,479,9712,27,328,193,1584,57,517,153,4490,13,1096,7,871,3,598,1,84,-,-,-,-
4,13199,境界未定地域,0,A～R,全産業（Ｓ公務を除く）,146,48752,4,163,20,129,9,745,39,696,5,535,19,650,17,2282,9,4136,10,17296,8,22038
4,13199,境界未定地域,1,A,農業，林業,1,30,-,-,-,-,-,-,-,-,-,-,1,30,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,D,建設業,3,412,-,-,-,-,-,-,-,-,-,-,1,114,-,-,-,-,2,298,-,-
4,13199,境界未定地域,1,E,製造業,7,8567,1,5,-,-,-,-,-,-,1,33,-,-,2,120,-,-,1,225,2,8184
4,13199,境界未定地域,1,F,電気・ガス・熱供給・水道業,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-
4,13199,境界未定地域,1,G,情報通信業,12,1208,-,-,-,-,1,16,3,126,-,-,4,111,2,531,1,11,-,-,1,413
4,13199,境界未定地域,1,H,運輸業，郵便業,1,45,-,-,-,-,-,-,1,45,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,I,卸売業，小売業,38,411,2,138,11,38,4,22,11,78,-,-,3,20,2,21,1,68,-,-,-,-
4,13199,境界未定地域,1,J,金融業，保険業,8,282,-,-,-,-,-,-,-,-,-,-,-,-,1,40,3,37,2,35,2,170
4,13199,境界未定地域,1,K,不動産業，物品賃貸業,11,297,-,-,-,-,-,-,3,19,1,3,2,36,3,122,1,16,1,101,-,-
4,13199,境界未定地域,1,L,学術研究，専門・技術サービス業,11,2369,-,-,-,-,-,-,2,31,-,-,1,14,3,1100,1,48,2,412,2,764
4,13199,境界未定地域,1,M,宿泊業，飲食サービス業,29,531,-,-,9,91,3,20,13,201,-,-,3,58,1,161,-,-,-,-,-,-
4,13199,境界未定地域,1,N,生活関連サービス業，娯楽業,8,13290,1,20,-,-,1,687,4,22,-,-,-,-,-,-,-,-,-,-,1,12507
4,13199,境界未定地域,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,P,医療，福祉,3,515,-,-,-,-,-,-,-,-,1,425,1,82,1,8,-,-,-,-,-,-
4,13199,境界未定地域,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,R,サービス業（他に分類されないもの）,13,20792,-,-,-,-,-,-,2,174,2,74,3,185,2,179,1,3953,2,16225,-,-
1,13200,市部,0,A～R,全産業（Ｓ公務を除く）,40893,823737,2983,19595,16851,102025,4635,37433,12465,201752,1284,61762,811,72332,267,66163,87,32448,59,148587,31,67745
1,13200,市部,1,A,農業，林業,185,1541,13,63,84,496,29,201,44,474,5,148,3,126,1,6,-,-,-,-,-,-
1,13200,市部,1,B,漁業,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,1,C,鉱業，採石業，砂利採取業,7,54,-,-,1,4,-,-,6,50,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,1,D,建設業,7813,60653,356,1689,3303,15659,1039,5607,2491,22408,291,5407,139,5189,23,1135,2,570,1,1416,1,625
1,13200,市部,1,E,製造業,4340,150053,137,1005,1396,7553,445,3185,1740,31841,235,10304,196,16815,72,16313,28,8940,24,11791,15,41776
1,13200,市部,1,F,電気・ガス・熱供給・水道業,10,471,-,-,-,-,1,5,2,38,2,184,2,154,1,76,1,12,-,-,-,-
1,13200,市部,1,G,情報通信業,1498,26496,205,857,541,2071,129,760,452,5632,46,1762,46,6580,25,4636,8,2004,4,1841,-,-
1,13200,市部,1,H,運輸業，郵便業,772,47297,21,119,193,2059,106,1827,332,15499,48,4893,35,8734,13,5946,7,2934,2,1278,1,3853
1,13200,市部,1,I,卸売業，小売業,9308,171794,576,5687,3942,28247,1105,9031,2857,39456,275,15433,148,16501,42,13467,13,12634,9,18221,5,9313
1,13200,市部,1,J,金融業，保険業,454,3184,54,215,238,859,39,232,92,595,5,185,4,23,2,5,1,5,2,569,1,421
1,13200,市部,1,K,不動産業，物品賃貸業,5881,29166,359,969,2595,7572,596,2002,1895,10324,163,1505,113,1566,32,1338,11,1280,9,2108,-,-
1,13200,市部,1,L,学術研究，専門・技術サービス業,2581,23075,321,1002,1128,4007,221,1108,736,6643,50,1602,22,2285,11,3423,6,1912,1,46,4,734
1,13200,市部,1,M,宿泊業，飲食サービス業,2408,178511,273,2648,1066,12005,326,4987,413,18980,23,2164,28,5987,8,9510,-,-,3,110652,1,8792
1,13200,市部,1,N,生活関連サービス業，娯楽業,1894,33566,197,1236,848,7063,216,2030,425,13464,37,2067,22,2938,10,1923,3,821,2,160,2,903
1,13200,市部,1,O,教育，学習支援業,650,11768,91,720,254,2254,81,1574,147,4382,13,918,5,459,4,442,2,17,1,504,-,-
1,13200,市部,1,P,医療，福祉,1063,24462,215,2306,428,6155,134,2821,170,6849,18,2945,8,1178,4,311,1,74,-,-,-,-
1,13200,市部,1,Q,複合サービス事業,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,1,R,サービス業（他に分類されないもの）,2027,61637,165,1079,834,6021,168,2063,661,25108,73,12245,40,3797,19,7632,4,1245,1,1,1,1328
4,13201,八王子市,0,A～R,全産業（Ｓ公務を除く）,6306,102421,418,2863,2625,16634,718,5233,1883,31345,233,11294,124,10323,38,11708,17,7123,4,1971,2,2106
4,13201,八王子市,1,A,農業，林業,22,157,3,21,11,92,3,5,3,25,1,10,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,D,建設業,1190,8920,52,311,536,2634,175,923,327,3133,62,1183,10,230,3,105,1,230,-,-,-,-
4,13201,八王子市,1,E,製造業,962,22171,31,315,337,2021,105,760,366,5797,50,1610,39,3508,12,4797,4,541,2,665,2,2106
4,13201,八王子市,1,F,電気・ガス・熱供給・水道業,1,10,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,G,情報通信業,178,1984,28,177,65,138,13,54,58,516,1,168,4,480,-,-,2,429,-,-,-,-
4,13201,八王子市,1,H,運輸業，郵便業,137,4544,5,55,46,361,21,455,47,2203,6,179,4,292,2,934,-,-,-,-,-,-
4,13201,八王子市,1,I,卸売業，小売業,1445,26915,87,597,585,4567,170,1306,460,6515,50,2026,27,3165,7,3717,3,4538,-,-,-,-
4,13201,八王子市,1,J,金融業，保険業,67,403,7,33,47,223,7,33,4,103,1,9,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,K,不動産業，物品賃貸業,776,3283,40,105,335,976,84,239,253,1474,22,162,17,126,4,56,1,11,1,72,-,-
4,13201,八王子市,1,L,学術研究，専門・技術サービス業,351,2961,41,108,161,574,26,159,96,679,6,133,3,82,2,801,3,390,-,-,-,-
4,13201,八王子市,1,M,宿泊業，飲食サービス業,321,7102,33,320,131,1463,35,316,68,2349,2,219,2,732,2,8,-,-,1,1234,-,-
4,13201,八王子市,1,N,生活関連サービス業，娯楽業,262,4862,27,192,106,1028,31,306,59,1720,9,348,5,390,1,173,1,488,-,-,-,-
4,13201,八王子市,1,O,教育，学習支援業,71,1258,11,189,29,174,9,144,13,403,3,293,-,-,1,19,1,9,-,-,-,-
4,13201,八王子市,1,P,医療，福祉,177,5302,27,284,80,1359,16,310,25,1517,8,887,3,603,3,214,-,-,-,-,-,-
4,13201,八王子市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,R,サービス業（他に分類されないもの）,346,12549,26,156,156,1024,23,223,103,4901,12,4067,10,715,1,884,1,487,-,-,-,-
4,13202,立川市,0,A～R,全産業（Ｓ公務を除く）,2162,57098,141,979,753,5031,229,2079,771,15881,78,5645,64,8761,21,3042,9,3728,7,2064,2,8796
4,13202,立川市,1,A,農業，林業,11,76,-,-,1,13,3,18,5,26,1,13,-,-,1,6,-,-,-,-,-,-
4,13202,立川市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13202,立川市,1,C,鉱業，採石業，砂利採取業,3,15,-,-,1,4,-,-,2,11,-,-,-,-,-,-,-,-,-,-,-,-
4,13202,立川市,1,D,建設業,352,3557,11,54,139,783,46,247,125,1437,16,344,9,669,-,-,-,-,-,-,-,-
4,13202,立川市,1,E,製造業,184,5486,5,16,49,308,17,124,81,1940,8,1021,9,608,7,672,1,247,3,499,-,-
4,13202,立川市,1,F,電気・ガス・熱供給・水道業,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,12,-,-,-,-
4,13202,立川市,1,G,情報通信業,121,5119,14,74,19,79,6,29,51,975,11,498,8,1740,3,437,2,1033,1,41,-,-
4,13202,立川市,1,H,運輸業，郵便業,42,3210,3,15,6,95,7,203,17,987,1,113,4,1161,2,585,-,-,-,-,-,-
4,13202,立川市,1,I,卸売業，小売業,462,19039,26,329,175,1289,56,364,159,2036,10,1948,10,1501,3,556,1,2304,2,1111,1,7468
4,13202,立川市,1,J,金融業，保険業,35,772,5,17,13,58,3,9,12,124,1,151,-,-,-,-,-,-,1,413,-,-
4,13202,立川市,1,K,不動産業，物品賃貸業,345,2022,22,76,126,356,21,83,142,1049,13,110,13,112,3,135,2,9,-,-,-,-
4,13202,立川市,1,L,学術研究，専門・技術サービス業,146,1215,12,58,49,182,17,83,50,629,8,210,-,-,1,6,-,-,-,-,-,-
4,13202,立川市,1,M,宿泊業，飲食サービス業,171,4537,17,143,68,927,23,267,37,1258,1,5,5,1674,-,-,-,-,-,-,-,-
