地域階層,地域コード,地域名,産業分類階層,大分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,13225,稲城市,1,A,農業，林業,8,60,1,3,3,8,-,-,4,49,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,D,建設業,178,1456,11,49,71,300,25,185,55,430,7,121,5,340,-,-,-,-,-,-,-,-
4,13225,稲城市,1,E,製造業,123,4325,3,10,27,137,19,157,57,1187,6,129,5,171,3,628,-,-,1,503,1,1400
4,13225,稲城市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,G,情報通信業,25,137,4,5,8,19,1,1,10,92,1,18,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,H,運輸業，郵便業,15,573,-,-,2,63,2,21,9,397,-,-,2,92,-,-,-,-,-,-,-,-
4,13225,稲城市,1,I,卸売業，小売業,133,1557,7,34,57,329,24,151,33,239,4,359,4,95,-,-,1,300,-,-,-,-
4,13225,稲城市,1,J,金融業，保険業,6,17,-,-,5,16,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,K,不動産業，物品賃貸業,69,342,8,25,25,63,10,29,19,87,3,68,3,63,-,-,-,-,-,-,-,-
4,13225,稲城市,1,L,学術研究，専門・技術サービス業,56,263,7,15,29,106,5,24,10,35,3,77,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,M,宿泊業，飲食サービス業,23,290,2,26,10,120,3,25,5,98,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,N,生活関連サービス業，娯楽業,32,1166,2,8,13,85,3,56,10,94,1,16,-,-,1,22,-,-,-,-,1,883
4,13225,稲城市,1,O,教育，学習支援業,7,65,-,-,6,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,P,医療，福祉,13,427,-,-,4,161,2,151,4,39,-,-,1,69,-,-,-,-,-,-,-,-
4,13225,稲城市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,R,サービス業（他に分類されないもの）,42,589,5,12,21,131,2,21,11,394,-,-,2,28,-,-,-,-,-,-,-,-
4,13227,羽村市,0,A～R,全産業（Ｓ公務を除く）,588,8806,31,337,241,1931,83,485,163,2636,22,857,14,1510,5,536,2,365,-,-,-,-
4,13227,羽村市,1,A,農業，林業,1,44,-,-,-,-,-,-,1,44,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,D,建設業,100,851,7,19,33,229,16,100,35,327,6,141,1,26,-,-,-,-,-,-,-,-
4,13227,羽村市,1,E,製造業,92,3004,3,21,29,130,13,74,28,570,8,433,8,1286,2,173,1,317,-,-,-,-
4,13227,羽村市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,G,情報通信業,10,171,2,5,2,3,1,5,3,10,2,148,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,H,運輸業，郵便業,16,372,-,-,4,16,3,30,8,279,-,-,1,47,-,-,-,-,-,-,-,-
4,13227,羽村市,1,I,卸売業，小売業,131,1399,8,100,52,363,25,129,37,711,2,12,-,-,1,19,1,48,-,-,-,-
4,13227,羽村市,1,J,金融業，保険業,6,32,-,-,4,16,-,-,2,16,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,K,不動産業，物品賃貸業,91,330,-,-,52,150,13,42,21,110,-,-,2,9,1,9,-,-,-,-,-,-
4,13227,羽村市,1,L,学術研究，専門・技術サービス業,18,185,1,1,7,22,-,-,7,20,1,12,1,117,-,-,-,-,-,-,-,-
4,13227,羽村市,1,M,宿泊業，飲食サービス業,48,861,3,14,23,564,3,15,6,201,1,12,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,N,生活関連サービス業，娯楽業,18,113,1,1,9,28,3,24,4,54,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,O,教育，学習支援業,8,143,1,6,3,52,2,35,1,45,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,P,医療，福祉,18,264,3,33,9,86,1,18,3,90,-,-,1,25,-,-,-,-,-,-,-,-
4,13227,羽村市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,R,サービス業（他に分類されないもの）,31,1037,2,137,14,272,3,13,7,159,2,99,-,-,1,335,-,-,-,-,-,-
4,13228,あきる野市,0,A～R,全産業（Ｓ公務を除く）,792,9322,50,374,341,2281,129,883,223,3658,20,516,11,698,6,517,1,295,-,-,-,-
4,13228,あきる野市,1,A,農業，林業,5,39,-,-,4,36,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,D,建設業,212,1588,8,27,91,413,51,283,49,546,9,169,2,120,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,E,製造業,149,2587,9,68,50,290,20,131,56,1289,5,184,6,334,3,291,-,-,-,-,-,-
4,13228,あきる野市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,G,情報通信業,12,38,-,-,9,26,-,-,3,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,H,運輸業，郵便業,20,404,-,-,7,85,3,22,9,276,1,21,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,I,卸売業，小売業,170,1815,10,110,73,826,27,289,53,431,2,62,1,63,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,J,金融業，保険業,10,34,3,8,5,16,1,1,1,9,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,K,不動産業，物品賃貸業,65,249,4,19,31,104,9,26,18,87,2,8,-,-,1,5,-,-,-,-,-,-
4,13228,あきる野市,1,L,学術研究，専門・技術サービス業,35,126,2,6,20,75,4,7,7,31,-,-,1,3,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,M,宿泊業，飲食サービス業,35,681,5,65,17,183,3,21,7,390,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,N,生活関連サービス業，娯楽業,26,1051,1,2,9,47,5,20,8,495,-,-,1,178,1,14,1,295,-,-,-,-
4,13228,あきる野市,1,O,教育，学習支援業,2,17,-,-,1,6,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,P,医療，福祉,18,250,6,61,7,124,2,26,2,29,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,R,サービス業（他に分類されないもの）,33,443,2,8,17,50,2,43,10,63,1,72,-,-,1,207,-,-,-,-,-,-
4,13229,西東京市,0,A～R,全産業（Ｓ公務を除く）,1589,22787,119,671,644,3954,215,1772,489,6399,39,1486,20,944,6,2585,5,1045,2,1967,3,1621
4,13229,西東京市,1,A,農業，林業,3,21,-,-,1,3,1,7,-,-,1,11,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,D,建設業,336,4891,17,78,112,488,55,243,127,1341,10,239,7,365,1,76,-,-,1,1416,1,625
4,13229,西東京市,1,E,製造業,102,1525,3,23,32,146,11,112,42,509,7,247,4,228,-,-,1,245,-,-,-,-
4,13229,西東京市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,G,情報通信業,60,828,8,48,26,134,8,102,12,103,1,2,1,7,1,83,1,346,-,-,-,-
4,13229,西東京市,1,H,運輸業，郵便業,21,618,-,-,2,10,4,42,12,517,3,49,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,I,卸売業，小売業,378,4727,19,164,166,1161,48,391,120,1543,8,472,3,78,1,35,-,-,-,-,1,729
4,13229,西東京市,1,J,金融業，保険業,11,72,-,-,8,19,1,27,1,13,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,K,不動産業，物品賃貸業,246,2194,22,68,96,262,31,89,80,329,5,123,3,13,1,290,3,454,1,551,-,-
4,13229,西東京市,1,L,学術研究，専門・技術サービス業,106,640,12,31,51,174,11,36,26,120,1,5,-,-,-,-,-,-,-,-,1,267
4,13229,西東京市,1,M,宿泊業，飲食サービス業,101,1393,11,92,52,446,16,94,10,237,1,217,1,234,-,-,-,-,-,-,-,-
4,13229,西東京市,1,N,生活関連サービス業，娯楽業,96,1204,7,47,48,431,13,111,22,563,-,-,1,19,-,-,-,-,-,-,-,-
4,13229,西東京市,1,O,教育，学習支援業,18,174,2,7,5,18,3,39,8,110,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,P,医療，福祉,54,1191,12,75,23,432,9,432,8,242,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,Q,複合サービス事業,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,R,サービス業（他に分類されないもの）,56,3304,6,38,22,230,4,47,20,767,2,121,-,-,2,2101,-,-,-,-,-,-
1,13550,町村部,0,A～R,全産業（Ｓ公務を除く）,1470,18807,77,585,542,3117,237,1575,485,7700,55,1640,31,2924,5,271,4,753,-,-,-,-
1,13550,町村部,1,A,農業，林業,14,151,3,19,8,109,-,-,3,23,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,C,鉱業，採石業，砂利採取業,1,3,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,D,建設業,330,3124,15,59,101,503,61,414,118,1350,15,290,8,358,2,22,1,12,-,-,-,-
1,13550,町村部,1,E,製造業,409,5686,21,143,134,758,68,432,144,2370,24,928,10,691,2,127,1,205,-,-,-,-
1,13550,町村部,1,F,電気・ガス・熱供給・水道業,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,G,情報通信業,4,14,1,3,2,9,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,H,運輸業，郵便業,66,1666,2,2,21,150,7,85,26,962,6,108,3,356,-,-,-,-,-,-,-,-
1,13550,町村部,1,I,卸売業，小売業,316,4499,10,68,134,725,51,360,105,1428,4,19,3,1378,-,-,1,473,-,-,-,-
1,13550,町村部,1,J,金融業，保険業,5,13,-,-,4,6,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,K,不動産業，物品賃貸業,56,316,2,3,27,75,7,21,14,46,2,72,3,36,-,-,1,63,-,-,-,-
1,13550,町村部,1,L,学術研究，専門・技術サービス業,18,82,2,10,9,29,4,28,2,3,-,-,1,12,-,-,-,-,-,-,-,-
1,13550,町村部,1,M,宿泊業，飲食サービス業,86,828,5,42,32,254,16,104,28,297,-,-,1,2,1,122,-,-,-,-,-,-
1,13550,町村部,1,N,生活関連サービス業，娯楽業,43,786,2,22,17,110,4,24,14,447,3,155,1,16,-,-,-,-,-,-,-,-
1,13550,町村部,1,O,教育，学習支援業,9,66,-,-,3,22,1,4,5,40,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,P,医療，福祉,21,211,6,64,7,92,6,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,R,サービス業（他に分類されないもの）,91,1360,8,150,43,275,11,61,23,722,1,68,1,75,-,-,-,-,-,-,-,-
2,13300,西多摩郡,0,A～R,全産業（Ｓ公務を除く）,984,14069,51,373,375,2075,159,942,307,5672,40,1277,24,2637,3,249,2,678,-,-,-,-
2,13300,西多摩郡,1,A,農業，林業,10,73,3,19,6,45,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,C,鉱業，採石業，砂利採取業,1,3,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,D,建設業,194,1330,11,33,67,316,41,228,57,489,8,101,4,81,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,E,製造業,372,5447,16,111,124,705,64,403,128,2255,24,928,9,687,2,127,1,205,-,-,-,-
2,13300,西多摩郡,1,F,電気・ガス・熱供給・水道業,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,G,情報通信業,3,7,1,3,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,H,運輸業，郵便業,37,1340,1,1,13,103,2,17,13,796,4,64,3,356,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,I,卸売業，小売業,181,3448,7,56,84,457,23,157,56,889,1,7,2,1374,-,-,1,473,-,-,-,-
2,13300,西多摩郡,1,J,金融業，保険業,3,11,-,-,2,4,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,K,不動産業，物品賃貸業,48,231,1,2,21,54,7,21,14,46,2,72,3,36,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,L,学術研究，専門・技術サービス業,13,66,1,5,5,18,4,28,2,3,-,-,1,12,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,M,宿泊業，飲食サービス業,32,426,1,6,11,116,6,32,12,148,-,-,-,-,1,122,-,-,-,-,-,-
2,13300,西多摩郡,1,N,生活関連サービス業，娯楽業,16,560,1,8,4,19,1,3,8,409,1,105,1,16,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,O,教育，学習支援業,3,34,-,-,2,19,-,-,1,15,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,P,医療，福祉,11,115,3,34,4,57,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,R,サービス業（他に分類されないもの）,59,976,5,95,31,160,8,42,12,601,-,-,1,75,-,-,-,-,-,-,-,-
4,13303,瑞穂町,0,A～R,全産業（Ｓ公務を除く）,692,10853,30,202,257,1414,117,679,222,4517,29,1140,16,2043,1,65,2,678,-,-,-,-
4,13303,瑞穂町,1,A,農業，林業,3,17,-,-,2,8,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,D,建設業,113,740,7,17,43,218,25,118,29,254,2,49,2,26,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,E,製造業,300,4372,14,99,98,562,53,333,102,1735,20,853,7,494,1,65,1,205,-,-,-,-
4,13303,瑞穂町,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,G,情報通信業,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,H,運輸業，郵便業,26,931,1,1,7,59,2,17,10,684,3,54,2,113,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,I,卸売業，小売業,126,3064,3,49,53,244,16,118,46,789,1,7,2,1374,-,-,1,473,-,-,-,-
4,13303,瑞穂町,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,K,不動産業，物品賃貸業,38,209,1,2,15,41,7,21,10,37,2,72,3,36,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,L,学術研究，専門・技術サービス業,7,21,1,5,2,4,2,9,2,3,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,M,宿泊業，飲食サービス業,14,178,-,-,5,85,4,21,5,72,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,N,生活関連サービス業，娯楽業,9,501,-,-,2,8,1,3,5,385,1,105,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,O,教育，学習支援業,3,34,-,-,2,19,-,-,1,15,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,P,医療，福祉,9,95,2,25,3,46,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,R,サービス業（他に分類されないもの）,43,689,1,4,25,120,5,30,10,532,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,0,A～R,全産業（Ｓ公務を除く）,184,2292,15,137,73,391,26,165,54,875,5,74,6,539,1,62,-,-,-,-,-,-
4,13305,日の出町,1,A,農業，林業,3,15,2,6,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,C,鉱業，採石業，砂利採取業,1,3,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,D,建設業,50,319,4,16,19,77,9,61,15,130,2,11,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,E,製造業,56,930,1,9,20,113,9,50,20,440,3,63,2,193,1,62,-,-,-,-,-,-
4,13305,日の出町,1,F,電気・ガス・熱供給・水道業,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,G,情報通信業,2,5,1,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,H,運輸業，郵便業,6,368,-,-,2,13,-,-,3,112,-,-,1,243,-,-,-,-,-,-,-,-
4,13305,日の出町,1,I,卸売業，小売業,27,218,2,3,13,96,3,20,6,74,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,J,金融業，保険業,2,8,-,-,1,1,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,K,不動産業，物品賃貸業,9,20,-,-,6,13,-,-,3,7,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,L,学術研究，専門・技術サービス業,6,45,-,-,3,14,2,19,-,-,-,-,1,12,-,-,-,-,-,-,-,-
4,13305,日の出町,1,M,宿泊業，飲食サービス業,3,37,-,-,-,-,1,8,2,29,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,N,生活関連サービス業，娯楽業,3,23,-,-,1,3,-,-,1,4,-,-,1,16,-,-,-,-,-,-,-,-
4,13305,日の出町,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,P,医療，福祉,2,20,1,9,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,R,サービス業（他に分類されないもの）,13,279,4,91,5,39,1,5,2,69,-,-,1,75,-,-,-,-,-,-,-,-
4,13307,檜原村,0,A～R,全産業（Ｓ公務を除く）,29,207,3,23,9,39,4,13,7,74,4,41,1,15,-,-,-,-,-,-,-,-
4,13307,檜原村,1,A,農業，林業,2,20,1,13,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,D,建設業,9,69,-,-,2,7,2,9,1,7,3,31,1,15,-,-,-,-,-,-,-,-
4,13307,檜原村,1,E,製造業,3,41,-,-,1,4,-,-,2,37,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,H,運輸業，郵便業,1,10,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,I,卸売業，小売業,6,34,1,2,3,15,-,-,2,17,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,K,不動産業，物品賃貸業,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,M,宿泊業，飲食サービス業,3,10,-,-,1,5,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,N,生活関連サービス業，娯楽業,2,19,1,8,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,P,医療，福祉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,R,サービス業（他に分類されないもの）,2,2,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,0,A～R,全産業（Ｓ公務を除く）,79,717,3,11,36,231,12,85,24,206,2,22,1,40,1,122,-,-,-,-,-,-
4,13308,奥多摩町,1,A,農業，林業,2,21,-,-,2,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,D,建設業,22,202,-,-,3,14,5,40,12,98,1,10,1,40,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,E,製造業,13,104,1,3,5,26,2,20,4,43,1,12,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,H,運輸業，郵便業,4,31,-,-,4,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,I,卸売業，小売業,22,132,1,2,15,102,4,19,2,9,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,J,金融業，保険業,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,K,不動産業，物品賃貸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,M,宿泊業，飲食サービス業,12,201,1,6,5,26,-,-,5,47,-,-,-,-,1,122,-,-,-,-,-,-
4,13308,奥多摩町,1,N,生活関連サービス業，娯楽業,2,17,-,-,1,8,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,P,医療，福祉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,R,サービス業（他に分類されないもの）,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,0,A～R,全産業（Ｓ公務を除く）,486,4738,26,212,167,1042,78,633,178,2028,15,363,7,287,2,22,2,75,-,-,-,-
2,13350,島部,1,A,農業，林業,4,78,-,-,2,64,-,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,D,建設業,136,1794,4,26,34,187,20,186,61,861,7,189,4,277,2,22,1,12,-,-,-,-
