産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
3,H,45,450,管理，補助的経済活動を行う事業所,5,46,38,8,4,10,6,4,-,-,-,-,-,-,-,-,-,-,-,-,1,36,32,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,45,451,外航海運業,115,5996,4269,1700,17,47,29,18,27,180,117,63,26,326,211,115,8,197,132,38,13,492,326,166,12,841,575,266,6,911,683,228,2,496,436,60,-,-,-,-,3,2506,1760,746,1
3,H,45,452,沿海海運業,140,4138,3542,596,46,122,87,35,31,210,163,47,26,357,287,70,9,219,193,26,14,542,453,89,5,349,261,88,4,491,430,61,2,541,478,63,-,-,-,-,1,1307,1190,117,2
3,H,45,453,内陸水運業,50,633,393,210,14,37,26,11,16,108,64,39,11,139,83,56,5,124,56,43,2,88,53,35,2,137,111,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,45,454,船舶貸渡業,49,744,631,113,18,49,32,17,12,87,56,31,9,116,88,28,1,20,17,3,4,149,126,23,3,207,198,9,1,116,114,2,-,-,-,-,-,-,-,-,-,-,-,-,1
2,H,46,000,航空運輸業,172,33092,16468,16252,28,74,45,19,35,237,135,102,20,278,191,87,14,327,233,94,21,781,470,311,20,1326,802,524,9,1456,1049,407,5,1314,1053,261,6,2325,1564,399,10,24974,10926,14048,4
3,H,46,460,管理，補助的経済活動を行う事業所,11,3882,3650,232,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,81,65,16,3,186,125,61,2,341,324,17,-,-,-,-,1,486,461,25,2,2786,2673,113,-
3,H,46,461,航空運送業,148,28928,12561,15995,21,54,28,16,33,225,124,101,20,278,191,87,13,307,216,91,18,663,372,291,14,945,496,449,7,1115,725,390,5,1314,1053,261,5,1839,1103,374,8,22188,8253,13935,4
3,H,46,462,航空機使用業（航空運送業を除く）,13,282,257,25,6,18,15,3,2,12,11,1,-,-,-,-,1,20,17,3,1,37,33,4,3,195,181,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,H,47,000,倉庫業,967,18132,11754,6322,323,720,526,193,195,1295,939,345,191,2582,1885,675,74,1746,1263,461,71,2683,1856,827,55,3860,2547,1313,31,4161,2165,1996,3,701,325,376,1,384,248,136,-,-,-,-,23
3,H,47,470,管理，補助的経済活動を行う事業所,29,638,489,149,11,22,20,2,3,20,12,8,6,77,55,22,1,24,17,7,3,102,76,26,2,119,97,22,2,274,212,62,-,-,-,-,-,-,-,-,-,-,-,-,1
3,H,47,471,倉庫業（冷蔵倉庫業を除く）,831,15088,9398,5656,298,664,475,188,166,1092,790,291,156,2082,1507,553,61,1438,1043,395,52,1948,1289,659,48,3393,2188,1205,27,3594,1716,1878,2,493,142,351,1,384,248,136,-,-,-,-,20
3,H,47,472,冷蔵倉庫業,107,2406,1867,517,14,34,31,3,26,183,137,46,29,423,323,100,12,284,203,59,16,633,491,142,5,348,262,86,2,293,237,56,1,208,183,25,-,-,-,-,-,-,-,-,2
2,H,48,000,運輸に附帯するサービス業,2060,61669,44163,17380,587,1428,987,433,449,3051,2129,902,351,4801,3441,1319,183,4396,3187,1186,202,7602,5443,2125,161,11274,8686,2588,65,8770,6395,2375,19,4587,3173,1414,13,4965,3746,1219,12,10795,6976,3819,18
3,H,48,480,管理，補助的経済活動を行う事業所,54,1815,1353,462,20,52,36,16,11,70,54,16,8,101,73,28,3,75,52,23,5,182,144,38,3,214,131,83,2,242,192,50,-,-,-,-,1,342,234,108,1,537,437,100,-
3,H,48,481,港湾運送業,254,6300,5405,895,66,159,142,17,42,296,261,35,55,715,615,100,23,528,448,80,33,1266,1079,187,24,1648,1426,222,8,1016,841,175,1,202,144,58,1,470,449,21,-,-,-,-,1
3,H,48,482,貨物運送取扱業（集配利用運送業を除く）,493,14099,9726,4306,145,334,237,93,90,616,437,173,84,1163,845,318,50,1220,832,365,54,2029,1494,501,32,2355,1634,721,21,2974,1970,1004,7,1713,1191,522,2,673,376,297,2,1022,710,312,6
3,H,48,483,運送代理店,150,3218,1922,1296,52,132,72,60,33,221,134,87,26,386,246,140,12,291,148,143,9,332,175,157,13,891,511,380,2,268,158,110,1,249,158,91,1,448,320,128,-,-,-,-,1
3,H,48,484,こん包業,360,7985,4831,3129,88,206,130,76,103,703,435,268,59,828,463,340,32,761,496,265,37,1329,660,669,25,1636,1110,526,7,810,389,421,4,956,541,415,2,756,607,149,-,-,-,-,3
3,H,48,485,運輸施設提供業,44,2736,2330,406,10,33,30,3,8,55,53,2,5,81,60,21,5,123,97,26,4,153,145,8,2,121,96,25,5,698,567,131,1,266,231,35,3,1206,1051,155,-,-,-,-,1
3,H,48,489,その他の運輸に附帯するサービス業,705,25516,18596,6886,206,512,340,168,162,1090,755,321,114,1527,1139,372,58,1398,1114,284,60,2311,1746,565,62,4409,3778,631,20,2762,2278,484,5,1201,908,293,3,1070,709,361,9,9236,5829,3407,6
2,H,49,000,郵便業（信書便事業を含む）,55,21002,16154,4848,2,5,1,4,6,43,28,15,1,12,12,-,2,48,37,11,-,-,-,-,1,84,51,33,1,141,129,12,5,1354,1002,352,26,9928,7386,2542,11,9387,7508,1879,-
3,H,49,490,管理，補助的経済活動を行う事業所,1,7,5,2,-,-,-,-,1,7,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,49,491,郵便業（信書便事業を含む）,54,20995,16149,4846,2,5,1,4,5,36,23,13,1,12,12,-,2,48,37,11,-,-,-,-,1,84,51,33,1,141,129,12,5,1354,1002,352,26,9928,7386,2542,11,9387,7508,1879,-
1,I,00,000,卸売業，小売業,150728,1983374,1141144,835547,75943,177073,92511,83425,33535,219863,108037,110415,22184,302010,166630,134083,7793,183494,104916,77914,4786,178581,105796,72155,3160,217275,126872,90009,1564,216679,124589,91236,382,91925,55705,35924,241,91203,56852,34351,269,305271,199236,106035,871
2,I,50,000,各種商品卸売業,180,24545,17303,7234,66,159,111,48,35,227,141,78,31,413,280,133,13,334,248,86,11,411,303,108,7,441,315,126,5,763,457,306,5,1155,785,370,-,-,-,-,7,20642,14663,5979,-
3,I,50,500,管理，補助的経済活動を行う事業所,6,8,8,-,6,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,50,501,各種商品卸売業,174,24537,17295,7234,60,151,103,48,35,227,141,78,31,413,280,133,13,334,248,86,11,411,303,108,7,441,315,126,5,763,457,306,5,1155,785,370,-,-,-,-,7,20642,14663,5979,-
2,I,51,000,繊維・衣服等卸売業,6000,93033,44098,48527,2933,7122,4262,2780,1373,9099,4989,4015,837,11142,6097,4964,324,7682,3948,3682,227,8574,4428,4105,153,10338,5022,5257,74,10431,4674,5757,26,6560,3281,3279,9,3367,1200,2167,18,18718,6197,12521,26
3,I,51,510,管理，補助的経済活動を行う事業所,85,1349,715,634,50,111,72,39,11,67,37,30,12,156,52,104,2,44,17,27,3,108,39,69,3,178,112,66,3,408,197,211,1,277,189,88,-,-,-,-,-,-,-,-,-
3,I,51,511,繊維品卸売業（衣服，身の回り品を除く）,773,9698,6295,3397,424,998,644,353,166,1096,700,391,108,1413,919,494,32,756,484,272,23,863,591,272,10,692,443,249,3,475,296,179,2,493,286,207,1,359,74,285,2,2553,1858,695,2
3,I,51,512,衣服卸売業,2668,48251,21039,26979,1258,3081,1760,1271,632,4197,2156,1986,356,4716,2473,2184,148,3497,1755,1714,109,4098,2013,2044,68,4685,2146,2539,44,6121,2488,3633,16,4127,2019,2108,5,1819,707,1112,12,11910,3522,8388,20
3,I,51,513,身の回り品卸売業,2474,33735,16049,17517,1201,2932,1786,1117,564,3739,2096,1608,361,4857,2653,2182,142,3385,1692,1669,92,3505,1785,1720,72,4783,2321,2403,24,3427,1693,1734,7,1663,787,876,3,1189,419,770,4,4255,817,3438,4
2,I,52,000,飲食料品卸売業,8742,142342,95708,46165,3696,9142,5866,3193,2108,13847,9126,4650,1416,18935,12801,6045,536,12667,8537,4039,423,15802,10672,5090,290,19778,13360,6323,141,19685,13065,6620,30,7218,5096,2122,20,7732,4950,2782,18,17536,12235,5301,64
3,I,52,520,管理，補助的経済活動を行う事業所,193,2400,1595,775,111,219,131,86,27,175,124,51,25,324,180,116,2,41,32,9,7,276,165,111,6,361,259,102,3,436,350,86,2,568,354,214,-,-,-,-,-,-,-,-,10
3,I,52,521,農畜産物・水産物卸売業,3788,45508,32569,12823,1663,4283,2826,1438,1007,6620,4622,1970,609,8051,5835,2187,207,4841,3574,1267,145,5412,3926,1446,89,6098,4276,1822,41,5569,3981,1588,10,2434,1924,510,3,1023,692,331,2,1177,913,264,12
3,I,52,522,食料・飲料卸売業,4761,94434,61544,32567,1922,4640,2909,1669,1074,7052,4380,2629,782,10560,6786,3742,327,7785,4931,2763,271,10114,6581,3533,195,13319,8825,4399,97,13680,8734,4946,18,4216,2818,1398,17,6709,4258,2451,16,16359,11322,5037,42
2,I,53,000,建築材料，鉱物・金属材料等卸売業,10800,179312,131694,47205,4778,11914,7966,3866,2696,17818,12371,5324,1720,22869,16748,6063,541,12821,9505,3296,460,17343,12700,4643,295,19977,14803,5174,145,20166,14699,5337,48,11981,8910,3071,30,10826,8160,2666,35,33597,25832,7765,52
3,I,53,530,管理，補助的経済活動を行う事業所,194,2717,1986,731,103,231,168,63,38,245,169,76,19,254,172,82,13,310,233,77,7,278,211,67,6,446,291,155,-,-,-,-,-,-,-,-,1,370,320,50,1,583,422,161,6
3,I,53,531,建築材料卸売業,3381,39889,29058,10704,1606,4053,2784,1245,822,5369,3794,1498,552,7244,5345,1873,156,3714,2732,982,117,4232,3136,1096,66,4304,3262,1042,31,4348,3252,1096,13,3301,2344,957,5,1595,1054,541,3,1729,1355,374,10
3,I,53,532,化学製品卸売業,3217,65545,48280,17041,1246,3171,2098,1044,817,5477,3715,1739,538,7206,5164,2020,188,4495,3306,1169,178,6855,4973,1882,121,8192,5950,2242,64,9137,6523,2484,20,5009,3977,1032,17,6149,4644,1505,12,9854,7930,1924,16
3,I,53,533,石油・鉱物卸売業,648,17777,13727,4036,196,495,320,167,184,1243,876,361,134,1775,1338,437,37,879,685,194,36,1377,981,396,27,1727,1327,400,19,2449,1838,611,4,1016,717,299,2,763,561,202,4,6053,5084,969,5
3,I,53,534,鉄鋼製品卸売業,1264,32155,23189,8954,506,1306,875,424,334,2196,1529,662,196,2656,1926,730,74,1716,1251,465,58,2203,1602,601,50,3532,2685,847,17,2249,1693,556,8,1953,1409,544,2,829,741,88,12,13515,9478,4037,7
3,I,53,535,非鉄金属卸売業,966,13571,9519,4040,489,1162,692,468,222,1444,937,507,126,1697,1182,505,41,944,668,276,44,1632,1175,457,16,1209,781,428,13,1798,1218,580,3,702,463,239,3,1120,840,280,3,1863,1563,300,6
3,I,53,536,再生資源卸売業,1130,7658,5935,1699,632,1496,1029,455,279,1844,1351,481,155,2037,1621,416,32,763,630,133,20,766,622,144,9,567,507,60,1,185,175,10,-,-,-,-,-,-,-,-,-,-,-,-,2
2,I,54,000,機械器具卸売業,14185,365999,280510,84087,5348,13126,9137,3809,3488,22962,16669,6131,2382,32383,24251,7957,933,22216,16910,5217,828,31194,23873,7115,581,40458,30700,9634,321,44259,33743,10346,83,19847,15100,4451,68,26037,20642,5395,89,113517,89485,24032,64
3,I,54,540,管理，補助的経済活動を行う事業所,294,7059,5259,1799,117,237,175,61,67,447,313,134,44,604,444,160,20,471,350,121,18,694,477,217,10,680,477,203,6,679,518,161,-,-,-,-,1,464,316,148,4,2783,2189,594,7
3,I,54,541,産業機械器具卸売業,4765,101229,79001,22010,1944,4823,3300,1459,1144,7460,5440,1986,801,10839,8351,2439,277,6525,5101,1400,265,10029,8043,1939,166,11517,9137,2380,78,10769,8369,2400,30,7117,5438,1679,16,6051,4872,1179,26,26099,20950,5149,18
3,I,54,542,自動車卸売業,1523,27631,22079,5505,643,1592,1173,414,412,2695,2091,594,230,3086,2442,644,84,1967,1531,436,66,2504,1924,548,45,3269,2565,704,23,3099,2522,577,5,1263,957,306,4,1421,1051,370,4,6735,5823,912,7
3,I,54,543,電気機械器具卸売業,5055,170836,129899,39910,1730,4212,2959,1178,1283,8528,6169,2292,856,11753,8624,3026,344,8294,6267,1962,300,11266,8356,2783,246,17231,12876,4231,155,21612,16405,5037,35,8564,6556,1712,38,14765,11864,2901,45,64611,49823,14788,23
3,I,54,549,その他の機械器具卸売業,2548,59244,44272,14863,914,2262,1530,697,582,3832,2656,1125,451,6101,4390,1688,208,4959,3661,1298,179,6701,5073,1628,114,7761,5645,2116,59,8100,5929,2171,13,2903,2149,754,9,3336,2539,797,10,13289,10700,2589,9
2,I,55,000,その他の卸売業,14090,260875,159975,99989,6521,15655,9518,5980,3217,20996,13041,7751,2023,27105,17380,9562,785,18615,12222,6370,604,22786,14448,8224,478,33056,21195,11861,240,33238,20240,12748,66,15297,9376,5921,38,14426,9515,4911,54,59701,33040,26661,64
3,I,55,550,管理，補助的経済活動を行う事業所,217,5993,3862,2131,99,229,171,58,27,171,115,56,26,349,235,114,20,455,334,121,13,489,320,169,14,966,526,440,6,961,560,401,2,481,315,166,3,1137,708,429,1,755,578,177,6
3,I,55,551,家具・建具・じゅう器等卸売業,1958,27064,17382,9590,897,2228,1454,754,480,3152,2043,1068,289,3835,2494,1310,110,2605,1664,941,77,2945,1861,1084,60,3879,2457,1422,26,3823,2528,1295,8,1903,1163,740,4,1419,1091,328,2,1275,627,648,5
3,I,55,552,医薬品・化粧品等卸売業,2589,87766,46593,40749,921,2215,1177,1006,556,3689,2101,1527,422,5731,3556,2152,226,5348,3495,1830,171,6483,3947,2501,154,10905,6836,4069,65,8993,4649,4094,23,5147,2875,2272,12,4675,2505,2170,28,34580,15452,19128,11
3,I,55,553,紙・紙製品卸売業,1400,27318,19106,8150,632,1539,984,546,331,2135,1437,689,206,2693,1853,840,75,1786,1272,514,52,1921,1251,626,50,3503,2365,1138,31,4388,3048,1340,7,1721,1031,690,5,1791,1385,406,5,5841,4480,1361,6
3,I,55,559,他に分類されない卸売業,7926,112734,73032,39369,3972,9444,5732,3616,1823,11849,7345,4411,1080,14497,9242,5146,354,8421,5457,2964,291,10948,7069,3844,200,13803,9011,4792,112,15073,9455,5618,26,6045,3992,2053,14,5404,3826,1578,18,17250,11903,5347,36
2,I,56,000,各種商品小売業,275,47548,18555,28993,30,62,25,37,39,255,76,179,34,460,151,309,11,250,128,122,22,810,323,487,26,1950,922,1028,45,6484,2620,3864,19,4650,1717,2933,27,10133,3767,6366,22,22494,8826,13668,-
3,I,56,560,管理，補助的経済活動を行う事業所,23,1293,792,501,10,11,10,1,1,5,4,1,5,69,41,28,2,43,34,9,1,37,21,16,-,-,-,-,2,318,163,155,-,-,-,-,2,810,519,291,-,-,-,-,-
3,I,56,561,百貨店，総合スーパー,134,44533,17162,27371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,1900,914,986,43,6166,2457,3709,19,4650,1717,2933,25,9323,3248,6075,22,22494,8826,13668,-
3,I,56,569,その他の各種商品小売業（従業者が常時50人未満のもの）,118,1722,601,1121,20,51,15,36,38,250,72,178,29,391,110,281,9,207,94,113,21,773,302,471,1,50,8,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,57,000,織物・衣服・身の回り品小売業,17438,121372,36891,83809,10296,24341,7582,16645,4604,29300,6568,22501,1381,17872,5106,12635,315,7518,2442,5031,239,9076,2916,6125,160,11001,3515,7370,64,9225,3617,5608,18,4368,1597,2771,15,5639,2200,3439,5,3032,1348,1684,341
3,I,57,570,管理，補助的経済活動を行う事業所,238,10361,5144,5217,94,203,95,108,30,199,85,114,31,420,150,270,20,486,256,230,22,883,464,419,10,697,404,293,12,1749,880,869,4,990,414,576,6,2342,1198,1144,4,2392,1198,1194,5
3,I,57,571,呉服・服地・寝具小売業,1347,5646,1887,3749,1023,2199,991,1208,226,1445,419,1026,77,987,240,737,7,161,47,114,6,239,55,184,7,485,127,358,1,130,8,122,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,572,男子服小売業,2257,15178,7946,7158,1186,2821,1837,955,681,4461,2265,2171,246,3137,1630,1487,49,1167,601,566,34,1274,628,646,9,631,305,326,6,813,409,404,2,504,256,248,1,370,15,355,-,-,-,-,43
3,I,57,573,婦人・子供服小売業,7564,53872,11955,41586,4419,10473,2002,8420,2039,12925,1487,11343,494,6327,1205,5068,117,2821,813,1963,106,4061,1097,2929,99,6868,2052,4765,36,5291,1794,3497,11,2658,805,1853,5,1808,550,1258,1,640,150,490,237
3,I,57,574,靴・履物小売業,1482,7487,3276,4136,896,2111,959,1136,425,2707,976,1683,124,1586,739,836,15,352,186,166,9,329,173,156,3,226,127,99,1,176,116,60,-,-,-,-,-,-,-,-,-,-,-,-,9
3,I,57,579,その他の織物・衣服・身の回り品小売業,4550,28828,6683,21963,2678,6534,1698,4818,1203,7563,1336,6164,409,5415,1142,4237,107,2531,539,1992,62,2290,499,1791,32,2094,500,1529,8,1066,410,656,1,216,122,94,3,1119,437,682,-,-,-,-,47
2,I,58,000,飲食料品小売業,29884,362462,157930,203287,13627,31414,14638,16673,5137,34745,13187,21360,6411,90511,42744,47396,2592,60225,27681,32318,983,36221,15853,20325,698,48421,19709,28712,338,45641,16588,28749,39,9328,4155,5173,6,2307,1007,1300,4,3649,2368,1281,49
3,I,58,580,管理，補助的経済活動を行う事業所,281,6750,4058,2692,123,260,155,105,41,272,144,128,47,669,372,297,14,355,185,170,17,682,449,233,16,1080,647,433,10,1328,833,495,4,1040,627,413,-,-,-,-,2,1064,646,418,7
3,I,58,581,各種食料品小売業,2390,108174,43464,64406,287,704,360,344,558,4045,1533,2512,248,3711,1567,2144,191,4690,2210,2480,279,10834,4850,5984,513,36468,14816,21652,278,37848,13447,24097,28,6592,2729,3863,2,697,230,467,2,2585,1722,863,4
3,I,58,582,野菜・果実小売業,1786,8612,4130,4449,1274,2959,1638,1295,305,2009,985,1017,153,1984,823,1161,37,870,340,530,11,401,161,240,6,389,183,206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,583,食肉小売業,1101,6741,3186,3545,702,1650,915,735,240,1576,776,800,106,1409,594,805,31,726,293,433,16,606,190,416,3,203,91,112,2,299,137,162,1,272,190,82,-,-,-,-,-,-,-,-,-
3,I,58,584,鮮魚小売業,827,4780,2667,2080,569,1357,788,569,138,875,499,363,83,1141,649,492,13,300,161,119,17,596,302,294,7,511,268,243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,585,酒小売業,2154,9104,5704,3388,1659,3733,2079,1647,259,1710,1048,657,189,2537,1822,715,32,741,458,283,8,269,208,61,2,114,89,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
3,I,58,586,菓子・パン小売業,6344,49717,12675,36665,3355,8151,2903,5201,1493,9807,2234,7481,969,13161,2891,10146,276,6563,1426,5066,169,6206,1558,4605,51,3245,891,2354,15,1915,498,1417,1,235,33,202,1,434,241,193,-,-,-,-,14
3,I,58,589,その他の飲食料品小売業,15001,168584,82046,86062,5658,12600,5800,6777,2103,14451,5968,8402,4616,65899,34026,31636,1998,45980,22608,23237,466,16627,8135,8492,100,6411,2724,3687,33,4251,1673,2578,5,1189,576,613,3,1176,536,640,-,-,-,-,19
2,I,59,000,機械器具小売業,9381,73509,55186,18135,5825,13037,9148,3828,1678,10777,7871,2859,1063,14927,11658,3238,410,9814,7767,1998,223,8050,6013,2037,85,5508,4161,1347,43,6286,4630,1656,10,2400,1760,640,4,1413,1077,336,2,1297,1101,196,38
3,I,59,590,管理，補助的経済活動を行う事業所,86,2916,2221,695,25,56,40,16,16,103,75,28,12,156,136,20,8,184,147,37,4,160,121,39,7,515,390,125,4,673,552,121,3,719,515,204,1,350,245,105,-,-,-,-,6
3,I,59,591,自動車小売業,4206,35176,29176,5888,2250,5220,3914,1272,830,5350,4253,1068,673,9717,8329,1388,292,6956,5979,928,112,4068,3445,623,27,1621,1361,260,7,938,782,156,2,539,451,88,-,-,-,-,1,767,662,105,12
3,I,59,592,自転車小売業,1307,3793,3020,773,1141,2137,1624,513,108,707,605,102,50,637,530,107,4,100,93,7,3,112,80,32,-,-,-,-,1,100,88,12,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,593,機械器具小売業（自動車，自転車を除く）,3782,31624,20769,10779,2409,5624,3570,2027,724,4617,2938,1661,328,4417,2663,1723,106,2574,1548,1026,104,3710,2367,1343,51,3372,2410,962,31,4575,3208,1367,5,1142,794,348,3,1063,832,231,1,530,439,91,20
2,I,60,000,その他の小売業,35069,245423,108329,136431,20148,45585,21178,24210,8351,54497,21048,33258,4372,58529,25411,32947,1140,26708,12858,13781,556,20390,9390,10965,238,15930,7541,8389,85,11841,5954,5887,21,4977,2134,2843,13,4919,2294,2625,3,2047,521,1526,142
3,I,60,600,管理，補助的経済活動を行う事業所,417,9691,5096,4591,184,388,216,168,71,470,259,211,49,632,368,264,21,541,335,206,29,1141,662,479,29,2011,1010,1001,16,2221,1319,902,3,675,246,429,4,1612,681,931,-,-,-,-,11
3,I,60,601,家具・建具・畳小売業,1773,9816,5042,4752,1353,2818,1805,1009,287,1802,841,953,71,966,429,527,19,424,219,205,9,344,138,206,15,1172,492,680,9,1317,627,690,3,673,403,270,1,300,88,212,-,-,-,-,6
3,I,60,602,じゅう器小売業,1640,6143,2608,3448,1248,2647,1263,1377,292,1822,711,1097,79,992,383,571,9,210,83,99,5,199,88,111,5,273,80,193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
3,I,60,603,医薬品・化粧品小売業,9588,74530,18431,55921,3771,9901,2653,7184,3382,22391,4579,17745,1791,23706,5855,17804,396,9342,2580,6762,174,6185,1686,4499,29,1819,615,1204,3,424,150,274,-,-,-,-,2,762,313,449,-,-,-,-,40
3,I,60,604,農耕用品小売業,100,527,313,214,70,176,89,87,15,105,61,44,10,130,87,43,5,116,76,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,605,燃料小売業,1798,13754,10808,2913,710,1948,1430,515,605,4026,3225,783,382,5009,3975,1022,62,1403,1078,325,13,487,378,109,8,609,466,143,2,272,256,16,-,-,-,-,-,-,-,-,-,-,-,-,16
3,I,60,606,書籍・文房具小売業,3814,38603,21910,16613,1774,3901,1889,2000,715,4793,2562,2219,786,11052,6909,4128,324,7568,4868,2659,147,5455,3199,2256,39,2613,1132,1481,12,1665,889,776,5,1252,358,894,1,304,104,200,-,-,-,-,11
3,I,60,607,スポーツ用品・がん具・娯楽用品・楽器小売業,2522,20851,11875,8942,1442,3144,2036,1086,580,3785,2242,1531,292,3957,2376,1581,84,1936,1042,894,62,2271,1349,922,41,2555,1513,1042,11,1444,732,712,4,967,461,506,-,-,-,-,1,792,124,668,5
3,I,60,608,写真機・時計・眼鏡小売業,2132,11531,6329,5157,1380,3163,1947,1194,524,3439,1816,1613,171,2188,1039,1136,23,530,338,192,12,444,282,162,8,495,322,173,3,376,191,185,1,221,113,108,2,675,281,394,-,-,-,-,8
3,I,60,609,他に分類されない小売業,11285,59977,25917,33880,8216,17499,7850,9590,1880,11864,4752,7062,741,9897,3990,5871,197,4638,2239,2399,105,3864,1608,2221,64,4383,1911,2472,29,4122,1790,2332,5,1189,553,636,3,1266,827,439,2,1255,397,858,43
2,I,61,000,無店舗小売業,4552,65818,34369,31145,2601,5339,2973,2286,781,5154,2854,2219,498,6652,3893,2732,188,4519,2608,1911,204,7704,4797,2791,147,10305,5548,4757,62,8556,4242,4314,17,4144,1794,2350,11,4404,2040,2364,12,9041,3620,5421,31
3,I,61,610,管理，補助的経済活動を行う事業所,53,1764,955,809,18,44,20,24,10,76,40,36,3,36,21,15,3,73,35,38,3,113,81,32,5,383,207,176,5,620,331,289,2,419,220,199,-,-,-,-,-,-,-,-,4
3,I,61,611,通信販売・訪問販売小売業,3433,49378,24563,24581,2008,4133,2270,1786,591,3876,2058,1749,369,4928,2758,2160,137,3293,1699,1594,127,4761,2619,2064,109,7662,3715,3947,43,5943,2976,2967,12,2983,1253,1730,9,3484,1803,1681,11,8315,3412,4903,17
3,I,61,612,自動販売機による小売業,282,3993,3489,501,166,251,131,117,18,122,87,35,23,335,300,35,19,478,438,40,40,1540,1421,119,14,950,845,105,2,317,267,50,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,61,619,その他の無店舗小売業,784,10683,5362,5254,409,911,552,359,162,1080,669,399,103,1353,814,522,29,675,436,239,34,1290,676,576,19,1310,781,529,12,1676,668,1008,3,742,321,421,2,920,237,683,1,726,208,518,10
1,J,00,000,金融業，保険業,10601,410915,212427,196961,3218,7381,4316,2940,1493,9796,5634,4004,2086,29478,16431,12875,1189,28839,13014,15825,1135,42694,16184,26468,762,51571,23827,27554,291,39170,20288,18757,99,24127,14071,10056,77,29028,16442,12586,102,148831,82220,65896,149
2,J,62,000,銀行業,1590,102883,48944,53939,85,207,121,86,107,721,381,340,325,4820,2523,2297,327,8014,3475,4539,358,13435,4716,8719,212,14477,5331,9146,82,10566,4330,6236,13,2964,1677,1287,13,5027,2572,2455,16,42652,23818,18834,52
3,J,62,620,管理，補助的経済活動を行う事業所,13,2708,1886,822,3,8,7,1,-,-,-,-,2,23,16,7,1,26,24,2,-,-,-,-,2,113,66,47,2,240,135,105,1,241,105,136,-,-,-,-,1,2057,1533,524,1
3,J,62,621,中央銀行,1,2475,1482,993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2475,1482,993,-
