地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数（人）,経営組織／法人／総数／事業所数（事業所）,経営組織／法人／総数／従業者数（人）,経営組織／法人／会社／総数／事業所数（事業所）,経営組織／法人／会社／総数／従業者数（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数（人）
4,1311103903,大田区,東糀谷,東糀谷３丁目,東糀谷３丁目,132,1187,45,169,87,1018,87,1018,84,1009,2,7,1,2,-,-,-,-,-,-
4,1311103904,大田区,東糀谷,東糀谷４丁目,東糀谷４丁目,102,1715,17,40,85,1675,83,1624,83,1624,-,-,-,-,-,-,2,51,-,-
4,1311103905,大田区,東糀谷,東糀谷５丁目,東糀谷５丁目,158,1502,24,55,134,1447,132,1436,132,1436,-,-,-,-,-,-,2,11,-,-
4,1311103906,大田区,東糀谷,東糀谷６丁目,東糀谷６丁目,55,2642,4,15,51,2627,49,2408,49,2408,-,-,-,-,-,-,2,219,-,-
3,1311104000,大田区,西糀谷,,西糀谷,852,5522,340,927,508,4591,482,4166,467,4092,13,69,2,5,-,-,26,425,4,4
4,1311104001,大田区,西糀谷,西糀谷１丁目,西糀谷１丁目,161,977,75,242,86,735,81,670,78,646,2,22,1,2,-,-,5,65,-,-
4,1311104002,大田区,西糀谷,西糀谷２丁目,西糀谷２丁目,176,1271,57,119,119,1152,109,971,105,959,4,12,-,-,-,-,10,181,-,-
4,1311104003,大田区,西糀谷,西糀谷３丁目,西糀谷３丁目,281,2044,103,300,175,1741,170,1639,166,1613,4,26,-,-,-,-,5,102,3,3
4,1311104004,大田区,西糀谷,西糀谷４丁目,西糀谷４丁目,234,1230,105,266,128,963,122,886,118,874,3,9,1,3,-,-,6,77,1,1
3,1311104100,大田区,北糀谷,,北糀谷,196,1390,65,167,131,1223,124,1022,121,1015,2,5,1,2,-,-,7,201,-,-
4,1311104101,大田区,北糀谷,北糀谷１丁目,北糀谷１丁目,125,929,40,124,85,805,79,604,77,599,2,5,-,-,-,-,6,201,-,-
4,1311104102,大田区,北糀谷,北糀谷２丁目,北糀谷２丁目,71,461,25,43,46,418,45,418,44,416,-,-,1,2,-,-,1,-,-,-
3,1311104200,大田区,羽田旭町,,羽田旭町,103,7665,9,15,94,7650,92,7644,91,7642,-,-,-,-,1,2,2,6,-,-
3,1311104300,大田区,羽田,,羽田,546,4661,193,463,353,4198,339,3913,335,3902,4,11,-,-,-,-,14,285,-,-
4,1311104301,大田区,羽田,羽田１丁目,羽田１丁目,131,1690,35,73,96,1617,94,1469,93,1467,1,2,-,-,-,-,2,148,-,-
4,1311104302,大田区,羽田,羽田２丁目,羽田２丁目,78,425,29,65,49,360,46,343,44,337,2,6,-,-,-,-,3,17,-,-
4,1311104303,大田区,羽田,羽田３丁目,羽田３丁目,66,415,33,77,33,338,31,336,31,336,-,-,-,-,-,-,2,2,-,-
4,1311104304,大田区,羽田,羽田４丁目,羽田４丁目,124,1171,44,138,80,1033,78,1005,78,1005,-,-,-,-,-,-,2,28,-,-
4,1311104305,大田区,羽田,羽田５丁目,羽田５丁目,98,690,33,66,65,624,62,563,62,563,-,-,-,-,-,-,3,61,-,-
4,1311104306,大田区,羽田,羽田６丁目,羽田６丁目,49,270,19,44,30,226,28,197,27,194,1,3,-,-,-,-,2,29,-,-
3,1311104400,大田区,本羽田,,本羽田,381,3244,83,222,298,3022,280,2723,276,2710,4,13,-,-,-,-,18,299,-,-
4,1311104401,大田区,本羽田,本羽田１丁目,本羽田１丁目,156,1068,46,112,110,956,102,771,102,771,-,-,-,-,-,-,8,185,-,-
4,1311104402,大田区,本羽田,本羽田２丁目,本羽田２丁目,142,1365,22,47,120,1318,120,1318,118,1310,2,8,-,-,-,-,-,-,-,-
4,1311104403,大田区,本羽田,本羽田３丁目,本羽田３丁目,83,811,15,63,68,748,58,634,56,629,2,5,-,-,-,-,10,114,-,-
3,1311104500,大田区,羽田空港,,羽田空港,603,53723,4,38,598,53684,571,53237,557,53139,-,-,-,-,14,98,27,447,1,1
4,1311104501,大田区,羽田空港,羽田空港１丁目,羽田空港１丁目,63,2562,-,-,63,2562,56,2483,56,2483,-,-,-,-,-,-,7,79,-,-
4,1311104502,大田区,羽田空港,羽田空港２丁目,羽田空港２丁目,156,3454,1,2,155,3452,152,3311,138,3213,-,-,-,-,14,98,3,141,-,-
4,1311104503,大田区,羽田空港,羽田空港３丁目,羽田空港３丁目,384,47707,3,36,380,47670,363,47443,363,47443,-,-,-,-,-,-,17,227,1,1
3,1311104600,大田区,萩中,,萩中,405,2924,113,400,292,2524,272,2218,269,2194,3,24,-,-,-,-,20,306,-,-
4,1311104601,大田区,萩中,萩中１丁目,萩中１丁目,118,687,33,121,85,566,76,499,76,499,-,-,-,-,-,-,9,67,-,-
4,1311104602,大田区,萩中,萩中２丁目,萩中２丁目,154,1075,53,169,101,906,95,779,93,759,2,20,-,-,-,-,6,127,-,-
4,1311104603,大田区,萩中,萩中３丁目,萩中３丁目,133,1162,27,110,106,1052,101,940,100,936,1,4,-,-,-,-,5,112,-,-
3,1311104700,大田区,東六郷,,東六郷,357,3344,117,266,240,3078,228,2733,221,2711,6,20,1,2,-,-,12,345,-,-
4,1311104701,大田区,東六郷,東六郷１丁目,東六郷１丁目,115,1335,34,71,81,1264,77,1031,74,1024,2,5,1,2,-,-,4,233,-,-
4,1311104702,大田区,東六郷,東六郷２丁目,東六郷２丁目,144,799,58,146,86,653,83,615,80,602,3,13,-,-,-,-,3,38,-,-
4,1311104703,大田区,東六郷,東六郷３丁目,東六郷３丁目,98,1210,25,49,73,1161,68,1087,67,1085,1,2,-,-,-,-,5,74,-,-
3,1311104800,大田区,西六郷,,西六郷,501,3509,154,323,347,3186,336,3082,332,3075,2,3,2,4,-,-,11,104,-,-
4,1311104801,大田区,西六郷,西六郷１丁目,西六郷１丁目,142,739,44,72,98,667,94,641,90,634,2,3,2,4,-,-,4,26,-,-
4,1311104802,大田区,西六郷,西六郷２丁目,西六郷２丁目,162,726,64,111,98,615,93,584,93,584,-,-,-,-,-,-,5,31,-,-
4,1311104803,大田区,西六郷,西六郷３丁目,西六郷３丁目,87,549,21,43,66,506,66,506,66,506,-,-,-,-,-,-,-,-,-,-
4,1311104804,大田区,西六郷,西六郷４丁目,西六郷４丁目,110,1495,25,97,85,1398,83,1351,83,1351,-,-,-,-,-,-,2,47,-,-
3,1311104900,大田区,南六郷,,南六郷,572,4275,171,362,401,3913,385,3622,380,3601,3,11,2,10,-,-,16,291,-,-
4,1311104901,大田区,南六郷,南六郷１丁目,南六郷１丁目,181,1119,57,110,124,1009,122,981,121,974,1,7,-,-,-,-,2,28,-,-
4,1311104902,大田区,南六郷,南六郷２丁目,南六郷２丁目,243,1666,78,174,165,1492,155,1416,152,1408,2,4,1,4,-,-,10,76,-,-
4,1311104903,大田区,南六郷,南六郷３丁目,南六郷３丁目,148,1490,36,78,112,1412,108,1225,107,1219,-,-,1,6,-,-,4,187,-,-
3,1311105000,大田区,仲六郷,,仲六郷,672,4217,295,726,377,3491,344,3111,338,3070,5,13,1,28,-,-,33,380,-,-
4,1311105001,大田区,仲六郷,仲六郷１丁目,仲六郷１丁目,137,830,55,140,82,690,75,620,74,617,1,3,-,-,-,-,7,70,-,-
4,1311105002,大田区,仲六郷,仲六郷２丁目,仲六郷２丁目,332,1956,172,414,160,1542,147,1393,144,1359,2,6,1,28,-,-,13,149,-,-
4,1311105003,大田区,仲六郷,仲六郷３丁目,仲六郷３丁目,89,673,33,68,56,605,51,532,50,530,1,2,-,-,-,-,5,73,-,-
4,1311105004,大田区,仲六郷,仲六郷４丁目,仲六郷４丁目,114,758,35,104,79,654,71,566,70,564,1,2,-,-,-,-,8,88,-,-
3,1311105100,大田区,下丸子,,下丸子,628,12422,165,461,462,11945,431,11417,422,11348,5,23,4,46,-,-,31,528,1,16
4,1311105101,大田区,下丸子,下丸子１丁目,下丸子１丁目,123,714,26,91,96,607,90,552,89,550,1,2,-,-,-,-,6,55,1,16
4,1311105102,大田区,下丸子,下丸子２丁目,下丸子２丁目,173,3337,32,79,141,3258,135,3197,134,3183,1,14,-,-,-,-,6,61,-,-
4,1311105103,大田区,下丸子,下丸子３丁目,下丸子３丁目,224,7359,77,226,147,7133,136,6915,131,6864,3,7,2,44,-,-,11,218,-,-
4,1311105104,大田区,下丸子,下丸子４丁目,下丸子４丁目,108,1012,30,65,78,947,70,753,68,751,-,-,2,2,-,-,8,194,-,-
3,1311105200,大田区,矢口,,矢口,678,5484,205,556,473,4928,456,4545,452,4515,3,28,1,2,-,-,17,383,-,-
4,1311105201,大田区,矢口,矢口１丁目,矢口１丁目,269,2004,115,345,154,1659,147,1514,144,1498,2,14,1,2,-,-,7,145,-,-
4,1311105202,大田区,矢口,矢口２丁目,矢口２丁目,220,1695,56,155,164,1540,156,1473,155,1459,1,14,-,-,-,-,8,67,-,-
4,1311105203,大田区,矢口,矢口３丁目,矢口３丁目,189,1785,34,56,155,1729,153,1558,153,1558,-,-,-,-,-,-,2,171,-,-
3,1311105300,大田区,東矢口,,東矢口,338,2110,117,295,221,1815,207,1534,204,1520,3,14,-,-,-,-,14,281,-,-
4,1311105301,大田区,東矢口,東矢口１丁目,東矢口１丁目,75,473,32,94,43,379,39,276,37,264,2,12,-,-,-,-,4,103,-,-
4,1311105302,大田区,東矢口,東矢口２丁目,東矢口２丁目,129,583,46,104,83,479,80,443,79,441,1,2,-,-,-,-,3,36,-,-
4,1311105303,大田区,東矢口,東矢口３丁目,東矢口３丁目,134,1054,39,97,95,957,88,815,88,815,-,-,-,-,-,-,7,142,-,-
3,1311105400,大田区,多摩川,,多摩川,515,4340,160,444,355,3896,340,3722,335,3662,2,9,3,51,-,-,15,174,-,-
4,1311105401,大田区,多摩川,多摩川１丁目,多摩川１丁目,310,2029,119,342,191,1687,180,1546,178,1489,1,8,1,49,-,-,11,141,-,-
4,1311105402,大田区,多摩川,多摩川２丁目,多摩川２丁目,205,2311,41,102,164,2209,160,2176,157,2173,1,1,2,2,-,-,4,33,-,-
3,1311105500,大田区,東蒲田,,東蒲田,262,1848,100,216,162,1632,154,1544,150,1533,2,8,2,3,-,-,8,88,-,-
4,1311105501,大田区,東蒲田,東蒲田１丁目,東蒲田１丁目,99,503,31,64,68,439,67,428,65,422,1,5,1,1,-,-,1,11,-,-
4,1311105502,大田区,東蒲田,東蒲田２丁目,東蒲田２丁目,163,1345,69,152,94,1193,87,1116,85,1111,1,3,1,2,-,-,7,77,-,-
3,1311105600,大田区,南蒲田,,南蒲田,587,6891,200,591,385,6295,354,5364,346,5325,5,25,2,10,1,4,31,931,2,5
4,1311105601,大田区,南蒲田,南蒲田１丁目,南蒲田１丁目,147,1237,42,141,103,1091,86,811,84,805,1,2,-,-,1,4,17,280,2,5
4,1311105602,大田区,南蒲田,南蒲田２丁目,南蒲田２丁目,269,4830,79,266,190,4564,180,3946,178,3942,1,1,1,3,-,-,10,618,-,-
4,1311105603,大田区,南蒲田,南蒲田３丁目,南蒲田３丁目,171,824,79,184,92,640,88,607,84,578,3,22,1,7,-,-,4,33,-,-
3,1311105700,大田区,西蒲田,,西蒲田,2068,18595,722,2198,1346,16397,1271,14691,1254,14584,9,46,8,61,-,-,75,1706,-,-
4,1311105701,大田区,西蒲田,西蒲田１丁目,西蒲田１丁目,77,389,42,107,35,282,32,273,31,271,-,-,1,2,-,-,3,9,-,-
4,1311105702,大田区,西蒲田,西蒲田２丁目,西蒲田２丁目,26,182,11,29,15,153,12,130,12,130,-,-,-,-,-,-,3,23,-,-
4,1311105703,大田区,西蒲田,西蒲田３丁目,西蒲田３丁目,64,338,25,58,39,280,36,235,36,235,-,-,-,-,-,-,3,45,-,-
4,1311105704,大田区,西蒲田,西蒲田４丁目,西蒲田４丁目,114,699,63,152,51,547,43,186,43,186,-,-,-,-,-,-,8,361,-,-
4,1311105705,大田区,西蒲田,西蒲田５丁目,西蒲田５丁目,206,1633,106,286,100,1347,88,737,88,737,-,-,-,-,-,-,12,610,-,-
4,1311105706,大田区,西蒲田,西蒲田６丁目,西蒲田６丁目,204,1111,78,141,126,970,112,824,109,801,2,3,1,20,-,-,14,146,-,-
4,1311105707,大田区,西蒲田,西蒲田７丁目,西蒲田７丁目,1183,11626,347,1232,836,10394,811,10067,798,9985,7,43,6,39,-,-,25,327,-,-
4,1311105708,大田区,西蒲田,西蒲田８丁目,西蒲田８丁目,194,2617,50,193,144,2424,137,2239,137,2239,-,-,-,-,-,-,7,185,-,-
3,1311105800,大田区,蒲田,,蒲田,1721,20659,485,1560,1224,19062,1149,18143,1134,18008,10,86,5,49,-,-,75,919,12,37
4,1311105801,大田区,蒲田,蒲田１丁目,蒲田１丁目,185,1147,70,163,115,984,107,943,105,937,2,6,-,-,-,-,8,41,-,-
4,1311105802,大田区,蒲田,蒲田２丁目,蒲田２丁目,152,772,68,187,84,585,75,442,74,435,1,7,-,-,-,-,9,143,-,-
4,1311105803,大田区,蒲田,蒲田３丁目,蒲田３丁目,125,759,47,169,78,590,74,531,74,531,-,-,-,-,-,-,4,59,-,-
4,1311105804,大田区,蒲田,蒲田４丁目,蒲田４丁目,368,2838,104,266,262,2566,246,2252,240,2213,3,24,3,15,-,-,16,314,2,6
4,1311105805,大田区,蒲田,蒲田５丁目,蒲田５丁目,891,15143,196,775,685,14337,647,13975,641,13892,4,49,2,34,-,-,38,362,10,31
3,1311105900,大田区,蒲田本町,,蒲田本町,184,1675,71,156,112,1514,104,1390,100,1372,3,17,1,1,-,-,8,124,1,5
4,1311105901,大田区,蒲田本町,蒲田本町１丁目,蒲田本町１丁目,62,1092,16,28,46,1064,43,969,41,966,1,2,1,1,-,-,3,95,-,-
4,1311105902,大田区,蒲田本町,蒲田本町２丁目,蒲田本町２丁目,122,583,55,128,66,450,61,421,59,406,2,15,-,-,-,-,5,29,1,5
3,1311106000,大田区,新蒲田,,新蒲田,337,7238,119,252,218,6986,201,6827,198,6819,3,8,-,-,-,-,17,159,-,-
4,1311106001,大田区,新蒲田,新蒲田１丁目,新蒲田１丁目,101,5362,27,53,74,5309,68,5247,65,5239,3,8,-,-,-,-,6,62,-,-
4,1311106002,大田区,新蒲田,新蒲田２丁目,新蒲田２丁目,96,1093,35,66,61,1027,56,974,56,974,-,-,-,-,-,-,5,53,-,-
4,1311106003,大田区,新蒲田,新蒲田３丁目,新蒲田３丁目,140,783,57,133,83,650,77,606,77,606,-,-,-,-,-,-,6,44,-,-
3,1311106100,大田区,ふるさとの浜辺公園,,ふるさとの浜辺公園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1311200000,世田谷区,,,世田谷区,27034,262689,8431,25513,18556,236960,16874,196008,16664,193991,73,471,131,1464,6,82,1682,40952,47,216
3,1311200100,世田谷区,池尻,,池尻,618,6694,172,484,445,6208,395,5456,391,5430,2,23,2,3,-,-,50,752,1,2
4,1311200101,世田谷区,池尻,池尻１丁目,池尻１丁目,47,352,9,15,37,335,31,297,30,296,-,-,1,1,-,-,6,38,1,2
4,1311200102,世田谷区,池尻,池尻２丁目,池尻２丁目,222,1707,76,210,146,1497,124,1083,123,1082,1,1,-,-,-,-,22,414,-,-
4,1311200103,世田谷区,池尻,池尻３丁目,池尻３丁目,269,4155,64,196,205,3959,189,3821,188,3819,-,-,1,2,-,-,16,138,-,-
4,1311200104,世田谷区,池尻,池尻４丁目,池尻４丁目,80,480,23,63,57,417,51,255,50,233,1,22,-,-,-,-,6,162,-,-
3,1311200200,世田谷区,三宿,,三宿,216,2385,75,207,141,2178,124,1921,123,1914,-,-,1,7,-,-,17,257,-,-
4,1311200201,世田谷区,三宿,三宿１丁目,三宿１丁目,127,1691,46,145,81,1546,72,1403,71,1396,-,-,1,7,-,-,9,143,-,-
4,1311200202,世田谷区,三宿,三宿２丁目,三宿２丁目,89,694,29,62,60,632,52,518,52,518,-,-,-,-,-,-,8,114,-,-
3,1311200300,世田谷区,太子堂,,太子堂,947,12310,292,961,653,11347,597,8992,589,8772,2,13,6,207,-,-,56,2355,2,2
4,1311200301,世田谷区,太子堂,太子堂１丁目,太子堂１丁目,142,2938,30,116,112,2822,98,1054,95,1049,-,-,3,5,-,-,14,1768,-,-
4,1311200302,世田谷区,太子堂,太子堂２丁目,太子堂２丁目,250,2163,71,229,179,1934,156,1513,155,1511,-,-,1,2,-,-,23,421,-,-
4,1311200303,世田谷区,太子堂,太子堂３丁目,太子堂３丁目,89,522,33,68,56,454,52,435,52,435,-,-,-,-,-,-,4,19,-,-
4,1311200304,世田谷区,太子堂,太子堂４丁目,太子堂４丁目,336,6047,89,387,246,5659,236,5543,232,5330,2,13,2,200,-,-,10,116,1,1
4,1311200305,世田谷区,太子堂,太子堂５丁目,太子堂５丁目,130,640,69,161,60,478,55,447,55,447,-,-,-,-,-,-,5,31,1,1
3,1311200400,世田谷区,三軒茶屋,,三軒茶屋,874,9302,276,822,595,8465,546,7356,540,7263,1,4,4,63,1,26,49,1109,3,15
4,1311200401,世田谷区,三軒茶屋,三軒茶屋１丁目,三軒茶屋１丁目,402,3570,127,405,274,3158,253,2453,248,2386,1,4,4,63,-,-,21,705,1,7
4,1311200402,世田谷区,三軒茶屋,三軒茶屋２丁目,三軒茶屋２丁目,472,5732,149,417,321,5307,293,4903,292,4877,-,-,-,-,1,26,28,404,2,8
3,1311200500,世田谷区,若林,,若林,526,4154,215,584,310,3568,274,3235,269,3211,1,2,4,22,-,-,36,333,1,2
4,1311200501,世田谷区,若林,若林１丁目,若林１丁目,114,1733,34,127,80,1606,75,1592,74,1591,-,-,1,1,-,-,5,14,-,-
4,1311200502,世田谷区,若林,若林２丁目,若林２丁目,59,389,15,39,44,350,34,299,33,282,-,-,1,17,-,-,10,51,-,-
4,1311200503,世田谷区,若林,若林３丁目,若林３丁目,100,700,43,110,57,590,52,556,52,556,-,-,-,-,-,-,5,34,-,-
4,1311200504,世田谷区,若林,若林４丁目,若林４丁目,174,986,87,216,86,768,72,553,70,548,1,2,1,3,-,-,14,215,1,2
4,1311200505,世田谷区,若林,若林５丁目,若林５丁目,79,346,36,92,43,254,41,235,40,234,-,-,1,1,-,-,2,19,-,-
3,1311200600,世田谷区,世田谷,,世田谷,652,5585,283,795,362,4739,313,2763,307,2727,3,21,3,15,-,-,49,1976,7,51
4,1311200601,世田谷区,世田谷,世田谷１丁目,世田谷１丁目,264,1973,113,347,150,1625,125,942,123,934,1,3,1,5,-,-,25,683,1,1
4,1311200602,世田谷区,世田谷,世田谷２丁目,世田谷２丁目,98,719,40,86,57,627,52,587,50,569,2,18,-,-,-,-,5,40,1,6
4,1311200603,世田谷区,世田谷,世田谷３丁目,世田谷３丁目,132,925,58,185,72,738,62,567,62,567,-,-,-,-,-,-,10,171,2,2
4,1311200604,世田谷区,世田谷,世田谷４丁目,世田谷４丁目,158,1968,72,177,83,1749,74,667,72,657,-,-,2,10,-,-,9,1082,3,42
3,1311200700,世田谷区,桜,,桜,188,1900,58,227,130,1673,118,1413,117,1411,1,2,-,-,-,-,12,260,-,-
4,1311200701,世田谷区,桜,桜１丁目,桜１丁目,35,201,9,34,26,167,21,139,21,139,-,-,-,-,-,-,5,28,-,-
4,1311200702,世田谷区,桜,桜２丁目,桜２丁目,25,464,8,15,17,449,15,401,15,401,-,-,-,-,-,-,2,48,-,-
4,1311200703,世田谷区,桜,桜３丁目,桜３丁目,128,1235,41,178,87,1057,82,873,81,871,1,2,-,-,-,-,5,184,-,-
3,1311200800,世田谷区,弦巻,,弦巻,398,2945,134,380,264,2565,248,2349,247,2348,-,-,1,1,-,-,16,216,-,-
4,1311200801,世田谷区,弦巻,弦巻１丁目,弦巻１丁目,105,533,41,112,64,421,61,380,61,380,-,-,-,-,-,-,3,41,-,-
4,1311200802,世田谷区,弦巻,弦巻２丁目,弦巻２丁目,59,359,15,30,44,329,36,243,36,243,-,-,-,-,-,-,8,86,-,-
4,1311200803,世田谷区,弦巻,弦巻３丁目,弦巻３丁目,76,447,21,81,55,366,54,357,54,357,-,-,-,-,-,-,1,9,-,-
4,1311200804,世田谷区,弦巻,弦巻４丁目,弦巻４丁目,100,1345,39,108,61,1237,60,1232,60,1232,-,-,-,-,-,-,1,5,-,-
4,1311200805,世田谷区,弦巻,弦巻５丁目,弦巻５丁目,58,261,18,49,40,212,37,137,36,136,-,-,1,1,-,-,3,75,-,-
3,1311200900,世田谷区,経堂,,経堂,832,6957,326,992,504,5954,469,5492,463,5455,2,25,4,12,-,-,35,462,2,11
4,1311200901,世田谷区,経堂,経堂１丁目,経堂１丁目,345,2830,139,492,205,2333,194,2188,192,2182,-,-,2,6,-,-,11,145,1,5
4,1311200902,世田谷区,経堂,経堂２丁目,経堂２丁目,248,1819,104,272,144,1547,132,1361,130,1336,2,25,-,-,-,-,12,186,-,-
4,1311200903,世田谷区,経堂,経堂３丁目,経堂３丁目,40,186,17,37,23,149,19,100,19,100,-,-,-,-,-,-,4,49,-,-
4,1311200904,世田谷区,経堂,経堂４丁目,経堂４丁目,111,726,49,137,61,583,55,507,54,502,-,-,1,5,-,-,6,76,1,6
4,1311200905,世田谷区,経堂,経堂５丁目,経堂５丁目,88,1396,17,54,71,1342,69,1336,68,1335,-,-,1,1,-,-,2,6,-,-
3,1311201000,世田谷区,宮坂,,宮坂,419,3138,140,406,279,2732,244,2183,238,2117,1,24,5,42,-,-,35,549,-,-
4,1311201001,世田谷区,宮坂,宮坂１丁目,宮坂１丁目,59,438,19,42,40,396,34,210,33,186,1,24,-,-,-,-,6,186,-,-
4,1311201002,世田谷区,宮坂,宮坂２丁目,宮坂２丁目,112,890,28,73,84,817,72,690,69,655,-,-,3,35,-,-,12,127,-,-
4,1311201003,世田谷区,宮坂,宮坂３丁目,宮坂３丁目,248,1810,93,291,155,1519,138,1283,136,1276,-,-,2,7,-,-,17,236,-,-
3,1311201100,世田谷区,桜丘,,桜丘,456,4628,159,459,295,4159,264,2515,263,2499,1,16,-,-,-,-,31,1644,2,10
4,1311201101,世田谷区,桜丘,桜丘１丁目,桜丘１丁目,38,1582,9,19,29,1563,22,202,22,202,-,-,-,-,-,-,7,1361,-,-
4,1311201102,世田谷区,桜丘,桜丘２丁目,桜丘２丁目,185,983,89,277,96,706,90,646,90,646,-,-,-,-,-,-,6,60,-,-
4,1311201103,世田谷区,桜丘,桜丘３丁目,桜丘３丁目,60,521,24,57,36,464,35,461,34,445,1,16,-,-,-,-,1,3,-,-
4,1311201104,世田谷区,桜丘,桜丘４丁目,桜丘４丁目,62,607,9,17,53,590,43,406,43,406,-,-,-,-,-,-,10,184,-,-
4,1311201105,世田谷区,桜丘,桜丘５丁目,桜丘５丁目,111,935,28,89,81,836,74,800,74,800,-,-,-,-,-,-,7,36,2,10
3,1311201200,世田谷区,下馬,,下馬,543,3476,164,400,379,3076,329,2271,325,2261,4,10,-,-,-,-,50,805,-,-
4,1311201201,世田谷区,下馬,下馬１丁目,下馬１丁目,131,892,40,101,91,791,85,761,85,761,-,-,-,-,-,-,6,30,-,-
4,1311201202,世田谷区,下馬,下馬２丁目,下馬２丁目,110,784,34,83,76,701,58,438,58,438,-,-,-,-,-,-,18,263,-,-
4,1311201203,世田谷区,下馬,下馬３丁目,下馬３丁目,108,512,45,105,63,407,54,269,52,264,2,5,-,-,-,-,9,138,-,-
4,1311201204,世田谷区,下馬,下馬４丁目,下馬４丁目,46,296,12,38,34,258,28,127,27,126,1,1,-,-,-,-,6,131,-,-
4,1311201205,世田谷区,下馬,下馬５丁目,下馬５丁目,53,224,14,31,39,193,36,177,36,177,-,-,-,-,-,-,3,16,-,-
4,1311201206,世田谷区,下馬,下馬６丁目,下馬６丁目,95,768,19,42,76,726,68,499,67,495,1,4,-,-,-,-,8,227,-,-
3,1311201300,世田谷区,野沢,,野沢,339,2401,90,249,248,2134,234,1987,229,1979,2,3,3,5,-,-,14,147,1,18
4,1311201301,世田谷区,野沢,野沢１丁目,野沢１丁目,46,223,19,41,27,182,25,120,23,116,1,2,1,2,-,-,2,62,-,-
4,1311201302,世田谷区,野沢,野沢２丁目,野沢２丁目,98,726,31,108,66,600,62,582,61,580,-,-,1,2,-,-,4,18,1,18
4,1311201303,世田谷区,野沢,野沢３丁目,野沢３丁目,113,872,20,63,93,809,85,742,83,740,1,1,1,1,-,-,8,67,-,-
4,1311201304,世田谷区,野沢,野沢４丁目,野沢４丁目,82,580,20,37,62,543,62,543,62,543,-,-,-,-,-,-,-,-,-,-
3,1311201400,世田谷区,上馬,,上馬,518,4015,149,443,367,3556,336,3128,331,3120,1,2,4,6,-,-,31,428,2,16
4,1311201401,世田谷区,上馬,上馬１丁目,上馬１丁目,125,562,36,85,88,476,81,442,79,439,-,-,2,3,-,-,7,34,1,1
4,1311201402,世田谷区,上馬,上馬２丁目,上馬２丁目,108,1123,34,119,74,1004,71,992,70,991,-,-,1,1,-,-,3,12,-,-
4,1311201403,世田谷区,上馬,上馬３丁目,上馬３丁目,69,656,16,48,53,608,49,583,49,583,-,-,-,-,-,-,4,25,-,-
4,1311201404,世田谷区,上馬,上馬４丁目,上馬４丁目,142,1273,42,147,100,1126,89,824,89,824,-,-,-,-,-,-,11,302,-,-
4,1311201405,世田谷区,上馬,上馬５丁目,上馬５丁目,74,401,21,44,52,342,46,287,44,283,1,2,1,2,-,-,6,55,1,15
3,1311201500,世田谷区,駒沢,,駒沢,630,6326,189,568,440,5752,409,3939,403,3847,3,22,2,59,1,11,31,1813,1,6
4,1311201501,世田谷区,駒沢,駒沢１丁目,駒沢１丁目,141,2844,32,123,109,2721,98,1254,97,1251,1,3,-,-,-,-,11,1467,-,-
4,1311201502,世田谷区,駒沢,駒沢２丁目,駒沢２丁目,196,1555,64,167,132,1388,125,1136,122,1106,2,19,-,-,1,11,7,252,-,-
4,1311201503,世田谷区,駒沢,駒沢３丁目,駒沢３丁目,102,755,36,92,66,663,62,637,61,634,-,-,1,3,-,-,4,26,-,-
4,1311201504,世田谷区,駒沢,駒沢４丁目,駒沢４丁目,95,512,31,122,63,384,57,350,56,294,-,-,1,56,-,-,6,34,1,6
4,1311201505,世田谷区,駒沢,駒沢５丁目,駒沢５丁目,96,660,26,64,70,596,67,562,67,562,-,-,-,-,-,-,3,34,-,-
3,1311201600,世田谷区,代田,,代田,523,3381,155,433,366,2916,336,2617,334,2612,1,3,1,2,-,-,30,299,2,32
4,1311201601,世田谷区,代田,代田１丁目,代田１丁目,102,818,34,108,68,710,63,669,63,669,-,-,-,-,-,-,5,41,-,-
4,1311201602,世田谷区,代田,代田２丁目,代田２丁目,61,394,19,45,42,349,37,313,37,313,-,-,-,-,-,-,5,36,-,-
4,1311201603,世田谷区,代田,代田３丁目,代田３丁目,81,564,18,49,62,484,60,477,60,477,-,-,-,-,-,-,2,7,1,31
4,1311201604,世田谷区,代田,代田４丁目,代田４丁目,87,398,20,52,67,346,59,259,58,256,1,3,-,-,-,-,8,87,-,-
4,1311201605,世田谷区,代田,代田５丁目,代田５丁目,80,659,26,82,54,577,52,559,52,559,-,-,-,-,-,-,2,18,-,-
