地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業常用雇用者数（人）,会社企業／総数／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／０～４人／企業数（企業）,企業常用雇用者規模（会社企業）／０～４人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／０～４人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／５～９人／企業数（企業）,企業常用雇用者規模（会社企業）／５～９人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／５～９人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／10～19人／企業数（企業）,企業常用雇用者規模（会社企業）／10～19人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／10～19人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／20～29人／企業数（企業）,企業常用雇用者規模（会社企業）／20～29人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／20～29人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／30～49人／企業数（企業）,企業常用雇用者規模（会社企業）／30～49人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／30～49人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／50～99人／企業数（企業）,企業常用雇用者規模（会社企業）／50～99人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／50～99人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／100～299人／企業数（企業）,企業常用雇用者規模（会社企業）／100～299人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／100～299人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／300～999人／企業数（企業）,企業常用雇用者規模（会社企業）／300～999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／300～999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／1000～1999人／企業数（企業）,企業常用雇用者規模（会社企業）／1000～1999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／1000～1999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／2000～4999人／企業数（企業）,企業常用雇用者規模（会社企業）／2000～4999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／2000～4999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／5000人以上／企業数（企業）,企業常用雇用者規模（会社企業）／5000人以上／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／5000人以上／企業常用雇用者数のうち国内（人）
4,13104,新宿区,2,H,44,道路貨物運送業,52,5833,5830,9,21,21,9,54,54,6,70,70,9,234,234,7,276,276,3,222,222,6,1112,1112,2,826,826,-,-,-,1,3018,3015,-,-,-
4,13104,新宿区,2,H,45,水運業,1,40,40,-,-,-,-,-,-,-,-,-,-,-,-,1,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,H,46,航空運輸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,H,47,倉庫業,10,4089,4089,1,1,1,3,21,21,-,-,-,-,-,-,1,47,47,2,165,165,2,321,321,-,-,-,-,-,-,1,3534,3534,-,-,-
4,13104,新宿区,2,H,48,運輸に附帯するサービス業,22,1956,1945,10,15,15,2,15,15,3,42,31,1,24,24,1,46,46,-,-,-,3,536,536,2,1278,1278,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,H,49,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,I,00,卸売業，小売業,2537,151782,147350,1355,2336,2336,386,2564,2564,310,4181,4176,117,2785,2785,107,4055,4052,103,7128,7114,96,16612,16590,38,21187,20873,12,17536,16863,7,24819,24673,6,48579,45324
4,13104,新宿区,2,I,50,各種商品卸売業,4,39,39,2,1,1,-,-,-,1,13,13,1,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,I,51,繊維・衣服等卸売業,80,2461,2460,46,82,82,6,39,39,10,137,137,5,110,110,4,165,165,4,326,326,4,807,807,1,795,794,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,I,52,飲食料品卸売業,208,9655,9650,99,160,160,31,204,204,33,447,446,11,266,266,9,341,341,10,733,732,8,1359,1359,5,2062,2059,1,1008,1008,1,3075,3075,-,-,-
4,13104,新宿区,2,I,53,建築材料，鉱物・金属材料等卸売業,199,5204,5184,102,180,180,34,235,235,21,293,293,9,233,233,8,338,338,12,824,820,11,1661,1654,2,1440,1431,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,I,54,機械器具卸売業,395,27554,26570,175,303,303,58,403,403,52,694,693,20,474,474,23,831,828,30,2037,2031,21,3550,3545,12,7329,7029,3,5031,4362,-,-,-,1,6902,6902
4,13104,新宿区,2,I,55,その他の卸売業,373,13633,13633,200,364,364,63,419,419,35,462,462,14,321,321,21,764,764,15,1028,1028,15,2574,2574,7,3338,3338,3,4363,4363,-,-,-,-,-,-
4,13104,新宿区,2,I,56,各種商品小売業,2,14497,14497,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2029,2029,1,12468,12468
4,13104,新宿区,2,I,57,織物・衣服・身の回り品小売業,166,11288,8028,107,184,184,28,173,173,9,107,107,5,118,118,4,149,149,5,381,381,3,545,545,2,1415,1414,2,3161,3157,-,-,-,1,5055,1800
4,13104,新宿区,2,I,58,飲食料品小売業,372,25824,25824,170,284,284,48,339,339,81,1123,1123,26,611,611,16,612,612,12,805,805,14,2153,2153,2,1806,1806,-,-,-,2,6419,6419,1,11672,11672
4,13104,新宿区,2,I,59,機械器具小売業,95,5869,5869,68,118,118,13,74,74,6,75,75,2,49,49,2,95,95,1,81,81,2,388,388,-,-,-,-,-,-,1,4989,4989,-,-,-
4,13104,新宿区,2,I,60,その他の小売業,496,30570,30421,303,516,516,83,534,534,44,595,595,16,378,378,15,558,558,11,727,724,14,2707,2707,5,2253,2253,1,1513,1513,2,8307,8161,2,12482,12482
4,13104,新宿区,2,I,61,無店舗小売業,147,5188,5175,83,144,144,22,144,144,18,235,232,8,200,200,5,202,202,3,186,186,4,868,858,2,749,749,2,2460,2460,-,-,-,-,-,-
4,13104,新宿区,1,J,00,金融業，保険業,260,54405,54134,126,185,185,43,293,293,25,336,330,9,213,206,13,502,502,12,772,772,20,3560,3560,6,4326,4321,1,1052,1052,4,11018,11018,1,32148,31895
4,13104,新宿区,2,J,62,銀行業,3,2661,2661,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,415,415,-,-,-,-,-,-,1,2246,2246,-,-,-
4,13104,新宿区,2,J,63,協同組織金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,J,64,貸金業，クレジットカード業等非預金信用機関,56,1884,1884,32,44,44,8,54,54,2,33,33,2,49,49,4,145,145,5,321,321,2,366,366,1,872,872,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,J,65,金融商品取引業，商品先物取引業,34,680,673,19,18,18,6,40,40,4,52,52,1,23,16,-,-,-,1,93,93,3,454,454,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,J,66,補助的金融業等,20,1024,1018,5,9,9,4,33,33,5,61,55,1,20,20,1,39,39,1,56,56,2,476,476,1,330,330,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,147,48156,47898,70,114,114,25,166,166,14,190,190,5,121,121,8,318,318,5,302,302,11,1849,1849,4,3124,3119,1,1052,1052,3,8772,8772,1,32148,31895
4,13104,新宿区,1,K,00,不動産業，物品賃貸業,2093,54524,54518,1635,2120,2118,198,1257,1257,97,1305,1305,44,1025,1025,32,1230,1230,41,2805,2802,29,4940,4940,9,4909,4908,3,4786,4786,3,12308,12308,2,17839,17839
4,13104,新宿区,2,K,68,不動産取引業,680,14379,14374,488,816,814,82,508,508,45,612,612,20,462,462,14,542,542,16,1120,1117,8,1320,1320,4,1538,1538,2,3351,3351,1,4110,4110,-,-,-
4,13104,新宿区,2,K,69,不動産賃貸業・管理業,1344,37464,37463,1114,1262,1262,103,659,659,45,596,596,18,427,427,16,625,625,21,1426,1426,18,3061,3061,5,3371,3370,-,-,-,2,8198,8198,2,17839,17839
4,13104,新宿区,2,K,70,物品賃貸業,68,2677,2677,32,38,38,13,90,90,7,97,97,6,136,136,2,63,63,4,259,259,3,559,559,-,-,-,1,1435,1435,-,-,-,-,-,-
4,13104,新宿区,1,L,00,学術研究，専門・技術サービス業,1681,30434,30367,1027,1636,1636,263,1723,1723,162,2235,2235,53,1269,1263,56,2167,2167,62,4290,4284,44,6879,6869,12,6996,6985,2,3239,3205,-,-,-,-,-,-
4,13104,新宿区,2,L,71,学術・開発研究機関,13,241,241,6,11,11,1,5,5,3,38,38,-,-,-,-,-,-,3,187,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,L,72,専門サービス業（他に分類されないもの）,828,14425,14417,532,765,765,128,836,836,65,889,889,19,441,435,26,986,986,25,1939,1939,26,3768,3766,6,2982,2982,1,1819,1819,-,-,-,-,-,-
4,13104,新宿区,2,L,73,広告業,239,6341,6299,113,188,188,39,265,265,38,513,513,15,369,369,9,344,344,12,786,786,11,1919,1911,1,537,537,1,1420,1386,-,-,-,-,-,-
4,13104,新宿区,2,L,74,技術サービス業（他に分類されないもの）,601,9427,9410,376,672,672,95,617,617,56,795,795,19,459,459,21,837,837,22,1378,1372,7,1192,1192,5,3477,3466,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,M,00,宿泊業，飲食サービス業,1449,129558,129537,586,1260,1260,354,2367,2367,248,3422,3422,75,1767,1767,66,2535,2529,55,3802,3802,35,6013,5998,16,8019,8019,3,4611,4611,6,15940,15940,5,79822,79822
4,13104,新宿区,2,M,75,宿泊業,122,9872,9872,30,67,67,24,169,169,25,357,357,8,200,200,7,283,283,14,903,903,6,1048,1048,6,3521,3521,2,3324,3324,-,-,-,-,-,-
4,13104,新宿区,2,M,76,飲食店,1299,111376,111355,546,1170,1170,325,2159,2159,219,3009,3009,66,1546,1546,58,2205,2199,41,2899,2899,25,4280,4265,9,4155,4155,1,1287,1287,4,8844,8844,5,79822,79822
4,13104,新宿区,2,M,77,持ち帰り・配達飲食サービス業,27,7967,7967,10,23,23,5,39,39,4,56,56,1,21,21,1,47,47,-,-,-,4,685,685,-,-,-,-,-,-,2,7096,7096,-,-,-
4,13104,新宿区,1,N,00,生活関連サービス業，娯楽業,737,33451,33440,383,727,727,149,962,962,76,1026,1026,42,1009,998,25,1000,1000,28,2057,2057,22,3925,3925,4,1793,1793,4,5868,5868,3,8694,8694,1,6390,6390
4,13104,新宿区,2,N,78,洗濯・理容・美容・浴場業,306,5856,5856,164,331,331,74,469,469,29,372,372,11,267,267,8,300,300,13,1011,1011,4,551,551,2,761,761,1,1794,1794,-,-,-,-,-,-
4,13104,新宿区,2,N,79,その他の生活関連サービス業,228,13305,13294,121,224,224,40,261,261,22,292,292,16,370,359,9,357,357,7,477,477,10,1745,1745,-,-,-,1,1120,1120,1,2069,2069,1,6390,6390
4,13104,新宿区,2,N,80,娯楽業,202,14289,14289,97,171,171,35,232,232,25,362,362,15,372,372,8,343,343,8,569,569,8,1629,1629,2,1032,1032,2,2954,2954,2,6625,6625,-,-,-
4,13104,新宿区,1,O,00,教育，学習支援業,289,22033,22020,124,208,208,50,332,331,44,562,562,13,310,310,23,940,937,16,1142,1133,7,1174,1174,9,5508,5508,2,3349,3349,-,-,-,1,8508,8508
4,13104,新宿区,2,O,81,学校教育,8,86,86,4,9,9,1,8,8,2,26,26,-,-,-,1,43,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,O,82,その他の教育，学習支援業,281,21947,21934,120,199,199,49,324,323,42,536,536,13,310,310,22,897,894,16,1142,1133,7,1174,1174,9,5508,5508,2,3349,3349,-,-,-,1,8508,8508
4,13104,新宿区,1,P,00,医療，福祉,195,33746,33746,71,136,136,49,335,335,30,430,430,13,304,304,6,225,225,11,738,738,5,836,836,4,2190,2190,1,1206,1206,4,12105,12105,1,15241,15241
4,13104,新宿区,2,P,83,医療業,113,5847,5847,56,108,108,29,184,184,12,174,174,10,237,237,1,34,34,3,212,212,1,111,111,-,-,-,-,-,-,1,4787,4787,-,-,-
4,13104,新宿区,2,P,84,保健衛生,12,479,479,5,7,7,2,12,12,1,19,19,-,-,-,2,71,71,1,61,61,-,-,-,1,309,309,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,P,85,社会保険・社会福祉・介護事業,70,27420,27420,10,21,21,18,139,139,17,237,237,3,67,67,3,120,120,7,465,465,4,725,725,3,1881,1881,1,1206,1206,3,7318,7318,1,15241,15241
4,13104,新宿区,1,Q,00,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,Q,86,郵便局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,Q,87,協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,R,00,サービス業（他に分類されないもの）,863,189060,187048,330,585,585,110,734,734,87,1185,1185,51,1244,1244,58,2279,2279,61,4232,4232,68,12349,12319,61,33159,32477,14,19061,19061,16,43311,43311,7,70921,69621
4,13104,新宿区,2,R,88,廃棄物処理業,15,325,325,9,14,14,2,13,13,1,13,13,-,-,-,1,31,31,1,82,82,1,172,172,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,R,89,自動車整備業,14,285,285,7,13,13,2,10,10,1,18,18,1,27,27,2,73,73,-,-,-,1,144,144,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,R,90,機械等修理業（別掲を除く）,45,3556,3556,21,39,39,6,39,39,3,30,30,4,100,100,1,34,34,3,216,216,4,877,877,2,1152,1152,1,1069,1069,-,-,-,-,-,-
4,13104,新宿区,2,R,91,職業紹介・労働者派遣業,201,53309,53279,66,112,112,20,134,134,21,291,291,12,282,282,16,631,631,20,1445,1445,15,2840,2810,17,9227,9227,5,7137,7137,7,18505,18505,2,12705,12705
4,13104,新宿区,2,R,92,その他の事業サービス業,586,130634,128652,226,407,407,80,538,538,61,833,833,34,835,835,38,1510,1510,37,2489,2489,47,8316,8316,41,21829,21147,8,10855,10855,9,24806,24806,5,58216,56916
4,13104,新宿区,2,R,93,政治・経済・文化団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,R,94,宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,R,95,その他のサービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,0,A～R,00,全産業（Ｓ公務を除く）,5812,200521,192804,3486,4891,4888,923,6000,5999,494,6656,6644,232,5553,5548,202,7685,7657,217,15094,15089,147,24559,24516,72,37765,37737,19,25250,25228,18,52962,50746,2,14106,8752
4,13105,文京区,1,A,00,農業，林業,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,A,01,農業,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,C,00,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,C,05,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,D,00,建設業,362,13967,11942,217,377,377,62,408,408,31,424,424,12,289,289,13,517,510,12,832,832,9,1535,1535,3,1048,1048,1,1776,1776,2,6761,4743,-,-,-
4,13105,文京区,2,D,06,総合工事業,119,7739,5721,70,116,116,19,117,117,6,83,83,7,178,178,3,130,130,5,310,310,5,785,785,2,699,699,1,1776,1776,1,3545,1527,-,-,-
4,13105,文京区,2,D,07,職別工事業（設備工事業を除く）,138,882,882,95,151,151,19,135,135,14,179,179,4,91,91,4,151,151,2,175,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,D,08,設備工事業,105,5346,5339,52,110,110,24,156,156,11,162,162,1,20,20,6,236,229,5,347,347,4,750,750,1,349,349,-,-,-,1,3216,3216,-,-,-
4,13105,文京区,1,E,00,製造業,876,50217,44584,437,731,729,151,1006,1006,79,1065,1054,59,1433,1428,39,1500,1489,54,3775,3773,36,5636,5630,11,6310,6288,4,5036,5014,5,14822,14624,1,8903,3549
4,13105,文京区,2,E,09,食料品製造業,30,5146,5145,10,18,18,6,42,42,1,15,15,2,43,43,3,123,123,4,298,298,3,353,353,-,-,-,-,-,-,1,4254,4253,-,-,-
4,13105,文京区,2,E,10,飲料・たばこ・飼料製造業,2,15,15,-,-,-,1,5,5,1,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,11,繊維工業,30,952,952,13,20,20,5,34,34,5,69,69,4,96,96,1,32,32,1,53,53,-,-,-,1,648,648,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,12,木材・木製品製造業（家具を除く）,14,855,855,5,10,10,-,-,-,2,24,24,-,-,-,-,-,-,3,221,221,4,600,600,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,13,家具・装備品製造業,9,18,18,8,13,13,1,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,14,パルプ・紙・紙加工品製造業,39,1648,1648,24,42,42,9,59,59,2,32,32,-,-,-,-,-,-,1,72,72,1,184,184,2,1259,1259,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,15,印刷・同関連業,426,7170,7169,233,393,393,81,538,538,42,553,553,27,667,667,16,604,604,19,1340,1339,7,978,978,-,-,-,-,-,-,1,2097,2097,-,-,-
4,13105,文京区,2,E,16,化学工業,28,11035,5675,6,5,5,3,20,20,3,41,41,2,45,45,1,33,33,5,334,334,6,1018,1012,1,636,636,-,-,-,-,-,-,1,8903,3549
4,13105,文京区,2,E,17,石油製品・石炭製品製造業,1,5,5,-,-,-,1,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,18,プラスチック製品製造業（別掲を除く）,21,2229,2229,8,12,12,1,5,5,1,17,17,4,102,102,3,126,126,1,56,56,2,393,393,-,-,-,1,1518,1518,-,-,-,-,-,-
4,13105,文京区,2,E,19,ゴム製品製造業,3,43,43,1,3,3,1,9,9,-,-,-,-,-,-,1,31,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,20,なめし革・同製品・毛皮製造業,7,124,124,6,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,109,109,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,21,窯業・土石製品製造業,8,452,452,2,6,6,2,14,14,1,15,15,1,26,26,-,-,-,-,-,-,2,391,391,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,22,鉄鋼業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,23,非鉄金属製造業,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,24,金属製品製造業,25,4124,4114,13,24,24,3,25,25,-,-,-,1,29,29,2,75,65,2,137,137,2,280,280,-,-,-,1,1123,1123,1,2431,2431,-,-,-
4,13105,文京区,2,E,25,はん用機械器具製造業,8,2249,2249,2,5,5,1,9,9,-,-,-,3,67,67,1,30,30,-,-,-,-,-,-,-,-,-,-,-,-,1,2138,2138,-,-,-
4,13105,文京区,2,E,26,生産用機械器具製造業,12,153,153,5,9,9,3,15,15,1,13,13,1,25,25,2,91,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,27,業務用機械器具製造業,87,5800,5777,26,47,47,17,114,114,8,104,104,10,241,241,6,245,244,8,602,602,6,1028,1028,5,2408,2408,1,1011,989,-,-,-,-,-,-
4,13105,文京区,2,E,28,電子部品・デバイス・電子回路製造業,10,65,54,6,8,8,1,6,6,3,51,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,29,電気機械器具製造業,26,1613,1599,9,13,13,1,7,7,3,43,43,1,20,15,3,110,110,6,406,405,2,302,302,1,712,704,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,30,情報通信機械器具製造業,5,3956,3759,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,53,53,-,-,-,-,-,-,-,-,-,1,3902,3705,-,-,-
4,13105,文京区,2,E,31,輸送用機械器具製造業,2,70,70,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,1,68,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,E,32,その他の製造業,79,2486,2472,52,76,76,14,94,94,6,78,78,3,72,72,-,-,-,2,135,135,-,-,-,1,647,633,1,1384,1384,-,-,-,-,-,-
4,13105,文京区,1,F,00,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,F,33,電気業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,F,34,ガス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,F,35,熱供給業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,F,36,水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,G,00,情報通信業,644,24577,24570,302,474,474,119,784,783,93,1268,1267,34,819,819,31,1166,1166,32,2290,2290,24,4104,4103,7,3897,3893,-,-,-,1,4572,4572,1,5203,5203
4,13105,文京区,2,G,37,通信業,3,13,13,2,3,3,-,-,-,1,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,G,38,放送業,1,87,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,87,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,G,39,情報サービス業,227,17619,17618,90,153,153,37,248,248,42,594,593,12,291,291,12,474,474,15,1065,1065,11,2036,2036,6,2983,2983,-,-,-,1,4572,4572,1,5203,5203
4,13105,文京区,2,G,40,インターネット附随サービス業,38,438,437,21,32,32,7,40,39,4,44,44,2,52,52,1,30,30,3,240,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,G,41,映像・音声・文字情報制作業,374,6419,6414,188,285,285,75,496,496,46,620,620,20,476,476,18,662,662,13,898,898,13,2068,2067,1,914,910,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,H,00,運輸業，郵便業,55,5309,5309,23,34,34,9,59,59,3,33,33,2,43,43,5,190,190,2,136,136,4,722,722,6,3072,3072,1,1020,1020,-,-,-,-,-,-
4,13105,文京区,2,H,42,鉄道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,H,43,道路旅客運送業,6,1522,1522,2,-,-,-,-,-,-,-,-,-,-,-,1,46,46,-,-,-,-,-,-,3,1476,1476,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,H,44,道路貨物運送業,30,1683,1683,13,20,20,8,52,52,1,10,10,-,-,-,2,75,75,2,136,136,2,348,348,2,1042,1042,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,H,45,水運業,1,11,11,-,-,-,-,-,-,1,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,H,46,航空運輸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,H,47,倉庫業,2,1032,1032,-,-,-,-,-,-,1,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1020,1020,-,-,-,-,-,-
4,13105,文京区,2,H,48,運輸に附帯するサービス業,16,1061,1061,8,14,14,1,7,7,-,-,-,2,43,43,2,69,69,-,-,-,2,374,374,1,554,554,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,H,49,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,I,00,卸売業，小売業,1547,33369,33344,915,1325,1325,257,1665,1665,131,1750,1750,63,1527,1527,56,2070,2070,63,4250,4248,42,6828,6807,17,8066,8064,1,1052,1052,2,4836,4836,-,-,-
4,13105,文京区,2,I,50,各種商品卸売業,4,18,18,2,1,1,2,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,2,I,51,繊維・衣服等卸売業,56,476,462,35,44,44,14,82,82,3,43,43,1,26,26,1,44,44,1,55,55,1,182,168,-,-,-,-,-,-,-,-,-,-,-,-
