地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／常用雇用者数／総数（人）,総数／常用雇用者数／男（人）,総数／常用雇用者数／女（人）,常用雇用者規模／０人／事業所数（事業所）,常用雇用者規模／０人／常用雇用者数／総数（人）,常用雇用者規模／０人／常用雇用者数／男（人）,常用雇用者規模／０人／常用雇用者数／女（人）,常用雇用者規模／１～４人／事業所数（事業所）,常用雇用者規模／１～４人／常用雇用者数／総数（人）,常用雇用者規模／１～４人／常用雇用者数／男（人）,常用雇用者規模／１～４人／常用雇用者数／女（人）,常用雇用者規模／５～９人／事業所数（事業所）,常用雇用者規模／５～９人／常用雇用者数／総数（人）,常用雇用者規模／５～９人／常用雇用者数／男（人）,常用雇用者規模／５～９人／常用雇用者数／女（人）,常用雇用者規模／10～19人／事業所数（事業所）,常用雇用者規模／10～19人／常用雇用者数／総数（人）,常用雇用者規模／10～19人／常用雇用者数／男（人）,常用雇用者規模／10～19人／常用雇用者数／女（人）,常用雇用者規模／20～29人／事業所数（事業所）,常用雇用者規模／20～29人／常用雇用者数／総数（人）,常用雇用者規模／20～29人／常用雇用者数／男（人）,常用雇用者規模／20～29人／常用雇用者数／女（人）,常用雇用者規模／30～49人／事業所数（事業所）,常用雇用者規模／30～49人／常用雇用者数／総数（人）,常用雇用者規模／30～49人／常用雇用者数／男（人）,常用雇用者規模／30～49人／常用雇用者数／女（人）,常用雇用者規模／50～99人／事業所数（事業所）,常用雇用者規模／50～99人／常用雇用者数／総数（人）,常用雇用者規模／50～99人／常用雇用者数／男（人）,常用雇用者規模／50～99人／常用雇用者数／女（人）,常用雇用者規模／100～199人／事業所数（事業所）,常用雇用者規模／100～199人／常用雇用者数／総数（人）,常用雇用者規模／100～199人／常用雇用者数／男（人）,常用雇用者規模／100～199人／常用雇用者数／女（人）,常用雇用者規模／200～299人／事業所数（事業所）,常用雇用者規模／200～299人／常用雇用者数／総数（人）,常用雇用者規模／200～299人／常用雇用者数／男（人）,常用雇用者規模／200～299人／常用雇用者数／女（人）,常用雇用者規模／300～499人／事業所数（事業所）,常用雇用者規模／300～499人／常用雇用者数／総数（人）,常用雇用者規模／300～499人／常用雇用者数／男（人）,常用雇用者規模／300～499人／常用雇用者数／女（人）,常用雇用者規模／500人以上／事業所数（事業所）,常用雇用者規模／500人以上／常用雇用者数／総数（人）,常用雇用者規模／500人以上／常用雇用者数／男（人）,常用雇用者規模／500人以上／常用雇用者数／女（人）
1,13100,区部,0,A～R,全産業（Ｓ公務を除く）,494337,6757661,3986598,2721061,111846,-,-,-,189811,406046,187906,212662,80063,528371,270904,250106,54785,743647,414527,321494,21186,504384,283653,216635,16250,611774,351168,256670,10922,752574,459763,288797,5299,729345,463936,261173,1593,384731,250318,132445,1260,480304,305497,172489,1322,1616485,998926,608590
1,13100,区部,1,A,農業，林業,223,1412,1037,357,45,-,-,-,97,225,153,64,47,317,242,65,20,254,189,65,5,114,93,21,5,219,161,58,4,283,199,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,1,B,漁業,7,57,49,8,-,-,-,-,2,6,5,1,3,20,14,6,1,11,11,-,1,20,19,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,1,C,鉱業，採石業，砂利採取業,65,1544,1190,352,15,-,-,-,37,50,39,9,2,13,7,6,3,42,33,9,1,28,22,6,2,64,50,14,1,60,56,4,2,254,186,68,1,259,227,32,-,-,-,-,1,774,570,204
1,13100,区部,1,D,建設業,28077,325553,272193,51905,5709,-,-,-,12146,25890,18191,7491,4693,30856,24714,5818,2700,36354,30487,5633,986,23448,19971,3341,833,31474,27013,4334,549,37540,32068,5261,284,38615,33518,5097,69,16879,14350,2314,51,19380,16827,2553,57,65117,55054,10063
1,13100,区部,1,E,製造業,36560,375486,258831,111088,9250,-,-,-,16038,32945,18683,14102,5153,33760,22007,11505,3067,41624,28169,13243,1182,28280,19408,8797,843,32192,22596,9596,556,38029,27126,10668,244,33725,23719,9885,86,20758,14348,6410,66,25061,18360,6701,75,89112,64415,20181
1,13100,区部,1,F,電気・ガス・熱供給・水道業,315,18493,15836,2494,24,-,-,-,76,152,109,36,39,269,234,22,74,987,931,34,16,364,320,44,13,467,365,64,41,3601,3042,476,12,1679,1492,187,10,2291,1885,406,5,1862,1701,161,5,6821,5757,1064
1,13100,区部,1,G,情報通信業,19922,772439,567725,199056,2665,-,-,-,6095,13641,7943,5021,3154,20925,13784,6416,2762,37649,26183,10624,1358,32570,23456,8747,1327,50638,36625,13355,1236,87928,63746,23573,703,98329,72119,25743,194,46264,34442,11320,195,75201,55142,20059,233,309294,234285,74198
1,13100,区部,1,H,運輸業，郵便業,12829,347934,277715,69018,4116,-,-,-,2196,4820,3398,1384,1660,11401,8998,2300,1826,25216,20441,4629,841,20139,16478,3520,789,29765,24300,5278,662,46274,38196,8078,423,58961,50185,8776,152,36610,31317,5069,93,34798,29006,5430,71,79950,55396,24554
1,13100,区部,1,I,卸売業，小売業,120853,1531314,894879,630886,22462,-,-,-,46757,103763,46724,56010,22216,146783,70979,74633,15695,213496,118701,93792,5482,129367,74805,54053,3585,134363,80685,53084,2562,177768,106653,70728,1288,179106,106288,72258,336,80592,49797,30499,222,84116,53310,30806,248,281960,186937,95023
1,13100,区部,1,J,金融業，保険業,8912,364597,190192,172924,1056,-,-,-,2087,4604,2274,2215,1061,7041,3922,2995,1646,23329,12905,10254,930,22575,10396,12179,951,35917,14162,21713,656,44461,21108,23163,266,35890,18480,17285,90,21825,12621,9204,73,27327,15262,12065,96,141628,79062,61851
1,13100,区部,1,K,不動産業，物品賃貸業,45015,237057,148665,86974,20186,-,-,-,18135,32624,16110,16209,3380,21719,13738,7624,1669,22275,14486,7457,573,13577,8630,4873,416,15687,10066,5443,306,21275,13568,7657,190,26046,17307,8617,56,13765,9572,4193,53,19810,13039,6771,51,50279,32149,18130
1,13100,区部,1,L,学術研究，専門・技術サービス業,35299,375482,238533,132591,8823,-,-,-,16186,33691,15325,17458,4923,31906,17911,13398,2616,34738,21295,12944,869,20764,13252,7281,741,27961,18241,9293,607,41575,27476,13980,288,40210,26664,12824,113,27402,18133,9269,66,25267,17123,7289,67,91968,63113,28855
1,13100,区部,1,M,宿泊業，飲食サービス業,71277,607095,295140,304465,14614,-,-,-,25568,55240,23461,31301,13243,88649,43141,44326,9994,136265,68587,65989,4098,97640,45618,50624,2638,97138,45605,51042,858,55884,28384,26999,154,20039,10173,8639,44,10261,5554,4499,30,11751,6308,5127,36,34228,18309,15919
1,13100,区部,1,N,生活関連サービス業，娯楽業,34762,213150,93430,114484,10511,-,-,-,15194,31591,10154,21003,4577,29537,11517,17487,2423,32503,15689,16474,896,21287,10978,10140,596,22682,10996,11330,357,23951,11110,12671,134,18157,8908,8712,32,7620,3319,4041,25,9314,4052,4477,17,16508,6707,8149
1,13100,区部,1,O,教育，学習支援業,12767,234089,118966,114042,3257,-,-,-,3844,8434,3213,5058,1941,12855,5066,7533,1677,22732,8811,13692,715,17082,6820,10108,590,22298,10400,11791,457,31124,16409,14543,154,20154,11486,8668,40,9950,5953,3997,39,15592,8056,7536,53,73868,42752,31116
1,13100,区部,1,P,医療，福祉,35165,501128,142424,354501,4716,-,-,-,12305,30281,7403,22452,8552,56514,13465,41959,5016,67372,16644,49531,1741,41567,10604,30524,1443,54331,13675,40414,800,54338,16638,37423,355,47555,15932,31623,86,20954,7163,13791,67,25524,8553,16971,84,102692,32347,69813
1,13100,区部,1,Q,複合サービス事業,1179,22155,13920,8235,6,-,-,-,134,359,162,197,743,5060,2047,3013,245,2987,1397,1590,11,249,159,90,4,138,63,75,5,304,200,104,2,274,198,76,5,1346,989,357,20,7385,5476,1909,4,4053,3229,824
1,13100,区部,1,R,サービス業（他に分類されないもの）,31110,828676,455873,367681,4391,-,-,-,12914,27730,14559,12651,4676,30746,19118,11000,3351,45813,29568,15534,1481,35313,22624,12286,1474,56440,36165,19786,1265,88179,53784,33385,800,110351,67281,42715,279,67955,40648,27044,255,97916,53282,44634,224,268233,118844,148646
4,13101,千代田区,0,A～R,全産業（Ｓ公務を除く）,31065,885103,542830,336492,3837,-,-,-,11106,25231,12517,12196,5683,37733,21133,15855,4323,58758,34864,23169,1908,45485,27221,17766,1627,61425,37679,23464,1243,86011,54606,30994,647,89355,57083,31546,253,60893,39920,20973,218,82890,50333,31396,220,337322,207474,129133
4,13101,千代田区,1,A,農業，林業,12,24,10,9,3,-,-,-,6,9,3,6,3,15,7,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13101,千代田区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13101,千代田区,1,C,鉱業，採石業，砂利採取業,13,443,380,63,5,-,-,-,4,8,7,1,-,-,-,-,1,12,8,4,-,-,-,-,-,-,-,-,1,60,56,4,1,104,82,22,1,259,227,32,-,-,-,-,-,-,-,-
4,13101,千代田区,1,D,建設業,833,25833,21773,3974,55,-,-,-,271,643,468,165,168,1134,903,217,125,1715,1422,293,66,1601,1338,236,49,1905,1600,270,51,3650,3154,496,24,3412,2816,596,11,2878,2567,311,8,3107,2819,288,5,5788,4686,1102
4,13101,千代田区,1,E,製造業,1096,43279,32429,10693,134,-,-,-,408,896,525,362,198,1288,864,377,125,1709,1181,517,59,1398,1031,367,65,2525,1854,671,40,2822,2007,725,21,2771,1957,814,16,3973,2880,1093,14,5246,3865,1381,16,20651,16265,4386
4,13101,千代田区,1,F,電気・ガス・熱供給・水道業,44,2707,2459,248,1,-,-,-,10,16,11,5,4,28,26,2,11,146,129,17,5,113,106,7,2,71,60,11,2,196,179,17,5,746,697,49,2,506,449,57,1,332,309,23,1,553,493,60
4,13101,千代田区,1,G,情報通信業,2666,115403,84007,30791,260,-,-,-,815,1883,1049,742,399,2688,1755,847,410,5495,3859,1465,198,4735,3385,1306,227,8629,6465,2128,173,12356,8953,3227,103,14540,10638,3902,30,6885,5135,1750,19,6872,4921,1951,32,51320,37847,13473
4,13101,千代田区,1,H,運輸業，郵便業,513,19603,15621,3945,24,-,-,-,154,323,227,92,110,752,548,198,76,988,750,238,41,1023,719,277,27,963,655,308,36,2438,1784,654,20,2726,2232,494,13,3107,2617,490,8,3317,2721,596,4,3966,3368,598
4,13101,千代田区,1,I,卸売業，小売業,7810,177672,114135,63032,659,-,-,-,2889,6953,3514,3337,1737,11427,6161,5164,1160,15629,9397,6161,483,11366,7027,4248,341,12829,8265,4520,282,19253,12923,6235,138,19438,12603,6835,45,10649,7364,3285,40,14808,9892,4916,36,55320,36989,18331
4,13101,千代田区,1,J,金融業，保険業,1423,125219,71420,53018,126,-,-,-,301,656,362,270,174,1155,662,471,227,3175,1852,1303,135,3263,1635,1628,174,6608,3078,3530,139,9523,5190,4333,56,7074,3612,3462,30,7279,4146,3133,26,9495,5842,3653,35,76991,45041,31235
4,13101,千代田区,1,K,不動産業，物品賃貸業,2249,34808,23017,11653,731,-,-,-,950,1858,1027,798,233,1524,929,528,134,1806,1177,591,54,1320,859,461,39,1487,1027,460,42,2959,1889,1070,34,4577,2903,1674,9,2181,1544,637,8,2831,1801,1030,15,14265,9861,4404
4,13101,千代田区,1,L,学術研究，専門・技術サービス業,4636,87882,56913,29469,978,-,-,-,1997,4301,1868,2324,711,4660,2661,1886,404,5376,3299,1990,175,4233,2654,1532,127,4826,3097,1729,119,8007,5245,2762,63,9091,5735,3067,22,5185,3595,1590,22,8746,5419,2472,18,33457,23340,10117
4,13101,千代田区,1,M,宿泊業，飲食サービス業,3873,54200,28012,25670,281,-,-,-,1084,2613,1300,1265,894,6058,3168,2785,879,12200,6198,5842,378,8980,4379,4446,257,9277,4642,4635,67,4378,2351,1977,15,1952,1125,827,9,1965,1003,962,5,1961,1143,818,4,4816,2703,2113
4,13101,千代田区,1,N,生活関連サービス業，娯楽業,907,11193,5124,5174,138,-,-,-,360,815,315,478,157,1044,462,553,120,1657,799,846,50,1174,526,648,42,1639,843,707,22,1472,783,689,14,1881,883,561,-,-,-,-,4,1511,513,692,-,-,-,-
4,13101,千代田区,1,O,教育，学習支援業,522,21149,11092,9978,63,-,-,-,143,347,139,202,88,611,264,324,80,1079,487,580,35,835,444,391,34,1285,664,583,44,2991,1548,1443,12,1508,729,779,10,2501,1510,991,6,2158,1071,1087,7,7834,4236,3598
4,13101,千代田区,1,P,医療，福祉,1086,19966,7025,12910,118,-,-,-,452,1107,303,799,228,1486,436,1024,136,1797,508,1289,39,893,362,531,38,1447,550,897,40,2918,1120,1798,20,2577,1132,1445,5,1276,401,875,6,2546,1026,1520,4,3919,1187,2732
4,13101,千代田区,1,Q,複合サービス事業,59,3394,2563,831,-,-,-,-,10,21,11,10,17,130,71,59,25,303,166,137,4,85,53,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,346,280,66,2,2509,1982,527
4,13101,千代田区,1,R,サービス業（他に分類されないもの）,3323,142328,66850,75034,261,-,-,-,1252,2782,1388,1340,562,3733,2216,1417,410,5671,3632,1896,186,4466,2703,1656,205,7934,4879,3015,185,12988,7424,5564,121,16958,9939,7019,50,12249,6482,5767,50,19614,8711,10903,41,55933,19476,36457
4,13102,中央区,0,A～R,全産業（Ｓ公務を除く）,35745,692715,417238,268515,4707,-,-,-,14110,31566,15634,15566,6698,44288,24660,19105,4735,64396,38255,25558,1809,43127,26019,16886,1533,58270,36302,21700,1123,77995,50909,26991,579,80043,52592,27301,163,38970,25910,12821,135,51214,31167,20047,153,202846,115790,82540
4,13102,中央区,1,A,農業，林業,11,166,134,32,4,-,-,-,1,2,2,-,1,7,5,2,1,17,12,5,2,47,39,8,2,93,76,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,1,B,漁業,5,34,27,7,-,-,-,-,1,3,2,1,3,20,14,6,1,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,1,C,鉱業，採石業，砂利採取業,3,15,11,2,1,-,-,-,1,2,-,-,-,-,-,-,1,13,11,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,1,D,建設業,1013,33579,28775,4757,77,-,-,-,329,764,538,219,196,1298,992,284,144,2009,1659,332,74,1759,1499,260,70,2689,2289,400,54,3816,3241,575,40,5634,4875,759,10,2505,2248,257,10,3657,3226,431,9,9448,8208,1240
4,13102,中央区,1,E,製造業,1437,27848,16297,6971,220,-,-,-,604,1318,787,515,251,1671,1112,527,140,1927,1336,575,67,1615,1089,526,59,2252,1622,630,57,3738,2699,1039,23,3348,2329,1019,7,1557,1027,530,4,1491,1056,435,5,8931,3240,1175
4,13102,中央区,1,F,電気・ガス・熱供給・水道業,29,2457,2262,177,4,-,-,-,9,13,13,-,2,12,5,-,6,67,54,2,-,-,-,-,2,68,60,8,3,203,143,60,1,120,110,10,-,-,-,-,1,470,431,39,1,1504,1446,58
4,13102,中央区,1,G,情報通信業,2300,73468,54537,18476,224,-,-,-,680,1526,943,547,417,2782,1932,786,390,5353,3829,1446,170,4056,3040,1016,141,5375,3920,1417,141,9988,7399,2589,77,10723,7418,3305,23,5561,3879,1443,17,6549,4765,1784,20,21555,17412,4143
4,13102,中央区,1,H,運輸業，郵便業,822,20690,16410,4225,50,-,-,-,248,517,316,195,162,1116,795,321,183,2458,1805,625,48,1155,865,269,55,2142,1662,480,46,3493,2775,718,17,2086,1707,379,4,956,798,158,3,1153,708,445,6,5614,4979,635
4,13102,中央区,1,I,卸売業，小売業,10781,203551,129327,73762,1011,-,-,-,4232,9967,5162,4747,2276,14993,8583,6283,1565,21238,13089,8088,552,13202,8340,4837,460,17490,11406,6043,369,25354,16668,8686,197,27892,18174,9568,44,10453,6827,3626,36,13964,8372,5592,39,48998,32706,16292
4,13102,中央区,1,J,金融業，保険業,1208,53912,31478,22353,114,-,-,-,265,603,347,251,166,1121,654,426,220,3140,1841,1264,128,3068,1629,1439,119,4629,2354,2275,112,7769,4433,3336,44,6179,3703,2476,11,2572,1861,711,10,3764,2137,1627,19,21067,12519,8548
4,13102,中央区,1,K,不動産業，物品賃貸業,2544,29050,17945,11012,734,-,-,-,1180,2232,1213,993,254,1653,1039,609,170,2288,1434,813,69,1633,1006,606,56,2114,1345,769,33,2254,1475,779,20,2707,1843,864,9,2044,1409,635,10,3819,2317,1502,9,8306,4864,3442
4,13102,中央区,1,L,学術研究，専門・技術サービス業,4092,37532,23156,14134,916,-,-,-,1943,4024,1787,2166,610,3998,2253,1705,307,4061,2508,1491,104,2463,1615,848,98,3765,2452,1244,59,4124,2807,1317,29,4078,2734,1344,16,3826,2564,1262,4,1400,1097,303,6,5793,3339,2454
4,13102,中央区,1,M,宿泊業，飲食サービス業,5414,49574,24082,25145,588,-,-,-,2072,4884,2170,2649,1282,8513,4182,4254,878,11892,5983,5810,309,7345,3506,3773,204,7452,3376,4036,57,3842,1994,1848,16,1985,1045,940,3,772,345,427,1,309,199,110,4,2580,1282,1298
4,13102,中央区,1,N,生活関連サービス業，娯楽業,1375,16036,6876,9007,234,-,-,-,561,1291,441,826,267,1770,622,1119,150,2039,739,1280,64,1523,730,793,49,1918,736,1102,25,1785,780,1005,15,1922,912,1010,4,1029,411,618,3,1118,526,592,3,1641,979,662
4,13102,中央区,1,O,教育，学習支援業,428,7173,3519,3605,91,-,-,-,180,410,151,246,67,431,189,236,53,705,325,370,17,374,129,225,10,400,239,161,5,295,199,96,2,269,73,196,1,216,100,116,1,434,73,361,1,3639,2041,1598
4,13102,中央区,1,P,医療，福祉,1343,18412,5394,12929,153,-,-,-,586,1450,346,1089,285,1862,437,1392,181,2462,610,1811,53,1306,335,971,45,1648,591,1057,23,1604,471,1133,13,1835,790,1045,-,-,-,-,2,840,90,750,2,5405,1724,3681
4,13102,中央区,1,Q,複合サービス事業,60,1112,760,352,-,-,-,-,10,24,13,11,26,189,106,83,21,251,130,121,-,-,-,-,2,65,32,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,583,479,104
4,13102,中央区,1,R,サービス業（他に分類されないもの）,2880,118106,56248,61569,286,-,-,-,1208,2536,1403,1111,433,2852,1740,1072,324,4465,2879,1523,152,3581,2197,1315,161,6170,4142,2028,139,9730,5825,3810,85,11265,6879,4386,31,7479,4441,3038,33,12246,6170,6076,28,57782,20572,37210
4,13103,港区,0,A～R,全産業（Ｓ公務を除く）,37116,917014,583645,325245,5184,-,-,-,13627,30456,14478,15072,6660,43965,23553,19363,5010,68269,38976,27946,2045,48806,28821,19282,1719,64887,39549,24210,1371,95926,61407,33880,778,108185,70719,36436,252,60767,39700,20556,206,78840,52209,26631,264,316913,214233,101869
4,13103,港区,1,A,農業，林業,20,119,71,44,2,-,-,-,13,33,15,14,2,14,13,1,2,28,18,10,-,-,-,-,1,44,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
