地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,A農業，林業／事業所数（事業所）,A農業，林業／従業者数（人）,B漁業／事業所数（事業所）,B漁業／従業者数（人）,C鉱業，採石業，砂利採取業／事業所数（事業所）,C鉱業，採石業 砂利採取業／従業者数（人）,D建設業／事業所数（事業所）,D建設業／従業者数（人）,E製造業／事業所数（事業所）,E製造業／従業者数（人）,Ｆ電気・ガス・熱供給・水道業／事業所数（事業所）,Ｆ電気・ガス・熱供給・水道業／従業者数（人）,Ｇ情報通信業／事業所数（事業所）,Ｇ情報通信業／従業者数（人）,Ｈ運輸業，郵便業／事業所数（事業所）,Ｈ運輸業，郵便業／従業者数（人）,Ｉ卸売業，小売業／事業所数（事業所）,Ｉ卸売業，小売業／従業者数（人）,Ｊ金融業，保険業／事業所数（事業所）,Ｊ金融業，保険業／従業者数（人）,Ｋ不動産業，物品賃貸業／事業所数（事業所）,Ｋ不動産業，物品賃貸業／従業者数（人）,Ｌ学術研究，専門・技術サービス業／事業所数（事業所）,Ｌ学術研究，専門・技術サービス業／従業者数（人）,Ｍ宿泊業，飲食サービス業／事業所数（事業所）,Ｍ宿泊業，飲食サービス業／従業者数（人）,Ｎ生活関連サービス業，娯楽業／事業所数（事業所）,Ｎ生活関連サービス業，娯楽業／従業者数（人）,Ｏ教育，学習支援業／事業所数（事業所）,Ｏ教育，学習支援業／従業者数（人）,Ｐ医療，福祉／事業所数（事業所）,Ｐ医療，福祉／従業者数（人）,Ｑ複合サービス事業／事業所数（事業所）,Ｑ複合サービス事業／従業者数（人）,Ｒサービス業（他に分類されないもの）／事業所数（事業所）,Ｒサービス業（他に分類されないもの）／従業者数（人）
3,1322301300,武蔵村山市,榎,,榎,311,5343,-,-,-,-,-,-,24,199,27,1081,1,2,1,1,6,126,151,1993,4,35,6,46,6,17,41,804,18,235,5,15,13,728,-,-,8,61
4,1322301301,武蔵村山市,榎,榎１丁目,榎１丁目,192,3939,-,-,-,-,-,-,2,4,3,550,1,2,-,-,2,94,120,1576,3,17,2,21,1,2,33,745,12,197,3,13,7,681,-,-,3,37
4,1322301302,武蔵村山市,榎,榎２丁目,榎２丁目,56,412,-,-,-,-,-,-,10,65,14,97,-,-,1,1,1,11,12,97,-,-,2,14,3,11,3,45,3,29,2,2,3,26,-,-,2,14
4,1322301303,武蔵村山市,榎,榎３丁目,榎３丁目,63,992,-,-,-,-,-,-,12,130,10,434,-,-,-,-,3,21,19,320,1,18,2,11,2,4,5,14,3,9,-,-,3,21,-,-,3,10
3,1322301400,武蔵村山市,学園,,学園,259,2757,-,-,-,-,-,-,28,116,9,49,-,-,1,3,7,117,74,531,3,37,6,26,10,54,50,295,28,66,10,43,24,1045,2,289,7,86
4,1322301401,武蔵村山市,学園,学園１丁目,学園１丁目,64,390,-,-,-,-,-,-,16,65,4,33,-,-,1,3,4,69,15,108,1,6,-,-,1,2,12,52,5,10,2,6,2,33,-,-,1,3
4,1322301402,武蔵村山市,学園,学園２丁目,学園２丁目,18,538,-,-,-,-,-,-,2,4,-,-,-,-,-,-,1,16,9,71,-,-,-,-,-,-,2,60,1,2,-,-,3,385,-,-,-,-
4,1322301403,武蔵村山市,学園,学園３丁目,学園３丁目,127,954,-,-,-,-,-,-,6,22,4,14,-,-,-,-,1,1,42,296,2,31,4,10,2,9,26,115,19,50,4,8,13,105,2,289,2,4
4,1322301404,武蔵村山市,学園,学園４丁目,学園４丁目,27,653,-,-,-,-,-,-,2,17,1,2,-,-,-,-,-,-,-,-,-,-,2,16,6,39,7,34,2,3,1,6,4,510,-,-,2,26
4,1322301405,武蔵村山市,学園,学園５丁目,学園５丁目,23,222,-,-,-,-,-,-,2,8,-,-,-,-,-,-,1,31,8,56,-,-,-,-,1,4,3,34,1,1,3,23,2,12,-,-,2,53
3,1322301500,武蔵村山市,大南,,大南,328,2024,-,-,-,-,-,-,60,269,15,32,-,-,-,-,9,80,65,510,1,25,9,36,15,35,45,158,35,113,22,278,30,400,2,9,20,79
4,1322301501,武蔵村山市,大南,大南１丁目,大南１丁目,109,709,-,-,-,-,-,-,25,96,6,15,-,-,-,-,5,49,16,124,1,25,4,18,3,7,15,71,11,65,8,82,7,114,-,-,8,43
4,1322301502,武蔵村山市,大南,大南２丁目,大南２丁目,68,418,-,-,-,-,-,-,10,40,3,8,-,-,-,-,3,20,21,189,-,-,1,2,3,8,8,18,5,9,2,22,9,93,-,-,3,9
4,1322301503,武蔵村山市,大南,大南３丁目,大南３丁目,84,551,-,-,-,-,-,-,15,88,2,4,-,-,-,-,1,11,17,163,-,-,2,2,5,14,12,49,9,14,4,33,9,145,1,5,7,23
4,1322301504,武蔵村山市,大南,大南４丁目,大南４丁目,30,236,-,-,-,-,-,-,6,34,2,2,-,-,-,-,-,-,4,20,-,-,-,-,1,2,1,2,4,11,7,140,2,17,1,4,2,4
4,1322301505,武蔵村山市,大南,大南５丁目,大南５丁目,37,110,-,-,-,-,-,-,4,11,2,3,-,-,-,-,-,-,7,14,-,-,2,14,3,4,9,18,6,14,1,1,3,31,-,-,-,-
3,1322301600,武蔵村山市,緑が丘,,緑が丘,38,322,-,-,-,-,-,-,-,-,-,-,1,9,-,-,1,1,17,63,-,-,-,-,-,-,2,22,3,5,1,19,11,177,1,13,1,13
2,1322400000,多摩市,,,多摩市,3597,60945,5,46,-,-,1,4,210,1923,102,1640,2,16,98,4442,47,3694,916,13057,68,2011,255,1142,202,1510,491,7127,348,3642,153,4025,419,9755,15,132,265,6779
3,1322400100,多摩市,関戸,,関戸,704,9924,-,-,-,-,-,-,24,165,11,28,-,-,7,274,7,1248,219,3244,18,353,53,273,28,190,132,1758,72,499,28,312,66,582,3,44,36,954
4,1322400101,多摩市,関戸,関戸,関戸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322400102,多摩市,関戸,関戸１丁目,関戸１丁目,250,5799,-,-,-,-,-,-,2,66,1,1,-,-,3,217,3,1161,111,1965,8,177,8,69,3,78,53,891,20,174,7,48,18,209,1,11,12,732
4,1322400103,多摩市,関戸,関戸２丁目,関戸２丁目,173,1626,-,-,-,-,-,-,4,15,-,-,-,-,2,19,1,64,23,303,6,115,16,54,9,39,57,586,21,114,9,96,18,186,-,-,7,35
4,1322400104,多摩市,関戸,関戸３丁目,関戸３丁目,15,56,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,5,18,-,-,2,2,2,11,-,-,1,1,-,-,2,18,-,-,1,2
4,1322400105,多摩市,関戸,関戸４丁目,関戸４丁目,199,1831,-,-,-,-,-,-,10,44,4,10,-,-,1,28,-,-,58,720,3,58,22,114,11,41,17,145,24,189,11,160,27,162,-,-,11,160
4,1322400106,多摩市,関戸,関戸５丁目,関戸５丁目,41,293,-,-,-,-,-,-,4,22,3,5,-,-,1,10,1,4,14,134,-,-,4,5,3,21,2,62,4,7,1,8,1,7,1,5,2,3
4,1322400107,多摩市,関戸,関戸６丁目,関戸６丁目,26,319,-,-,-,-,-,-,2,14,3,12,-,-,-,-,2,19,8,104,1,3,1,29,-,-,3,74,2,14,-,-,-,-,1,28,3,22
3,1322400200,多摩市,連光寺,,連光寺,104,1966,3,35,-,-,-,-,15,72,5,8,-,-,4,7,2,14,18,57,-,-,6,21,3,5,9,120,6,286,4,33,19,1268,-,-,10,40
4,1322400201,多摩市,連光寺,連光寺,連光寺,4,292,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,277,-,-,-,-,-,-,-,-
4,1322400202,多摩市,連光寺,連光寺１丁目,連光寺１丁目,27,559,-,-,-,-,-,-,5,41,1,1,-,-,2,4,-,-,6,23,-,-,1,1,2,4,1,6,1,1,1,4,3,467,-,-,4,7
4,1322400203,多摩市,連光寺,連光寺２丁目,連光寺２丁目,30,737,1,8,-,-,-,-,2,8,1,2,-,-,1,1,1,5,5,14,-,-,1,2,1,1,3,41,1,1,3,29,8,620,-,-,2,5
4,1322400204,多摩市,連光寺,連光寺３丁目,連光寺３丁目,17,210,-,-,-,-,-,-,4,10,2,4,-,-,1,2,-,-,1,1,-,-,-,-,-,-,4,70,-,-,-,-,5,123,-,-,-,-
4,1322400205,多摩市,連光寺,連光寺４丁目,連光寺４丁目,4,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,2,7
4,1322400206,多摩市,連光寺,連光寺５丁目,連光寺５丁目,7,62,-,-,-,-,-,-,2,9,-,-,-,-,-,-,-,-,1,8,-,-,1,1,-,-,-,-,1,7,-,-,2,37,-,-,-,-
4,1322400207,多摩市,連光寺,連光寺６丁目,連光寺６丁目,15,91,1,12,-,-,-,-,2,4,1,1,-,-,-,-,1,9,4,9,-,-,2,11,-,-,1,3,-,-,-,-,1,21,-,-,2,21
3,1322400300,多摩市,貝取,,貝取,23,327,-,-,-,-,-,-,1,4,-,-,-,-,1,36,-,-,5,38,-,-,1,2,-,-,2,21,2,3,-,-,8,216,-,-,3,7
3,1322400400,多摩市,乞田,,乞田,111,1372,-,-,-,-,-,-,14,186,2,9,-,-,3,202,3,20,24,197,1,2,4,7,4,125,30,391,6,54,3,14,7,92,-,-,10,73
3,1322400500,多摩市,和田,,和田,177,2387,1,7,-,-,1,4,26,231,12,91,-,-,2,41,4,325,49,376,-,-,14,36,9,27,9,116,10,219,7,92,18,652,-,-,15,170
3,1322400600,多摩市,百草,,百草,16,47,1,4,-,-,-,-,4,12,1,4,-,-,1,4,-,-,-,-,-,-,5,8,-,-,1,2,-,-,1,1,1,8,-,-,1,4
3,1322400700,多摩市,落川,,落川,23,116,-,-,-,-,-,-,6,71,1,1,-,-,-,-,-,-,6,21,-,-,2,5,2,2,1,1,4,9,-,-,1,6,-,-,-,-
3,1322400800,多摩市,東寺方,,東寺方,43,414,-,-,-,-,-,-,3,5,3,10,-,-,-,-,2,10,15,254,1,6,4,11,2,2,2,15,6,79,1,2,2,15,-,-,2,5
3,1322400900,多摩市,東寺方,,東寺方,32,226,-,-,-,-,-,-,6,39,-,-,-,-,-,-,-,-,8,61,1,2,3,7,2,7,3,32,2,18,-,-,4,47,1,9,2,4
4,1322400901,多摩市,東寺方,東寺方１丁目,東寺方１丁目,32,226,-,-,-,-,-,-,6,39,-,-,-,-,-,-,-,-,8,61,1,2,3,7,2,7,3,32,2,18,-,-,4,47,1,9,2,4
4,1322400902,多摩市,東寺方,東寺方３丁目,東寺方３丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1322401000,多摩市,一ノ宮,,一ノ宮,183,1490,-,-,-,-,-,-,11,50,1,1,-,-,4,20,1,13,40,254,3,106,38,126,6,19,26,161,21,104,6,82,15,233,-,-,11,321
4,1322401001,多摩市,一ノ宮,一ノ宮,一ノ宮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322401002,多摩市,一ノ宮,一ノ宮１丁目,一ノ宮１丁目,54,407,-,-,-,-,-,-,6,13,-,-,-,-,-,-,1,13,13,122,-,-,14,24,2,4,9,80,5,53,1,35,2,60,-,-,1,3
4,1322401003,多摩市,一ノ宮,一ノ宮２丁目,一ノ宮２丁目,51,374,-,-,-,-,-,-,2,7,1,1,-,-,-,-,-,-,10,48,2,85,14,66,-,-,6,29,7,24,2,8,4,43,-,-,3,63
4,1322401004,多摩市,一ノ宮,一ノ宮３丁目,一ノ宮３丁目,51,574,-,-,-,-,-,-,1,25,-,-,-,-,1,2,-,-,13,56,1,21,6,29,1,2,9,30,4,12,3,39,6,105,-,-,6,253
4,1322401005,多摩市,一ノ宮,一ノ宮４丁目,一ノ宮４丁目,27,135,-,-,-,-,-,-,2,5,-,-,-,-,3,18,-,-,4,28,-,-,4,7,3,13,2,22,5,15,-,-,3,25,-,-,1,2
3,1322401100,多摩市,桜ケ丘,,桜ケ丘,66,317,-,-,-,-,-,-,2,5,2,7,-,-,3,25,-,-,11,30,1,4,14,28,8,47,5,35,2,3,1,4,8,56,1,4,8,69
4,1322401101,多摩市,桜ケ丘,桜ケ丘１丁目,桜ケ丘１丁目,19,67,-,-,-,-,-,-,1,1,1,3,-,-,2,10,-,-,1,2,1,4,4,9,3,6,2,4,-,-,1,4,-,-,-,-,3,24
4,1322401102,多摩市,桜ケ丘,桜ケ丘２丁目,桜ケ丘２丁目,28,102,-,-,-,-,-,-,-,-,1,4,-,-,1,15,-,-,6,16,-,-,7,16,3,4,1,2,2,3,-,-,4,17,-,-,3,25
4,1322401103,多摩市,桜ケ丘,桜ケ丘３丁目,桜ケ丘３丁目,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,1,1,-,-,-,-,-,-,-,-,1,12,-,-,-,-
4,1322401104,多摩市,桜ケ丘,桜ケ丘４丁目,桜ケ丘４丁目,15,132,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,2,9,-,-,2,2,2,37,2,29,-,-,-,-,3,27,1,4,2,20
3,1322401200,多摩市,聖ケ丘,,聖ケ丘,62,661,-,-,-,-,-,-,13,95,-,-,-,-,4,10,-,-,12,74,2,2,2,5,5,10,2,19,5,11,4,321,5,74,1,4,7,36
4,1322401201,多摩市,聖ケ丘,聖ケ丘１丁目,聖ケ丘１丁目,11,71,-,-,-,-,-,-,4,48,-,-,-,-,1,3,-,-,1,1,-,-,1,1,-,-,1,14,-,-,1,1,-,-,-,-,2,3
4,1322401202,多摩市,聖ケ丘,聖ケ丘２丁目,聖ケ丘２丁目,26,160,-,-,-,-,-,-,2,8,-,-,-,-,1,2,-,-,5,29,2,2,1,4,2,4,1,5,4,10,-,-,5,74,1,4,2,18
4,1322401203,多摩市,聖ケ丘,聖ケ丘３丁目,聖ケ丘３丁目,13,61,-,-,-,-,-,-,5,29,-,-,-,-,1,3,-,-,3,22,-,-,-,-,2,3,-,-,1,1,-,-,-,-,-,-,1,3
4,1322401204,多摩市,聖ケ丘,聖ケ丘４丁目,聖ケ丘４丁目,10,354,-,-,-,-,-,-,1,6,-,-,-,-,1,2,-,-,2,11,-,-,-,-,1,3,-,-,-,-,3,320,-,-,-,-,2,12
4,1322401205,多摩市,聖ケ丘,聖ケ丘５丁目,聖ケ丘５丁目,2,15,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1322401300,多摩市,馬引沢,,馬引沢,70,530,-,-,-,-,-,-,3,8,3,45,-,-,1,3,2,51,12,92,-,-,6,25,3,37,10,51,12,58,3,24,12,130,-,-,3,6
4,1322401301,多摩市,馬引沢,馬引沢１丁目,馬引沢１丁目,35,255,-,-,-,-,-,-,3,8,2,38,-,-,-,-,-,-,6,28,-,-,3,11,2,35,4,20,6,16,1,5,5,88,-,-,3,6
4,1322401302,多摩市,馬引沢,馬引沢２丁目,馬引沢２丁目,35,275,-,-,-,-,-,-,-,-,1,7,-,-,1,3,2,51,6,64,-,-,3,14,1,2,6,31,6,42,2,19,7,42,-,-,-,-
3,1322401400,多摩市,山王下,,山王下,56,749,-,-,-,-,-,-,6,93,1,1,1,15,3,63,-,-,9,85,2,12,5,26,4,25,2,35,2,5,1,1,13,251,-,-,7,137
4,1322401401,多摩市,山王下,山王下１丁目,山王下１丁目,49,509,-,-,-,-,-,-,5,31,1,1,1,15,1,7,-,-,9,85,2,12,4,25,4,25,1,12,2,5,1,1,13,251,-,-,5,39
4,1322401402,多摩市,山王下,山王下２丁目,山王下２丁目,7,240,-,-,-,-,-,-,1,62,-,-,-,-,2,56,-,-,-,-,-,-,1,1,-,-,1,23,-,-,-,-,-,-,-,-,2,98
3,1322401500,多摩市,中沢,,中沢,41,2147,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,8,44,1,1,2,30,1,2,7,125,7,141,2,6,10,1752,-,-,2,33
4,1322401501,多摩市,中沢,中沢１丁目,中沢１丁目,12,851,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,14,1,1,1,3,-,-,2,52,2,129,-,-,3,620,-,-,1,32
4,1322401502,多摩市,中沢,中沢２丁目,中沢２丁目,29,1296,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,6,30,-,-,1,27,1,2,5,73,5,12,2,6,7,1132,-,-,1,1
3,1322401600,多摩市,唐木田,,唐木田,104,1847,-,-,-,-,-,-,3,51,1,2,-,-,6,366,-,-,17,328,2,18,6,20,13,46,11,135,6,19,9,428,16,202,1,6,13,226
4,1322401601,多摩市,唐木田,唐木田１丁目,唐木田１丁目,80,790,-,-,-,-,-,-,2,50,1,2,-,-,2,2,-,-,17,328,-,-,6,20,13,46,7,73,6,19,5,16,16,202,1,6,4,26
4,1322401602,多摩市,唐木田,唐木田２丁目,唐木田２丁目,7,427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,17,-,-,3,304,-,-,-,-,2,106
4,1322401603,多摩市,唐木田,唐木田３丁目,唐木田３丁目,17,630,-,-,-,-,-,-,1,1,-,-,-,-,4,364,-,-,-,-,2,18,-,-,-,-,2,45,-,-,1,108,-,-,-,-,7,94
3,1322401700,多摩市,諏訪,,諏訪,120,2229,-,-,-,-,-,-,4,28,4,127,-,-,1,1,1,12,25,404,2,38,4,29,6,20,7,182,18,79,8,132,29,643,-,-,11,534
4,1322401701,多摩市,諏訪,諏訪１丁目,諏訪１丁目,50,568,-,-,-,-,-,-,4,28,2,16,-,-,-,-,-,-,8,42,-,-,2,26,3,8,3,26,9,16,2,16,13,364,-,-,4,26
4,1322401702,多摩市,諏訪,諏訪２丁目,諏訪２丁目,25,978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,135,1,18,1,1,-,-,3,151,2,47,2,9,5,128,-,-,6,489
4,1322401703,多摩市,諏訪,諏訪３丁目,諏訪３丁目,9,90,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,12,2,54,-,-,1,2,-,-,1,5,2,5,1,11,-,-,-,-,-,-
4,1322401704,多摩市,諏訪,諏訪４丁目,諏訪４丁目,9,153,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,2,43,-,-,-,-,1,1,-,-,2,2,1,25,2,74,-,-,-,-
4,1322401705,多摩市,諏訪,諏訪５丁目,諏訪５丁目,22,231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,49,1,20,-,-,1,5,-,-,3,9,2,71,9,77,-,-,-,-
4,1322401706,多摩市,諏訪,諏訪６丁目,諏訪６丁目,5,209,-,-,-,-,-,-,-,-,1,103,-,-,-,-,-,-,2,81,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,1,19
3,1322401800,多摩市,永山,,永山,408,7941,-,-,-,-,-,-,19,240,16,1000,-,-,16,359,5,169,127,1682,11,113,14,92,12,537,57,936,41,418,13,314,49,1600,2,27,26,454
4,1322401801,多摩市,永山,永山１丁目,永山１丁目,222,3701,-,-,-,-,-,-,2,22,1,2,-,-,3,47,1,6,77,925,7,107,8,73,6,21,41,749,31,395,9,59,28,1187,1,13,7,95
4,1322401802,多摩市,永山,永山２丁目,永山２丁目,29,444,-,-,-,-,-,-,2,18,1,1,-,-,2,229,1,8,5,49,1,-,2,10,2,3,5,94,2,5,1,7,2,9,-,-,3,11
4,1322401803,多摩市,永山,永山３丁目,永山３丁目,17,413,-,-,-,-,-,-,2,58,-,-,-,-,1,5,-,-,5,30,-,-,-,-,1,1,2,42,-,-,2,31,2,228,-,-,2,18
4,1322401804,多摩市,永山,永山４丁目,永山４丁目,29,234,-,-,-,-,-,-,3,7,-,-,-,-,3,4,1,1,8,96,-,-,-,-,-,-,2,7,3,9,-,-,7,90,1,14,1,6
4,1322401805,多摩市,永山,永山５丁目,永山５丁目,21,75,-,-,-,-,-,-,2,4,1,2,-,-,4,5,-,-,4,16,1,2,-,-,1,2,-,-,1,3,-,-,4,30,-,-,3,11
4,1322401806,多摩市,永山,永山６丁目,永山６丁目,69,2414,-,-,-,-,-,-,8,131,13,995,-,-,3,69,-,-,16,306,1,2,4,9,2,510,6,28,4,6,-,-,6,56,-,-,6,302
4,1322401807,多摩市,永山,永山７丁目,永山７丁目,21,660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,154,12,260,1,2,-,-,-,-,1,16,-,-,1,217,-,-,-,-,4,11
3,1322401900,多摩市,貝取,,貝取,101,953,-,-,-,-,-,-,13,95,10,71,-,-,3,6,1,8,28,533,1,2,-,-,11,18,5,72,7,15,2,3,11,74,2,12,7,44
4,1322401901,多摩市,貝取,貝取１丁目,貝取１丁目,67,613,-,-,-,-,-,-,9,76,8,61,-,-,-,-,1,8,17,302,-,-,-,-,7,11,4,57,6,14,1,1,8,49,1,5,5,29
4,1322401902,多摩市,貝取,貝取２丁目,貝取２丁目,14,43,-,-,-,-,-,-,2,15,2,10,-,-,3,6,-,-,2,4,-,-,-,-,2,3,-,-,1,1,1,2,-,-,-,-,1,2
4,1322401903,多摩市,貝取,貝取３丁目,貝取３丁目,5,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322401904,多摩市,貝取,貝取４丁目,貝取４丁目,12,70,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2,3,1,2,-,-,2,4,1,15,-,-,-,-,3,25,1,7,1,13
4,1322401905,多摩市,貝取,貝取５丁目,貝取５丁目,3,76,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,2,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1322402000,多摩市,豊ケ丘,,豊ケ丘,124,766,-,-,-,-,-,-,8,156,3,6,-,-,3,8,-,-,24,117,-,-,11,16,16,48,16,70,15,29,3,7,16,228,-,-,9,81
4,1322402001,多摩市,豊ケ丘,豊ケ丘１丁目,豊ケ丘１丁目,78,422,-,-,-,-,-,-,3,29,2,5,-,-,-,-,-,-,14,53,-,-,9,12,8,32,11,38,11,21,3,7,10,151,-,-,7,74
4,1322402002,多摩市,豊ケ丘,豊ケ丘２丁目,豊ケ丘２丁目,11,34,-,-,-,-,-,-,1,16,1,1,-,-,-,-,-,-,4,5,-,-,-,-,2,3,1,1,1,3,-,-,-,-,-,-,1,5
4,1322402003,多摩市,豊ケ丘,豊ケ丘３丁目,豊ケ丘３丁目,11,33,-,-,-,-,-,-,1,10,-,-,-,-,3,8,-,-,-,-,-,-,1,2,5,11,-,-,-,-,-,-,-,-,-,-,1,2
4,1322402004,多摩市,豊ケ丘,豊ケ丘４丁目,豊ケ丘４丁目,16,228,-,-,-,-,-,-,2,91,-,-,-,-,-,-,-,-,5,56,-,-,1,2,-,-,3,13,1,1,-,-,4,65,-,-,-,-
4,1322402005,多摩市,豊ケ丘,豊ケ丘５丁目,豊ケ丘５丁目,6,45,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,18,1,3,-,-,2,12,-,-,-,-
4,1322402006,多摩市,豊ケ丘,豊ケ丘６丁目,豊ケ丘６丁目,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
3,1322402100,多摩市,落合,,落合,631,12902,-,-,-,-,-,-,11,116,6,47,-,-,13,588,7,404,189,2962,14,247,24,186,35,155,118,2270,80,1427,37,2042,60,959,1,6,36,1493
4,1322402101,多摩市,落合,落合１丁目,落合１丁目,458,11016,-,-,-,-,-,-,5,28,3,14,-,-,10,583,6,402,142,2337,11,235,21,180,19,80,96,2051,58,1287,22,1748,36,660,-,-,29,1411
4,1322402102,多摩市,落合,落合２丁目,落合２丁目,66,832,-,-,-,-,-,-,-,-,1,24,-,-,1,1,-,-,28,440,1,7,1,2,2,14,8,159,10,90,6,31,5,53,-,-,3,11
4,1322402103,多摩市,落合,落合３丁目,落合３丁目,32,270,-,-,-,-,-,-,2,13,-,-,-,-,1,2,-,-,7,94,-,-,2,4,6,29,2,15,4,10,1,3,6,94,1,6,-,-
4,1322402104,多摩市,落合,落合４丁目,落合４丁目,21,320,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,3,10,-,-,-,-,1,3,4,13,3,21,2,161,5,81,-,-,2,29
4,1322402105,多摩市,落合,落合５丁目,落合５丁目,10,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6,-,-,-,-,2,15,-,-,1,2,4,96,-,-,-,-,-,-
4,1322402106,多摩市,落合,落合６丁目,落合６丁目,44,345,-,-,-,-,-,-,4,75,2,9,-,-,-,-,1,2,6,75,2,5,-,-,5,14,8,32,4,17,2,3,8,71,-,-,2,42
3,1322402200,多摩市,鶴牧,,鶴牧,218,8291,-,-,-,-,-,-,10,126,7,59,1,1,21,2396,3,512,38,1757,7,1102,18,132,13,88,19,302,13,131,8,68,30,329,1,5,29,1283
4,1322402201,多摩市,鶴牧,鶴牧１丁目,鶴牧１丁目,121,4300,-,-,-,-,-,-,3,47,5,54,1,1,12,757,3,512,17,216,6,1056,10,113,9,82,10,141,7,88,4,53,15,189,-,-,19,991
4,1322402202,多摩市,鶴牧,鶴牧２丁目,鶴牧２丁目,40,3623,-,-,-,-,-,-,2,55,-,-,-,-,3,1629,-,-,11,1440,1,46,-,-,-,-,7,103,3,15,-,-,6,53,-,-,7,282
4,1322402203,多摩市,鶴牧,鶴牧３丁目,鶴牧３丁目,18,91,-,-,-,-,-,-,4,22,-,-,-,-,1,1,-,-,-,-,-,-,2,4,2,3,-,-,1,24,3,9,3,23,-,-,2,5
4,1322402204,多摩市,鶴牧,鶴牧４丁目,鶴牧４丁目,4,9,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2,6,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,1322402205,多摩市,鶴牧,鶴牧５丁目,鶴牧５丁目,24,206,-,-,-,-,-,-,-,-,1,4,-,-,5,9,-,-,7,71,-,-,1,2,-,-,2,58,1,2,-,-,5,50,1,5,1,5
4,1322402206,多摩市,鶴牧,鶴牧６丁目,鶴牧６丁目,11,62,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,3,30,-,-,3,7,1,1,-,-,1,2,1,6,1,14,-,-,-,-
3,1322402300,多摩市,南野,,南野,79,1705,-,-,-,-,-,-,5,44,7,71,-,-,1,6,7,851,13,168,-,-,14,35,7,47,10,157,2,16,2,19,2,111,-,-,9,180
4,1322402301,多摩市,南野,南野１丁目,南野１丁目,14,1124,-,-,-,-,-,-,-,-,1,1,-,-,-,-,5,831,3,125,-,-,-,-,-,-,2,53,-,-,-,-,-,-,-,-,3,114
4,1322402302,多摩市,南野,南野２丁目,南野２丁目,38,253,-,-,-,-,-,-,4,34,4,26,-,-,-,-,-,-,7,17,-,-,10,27,2,4,8,104,1,13,-,-,-,-,-,-,2,28
4,1322402303,多摩市,南野,南野３丁目,南野３丁目,27,328,-,-,-,-,-,-,1,10,2,44,-,-,1,6,2,20,3,26,-,-,4,8,5,43,-,-,1,3,2,19,2,111,-,-,4,38
3,1322402400,多摩市,和田３丁目,,和田３丁目,8,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,90,-,-,-,-,-,-,-,-,-,-,-,-,2,15,1,6,2,4
