地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,A農業，林業／事業所数（事業所）,A農業，林業／従業者数（人）,B漁業／事業所数（事業所）,B漁業／従業者数（人）,C鉱業，採石業，砂利採取業／事業所数（事業所）,C鉱業，採石業 砂利採取業／従業者数（人）,D建設業／事業所数（事業所）,D建設業／従業者数（人）,E製造業／事業所数（事業所）,E製造業／従業者数（人）,Ｆ電気・ガス・熱供給・水道業／事業所数（事業所）,Ｆ電気・ガス・熱供給・水道業／従業者数（人）,Ｇ情報通信業／事業所数（事業所）,Ｇ情報通信業／従業者数（人）,Ｈ運輸業，郵便業／事業所数（事業所）,Ｈ運輸業，郵便業／従業者数（人）,Ｉ卸売業，小売業／事業所数（事業所）,Ｉ卸売業，小売業／従業者数（人）,Ｊ金融業，保険業／事業所数（事業所）,Ｊ金融業，保険業／従業者数（人）,Ｋ不動産業，物品賃貸業／事業所数（事業所）,Ｋ不動産業，物品賃貸業／従業者数（人）,Ｌ学術研究，専門・技術サービス業／事業所数（事業所）,Ｌ学術研究，専門・技術サービス業／従業者数（人）,Ｍ宿泊業，飲食サービス業／事業所数（事業所）,Ｍ宿泊業，飲食サービス業／従業者数（人）,Ｎ生活関連サービス業，娯楽業／事業所数（事業所）,Ｎ生活関連サービス業，娯楽業／従業者数（人）,Ｏ教育，学習支援業／事業所数（事業所）,Ｏ教育，学習支援業／従業者数（人）,Ｐ医療，福祉／事業所数（事業所）,Ｐ医療，福祉／従業者数（人）,Ｑ複合サービス事業／事業所数（事業所）,Ｑ複合サービス事業／従業者数（人）,Ｒサービス業（他に分類されないもの）／事業所数（事業所）,Ｒサービス業（他に分類されないもの）／従業者数（人）
4,1320104502,八王子市,下柚木,下柚木２丁目,下柚木２丁目,66,558,1,10,-,-,-,-,9,65,1,20,1,10,1,1,-,-,22,215,-,-,3,11,4,38,4,52,6,33,2,4,6,45,1,6,5,48
4,1320104503,八王子市,下柚木,下柚木３丁目,下柚木３丁目,11,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,2,3,-,-,-,-,-,-,1,1,-,-,5,60,-,-,1,2
3,1320104600,八王子市,上柚木,,上柚木,92,820,1,3,-,-,-,-,17,54,5,17,-,-,1,2,2,39,26,314,1,2,1,2,9,16,4,47,3,11,2,30,12,230,1,5,7,48
4,1320104601,八王子市,上柚木,上柚木,上柚木,49,371,1,3,-,-,-,-,13,38,4,12,-,-,-,-,1,18,15,136,-,-,-,-,1,2,4,47,-,-,-,-,3,83,1,5,6,27
4,1320104602,八王子市,上柚木,上柚木２丁目,上柚木２丁目,20,136,-,-,-,-,-,-,4,16,1,5,-,-,1,2,1,21,5,35,-,-,1,2,-,-,-,-,2,9,-,-,4,25,-,-,1,21
4,1320104603,八王子市,上柚木,上柚木３丁目,上柚木３丁目,23,313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,143,1,2,-,-,8,14,-,-,1,2,2,30,5,122,-,-,-,-
3,1320104700,八王子市,中山,,中山,17,235,-,-,-,-,-,-,6,61,-,-,-,-,-,-,2,104,1,1,-,-,1,3,-,-,-,-,2,12,2,6,1,44,-,-,2,4
3,1320104800,八王子市,越野,,越野,77,837,1,3,-,-,-,-,5,24,7,39,-,-,-,-,4,68,22,248,-,-,4,36,4,25,11,124,4,31,3,90,8,90,-,-,4,59
3,1320104900,八王子市,南陽台,,南陽台,33,131,1,6,-,-,-,-,5,12,1,2,-,-,1,3,-,-,5,35,-,-,5,11,5,10,1,4,3,6,2,7,2,31,-,-,2,4
4,1320104901,八王子市,南陽台,南陽台１丁目,南陽台１丁目,11,53,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,1,3,-,-,2,6,1,2,1,4,2,4,-,-,1,28,-,-,1,2
4,1320104902,八王子市,南陽台,南陽台２丁目,南陽台２丁目,11,52,-,-,-,-,-,-,2,7,-,-,-,-,1,3,-,-,2,26,-,-,2,3,2,6,-,-,-,-,1,4,1,3,-,-,-,-
4,1320104903,八王子市,南陽台,南陽台３丁目,南陽台３丁目,11,26,1,6,-,-,-,-,1,1,1,2,-,-,-,-,-,-,2,6,-,-,1,2,2,2,-,-,1,2,1,3,-,-,-,-,1,2
3,1320105000,八王子市,堀之内,,堀之内,250,2870,-,-,-,-,-,-,29,158,8,87,-,-,2,8,6,52,74,867,-,-,20,79,4,18,32,400,18,52,12,476,31,570,-,-,14,103
4,1320105001,八王子市,堀之内,堀之内,堀之内,39,927,-,-,-,-,-,-,8,34,-,-,-,-,-,-,-,-,9,189,-,-,5,9,-,-,-,-,2,3,3,375,7,262,-,-,5,55
4,1320105002,八王子市,堀之内,堀之内２丁目,堀之内２丁目,72,614,-,-,-,-,-,-,9,66,7,82,-,-,-,-,-,-,30,220,-,-,3,10,2,11,8,161,2,3,3,16,4,26,-,-,4,19
4,1320105003,八王子市,堀之内,堀之内３丁目,堀之内３丁目,139,1329,-,-,-,-,-,-,12,58,1,5,-,-,2,8,6,52,35,458,-,-,12,60,2,7,24,239,14,46,6,85,20,282,-,-,5,29
3,1320105100,八王子市,東中野,,東中野,125,4241,-,-,-,-,-,-,13,47,3,13,-,-,4,5,4,74,28,593,1,1,14,45,2,7,15,172,10,22,10,3033,7,73,1,5,13,151
3,1320105200,八王子市,大塚,,大塚,243,2641,2,11,-,-,-,-,31,247,15,148,-,-,1,40,2,38,44,425,-,-,49,122,10,32,20,212,16,91,8,872,25,306,1,6,19,91
3,1320105300,八王子市,鹿島,,鹿島,30,168,-,-,-,-,-,-,1,1,-,-,-,-,1,2,-,-,6,11,1,2,3,5,3,3,1,3,3,9,1,14,6,74,-,-,4,44
3,1320105400,八王子市,松が谷,,松が谷,39,237,-,-,-,-,-,-,4,22,-,-,-,-,1,2,-,-,4,15,1,2,7,13,4,9,2,16,3,9,3,34,8,106,1,6,1,3
3,1320105500,八王子市,鑓水,,鑓水,104,1490,-,-,-,-,-,-,9,103,8,22,-,-,1,1,-,-,26,176,1,1,4,12,4,5,10,137,2,35,2,343,21,440,-,-,16,215
4,1320105501,八王子市,鑓水,鑓水,鑓水,66,646,-,-,-,-,-,-,8,65,7,21,-,-,-,-,-,-,18,90,1,1,1,4,-,-,3,21,2,35,-,-,14,314,-,-,12,95
4,1320105502,八王子市,鑓水,鑓水２丁目,鑓水２丁目,38,844,-,-,-,-,-,-,1,38,1,1,-,-,1,1,-,-,8,86,-,-,3,8,4,5,7,116,-,-,2,343,7,126,-,-,4,120
3,1320105600,八王子市,南大沢,,南大沢,538,10651,-,-,-,-,-,-,13,143,1,4,1,1,15,216,12,861,190,2460,3,57,22,146,23,286,60,1226,54,465,40,2356,64,1153,3,29,37,1248
4,1320105601,八王子市,南大沢,南大沢１丁目,南大沢１丁目,147,3483,-,-,-,-,-,-,1,107,-,-,-,-,-,-,-,-,98,980,1,17,10,69,2,8,11,262,5,42,7,1783,7,174,-,-,5,41
4,1320105602,八王子市,南大沢,南大沢２丁目,南大沢２丁目,258,4748,-,-,-,-,-,-,10,29,-,-,1,1,1,184,2,57,74,1156,1,39,7,57,3,30,43,895,37,339,25,350,37,565,1,14,16,1032
4,1320105603,八王子市,南大沢,南大沢３丁目,南大沢３丁目,50,1043,-,-,-,-,-,-,-,-,-,-,-,-,5,9,8,555,7,60,-,-,1,4,3,3,2,47,5,15,1,16,10,228,1,5,7,101
4,1320105604,八王子市,南大沢,南大沢４丁目,南大沢４丁目,43,714,-,-,-,-,-,-,2,7,-,-,-,-,5,8,-,-,5,186,1,1,2,7,9,233,1,6,2,4,3,151,5,52,-,-,8,59
4,1320105605,八王子市,南大沢,南大沢５丁目,南大沢５丁目,40,663,-,-,-,-,-,-,-,-,1,4,-,-,4,15,2,249,6,78,-,-,2,9,6,12,3,16,5,65,4,56,5,134,1,10,1,15
3,1320105700,八王子市,松木,,松木,128,1598,-,-,-,-,-,-,16,82,5,67,-,-,2,24,5,212,44,542,-,-,1,4,2,6,17,346,12,60,9,91,12,138,-,-,3,26
3,1320105800,八王子市,別所,,別所,229,3328,-,-,-,-,-,-,8,68,3,12,-,-,11,327,2,28,61,1340,2,24,17,102,17,36,27,522,25,197,11,92,30,377,1,10,14,193
4,1320105801,八王子市,別所,別所１丁目,別所１丁目,95,739,-,-,-,-,-,-,5,36,2,11,-,-,2,2,1,4,21,200,-,-,8,24,8,18,9,46,11,86,4,22,18,257,-,-,6,33
4,1320105802,八王子市,別所,別所２丁目,別所２丁目,134,2589,-,-,-,-,-,-,3,32,1,1,-,-,9,325,1,24,40,1140,2,24,9,78,9,18,18,476,14,111,7,70,12,120,1,10,8,160
3,1320105900,八王子市,並木町,,並木町,108,899,-,-,-,-,-,-,12,61,12,81,-,-,-,-,-,-,29,455,1,3,11,41,2,40,10,46,8,32,7,45,13,79,1,8,2,8
3,1320106000,八王子市,散田町,,散田町,435,4104,-,-,-,-,-,-,33,176,24,280,-,-,4,28,1,48,100,696,6,84,45,130,21,118,47,344,52,155,22,122,62,1561,1,308,17,54
4,1320106001,八王子市,散田町,散田町１丁目,散田町１丁目,19,92,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,5,38,1,3,1,1,2,3,2,1,3,4,1,1,3,40,-,-,-,-
4,1320106002,八王子市,散田町,散田町２丁目,散田町２丁目,24,120,-,-,-,-,-,-,5,15,2,4,-,-,-,-,-,-,3,6,-,-,2,4,4,11,1,1,2,7,1,2,3,69,-,-,1,1
4,1320106003,八王子市,散田町,散田町３丁目,散田町３丁目,217,2324,-,-,-,-,-,-,12,33,5,31,-,-,3,27,1,48,54,405,3,73,29,99,7,68,25,156,26,78,13,109,33,1169,-,-,6,28
4,1320106004,八王子市,散田町,散田町４丁目,散田町４丁目,70,355,-,-,-,-,-,-,7,86,3,19,-,-,-,-,-,-,13,58,1,2,12,23,3,17,7,30,11,22,3,6,9,91,-,-,1,1
4,1320106005,八王子市,散田町,散田町５丁目,散田町５丁目,105,1213,-,-,-,-,-,-,9,42,13,225,-,-,1,1,-,-,25,189,1,6,1,3,5,19,12,156,10,44,4,4,14,192,1,308,9,24
3,1320106100,八王子市,山田町,,山田町,44,615,-,-,-,-,-,-,5,16,2,5,-,-,-,-,-,-,5,136,-,-,3,4,6,53,5,43,4,31,1,13,6,103,-,-,7,211
3,1320106200,八王子市,めじろ台,,めじろ台,258,1554,-,-,-,-,-,-,15,107,4,10,-,-,8,20,1,8,59,418,3,42,18,64,21,71,31,217,26,122,27,96,34,319,1,16,10,44
4,1320106201,八王子市,めじろ台,めじろ台１丁目,めじろ台１丁目,104,589,-,-,-,-,-,-,5,16,2,6,-,-,1,2,-,-,28,234,1,1,6,36,6,14,19,65,13,38,10,29,12,147,-,-,1,1
4,1320106202,八王子市,めじろ台,めじろ台２丁目,めじろ台２丁目,73,509,-,-,-,-,-,-,3,10,1,1,-,-,4,12,-,-,18,122,-,-,5,11,6,18,6,111,6,41,8,42,14,119,-,-,2,22
4,1320106203,八王子市,めじろ台,めじろ台３丁目,めじろ台３丁目,44,275,-,-,-,-,-,-,4,45,-,-,-,-,3,6,1,8,7,44,1,22,3,7,5,25,5,39,3,7,5,21,4,39,-,-,3,12
4,1320106204,八王子市,めじろ台,めじろ台４丁目,めじろ台４丁目,37,181,-,-,-,-,-,-,3,36,1,3,-,-,-,-,-,-,6,18,1,19,4,10,4,14,1,2,4,36,4,4,4,14,1,16,4,9
3,1320106300,八王子市,長房町,,長房町,243,1588,-,-,-,-,-,-,23,135,9,59,-,-,3,11,7,51,51,321,5,25,16,60,7,14,26,55,30,75,6,51,37,612,1,6,22,113
3,1320106400,八王子市,城山手,,城山手,16,198,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,8,176,-,-,1,2,1,3,1,2,2,7,-,-,1,3,-,-,-,-
4,1320106401,八王子市,城山手,城山手１丁目,城山手１丁目,13,194,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,6,174,-,-,-,-,1,3,1,2,2,7,-,-,1,3,-,-,-,-
4,1320106402,八王子市,城山手,城山手２丁目,城山手２丁目,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320106500,八王子市,狭間町,,狭間町,154,2051,-,-,-,-,-,-,4,29,5,289,-,-,3,7,-,-,52,1188,1,3,10,31,8,21,21,160,20,138,6,66,15,76,-,-,9,43
3,1320106600,八王子市,椚田町,,椚田町,224,3677,-,-,-,-,-,-,18,102,10,293,-,-,3,4,3,35,75,961,1,14,15,83,9,73,24,432,25,89,9,213,21,1205,3,100,8,73
3,1320106700,八王子市,館町,,館町,198,4158,-,-,-,-,-,-,38,255,5,59,-,-,5,9,8,153,31,367,-,-,13,37,10,26,23,242,12,27,6,685,29,2084,1,7,17,207
3,1320106800,八王子市,寺田町,,寺田町,73,516,-,-,-,-,-,-,14,69,3,16,-,-,2,4,2,85,19,80,1,2,-,-,1,6,2,10,7,15,1,26,15,167,1,6,5,30
3,1320106900,八王子市,大船町,,大船町,27,116,1,8,-,-,-,-,8,26,1,1,-,-,-,-,2,9,4,33,-,-,2,5,1,1,2,4,1,2,-,-,2,5,-,-,3,22
3,1320107000,八王子市,大楽寺町,,大楽寺町,204,1173,-,-,-,-,-,-,22,112,22,117,-,-,1,1,4,20,55,379,2,35,6,13,8,22,22,62,20,57,8,44,24,241,1,8,9,62
3,1320107100,八王子市,上壱分方町,,上壱分方町,83,837,-,-,-,-,-,-,25,85,8,62,-,-,2,4,2,2,14,51,-,-,2,4,3,7,4,41,5,9,1,1,11,552,-,-,6,19
3,1320107200,八王子市,諏訪町,,諏訪町,129,926,-,-,-,-,-,-,21,93,23,160,-,-,-,-,5,14,27,174,-,-,1,1,5,18,12,53,10,17,10,57,10,330,-,-,5,9
3,1320107300,八王子市,四谷町,,四谷町,113,1003,-,-,-,-,-,-,13,56,30,296,-,-,-,-,-,-,24,191,-,-,5,8,5,11,12,99,9,206,7,34,4,43,-,-,4,59
3,1320107400,八王子市,叶谷町,,叶谷町,85,1360,1,10,-,-,-,-,9,46,34,567,-,-,1,2,1,1,13,67,1,20,1,3,1,1,7,67,4,452,2,3,8,115,-,-,2,6
3,1320107500,八王子市,泉町,,泉町,60,397,-,-,-,-,-,-,11,68,6,24,-,-,1,2,2,98,16,139,-,-,2,5,3,12,7,17,7,18,1,1,1,6,-,-,3,7
3,1320107600,八王子市,横川町,,横川町,244,1655,-,-,-,-,-,-,40,191,11,48,-,-,4,10,7,33,44,315,3,11,20,56,11,34,19,90,31,58,11,62,33,552,1,7,9,188
3,1320107700,八王子市,弐分方町,,弐分方町,158,1079,-,-,-,-,-,-,36,152,50,554,-,-,1,3,3,13,21,161,-,-,7,13,4,8,5,16,10,29,2,2,14,109,1,5,4,14
3,1320107800,八王子市,川町,,川町,97,475,-,-,-,-,-,-,6,22,47,235,-,-,-,-,4,23,9,31,-,-,5,11,3,7,5,43,4,28,5,34,1,4,1,6,7,31
3,1320107900,八王子市,元八王子町,,元八王子町,282,2532,-,-,-,-,-,-,44,183,19,166,-,-,-,-,9,126,72,598,2,5,18,37,9,26,24,221,24,133,14,182,28,781,1,6,18,68
4,1320107901,八王子市,元八王子町,元八王子町１丁目,元八王子町１丁目,61,506,-,-,-,-,-,-,15,51,1,2,-,-,-,-,2,2,14,138,1,4,3,8,4,12,7,101,2,3,4,97,4,80,-,-,4,8
4,1320107902,八王子市,元八王子町,元八王子町２丁目,元八王子町２丁目,110,1071,-,-,-,-,-,-,23,111,5,100,-,-,-,-,4,87,19,128,1,1,5,15,3,5,11,92,9,60,7,80,18,377,-,-,5,15
4,1320107903,八王子市,元八王子町,元八王子町３丁目,元八王子町３丁目,111,955,-,-,-,-,-,-,6,21,13,64,-,-,-,-,3,37,39,332,-,-,10,14,2,9,6,28,13,70,3,5,6,324,1,6,9,45
3,1320108000,八王子市,下恩方町,,下恩方町,251,2725,3,16,-,-,-,-,33,146,100,1147,-,-,-,-,8,264,40,251,-,-,7,19,4,113,6,42,7,15,4,96,18,515,-,-,21,101
3,1320108100,八王子市,上恩方町,,上恩方町,30,271,-,-,-,-,-,-,4,45,5,50,-,-,-,-,1,12,5,29,-,-,1,3,-,-,4,35,5,82,-,-,-,-,1,3,4,12
3,1320108200,八王子市,西寺方町,,西寺方町,169,2242,1,11,-,-,-,-,24,121,16,99,-,-,1,3,2,3,35,385,3,45,10,41,5,17,17,188,19,49,4,5,23,1218,1,12,8,45
3,1320108300,八王子市,小津町,,小津町,12,129,-,-,-,-,-,-,4,28,2,30,-,-,-,-,-,-,1,62,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,3,5
3,1320108400,八王子市,川口町,,川口町,302,2858,4,24,-,-,-,-,65,327,53,537,-,-,2,17,10,51,43,335,2,21,12,49,14,61,12,35,20,270,6,8,41,1046,2,11,16,66
3,1320108500,八王子市,上川町,,上川町,113,1065,-,-,-,-,-,-,25,122,31,102,-,-,-,-,1,1,11,58,-,-,3,15,3,5,2,16,4,21,4,64,8,589,-,-,21,72
3,1320108600,八王子市,犬目町,,犬目町,161,1469,-,-,-,-,-,-,53,298,14,43,-,-,2,3,6,22,26,166,1,4,9,37,6,15,9,93,9,36,3,39,8,578,1,6,14,129
3,1320108700,八王子市,楢原町,,楢原町,284,2942,-,-,-,-,-,-,33,140,34,384,-,-,2,6,5,345,67,814,3,18,14,26,10,38,38,541,29,119,6,61,30,373,-,-,13,77
3,1320108800,八王子市,美山町,,美山町,172,2297,-,-,-,-,-,-,36,150,52,711,-,-,-,-,3,13,25,115,-,-,3,35,2,26,6,50,5,34,1,1,24,1014,-,-,15,148
3,1320108900,八王子市,尾崎町,,尾崎町,12,181,-,-,-,-,-,-,3,18,1,2,-,-,-,-,1,30,3,53,-,-,1,7,-,-,3,71,-,-,-,-,-,-,-,-,-,-
3,1320109000,八王子市,左入町,,左入町,103,2202,-,-,-,-,-,-,13,117,10,139,-,-,-,-,7,386,32,832,1,2,3,10,2,4,17,314,3,27,1,62,7,282,-,-,7,27
3,1320109100,八王子市,滝山町,,滝山町,88,1306,-,-,-,-,-,-,16,176,-,-,-,-,-,-,12,360,18,260,1,6,4,7,3,13,10,136,4,25,4,197,5,53,-,-,11,73
4,1320109101,八王子市,滝山町,滝山町１丁目,滝山町１丁目,48,700,-,-,-,-,-,-,5,63,-,-,-,-,-,-,9,312,8,64,1,6,1,2,2,12,9,134,2,23,-,-,4,42,-,-,7,42
4,1320109102,八王子市,滝山町,滝山町２丁目,滝山町２丁目,40,606,-,-,-,-,-,-,11,113,-,-,-,-,-,-,3,48,10,196,-,-,3,5,1,1,1,2,2,2,4,197,1,11,-,-,4,31
3,1320109200,八王子市,梅坪町,,梅坪町,14,138,-,-,-,-,-,-,1,31,3,3,-,-,-,-,2,21,3,60,-,-,1,4,1,1,1,1,-,-,1,12,1,5,-,-,-,-
3,1320109300,八王子市,谷野町,,谷野町,41,330,-,-,-,-,-,-,8,51,-,-,-,-,-,-,1,42,8,59,-,-,3,9,2,4,10,73,5,10,1,69,1,1,-,-,2,12
3,1320109400,八王子市,みつい台,,みつい台,27,101,-,-,-,-,-,-,7,30,5,12,-,-,-,-,-,-,6,23,-,-,2,5,2,10,-,-,1,2,1,5,3,14,-,-,-,-
4,1320109401,八王子市,みつい台,みつい台１丁目,みつい台１丁目,9,28,-,-,-,-,-,-,1,2,2,3,-,-,-,-,-,-,3,12,-,-,1,4,-,-,-,-,1,2,-,-,1,5,-,-,-,-
4,1320109402,八王子市,みつい台,みつい台２丁目,みつい台２丁目,18,73,-,-,-,-,-,-,6,28,3,9,-,-,-,-,-,-,3,11,-,-,1,1,2,10,-,-,-,-,1,5,2,9,-,-,-,-
3,1320109500,八王子市,丹木町,,丹木町,84,1164,-,-,-,-,-,-,18,78,4,42,-,-,-,-,2,100,15,365,-,-,8,18,1,2,16,95,4,67,10,341,2,29,1,5,3,22
4,1320109501,八王子市,丹木町,丹木町１丁目,丹木町１丁目,37,757,-,-,-,-,-,-,5,15,-,-,-,-,-,-,-,-,6,253,-,-,4,10,-,-,12,88,1,48,7,322,-,-,-,-,2,21
4,1320109502,八王子市,丹木町,丹木町２丁目,丹木町２丁目,27,229,-,-,-,-,-,-,8,38,2,35,-,-,-,-,2,100,3,7,-,-,3,5,1,2,3,5,2,18,2,18,-,-,-,-,1,1
4,1320109503,八王子市,丹木町,丹木町３丁目,丹木町３丁目,20,178,-,-,-,-,-,-,5,25,2,7,-,-,-,-,-,-,6,105,-,-,1,3,-,-,1,2,1,1,1,1,2,29,1,5,-,-
3,1320109600,八王子市,加住町,,加住町,34,220,-,-,-,-,-,-,3,34,1,1,-,-,1,9,3,14,7,39,-,-,2,5,-,-,2,6,4,4,-,-,1,11,-,-,10,97
4,1320109601,八王子市,加住町,加住町１丁目,加住町１丁目,25,191,-,-,-,-,-,-,2,32,1,1,-,-,1,9,2,8,6,38,-,-,1,2,-,-,1,2,3,3,-,-,1,11,-,-,7,85
4,1320109602,八王子市,加住町,加住町２丁目,加住町２丁目,9,29,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,6,1,1,-,-,1,3,-,-,1,4,1,1,-,-,-,-,-,-,3,12
3,1320109700,八王子市,宮下町,,宮下町,67,1430,2,39,-,-,-,-,4,19,3,77,-,-,-,-,4,40,13,66,-,-,5,63,2,10,10,110,3,170,-,-,15,763,-,-,6,73
3,1320109800,八王子市,戸吹町,,戸吹町,87,2590,-,-,-,-,-,-,16,167,8,1090,-,-,-,-,8,118,6,38,-,-,5,23,5,356,8,55,6,36,2,96,8,420,-,-,15,191
3,1320109900,八王子市,高月町,,高月町,24,301,-,-,-,-,-,-,4,16,2,12,1,7,-,-,1,9,7,59,-,-,-,-,-,-,2,16,-,-,-,-,2,120,-,-,5,62
3,1320110000,八王子市,小比企町,,小比企町,146,1268,-,-,-,-,-,-,27,121,8,76,-,-,1,1,6,27,31,269,2,5,13,38,5,7,17,60,9,31,2,49,17,466,1,3,7,115
3,1320110100,八王子市,片倉町,,片倉町,284,3105,-,-,-,-,-,-,32,228,11,37,-,-,4,12,4,79,62,757,5,45,22,74,15,40,28,244,24,64,15,570,38,399,2,19,22,537
3,1320110200,八王子市,西片倉,,西片倉,53,557,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,15,178,-,-,2,3,2,2,8,109,5,14,4,30,14,214,-,-,2,2
4,1320110201,八王子市,西片倉,西片倉１丁目,西片倉１丁目,5,85,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-,2,66,-,-,1,1
4,1320110202,八王子市,西片倉,西片倉２丁目,西片倉２丁目,24,193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,50,-,-,1,1,-,-,6,96,5,14,3,13,2,18,-,-,1,1
4,1320110203,八王子市,西片倉,西片倉３丁目,西片倉３丁目,24,279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,115,-,-,1,2,2,2,2,13,-,-,1,17,10,130,-,-,-,-
3,1320110300,八王子市,宇津貫町,,宇津貫町,10,623,-,-,-,-,-,-,2,54,1,3,-,-,-,-,1,46,-,-,-,-,1,15,-,-,1,17,-,-,2,449,1,38,-,-,1,1
3,1320110400,八王子市,みなみ野,,みなみ野,210,2563,-,-,-,-,-,-,10,41,3,21,-,-,3,8,2,5,50,781,3,24,11,40,8,31,24,323,29,158,27,187,31,269,1,542,8,133
4,1320110401,八王子市,みなみ野,みなみ野１丁目,みなみ野１丁目,93,1720,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,34,647,2,19,-,-,2,6,17,256,15,106,4,26,13,96,1,542,3,16
4,1320110402,八王子市,みなみ野,みなみ野２丁目,みなみ野２丁目,16,119,-,-,-,-,-,-,1,3,1,3,-,-,1,3,-,-,4,28,-,-,2,5,-,-,1,34,-,-,3,30,3,13,-,-,-,-
4,1320110403,八王子市,みなみ野,みなみ野３丁目,みなみ野３丁目,46,264,-,-,-,-,-,-,5,28,1,16,-,-,-,-,-,-,5,42,1,5,4,20,1,6,4,20,10,36,6,41,7,47,-,-,2,3
4,1320110404,八王子市,みなみ野,みなみ野４丁目,みなみ野４丁目,24,209,-,-,-,-,-,-,3,8,-,-,-,-,1,2,1,2,3,13,-,-,2,9,1,14,2,13,3,14,3,37,5,97,-,-,-,-
4,1320110405,八王子市,みなみ野,みなみ野５丁目,みなみ野５丁目,22,206,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,4,51,-,-,2,5,1,1,-,-,1,2,7,14,2,15,-,-,3,114
4,1320110406,八王子市,みなみ野,みなみ野６丁目,みなみ野６丁目,9,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,4,-,-,-,-,4,39,1,1,-,-,-,-
3,1320110500,八王子市,兵衛,,兵衛,57,1677,-,-,-,-,-,-,2,6,13,517,-,-,-,-,4,687,6,39,-,-,1,5,2,74,5,38,5,24,5,22,5,80,-,-,9,185
4,1320110501,八王子市,兵衛,兵衛１丁目,兵衛１丁目,25,186,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,3,17,-,-,-,-,1,3,5,38,4,19,5,22,5,80,-,-,1,3
4,1320110502,八王子市,兵衛,兵衛２丁目,兵衛２丁目,32,1491,-,-,-,-,-,-,1,2,13,517,-,-,-,-,4,687,3,22,-,-,1,5,1,71,-,-,1,5,-,-,-,-,-,-,8,182
3,1320110600,八王子市,七国,,七国,62,1427,-,-,-,-,-,-,4,9,5,365,-,-,2,5,3,238,13,242,-,-,1,1,2,186,5,51,2,3,10,58,12,216,-,-,3,53
4,1320110601,八王子市,七国,七国１丁目,七国１丁目,18,718,-,-,-,-,-,-,-,-,4,360,-,-,-,-,-,-,3,75,-,-,-,-,1,162,4,40,-,-,2,17,2,12,-,-,2,52
4,1320110602,八王子市,七国,七国２丁目,七国２丁目,5,44,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,24,-,-,-,-,3,16,-,-,-,-,-,-
4,1320110603,八王子市,七国,七国３丁目,七国３丁目,11,433,-,-,-,-,-,-,-,-,1,5,-,-,-,-,2,234,4,135,-,-,-,-,-,-,-,-,1,2,1,9,1,47,-,-,1,1
4,1320110604,八王子市,七国,七国４丁目,七国４丁目,8,122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,7,114,-,-,-,-
4,1320110605,八王子市,七国,七国５丁目,七国５丁目,6,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,22,-,-,-,-,-,-,1,11,-,-,-,-,1,32,-,-,-,-
4,1320110606,八王子市,七国,七国６丁目,七国６丁目,14,45,-,-,-,-,-,-,3,5,-,-,-,-,2,5,1,4,1,2,-,-,1,1,-,-,-,-,1,1,4,16,1,11,-,-,-,-
3,1320110700,八王子市,北野町,,北野町,435,5183,-,-,-,-,-,-,39,314,35,1466,1,32,4,54,22,635,161,1351,5,37,20,70,12,85,37,231,32,163,11,112,30,388,-,-,26,245
3,1320110800,八王子市,打越町,,打越町,238,2267,-,-,-,-,-,-,26,107,6,21,-,-,4,320,3,31,41,414,2,26,20,56,14,27,28,259,32,260,10,53,37,549,1,11,14,133
3,1320110900,八王子市,北野台,,北野台,59,374,-,-,-,-,-,-,5,27,5,11,-,-,2,2,-,-,14,194,2,5,5,22,12,19,2,11,2,3,1,1,7,67,-,-,2,12
4,1320110901,八王子市,北野台,北野台１丁目,北野台１丁目,13,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,11,1,2,2,14,3,4,-,-,2,3,-,-,1,3,-,-,-,-
