地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,1310200307,中央区,銀座,銀座７丁目,銀座７丁目,520,28096,29,227,92,688,53,804,189,2771,36,2112,49,2103,21,9089,15,1721,4,1283,2,7068
4,1310200308,中央区,銀座,銀座８丁目,銀座８丁目,607,74905,43,351,123,1240,70,701,212,4273,43,1881,44,2372,21,5298,4,47032,1,245,3,11120
3,1310200400,中央区,新富,,新富,459,27521,22,96,74,441,23,121,244,4736,27,2792,27,14040,14,1833,10,1158,4,2237,-,-
4,1310200401,中央区,新富,新富１丁目,新富１丁目,319,22170,16,67,50,185,18,92,170,3168,21,2475,19,13015,9,1552,6,389,1,1175,-,-
4,1310200402,中央区,新富,新富２丁目,新富２丁目,140,5351,6,29,24,256,5,29,74,1568,6,317,8,1025,5,281,4,769,3,1062,-,-
3,1310200500,中央区,入船,,入船,307,13619,17,50,58,381,18,181,136,1493,23,666,21,1952,11,2506,5,1137,4,1097,4,4116
4,1310200501,中央区,入船,入船１丁目,入船１丁目,91,2175,5,15,20,76,6,47,40,455,5,131,6,1145,1,25,1,7,2,246,-,-
4,1310200502,中央区,入船,入船２丁目,入船２丁目,104,4139,5,17,18,83,6,29,49,589,9,366,4,111,5,477,1,19,1,415,3,2026
4,1310200503,中央区,入船,入船３丁目,入船３丁目,112,7305,7,18,20,222,6,105,47,449,9,169,11,696,5,2004,3,1111,1,436,1,2090
3,1310200600,中央区,湊,,湊,253,3565,16,91,81,289,16,81,98,1015,17,868,13,710,3,205,2,283,-,-,-,-
4,1310200601,中央区,湊,湊１丁目,湊１丁目,94,1198,5,33,28,116,4,31,41,439,5,140,7,149,-,-,2,283,-,-,-,-
4,1310200602,中央区,湊,湊２丁目,湊２丁目,54,374,3,5,20,56,3,10,21,154,7,149,-,-,-,-,-,-,-,-,-,-
4,1310200603,中央区,湊,湊３丁目,湊３丁目,105,1993,8,53,33,117,9,40,36,422,5,579,6,561,3,205,-,-,-,-,-,-
3,1310200700,中央区,明石町,,明石町,137,26761,2,3,13,65,6,82,51,6036,9,798,13,1443,15,1514,7,5338,10,5855,5,5568
3,1310200800,中央区,築地,,築地,1849,121040,64,282,377,2229,251,1589,820,12650,90,4586,78,8402,51,12889,24,9478,19,8275,13,60167
4,1310200801,中央区,築地,築地１丁目,築地１丁目,122,9716,4,17,20,146,7,26,46,930,8,303,11,967,11,2576,6,1763,3,401,3,2575
4,1310200802,中央区,築地,築地２丁目,築地２丁目,311,9716,18,67,60,286,20,82,136,2437,28,1306,24,696,9,2422,4,766,1,1497,-,-
4,1310200803,中央区,築地,築地３丁目,築地３丁目,130,4768,7,38,12,58,17,126,62,1269,7,239,6,485,6,942,3,261,3,1321,-,-
4,1310200804,中央区,築地,築地４丁目,築地４丁目,240,7709,12,64,56,328,28,129,101,1395,10,112,8,2131,6,662,3,94,2,1876,1,811
4,1310200805,中央区,築地,築地５丁目,築地５丁目,727,34583,4,17,174,1000,152,1034,312,4126,24,2134,18,2844,12,4220,5,6010,9,2874,3,10221
4,1310200806,中央区,築地,築地６丁目,築地６丁目,212,11761,12,31,33,209,17,140,107,1807,11,460,8,1194,7,2067,3,584,-,-,4,5197
4,1310200807,中央区,築地,築地７丁目,築地７丁目,107,42787,7,48,22,202,10,52,56,686,2,32,3,85,-,-,-,-,1,306,2,41363
3,1310200900,中央区,浜離宮庭園,,浜離宮庭園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1310201000,中央区,八丁堀,,八丁堀,998,53714,50,204,137,683,101,616,409,6395,79,3911,83,10526,59,14729,33,7332,8,5104,6,4079
4,1310201001,中央区,八丁堀,八丁堀１丁目,八丁堀１丁目,128,7380,4,15,18,212,16,131,45,1248,8,878,17,924,10,587,4,829,2,321,1,2225
4,1310201002,中央区,八丁堀,八丁堀２丁目,八丁堀２丁目,269,21549,12,76,34,111,17,117,101,1398,20,1473,20,2714,28,11488,15,2580,3,427,4,1112
4,1310201003,中央区,八丁堀,八丁堀３丁目,八丁堀３丁目,316,9169,17,52,50,217,27,113,138,2070,31,1048,29,3033,8,608,7,1921,2,77,-,-
4,1310201004,中央区,八丁堀,八丁堀４丁目,八丁堀４丁目,285,15616,17,61,35,143,41,255,125,1679,20,512,17,3855,13,2046,7,2002,1,4279,1,742
3,1310201100,中央区,新川,,新川,682,62157,30,211,78,377,44,350,284,3909,56,4320,66,3761,42,9380,26,4008,21,16227,11,19407
4,1310201101,中央区,新川,新川１丁目,新川１丁目,344,38758,15,140,27,141,19,202,131,2076,32,3169,38,2652,31,7691,16,3230,18,16125,4,3176
4,1310201102,中央区,新川,新川２丁目,新川２丁目,338,23399,15,71,51,236,25,148,153,1833,24,1151,28,1109,11,1689,10,778,3,102,7,16231
3,1310201200,中央区,日本橋本石町,,日本橋本石町,140,11355,6,10,14,53,13,68,53,890,11,436,14,1081,8,855,13,4745,4,1425,2,1784
4,1310201201,中央区,日本橋本石町,日本橋本石町１丁目,日本橋本石町１丁目,15,4256,-,-,-,-,-,-,-,-,-,-,3,612,4,622,6,1748,2,1274,-,-
4,1310201202,中央区,日本橋本石町,日本橋本石町２丁目,日本橋本石町２丁目,21,108,3,5,4,13,7,34,5,47,1,4,-,-,-,-,-,-,-,-,-,-
4,1310201203,中央区,日本橋本石町,日本橋本石町３丁目,日本橋本石町３丁目,45,4437,-,-,2,11,1,6,17,270,6,307,8,293,3,63,4,1552,2,151,2,1784
4,1310201204,中央区,日本橋本石町,日本橋本石町４丁目,日本橋本石町４丁目,59,2554,3,5,8,29,5,28,31,573,4,125,3,176,1,170,3,1445,-,-,-,-
3,1310201300,中央区,日本橋室町,,日本橋室町,336,49033,10,34,36,292,16,135,134,2562,29,2697,36,1581,25,3388,19,4753,9,2974,14,30520
4,1310201301,中央区,日本橋室町,日本橋室町１丁目,日本橋室町１丁目,173,3724,8,29,27,211,12,83,80,867,11,641,21,989,4,183,4,323,3,336,1,47
4,1310201302,中央区,日本橋室町,日本橋室町２丁目,日本橋室町２丁目,35,34722,-,-,1,12,2,21,8,802,1,315,2,36,1,31,6,1317,3,2406,10,29771
4,1310201303,中央区,日本橋室町,日本橋室町３丁目,日本橋室町３丁目,16,367,-,-,1,26,1,29,5,91,4,153,2,16,1,5,-,-,-,-,1,12
4,1310201304,中央区,日本橋室町,日本橋室町４丁目,日本橋室町４丁目,112,10220,2,5,7,43,1,2,41,802,13,1588,11,540,19,3169,9,3113,3,232,2,690
3,1310201400,中央区,日本橋本町,,日本橋本町,570,60097,17,122,44,192,27,167,215,5112,50,1752,67,6693,63,11805,36,6723,27,12200,8,15211
4,1310201401,中央区,日本橋本町,日本橋本町１丁目,日本橋本町１丁目,130,12222,1,3,11,37,4,22,45,471,9,493,12,364,18,3281,11,2003,12,3969,2,1503
4,1310201402,中央区,日本橋本町,日本橋本町２丁目,日本橋本町２丁目,73,12337,-,-,5,24,4,25,30,766,8,237,5,247,6,1853,6,1361,4,1741,3,6071
4,1310201403,中央区,日本橋本町,日本橋本町３丁目,日本橋本町３丁目,154,18508,9,60,16,64,9,91,47,2137,14,352,18,1933,18,2405,10,1673,6,3211,2,6566
4,1310201404,中央区,日本橋本町,日本橋本町４丁目,日本橋本町４丁目,213,17030,7,59,12,67,10,29,93,1738,19,670,32,4149,21,4266,9,1686,5,3279,1,1071
3,1310201500,中央区,日本橋小舟町,,日本橋小舟町,251,8301,9,38,23,109,19,72,125,1576,25,802,21,1004,11,1047,4,539,6,792,2,2307
3,1310201600,中央区,日本橋小伝馬町,,日本橋小伝馬町,344,16201,14,684,45,218,22,124,162,4557,29,770,37,6147,12,1574,8,1983,2,76,-,-
3,1310201700,中央区,日本橋大伝馬町,,日本橋大伝馬町,200,14712,10,43,25,296,15,100,75,1077,14,1114,29,7086,17,1191,4,626,2,925,3,2232
3,1310201800,中央区,日本橋堀留町,,日本橋堀留町,275,26539,16,113,29,147,14,112,101,3053,36,1821,28,9422,20,3417,15,6422,5,1071,3,921
4,1310201801,中央区,日本橋堀留町,日本橋堀留町１丁目,日本橋堀留町１丁目,194,9338,12,64,23,134,13,109,79,2465,21,1341,18,2350,14,1768,5,286,2,69,2,722
4,1310201802,中央区,日本橋堀留町,日本橋堀留町２丁目,日本橋堀留町２丁目,81,17201,4,49,6,13,1,3,22,588,15,480,10,7072,6,1649,10,6136,3,1002,1,199
3,1310201900,中央区,日本橋富沢町,,日本橋富沢町,158,9856,8,28,13,58,7,32,69,3697,13,359,22,1545,7,484,6,1976,3,888,1,648
3,1310202000,中央区,日本橋人形町,,日本橋人形町,814,22269,56,308,151,1077,69,469,328,4895,56,3737,70,3384,22,1575,13,1533,6,2724,5,2216
4,1310202001,中央区,日本橋人形町,日本橋人形町１丁目,日本橋人形町１丁目,269,6645,17,133,51,377,24,178,112,2280,15,408,23,737,8,333,7,1299,2,674,1,74
4,1310202002,中央区,日本橋人形町,日本橋人形町２丁目,日本橋人形町２丁目,355,7179,24,113,69,542,30,209,146,1751,27,560,26,836,7,203,2,115,2,566,4,2142
4,1310202003,中央区,日本橋人形町,日本橋人形町３丁目,日本橋人形町３丁目,190,8445,15,62,31,158,15,82,70,864,14,2769,21,1811,7,1039,4,119,2,1484,-,-
3,1310202100,中央区,日本橋小網町,,日本橋小網町,258,31895,10,29,19,50,19,97,104,2000,15,1303,34,5634,25,13103,12,1963,8,6666,2,998
3,1310202200,中央区,日本橋蠣殻町,,日本橋蠣殻町,483,14165,20,88,83,374,40,192,199,3250,47,988,34,3276,15,2019,6,364,10,2868,1,634
4,1310202201,中央区,日本橋蠣殻町,日本橋蠣殻町１丁目,日本橋蠣殻町１丁目,372,9747,16,73,62,252,33,166,150,2794,37,875,24,1617,12,1135,4,188,9,2561,-,-
4,1310202202,中央区,日本橋蠣殻町,日本橋蠣殻町２丁目,日本橋蠣殻町２丁目,111,4418,4,15,21,122,7,26,49,456,10,113,10,1659,3,884,2,176,1,307,1,634
3,1310202300,中央区,日本橋箱崎町,,日本橋箱崎町,280,39783,16,250,39,192,15,133,122,10062,23,1058,27,2388,15,7065,4,899,5,1566,6,16155
3,1310202400,中央区,日本橋馬喰町,,日本橋馬喰町,271,17324,9,86,32,133,23,107,121,4139,24,772,26,6622,17,1888,2,559,1,88,3,2851
4,1310202401,中央区,日本橋馬喰町,日本橋馬喰町１丁目,日本橋馬喰町１丁目,187,12089,8,59,23,89,17,77,79,1539,16,559,17,4936,12,1373,1,553,-,-,3,2851
4,1310202402,中央区,日本橋馬喰町,日本橋馬喰町２丁目,日本橋馬喰町２丁目,84,5235,1,27,9,44,6,30,42,2600,8,213,9,1686,5,515,1,6,1,88,-,-
3,1310202500,中央区,日本橋横山町,,日本橋横山町,174,8023,6,44,32,126,18,145,79,809,9,461,13,528,6,819,1,30,-,-,2,4853
3,1310202600,中央区,東日本橋,,東日本橋,544,18684,28,108,84,380,39,278,251,3912,48,1212,45,3737,23,3850,10,2233,4,1408,2,1328
4,1310202601,中央区,東日本橋,東日本橋１丁目,東日本橋１丁目,76,3725,1,3,13,31,4,16,32,877,8,120,8,396,5,1746,3,476,1,17,-,-
4,1310202602,中央区,東日本橋,東日本橋２丁目,東日本橋２丁目,274,7769,13,42,36,159,22,187,132,1275,22,682,27,2938,13,1168,3,1120,1,175,1,5
4,1310202603,中央区,東日本橋,東日本橋３丁目,東日本橋３丁目,194,7190,14,63,35,190,13,75,87,1760,18,410,10,403,5,936,4,637,2,1216,1,1323
3,1310202700,中央区,日本橋久松町,,日本橋久松町,105,4622,7,32,16,76,8,39,45,352,11,321,6,347,2,1025,4,217,1,523,2,1653
3,1310202800,中央区,日本橋浜町,,日本橋浜町,500,33278,17,60,99,525,40,263,211,3692,46,2442,34,4147,16,2546,8,9460,9,6073,5,3988
4,1310202801,中央区,日本橋浜町,日本橋浜町１丁目,日本橋浜町１丁目,69,10612,3,7,8,27,7,91,32,421,7,727,6,815,1,232,1,6160,2,2125,-,-
4,1310202802,中央区,日本橋浜町,日本橋浜町２丁目,日本橋浜町２丁目,274,10777,9,41,59,320,23,123,108,2011,26,1447,20,1409,11,1068,1,1189,2,1451,3,1644
4,1310202803,中央区,日本橋浜町,日本橋浜町３丁目,日本橋浜町３丁目,157,11889,5,12,32,178,10,49,71,1260,13,268,8,1923,4,1246,6,2111,5,2497,2,2344
3,1310202900,中央区,日本橋中洲,,日本橋中洲,43,520,2,2,8,35,3,11,23,350,2,61,2,51,1,5,-,-,-,-,-,-
3,1310203000,中央区,八重洲１丁目,,八重洲１丁目,178,29106,9,43,17,133,8,638,64,2994,8,1164,25,2580,18,3561,9,2553,10,4255,5,11134
3,1310203100,中央区,日本橋,,日本橋,694,123839,28,154,54,1313,34,254,247,7770,60,3510,75,7852,62,12243,58,21544,29,23118,24,45876
4,1310203101,中央区,日本橋,日本橋１丁目,日本橋１丁目,194,37353,10,30,15,67,11,75,53,3605,11,1077,21,2597,24,4498,21,3692,12,6266,8,15373
4,1310203102,中央区,日本橋,日本橋２丁目,日本橋２丁目,213,35061,10,59,14,884,14,88,76,1906,24,761,21,1040,15,1189,14,2450,11,8929,8,17727
4,1310203103,中央区,日本橋,日本橋３丁目,日本橋３丁目,287,51425,8,65,25,362,9,91,118,2259,25,1672,33,4215,23,6556,23,15402,6,7923,8,12776
3,1310203200,中央区,日本橋茅場町,,日本橋茅場町,583,29269,37,252,78,411,33,226,251,5395,53,3465,46,2586,34,4478,15,1039,12,2511,8,8828
4,1310203201,中央区,日本橋茅場町,日本橋茅場町１丁目,日本橋茅場町１丁目,164,19238,12,128,15,108,15,54,68,3209,17,2184,6,552,8,1517,6,583,7,2118,7,8771
4,1310203202,中央区,日本橋茅場町,日本橋茅場町２丁目,日本橋茅場町２丁目,290,7199,20,72,45,225,11,66,124,1377,24,997,30,1745,20,2151,5,232,2,240,1,57
4,1310203203,中央区,日本橋茅場町,日本橋茅場町３丁目,日本橋茅場町３丁目,129,2832,5,52,18,78,7,106,59,809,12,284,10,289,6,810,4,224,3,153,-,-
3,1310203300,中央区,日本橋兜町,,日本橋兜町,178,15257,8,16,23,141,7,135,75,908,13,188,11,552,11,6424,11,1176,5,2333,6,3350
3,1310203400,中央区,佃,,佃,137,5996,20,150,45,190,10,29,43,518,2,113,4,8,4,2062,1,88,-,-,1,2823
4,1310203401,中央区,佃,佃１丁目,佃１丁目,42,2046,4,15,12,43,2,8,19,125,-,-,-,-,2,1851,-,-,-,-,-,-
4,1310203402,中央区,佃,佃２丁目,佃２丁目,80,3584,13,129,30,136,6,11,19,133,2,113,4,8,1,135,1,88,-,-,1,2823
4,1310203403,中央区,佃,佃３丁目,佃３丁目,15,366,3,6,3,11,2,10,5,260,-,-,-,-,1,76,-,-,-,-,-,-
3,1310203500,中央区,月島,,月島,271,7262,18,113,106,759,20,152,86,1673,8,1138,5,129,4,724,5,1650,2,327,1,416
4,1310203501,中央区,月島,月島１丁目,月島１丁目,88,1745,6,61,36,222,9,66,24,304,3,19,1,45,3,672,3,323,-,-,-,-
4,1310203502,中央区,月島,月島２丁目,月島２丁目,34,1627,1,1,8,34,2,29,14,108,1,7,1,50,-,-,1,784,1,159,1,416
4,1310203503,中央区,月島,月島３丁目,月島３丁目,103,2059,6,26,53,446,6,23,30,377,2,955,-,-,1,52,-,-,1,168,-,-
4,1310203504,中央区,月島,月島４丁目,月島４丁目,46,1831,5,25,9,57,3,34,18,884,2,157,3,34,-,-,1,543,-,-,-,-
3,1310203600,中央区,勝どき,,勝どき,245,27657,23,154,53,384,18,159,80,1465,6,1066,18,2633,14,2113,7,5099,3,621,2,13866
4,1310203601,中央区,勝どき,勝どき１丁目,勝どき１丁目,39,2397,5,77,11,64,2,38,9,132,-,-,1,49,3,1193,3,604,2,226,-,-
4,1310203602,中央区,勝どき,勝どき２丁目,勝どき２丁目,77,1113,2,5,18,174,8,77,33,467,3,109,2,118,-,-,1,100,-,-,-,-
4,1310203603,中央区,勝どき,勝どき３丁目,勝どき３丁目,53,6077,5,46,12,73,4,20,12,276,2,50,6,501,5,622,1,3705,-,-,1,772
4,1310203604,中央区,勝どき,勝どき４丁目,勝どき４丁目,36,1661,2,8,5,56,2,5,17,401,-,-,5,609,3,184,-,-,1,395,-,-
4,1310203605,中央区,勝どき,勝どき５丁目,勝どき５丁目,15,218,3,5,5,15,2,19,2,18,-,-,-,-,2,95,1,66,-,-,-,-
4,1310203606,中央区,勝どき,勝どき６丁目,勝どき６丁目,25,16191,6,13,2,2,-,-,7,171,1,907,4,1356,1,19,1,624,-,-,1,13094
3,1310203700,中央区,豊海町,,豊海町,38,3998,2,47,5,20,2,7,14,272,3,66,4,251,3,1488,4,1842,-,-,-,-
3,1310203800,中央区,晴海,,晴海,152,64101,6,65,7,122,10,46,18,2634,12,877,16,2578,27,31068,26,6307,10,5939,10,14392
4,1310203801,中央区,晴海,晴海１丁目,晴海１丁目,104,51140,4,61,2,17,2,1,11,2504,8,530,12,2514,23,28670,24,6124,9,4597,6,6099
4,1310203802,中央区,晴海,晴海２丁目,晴海２丁目,9,10499,1,2,1,11,1,1,1,2,-,-,-,-,2,2348,-,-,1,1342,2,6793
4,1310203803,中央区,晴海,晴海３丁目,晴海３丁目,34,2277,1,2,3,72,7,44,4,30,3,290,4,64,2,50,2,183,-,-,2,1500
4,1310203804,中央区,晴海,晴海４丁目,晴海４丁目,4,177,-,-,1,22,-,-,2,98,1,57,-,-,-,-,-,-,-,-,-,-
4,1310203805,中央区,晴海,晴海５丁目,晴海５丁目,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1310300000,港区,,,港区,17007,2025215,783,4847,2733,16870,1111,17640,6459,229584,1122,64692,1396,168800,1093,322707,646,237164,369,239111,293,711038
3,1310300100,港区,芝,,芝,1335,182469,61,432,174,1052,81,647,517,9811,106,7448,129,18833,103,34576,48,15932,33,32831,25,60234
4,1310300101,港区,芝,芝１丁目,芝１丁目,138,12064,4,13,15,66,8,38,58,1413,9,2213,20,3675,7,881,4,934,4,1590,2,1189
4,1310300102,港区,芝,芝２丁目,芝２丁目,312,23984,13,95,42,130,15,88,126,2207,20,672,22,3882,36,5547,15,2758,7,3496,4,5042
4,1310300103,港区,芝,芝３丁目,芝３丁目,282,48998,19,181,37,147,19,112,112,1870,18,619,26,1976,22,10635,9,4758,5,23003,2,5383
4,1310300104,港区,芝,芝４丁目,芝４丁目,184,27357,1,5,15,68,9,59,69,1795,21,1659,22,2395,22,12494,7,4009,8,3222,2,1601
4,1310300105,港区,芝,芝５丁目,芝５丁目,419,70066,24,138,65,641,30,350,152,2526,38,2285,39,6905,16,5019,13,3473,9,1520,15,47019
3,1310300200,港区,海岸,,海岸,291,62479,6,42,23,200,15,114,97,3267,22,757,36,3812,39,14691,18,10385,17,12800,9,15905
4,1310300201,港区,海岸,海岸１丁目,海岸１丁目,139,32168,5,41,10,94,7,36,45,1021,11,294,13,814,20,7041,10,1631,10,7917,4,13212
4,1310300202,港区,海岸,海岸２丁目,海岸２丁目,23,8526,-,-,-,-,-,-,10,134,2,11,5,846,2,389,2,5391,1,1752,-,-
4,1310300203,港区,海岸,海岸３丁目,海岸３丁目,129,21785,1,1,13,106,8,78,42,2112,9,452,18,2152,17,7261,6,3363,6,3131,5,2693
3,1310300300,港区,東新橋,,東新橋,294,168231,10,28,32,286,13,96,87,2533,18,1309,31,3134,43,35667,23,2440,16,5289,18,117444
4,1310300301,港区,東新橋,東新橋１丁目,東新橋１丁目,153,154057,4,17,9,210,5,64,32,1272,8,491,20,1925,27,29542,16,1174,12,1913,18,117444
4,1310300302,港区,東新橋,東新橋２丁目,東新橋２丁目,141,14174,6,11,23,76,8,32,55,1261,10,818,11,1209,16,6125,7,1266,4,3376,-,-
3,1310300400,港区,新橋,,新橋,1457,94460,64,367,209,1324,90,1154,637,10860,107,4636,126,8052,67,10961,36,28326,12,3704,13,24306
4,1310300401,港区,新橋,新橋１丁目,新橋１丁目,164,9553,8,59,20,143,13,84,68,1027,17,1044,17,751,8,634,3,464,1,151,2,5099
4,1310300402,港区,新橋,新橋２丁目,新橋２丁目,328,9116,17,92,58,375,18,168,122,2850,19,1085,31,1463,11,904,10,1488,3,17,1,393
4,1310300403,港区,新橋,新橋３丁目,新橋３丁目,216,9238,5,54,45,433,13,88,94,1390,13,322,19,1882,6,996,4,3879,-,-,-,-
4,1310300404,港区,新橋,新橋４丁目,新橋４丁目,174,7481,4,9,29,141,13,56,81,1437,13,855,13,1048,7,540,4,824,-,-,2,2521
4,1310300405,港区,新橋,新橋５丁目,新橋５丁目,354,40910,22,92,36,147,24,727,168,2829,26,839,25,1661,17,2023,7,19168,4,2204,5,11086
4,1310300406,港区,新橋,新橋６丁目,新橋６丁目,221,18162,8,61,21,85,9,31,104,1327,19,491,21,1247,18,5864,8,2503,4,1332,3,5207
3,1310300500,港区,西新橋,,西新橋,904,71078,45,286,118,518,64,495,330,4698,82,7099,94,5820,60,7567,39,6044,16,8106,18,29616
4,1310300501,港区,西新橋,西新橋１丁目,西新橋１丁目,375,30680,21,67,43,164,27,245,138,1498,31,5354,40,2915,29,3177,15,1648,5,686,9,14854
4,1310300502,港区,西新橋,西新橋２丁目,西新橋２丁目,297,23916,11,33,39,168,23,165,107,1301,27,623,29,1861,20,1651,13,1913,9,7004,5,8454
4,1310300503,港区,西新橋,西新橋３丁目,西新橋３丁目,232,16482,13,186,36,186,14,85,85,1899,24,1122,25,1044,11,2739,11,2483,2,416,4,6308
3,1310300600,港区,三田,,三田,627,65131,21,223,108,627,37,397,247,4577,47,2339,55,9593,37,11108,27,11911,18,15087,6,9073
4,1310300601,港区,三田,三田１丁目,三田１丁目,124,23347,3,10,9,47,6,25,48,750,7,204,17,5821,12,4179,4,2730,7,6720,1,2823
4,1310300602,港区,三田,三田２丁目,三田２丁目,124,3454,7,118,23,109,11,70,61,1414,7,324,4,178,-,-,4,1200,-,-,-,-
4,1310300603,港区,三田,三田３丁目,三田３丁目,234,34954,4,66,26,269,11,275,79,1706,21,871,32,3457,23,6459,16,7119,11,8367,5,6250
4,1310300604,港区,三田,三田４丁目,三田４丁目,60,1371,5,23,13,46,4,7,28,328,8,686,1,57,-,-,1,224,-,-,-,-
4,1310300605,港区,三田,三田５丁目,三田５丁目,85,2005,2,6,37,156,5,20,31,379,4,254,1,80,2,470,2,638,-,-,-,-
3,1310300700,港区,浜松町,,浜松町,549,47456,12,68,62,284,38,6762,224,5324,51,1523,54,5411,43,5048,22,6382,13,8564,6,7902
4,1310300701,港区,浜松町,浜松町１丁目,浜松町１丁目,295,15591,7,27,33,139,21,154,128,2870,25,1057,33,2733,17,3173,11,3047,4,2264,-,-
4,1310300702,港区,浜松町,浜松町２丁目,浜松町２丁目,254,31865,5,41,29,145,17,6608,96,2454,26,466,21,2678,26,1875,11,3335,9,6300,6,7902
3,1310300800,港区,芝大門,,芝大門,494,46670,18,88,59,249,34,183,210,4840,43,2014,37,4958,36,6615,19,9557,10,4392,6,13589
4,1310300801,港区,芝大門,芝大門１丁目,芝大門１丁目,243,27065,10,58,25,86,19,125,95,1515,25,575,16,687,17,2213,13,4290,8,3856,6,13589
4,1310300802,港区,芝大門,芝大門２丁目,芝大門２丁目,251,19605,8,30,34,163,15,58,115,3325,18,1439,21,4271,19,4402,6,5267,2,536,-,-
3,1310300900,港区,芝公園,,芝公園,228,33842,9,129,12,239,9,91,77,1305,15,617,30,5836,28,6047,17,3649,16,14508,5,1339
4,1310300901,港区,芝公園,芝公園１丁目,芝公園１丁目,52,2724,1,9,5,27,2,13,21,554,4,106,8,1133,8,755,2,93,1,34,-,-
