地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,1311002501,目黒区,柿の木坂,柿の木坂１丁目,柿の木坂１丁目,44,413,4,36,15,53,3,21,19,267,1,7,-,-,-,-,-,-,-,-,-,-
4,1311002502,目黒区,柿の木坂,柿の木坂２丁目,柿の木坂２丁目,33,128,1,3,12,35,6,23,12,62,-,-,-,-,-,-,-,-,-,-,-,-
4,1311002503,目黒区,柿の木坂,柿の木坂３丁目,柿の木坂３丁目,20,280,1,3,5,27,2,37,10,87,-,-,1,97,-,-,-,-,-,-,-,-
3,1311002600,目黒区,八雲,,八雲,131,1424,11,57,40,164,12,38,54,949,4,98,2,41,1,54,-,-,-,-,-,-
4,1311002601,目黒区,八雲,八雲１丁目,八雲１丁目,43,317,5,29,15,88,5,19,13,139,1,3,1,25,-,-,-,-,-,-,-,-
4,1311002602,目黒区,八雲,八雲２丁目,八雲２丁目,31,518,2,11,5,10,3,9,16,328,2,88,1,16,1,54,-,-,-,-,-,-
4,1311002603,目黒区,八雲,八雲３丁目,八雲３丁目,34,327,3,15,12,34,3,8,13,258,1,7,-,-,-,-,-,-,-,-,-,-
4,1311002604,目黒区,八雲,八雲４丁目,八雲４丁目,6,107,-,-,2,3,-,-,4,104,-,-,-,-,-,-,-,-,-,-,-,-
4,1311002605,目黒区,八雲,八雲５丁目,八雲５丁目,17,155,1,2,6,29,1,2,8,120,-,-,-,-,-,-,-,-,-,-,-,-
3,1311002700,目黒区,東が丘,,東が丘,61,514,3,6,22,60,6,15,24,159,1,22,-,-,1,246,-,-,-,-,-,-
4,1311002701,目黒区,東が丘,東が丘１丁目,東が丘１丁目,36,125,1,2,14,34,3,8,16,78,-,-,-,-,-,-,-,-,-,-,-,-
4,1311002702,目黒区,東が丘,東が丘２丁目,東が丘２丁目,25,389,2,4,8,26,3,7,8,81,1,22,-,-,1,246,-,-,-,-,-,-
2,1311100000,大田区,,,大田区,12556,356507,764,4174,4318,21423,1289,8302,4607,70353,547,23890,401,72114,141,30285,61,16845,27,39897,18,65078
3,1311100100,大田区,大森東,,大森東,269,2258,13,70,108,465,40,201,95,1241,5,173,-,-,-,-,-,-,-,-,-,-
4,1311100101,大田区,大森東,大森東１丁目,大森東１丁目,57,447,4,7,25,103,7,35,17,175,1,42,-,-,-,-,-,-,-,-,-,-
4,1311100102,大田区,大森東,大森東２丁目,大森東２丁目,63,676,2,10,22,78,13,45,23,490,1,51,-,-,-,-,-,-,-,-,-,-
4,1311100103,大田区,大森東,大森東３丁目,大森東３丁目,27,272,-,-,10,44,1,1,15,158,1,69,-,-,-,-,-,-,-,-,-,-
4,1311100104,大田区,大森東,大森東４丁目,大森東４丁目,63,452,4,22,27,146,7,27,22,231,1,7,-,-,-,-,-,-,-,-,-,-
4,1311100105,大田区,大森東,大森東５丁目,大森東５丁目,59,411,3,31,24,94,12,93,18,187,1,4,-,-,-,-,-,-,-,-,-,-
3,1311100200,大田区,大森南,,大森南,404,4361,22,75,152,818,61,524,132,1789,16,579,10,341,3,155,-,-,-,-,-,-
4,1311100201,大田区,大森南,大森南１丁目,大森南１丁目,81,648,11,35,31,115,13,91,23,307,2,86,-,-,-,-,-,-,-,-,-,-
4,1311100202,大田区,大森南,大森南２丁目,大森南２丁目,108,1279,4,15,42,202,14,256,40,350,4,376,-,-,1,56,-,-,-,-,-,-
4,1311100203,大田区,大森南,大森南３丁目,大森南３丁目,91,823,3,18,42,325,14,47,25,255,3,45,3,122,-,-,-,-,-,-,-,-
4,1311100204,大田区,大森南,大森南４丁目,大森南４丁目,85,1273,3,4,20,120,12,102,35,816,7,72,4,117,1,11,-,-,-,-,-,-
4,1311100205,大田区,大森南,大森南５丁目,大森南５丁目,39,338,1,3,17,56,8,28,9,61,-,-,3,102,1,88,-,-,-,-,-,-
3,1311100300,大田区,大森中,,大森中,183,1528,10,50,59,246,20,104,69,572,11,207,7,213,-,-,1,124,-,-,-,-
4,1311100301,大田区,大森中,大森中１丁目,大森中１丁目,65,702,4,21,14,70,5,31,31,251,3,20,5,181,-,-,1,124,-,-,-,-
4,1311100302,大田区,大森中,大森中２丁目,大森中２丁目,72,556,5,27,26,103,9,28,24,231,5,160,-,-,-,-,-,-,-,-,-,-
4,1311100303,大田区,大森中,大森中３丁目,大森中３丁目,46,270,1,2,19,73,6,45,14,90,3,27,2,32,-,-,-,-,-,-,-,-
3,1311100400,大田区,大森西,,大森西,520,6371,27,178,189,790,60,340,192,1943,15,638,11,876,7,911,3,327,2,294,-,-
4,1311100401,大田区,大森西,大森西１丁目,大森西１丁目,118,1240,6,13,42,139,15,51,44,373,3,306,-,-,1,80,1,118,1,150,-,-
4,1311100402,大田区,大森西,大森西２丁目,大森西２丁目,97,1198,4,8,37,183,9,48,35,339,4,94,4,164,2,153,2,209,-,-,-,-
4,1311100403,大田区,大森西,大森西３丁目,大森西３丁目,82,1254,-,-,23,76,11,60,40,533,1,35,3,394,1,141,-,-,-,-,-,-
4,1311100404,大田区,大森西,大森西４丁目,大森西４丁目,58,697,4,7,25,115,7,30,12,140,4,145,2,93,-,-,-,-,1,144,-,-
4,1311100405,大田区,大森西,大森西５丁目,大森西５丁目,70,537,3,19,22,82,10,103,31,269,1,28,1,3,1,12,-,-,-,-,-,-
4,1311100406,大田区,大森西,大森西６丁目,大森西６丁目,65,492,8,123,28,134,6,29,18,165,2,30,-,-,1,6,-,-,-,-,-,-
4,1311100407,大田区,大森西,大森西７丁目,大森西７丁目,30,953,2,8,12,61,2,19,12,124,-,-,1,222,1,519,-,-,-,-,-,-
3,1311100500,大田区,大森北,,大森北,648,30489,32,375,196,1033,55,351,258,6815,31,1518,21,1961,18,2769,8,2445,1,10,3,12979
4,1311100501,大田区,大森北,大森北１丁目,大森北１丁目,252,19299,10,88,65,339,22,131,103,4148,10,464,9,433,12,2469,4,1146,1,10,2,9925
4,1311100502,大田区,大森北,大森北２丁目,大森北２丁目,81,5207,5,92,15,137,6,37,39,887,5,249,6,572,1,3,1,172,-,-,1,3054
4,1311100503,大田区,大森北,大森北３丁目,大森北３丁目,111,1861,7,156,39,146,14,99,40,359,5,246,1,40,1,28,2,777,-,-,-,-
4,1311100504,大田区,大森北,大森北４丁目,大森北４丁目,61,1741,4,11,18,109,3,25,20,540,5,74,2,534,2,31,1,350,-,-,-,-
4,1311100505,大田区,大森北,大森北５丁目,大森北５丁目,38,788,1,11,11,37,3,18,20,360,1,26,1,204,1,132,-,-,-,-,-,-
4,1311100506,大田区,大森北,大森北６丁目,大森北６丁目,105,1593,5,17,48,265,7,41,36,521,5,459,2,178,1,106,-,-,-,-,-,-
3,1311100600,大田区,大森本町,,大森本町,101,1223,8,31,34,179,9,38,36,612,5,90,4,90,-,-,1,137,-,-,-,-
4,1311100601,大田区,大森本町,大森本町１丁目,大森本町１丁目,44,732,2,14,16,96,4,8,15,373,2,27,3,65,-,-,1,137,-,-,-,-
4,1311100602,大田区,大森本町,大森本町２丁目,大森本町２丁目,57,491,6,17,18,83,5,30,21,239,3,63,1,25,-,-,-,-,-,-,-,-
3,1311100700,大田区,平和島,,平和島,72,21163,-,-,2,70,3,29,24,1618,10,1563,10,3516,9,2191,7,3880,3,609,2,7087
4,1311100701,大田区,平和島,平和島１丁目,平和島１丁目,10,3105,-,-,-,-,-,-,4,168,1,150,2,2214,1,38,-,-,2,535,-,-
4,1311100702,大田区,平和島,平和島２丁目,平和島２丁目,2,32,-,-,-,-,-,-,1,9,-,-,1,23,-,-,-,-,-,-,-,-
4,1311100703,大田区,平和島,平和島３丁目,平和島３丁目,10,666,-,-,1,23,1,12,7,221,-,-,-,-,-,-,1,410,-,-,-,-
4,1311100704,大田区,平和島,平和島４丁目,平和島４丁目,6,3858,-,-,-,-,-,-,1,23,2,552,1,39,-,-,1,793,-,-,1,2451
4,1311100705,大田区,平和島,平和島５丁目,平和島５丁目,22,4339,-,-,1,47,1,9,6,1012,2,296,4,418,4,446,3,1512,-,-,-,-
4,1311100706,大田区,平和島,平和島６丁目,平和島６丁目,22,9163,-,-,-,-,1,8,5,185,5,565,2,822,4,1707,2,1165,1,74,1,4636
3,1311100800,大田区,昭和島,,昭和島,26,1281,-,-,2,13,-,-,16,646,4,148,3,472,-,-,1,2,-,-,-,-
4,1311100801,大田区,昭和島,昭和島１丁目,昭和島１丁目,15,640,-,-,2,13,-,-,10,334,2,67,1,226,-,-,-,-,-,-,-,-
4,1311100802,大田区,昭和島,昭和島２丁目,昭和島２丁目,11,641,-,-,-,-,-,-,6,312,2,81,2,246,-,-,1,2,-,-,-,-
3,1311100900,大田区,山王,,山王,336,4722,29,155,104,649,26,170,115,1204,15,235,24,1808,2,75,2,313,-,-,-,-
4,1311100901,大田区,山王,山王１丁目,山王１丁目,61,826,5,52,22,77,1,3,22,137,2,11,5,211,-,-,1,292,-,-,-,-
4,1311100902,大田区,山王,山王２丁目,山王２丁目,138,2339,10,57,38,183,14,88,52,571,8,98,10,1308,-,-,-,-,-,-,-,-
4,1311100903,大田区,山王,山王３丁目,山王３丁目,104,1094,10,23,35,160,8,43,31,374,2,102,6,261,2,75,1,21,-,-,-,-
4,1311100904,大田区,山王,山王４丁目,山王４丁目,33,463,4,23,9,229,3,36,10,122,3,24,3,28,-,-,-,-,-,-,-,-
3,1311101000,大田区,平和の森公園,,平和の森公園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1311101100,大田区,東馬込,,東馬込,92,1620,2,3,35,114,13,52,33,394,2,59,3,193,-,-,-,-,1,770,-,-
4,1311101101,大田区,東馬込,東馬込１丁目,東馬込１丁目,69,1368,2,3,28,88,10,39,22,288,2,59,2,99,-,-,-,-,1,770,-,-
4,1311101102,大田区,東馬込,東馬込２丁目,東馬込２丁目,23,252,-,-,7,26,3,13,11,106,-,-,1,94,-,-,-,-,-,-,-,-
3,1311101200,大田区,南馬込,,南馬込,242,2205,22,90,82,325,19,116,95,724,10,189,6,252,1,139,2,349,-,-,-,-
4,1311101201,大田区,南馬込,南馬込１丁目,南馬込１丁目,50,618,3,12,14,43,6,29,20,194,3,37,1,96,-,-,1,202,-,-,-,-
4,1311101202,大田区,南馬込,南馬込２丁目,南馬込２丁目,33,336,2,5,18,63,-,-,10,41,2,88,-,-,1,139,-,-,-,-,-,-
4,1311101203,大田区,南馬込,南馬込３丁目,南馬込３丁目,30,146,3,9,9,44,2,6,13,71,2,3,1,13,-,-,-,-,-,-,-,-
4,1311101204,大田区,南馬込,南馬込４丁目,南馬込４丁目,37,245,6,17,14,58,4,29,10,48,1,5,1,86,-,-,-,-,-,-,-,-
4,1311101205,大田区,南馬込,南馬込５丁目,南馬込５丁目,70,673,7,46,21,92,4,16,33,258,1,50,1,50,-,-,1,147,-,-,-,-
4,1311101206,大田区,南馬込,南馬込６丁目,南馬込６丁目,22,187,1,1,6,25,3,36,9,112,1,6,2,7,-,-,-,-,-,-,-,-
3,1311101300,大田区,中馬込,,中馬込,107,2106,8,30,39,178,4,9,48,493,4,150,2,843,1,402,-,-,-,-,-,-
4,1311101301,大田区,中馬込,中馬込１丁目,中馬込１丁目,35,1333,6,13,12,39,2,5,12,98,1,65,1,711,1,402,-,-,-,-,-,-
4,1311101302,大田区,中馬込,中馬込２丁目,中馬込２丁目,30,392,1,16,10,51,1,1,17,192,-,-,1,132,-,-,-,-,-,-,-,-
4,1311101303,大田区,中馬込,中馬込３丁目,中馬込３丁目,42,381,1,1,17,88,1,3,19,203,3,85,-,-,-,-,-,-,-,-,-,-
3,1311101400,大田区,西馬込,,西馬込,91,1351,5,61,26,130,7,72,45,683,3,93,3,308,-,-,-,-,-,-,-,-
4,1311101401,大田区,西馬込,西馬込１丁目,西馬込１丁目,41,342,3,6,11,35,2,38,25,263,-,-,-,-,-,-,-,-,-,-,-,-
4,1311101402,大田区,西馬込,西馬込２丁目,西馬込２丁目,50,1009,2,55,15,95,5,34,20,420,3,93,3,308,-,-,-,-,-,-,-,-
3,1311101500,大田区,北馬込,,北馬込,132,1572,2,8,51,275,15,63,46,528,8,161,-,-,3,272,1,231,-,-,-,-
4,1311101501,大田区,北馬込,北馬込１丁目,北馬込１丁目,44,414,1,1,12,54,3,17,19,228,5,47,-,-,1,52,-,-,-,-,-,-
4,1311101502,大田区,北馬込,北馬込２丁目,北馬込２丁目,88,1158,1,7,39,221,12,46,27,300,3,114,-,-,2,220,1,231,-,-,-,-
3,1311101600,大田区,中央,,中央,393,4016,20,73,146,519,31,124,152,1807,18,549,12,606,2,208,-,-,-,-,-,-
4,1311101601,大田区,中央,中央１丁目,中央１丁目,29,216,3,8,12,34,-,-,7,99,1,7,4,12,-,-,-,-,-,-,-,-
4,1311101602,大田区,中央,中央２丁目,中央２丁目,18,232,-,-,8,39,-,-,5,120,-,-,3,52,-,-,-,-,-,-,-,-
4,1311101603,大田区,中央,中央３丁目,中央３丁目,72,610,2,6,33,107,8,27,23,340,4,79,1,50,-,-,-,-,-,-,-,-
4,1311101604,大田区,中央,中央４丁目,中央４丁目,52,658,5,13,15,69,9,30,19,302,3,236,-,-,-,-,-,-,-,-,-,-
4,1311101605,大田区,中央,中央５丁目,中央５丁目,25,153,3,28,10,20,-,-,10,100,-,-,1,1,1,4,-,-,-,-,-,-
4,1311101606,大田区,中央,中央６丁目,中央６丁目,45,446,1,2,14,44,1,2,26,182,1,5,-,-,1,204,-,-,-,-,-,-
4,1311101607,大田区,中央,中央７丁目,中央７丁目,48,300,1,5,21,101,3,25,17,127,2,11,-,-,-,-,-,-,-,-,-,-
4,1311101608,大田区,中央,中央８丁目,中央８丁目,104,1401,5,11,33,105,10,40,45,537,7,211,3,491,-,-,-,-,-,-,-,-
3,1311101700,大田区,池上,,池上,476,5904,26,164,159,851,57,320,190,2077,15,710,7,501,4,309,1,129,-,-,1,745
4,1311101701,大田区,池上,池上１丁目,池上１丁目,34,260,2,5,9,16,4,14,15,213,1,1,1,5,-,-,-,-,-,-,-,-
4,1311101702,大田区,池上,池上２丁目,池上２丁目,30,154,1,20,12,27,5,21,11,83,-,-,-,-,-,-,-,-,-,-,-,-
4,1311101703,大田区,池上,池上３丁目,池上３丁目,82,593,5,22,24,121,11,87,36,329,4,31,-,-,-,-,-,-,-,-,-,-
4,1311101704,大田区,池上,池上４丁目,池上４丁目,70,637,6,67,25,137,11,78,24,212,1,10,1,79,1,51,-,-,-,-,-,-
4,1311101705,大田区,池上,池上５丁目,池上５丁目,64,1660,3,10,23,190,6,21,22,152,3,157,2,118,1,130,1,129,-,-,1,745
4,1311101706,大田区,池上,池上６丁目,池上６丁目,98,1271,6,29,40,232,13,63,31,442,3,425,-,-,1,43,-,-,-,-,-,-
4,1311101707,大田区,池上,池上７丁目,池上７丁目,50,728,1,3,16,84,2,12,24,234,3,86,3,299,-,-,-,-,-,-,-,-
4,1311101708,大田区,池上,池上８丁目,池上８丁目,48,601,2,8,10,44,5,24,27,412,-,-,-,-,1,85,-,-,-,-,-,-
3,1311101800,大田区,京浜島,,京浜島,130,3866,2,31,10,61,8,44,76,1865,19,606,10,934,4,308,-,-,-,-,-,-
4,1311101801,大田区,京浜島,京浜島１丁目,京浜島１丁目,3,590,-,-,-,-,-,-,1,24,-,-,2,566,-,-,-,-,-,-,-,-
4,1311101802,大田区,京浜島,京浜島２丁目,京浜島２丁目,114,2904,2,31,9,57,7,43,68,1596,17,562,7,331,3,267,-,-,-,-,-,-
4,1311101803,大田区,京浜島,京浜島３丁目,京浜島３丁目,13,372,-,-,1,4,1,1,7,245,2,44,1,37,1,41,-,-,-,-,-,-
3,1311101900,大田区,東海,,東海,311,8870,5,17,39,174,51,472,161,2551,22,1830,20,1997,1,1,5,1204,1,569,-,-
4,1311101901,大田区,東海,東海１丁目,東海１丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1311101902,大田区,東海,東海２丁目,東海２丁目,25,744,-,-,1,2,4,17,14,261,3,41,1,7,-,-,2,416,-,-,-,-
4,1311101903,大田区,東海,東海３丁目,東海３丁目,258,5930,5,17,36,165,45,384,135,2020,15,845,13,1134,1,1,2,755,1,569,-,-
4,1311101904,大田区,東海,東海４丁目,東海４丁目,16,953,-,-,-,-,2,71,7,75,1,11,5,781,-,-,-,-,-,-,-,-
4,1311101905,大田区,東海,東海５丁目,東海５丁目,10,1100,-,-,2,7,-,-,3,52,3,933,1,75,-,-,1,33,-,-,-,-
4,1311101906,大田区,東海,東海６丁目,東海６丁目,2,143,-,-,-,-,-,-,2,143,-,-,-,-,-,-,-,-,-,-,-,-
3,1311102000,大田区,城南島,,城南島,86,2408,2,3,5,51,7,44,41,774,19,892,8,452,2,186,-,-,-,-,-,-
4,1311102001,大田区,城南島,城南島１丁目,城南島１丁目,5,198,-,-,-,-,-,-,-,-,1,5,2,40,1,149,-,-,-,-,-,-
4,1311102002,大田区,城南島,城南島２丁目,城南島２丁目,50,1359,1,2,2,8,6,37,25,454,11,496,4,360,-,-,-,-,-,-,-,-
4,1311102003,大田区,城南島,城南島３丁目,城南島３丁目,1,37,-,-,-,-,-,-,-,-,-,-,-,-,1,37,-,-,-,-,-,-
4,1311102004,大田区,城南島,城南島４丁目,城南島４丁目,28,779,1,1,3,43,1,7,15,298,6,378,2,52,-,-,-,-,-,-,-,-
4,1311102005,大田区,城南島,城南島５丁目,城南島５丁目,1,13,-,-,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-
4,1311102006,大田区,城南島,城南島６丁目,城南島６丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1311102007,大田区,城南島,城南島７丁目,城南島７丁目,1,22,-,-,-,-,-,-,1,22,-,-,-,-,-,-,-,-,-,-,-,-
3,1311102100,大田区,東嶺町,,東嶺町,50,458,5,59,16,86,6,56,18,119,1,9,1,88,1,15,-,-,-,-,-,-
3,1311102200,大田区,西嶺町,,西嶺町,27,160,1,1,7,36,-,-,15,75,3,29,1,19,-,-,-,-,-,-,-,-
3,1311102300,大田区,北嶺町,,北嶺町,88,1099,5,34,28,170,13,61,31,251,4,494,2,79,-,-,-,-,-,-,-,-
3,1311102400,大田区,田園調布南,,田園調布南,32,458,5,36,8,31,2,10,14,268,1,2,1,107,-,-,-,-,-,-,-,-
3,1311102500,大田区,田園調布本町,,田園調布本町,80,702,5,25,26,163,13,50,30,399,4,57,-,-,1,7,-,-,-,-,-,-
3,1311102600,大田区,田園調布,,田園調布,308,2857,23,79,121,493,23,94,107,1210,13,144,10,791,2,8,-,-,-,-,-,-
4,1311102601,大田区,田園調布,田園調布１丁目,田園調布１丁目,88,1385,6,10,38,182,5,24,28,444,1,17,3,674,1,6,-,-,-,-,-,-
4,1311102602,大田区,田園調布,田園調布２丁目,田園調布２丁目,94,643,8,45,33,131,6,17,36,318,4,21,3,99,1,2,-,-,-,-,-,-
4,1311102603,大田区,田園調布,田園調布３丁目,田園調布３丁目,51,493,1,1,21,78,4,19,21,343,2,43,2,9,-,-,-,-,-,-,-,-
4,1311102604,大田区,田園調布,田園調布４丁目,田園調布４丁目,35,146,3,10,13,54,2,4,13,64,3,9,1,5,-,-,-,-,-,-,-,-
4,1311102605,大田区,田園調布,田園調布５丁目,田園調布５丁目,40,190,5,13,16,48,6,30,9,41,3,54,1,4,-,-,-,-,-,-,-,-
3,1311102700,大田区,雪谷大塚町,,雪谷大塚町,40,7243,3,21,14,73,3,13,11,123,2,34,2,1034,-,-,1,141,1,74,1,5715
3,1311102800,大田区,鵜の木,,鵜の木,184,2321,11,33,83,364,21,275,53,560,6,145,3,199,3,648,1,63,-,-,-,-
4,1311102801,大田区,鵜の木,鵜の木１丁目,鵜の木１丁目,34,318,3,8,13,97,4,8,11,112,-,-,-,-,-,-,1,63,-,-,-,-
4,1311102802,大田区,鵜の木,鵜の木２丁目,鵜の木２丁目,94,1516,7,24,45,164,9,243,23,182,5,137,1,114,3,648,-,-,-,-,-,-
4,1311102803,大田区,鵜の木,鵜の木３丁目,鵜の木３丁目,56,487,1,1,25,103,8,24,19,266,1,8,2,85,-,-,-,-,-,-,-,-
3,1311102900,大田区,千鳥,,千鳥,182,2945,14,80,61,307,15,74,67,901,8,381,6,414,3,116,1,319,1,307,-,-
4,1311102901,大田区,千鳥,千鳥１丁目,千鳥１丁目,76,608,4,39,30,113,12,67,24,199,-,-,2,176,-,-,-,-,-,-,-,-
4,1311102902,大田区,千鳥,千鳥２丁目,千鳥２丁目,80,1974,6,25,22,106,1,3,35,638,5,190,4,238,3,116,1,319,1,307,-,-
4,1311102903,大田区,千鳥,千鳥３丁目,千鳥３丁目,26,363,4,16,9,88,2,4,8,64,3,191,-,-,-,-,-,-,-,-,-,-
3,1311103000,大田区,南久が原,,南久が原,101,850,6,6,36,181,14,122,35,499,2,10,2,10,-,-,-,-,-,-,-,-
4,1311103001,大田区,南久が原,南久が原１丁目,南久が原１丁目,18,140,2,2,7,54,3,9,3,60,1,4,-,-,-,-,-,-,-,-,-,-
4,1311103002,大田区,南久が原,南久が原２丁目,南久が原２丁目,83,710,4,4,29,127,11,113,32,439,1,6,2,10,-,-,-,-,-,-,-,-
3,1311103100,大田区,久が原,,久が原,247,4148,21,119,95,426,19,88,85,1016,8,114,4,866,3,1324,-,-,-,-,-,-
4,1311103101,大田区,久が原,久が原１丁目,久が原１丁目,29,203,3,13,13,46,3,8,9,118,-,-,-,-,-,-,-,-,-,-,-,-
4,1311103102,大田区,久が原,久が原２丁目,久が原２丁目,72,688,5,78,26,112,7,31,25,283,4,71,1,98,1,4,-,-,-,-,-,-
4,1311103103,大田区,久が原,久が原３丁目,久が原３丁目,63,651,5,7,33,170,2,18,15,255,2,3,1,45,-,-,-,-,-,-,-,-
4,1311103104,大田区,久が原,久が原４丁目,久が原４丁目,21,138,-,-,9,60,2,4,9,40,1,34,-,-,-,-,-,-,-,-,-,-
4,1311103105,大田区,久が原,久が原５丁目,久が原５丁目,49,2404,4,6,12,35,3,5,23,299,1,6,2,723,2,1320,-,-,-,-,-,-
4,1311103106,大田区,久が原,久が原６丁目,久が原６丁目,13,64,4,15,2,3,2,22,4,21,-,-,-,-,-,-,-,-,-,-,-,-
3,1311103200,大田区,南千束,,南千束,88,679,7,14,32,138,9,115,30,237,1,4,3,118,3,45,-,-,-,-,-,-
4,1311103201,大田区,南千束,南千束１丁目,南千束１丁目,46,435,2,3,13,64,6,23,17,172,1,4,2,117,3,45,-,-,-,-,-,-
4,1311103202,大田区,南千束,南千束２丁目,南千束２丁目,11,43,1,3,6,19,1,7,3,14,-,-,-,-,-,-,-,-,-,-,-,-
4,1311103203,大田区,南千束,南千束３丁目,南千束３丁目,31,201,4,8,13,55,2,85,10,51,-,-,1,1,-,-,-,-,-,-,-,-
3,1311103300,大田区,北千束,,北千束,184,2305,17,79,65,345,16,85,60,527,7,186,4,223,2,172,2,625,-,-,-,-
4,1311103301,大田区,北千束,北千束１丁目,北千束１丁目,86,1136,9,37,36,165,8,51,19,167,1,5,2,169,1,76,1,412,-,-,-,-
4,1311103302,大田区,北千束,北千束２丁目,北千束２丁目,57,661,2,6,19,91,2,3,26,239,4,51,2,54,-,-,1,213,-,-,-,-
4,1311103303,大田区,北千束,北千束３丁目,北千束３丁目,41,508,6,36,10,89,6,31,15,121,2,130,-,-,1,96,-,-,-,-,-,-
3,1311103400,大田区,石川町,,石川町,46,322,3,5,17,135,6,24,14,98,3,33,2,26,-,-,-,-,-,-,-,-
4,1311103401,大田区,石川町,石川町１丁目,石川町１丁目,15,92,-,-,10,49,1,1,2,38,1,3,-,-,-,-,-,-,-,-,-,-
4,1311103402,大田区,石川町,石川町２丁目,石川町２丁目,31,230,3,5,7,86,5,23,12,60,2,30,2,26,-,-,-,-,-,-,-,-
3,1311103500,大田区,仲池上,,仲池上,177,4047,9,33,54,321,21,145,79,2528,5,138,6,429,-,-,-,-,1,442,-,-
4,1311103501,大田区,仲池上,仲池上１丁目,仲池上１丁目,90,2673,5,19,24,104,10,62,43,2085,4,129,3,268,-,-,-,-,-,-,-,-
4,1311103502,大田区,仲池上,仲池上２丁目,仲池上２丁目,87,1374,4,14,30,217,11,83,36,443,1,9,3,161,-,-,-,-,1,442,-,-
3,1311103600,大田区,東雪谷,,東雪谷,198,1392,16,79,67,255,24,134,77,775,4,66,2,57,-,-,-,-,-,-,-,-
4,1311103601,大田区,東雪谷,東雪谷１丁目,東雪谷１丁目,30,149,2,6,6,43,3,9,18,86,-,-,1,5,-,-,-,-,-,-,-,-
4,1311103602,大田区,東雪谷,東雪谷２丁目,東雪谷２丁目,61,528,6,33,22,91,8,41,20,318,1,29,-,-,-,-,-,-,-,-,-,-
4,1311103603,大田区,東雪谷,東雪谷３丁目,東雪谷３丁目,42,348,6,34,12,49,3,31,19,224,1,5,-,-,-,-,-,-,-,-,-,-
4,1311103604,大田区,東雪谷,東雪谷４丁目,東雪谷４丁目,30,144,1,2,12,26,5,23,7,32,1,4,1,52,-,-,-,-,-,-,-,-
4,1311103605,大田区,東雪谷,東雪谷５丁目,東雪谷５丁目,35,223,1,4,15,46,5,30,13,115,1,28,-,-,-,-,-,-,-,-,-,-
3,1311103700,大田区,南雪谷,,南雪谷,130,1028,11,87,52,253,13,58,40,262,6,44,3,98,-,-,1,210,-,-,-,-
4,1311103701,大田区,南雪谷,南雪谷１丁目,南雪谷１丁目,24,202,1,2,11,62,2,4,7,61,2,25,1,48,-,-,-,-,-,-,-,-
4,1311103702,大田区,南雪谷,南雪谷２丁目,南雪谷２丁目,65,547,10,85,23,75,6,28,18,106,2,5,1,22,-,-,1,210,-,-,-,-
4,1311103703,大田区,南雪谷,南雪谷３丁目,南雪谷３丁目,12,54,-,-,7,20,2,10,3,24,-,-,-,-,-,-,-,-,-,-,-,-
4,1311103704,大田区,南雪谷,南雪谷４丁目,南雪谷４丁目,12,78,-,-,5,25,-,-,6,44,1,9,-,-,-,-,-,-,-,-,-,-
4,1311103705,大田区,南雪谷,南雪谷５丁目,南雪谷５丁目,17,147,-,-,6,71,3,16,6,27,1,5,1,28,-,-,-,-,-,-,-,-
3,1311103800,大田区,上池台,,上池台,309,2596,23,97,107,518,24,270,117,936,13,296,9,176,1,214,-,-,-,-,-,-
4,1311103801,大田区,上池台,上池台１丁目,上池台１丁目,101,944,8,18,27,192,5,167,42,230,7,169,4,120,-,-,-,-,-,-,-,-
4,1311103802,大田区,上池台,上池台２丁目,上池台２丁目,38,247,4,6,17,85,3,15,9,55,3,77,2,9,-,-,-,-,-,-,-,-
4,1311103803,大田区,上池台,上池台３丁目,上池台３丁目,74,565,7,13,29,123,6,31,28,349,1,14,1,5,-,-,-,-,-,-,-,-
