地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
4,13225,稲城市,1,R,サービス業（他に分類されないもの）,119,1324,891,432,65,145,101,43,20,126,84,42,18,244,162,82,7,166,129,37,3,123,94,29,3,199,143,56,1,109,105,4,1,212,73,139,-,-,-,-,-,-,-,-,1
4,13227,羽村市,0,A～R,全産業（Ｓ公務を除く）,1944,24859,15995,8786,1110,2321,1173,1142,351,2290,1136,1149,256,3482,1971,1511,94,2197,1176,954,67,2579,1325,1254,36,2554,1390,1164,22,2866,1693,1173,2,462,382,80,-,-,-,-,3,6108,5749,359,3
4,13227,羽村市,1,A,農業，林業,1,35,28,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,35,28,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,C,鉱業，採石業，砂利採取業,1,2,1,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,D,建設業,158,965,775,189,90,182,135,46,35,219,164,55,27,344,274,70,3,67,58,9,2,71,64,7,1,82,80,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,E,製造業,144,7921,6975,946,55,138,90,48,28,193,141,52,15,210,156,54,16,385,281,104,9,349,277,72,11,741,537,204,7,859,664,195,1,221,199,22,-,-,-,-,2,4825,4630,195,-
4,13227,羽村市,1,F,電気・ガス・熱供給・水道業,2,49,47,2,-,-,-,-,-,-,-,-,1,14,14,-,-,-,-,-,1,35,33,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,G,情報通信業,17,223,144,79,9,16,10,6,5,26,20,6,-,-,-,-,-,-,-,-,1,33,22,11,2,148,92,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,H,運輸業，郵便業,48,1044,844,195,11,30,23,7,8,52,35,12,13,177,134,43,5,120,80,40,7,306,269,37,3,238,182,56,1,121,121,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,I,卸売業，小売業,408,3678,1921,1736,199,443,236,207,82,536,273,263,80,1116,620,496,31,715,392,302,9,313,157,156,4,297,96,201,2,258,147,111,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13227,羽村市,1,J,金融業，保険業,25,342,103,239,8,15,5,10,4,26,18,8,7,99,36,63,2,44,11,33,4,158,33,125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,K,不動産業，物品賃貸業,128,404,221,183,107,240,121,119,16,98,58,40,5,66,42,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,L,学術研究，専門・技術サービス業,67,1830,1482,348,48,94,57,37,9,50,21,29,6,74,56,18,-,-,-,-,1,45,35,10,-,-,-,-,2,284,194,90,-,-,-,-,-,-,-,-,1,1283,1119,164,-
4,13227,羽村市,1,M,宿泊業，飲食サービス業,388,2453,1015,1438,252,540,233,307,73,467,170,297,42,567,279,288,8,201,87,114,10,362,126,236,2,153,73,80,1,163,47,116,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,N,生活関連サービス業，娯楽業,198,721,277,444,164,302,107,195,18,117,37,80,11,156,61,95,3,67,31,36,2,79,41,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,O,教育，学習支援業,86,634,279,355,51,81,23,58,11,78,36,42,13,170,82,88,7,159,89,70,2,91,41,50,1,55,8,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13227,羽村市,1,P,医療，福祉,168,2946,741,2203,64,126,57,67,42,289,74,215,22,291,67,224,12,276,46,230,14,554,123,431,8,596,175,421,6,814,199,615,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,Q,複合サービス事業,7,311,219,92,3,12,6,6,1,8,2,6,1,12,6,6,-,-,-,-,1,38,22,16,-,-,-,-,-,-,-,-,1,241,183,58,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,R,サービス業（他に分類されないもの）,98,1301,923,329,48,100,69,28,19,131,87,44,13,186,144,42,7,163,101,16,3,110,54,56,4,244,147,97,3,367,321,46,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13228,あきる野市,0,A～R,全産業（Ｓ公務を除く）,2349,21510,11274,10043,1375,2983,1709,1265,475,3106,1613,1469,261,3565,1900,1665,97,2342,1229,1113,69,2664,1185,1479,38,2773,1401,1372,20,2580,1498,922,4,1050,611,439,1,447,128,319,-,-,-,-,9
4,13228,あきる野市,1,A,農業，林業,7,51,45,6,3,10,7,3,2,17,15,2,2,24,23,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,D,建設業,378,1888,1491,388,249,528,400,128,86,550,410,131,31,437,346,91,5,113,98,15,5,184,163,21,1,76,74,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13228,あきる野市,1,E,製造業,226,3219,2325,732,106,243,164,77,44,269,172,97,35,490,359,131,21,530,371,159,6,248,170,78,4,283,216,67,9,1156,873,123,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13228,あきる野市,1,F,電気・ガス・熱供給・水道業,2,28,28,-,-,-,-,-,-,-,-,-,2,28,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,G,情報通信業,18,177,150,27,14,33,24,9,3,16,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,128,121,7,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,H,運輸業，郵便業,32,737,514,223,8,15,12,3,8,60,51,9,6,69,58,11,3,74,56,18,3,104,94,10,3,245,167,78,1,170,76,94,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,I,卸売業，小売業,569,4193,1950,2243,328,770,411,359,117,791,352,439,80,1085,515,570,25,583,284,299,12,458,253,205,2,119,65,54,3,387,70,317,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13228,あきる野市,1,J,金融業，保険業,27,304,108,196,13,26,17,9,3,20,12,8,4,60,29,31,4,93,40,53,3,105,10,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,K,不動産業，物品賃貸業,96,380,227,153,77,165,95,70,11,71,42,29,6,84,59,25,1,22,18,4,1,38,13,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,L,学術研究，専門・技術サービス業,88,492,347,145,64,138,82,56,18,113,66,47,3,46,23,23,1,27,27,-,-,-,-,-,2,168,149,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,M,宿泊業，飲食サービス業,257,1957,766,1191,137,292,131,161,65,425,170,255,29,384,154,230,14,343,99,244,9,323,135,188,1,61,31,30,1,129,46,83,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13228,あきる野市,1,N,生活関連サービス業，娯楽業,216,1547,742,801,170,329,132,193,24,151,69,82,10,144,82,62,5,135,72,63,2,87,37,50,1,81,37,44,1,114,46,68,2,506,267,239,-,-,-,-,-,-,-,-,1
4,13228,あきる野市,1,O,教育，学習支援業,70,530,232,291,45,87,28,59,11,73,29,37,6,88,50,38,3,61,17,44,2,77,28,49,2,144,80,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13228,あきる野市,1,P,医療，福祉,210,4365,1207,3147,65,138,64,71,52,361,102,251,37,491,99,392,9,222,53,169,22,893,151,742,20,1469,490,979,3,344,120,224,-,-,-,-,1,447,128,319,-,-,-,-,1
4,13228,あきる野市,1,Q,複合サービス事業,18,741,439,302,2,7,5,2,9,49,19,30,2,28,12,16,2,43,22,21,-,-,-,-,1,70,37,33,-,-,-,-,2,544,344,200,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,1,R,サービス業（他に分類されないもの）,135,901,703,198,94,202,137,65,22,140,99,41,8,107,63,44,4,96,72,24,4,147,131,16,1,57,55,2,1,152,146,6,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13229,西東京市,0,A～R,全産業（Ｓ公務を除く）,5000,47900,21864,25772,2895,6227,3141,3069,982,6389,2866,3491,635,8536,3875,4631,207,4867,2452,2415,152,5589,2453,3136,65,4425,2124,2301,34,4842,2229,2428,6,1506,890,616,4,1677,698,979,4,3842,1136,2706,16
4,13229,西東京市,1,A,農業，林業,4,25,17,8,2,7,5,2,1,7,3,4,1,11,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,D,建設業,451,3516,2801,707,255,567,412,152,113,722,551,166,51,668,539,129,16,384,325,59,7,267,246,21,6,401,328,73,2,251,236,15,1,256,164,92,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,E,製造業,150,1435,1027,408,92,212,118,94,24,142,93,49,20,259,152,107,6,141,73,68,3,108,84,24,1,50,46,4,2,244,208,36,1,279,253,26,-,-,-,-,-,-,-,-,1
4,13229,西東京市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,G,情報通信業,70,918,560,358,41,85,56,29,15,100,64,36,4,53,25,28,2,47,35,12,3,103,77,26,1,83,58,25,1,101,39,62,-,-,-,-,1,346,206,140,-,-,-,-,2
4,13229,西東京市,1,H,運輸業，郵便業,48,1940,1649,289,11,24,10,12,8,55,40,15,8,115,103,12,5,114,89,25,5,186,157,29,7,473,389,84,2,365,362,3,1,250,240,10,1,358,259,99,-,-,-,-,-
4,13229,西東京市,1,I,卸売業，小売業,1181,10597,4923,5666,666,1511,745,766,242,1554,586,960,152,2123,1001,1122,57,1309,734,575,35,1287,621,666,11,731,234,497,8,1209,457,752,1,215,53,162,-,-,-,-,1,658,492,166,8
4,13229,西東京市,1,J,金融業，保険業,68,1148,372,776,21,52,30,22,2,13,3,10,23,334,188,146,10,250,66,184,9,325,57,268,3,174,28,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,K,不動産業，物品賃貸業,439,1885,1138,747,352,703,382,321,53,357,227,130,22,276,194,82,5,121,64,57,2,66,20,46,3,231,151,80,1,131,100,31,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13229,西東京市,1,L,学術研究，専門・技術サービス業,213,886,553,327,167,352,201,150,33,205,100,100,11,132,86,46,1,25,24,1,-,-,-,-,-,-,-,-,1,172,142,30,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,M,宿泊業，飲食サービス業,689,5373,2194,3179,370,804,341,463,140,923,352,571,106,1404,557,847,38,876,363,513,28,1016,421,595,5,350,160,190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13229,西東京市,1,N,生活関連サービス業，娯楽業,581,3059,1400,1629,438,905,356,545,82,520,241,272,31,420,214,187,17,405,230,175,7,263,137,126,4,254,105,149,2,292,117,175,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,O,教育，学習支援業,246,2553,1088,1465,149,262,92,170,40,271,128,143,27,349,117,232,15,370,172,198,10,380,127,253,1,63,31,32,1,110,45,65,-,-,-,-,-,-,-,-,1,748,376,372,2
4,13229,西東京市,1,P,医療，福祉,653,10801,2824,7781,227,520,251,265,178,1176,323,846,156,2110,510,1600,27,637,145,492,30,1087,205,882,19,1376,446,930,11,1567,325,1057,2,506,180,326,2,973,233,740,1,849,206,643,-
4,13229,西東京市,1,Q,複合サービス事業,23,210,95,115,2,7,3,4,17,115,42,73,2,20,8,12,-,-,-,-,2,68,42,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,R,サービス業（他に分類されないもの）,184,3554,1223,2317,102,216,139,74,34,229,113,116,21,262,172,79,8,188,132,56,11,433,259,174,4,239,148,91,3,400,198,202,-,-,-,-,-,-,-,-,1,1587,62,1525,-
1,13550,町村部,0,A～R,全産業（Ｓ公務を除く）,4803,44049,25831,18096,2839,6284,3378,2895,965,6277,3692,2554,563,7604,4636,2968,142,3361,1927,1434,145,5454,3137,2237,91,6500,4071,2429,28,3603,1638,1965,7,1722,907,815,3,1201,712,489,1,2043,1733,310,19
1,13550,町村部,1,A,農業，林業,24,263,198,65,9,25,17,8,7,50,39,11,5,59,53,6,1,26,13,13,1,40,34,6,1,63,42,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,B,漁業,2,13,11,2,1,4,4,-,1,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,C,鉱業，採石業，砂利採取業,4,88,80,8,2,4,4,-,-,-,-,-,-,-,-,-,1,29,28,1,-,-,-,-,1,55,48,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,D,建設業,598,3913,3274,632,348,763,597,166,132,846,679,160,78,1024,863,161,19,466,417,49,16,576,488,88,2,138,130,8,1,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,2
1,13550,町村部,1,E,製造業,675,10075,7191,2884,298,723,488,235,185,1213,820,393,91,1264,909,355,30,705,531,174,42,1629,1068,561,18,1244,825,419,6,766,488,278,2,488,329,159,-,-,-,-,1,2043,1733,310,2
1,13550,町村部,1,F,電気・ガス・熱供給・水道業,15,630,556,74,2,5,3,2,6,37,37,-,-,-,-,-,-,-,-,-,-,-,-,-,6,588,516,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
1,13550,町村部,1,G,情報通信業,6,20,9,11,4,8,4,4,2,12,5,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,H,運輸業，郵便業,193,4043,2940,1103,64,137,99,38,38,254,178,76,42,585,486,99,9,204,174,30,13,500,405,95,19,1393,1161,232,3,478,126,352,2,492,311,181,-,-,-,-,-,-,-,-,3
1,13550,町村部,1,I,卸売業，小売業,1136,8354,4121,4228,688,1582,767,810,240,1529,771,758,142,1959,1054,905,23,538,241,297,22,787,302,485,13,882,333,549,2,266,89,177,-,-,-,-,2,811,564,247,-,-,-,-,4
1,13550,町村部,1,J,金融業，保険業,35,304,147,157,14,30,15,15,7,49,21,28,10,125,67,58,4,100,44,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,K,不動産業，物品賃貸業,131,659,381,278,95,187,102,85,24,152,109,43,5,56,37,19,2,52,35,17,2,74,21,53,2,138,77,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
1,13550,町村部,1,L,学術研究，専門・技術サービス業,84,409,277,131,60,123,76,46,12,69,48,21,10,134,76,58,1,28,28,-,-,-,-,-,1,55,49,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,M,宿泊業，飲食サービス業,916,4413,1671,2740,666,1481,554,925,138,874,336,538,78,1038,382,656,18,417,140,277,15,547,223,324,1,56,36,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,N,生活関連サービス業，娯楽業,352,1792,849,935,275,514,242,269,40,262,136,121,16,221,153,68,8,190,75,115,7,279,121,158,1,81,29,52,2,245,93,152,-,-,-,-,-,-,-,-,-,-,-,-,3
1,13550,町村部,1,O,教育，学習支援業,66,283,112,171,51,90,31,59,7,55,30,25,6,77,41,36,1,21,3,18,1,40,7,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,P,医療，福祉,239,5871,2093,3719,80,183,81,102,46,330,110,201,42,575,147,428,17,403,66,337,16,613,216,357,23,1568,657,911,12,1457,549,908,3,742,267,475,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,Q,複合サービス事業,49,328,193,135,22,72,40,32,19,127,81,46,6,79,47,32,1,20,10,10,1,30,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,R,サービス業（他に分類されないもの）,277,2590,1727,823,159,352,253,99,61,409,285,124,32,408,321,87,7,162,122,40,9,339,237,62,3,239,168,71,2,291,193,98,-,-,-,-,1,390,148,242,-,-,-,-,3
2,13300,西多摩郡,0,A～R,全産業（Ｓ公務を除く）,2737,33222,19597,13506,1387,3191,1851,1332,605,3954,2417,1506,392,5411,3267,2144,109,2572,1392,1180,123,4650,2646,1924,72,5086,3164,1922,26,3392,1508,1884,7,1722,907,815,3,1201,712,489,1,2043,1733,310,12
2,13300,西多摩郡,1,A,農業，林業,17,176,143,33,5,17,12,5,6,44,38,6,4,49,46,3,1,26,13,13,1,40,34,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,B,漁業,2,13,11,2,1,4,4,-,1,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,C,鉱業，採石業，砂利採取業,3,87,79,8,1,3,3,-,-,-,-,-,-,-,-,-,1,29,28,1,-,-,-,-,1,55,48,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,D,建設業,354,1848,1508,333,231,511,393,118,76,474,377,90,36,477,403,74,3,76,72,4,7,244,200,44,1,66,63,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,E,製造業,571,9577,6917,2660,238,594,420,174,153,1008,721,287,81,1146,828,318,28,659,505,154,42,1629,1068,561,18,1244,825,419,6,766,488,278,2,488,329,159,-,-,-,-,1,2043,1733,310,2
2,13300,西多摩郡,1,F,電気・ガス・熱供給・水道業,6,26,24,2,2,5,3,2,4,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,G,情報通信業,4,12,7,5,3,7,3,4,1,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,H,運輸業，郵便業,112,3537,2583,954,24,48,37,11,18,127,101,26,25,348,302,46,8,182,157,25,12,469,388,81,19,1393,1161,232,3,478,126,352,2,492,311,181,-,-,-,-,-,-,-,-,1
2,13300,西多摩郡,1,I,卸売業，小売業,683,6277,3186,3086,361,841,422,414,158,1009,513,496,108,1504,834,670,18,424,192,232,19,673,264,409,11,749,308,441,2,266,89,177,-,-,-,-,2,811,564,247,-,-,-,-,4
2,13300,西多摩郡,1,J,金融業，保険業,19,183,92,91,7,17,8,9,4,26,11,15,5,64,43,21,3,76,30,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,K,不動産業，物品賃貸業,81,485,277,208,52,117,61,56,20,125,95,30,3,36,23,13,2,52,35,17,2,74,21,53,1,81,42,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2,13300,西多摩郡,1,L,学術研究，専門・技術サービス業,46,282,186,96,29,71,40,31,8,46,31,15,8,110,66,44,-,-,-,-,-,-,-,-,1,55,49,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,M,宿泊業，飲食サービス業,278,2296,853,1443,138,325,115,210,53,350,141,209,58,795,281,514,17,394,136,258,12,432,180,252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,N,生活関連サービス業，娯楽業,157,1273,553,712,105,210,86,121,22,148,65,78,10,141,95,46,7,169,64,105,7,279,121,158,1,81,29,52,2,245,93,152,-,-,-,-,-,-,-,-,-,-,-,-,3
2,13300,西多摩郡,1,O,教育，学習支援業,36,186,56,130,27,46,11,35,3,24,13,11,4,55,22,33,1,21,3,18,1,40,7,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,P,医療，福祉,169,4801,1719,3023,50,121,53,68,33,236,78,139,30,409,107,302,13,309,45,264,13,515,179,296,16,1123,471,652,11,1346,519,827,3,742,267,475,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,Q,複合サービス事業,16,146,67,79,5,16,6,10,6,39,17,22,3,41,19,22,1,20,10,10,1,30,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,R,サービス業（他に分類されないもの）,183,2017,1336,641,108,238,174,64,39,263,184,79,17,236,198,38,6,135,102,33,6,225,169,16,3,239,168,71,2,291,193,98,-,-,-,-,1,390,148,242,-,-,-,-,1
4,13303,瑞穂町,0,A～R,全産業（Ｓ公務を除く）,1624,21509,13610,7790,791,1802,1122,675,372,2428,1603,801,238,3319,2138,1181,74,1748,1016,732,78,2975,1757,1138,45,3263,2082,1181,15,2087,897,1190,4,980,640,340,2,864,622,242,1,2043,1733,310,4
4,13303,瑞穂町,1,A,農業，林業,4,43,27,16,2,8,6,2,1,9,8,1,-,-,-,-,1,26,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,D,建設業,199,1010,819,191,128,268,208,60,44,265,210,55,21,286,244,42,2,52,48,4,4,139,109,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,E,製造業,437,7828,5687,2141,179,454,319,135,120,784,567,217,62,858,632,226,23,537,415,122,32,1248,792,456,13,881,612,269,4,535,288,247,2,488,329,159,-,-,-,-,1,2043,1733,310,1
4,13303,瑞穂町,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,G,情報通信業,2,7,4,3,1,2,-,2,1,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,H,運輸業，郵便業,84,2878,2126,752,16,32,26,6,12,83,66,17,19,269,240,29,7,159,134,25,11,435,357,78,14,1068,892,176,2,340,100,240,2,492,311,181,-,-,-,-,-,-,-,-,1
4,13303,瑞穂町,1,I,卸売業，小売業,399,4039,2380,1657,198,456,269,185,98,636,384,252,68,972,594,378,14,325,152,173,9,324,176,148,8,586,242,344,2,266,89,177,-,-,-,-,1,474,474,-,-,-,-,-,1
4,13303,瑞穂町,1,J,金融業，保険業,9,130,68,62,2,6,4,2,1,7,4,3,3,41,30,11,3,76,30,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,K,不動産業，物品賃貸業,56,386,216,170,35,89,46,43,16,102,75,27,1,11,9,2,1,29,23,6,2,74,21,53,1,81,42,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,L,学術研究，専門・技術サービス業,26,123,77,46,17,39,24,15,5,28,17,11,4,56,36,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,M,宿泊業，飲食サービス業,111,1035,412,623,54,123,45,78,13,90,48,42,30,409,162,247,8,188,64,124,6,225,93,132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
