地域階層,地域コード,地域名,大分類コード,大分類名,資本金階級階層,資本金階級コード,資本金階級範囲,会社企業（企業）,企業従業者数（人）,売上（収入）金額（百万円）,費用総額（百万円）,付加価値額（百万円）
1,13200,市部,P,医療，福祉,1,05,３０００万～５０００万円未満,17,2867,19031,7649,14759
1,13200,市部,P,医療，福祉,1,06,５０００万～１億円未満,8,1178,6830,6386,3072
1,13200,市部,P,医療，福祉,1,07,１億～３億円未満,4,311,2706,2859,1076
1,13200,市部,P,医療，福祉,1,08,３億～１０億円未満,1,74,X,X,X
1,13200,市部,P,医療，福祉,1,09,１０億～５０億円未満,-,-,-,-,-
1,13200,市部,P,医療，福祉,1,10,５０億円以上,-,-,-,-,-
1,13200,市部,Q,複合サービス事業,0,00,合計（資本金額が不詳含む）,1,5,X,X,X
1,13200,市部,Q,複合サービス事業,1,01,３００万円未満,-,-,-,-,-
1,13200,市部,Q,複合サービス事業,1,02,３００万～５００万円未満,-,-,-,-,-
1,13200,市部,Q,複合サービス事業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13200,市部,Q,複合サービス事業,1,04,１０００万～３０００万円未満,1,5,X,X,X
1,13200,市部,Q,複合サービス事業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13200,市部,Q,複合サービス事業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13200,市部,Q,複合サービス事業,1,07,１億～３億円未満,-,-,-,-,-
1,13200,市部,Q,複合サービス事業,1,08,３億～１０億円未満,-,-,-,-,-
1,13200,市部,Q,複合サービス事業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13200,市部,Q,複合サービス事業,1,10,５０億円以上,-,-,-,-,-
1,13200,市部,R,サービス業（他に分類されないもの）,0,00,合計（資本金額が不詳含む）,1824,59873,579820,534777,210745
1,13200,市部,R,サービス業（他に分類されないもの）,1,01,３００万円未満,154,1033,5584,4902,2853
1,13200,市部,R,サービス業（他に分類されないもの）,1,02,３００万～５００万円未満,751,5492,37826,34916,16537
1,13200,市部,R,サービス業（他に分類されないもの）,1,03,５００万～１０００万円未満,148,1939,15593,11938,9130
1,13200,市部,R,サービス業（他に分類されないもの）,1,04,１０００万～３０００万円未満,605,24228,171610,159015,70169
1,13200,市部,R,サービス業（他に分類されないもの）,1,05,３０００万～５０００万円未満,72,12240,X,X,X
1,13200,市部,R,サービス業（他に分類されないもの）,1,06,５０００万～１億円未満,39,3795,X,X,X
1,13200,市部,R,サービス業（他に分類されないもの）,1,07,１億～３億円未満,19,7632,98023,89701,37425
1,13200,市部,R,サービス業（他に分類されないもの）,1,08,３億～１０億円未満,4,1245,39053,38684,6512
1,13200,市部,R,サービス業（他に分類されないもの）,1,09,１０億～５０億円未満,-,-,-,-,-
1,13200,市部,R,サービス業（他に分類されないもの）,1,10,５０億円以上,1,1328,X,X,X
1,13550,町村部,A,農業，林業,0,00,合計（資本金額が不詳含む）,14,151,966,891,436
1,13550,町村部,A,農業，林業,1,01,３００万円未満,3,19,145,108,96
1,13550,町村部,A,農業，林業,1,02,３００万～５００万円未満,8,109,561,556,194
1,13550,町村部,A,農業，林業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13550,町村部,A,農業，林業,1,04,１０００万～３０００万円未満,3,23,260,227,147
1,13550,町村部,A,農業，林業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,A,農業，林業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13550,町村部,A,農業，林業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,A,農業，林業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,A,農業，林業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,A,農業，林業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,B,漁業,0,00,合計（資本金額が不詳含む）,-,-,-,-,-
1,13550,町村部,B,漁業,1,01,３００万円未満,-,-,-,-,-
1,13550,町村部,B,漁業,1,02,３００万～５００万円未満,-,-,-,-,-
1,13550,町村部,B,漁業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13550,町村部,B,漁業,1,04,１０００万～３０００万円未満,-,-,-,-,-
1,13550,町村部,B,漁業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,B,漁業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13550,町村部,B,漁業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,B,漁業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,B,漁業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,B,漁業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,0,00,合計（資本金額が不詳含む）,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,01,３００万円未満,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,02,３００万～５００万円未満,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,04,１０００万～３０００万円未満,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,C,鉱業，採石業，砂利採取業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,D,建設業,0,00,合計（資本金額が不詳含む）,311,2978,64393,59942,15723
1,13550,町村部,D,建設業,1,01,３００万円未満,12,52,584,498,256
1,13550,町村部,D,建設業,1,02,３００万～５００万円未満,97,486,7321,6682,2345
1,13550,町村部,D,建設業,1,03,５００万～１０００万円未満,60,404,5090,4681,1520
1,13550,町村部,D,建設業,1,04,１０００万～３０００万円未満,113,1319,29037,27279,7029
1,13550,町村部,D,建設業,1,05,３０００万～５０００万円未満,15,290,8434,8035,1385
1,13550,町村部,D,建設業,1,06,５０００万～１億円未満,8,358,12568,11564,2678
1,13550,町村部,D,建設業,1,07,１億～３億円未満,1,7,X,X,X
1,13550,町村部,D,建設業,1,08,３億～１０億円未満,1,12,X,X,X
1,13550,町村部,D,建設業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,D,建設業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,E,製造業,0,00,合計（資本金額が不詳含む）,386,5518,102574,96420,26929
1,13550,町村部,E,製造業,1,01,３００万円未満,20,129,1532,1293,611
1,13550,町村部,E,製造業,1,02,３００万～５００万円未満,127,732,6332,5558,3046
1,13550,町村部,E,製造業,1,03,５００万～１０００万円未満,64,406,4804,4372,2110
1,13550,町村部,E,製造業,1,04,１０００万～３０００万円未満,135,2306,40426,37637,12415
1,13550,町村部,E,製造業,1,05,３０００万～５０００万円未満,24,928,29458,28787,3743
1,13550,町村部,E,製造業,1,06,５０００万～１億円未満,9,663,13763,13422,2664
1,13550,町村部,E,製造業,1,07,１億～３億円未満,2,127,X,X,X
1,13550,町村部,E,製造業,1,08,３億～１０億円未満,1,205,X,X,X
1,13550,町村部,E,製造業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,E,製造業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,F,電気・ガス・熱供給・水道業,0,00,合計（資本金額が不詳含む）,1,2,X,X,X
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,01,３００万円未満,-,-,-,-,-
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,02,３００万～５００万円未満,-,-,-,-,-
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,03,５００万～１０００万円未満,1,2,X,X,X
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,04,１０００万～３０００万円未満,-,-,-,-,-
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,F,電気・ガス・熱供給・水道業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,G,情報通信業,0,00,合計（資本金額が不詳含む）,4,14,107,74,69
1,13550,町村部,G,情報通信業,1,01,３００万円未満,1,3,X,X,X
1,13550,町村部,G,情報通信業,1,02,３００万～５００万円未満,2,9,X,X,X
1,13550,町村部,G,情報通信業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13550,町村部,G,情報通信業,1,04,１０００万～３０００万円未満,1,2,X,X,X
1,13550,町村部,G,情報通信業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,G,情報通信業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13550,町村部,G,情報通信業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,G,情報通信業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,G,情報通信業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,G,情報通信業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,H,運輸業，郵便業,0,00,合計（資本金額が不詳含む）,60,1643,26553,25269,7966
1,13550,町村部,H,運輸業，郵便業,1,01,３００万円未満,1,1,X,X,X
1,13550,町村部,H,運輸業，郵便業,1,02,３００万～５００万円未満,17,131,1008,980,374
1,13550,町村部,H,運輸業，郵便業,1,03,５００万～１０００万円未満,7,85,543,492,323
1,13550,町村部,H,運輸業，郵便業,1,04,１０００万～３０００万円未満,26,962,10984,10557,3627
1,13550,町村部,H,運輸業，郵便業,1,05,３０００万～５０００万円未満,6,108,2049,1878,616
1,13550,町村部,H,運輸業，郵便業,1,06,５０００万～１億円未満,3,356,X,X,X
1,13550,町村部,H,運輸業，郵便業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,H,運輸業，郵便業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,H,運輸業，郵便業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,H,運輸業，郵便業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,I,卸売業，小売業,0,00,合計（資本金額が不詳含む）,301,4243,74026,71034,15005
1,13550,町村部,I,卸売業，小売業,1,01,３００万円未満,10,68,773,595,282
1,13550,町村部,I,卸売業，小売業,1,02,３００万～５００万円未満,129,712,10554,9936,2341
1,13550,町村部,I,卸売業，小売業,1,03,５００万～１０００万円未満,49,347,6248,5812,1355
1,13550,町村部,I,卸売業，小売業,1,04,１０００万～３０００万円未満,101,1225,31515,30205,7216
1,13550,町村部,I,卸売業，小売業,1,05,３０００万～５０００万円未満,4,19,745,715,131
1,13550,町村部,I,卸売業，小売業,1,06,５０００万～１億円未満,3,1378,12759,11932,3035
1,13550,町村部,I,卸売業，小売業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,I,卸売業，小売業,1,08,３億～１０億円未満,1,473,X,X,X
1,13550,町村部,I,卸売業，小売業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,I,卸売業，小売業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,J,金融業，保険業,0,00,合計（資本金額が不詳含む）,5,13,71,63,49
1,13550,町村部,J,金融業，保険業,1,01,３００万円未満,-,-,-,-,-
1,13550,町村部,J,金融業，保険業,1,02,３００万～５００万円未満,4,6,X,X,X
1,13550,町村部,J,金融業，保険業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13550,町村部,J,金融業，保険業,1,04,１０００万～３０００万円未満,1,7,X,X,X
1,13550,町村部,J,金融業，保険業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,J,金融業，保険業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13550,町村部,J,金融業，保険業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,J,金融業，保険業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,J,金融業，保険業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,J,金融業，保険業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,K,不動産業，物品賃貸業,0,00,合計（資本金額が不詳含む）,52,243,4277,3925,1248
1,13550,町村部,K,不動産業，物品賃貸業,1,01,３００万円未満,1,1,X,X,X
1,13550,町村部,K,不動産業，物品賃貸業,1,02,３００万～５００万円未満,26,74,642,486,343
1,13550,町村部,K,不動産業，物品賃貸業,1,03,５００万～１０００万円未満,7,21,133,133,41
1,13550,町村部,K,不動産業，物品賃貸業,1,04,１０００万～３０００万円未満,13,43,1553,1440,339
1,13550,町村部,K,不動産業，物品賃貸業,1,05,３０００万～５０００万円未満,1,5,X,X,X
1,13550,町村部,K,不動産業，物品賃貸業,1,06,５０００万～１億円未満,3,36,1273,1255,168
1,13550,町村部,K,不動産業，物品賃貸業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,K,不動産業，物品賃貸業,1,08,３億～１０億円未満,1,63,X,X,X
1,13550,町村部,K,不動産業，物品賃貸業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,K,不動産業，物品賃貸業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,L,学術研究，専門・技術サービス業,0,00,合計（資本金額が不詳含む）,18,82,696,469,452
1,13550,町村部,L,学術研究，専門・技術サービス業,1,01,３００万円未満,2,10,X,X,X
1,13550,町村部,L,学術研究，専門・技術サービス業,1,02,３００万～５００万円未満,9,29,239,183,136
1,13550,町村部,L,学術研究，専門・技術サービス業,1,03,５００万～１０００万円未満,4,28,200,116,143
1,13550,町村部,L,学術研究，専門・技術サービス業,1,04,１０００万～３０００万円未満,2,3,X,X,X
1,13550,町村部,L,学術研究，専門・技術サービス業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,L,学術研究，専門・技術サービス業,1,06,５０００万～１億円未満,1,12,X,X,X
1,13550,町村部,L,学術研究，専門・技術サービス業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,L,学術研究，専門・技術サービス業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,L,学術研究，専門・技術サービス業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,L,学術研究，専門・技術サービス業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,M,宿泊業，飲食サービス業,0,00,合計（資本金額が不詳含む）,81,758,3821,3254,1745
1,13550,町村部,M,宿泊業，飲食サービス業,1,01,３００万円未満,5,42,198,143,116
1,13550,町村部,M,宿泊業，飲食サービス業,1,02,３００万～５００万円未満,31,249,1238,1074,547
1,13550,町村部,M,宿泊業，飲食サービス業,1,03,５００万～１０００万円未満,16,104,609,496,263
1,13550,町村部,M,宿泊業，飲食サービス業,1,04,１０００万～３０００万円未満,25,234,1141,967,527
1,13550,町村部,M,宿泊業，飲食サービス業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,M,宿泊業，飲食サービス業,1,06,５０００万～１億円未満,1,2,X,X,X
1,13550,町村部,M,宿泊業，飲食サービス業,1,07,１億～３億円未満,1,122,X,X,X
1,13550,町村部,M,宿泊業，飲食サービス業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,M,宿泊業，飲食サービス業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,M,宿泊業，飲食サービス業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,N,生活関連サービス業，娯楽業,0,00,合計（資本金額が不詳含む）,37,753,19499,18899,2577
1,13550,町村部,N,生活関連サービス業，娯楽業,1,01,３００万円未満,2,22,X,X,X
1,13550,町村部,N,生活関連サービス業，娯楽業,1,02,３００万～５００万円未満,15,101,2422,2302,471
1,13550,町村部,N,生活関連サービス業，娯楽業,1,03,５００万～１０００万円未満,3,21,130,139,26
1,13550,町村部,N,生活関連サービス業，娯楽業,1,04,１０００万～３０００万円未満,12,430,3502,3356,1183
1,13550,町村部,N,生活関連サービス業，娯楽業,1,05,３０００万～５０００万円未満,3,155,12925,12603,747
1,13550,町村部,N,生活関連サービス業，娯楽業,1,06,５０００万～１億円未満,1,16,X,X,X
1,13550,町村部,N,生活関連サービス業，娯楽業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,N,生活関連サービス業，娯楽業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,N,生活関連サービス業，娯楽業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,N,生活関連サービス業，娯楽業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,O,教育，学習支援業,0,00,合計（資本金額が不詳含む）,8,65,656,579,177
1,13550,町村部,O,教育，学習支援業,1,01,３００万円未満,-,-,-,-,-
1,13550,町村部,O,教育，学習支援業,1,02,３００万～５００万円未満,2,21,X,X,X
1,13550,町村部,O,教育，学習支援業,1,03,５００万～１０００万円未満,1,4,X,X,X
1,13550,町村部,O,教育，学習支援業,1,04,１０００万～３０００万円未満,5,40,608,542,153
1,13550,町村部,O,教育，学習支援業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,O,教育，学習支援業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13550,町村部,O,教育，学習支援業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,O,教育，学習支援業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,O,教育，学習支援業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,O,教育，学習支援業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,P,医療，福祉,0,00,合計（資本金額が不詳含む）,20,209,627,579,410
1,13550,町村部,P,医療，福祉,1,01,３００万円未満,6,64,216,214,134
1,13550,町村部,P,医療，福祉,1,02,３００万～５００万円未満,7,92,247,215,169
1,13550,町村部,P,医療，福祉,1,03,５００万～１０００万円未満,5,38,108,99,69
1,13550,町村部,P,医療，福祉,1,04,１０００万～３０００万円未満,-,-,-,-,-
1,13550,町村部,P,医療，福祉,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,P,医療，福祉,1,06,５０００万～１億円未満,-,-,-,-,-
1,13550,町村部,P,医療，福祉,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,P,医療，福祉,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,P,医療，福祉,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,P,医療，福祉,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,0,00,合計（資本金額が不詳含む）,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,01,３００万円未満,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,02,３００万～５００万円未満,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,04,１０００万～３０００万円未満,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,Q,複合サービス事業,1,10,５０億円以上,-,-,-,-,-
1,13550,町村部,R,サービス業（他に分類されないもの）,0,00,合計（資本金額が不詳含む）,88,1341,9639,7697,4884
1,13550,町村部,R,サービス業（他に分類されないもの）,1,01,３００万円未満,8,150,563,613,193
1,13550,町村部,R,サービス業（他に分類されないもの）,1,02,３００万～５００万円未満,40,256,3150,2310,1587
1,13550,町村部,R,サービス業（他に分類されないもの）,1,03,５００万～１０００万円未満,11,61,678,570,330
1,13550,町村部,R,サービス業（他に分類されないもの）,1,04,１０００万～３０００万円未満,23,722,3743,2778,2088
1,13550,町村部,R,サービス業（他に分類されないもの）,1,05,３０００万～５０００万円未満,1,68,X,X,X
1,13550,町村部,R,サービス業（他に分類されないもの）,1,06,５０００万～１億円未満,1,75,X,X,X
1,13550,町村部,R,サービス業（他に分類されないもの）,1,07,１億～３億円未満,-,-,-,-,-
1,13550,町村部,R,サービス業（他に分類されないもの）,1,08,３億～１０億円未満,-,-,-,-,-
1,13550,町村部,R,サービス業（他に分類されないもの）,1,09,１０億～５０億円未満,-,-,-,-,-
1,13550,町村部,R,サービス業（他に分類されないもの）,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,A,農業，林業,0,00,合計（資本金額が不詳含む）,10,73,508,459,258
2,13300,西多摩郡,A,農業，林業,1,01,３００万円未満,3,19,145,108,96
2,13300,西多摩郡,A,農業，林業,1,02,３００万～５００万円未満,6,45,X,X,X
2,13300,西多摩郡,A,農業，林業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13300,西多摩郡,A,農業，林業,1,04,１０００万～３０００万円未満,1,9,X,X,X
2,13300,西多摩郡,A,農業，林業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,A,農業，林業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,A,農業，林業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,A,農業，林業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,A,農業，林業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,A,農業，林業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,B,漁業,0,00,合計（資本金額が不詳含む）,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,01,３００万円未満,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,02,３００万～５００万円未満,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,B,漁業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,0,00,合計（資本金額が不詳含む）,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,01,３００万円未満,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,02,３００万～５００万円未満,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,D,建設業,0,00,合計（資本金額が不詳含む）,178,1232,26822,24727,6627
2,13300,西多摩郡,D,建設業,1,01,３００万円未満,8,26,370,318,162
2,13300,西多摩郡,D,建設業,1,02,３００万～５００万円未満,63,299,4986,4572,1510
2,13300,西多摩郡,D,建設業,1,03,５００万～１０００万円未満,40,218,3168,2891,889
2,13300,西多摩郡,D,建設業,1,04,１０００万～３０００万円未満,52,458,10979,10327,2491
2,13300,西多摩郡,D,建設業,1,05,３０００万～５０００万円未満,8,101,2854,2804,423
2,13300,西多摩郡,D,建設業,1,06,５０００万～１億円未満,4,81,3850,3269,1011
2,13300,西多摩郡,D,建設業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,D,建設業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,D,建設業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,D,建設業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,E,製造業,0,00,合計（資本金額が不詳含む）,349,5279,99561,93907,25570
2,13300,西多摩郡,E,製造業,1,01,３００万円未満,15,97,1289,1151,451
2,13300,西多摩郡,E,製造業,1,02,３００万～５００万円未満,117,679,6071,5371,2897
2,13300,西多摩郡,E,製造業,1,03,５００万～１０００万円未満,60,377,4493,4090,1956
2,13300,西多摩郡,E,製造業,1,04,１０００万～３０００万円未満,119,2191,38261,35781,11527
2,13300,西多摩郡,E,製造業,1,05,３０００万～５０００万円未満,24,928,29458,28787,3743
2,13300,西多摩郡,E,製造業,1,06,５０００万～１億円未満,8,659,X,X,X
2,13300,西多摩郡,E,製造業,1,07,１億～３億円未満,2,127,X,X,X
2,13300,西多摩郡,E,製造業,1,08,３億～１０億円未満,1,205,X,X,X
2,13300,西多摩郡,E,製造業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,E,製造業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,0,00,合計（資本金額が不詳含む）,1,2,X,X,X
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,01,３００万円未満,-,-,-,-,-
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,02,３００万～５００万円未満,-,-,-,-,-
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,03,５００万～１０００万円未満,1,2,X,X,X
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,G,情報通信業,0,00,合計（資本金額が不詳含む）,3,7,X,X,X
2,13300,西多摩郡,G,情報通信業,1,01,３００万円未満,1,3,X,X,X
2,13300,西多摩郡,G,情報通信業,1,02,３００万～５００万円未満,1,2,X,X,X
2,13300,西多摩郡,G,情報通信業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13300,西多摩郡,G,情報通信業,1,04,１０００万～３０００万円未満,1,2,X,X,X
