地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,全ての経営組織／全ての事業所／事業所数（事業所）,全ての経営組織／全ての事業所／従業者数（人）,全ての経営組織／単独事業所／事業所数（事業所）,全ての経営組織／単独事業所／従業者数（人）,全ての経営組織／本所・本社・本店／事業所数（事業所）,全ての経営組織／本所・本社・本店／従業者数（人）,全ての経営組織／支所・支社・支店／事業所数（事業所）,全ての経営組織／支所・支社・支店／従業者数（人）,経営組織／個人／全ての事業所／事業所数（事業所）,経営組織／個人／全ての事業所／従業者数（人）,経営組織／個人／単独事業所／事業所数（事業所）,経営組織／個人／単独事業所／従業者数（人）,経営組織／個人／本所・本社・本店／事業所数（事業所）,経営組織／個人／本所・本社・本店／従業者数（人）,経営組織／個人／支所・支社・支店／事業所数（事業所）,経営組織／個人／支所・支社・支店／従業者数（人）,経営組織／会社／全ての事業所／事業所数（事業所）,経営組織／会社／全ての事業所／従業者数（人）,経営組織／会社／単独事業所／事業所数（事業所）,経営組織／会社／単独事業所／従業者数（人）,経営組織／会社／本所・本社・本店／事業所数（事業所）,経営組織／会社／本所・本社・本店／従業者数（人）,経営組織／会社／支所・支社・支店／事業所数（事業所）,経営組織／会社／支所・支社・支店／従業者数（人）,経営組織／会社以外の法人／全ての事業所／事業所数（事業所）,経営組織／会社以外の法人／全ての事業所／従業者数（人）,経営組織／会社以外の法人／単独事業所／事業所数（事業所）,経営組織／会社以外の法人／単独事業所／従業者数（人）,経営組織／会社以外の法人／本所・本社・本店／事業所数（事業所）,経営組織／会社以外の法人／本所・本社・本店／従業者数（人）,経営組織／会社以外の法人／支所・支社・支店／事業所数（事業所）,経営組織／会社以外の法人／支所・支社・支店／従業者数（人）,経営組織／法人でない団体／全ての事業所／事業所数（事業所）,経営組織／法人でない団体／全ての事業所／従業者数（人）,経営組織／法人でない団体／単独事業所／事業所数（事業所）,経営組織／法人でない団体／単独事業所／従業者数（人）,経営組織／法人でない団体／本所・本社・本店／事業所数（事業所）,経営組織／法人でない団体／本所・本社・本店／従業者数（人）,経営組織／法人でない団体／支所・支社・支店／事業所数（事業所）,経営組織／法人でない団体／支所・支社・支店／従業者数（人）
4,1311700602,北区,岸町,岸町２丁目,岸町２丁目,33,73,31,66,1,2,1,5,23,44,23,44,-,-,-,-,10,29,8,22,1,2,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1311700700,北区,中十条,,中十条,325,1581,277,1083,13,81,35,417,169,400,167,395,2,5,-,-,136,908,98,622,9,63,29,223,20,273,12,66,2,13,6,194,-,-,-,-,-,-,-,-
4,1311700701,北区,中十条,中十条１丁目,中十条１丁目,72,329,63,259,1,1,8,69,39,98,39,98,-,-,-,-,29,221,21,154,1,1,7,66,4,10,3,7,-,-,1,3,-,-,-,-,-,-,-,-
4,1311700702,北区,中十条,中十条２丁目,中十条２丁目,102,433,86,336,5,35,11,62,51,138,50,136,1,2,-,-,45,234,32,159,3,21,10,54,6,61,4,41,1,12,1,8,-,-,-,-,-,-,-,-
4,1311700703,北区,中十条,中十条３丁目,中十条３丁目,121,408,108,304,4,30,9,74,70,143,69,140,1,3,-,-,45,237,34,146,3,27,8,64,6,28,5,18,-,-,1,10,-,-,-,-,-,-,-,-
4,1311700704,北区,中十条,中十条４丁目,中十条４丁目,30,411,20,184,3,15,7,212,9,21,9,21,-,-,-,-,17,216,11,163,2,14,4,39,4,174,-,-,1,1,3,173,-,-,-,-,-,-,-,-
3,1311700800,北区,十条台,,十条台,36,739,5,56,3,73,28,610,-,-,-,-,-,-,-,-,29,350,4,54,2,9,23,287,7,389,1,2,1,64,5,323,-,-,-,-,-,-,-,-
4,1311700801,北区,十条台,十条台１丁目,十条台１丁目,31,607,5,56,1,1,25,550,-,-,-,-,-,-,-,-,25,282,4,54,1,1,20,227,6,325,1,2,-,-,5,323,-,-,-,-,-,-,-,-
4,1311700802,北区,十条台,十条台２丁目,十条台２丁目,5,132,-,-,2,72,3,60,-,-,-,-,-,-,-,-,4,68,-,-,1,8,3,60,1,64,-,-,1,64,-,-,-,-,-,-,-,-,-,-
3,1311700900,北区,十条仲原,,十条仲原,319,1562,242,886,16,131,61,545,155,404,152,391,2,12,1,1,150,1065,81,443,14,119,55,503,14,93,9,52,-,-,5,41,-,-,-,-,-,-,-,-
4,1311700901,北区,十条仲原,十条仲原１丁目,十条仲原１丁目,182,931,126,534,9,73,47,324,78,218,75,205,2,12,1,1,99,671,47,294,7,61,45,316,5,42,4,35,-,-,1,7,-,-,-,-,-,-,-,-
4,1311700902,北区,十条仲原,十条仲原２丁目,十条仲原２丁目,96,360,83,236,6,56,7,68,58,145,58,145,-,-,-,-,33,203,21,81,6,56,6,66,5,12,4,10,-,-,1,2,-,-,-,-,-,-,-,-
4,1311700903,北区,十条仲原,十条仲原３丁目,十条仲原３丁目,29,221,23,70,1,2,5,149,16,37,16,37,-,-,-,-,10,148,6,26,1,2,3,120,3,36,1,7,-,-,2,29,-,-,-,-,-,-,-,-
4,1311700904,北区,十条仲原,十条仲原４丁目,十条仲原４丁目,12,50,10,46,-,-,2,4,3,4,3,4,-,-,-,-,8,43,7,42,-,-,1,1,1,3,-,-,-,-,1,3,-,-,-,-,-,-,-,-
3,1311701000,北区,上十条,,上十条,612,3206,473,1651,34,356,105,1199,301,773,297,758,3,10,1,5,268,1907,158,741,27,227,83,939,43,526,18,152,4,119,21,255,-,-,-,-,-,-,-,-
4,1311701001,北区,上十条,上十条１丁目,上十条１丁目,127,533,106,330,6,51,15,152,69,158,69,158,-,-,-,-,49,281,32,141,4,27,13,113,9,94,5,31,2,24,2,39,-,-,-,-,-,-,-,-
4,1311701002,北区,上十条,上十条２丁目,上十条２丁目,249,1639,173,697,13,193,63,749,114,313,110,298,3,10,1,5,121,1081,59,328,8,88,54,665,14,245,4,71,2,95,8,79,-,-,-,-,-,-,-,-
4,1311701003,北区,上十条,上十条３丁目,上十条３丁目,138,627,117,394,8,88,13,145,79,206,79,206,-,-,-,-,45,309,30,155,8,88,7,66,14,112,8,33,-,-,6,79,-,-,-,-,-,-,-,-
4,1311701004,北区,上十条,上十条４丁目,上十条４丁目,55,213,42,112,5,21,8,80,19,41,19,41,-,-,-,-,34,158,23,71,5,21,6,66,2,14,-,-,-,-,2,14,-,-,-,-,-,-,-,-
4,1311701005,北区,上十条,上十条５丁目,上十条５丁目,43,194,35,118,2,3,6,73,20,55,20,55,-,-,-,-,19,78,14,46,2,3,3,29,4,61,1,17,-,-,3,44,-,-,-,-,-,-,-,-
3,1311701100,北区,神谷,,神谷,392,4160,287,1304,28,1598,72,1220,144,309,141,299,2,8,1,2,226,3604,133,823,24,1576,69,1205,17,209,13,182,2,14,2,13,5,38,-,-,-,-,-,-
4,1311701101,北区,神谷,神谷１丁目,神谷１丁目,90,613,67,338,9,66,14,209,27,52,27,52,-,-,-,-,58,457,35,182,9,66,14,209,5,104,5,104,-,-,-,-,-,-,-,-,-,-,-,-
4,1311701102,北区,神谷,神谷２丁目,神谷２丁目,151,1039,116,468,11,316,22,243,67,155,65,147,1,6,1,2,77,817,49,291,9,298,19,228,5,55,2,30,1,12,2,13,2,12,-,-,-,-,-,-
4,1311701103,北区,神谷,神谷３丁目,神谷３丁目,151,2508,104,498,8,1216,36,768,50,102,49,100,1,2,-,-,91,2330,49,350,6,1212,36,768,7,50,6,48,1,2,-,-,3,26,-,-,-,-,-,-
3,1311701200,北区,赤羽,,赤羽,1200,12927,659,3109,68,2457,471,7342,374,1143,364,1080,6,35,4,28,779,11101,267,1697,59,2380,453,7024,45,664,28,332,3,42,14,290,2,19,-,-,-,-,-,-
4,1311701201,北区,赤羽,赤羽１丁目,赤羽１丁目,716,7521,365,1608,38,803,311,5091,220,712,217,700,3,12,-,-,472,6586,135,795,33,767,304,5024,22,204,13,113,2,24,7,67,2,19,-,-,-,-,-,-
4,1311701202,北区,赤羽,赤羽２丁目,赤羽２丁目,439,5140,262,1386,29,1632,148,2122,137,397,130,346,3,23,4,28,282,4328,119,826,25,1591,138,1911,20,415,13,214,1,18,6,183,-,-,-,-,-,-,-,-
4,1311701203,北区,赤羽,赤羽３丁目,赤羽３丁目,45,266,32,115,1,22,12,129,17,34,17,34,-,-,-,-,25,187,13,76,1,22,11,89,3,45,2,5,-,-,1,40,-,-,-,-,-,-,-,-
3,1311701300,北区,西が丘,,西が丘,176,1930,137,453,11,317,28,1160,79,167,78,166,-,-,1,1,85,1017,53,248,9,90,23,679,12,746,6,39,2,227,4,480,-,-,-,-,-,-,-,-
4,1311701301,北区,西が丘,西が丘１丁目,西が丘１丁目,97,608,76,225,8,242,13,141,47,102,46,101,-,-,1,1,44,296,26,90,7,70,11,136,6,210,4,34,1,172,1,4,-,-,-,-,-,-,-,-
4,1311701302,北区,西が丘,西が丘２丁目,西が丘２丁目,58,300,53,181,2,20,3,99,29,56,29,56,-,-,-,-,28,243,23,124,2,20,3,99,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,1311701303,北区,西が丘,西が丘３丁目,西が丘３丁目,21,1022,8,47,1,55,12,920,3,9,3,9,-,-,-,-,13,478,4,34,-,-,9,444,5,535,1,4,1,55,3,476,-,-,-,-,-,-,-,-
3,1311701400,北区,赤羽西,,赤羽西,617,5689,382,2107,34,694,199,2874,197,722,194,710,1,4,2,8,379,4116,164,1163,30,643,185,2310,39,837,24,234,3,47,12,556,2,14,-,-,-,-,-,-
4,1311701401,北区,赤羽西,赤羽西１丁目,赤羽西１丁目,331,3205,156,935,16,263,159,2007,73,240,70,228,1,4,2,8,239,2681,74,530,13,216,152,1935,19,284,12,177,2,43,5,64,-,-,-,-,-,-,-,-
4,1311701402,北区,赤羽西,赤羽西２丁目,赤羽西２丁目,39,227,33,124,2,30,4,73,12,36,12,36,-,-,-,-,22,180,16,77,2,30,4,73,5,11,5,11,-,-,-,-,-,-,-,-,-,-,-,-
4,1311701403,北区,赤羽西,赤羽西３丁目,赤羽西３丁目,36,83,31,62,3,9,1,2,18,30,18,30,-,-,-,-,16,36,12,25,3,9,1,2,1,7,1,7,-,-,-,-,1,10,-,-,-,-,-,-
4,1311701404,北区,赤羽西,赤羽西４丁目,赤羽西４丁目,111,355,95,259,4,13,12,83,68,119,68,119,-,-,-,-,38,203,25,128,4,13,9,62,5,33,2,12,-,-,3,21,-,-,-,-,-,-,-,-
4,1311701405,北区,赤羽西,赤羽西５丁目,赤羽西５丁目,15,198,7,36,-,-,8,162,5,28,5,28,-,-,-,-,8,124,2,8,-,-,6,116,2,46,-,-,-,-,2,46,-,-,-,-,-,-,-,-
4,1311701406,北区,赤羽西,赤羽西６丁目,赤羽西６丁目,85,1621,60,691,9,379,15,547,21,269,21,269,-,-,-,-,56,892,35,395,8,375,13,122,7,456,4,27,1,4,2,425,1,4,-,-,-,-,-,-
3,1311701500,北区,志茂,,志茂,509,3810,389,1540,35,420,83,1839,199,424,199,424,-,-,-,-,275,2697,180,896,29,278,66,1523,33,678,10,220,6,142,17,316,2,11,-,-,-,-,-,-
4,1311701501,北区,志茂,志茂１丁目,志茂１丁目,98,650,83,293,2,25,13,332,43,85,43,85,-,-,-,-,51,428,39,206,1,6,11,216,4,137,1,2,1,19,2,116,-,-,-,-,-,-,-,-
4,1311701502,北区,志茂,志茂２丁目,志茂２丁目,186,984,145,458,16,239,24,285,86,191,86,191,-,-,-,-,89,675,55,233,14,179,20,263,10,116,4,34,2,60,4,22,1,2,-,-,-,-,-,-
4,1311701503,北区,志茂,志茂３丁目,志茂３丁目,90,1513,56,440,6,86,28,987,23,57,23,57,-,-,-,-,53,1053,31,205,4,30,18,818,14,403,2,178,2,56,10,169,-,-,-,-,-,-,-,-
4,1311701504,北区,志茂,志茂４丁目,志茂４丁目,74,281,60,171,3,19,10,82,30,60,30,60,-,-,-,-,40,198,28,106,3,19,9,73,3,14,2,5,-,-,1,9,1,9,-,-,-,-,-,-
4,1311701505,北区,志茂,志茂５丁目,志茂５丁目,61,382,45,178,8,51,8,153,17,31,17,31,-,-,-,-,42,343,27,146,7,44,8,153,2,8,1,1,1,7,-,-,-,-,-,-,-,-,-,-
3,1311701600,北区,岩淵町,,岩淵町,102,401,83,260,9,76,10,65,48,105,48,105,-,-,-,-,45,223,30,128,8,53,7,42,9,73,5,27,1,23,3,23,-,-,-,-,-,-,-,-
3,1311701700,北区,赤羽台,,赤羽台,127,2026,84,471,5,87,36,1466,34,73,32,70,1,2,1,1,70,411,43,163,3,11,24,237,21,1540,9,238,1,74,11,1228,2,2,-,-,-,-,-,-
4,1311701701,北区,赤羽台,赤羽台１丁目,赤羽台１丁目,12,146,6,84,-,-,6,62,3,6,3,6,-,-,-,-,6,59,1,4,-,-,5,55,3,81,2,74,-,-,1,7,-,-,-,-,-,-,-,-
4,1311701702,北区,赤羽台,赤羽台２丁目,赤羽台２丁目,11,119,2,29,-,-,8,88,1,1,1,1,-,-,-,-,7,81,-,-,-,-,7,81,2,35,1,28,-,-,1,7,1,2,-,-,-,-,-,-
4,1311701703,北区,赤羽台,赤羽台３丁目,赤羽台３丁目,68,283,53,209,4,13,10,61,23,50,21,47,1,2,1,1,37,157,28,114,3,11,6,32,7,76,4,48,-,-,3,28,1,-,-,-,-,-,-,-
4,1311701704,北区,赤羽台,赤羽台４丁目,赤羽台４丁目,36,1478,23,149,1,74,12,1255,7,16,7,16,-,-,-,-,20,114,14,45,-,-,6,69,9,1348,2,88,1,74,6,1186,-,-,-,-,-,-,-,-
3,1311701800,北区,赤羽南,,赤羽南,217,3999,118,718,16,974,82,2306,62,176,62,176,-,-,-,-,140,3398,50,473,14,694,76,2231,14,424,6,69,2,280,6,75,1,1,-,-,-,-,-,-
4,1311701801,北区,赤羽南,赤羽南１丁目,赤羽南１丁目,137,1629,82,413,6,41,48,1174,43,132,43,132,-,-,-,-,86,1444,35,253,6,41,45,1150,7,52,4,28,-,-,3,24,1,1,-,-,-,-,-,-
4,1311701802,北区,赤羽南,赤羽南２丁目,赤羽南２丁目,80,2370,36,305,10,933,34,1132,19,44,19,44,-,-,-,-,54,1954,15,220,8,653,31,1081,7,372,2,41,2,280,3,51,-,-,-,-,-,-,-,-
3,1311701900,北区,赤羽北,,赤羽北,277,1906,182,747,11,114,84,1045,104,263,100,257,3,5,1,1,161,1454,78,456,7,104,76,894,12,189,4,34,1,5,7,150,-,-,-,-,-,-,-,-
4,1311701901,北区,赤羽北,赤羽北１丁目,赤羽北１丁目,66,554,43,170,1,39,22,345,18,45,18,45,-,-,-,-,47,496,25,125,1,39,21,332,1,13,-,-,-,-,1,13,-,-,-,-,-,-,-,-
4,1311701902,北区,赤羽北,赤羽北２丁目,赤羽北２丁目,143,1099,85,395,7,49,51,655,52,154,49,149,2,4,1,1,85,786,35,227,4,40,46,519,6,159,1,19,1,5,4,135,-,-,-,-,-,-,-,-
4,1311701903,北区,赤羽北,赤羽北３丁目,赤羽北３丁目,68,253,54,182,3,26,11,45,34,64,33,63,1,1,-,-,29,172,18,104,2,25,9,43,5,17,3,15,-,-,2,2,-,-,-,-,-,-,-,-
3,1311702000,北区,浮間,,浮間,619,9943,416,3427,54,1988,148,4527,175,529,170,473,1,27,4,29,403,8769,229,2804,51,1929,123,4036,40,644,17,150,2,32,21,462,1,1,-,-,-,-,-,-
4,1311702001,北区,浮間,浮間１丁目,浮間１丁目,85,1053,61,538,7,271,16,243,33,75,32,74,-,-,1,1,48,937,27,456,7,271,14,210,3,40,2,8,-,-,1,32,1,1,-,-,-,-,-,-
4,1311702002,北区,浮間,浮間２丁目,浮間２丁目,124,1597,98,859,9,412,17,326,25,57,25,57,-,-,-,-,91,1414,67,776,8,387,16,251,8,126,6,26,1,25,1,75,-,-,-,-,-,-,-,-
4,1311702003,北区,浮間,浮間３丁目,浮間３丁目,194,1525,133,678,12,207,49,640,80,274,78,246,1,27,1,1,95,982,51,378,10,173,34,431,19,269,4,54,1,7,14,208,-,-,-,-,-,-,-,-
4,1311702004,北区,浮間,浮間４丁目,浮間４丁目,150,1500,95,565,19,292,36,643,32,117,30,90,-,-,2,27,109,1295,60,413,19,292,30,590,9,88,5,62,-,-,4,26,-,-,-,-,-,-,-,-
4,1311702005,北区,浮間,浮間５丁目,浮間５丁目,66,4268,29,787,7,806,30,2675,5,6,5,6,-,-,-,-,60,4141,24,781,7,806,29,2554,1,121,-,-,-,-,1,121,-,-,-,-,-,-,-,-
3,1311702100,北区,桐ヶ丘,,桐ヶ丘,67,740,48,205,4,303,14,228,30,51,30,51,-,-,-,-,26,200,15,76,3,68,8,56,10,485,3,78,1,235,6,172,1,4,-,-,-,-,-,-
4,1311702101,北区,桐ヶ丘,桐ヶ丘１丁目,桐ヶ丘１丁目,46,658,34,163,3,290,9,205,24,42,24,42,-,-,-,-,13,132,7,43,2,55,4,34,9,484,3,78,1,235,5,171,-,-,-,-,-,-,-,-
4,1311702102,北区,桐ヶ丘,桐ヶ丘２丁目,桐ヶ丘２丁目,21,82,14,42,1,13,5,23,6,9,6,9,-,-,-,-,13,68,8,33,1,13,4,22,1,1,-,-,-,-,1,1,1,4,-,-,-,-,-,-
3,1311702200,北区,滝野川,,滝野川,1102,9019,835,3471,88,2209,175,3331,485,1251,472,1164,8,59,5,28,543,6355,329,1931,73,1966,141,2458,70,1405,34,376,7,184,29,845,4,8,-,-,-,-,-,-
4,1311702201,北区,滝野川,滝野川１丁目,滝野川１丁目,179,1198,148,472,10,464,20,262,91,208,89,189,1,16,1,3,76,723,57,276,7,327,12,120,11,267,2,7,2,121,7,139,1,-,-,-,-,-,-,-
4,1311702202,北区,滝野川,滝野川２丁目,滝野川２丁目,96,762,78,247,5,26,12,484,47,139,46,136,-,-,1,3,38,433,28,105,3,19,7,309,10,185,4,6,2,7,4,172,1,5,-,-,-,-,-,-
4,1311702203,北区,滝野川,滝野川３丁目,滝野川３丁目,111,645,82,325,14,167,14,152,45,110,43,104,1,3,1,3,56,454,34,203,12,144,10,107,9,80,5,18,1,20,3,42,1,1,-,-,-,-,-,-
4,1311702204,北区,滝野川,滝野川４丁目,滝野川４丁目,32,263,25,68,-,-,7,195,14,27,14,27,-,-,-,-,16,219,9,24,-,-,7,195,2,17,2,17,-,-,-,-,-,-,-,-,-,-,-,-
4,1311702205,北区,滝野川,滝野川５丁目,滝野川５丁目,97,1364,69,387,9,336,18,639,36,81,36,81,-,-,-,-,53,1133,27,169,9,336,17,628,7,148,6,137,-,-,1,11,1,2,-,-,-,-,-,-
4,1311702206,北区,滝野川,滝野川６丁目,滝野川６丁目,280,1997,216,815,17,256,47,926,146,321,143,316,3,5,-,-,115,1108,66,386,13,225,36,497,19,568,7,113,1,26,11,429,-,-,-,-,-,-,-,-
4,1311702207,北区,滝野川,滝野川７丁目,滝野川７丁目,307,2790,217,1157,33,960,57,673,106,365,101,311,3,35,2,19,189,2285,108,768,29,915,52,602,12,140,8,78,1,10,3,52,-,-,-,-,-,-,-,-
3,1311702300,北区,西ケ原,,西ケ原,631,6250,483,1890,39,959,105,3397,242,608,239,597,2,10,1,1,334,2919,216,890,33,828,85,1201,51,2719,28,403,4,121,19,2195,4,4,-,-,-,-,-,-
4,1311702301,北区,西ケ原,西ケ原１丁目,西ケ原１丁目,261,1686,198,743,19,278,44,665,102,305,102,305,-,-,-,-,144,1260,88,386,18,261,38,613,15,121,8,52,1,17,6,52,-,-,-,-,-,-,-,-
4,1311702302,北区,西ケ原,西ケ原２丁目,西ケ原２丁目,78,2518,51,373,5,157,19,1985,20,60,20,60,-,-,-,-,41,375,23,92,5,157,13,126,14,2080,8,221,-,-,6,1859,3,3,-,-,-,-,-,-
4,1311702303,北区,西ケ原,西ケ原３丁目,西ケ原３丁目,136,1162,101,376,9,425,25,360,43,89,43,89,-,-,-,-,77,885,48,174,7,391,22,320,15,187,10,113,2,34,3,40,1,1,-,-,-,-,-,-
4,1311702304,北区,西ケ原,西ケ原４丁目,西ケ原４丁目,156,884,133,398,6,99,17,387,77,154,74,143,2,10,1,1,72,399,57,238,3,19,12,142,7,331,2,17,1,70,4,244,-,-,-,-,-,-,-,-
3,1311702400,北区,栄町,,栄町,89,1009,72,250,7,502,9,256,34,57,34,57,-,-,-,-,47,892,32,134,7,502,8,256,7,59,6,59,-,-,1,-,1,1,-,-,-,-,-,-
3,1311702500,北区,上中里,,上中里,227,2431,184,1110,11,204,32,1117,93,206,92,191,-,-,1,15,113,1815,76,726,7,118,30,971,21,410,16,193,4,86,1,131,-,-,-,-,-,-,-,-
4,1311702501,北区,上中里,上中里１丁目,上中里１丁目,71,549,61,253,5,116,5,180,33,68,33,68,-,-,-,-,31,358,22,73,4,105,5,180,7,123,6,112,1,11,-,-,-,-,-,-,-,-,-,-
4,1311702502,北区,上中里,上中里２丁目,上中里２丁目,96,1579,71,680,4,21,21,878,35,73,35,73,-,-,-,-,52,1304,29,544,3,13,20,747,9,202,7,63,1,8,1,131,-,-,-,-,-,-,-,-
4,1311702503,北区,上中里,上中里３丁目,上中里３丁目,60,303,52,177,2,67,6,59,25,65,24,50,-,-,1,15,30,153,25,109,-,-,5,44,5,85,3,18,2,67,-,-,-,-,-,-,-,-,-,-
3,1311702600,北区,中里,,中里,359,2275,262,1214,25,224,71,826,121,316,119,310,-,-,2,6,208,1337,126,718,20,131,62,488,29,611,17,186,5,93,7,332,1,11,-,-,-,-,-,-
4,1311702601,北区,中里,中里１丁目,中里１丁目,157,752,122,558,9,72,26,122,53,135,53,135,-,-,-,-,94,484,59,290,9,72,26,122,10,133,10,133,-,-,-,-,-,-,-,-,-,-,-,-
4,1311702602,北区,中里,中里２丁目,中里２丁目,148,980,105,536,11,111,32,333,51,144,49,138,-,-,2,6,89,716,51,353,9,57,29,306,8,120,5,45,2,54,1,21,-,-,-,-,-,-,-,-
4,1311702603,北区,中里,中里３丁目,中里３丁目,54,543,35,120,5,41,13,371,17,37,17,37,-,-,-,-,25,137,16,75,2,2,7,60,11,358,2,8,3,39,6,311,1,11,-,-,-,-,-,-
3,1311702700,北区,昭和町,,昭和町,223,2120,159,752,18,312,46,1056,72,161,71,154,-,-,1,7,149,1927,87,585,18,312,44,1030,2,32,1,13,-,-,1,19,-,-,-,-,-,-,-,-
4,1311702701,北区,昭和町,昭和町１丁目,昭和町１丁目,83,531,67,262,6,47,10,222,32,72,32,72,-,-,-,-,50,446,34,177,6,47,10,222,1,13,1,13,-,-,-,-,-,-,-,-,-,-,-,-
4,1311702702,北区,昭和町,昭和町２丁目,昭和町２丁目,104,1212,67,348,10,260,27,604,29,73,28,66,-,-,1,7,74,1120,39,282,10,260,25,578,1,19,-,-,-,-,1,19,-,-,-,-,-,-,-,-
4,1311702703,北区,昭和町,昭和町３丁目,昭和町３丁目,36,377,25,142,2,5,9,230,11,16,11,16,-,-,-,-,25,361,14,126,2,5,9,230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1311702800,北区,田端新町,,田端新町,363,3129,263,1294,32,609,67,1211,99,245,98,244,1,1,-,-,253,2507,161,1030,29,443,63,1034,10,362,4,20,2,165,4,177,1,15,-,-,-,-,-,-
4,1311702801,北区,田端新町,田端新町１丁目,田端新町１丁目,136,1351,99,566,14,225,23,560,29,63,29,63,-,-,-,-,102,1169,67,484,13,160,22,525,5,119,3,19,1,65,1,35,-,-,-,-,-,-,-,-
4,1311702802,北区,田端新町,田端新町２丁目,田端新町２丁目,103,1026,66,328,10,200,26,483,19,57,19,57,-,-,-,-,81,857,46,270,10,200,25,387,2,97,1,1,-,-,1,96,1,15,-,-,-,-,-,-
4,1311702803,北区,田端新町,田端新町３丁目,田端新町３丁目,124,752,98,400,8,184,18,168,51,125,50,124,1,1,-,-,70,481,48,276,6,83,16,122,3,146,-,-,1,100,2,46,-,-,-,-,-,-,-,-
3,1311702900,北区,東田端,,東田端,258,6783,125,529,39,1868,94,4386,57,155,55,145,-,-,2,10,188,6430,67,346,35,1830,86,4254,13,198,3,38,4,38,6,122,-,-,-,-,-,-,-,-
4,1311702901,北区,東田端,東田端１丁目,東田端１丁目,132,2239,55,242,23,911,54,1086,24,84,23,75,-,-,1,9,101,2081,31,166,20,888,50,1027,7,74,1,1,3,23,3,50,-,-,-,-,-,-,-,-
4,1311702902,北区,東田端,東田端２丁目,東田端２丁目,126,4544,70,287,16,957,40,3300,33,71,32,70,-,-,1,1,87,4349,36,180,15,942,36,3227,6,124,2,37,1,15,3,72,-,-,-,-,-,-,-,-
3,1311703000,北区,田端,,田端,538,4898,413,1764,27,895,97,2238,200,474,197,457,-,-,3,17,296,3937,196,1218,23,846,77,1873,41,486,20,89,4,49,17,348,1,1,-,-,-,-,-,-
4,1311703001,北区,田端,田端１丁目,田端１丁目,156,1160,110,504,11,117,34,538,52,137,51,136,-,-,1,1,92,814,55,355,11,117,26,342,11,208,4,13,-,-,7,195,1,1,-,-,-,-,-,-
4,1311703002,北区,田端,田端２丁目,田端２丁目,71,274,61,189,2,15,8,70,34,59,33,57,-,-,1,2,31,196,24,119,1,11,6,66,6,19,4,13,1,4,1,2,-,-,-,-,-,-,-,-
4,1311703003,北区,田端,田端３丁目,田端３丁目,104,816,85,540,3,30,16,246,45,120,44,106,-,-,1,14,47,544,35,402,2,28,10,114,12,152,6,32,1,2,5,118,-,-,-,-,-,-,-,-
4,1311703004,北区,田端,田端４丁目,田端４丁目,74,313,64,226,3,38,7,49,26,57,26,57,-,-,-,-,43,231,34,147,2,35,7,49,5,25,4,22,1,3,-,-,-,-,-,-,-,-,-,-
4,1311703005,北区,田端,田端５丁目,田端５丁目,76,306,67,209,2,51,7,46,33,67,33,67,-,-,-,-,39,176,33,140,1,11,5,25,4,63,1,2,1,40,2,21,-,-,-,-,-,-,-,-
4,1311703006,北区,田端,田端６丁目,田端６丁目,57,2029,26,96,6,644,25,1289,10,34,10,34,-,-,-,-,44,1976,15,55,6,644,23,1277,3,19,1,7,-,-,2,12,-,-,-,-,-,-,-,-
2,1311800000,荒川区,,,荒川区,9060,75404,6604,30387,651,13873,1781,31063,3394,8241,3335,8033,24,89,35,119,5110,56483,3019,19659,591,12402,1500,24422,532,10599,250,2695,36,1382,246,6522,24,81,-,-,-,-,-,-
3,1311800100,荒川区,南千住,,南千住,1234,12802,847,4157,60,1066,325,7562,470,1134,455,1077,5,22,10,35,666,9475,350,2748,51,720,265,6007,96,2176,42,332,4,324,50,1520,2,17,-,-,-,-,-,-
4,1311800101,荒川区,南千住,南千住１丁目,南千住１丁目,258,1267,201,614,8,77,49,576,139,306,133,290,2,5,4,11,108,796,59,221,5,15,44,560,11,165,9,103,1,57,1,5,-,-,-,-,-,-,-,-
4,1311800102,荒川区,南千住,南千住２丁目,南千住２丁目,110,605,88,396,7,54,14,153,39,80,39,80,-,-,-,-,64,504,45,305,7,54,12,145,6,19,4,11,-,-,2,8,1,2,-,-,-,-,-,-
4,1311800103,荒川区,南千住,南千住３丁目,南千住３丁目,139,2819,91,1004,9,293,39,1522,26,73,26,73,-,-,-,-,104,2494,63,907,8,171,33,1416,9,252,2,24,1,122,6,106,-,-,-,-,-,-,-,-
4,1311800104,荒川区,南千住,南千住４丁目,南千住４丁目,107,2804,12,68,2,9,93,2727,5,14,4,13,-,-,1,1,90,2607,5,21,2,9,83,2577,12,183,3,34,-,-,9,149,-,-,-,-,-,-,-,-
4,1311800105,荒川区,南千住,南千住５丁目,南千住５丁目,207,1226,168,639,14,320,25,267,104,254,100,228,2,12,2,14,91,745,61,371,11,185,19,189,12,227,7,40,1,123,4,64,-,-,-,-,-,-,-,-
4,1311800106,荒川区,南千住,南千住６丁目,南千住６丁目,182,1772,143,849,6,150,32,758,76,180,76,180,-,-,-,-,92,1327,62,633,6,150,24,544,13,250,5,36,-,-,8,214,1,15,-,-,-,-,-,-
