地域階層,地域コード,地域名,大分類コード,大分類名,事業所数,事業従業者数（人）,付加価値額（百万円）
4,13229,西東京市,I,卸売業，小売業,1059,10075,51708
4,13229,西東京市,J,金融業，保険業,63,1121,15188
4,13229,西東京市,K,不動産業，物品賃貸業,389,1743,11486
4,13229,西東京市,L,学術研究，専門・技術サービス業,192,709,6711
4,13229,西東京市,M,宿泊業，飲食サービス業,568,4566,6813
4,13229,西東京市,N,生活関連サービス業，娯楽業,514,2614,8288
4,13229,西東京市,O,教育，学習支援業,211,2355,10352
4,13229,西東京市,P,医療，福祉,593,10385,40212
4,13229,西東京市,Q,複合サービス事業,23,210,1948
4,13229,西東京市,R,サービス業（他に分類されないもの）,134,3393,10184
1,13550,町村部,A,農業，林業,23,237,729
1,13550,町村部,B,漁業,2,16,X
1,13550,町村部,C,鉱業，採石業，砂利採取業,3,85,310
1,13550,町村部,D,建設業,557,3733,19333
1,13550,町村部,E,製造業,625,10450,58811
1,13550,町村部,F,電気・ガス・熱供給・水道業,14,618,3731
1,13550,町村部,G,情報通信業,5,29,132
1,13550,町村部,H,運輸業，郵便業,179,4285,16051
1,13550,町村部,I,卸売業，小売業,1062,7963,33389
1,13550,町村部,J,金融業，保険業,35,309,3851
1,13550,町村部,K,不動産業，物品賃貸業,119,593,2790
1,13550,町村部,L,学術研究，専門・技術サービス業,77,384,2371
1,13550,町村部,M,宿泊業，飲食サービス業,856,3997,8274
1,13550,町村部,N,生活関連サービス業，娯楽業,327,1705,4713
1,13550,町村部,O,教育，学習支援業,61,254,620
1,13550,町村部,P,医療，福祉,219,5253,20242
1,13550,町村部,Q,複合サービス事業,48,325,1676
1,13550,町村部,R,サービス業（他に分類されないもの）,258,2233,7611
2,13300,西多摩郡,A,農業，林業,16,150,538
2,13300,西多摩郡,B,漁業,2,16,X
2,13300,西多摩郡,C,鉱業，採石業，砂利採取業,2,84,X
2,13300,西多摩郡,D,建設業,323,1727,8586
2,13300,西多摩郡,E,製造業,523,9954,56819
2,13300,西多摩郡,F,電気・ガス・熱供給・水道業,6,26,112
2,13300,西多摩郡,G,情報通信業,4,22,X
2,13300,西多摩郡,H,運輸業，郵便業,102,3786,14141
2,13300,西多摩郡,I,卸売業，小売業,629,5987,25411
2,13300,西多摩郡,J,金融業，保険業,19,188,1993
2,13300,西多摩郡,K,不動産業，物品賃貸業,73,427,2232
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,44,278,1972
2,13300,西多摩郡,M,宿泊業，飲食サービス業,246,1954,4216
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,137,1200,3448
2,13300,西多摩郡,O,教育，学習支援業,33,176,467
2,13300,西多摩郡,P,医療，福祉,152,4197,16245
2,13300,西多摩郡,Q,複合サービス事業,15,143,898
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,171,1690,5876
4,13303,瑞穂町,A,農業，林業,3,17,X
4,13303,瑞穂町,B,漁業,-,-,-
4,13303,瑞穂町,C,鉱業，採石業，砂利採取業,-,-,-
4,13303,瑞穂町,D,建設業,178,944,5181
4,13303,瑞穂町,E,製造業,395,7967,49807
4,13303,瑞穂町,F,電気・ガス・熱供給・水道業,-,-,-
4,13303,瑞穂町,G,情報通信業,2,17,X
4,13303,瑞穂町,H,運輸業，郵便業,76,3107,11096
4,13303,瑞穂町,I,卸売業，小売業,362,3864,17830
4,13303,瑞穂町,J,金融業，保険業,9,130,1531
4,13303,瑞穂町,K,不動産業，物品賃貸業,52,334,X
4,13303,瑞穂町,L,学術研究，専門・技術サービス業,24,119,670
4,13303,瑞穂町,M,宿泊業，飲食サービス業,92,777,1556
4,13303,瑞穂町,N,生活関連サービス業，娯楽業,75,857,2608
4,13303,瑞穂町,O,教育，学習支援業,17,122,359
4,13303,瑞穂町,P,医療，福祉,69,1339,5434
4,13303,瑞穂町,Q,複合サービス事業,6,66,417
4,13303,瑞穂町,R,サービス業（他に分類されないもの）,97,1198,4234
4,13305,日の出町,A,農業，林業,7,78,249
4,13305,日の出町,B,漁業,-,-,-
4,13305,日の出町,C,鉱業，採石業，砂利採取業,-,-,-
4,13305,日の出町,D,建設業,82,457,1819
4,13305,日の出町,E,製造業,95,1751,6054
4,13305,日の出町,F,電気・ガス・熱供給・水道業,3,10,38
4,13305,日の出町,G,情報通信業,2,5,X
4,13305,日の出町,H,運輸業，郵便業,17,591,2601
4,13305,日の出町,I,卸売業，小売業,183,1818,6889
4,13305,日の出町,J,金融業，保険業,8,44,X
4,13305,日の出町,K,不動産業，物品賃貸業,18,86,517
4,13305,日の出町,L,学術研究，専門・技術サービス業,16,148,1240
4,13305,日の出町,M,宿泊業，飲食サービス業,60,721,1850
4,13305,日の出町,N,生活関連サービス業，娯楽業,40,234,649
4,13305,日の出町,O,教育，学習支援業,14,48,X
4,13305,日の出町,P,医療，福祉,60,2203,8209
4,13305,日の出町,Q,複合サービス事業,3,35,X
4,13305,日の出町,R,サービス業（他に分類されないもの）,46,405,1431
4,13307,檜原村,A,農業，林業,3,27,128
4,13307,檜原村,B,漁業,-,-,-
4,13307,檜原村,C,鉱業，採石業，砂利採取業,-,-,-
4,13307,檜原村,D,建設業,25,100,250
4,13307,檜原村,E,製造業,13,83,412
4,13307,檜原村,F,電気・ガス・熱供給・水道業,-,-,-
4,13307,檜原村,G,情報通信業,-,-,-
4,13307,檜原村,H,運輸業，郵便業,1,10,X
4,13307,檜原村,I,卸売業，小売業,36,100,137
4,13307,檜原村,J,金融業，保険業,-,-,-
4,13307,檜原村,K,不動産業，物品賃貸業,2,3,X
4,13307,檜原村,L,学術研究，専門・技術サービス業,1,1,X
4,13307,檜原村,M,宿泊業，飲食サービス業,23,96,105
4,13307,檜原村,N,生活関連サービス業，娯楽業,7,27,50
4,13307,檜原村,O,教育，学習支援業,-,-,-
4,13307,檜原村,P,医療，福祉,7,161,485
4,13307,檜原村,Q,複合サービス事業,2,13,X
4,13307,檜原村,R,サービス業（他に分類されないもの）,11,21,27
4,13308,奥多摩町,A,農業，林業,3,28,X
4,13308,奥多摩町,B,漁業,2,16,X
4,13308,奥多摩町,C,鉱業，採石業，砂利採取業,2,84,X
4,13308,奥多摩町,D,建設業,38,226,1336
4,13308,奥多摩町,E,製造業,20,153,546
4,13308,奥多摩町,F,電気・ガス・熱供給・水道業,3,16,74
4,13308,奥多摩町,G,情報通信業,-,-,-
4,13308,奥多摩町,H,運輸業，郵便業,8,78,X
4,13308,奥多摩町,I,卸売業，小売業,48,205,555
4,13308,奥多摩町,J,金融業，保険業,2,14,X
4,13308,奥多摩町,K,不動産業，物品賃貸業,1,4,X
4,13308,奥多摩町,L,学術研究，専門・技術サービス業,3,10,X
4,13308,奥多摩町,M,宿泊業，飲食サービス業,71,360,705
4,13308,奥多摩町,N,生活関連サービス業，娯楽業,15,82,140
4,13308,奥多摩町,O,教育，学習支援業,2,6,X
4,13308,奥多摩町,P,医療，福祉,16,494,2116
4,13308,奥多摩町,Q,複合サービス事業,4,29,279
4,13308,奥多摩町,R,サービス業（他に分類されないもの）,17,66,184
2,13350,島部,A,農業，林業,7,87,192
2,13350,島部,B,漁業,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,1,X
2,13350,島部,D,建設業,234,2006,10747
2,13350,島部,E,製造業,102,496,1991
2,13350,島部,F,電気・ガス・熱供給・水道業,8,592,3620
2,13350,島部,G,情報通信業,1,7,X
2,13350,島部,H,運輸業，郵便業,77,499,1910
2,13350,島部,I,卸売業，小売業,433,1976,7977
2,13350,島部,J,金融業，保険業,16,121,1858
2,13350,島部,K,不動産業，物品賃貸業,46,166,559
2,13350,島部,L,学術研究，専門・技術サービス業,33,106,399
2,13350,島部,M,宿泊業，飲食サービス業,610,2043,4058
2,13350,島部,N,生活関連サービス業，娯楽業,190,505,1265
2,13350,島部,O,教育，学習支援業,28,78,153
2,13350,島部,P,医療，福祉,67,1056,3997
2,13350,島部,Q,複合サービス事業,33,182,778
2,13350,島部,R,サービス業（他に分類されないもの）,87,543,1734
3,13360,大島支庁,A,農業，林業,2,14,X
3,13360,大島支庁,B,漁業,-,-,-
3,13360,大島支庁,C,鉱業，採石業，砂利採取業,1,1,X
3,13360,大島支庁,D,建設業,126,970,5405
3,13360,大島支庁,E,製造業,45,215,888
3,13360,大島支庁,F,電気・ガス・熱供給・水道業,4,295,1829
3,13360,大島支庁,G,情報通信業,-,-,-
3,13360,大島支庁,H,運輸業，郵便業,31,196,830
3,13360,大島支庁,I,卸売業，小売業,245,945,3597
3,13360,大島支庁,J,金融業，保険業,8,76,1054
3,13360,大島支庁,K,不動産業，物品賃貸業,7,36,150
3,13360,大島支庁,L,学術研究，専門・技術サービス業,12,32,80
3,13360,大島支庁,M,宿泊業，飲食サービス業,287,971,2028
3,13360,大島支庁,N,生活関連サービス業，娯楽業,81,221,704
3,13360,大島支庁,O,教育，学習支援業,13,42,81
3,13360,大島支庁,P,医療，福祉,33,590,2708
3,13360,大島支庁,Q,複合サービス事業,16,73,362
3,13360,大島支庁,R,サービス業（他に分類されないもの）,44,232,676
4,13361,大島町,A,農業，林業,1,4,X
4,13361,大島町,B,漁業,-,-,-
4,13361,大島町,C,鉱業，採石業，砂利採取業,1,1,X
4,13361,大島町,D,建設業,72,558,3204
4,13361,大島町,E,製造業,23,119,354
4,13361,大島町,F,電気・ガス・熱供給・水道業,1,96,X
4,13361,大島町,G,情報通信業,-,-,-
4,13361,大島町,H,運輸業，郵便業,14,112,410
4,13361,大島町,I,卸売業，小売業,150,540,1750
4,13361,大島町,J,金融業，保険業,6,56,X
4,13361,大島町,K,不動産業，物品賃貸業,7,36,150
4,13361,大島町,L,学術研究，専門・技術サービス業,9,28,65
4,13361,大島町,M,宿泊業，飲食サービス業,138,518,1009
4,13361,大島町,N,生活関連サービス業，娯楽業,44,127,326
4,13361,大島町,O,教育，学習支援業,10,36,61
4,13361,大島町,P,医療，福祉,25,461,1879
4,13361,大島町,Q,複合サービス事業,9,35,144
4,13361,大島町,R,サービス業（他に分類されないもの）,26,150,427
4,13362,利島村,A,農業，林業,1,10,X
4,13362,利島村,B,漁業,-,-,-
4,13362,利島村,C,鉱業，採石業，砂利採取業,-,-,-
4,13362,利島村,D,建設業,6,30,-80
4,13362,利島村,E,製造業,3,13,61
4,13362,利島村,F,電気・ガス・熱供給・水道業,1,7,X
4,13362,利島村,G,情報通信業,-,-,-
4,13362,利島村,H,運輸業，郵便業,1,5,X
4,13362,利島村,I,卸売業，小売業,7,21,184
4,13362,利島村,J,金融業，保険業,-,-,-
4,13362,利島村,K,不動産業，物品賃貸業,-,-,-
4,13362,利島村,L,学術研究，専門・技術サービス業,-,-,-
4,13362,利島村,M,宿泊業，飲食サービス業,9,18,54
4,13362,利島村,N,生活関連サービス業，娯楽業,4,7,47
4,13362,利島村,O,教育，学習支援業,-,-,-
4,13362,利島村,P,医療，福祉,1,6,X
4,13362,利島村,Q,複合サービス事業,1,4,X
4,13362,利島村,R,サービス業（他に分類されないもの）,2,16,X
4,13363,新島村,A,農業，林業,-,-,-
4,13363,新島村,B,漁業,-,-,-
4,13363,新島村,C,鉱業，採石業，砂利採取業,-,-,-
4,13363,新島村,D,建設業,25,221,860
4,13363,新島村,E,製造業,11,57,210
4,13363,新島村,F,電気・ガス・熱供給・水道業,1,96,X
4,13363,新島村,G,情報通信業,-,-,-
4,13363,新島村,H,運輸業，郵便業,11,48,235
4,13363,新島村,I,卸売業，小売業,50,199,568
4,13363,新島村,J,金融業，保険業,1,12,X
4,13363,新島村,K,不動産業，物品賃貸業,-,-,-
4,13363,新島村,L,学術研究，専門・技術サービス業,1,1,X
4,13363,新島村,M,宿泊業，飲食サービス業,87,276,391
4,13363,新島村,N,生活関連サービス業，娯楽業,13,22,25
4,13363,新島村,O,教育，学習支援業,1,1,X
4,13363,新島村,P,医療，福祉,4,87,494
4,13363,新島村,Q,複合サービス事業,5,27,X
4,13363,新島村,R,サービス業（他に分類されないもの）,12,54,139
4,13364,神津島村,A,農業，林業,-,-,-
4,13364,神津島村,B,漁業,-,-,-
4,13364,神津島村,C,鉱業，採石業，砂利採取業,-,-,-
4,13364,神津島村,D,建設業,23,161,1421
4,13364,神津島村,E,製造業,8,26,263
4,13364,神津島村,F,電気・ガス・熱供給・水道業,1,96,X
4,13364,神津島村,G,情報通信業,-,-,-
4,13364,神津島村,H,運輸業，郵便業,5,31,X
4,13364,神津島村,I,卸売業，小売業,38,185,1096
4,13364,神津島村,J,金融業，保険業,1,8,X
4,13364,神津島村,K,不動産業，物品賃貸業,-,-,-
4,13364,神津島村,L,学術研究，専門・技術サービス業,2,3,X
4,13364,神津島村,M,宿泊業，飲食サービス業,53,159,574
4,13364,神津島村,N,生活関連サービス業，娯楽業,20,65,306
4,13364,神津島村,O,教育，学習支援業,2,5,X
4,13364,神津島村,P,医療，福祉,3,36,X
4,13364,神津島村,Q,複合サービス事業,1,7,X
4,13364,神津島村,R,サービス業（他に分類されないもの）,4,12,X
3,13380,三宅支庁,A,農業，林業,1,1,X
3,13380,三宅支庁,B,漁業,-,-,-
3,13380,三宅支庁,C,鉱業，採石業，砂利採取業,-,-,-
3,13380,三宅支庁,D,建設業,37,379,1458
3,13380,三宅支庁,E,製造業,13,54,477
3,13380,三宅支庁,F,電気・ガス・熱供給・水道業,1,96,X
3,13380,三宅支庁,G,情報通信業,-,-,-
3,13380,三宅支庁,H,運輸業，郵便業,16,105,412
3,13380,三宅支庁,I,卸売業，小売業,44,172,833
3,13380,三宅支庁,J,金融業，保険業,2,12,X
3,13380,三宅支庁,K,不動産業，物品賃貸業,4,10,10
3,13380,三宅支庁,L,学術研究，専門・技術サービス業,1,2,X
3,13380,三宅支庁,M,宿泊業，飲食サービス業,66,175,220
3,13380,三宅支庁,N,生活関連サービス業，娯楽業,31,54,80
3,13380,三宅支庁,O,教育，学習支援業,2,6,X
3,13380,三宅支庁,P,医療，福祉,5,81,X
3,13380,三宅支庁,Q,複合サービス事業,7,40,X
3,13380,三宅支庁,R,サービス業（他に分類されないもの）,11,112,467
4,13381,三宅村,A,農業，林業,1,1,X
4,13381,三宅村,B,漁業,-,-,-
4,13381,三宅村,C,鉱業，採石業，砂利採取業,-,-,-
4,13381,三宅村,D,建設業,35,331,X
4,13381,三宅村,E,製造業,13,54,477
4,13381,三宅村,F,電気・ガス・熱供給・水道業,1,96,X
4,13381,三宅村,G,情報通信業,-,-,-
4,13381,三宅村,H,運輸業，郵便業,12,78,350
4,13381,三宅村,I,卸売業，小売業,40,143,X
4,13381,三宅村,J,金融業，保険業,2,12,X
4,13381,三宅村,K,不動産業，物品賃貸業,4,10,10
4,13381,三宅村,L,学術研究，専門・技術サービス業,1,2,X
4,13381,三宅村,M,宿泊業，飲食サービス業,61,161,207
4,13381,三宅村,N,生活関連サービス業，娯楽業,26,47,71
4,13381,三宅村,O,教育，学習支援業,2,6,X
4,13381,三宅村,P,医療，福祉,5,81,X
4,13381,三宅村,Q,複合サービス事業,6,35,135
4,13381,三宅村,R,サービス業（他に分類されないもの）,11,112,467
4,13382,御蔵島村,A,農業，林業,-,-,-
4,13382,御蔵島村,B,漁業,-,-,-
4,13382,御蔵島村,C,鉱業，採石業，砂利採取業,-,-,-
4,13382,御蔵島村,D,建設業,2,48,X
4,13382,御蔵島村,E,製造業,-,-,-
4,13382,御蔵島村,F,電気・ガス・熱供給・水道業,-,-,-
4,13382,御蔵島村,G,情報通信業,-,-,-
4,13382,御蔵島村,H,運輸業，郵便業,4,27,62
4,13382,御蔵島村,I,卸売業，小売業,4,29,X
4,13382,御蔵島村,J,金融業，保険業,-,-,-
4,13382,御蔵島村,K,不動産業，物品賃貸業,-,-,-
4,13382,御蔵島村,L,学術研究，専門・技術サービス業,-,-,-
4,13382,御蔵島村,M,宿泊業，飲食サービス業,5,14,12
4,13382,御蔵島村,N,生活関連サービス業，娯楽業,5,7,9
4,13382,御蔵島村,O,教育，学習支援業,-,-,-
4,13382,御蔵島村,P,医療，福祉,-,-,-
4,13382,御蔵島村,Q,複合サービス事業,1,5,X
4,13382,御蔵島村,R,サービス業（他に分類されないもの）,-,-,-
3,13400,八丈支庁,A,農業，林業,-,-,-
3,13400,八丈支庁,B,漁業,-,-,-
3,13400,八丈支庁,C,鉱業，採石業，砂利採取業,-,-,-
3,13400,八丈支庁,D,建設業,49,508,2922
3,13400,八丈支庁,E,製造業,32,195,563
3,13400,八丈支庁,F,電気・ガス・熱供給・水道業,1,96,X
3,13400,八丈支庁,G,情報通信業,1,7,X
3,13400,八丈支庁,H,運輸業，郵便業,22,128,434
3,13400,八丈支庁,I,卸売業，小売業,112,683,2633
3,13400,八丈支庁,J,金融業，保険業,4,25,582
3,13400,八丈支庁,K,不動産業，物品賃貸業,18,96,357
3,13400,八丈支庁,L,学術研究，専門・技術サービス業,11,22,71
3,13400,八丈支庁,M,宿泊業，飲食サービス業,163,551,834
3,13400,八丈支庁,N,生活関連サービス業，娯楽業,55,145,372
3,13400,八丈支庁,O,教育，学習支援業,12,21,34
3,13400,八丈支庁,P,医療，福祉,23,265,784
3,13400,八丈支庁,Q,複合サービス事業,9,62,225
3,13400,八丈支庁,R,サービス業（他に分類されないもの）,20,86,227
4,13401,八丈町,A,農業，林業,-,-,-
4,13401,八丈町,B,漁業,-,-,-
4,13401,八丈町,C,鉱業，採石業，砂利採取業,-,-,-
4,13401,八丈町,D,建設業,45,461,2564
4,13401,八丈町,E,製造業,31,183,X
4,13401,八丈町,F,電気・ガス・熱供給・水道業,1,96,X
4,13401,八丈町,G,情報通信業,1,7,X
4,13401,八丈町,H,運輸業，郵便業,22,128,434
4,13401,八丈町,I,卸売業，小売業,111,679,X
4,13401,八丈町,J,金融業，保険業,4,25,582
4,13401,八丈町,K,不動産業，物品賃貸業,18,96,357
4,13401,八丈町,L,学術研究，専門・技術サービス業,11,22,71
4,13401,八丈町,M,宿泊業，飲食サービス業,158,538,816
4,13401,八丈町,N,生活関連サービス業，娯楽業,55,145,372
4,13401,八丈町,O,教育，学習支援業,12,21,34
4,13401,八丈町,P,医療，福祉,23,265,784
4,13401,八丈町,Q,複合サービス事業,8,59,X
4,13401,八丈町,R,サービス業（他に分類されないもの）,19,82,X
4,13402,青ヶ島村,A,農業，林業,-,-,-
4,13402,青ヶ島村,B,漁業,-,-,-
4,13402,青ヶ島村,C,鉱業，採石業，砂利採取業,-,-,-
4,13402,青ヶ島村,D,建設業,4,47,358
4,13402,青ヶ島村,E,製造業,1,12,X
4,13402,青ヶ島村,F,電気・ガス・熱供給・水道業,-,-,-
4,13402,青ヶ島村,G,情報通信業,-,-,-
4,13402,青ヶ島村,H,運輸業，郵便業,-,-,-
4,13402,青ヶ島村,I,卸売業，小売業,1,4,X
4,13402,青ヶ島村,J,金融業，保険業,-,-,-
4,13402,青ヶ島村,K,不動産業，物品賃貸業,-,-,-
4,13402,青ヶ島村,L,学術研究，専門・技術サービス業,-,-,-
4,13402,青ヶ島村,M,宿泊業，飲食サービス業,5,13,19
4,13402,青ヶ島村,N,生活関連サービス業，娯楽業,-,-,-
4,13402,青ヶ島村,O,教育，学習支援業,-,-,-
4,13402,青ヶ島村,P,医療，福祉,-,-,-
4,13402,青ヶ島村,Q,複合サービス事業,1,3,X
4,13402,青ヶ島村,R,サービス業（他に分類されないもの）,1,4,X
3,13420,小笠原支庁,A,農業，林業,4,72,72
3,13420,小笠原支庁,B,漁業,-,-,-
3,13420,小笠原支庁,C,鉱業，採石業，砂利採取業,-,-,-
3,13420,小笠原支庁,D,建設業,22,149,962
3,13420,小笠原支庁,E,製造業,12,32,62
3,13420,小笠原支庁,F,電気・ガス・熱供給・水道業,2,105,X
3,13420,小笠原支庁,G,情報通信業,-,-,-
3,13420,小笠原支庁,H,運輸業，郵便業,8,70,234
3,13420,小笠原支庁,I,卸売業，小売業,32,176,915
3,13420,小笠原支庁,J,金融業，保険業,2,8,X
3,13420,小笠原支庁,K,不動産業，物品賃貸業,17,24,41
3,13420,小笠原支庁,L,学術研究，専門・技術サービス業,9,50,X
3,13420,小笠原支庁,M,宿泊業，飲食サービス業,94,346,976
3,13420,小笠原支庁,N,生活関連サービス業，娯楽業,23,85,109
3,13420,小笠原支庁,O,教育，学習支援業,1,9,X
3,13420,小笠原支庁,P,医療，福祉,6,120,X
3,13420,小笠原支庁,Q,複合サービス事業,1,7,X
3,13420,小笠原支庁,R,サービス業（他に分類されないもの）,12,113,365
4,13421,小笠原村,A,農業，林業,4,72,72
4,13421,小笠原村,B,漁業,-,-,-
4,13421,小笠原村,C,鉱業，採石業，砂利採取業,-,-,-
4,13421,小笠原村,D,建設業,22,149,962
4,13421,小笠原村,E,製造業,12,32,62
4,13421,小笠原村,F,電気・ガス・熱供給・水道業,2,105,X
4,13421,小笠原村,G,情報通信業,-,-,-
4,13421,小笠原村,H,運輸業，郵便業,8,70,234
4,13421,小笠原村,I,卸売業，小売業,32,176,915
4,13421,小笠原村,J,金融業，保険業,2,8,X
4,13421,小笠原村,K,不動産業，物品賃貸業,17,24,41
4,13421,小笠原村,L,学術研究，専門・技術サービス業,9,50,X
4,13421,小笠原村,M,宿泊業，飲食サービス業,94,346,976
4,13421,小笠原村,N,生活関連サービス業，娯楽業,23,85,109
4,13421,小笠原村,O,教育，学習支援業,1,9,X
4,13421,小笠原村,P,医療，福祉,6,120,X
4,13421,小笠原村,Q,複合サービス事業,1,7,X
4,13421,小笠原村,R,サービス業（他に分類されないもの）,12,113,365
,,,,,,,
平成28年経済センサス活動調査報告（産業横断的集計　東京都概況）,,,,,,,
第７表　区市町村、産業大分類別民営事業所数、事業従事者数及び付加価値額,,,,,,,
注１）付加価値額は、必要な事項の数値が得られた事業所を対象として集計しているため、他の統計表の事業所数及び事業従業者数とは一致しない。,,,,,,,
注２）外国の会社及び法人でない団体を除く。,,,,,,,
地域階層（0:東京都総数　1:区部・市部・町村部　2:西多摩郡・島部　3:大島支庁・三宅支庁・八丈支庁・小笠原支庁　4:区市町村）,,,,,,,
