地域階層,地域コード,地域名,大分類コード,大分類名,事業所数,事業従業者数（人）,付加価値額（百万円）
4,13111,大田区,P,医療，福祉,2067,31843,143134
4,13111,大田区,Q,複合サービス事業,81,1271,6231
4,13111,大田区,R,サービス業（他に分類されないもの）,1213,29291,147124
4,13112,世田谷区,A,農業，林業,39,307,1441
4,13112,世田谷区,B,漁業,-,-,-
4,13112,世田谷区,C,鉱業，採石業，砂利採取業,1,30,X
4,13112,世田谷区,D,建設業,1607,13347,78636
4,13112,世田谷区,E,製造業,628,4867,25625
4,13112,世田谷区,F,電気・ガス・熱供給・水道業,7,350,7079
4,13112,世田谷区,G,情報通信業,503,18672,286326
4,13112,世田谷区,H,運輸業，郵便業,404,12554,80616
4,13112,世田谷区,I,卸売業，小売業,5807,54717,257969
4,13112,世田谷区,J,金融業，保険業,301,7314,112133
4,13112,世田谷区,K,不動産業，物品賃貸業,2052,10460,59986
4,13112,世田谷区,L,学術研究，専門・技術サービス業,1228,6851,39633
4,13112,世田谷区,M,宿泊業，飲食サービス業,3067,26964,59621
4,13112,世田谷区,N,生活関連サービス業，娯楽業,2193,10361,43727
4,13112,世田谷区,O,教育，学習支援業,1029,20242,X
4,13112,世田谷区,P,医療，福祉,2796,36096,95824
4,13112,世田谷区,Q,複合サービス事業,87,1601,9153
4,13112,世田谷区,R,サービス業（他に分類されないもの）,1062,15414,46374
4,13113,渋谷区,A,農業，林業,2,8,X
4,13113,渋谷区,B,漁業,-,-,-
4,13113,渋谷区,C,鉱業，採石業，砂利採取業,-,-,-
4,13113,渋谷区,D,建設業,668,17334,136199
4,13113,渋谷区,E,製造業,542,10425,105499
4,13113,渋谷区,F,電気・ガス・熱供給・水道業,10,510,7411
4,13113,渋谷区,G,情報通信業,1917,78992,858634
4,13113,渋谷区,H,運輸業，郵便業,157,7862,X
4,13113,渋谷区,I,卸売業，小売業,5872,104191,902283
4,13113,渋谷区,J,金融業，保険業,407,16262,222656
4,13113,渋谷区,K,不動産業，物品賃貸業,1894,22690,174985
4,13113,渋谷区,L,学術研究，専門・技術サービス業,2385,29065,234302
4,13113,渋谷区,M,宿泊業，飲食サービス業,3141,40852,111212
4,13113,渋谷区,N,生活関連サービス業，娯楽業,1787,19697,131556
4,13113,渋谷区,O,教育，学習支援業,697,17630,97326
4,13113,渋谷区,P,医療，福祉,1257,19056,107059
4,13113,渋谷区,Q,複合サービス事業,36,311,1466
4,13113,渋谷区,R,サービス業（他に分類されないもの）,1486,63303,257658
4,13114,中野区,A,農業，林業,2,8,X
4,13114,中野区,B,漁業,-,-,-
4,13114,中野区,C,鉱業，採石業，砂利採取業,-,-,-
4,13114,中野区,D,建設業,724,7211,42310
4,13114,中野区,E,製造業,345,3967,29112
4,13114,中野区,F,電気・ガス・熱供給・水道業,3,24,110
4,13114,中野区,G,情報通信業,291,8148,60657
4,13114,中野区,H,運輸業，郵便業,168,3793,X
4,13114,中野区,I,卸売業，小売業,2352,25543,150987
4,13114,中野区,J,金融業，保険業,119,5992,67269
4,13114,中野区,K,不動産業，物品賃貸業,1421,5246,28352
4,13114,中野区,L,学術研究，専門・技術サービス業,659,6669,157849
4,13114,中野区,M,宿泊業，飲食サービス業,1485,9349,20537
4,13114,中野区,N,生活関連サービス業，娯楽業,985,4697,10570
4,13114,中野区,O,教育，学習支援業,361,6181,24121
4,13114,中野区,P,医療，福祉,1053,14434,85514
4,13114,中野区,Q,複合サービス事業,29,683,3235
4,13114,中野区,R,サービス業（他に分類されないもの）,493,10391,53061
4,13115,杉並区,A,農業，林業,7,29,97
4,13115,杉並区,B,漁業,-,-,-
4,13115,杉並区,C,鉱業，採石業，砂利採取業,-,-,-
4,13115,杉並区,D,建設業,1055,9439,60030
4,13115,杉並区,E,製造業,413,3208,23932
4,13115,杉並区,F,電気・ガス・熱供給・水道業,5,333,7109
4,13115,杉並区,G,情報通信業,432,6253,36345
4,13115,杉並区,H,運輸業，郵便業,269,7813,36006
4,13115,杉並区,I,卸売業，小売業,3844,30135,146663
4,13115,杉並区,J,金融業，保険業,176,3476,56254
4,13115,杉並区,K,不動産業，物品賃貸業,2230,7098,42149
4,13115,杉並区,L,学術研究，専門・技術サービス業,922,4338,19276
4,13115,杉並区,M,宿泊業，飲食サービス業,2563,15945,36787
4,13115,杉並区,N,生活関連サービス業，娯楽業,1540,7277,22560
4,13115,杉並区,O,教育，学習支援業,667,9078,33777
4,13115,杉並区,P,医療，福祉,1834,25022,96875
4,13115,杉並区,Q,複合サービス事業,54,801,4018
4,13115,杉並区,R,サービス業（他に分類されないもの）,718,12134,36049
4,13116,豊島区,A,農業，林業,1,16,X
4,13116,豊島区,B,漁業,1,4,X
4,13116,豊島区,C,鉱業，採石業，砂利採取業,-,-,-
4,13116,豊島区,D,建設業,813,10514,68084
4,13116,豊島区,E,製造業,694,8946,69415
4,13116,豊島区,F,電気・ガス・熱供給・水道業,12,259,2397
4,13116,豊島区,G,情報通信業,830,20710,138296
4,13116,豊島区,H,運輸業，郵便業,171,4948,34240
4,13116,豊島区,I,卸売業，小売業,3999,58350,424404
4,13116,豊島区,J,金融業，保険業,343,10931,56457
4,13116,豊島区,K,不動産業，物品賃貸業,1554,9389,85621
4,13116,豊島区,L,学術研究，専門・技術サービス業,1451,16082,121795
4,13116,豊島区,M,宿泊業，飲食サービス業,2514,31701,90476
4,13116,豊島区,N,生活関連サービス業，娯楽業,1281,11635,54707
4,13116,豊島区,O,教育，学習支援業,564,13996,66727
4,13116,豊島区,P,医療，福祉,1223,14360,76646
4,13116,豊島区,Q,複合サービス事業,34,291,X
4,13116,豊島区,R,サービス業（他に分類されないもの）,968,35750,127526
4,13117,北区,A,農業，林業,2,15,X
4,13117,北区,B,漁業,-,-,-
4,13117,北区,C,鉱業，採石業，砂利採取業,-,-,-
4,13117,北区,D,建設業,854,7485,48017
4,13117,北区,E,製造業,886,13030,76077
4,13117,北区,F,電気・ガス・熱供給・水道業,5,355,9777
4,13117,北区,G,情報通信業,112,3355,20091
4,13117,北区,H,運輸業，郵便業,348,10486,93667
4,13117,北区,I,卸売業，小売業,2699,24878,168779
4,13117,北区,J,金融業，保険業,146,3011,38185
4,13117,北区,K,不動産業，物品賃貸業,1196,4573,24476
4,13117,北区,L,学術研究，専門・技術サービス業,455,4320,31770
4,13117,北区,M,宿泊業，飲食サービス業,1616,11620,67243
4,13117,北区,N,生活関連サービス業，娯楽業,945,4311,20296
4,13117,北区,O,教育，学習支援業,303,4048,15586
4,13117,北区,P,医療，福祉,995,15612,59739
4,13117,北区,Q,複合サービス事業,41,692,X
4,13117,北区,R,サービス業（他に分類されないもの）,489,6998,21870
4,13118,荒川区,A,農業，林業,-,-,-
4,13118,荒川区,B,漁業,-,-,-
4,13118,荒川区,C,鉱業，採石業，砂利採取業,-,-,-
4,13118,荒川区,D,建設業,556,4833,27231
4,13118,荒川区,E,製造業,1565,9971,45262
4,13118,荒川区,F,電気・ガス・熱供給・水道業,3,825,23688
4,13118,荒川区,G,情報通信業,70,1334,8720
4,13118,荒川区,H,運輸業，郵便業,192,5197,34976
4,13118,荒川区,I,卸売業，小売業,2047,15440,74386
4,13118,荒川区,J,金融業，保険業,74,1391,18872
4,13118,荒川区,K,不動産業，物品賃貸業,557,2283,11355
4,13118,荒川区,L,学術研究，専門・技術サービス業,257,2529,29462
4,13118,荒川区,M,宿泊業，飲食サービス業,967,6129,14309
4,13118,荒川区,N,生活関連サービス業，娯楽業,566,2695,9421
4,13118,荒川区,O,教育，学習支援業,164,2128,8167
4,13118,荒川区,P,医療，福祉,652,9694,40575
4,13118,荒川区,Q,複合サービス事業,20,139,690
4,13118,荒川区,R,サービス業（他に分類されないもの）,321,5768,24162
4,13119,板橋区,A,農業，林業,3,12,47
4,13119,板橋区,B,漁業,-,-,-
4,13119,板橋区,C,鉱業，採石業，砂利採取業,-,-,-
4,13119,板橋区,D,建設業,1295,9206,46457
4,13119,板橋区,E,製造業,1673,22403,144877
4,13119,板橋区,F,電気・ガス・熱供給・水道業,10,251,1487
4,13119,板橋区,G,情報通信業,148,2241,13023
4,13119,板橋区,H,運輸業，郵便業,593,13933,57556
4,13119,板橋区,I,卸売業，小売業,3594,37330,207484
4,13119,板橋区,J,金融業，保険業,203,3398,44809
4,13119,板橋区,K,不動産業，物品賃貸業,1217,4396,27676
4,13119,板橋区,L,学術研究，専門・技術サービス業,573,2969,22364
4,13119,板橋区,M,宿泊業，飲食サービス業,1997,14088,29534
4,13119,板橋区,N,生活関連サービス業，娯楽業,1330,7273,29920
4,13119,板橋区,O,教育，学習支援業,485,8889,40502
4,13119,板橋区,P,医療，福祉,1578,42605,187570
4,13119,板橋区,Q,複合サービス事業,51,1112,5149
4,13119,板橋区,R,サービス業（他に分類されないもの）,687,8815,30267
4,13120,練馬区,A,農業，林業,21,124,357
4,13120,練馬区,B,漁業,-,-,-
4,13120,練馬区,C,鉱業，採石業，砂利採取業,-,-,-
4,13120,練馬区,D,建設業,2021,13725,74786
4,13120,練馬区,E,製造業,704,5435,24944
4,13120,練馬区,F,電気・ガス・熱供給・水道業,7,257,2257
4,13120,練馬区,G,情報通信業,291,3391,23093
4,13120,練馬区,H,運輸業，郵便業,643,10503,53903
4,13120,練馬区,I,卸売業，小売業,4023,36166,156644
4,13120,練馬区,J,金融業，保険業,213,3667,51097
4,13120,練馬区,K,不動産業，物品賃貸業,1620,6068,41811
4,13120,練馬区,L,学術研究，専門・技術サービス業,798,3669,24466
4,13120,練馬区,M,宿泊業，飲食サービス業,1988,16184,32069
4,13120,練馬区,N,生活関連サービス業，娯楽業,1788,7910,23894
4,13120,練馬区,O,教育，学習支援業,771,7771,29053
4,13120,練馬区,P,医療，福祉,2203,32211,114859
4,13120,練馬区,Q,複合サービス事業,62,1133,5644
4,13120,練馬区,R,サービス業（他に分類されないもの）,765,8573,26417
4,13121,足立区,A,農業，林業,9,173,450
4,13121,足立区,B,漁業,-,-,-
4,13121,足立区,C,鉱業，採石業，砂利採取業,-,-,-
4,13121,足立区,D,建設業,2209,15618,74850
4,13121,足立区,E,製造業,2794,20395,93225
4,13121,足立区,F,電気・ガス・熱供給・水道業,8,434,2480
4,13121,足立区,G,情報通信業,97,694,3508
4,13121,足立区,H,運輸業，郵便業,1181,21769,97196
4,13121,足立区,I,卸売業，小売業,5297,44000,201480
4,13121,足立区,J,金融業，保険業,256,4174,49524
4,13121,足立区,K,不動産業，物品賃貸業,1627,6446,35852
4,13121,足立区,L,学術研究，専門・技術サービス業,537,3163,20396
4,13121,足立区,M,宿泊業，飲食サービス業,2406,19748,39757
4,13121,足立区,N,生活関連サービス業，娯楽業,1675,7483,23505
4,13121,足立区,O,教育，学習支援業,441,5844,20701
4,13121,足立区,P,医療，福祉,1645,31803,128589
4,13121,足立区,Q,複合サービス事業,79,1772,8832
4,13121,足立区,R,サービス業（他に分類されないもの）,1006,13399,48331
4,13122,葛飾区,A,農業，林業,6,30,116
4,13122,葛飾区,B,漁業,-,-,-
4,13122,葛飾区,C,鉱業，採石業，砂利採取業,1,3,X
4,13122,葛飾区,D,建設業,1186,7620,41410
4,13122,葛飾区,E,製造業,2551,15391,71898
4,13122,葛飾区,F,電気・ガス・熱供給・水道業,6,142,798
4,13122,葛飾区,G,情報通信業,70,253,1775
4,13122,葛飾区,H,運輸業，郵便業,427,9717,X
4,13122,葛飾区,I,卸売業，小売業,3492,26727,113435
4,13122,葛飾区,J,金融業，保険業,178,2755,36054
4,13122,葛飾区,K,不動産業，物品賃貸業,1368,3970,18154
4,13122,葛飾区,L,学術研究，専門・技術サービス業,447,2334,15574
4,13122,葛飾区,M,宿泊業，飲食サービス業,1868,11928,23818
4,13122,葛飾区,N,生活関連サービス業，娯楽業,1275,5645,15286
4,13122,葛飾区,O,教育，学習支援業,334,4057,13025
4,13122,葛飾区,P,医療，福祉,1249,20053,85811
4,13122,葛飾区,Q,複合サービス事業,49,486,2957
4,13122,葛飾区,R,サービス業（他に分類されないもの）,594,6177,20284
4,13123,江戸川区,A,農業，林業,11,117,442
4,13123,江戸川区,B,漁業,-,-,-
4,13123,江戸川区,C,鉱業，採石業，砂利採取業,-,-,-
4,13123,江戸川区,D,建設業,1796,13887,70954
4,13123,江戸川区,E,製造業,2270,16398,79202
4,13123,江戸川区,F,電気・ガス・熱供給・水道業,5,190,1026
4,13123,江戸川区,G,情報通信業,92,2924,20845
4,13123,江戸川区,H,運輸業，郵便業,1057,15984,61891
4,13123,江戸川区,I,卸売業，小売業,4155,36761,163501
4,13123,江戸川区,J,金融業，保険業,219,3549,48747
4,13123,江戸川区,K,不動産業，物品賃貸業,1391,6209,44318
4,13123,江戸川区,L,学術研究，専門・技術サービス業,483,3037,16013
4,13123,江戸川区,M,宿泊業，飲食サービス業,2017,15616,31715
4,13123,江戸川区,N,生活関連サービス業，娯楽業,1538,6736,20322
4,13123,江戸川区,O,教育，学習支援業,458,5059,22888
4,13123,江戸川区,P,医療，福祉,1515,23350,87686
4,13123,江戸川区,Q,複合サービス事業,59,1144,5635
4,13123,江戸川区,R,サービス業（他に分類されないもの）,879,11278,40015
4,13199,境界未定地域,A,農業，林業,1,16,X
4,13199,境界未定地域,B,漁業,-,-,-
4,13199,境界未定地域,C,鉱業，採石業，砂利採取業,-,-,-
4,13199,境界未定地域,D,建設業,6,115,2336
4,13199,境界未定地域,E,製造業,6,1164,8972
4,13199,境界未定地域,F,電気・ガス・熱供給・水道業,-,-,-
4,13199,境界未定地域,G,情報通信業,19,1519,86313
4,13199,境界未定地域,H,運輸業，郵便業,10,490,3347
4,13199,境界未定地域,I,卸売業，小売業,169,1689,9504
4,13199,境界未定地域,J,金融業，保険業,14,451,10612
4,13199,境界未定地域,K,不動産業，物品賃貸業,15,408,14752
4,13199,境界未定地域,L,学術研究，専門・技術サービス業,17,4395,176574
4,13199,境界未定地域,M,宿泊業，飲食サービス業,150,2752,8026
4,13199,境界未定地域,N,生活関連サービス業，娯楽業,24,412,2049
4,13199,境界未定地域,O,教育，学習支援業,1,5,X
4,13199,境界未定地域,P,医療，福祉,15,381,413
4,13199,境界未定地域,Q,複合サービス事業,2,15,X
4,13199,境界未定地域,R,サービス業（他に分類されないもの）,40,4644,59535
