地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）,開設時期／平成27年／事業所数（事業所）,開設時期／平成27年／従業者数（人）,開設時期／平成28年／事業所数（事業所）,開設時期／平成28年／従業者数（人）,開設時期／不詳／事業所数（事業所）,開設時期／不詳／従業者数（人）
4,1311203604,世田谷区,用賀,用賀４丁目,用賀４丁目,370,7389,59,782,61,2822,90,788,20,397,16,107,6,170,7,30,14,811,12,204,10,160,21,153,10,69,11,127,17,597,7,48,9,124
3,1311203700,世田谷区,玉川,,玉川,1249,24631,185,2813,106,1150,238,9598,22,225,30,285,33,830,22,173,41,537,64,1060,213,3364,46,368,54,513,41,505,69,2266,4,9,81,935
4,1311203701,世田谷区,玉川,玉川１丁目,玉川１丁目,84,10378,6,202,3,33,10,7177,4,59,2,12,3,393,-,-,2,19,8,62,5,277,1,1,1,23,-,-,29,1875,-,-,10,245
4,1311203702,世田谷区,玉川,玉川２丁目,玉川２丁目,440,6818,36,355,20,316,46,551,5,85,8,118,8,103,6,65,9,268,25,766,183,2887,13,141,14,114,18,392,14,218,1,4,34,435
4,1311203703,世田谷区,玉川,玉川３丁目,玉川３丁目,640,6936,124,2164,73,738,163,1749,9,48,17,147,19,254,14,102,27,246,28,221,25,200,28,205,36,361,20,105,24,160,3,5,30,231
4,1311203704,世田谷区,玉川,玉川４丁目,玉川４丁目,85,499,19,92,10,63,19,121,4,33,3,8,3,80,2,6,3,4,3,11,-,-,4,21,3,15,3,8,2,13,-,-,7,24
3,1311203800,世田谷区,瀬田,,瀬田,251,2989,90,1653,30,155,43,257,8,119,8,108,1,15,5,43,8,45,10,47,7,58,6,126,10,160,5,13,6,47,2,46,12,97
4,1311203801,世田谷区,瀬田,瀬田１丁目,瀬田１丁目,39,398,12,219,6,38,2,6,2,10,3,9,-,-,2,12,4,35,2,6,1,4,-,-,1,21,1,2,-,-,1,33,2,3
4,1311203802,世田谷区,瀬田,瀬田２丁目,瀬田２丁目,56,341,16,78,8,40,17,103,1,32,-,-,-,-,-,-,-,-,4,27,2,8,1,12,3,35,1,2,1,2,-,-,2,2
4,1311203803,世田谷区,瀬田,瀬田３丁目,瀬田３丁目,43,425,15,114,4,8,7,74,1,3,2,56,-,-,1,17,-,-,2,9,2,4,3,80,1,16,1,2,1,2,-,-,3,40
4,1311203804,世田谷区,瀬田,瀬田４丁目,瀬田４丁目,75,1308,32,1000,7,36,13,66,2,18,3,43,1,15,2,14,3,6,1,2,1,19,2,34,2,5,-,-,3,25,1,13,2,12
4,1311203805,世田谷区,瀬田,瀬田５丁目,瀬田５丁目,38,517,15,242,5,33,4,8,2,56,-,-,-,-,-,-,1,4,1,3,1,23,-,-,3,83,2,7,1,18,-,-,3,40
3,1311203900,世田谷区,玉川台,,玉川台,214,2526,48,296,35,343,38,597,2,2,10,68,8,76,9,61,7,151,3,35,10,367,8,77,8,268,8,60,10,52,5,24,5,49
4,1311203901,世田谷区,玉川台,玉川台１丁目,玉川台１丁目,74,792,22,139,14,213,15,195,1,1,1,5,2,37,3,8,3,112,-,-,3,24,-,-,1,6,3,11,2,16,2,9,2,16
4,1311203902,世田谷区,玉川台,玉川台２丁目,玉川台２丁目,140,1734,26,157,21,130,23,402,1,1,9,63,6,39,6,53,4,39,3,35,7,343,8,77,7,262,5,49,8,36,3,15,3,33
3,1311204000,世田谷区,駒沢公園,,駒沢公園,6,62,1,9,2,13,-,-,-,-,1,18,-,-,-,-,-,-,-,-,-,-,-,-,1,12,-,-,-,-,-,-,1,10
3,1311204100,世田谷区,新町,,新町,193,2306,56,607,24,319,44,573,1,11,6,181,3,55,6,17,3,30,8,48,8,136,6,27,8,61,6,28,3,40,2,125,9,48
4,1311204101,世田谷区,新町,新町１丁目,新町１丁目,30,387,6,159,4,24,6,25,-,-,1,1,1,14,4,15,-,-,-,-,2,101,1,6,2,35,1,1,-,-,-,-,2,6
4,1311204102,世田谷区,新町,新町２丁目,新町２丁目,109,907,31,122,17,274,24,157,-,-,3,149,2,41,2,2,3,30,5,17,4,20,4,9,2,3,4,26,2,37,1,4,5,16
4,1311204103,世田谷区,新町,新町３丁目,新町３丁目,54,1012,19,326,3,21,14,391,1,11,2,31,-,-,-,-,-,-,3,31,2,15,1,12,4,23,1,1,1,3,1,121,2,26
3,1311204200,世田谷区,桜新町,,桜新町,439,6954,104,3131,54,464,90,1098,10,115,15,159,7,87,13,180,22,409,19,222,29,386,14,64,17,250,13,112,8,74,11,103,13,100
4,1311204201,世田谷区,桜新町,桜新町１丁目,桜新町１丁目,245,4061,57,2236,31,306,54,505,6,98,7,64,2,17,5,29,9,40,9,124,17,254,11,53,10,112,8,90,5,43,7,50,7,40
4,1311204202,世田谷区,桜新町,桜新町２丁目,桜新町２丁目,194,2893,47,895,23,158,36,593,4,17,8,95,5,70,8,151,13,369,10,98,12,132,3,11,7,138,5,22,3,31,4,53,6,60
3,1311204300,世田谷区,深沢,,深沢,524,3970,161,1436,92,435,115,787,10,317,12,94,8,31,21,117,8,54,15,134,11,80,17,122,16,73,13,89,5,28,3,30,17,143
4,1311204301,世田谷区,深沢,深沢１丁目,深沢１丁目,71,503,19,132,17,120,17,104,1,6,1,5,2,13,3,9,2,32,2,10,-,-,-,-,2,22,1,1,2,24,2,25,-,-
4,1311204302,世田谷区,深沢,深沢２丁目,深沢２丁目,36,317,6,18,7,23,8,42,2,47,2,37,-,-,1,5,-,-,3,5,-,-,3,90,1,4,-,-,-,-,-,-,3,46
4,1311204303,世田谷区,深沢,深沢３丁目,深沢３丁目,65,280,31,155,9,29,7,21,1,11,1,11,-,-,3,12,1,1,3,5,1,3,4,10,1,5,-,-,1,2,-,-,2,15
4,1311204304,世田谷区,深沢,深沢４丁目,深沢４丁目,97,602,30,220,15,56,30,226,2,13,-,-,2,9,4,34,1,3,1,8,1,7,4,6,1,2,2,5,1,2,-,-,3,11
4,1311204305,世田谷区,深沢,深沢５丁目,深沢５丁目,133,910,43,231,28,137,23,130,2,229,4,23,3,7,6,40,-,-,2,25,6,40,1,1,7,20,4,9,-,-,-,-,4,18
4,1311204306,世田谷区,深沢,深沢６丁目,深沢６丁目,51,279,16,98,7,30,12,58,-,-,3,17,1,2,2,13,3,17,2,35,1,1,2,4,1,2,1,2,-,-,-,-,-,-
4,1311204307,世田谷区,深沢,深沢７丁目,深沢７丁目,33,639,5,433,2,2,7,12,1,8,-,-,-,-,1,3,-,-,2,46,-,-,3,11,2,10,4,60,1,-,1,5,4,49
4,1311204308,世田谷区,深沢,深沢８丁目,深沢８丁目,38,440,11,149,7,38,11,194,1,3,1,1,-,-,1,1,1,1,-,-,2,29,-,-,1,8,1,12,-,-,-,-,1,4
3,1311204400,世田谷区,成城,,成城,727,9431,179,3073,96,879,169,1921,16,219,47,693,23,702,14,138,20,213,28,340,30,396,21,141,20,121,17,231,16,158,4,39,27,167
4,1311204401,世田谷区,成城,成城１丁目,成城１丁目,63,897,15,359,6,33,8,53,1,22,5,32,1,2,3,33,2,2,3,43,10,265,1,2,1,3,2,3,1,17,-,-,4,28
4,1311204402,世田谷区,成城,成城２丁目,成城２丁目,186,1813,45,370,21,197,54,598,7,119,8,76,9,143,3,37,3,21,5,33,4,36,7,39,9,51,4,57,1,16,1,1,5,19
4,1311204403,世田谷区,成城,成城３丁目,成城３丁目,28,381,9,69,4,6,7,237,-,-,1,2,-,-,2,4,-,-,-,-,1,1,1,40,1,14,-,-,-,-,-,-,2,8
4,1311204404,世田谷区,成城,成城４丁目,成城４丁目,14,41,6,21,1,5,3,9,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,2,1,-,-,-,1,3,-,-,-,-
4,1311204405,世田谷区,成城,成城５丁目,成城５丁目,40,303,13,76,7,107,9,44,1,3,-,-,1,9,4,19,1,1,1,8,1,9,-,-,1,24,-,-,-,-,-,-,1,3
4,1311204406,世田谷区,成城,成城６丁目,成城６丁目,285,4537,65,2048,35,297,67,719,5,64,31,577,6,86,1,43,14,189,11,147,10,79,7,27,4,16,8,77,7,44,3,38,11,86
4,1311204407,世田谷区,成城,成城７丁目,成城７丁目,24,117,10,35,7,59,1,3,-,-,1,4,1,7,-,-,-,-,-,-,1,3,-,-,1,1,1,4,-,-,-,-,1,1
4,1311204408,世田谷区,成城,成城８丁目,成城８丁目,44,1040,9,66,7,48,8,213,2,11,-,-,3,445,-,-,-,-,5,74,-,-,2,24,-,-,2,90,4,48,-,-,2,21
4,1311204409,世田谷区,成城,成城９丁目,成城９丁目,43,302,7,29,8,127,12,45,-,-,1,2,2,10,1,2,-,-,2,34,3,3,2,7,2,12,-,-,2,30,-,-,1,1
3,1311204500,世田谷区,祖師谷,,祖師谷,550,3398,156,726,80,361,112,747,18,114,7,49,16,189,17,87,16,100,22,239,17,123,19,65,18,129,20,133,12,132,8,113,12,91
4,1311204501,世田谷区,祖師谷,祖師谷１丁目,祖師谷１丁目,153,753,50,193,19,73,26,148,3,14,2,5,4,12,5,9,7,53,4,13,5,23,6,22,5,55,7,35,6,61,3,36,1,1
4,1311204502,世田谷区,祖師谷,祖師谷２丁目,祖師谷２丁目,29,161,11,52,5,24,3,9,1,4,-,-,2,16,-,-,1,8,1,3,1,5,2,20,-,-,1,9,-,-,-,-,1,11
4,1311204503,世田谷区,祖師谷,祖師谷３丁目,祖師谷３丁目,229,1762,51,302,25,142,55,483,8,35,4,26,8,143,8,60,6,34,16,222,6,30,11,23,8,41,11,81,4,63,4,69,4,8
4,1311204504,世田谷区,祖師谷,祖師谷４丁目,祖師谷４丁目,63,372,22,70,14,65,9,51,5,41,1,18,1,14,2,13,1,1,-,-,4,64,-,-,-,-,1,8,1,2,-,-,2,25
4,1311204505,世田谷区,祖師谷,祖師谷５丁目,祖師谷５丁目,43,169,10,44,8,35,12,31,-,-,-,-,1,4,2,5,1,4,1,1,-,-,-,-,4,28,-,-,1,6,1,8,2,3
4,1311204506,世田谷区,祖師谷,祖師谷６丁目,祖師谷６丁目,33,181,12,65,9,22,7,25,1,20,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,5,-,-,-,-,-,-,2,43
3,1311204600,世田谷区,千歳台,,千歳台,263,3120,70,833,61,416,46,539,5,129,10,179,10,321,9,134,5,51,10,101,2,28,12,115,7,121,2,6,3,51,2,16,9,80
4,1311204601,世田谷区,千歳台,千歳台１丁目,千歳台１丁目,26,539,8,352,8,37,4,60,-,-,-,-,1,9,-,-,1,24,1,6,-,-,-,-,-,-,-,-,3,51,-,-,-,-
4,1311204602,世田谷区,千歳台,千歳台２丁目,千歳台２丁目,70,592,16,78,20,137,16,204,1,45,1,1,-,-,1,39,1,10,2,14,1,8,6,36,2,9,1,5,-,-,-,-,2,6
4,1311204603,世田谷区,千歳台,千歳台３丁目,千歳台３丁目,65,856,12,70,12,110,16,247,-,-,3,12,6,295,4,7,2,7,5,56,-,-,-,-,-,-,1,1,-,-,-,-,4,51
4,1311204604,世田谷区,千歳台,千歳台４丁目,千歳台４丁目,21,288,9,116,4,16,2,7,-,-,-,-,-,-,1,23,-,-,-,-,-,-,2,53,2,56,-,-,-,-,-,-,1,17
4,1311204605,世田谷区,千歳台,千歳台５丁目,千歳台５丁目,66,616,19,167,13,67,8,21,3,82,5,76,3,17,3,65,1,10,2,25,1,20,3,14,2,32,-,-,-,-,2,16,1,4
4,1311204606,世田谷区,千歳台,千歳台６丁目,千歳台６丁目,15,229,6,50,4,49,-,-,1,2,1,90,-,-,-,-,-,-,-,-,-,-,1,12,1,24,-,-,-,-,-,-,1,2
3,1311204700,世田谷区,船橋,,船橋,594,5590,176,1977,83,644,118,1106,16,177,20,202,16,105,15,201,14,178,13,80,25,156,23,120,18,150,18,163,16,135,3,16,20,180
4,1311204701,世田谷区,船橋,船橋１丁目,船橋１丁目,308,2000,85,414,36,170,59,489,10,126,11,107,12,87,8,91,9,93,7,38,15,94,13,61,12,88,9,19,12,86,3,16,7,21
4,1311204702,世田谷区,船橋,船橋２丁目,船橋２丁目,33,597,9,425,6,100,5,17,-,-,1,10,1,5,-,-,-,-,1,2,2,5,2,9,-,-,1,3,3,21,-,-,2,-
4,1311204703,世田谷区,船橋,船橋３丁目,船橋３丁目,26,123,9,24,5,35,5,16,-,-,1,22,-,-,1,7,-,-,-,-,-,-,1,5,2,8,-,-,-,-,-,-,2,6
4,1311204704,世田谷区,船橋,船橋４丁目,船橋４丁目,41,332,11,69,7,86,10,25,-,-,-,-,1,7,1,7,-,-,1,20,3,25,2,7,-,-,2,38,1,28,-,-,2,20
4,1311204705,世田谷区,船橋,船橋５丁目,船橋５丁目,75,972,35,490,6,138,14,173,2,37,2,6,-,-,1,11,2,2,3,8,-,-,3,23,1,2,4,61,-,-,-,-,2,21
4,1311204706,世田谷区,船橋,船橋６丁目,船橋６丁目,80,1106,21,396,16,52,20,338,2,9,2,10,2,6,3,80,2,70,-,-,4,22,2,15,1,16,2,42,-,-,-,-,3,50
4,1311204707,世田谷区,船橋,船橋７丁目,船橋７丁目,31,460,6,159,7,63,5,48,2,5,3,47,-,-,1,5,1,13,1,12,1,10,-,-,2,36,-,-,-,-,-,-,2,62
3,1311204800,世田谷区,喜多見,,喜多見,501,5324,156,1617,80,922,126,1298,15,266,13,101,15,132,14,121,10,93,7,95,8,36,13,160,10,157,10,92,10,113,4,20,10,101
4,1311204801,世田谷区,喜多見,喜多見１丁目,喜多見１丁目,56,841,15,391,11,129,10,49,2,130,1,4,4,33,1,9,1,2,2,5,1,1,3,67,2,12,1,2,2,7,-,-,-,-
4,1311204802,世田谷区,喜多見,喜多見２丁目,喜多見２丁目,30,150,12,71,5,27,7,26,1,1,2,2,1,12,-,-,-,-,-,-,1,4,-,-,1,7,-,-,-,-,-,-,-,-
4,1311204803,世田谷区,喜多見,喜多見３丁目,喜多見３丁目,40,511,21,228,4,11,3,14,-,-,-,-,1,5,3,39,-,-,2,81,-,-,1,48,2,28,1,33,1,14,1,10,-,-
4,1311204804,世田谷区,喜多見,喜多見４丁目,喜多見４丁目,40,154,15,77,8,22,8,20,-,-,-,-,-,-,2,2,2,18,2,7,-,-,2,4,-,-,1,4,-,-,-,-,-,-
4,1311204805,世田谷区,喜多見,喜多見５丁目,喜多見５丁目,48,349,21,136,9,52,11,83,3,15,-,-,2,49,-,-,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,1,1
4,1311204806,世田谷区,喜多見,喜多見６丁目,喜多見６丁目,16,68,3,3,3,7,3,8,-,-,-,-,1,3,1,2,-,-,-,-,-,-,-,-,1,10,1,17,2,3,-,-,1,15
4,1311204807,世田谷区,喜多見,喜多見７丁目,喜多見７丁目,49,647,17,87,5,32,16,330,2,48,1,2,-,-,2,16,1,4,1,2,1,21,-,-,1,89,1,10,1,6,-,-,-,-
4,1311204808,世田谷区,喜多見,喜多見８丁目,喜多見８丁目,102,984,33,304,15,82,33,437,3,12,4,70,2,16,1,5,2,9,-,-,3,7,2,10,-,-,1,4,-,-,1,4,2,24
4,1311204809,世田谷区,喜多見,喜多見９丁目,喜多見９丁目,120,1620,19,320,20,560,35,331,4,60,5,23,4,14,4,48,4,60,-,-,2,3,4,18,3,11,4,22,4,83,2,6,6,61
3,1311204900,世田谷区,宇奈根,,宇奈根,113,778,33,171,16,137,24,130,3,17,1,22,1,44,2,13,2,10,4,17,4,28,4,61,5,56,5,48,2,9,2,6,5,9
4,1311204901,世田谷区,宇奈根,宇奈根１丁目,宇奈根１丁目,52,331,17,128,7,35,8,34,-,-,-,-,-,-,1,12,2,10,2,10,2,22,1,16,3,24,3,27,1,1,2,6,3,6
4,1311204902,世田谷区,宇奈根,宇奈根２丁目,宇奈根２丁目,47,351,12,27,6,93,12,71,3,17,-,-,1,44,1,1,-,-,1,2,2,6,3,45,1,13,2,21,1,8,-,-,2,3
4,1311204903,世田谷区,宇奈根,宇奈根３丁目,宇奈根３丁目,14,96,4,16,3,9,4,25,-,-,1,22,-,-,-,-,-,-,1,5,-,-,-,-,1,19,-,-,-,-,-,-,-,-
3,1311205000,世田谷区,鎌田,,鎌田,210,1941,57,355,41,372,44,505,7,61,5,60,6,60,6,64,7,59,9,89,9,45,4,32,5,107,1,1,6,120,-,-,3,11
4,1311205001,世田谷区,鎌田,鎌田１丁目,鎌田１丁目,19,96,6,21,2,10,3,30,-,-,2,11,-,-,-,-,-,-,3,6,2,5,-,-,1,13,-,-,-,-,-,-,-,-
4,1311205002,世田谷区,鎌田,鎌田２丁目,鎌田２丁目,68,575,23,115,19,214,11,94,4,50,1,9,2,5,-,-,1,3,-,-,1,2,3,31,1,48,1,1,1,3,-,-,-,-
4,1311205003,世田谷区,鎌田,鎌田３丁目,鎌田３丁目,78,785,14,103,11,124,22,258,2,8,2,40,3,44,3,12,3,26,2,13,6,38,1,1,3,46,-,-,4,63,-,-,2,9
4,1311205004,世田谷区,鎌田,鎌田４丁目,鎌田４丁目,45,485,14,116,9,24,8,123,1,3,-,-,1,11,3,52,3,30,4,70,-,-,-,-,-,-,-,-,1,54,-,-,1,2
3,1311205100,世田谷区,岡本,,岡本,94,885,30,411,17,79,10,31,1,13,4,14,2,6,2,27,1,4,1,1,1,4,6,51,5,40,6,147,4,48,-,-,4,9
4,1311205101,世田谷区,岡本,岡本１丁目,岡本１丁目,45,324,15,227,9,20,6,13,1,13,2,3,2,6,1,1,1,4,-,-,1,4,1,2,3,18,1,10,-,-,-,-,2,3
4,1311205102,世田谷区,岡本,岡本２丁目,岡本２丁目,23,297,6,123,3,48,1,9,-,-,1,1,-,-,1,26,-,-,1,1,-,-,2,8,1,3,2,27,4,48,-,-,1,3
4,1311205103,世田谷区,岡本,岡本３丁目,岡本３丁目,26,264,9,61,5,11,3,9,-,-,1,10,-,-,-,-,-,-,-,-,-,-,3,41,1,19,3,110,-,-,-,-,1,3
3,1311205200,世田谷区,大蔵,,大蔵,152,2014,51,485,22,280,35,312,4,46,5,23,4,123,5,137,5,156,-,-,5,62,6,20,2,13,3,83,-,-,2,35,3,239
4,1311205201,世田谷区,大蔵,大蔵１丁目,大蔵１丁目,69,1090,21,203,9,182,22,220,2,6,2,8,-,-,4,136,2,15,-,-,3,27,1,2,1,4,1,71,-,-,-,-,1,216
4,1311205202,世田谷区,大蔵,大蔵２丁目,大蔵２丁目,17,319,4,77,-,-,5,43,1,22,2,6,1,13,-,-,2,127,-,-,-,-,-,-,1,9,-,-,-,-,-,-,1,22
4,1311205203,世田谷区,大蔵,大蔵３丁目,大蔵３丁目,6,7,3,4,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1311205204,世田谷区,大蔵,大蔵４丁目,大蔵４丁目,11,176,-,-,1,2,-,-,-,-,-,-,3,110,-,-,1,14,-,-,1,4,1,2,-,-,1,8,-,-,2,35,1,1
4,1311205205,世田谷区,大蔵,大蔵５丁目,大蔵５丁目,21,163,7,82,2,6,5,36,1,18,-,-,-,-,1,1,-,-,-,-,-,-,4,16,-,-,1,4,-,-,-,-,-,-
4,1311205206,世田谷区,大蔵,大蔵６丁目,大蔵６丁目,28,259,16,119,7,87,3,13,-,-,1,9,-,-,-,-,-,-,-,-,1,31,-,-,-,-,-,-,-,-,-,-,-,-
3,1311205300,世田谷区,砧,,砧,623,5801,153,2138,97,597,144,1331,12,51,15,70,14,88,17,105,13,78,11,72,17,92,18,158,38,426,20,105,17,144,11,122,26,224
4,1311205301,世田谷区,砧,砧１丁目,砧１丁目,89,1776,21,829,19,183,26,538,2,22,1,2,-,-,1,4,4,36,1,12,5,22,-,-,1,15,1,7,2,25,-,-,5,81
4,1311205302,世田谷区,砧,砧２丁目,砧２丁目,53,489,10,107,9,65,11,36,-,-,1,2,2,6,5,38,-,-,1,9,-,-,1,4,8,205,-,-,2,13,-,-,3,4
4,1311205303,世田谷区,砧,砧３丁目,砧３丁目,89,766,28,284,22,180,12,37,2,5,1,2,1,7,4,40,-,-,1,6,-,-,4,86,3,11,3,22,2,5,-,-,6,81
4,1311205304,世田谷区,砧,砧４丁目,砧４丁目,54,260,13,72,8,25,14,64,3,9,1,8,-,-,1,4,-,-,1,1,1,3,1,4,4,25,2,14,1,21,2,5,2,5
4,1311205305,世田谷区,砧,砧５丁目,砧５丁目,84,805,24,514,13,48,12,58,2,4,2,8,2,4,-,-,4,14,1,8,2,6,5,32,4,39,4,13,5,38,3,18,1,1
4,1311205306,世田谷区,砧,砧６丁目,砧６丁目,114,733,27,158,10,37,25,162,-,-,7,36,6,48,2,7,2,18,3,31,4,33,3,18,8,91,7,44,3,11,3,20,4,19
4,1311205307,世田谷区,砧,砧７丁目,砧７丁目,29,122,7,46,5,14,10,36,-,-,1,1,1,1,-,-,-,-,-,-,-,-,1,3,2,4,-,-,-,-,-,-,2,17
4,1311205308,世田谷区,砧,砧８丁目,砧８丁目,111,850,23,128,11,45,34,400,3,11,1,11,2,22,4,12,3,10,3,5,5,28,3,11,8,36,3,5,2,31,3,79,3,16
3,1311205400,世田谷区,砧公園,,砧公園,8,128,2,17,5,110,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1311205500,世田谷区,上北沢,,上北沢,358,4018,118,1039,63,309,72,1586,8,71,11,136,10,85,9,30,7,359,9,24,10,55,8,32,3,37,4,56,7,22,6,32,13,145
4,1311205501,世田谷区,上北沢,上北沢１丁目,上北沢１丁目,30,385,9,135,11,41,9,205,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1311205502,世田谷区,上北沢,上北沢２丁目,上北沢２丁目,9,630,1,149,1,6,-,-,-,-,-,-,1,18,-,-,2,329,-,-,-,-,-,-,-,-,1,39,-,-,-,-,3,89
4,1311205503,世田谷区,上北沢,上北沢３丁目,上北沢３丁目,100,540,26,162,17,61,18,164,3,14,3,6,2,12,5,15,2,11,6,22,2,7,3,15,2,17,-,-,4,13,3,12,4,9
4,1311205504,世田谷区,上北沢,上北沢４丁目,上北沢４丁目,171,1032,60,314,30,190,33,225,4,47,8,130,6,28,4,15,1,2,3,2,6,22,5,17,-,-,3,17,3,9,1,1,4,13
4,1311205505,世田谷区,上北沢,上北沢５丁目,上北沢５丁目,48,1431,22,279,4,11,12,992,1,10,-,-,1,27,-,-,2,17,-,-,1,22,-,-,1,20,-,-,-,-,2,19,2,34
3,1311205600,世田谷区,八幡山,,八幡山,227,2017,71,616,39,298,51,520,3,52,5,42,8,91,9,41,6,76,1,4,5,31,6,29,9,110,4,31,3,12,1,3,6,61
4,1311205601,世田谷区,八幡山,八幡山１丁目,八幡山１丁目,47,530,10,55,11,153,14,212,-,-,-,-,1,4,1,7,1,18,-,-,1,8,2,10,1,9,2,5,1,3,-,-,2,46
4,1311205602,世田谷区,八幡山,八幡山２丁目,八幡山２丁目,48,642,15,370,4,40,15,117,2,51,1,14,1,23,3,8,-,-,-,-,3,12,1,1,3,6,-,-,-,-,-,-,-,-
4,1311205603,世田谷区,八幡山,八幡山３丁目,八幡山３丁目,132,845,46,191,24,105,22,191,1,1,4,28,6,64,5,26,5,58,1,4,1,11,3,18,5,95,2,26,2,9,1,3,4,15
3,1311205700,世田谷区,上祖師谷,,上祖師谷,258,2407,90,972,45,147,47,466,7,38,4,22,8,49,2,7,5,63,9,122,13,171,6,28,4,34,5,127,3,16,3,4,7,141
4,1311205701,世田谷区,上祖師谷,上祖師谷１丁目,上祖師谷１丁目,52,275,13,78,11,22,10,73,-,-,-,-,-,-,-,-,1,17,4,14,4,12,3,12,-,-,2,31,2,13,-,-,2,3
4,1311205702,世田谷区,上祖師谷,上祖師谷２丁目,上祖師谷２丁目,42,163,22,70,5,8,4,43,-,-,2,13,2,6,-,-,1,1,-,-,2,10,1,2,-,-,1,2,-,-,1,2,1,6
4,1311205703,世田谷区,上祖師谷,上祖師谷３丁目,上祖師谷３丁目,23,119,9,70,7,21,3,6,1,11,-,-,1,1,-,-,-,-,1,1,1,9,-,-,-,-,-,-,-,-,-,-,-,-
4,1311205704,世田谷区,上祖師谷,上祖師谷４丁目,上祖師谷４丁目,27,332,6,93,6,19,4,24,2,5,-,-,2,24,-,-,2,7,1,2,1,127,-,-,2,30,-,-,-,-,1,1,-,-
4,1311205705,世田谷区,上祖師谷,上祖師谷５丁目,上祖師谷５丁目,54,872,25,590,7,40,10,175,2,5,2,9,-,-,2,7,-,-,1,5,2,4,1,12,-,-,-,-,-,-,-,-,2,25
4,1311205706,世田谷区,上祖師谷,上祖師谷６丁目,上祖師谷６丁目,24,283,3,30,2,21,8,65,1,13,-,-,2,8,-,-,1,38,1,96,-,-,1,2,2,4,1,2,1,3,1,1,-,-
4,1311205707,世田谷区,上祖師谷,上祖師谷７丁目,上祖師谷７丁目,36,363,12,41,7,16,8,80,1,4,-,-,1,10,-,-,-,-,1,4,3,9,-,-,-,-,1,92,-,-,-,-,2,107
3,1311205800,世田谷区,粕谷,,粕谷,237,2514,78,719,31,402,60,797,3,15,7,117,3,53,4,44,9,75,5,15,6,20,4,24,7,78,5,44,2,17,1,1,12,93
4,1311205801,世田谷区,粕谷,粕谷１丁目,粕谷１丁目,56,912,23,378,7,259,10,131,1,2,1,4,-,-,1,3,2,18,2,4,1,1,1,2,2,25,1,19,1,4,-,-,3,62
4,1311205802,世田谷区,粕谷,粕谷２丁目,粕谷２丁目,26,553,7,60,2,2,11,359,-,-,2,102,-,-,-,-,1,18,-,-,-,-,1,5,-,-,-,-,-,-,-,-,2,7
4,1311205803,世田谷区,粕谷,粕谷３丁目,粕谷３丁目,58,418,19,92,6,42,20,205,-,-,-,-,1,12,1,1,2,17,1,1,1,10,1,16,2,18,-,-,-,-,-,-,4,4
4,1311205804,世田谷区,粕谷,粕谷４丁目,粕谷４丁目,97,631,29,189,16,99,19,102,2,13,4,11,2,41,2,40,4,22,2,10,4,9,1,1,3,35,4,25,1,13,1,1,3,20
3,1311205900,世田谷区,給田,,給田,189,1861,67,579,33,195,32,425,3,14,3,55,2,16,3,33,4,121,6,123,5,53,3,14,3,73,8,58,5,43,1,2,11,57
4,1311205901,世田谷区,給田,給田１丁目,給田１丁目,19,164,9,39,4,61,-,-,1,4,1,34,-,-,-,-,-,-,1,11,-,-,1,6,-,-,1,7,-,-,-,-,1,2
4,1311205902,世田谷区,給田,給田２丁目,給田２丁目,10,161,4,129,3,12,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-
4,1311205903,世田谷区,給田,給田３丁目,給田３丁目,89,710,32,198,15,83,11,133,2,10,-,-,1,4,2,32,1,95,3,24,2,4,1,1,2,12,6,41,4,42,1,2,6,29
