地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）,開設時期／平成27年／事業所数（事業所）,開設時期／平成27年／従業者数（人）,開設時期／平成28年／事業所数（事業所）,開設時期／平成28年／従業者数（人）,開設時期／不詳／事業所数（事業所）,開設時期／不詳／従業者数（人）
3,1310103800,千代田区,神田須田町,,神田須田町,1072,19171,267,3110,126,1529,218,4715,30,406,31,474,26,498,34,1171,37,933,41,1294,61,738,43,412,60,1480,32,606,27,1198,10,126,29,481
4,1310103801,千代田区,神田須田町,神田須田町１丁目,神田須田町１丁目,665,11982,166,1672,73,497,134,2988,19,205,23,367,17,428,17,1091,17,631,23,1058,45,518,28,259,43,1151,17,300,13,263,6,84,24,470
4,1310103802,千代田区,神田須田町,神田須田町２丁目,神田須田町２丁目,407,7189,101,1438,53,1032,84,1727,11,201,8,107,9,70,17,80,20,302,18,236,16,220,15,153,17,329,15,306,14,935,4,42,5,11
3,1310103900,千代田区,外神田,,外神田,2255,42500,560,6788,208,2483,394,6939,103,3523,132,6222,63,1018,80,762,74,1048,130,1667,106,1902,77,1680,82,2226,76,2630,48,1565,30,798,92,1249
4,1310103901,千代田区,外神田,外神田１丁目,外神田１丁目,461,11342,127,1570,26,517,57,2186,28,1842,15,182,11,335,6,57,16,416,59,732,25,568,9,447,11,829,18,286,13,600,15,492,25,283
4,1310103902,千代田区,外神田,外神田２丁目,外神田２丁目,383,6370,124,2013,49,435,76,1049,13,140,16,196,6,86,12,110,10,134,12,208,8,47,15,600,7,147,15,645,7,60,3,210,10,290
4,1310103903,千代田区,外神田,外神田３丁目,外神田３丁目,486,6408,126,1073,45,467,87,1254,23,123,22,145,11,111,26,270,12,148,21,365,24,850,19,208,21,326,14,631,12,170,3,20,20,247
4,1310103904,千代田区,外神田,外神田４丁目,外神田４丁目,268,11396,45,816,14,270,37,656,12,1089,55,5555,14,339,7,59,17,246,6,104,13,80,8,80,9,575,12,757,5,606,4,41,10,123
4,1310103905,千代田区,外神田,外神田５丁目,外神田５丁目,255,2366,58,436,28,169,53,485,9,175,9,42,8,67,9,49,7,46,13,133,17,203,12,226,10,88,8,73,5,65,2,25,7,84
4,1310103906,千代田区,外神田,外神田６丁目,外神田６丁目,402,4618,80,880,46,625,84,1309,18,154,15,102,13,80,20,217,12,58,19,125,19,154,14,119,24,261,9,238,6,64,3,10,20,222
3,1310104000,千代田区,鍛冶町,,鍛冶町,818,12648,216,4357,87,790,169,3018,28,156,26,268,34,458,34,219,27,196,27,819,29,258,27,333,21,204,29,469,21,585,8,144,35,374
4,1310104001,千代田区,鍛冶町,鍛冶町１丁目,鍛冶町１丁目,368,6406,104,2938,36,467,62,928,11,57,13,80,22,187,20,114,17,111,14,689,11,57,13,150,10,79,10,135,6,223,3,18,16,173
4,1310104002,千代田区,鍛冶町,鍛冶町２丁目,鍛冶町２丁目,450,6242,112,1419,51,323,107,2090,17,99,13,188,12,271,14,105,10,85,13,130,18,201,14,183,11,125,19,334,15,362,5,126,19,201
3,1310104100,千代田区,神田鍛冶町,,神田鍛冶町,178,2109,49,657,19,168,45,514,6,56,6,62,4,48,3,9,3,60,8,176,9,77,5,37,6,125,5,9,3,59,2,7,5,45
4,1310104101,千代田区,神田鍛冶町,神田鍛冶町３丁目,神田鍛冶町３丁目,178,2109,49,657,19,168,45,514,6,56,6,62,4,48,3,9,3,60,8,176,9,77,5,37,6,125,5,9,3,59,2,7,5,45
3,1310104200,千代田区,神田紺屋町,,神田紺屋町,260,2748,55,586,28,142,35,263,7,15,12,113,15,312,13,40,13,150,17,135,14,93,7,38,12,100,9,81,9,194,6,78,8,408
3,1310104300,千代田区,神田北乗物町,,神田北乗物町,86,763,29,357,17,59,19,229,2,34,3,6,2,18,4,18,1,2,4,23,1,1,-,-,1,8,1,1,-,-,-,-,2,7
3,1310104400,千代田区,神田富山町,,神田富山町,116,1410,32,452,11,61,24,304,8,58,6,57,2,23,4,19,2,18,3,8,3,40,4,34,5,156,4,120,2,36,3,14,3,10
3,1310104500,千代田区,神田美倉町,,神田美倉町,60,820,17,238,11,197,16,288,1,8,1,9,-,-,3,13,-,-,2,6,2,10,2,33,2,2,-,-,2,14,-,-,1,2
3,1310104600,千代田区,岩本町,,岩本町,1261,21223,329,4924,144,2913,298,5248,50,595,32,381,34,579,39,819,30,587,34,438,51,851,47,629,53,753,34,1115,17,196,13,797,56,398
4,1310104601,千代田区,岩本町,岩本町１丁目,岩本町１丁目,338,4555,89,1330,36,348,92,1541,14,78,3,19,11,75,9,234,8,71,7,86,15,131,16,142,13,171,6,97,5,35,4,108,10,89
4,1310104602,千代田区,岩本町,岩本町２丁目,岩本町２丁目,557,8251,168,2331,61,1418,118,1526,16,173,19,172,14,351,19,273,12,144,14,103,17,491,17,311,29,396,18,232,9,116,4,51,22,163
4,1310104603,千代田区,岩本町,岩本町３丁目,岩本町３丁目,366,8417,72,1263,47,1147,88,2181,20,344,10,190,9,153,11,312,10,372,13,249,19,229,14,176,11,186,10,786,3,45,5,638,24,146
3,1310104700,千代田区,神田西福田町,,神田西福田町,44,912,19,271,4,335,5,88,2,12,2,11,-,-,-,-,1,24,3,34,1,14,2,17,-,-,1,90,1,4,-,-,3,12
3,1310104800,千代田区,神田東松下町,,神田東松下町,194,2658,45,556,20,237,39,426,7,27,10,159,3,37,4,16,6,205,16,359,10,170,5,25,9,103,5,33,5,235,3,14,7,56
3,1310104900,千代田区,神田東紺屋町,,神田東紺屋町,19,113,4,19,4,59,3,9,-,-,1,3,1,1,-,-,-,-,1,9,1,2,1,2,1,1,1,3,-,-,-,-,1,5
3,1310105000,千代田区,神田岩本町,,神田岩本町,108,2299,29,366,12,288,23,409,3,45,8,89,1,3,3,45,1,57,2,859,3,17,6,24,4,15,4,13,4,39,-,-,5,30
3,1310105100,千代田区,東神田,,東神田,516,9120,157,2693,60,955,119,1545,19,189,21,461,15,588,20,247,15,262,16,140,13,113,11,113,13,1236,7,42,10,321,3,83,17,132
4,1310105101,千代田区,東神田,東神田１丁目,東神田１丁目,209,3028,65,1138,23,276,51,408,5,17,10,95,6,79,8,58,6,119,9,32,4,47,3,49,6,540,2,16,2,12,2,80,7,62
4,1310105102,千代田区,東神田,東神田２丁目,東神田２丁目,178,5087,44,1035,21,544,42,975,9,158,6,351,6,487,8,178,6,134,4,85,5,57,5,45,4,679,4,25,7,305,1,3,6,26
4,1310105103,千代田区,東神田,東神田３丁目,東神田３丁目,129,1005,48,520,16,135,26,162,5,14,5,15,3,22,4,11,3,9,3,23,4,9,3,19,3,17,1,1,1,4,-,-,4,44
3,1310105200,千代田区,神田和泉町,,神田和泉町,434,8524,132,4057,52,666,110,1773,7,76,12,249,10,123,11,89,14,97,11,214,23,651,15,76,4,24,8,75,11,149,3,60,11,145
3,1310105300,千代田区,神田佐久間町,,神田佐久間町,743,12282,200,2031,89,1590,145,2162,22,198,22,379,20,247,42,770,25,510,28,349,29,482,29,315,16,236,28,2404,7,60,7,60,34,489
4,1310105301,千代田区,神田佐久間町,神田佐久間町１丁目,神田佐久間町１丁目,223,3840,42,473,26,274,46,1070,3,103,6,105,4,61,27,473,6,113,13,280,11,222,10,172,4,95,8,139,2,10,3,30,12,220
4,1310105302,千代田区,神田佐久間町,神田佐久間町２丁目,神田佐久間町２丁目,188,2979,47,508,20,849,35,491,7,40,8,126,3,75,4,39,12,303,7,37,4,23,5,25,10,124,8,89,3,21,2,15,13,214
4,1310105303,千代田区,神田佐久間町,神田佐久間町３丁目,神田佐久間町３丁目,274,4817,92,845,34,384,53,495,8,23,7,120,8,57,11,258,6,66,7,28,12,210,12,82,1,15,11,2153,1,11,2,15,9,55
4,1310105304,千代田区,神田佐久間町,神田佐久間町４丁目,神田佐久間町４丁目,58,646,19,205,9,83,11,106,4,32,1,28,5,54,-,-,1,28,1,4,2,27,2,36,1,2,1,23,1,18,-,-,-,-
3,1310105400,千代田区,神田平河町,,神田平河町,62,487,16,100,7,53,10,155,1,2,2,12,1,2,3,13,2,12,7,36,1,19,3,16,3,14,2,23,3,29,-,-,1,1
3,1310105500,千代田区,神田松永町,,神田松永町,139,2013,28,119,21,125,31,438,4,27,3,14,2,3,6,110,9,184,9,226,7,124,2,21,3,33,4,495,1,2,-,-,9,92
3,1310105600,千代田区,神田花岡町,,神田花岡町,51,1270,-,-,-,-,1,3,24,929,2,13,-,-,-,-,1,17,2,35,-,-,3,24,4,34,1,33,7,127,6,55,-,-
3,1310105700,千代田区,神田佐久間河岸,,神田佐久間河岸,91,1663,19,101,9,127,21,309,5,127,6,86,3,22,1,13,5,46,-,-,5,70,6,703,3,11,2,7,4,20,-,-,2,21
3,1310105800,千代田区,神田練塀町,,神田練塀町,101,5872,16,313,5,128,15,1126,6,925,6,20,12,1689,3,1058,5,125,3,7,10,17,3,7,5,29,3,34,4,240,1,44,4,110
3,1310105900,千代田区,神田相生町,,神田相生町,14,2253,1,1240,-,-,-,-,-,-,1,87,5,177,-,-,-,-,1,79,1,4,-,-,3,618,-,-,1,18,1,30,-,-
2,1310200000,中央区,,,中央区,35745,755348,8398,187325,3457,68769,7663,144360,1132,28786,1103,23895,1132,19971,1183,18685,1202,42185,1502,27377,1607,37238,1496,29042,1501,41330,1436,34107,1115,27105,573,12883,1245,12290
3,1310200100,中央区,八重洲２丁目,,八重洲２丁目,643,16499,149,3095,42,545,135,3303,19,635,20,266,20,656,16,370,26,366,43,587,45,458,29,947,27,1376,24,1188,13,1516,11,962,24,229
3,1310200200,中央区,京橋,,京橋,1697,46008,320,7419,134,4618,344,6613,59,2147,33,759,38,668,56,629,65,947,78,2444,99,2443,84,3671,128,5867,111,4529,78,2602,27,398,43,254
4,1310200201,中央区,京橋,京橋１丁目,京橋１丁目,586,14274,99,3253,46,2294,133,2218,21,218,8,308,11,449,23,327,25,327,31,339,39,1395,33,408,29,735,45,1175,16,521,10,214,17,93
4,1310200202,中央区,京橋,京橋２丁目,京橋２丁目,664,19575,134,2940,48,948,146,3489,27,1475,12,185,16,128,20,140,30,347,34,1896,36,583,32,2903,30,781,34,1945,43,1595,9,146,13,74
4,1310200203,中央区,京橋,京橋３丁目,京橋３丁目,447,12159,87,1226,40,1376,65,906,11,454,13,266,11,91,13,162,10,273,13,209,24,465,19,360,69,4351,32,1409,19,486,8,38,13,87
3,1310200300,中央区,銀座,,銀座,8072,156880,1611,28878,725,7383,1865,31168,267,5048,278,4239,267,5146,280,3809,264,24977,377,7302,364,4584,318,6292,365,9289,317,8182,214,2323,149,4371,411,3889
4,1310200301,中央区,銀座,銀座１丁目,銀座１丁目,1139,22398,197,3153,108,904,243,10620,36,821,34,331,41,210,47,643,43,312,57,714,61,800,38,251,58,617,69,1238,31,446,23,817,53,521
4,1310200302,中央区,銀座,銀座２丁目,銀座２丁目,825,11517,165,3414,75,812,144,1895,24,307,31,303,55,814,41,515,25,270,39,428,35,362,34,478,33,350,42,647,32,397,16,142,34,383
4,1310200303,中央区,銀座,銀座３丁目,銀座３丁目,918,16764,202,3670,93,673,191,3477,37,693,29,654,27,241,24,331,29,214,37,502,52,510,32,229,43,601,40,4101,25,255,17,243,40,370
4,1310200304,中央区,銀座,銀座４丁目,銀座４丁目,709,15968,168,3699,60,721,133,1272,17,144,27,718,22,1438,19,228,13,92,51,653,44,748,31,1386,38,3382,20,648,15,114,5,89,46,636
4,1310200305,中央区,銀座,銀座５丁目,銀座５丁目,920,13438,202,3678,60,758,232,3696,33,330,24,400,24,515,22,210,22,225,28,649,35,375,42,608,40,356,28,325,23,280,59,602,46,431
4,1310200306,中央区,銀座,銀座６丁目,銀座６丁目,1023,14047,197,4363,81,912,270,2689,38,1136,43,501,25,185,37,241,42,253,55,1053,39,504,28,388,49,379,30,438,18,173,6,453,65,379
4,1310200307,中央区,銀座,銀座７丁目,銀座７丁目,1130,16014,241,3737,103,1287,286,4205,32,338,44,587,27,265,32,520,38,398,54,663,43,760,57,1297,46,819,37,293,26,177,5,90,59,578
4,1310200308,中央区,銀座,銀座８丁目,銀座８丁目,1408,46734,239,3164,145,1316,366,3314,50,1279,46,745,46,1478,58,1121,52,23213,56,2640,55,525,56,1655,58,2785,51,492,44,481,18,1935,68,591
3,1310200400,中央区,新富,,新富,781,8962,187,1866,107,1463,160,1726,26,386,23,126,29,366,14,136,30,406,28,242,31,167,37,435,37,400,33,1033,10,81,3,10,26,119
4,1310200401,中央区,新富,新富１丁目,新富１丁目,524,5393,145,1263,68,890,104,1293,19,339,12,70,17,86,9,92,21,247,18,204,24,127,23,333,21,143,18,157,6,66,2,2,17,81
4,1310200402,中央区,新富,新富２丁目,新富２丁目,257,3569,42,603,39,573,56,433,7,47,11,56,12,280,5,44,9,159,10,38,7,40,14,102,16,257,15,876,4,15,1,8,9,38
3,1310200500,中央区,入船,,入船,507,6979,120,1674,66,904,104,1164,11,185,13,110,12,45,21,138,15,78,16,353,16,431,18,386,25,755,25,146,20,336,11,114,14,160
4,1310200501,中央区,入船,入船１丁目,入船１丁目,162,1636,47,363,21,66,35,349,1,8,5,60,3,9,8,47,6,34,4,60,6,36,6,55,5,438,4,28,-,-,3,42,8,41
4,1310200502,中央区,入船,入船２丁目,入船２丁目,161,1856,38,392,23,128,30,345,4,15,4,29,2,3,5,21,6,31,3,205,7,129,5,71,8,180,6,15,12,227,4,31,4,34
4,1310200503,中央区,入船,入船３丁目,入船３丁目,184,3487,35,919,22,710,39,470,6,162,4,21,7,33,8,70,3,13,9,88,3,266,7,260,12,137,15,103,8,109,4,41,2,85
3,1310200600,中央区,湊,,湊,435,4086,135,1267,74,554,89,1262,8,34,5,29,17,200,11,143,8,49,9,39,17,66,11,99,12,68,10,54,11,127,5,41,13,54
4,1310200601,中央区,湊,湊１丁目,湊１丁目,171,1420,55,549,32,219,27,194,4,23,2,9,5,22,6,125,4,32,1,1,7,30,7,72,4,50,6,31,7,19,1,29,3,15
4,1310200602,中央区,湊,湊２丁目,湊２丁目,88,725,24,148,19,171,21,247,-,-,2,19,4,34,2,10,-,-,3,23,1,3,3,25,3,9,3,22,-,-,2,4,1,10
4,1310200603,中央区,湊,湊３丁目,湊３丁目,176,1941,56,570,23,164,41,821,4,11,1,1,8,144,3,8,4,17,5,15,9,33,1,2,5,9,1,1,4,108,2,8,9,29
3,1310200700,中央区,明石町,,明石町,270,14248,40,4255,37,1480,64,2988,6,57,10,595,8,173,6,61,7,148,7,941,27,1849,6,209,15,267,18,428,10,674,1,12,8,111
3,1310200800,中央区,築地,,築地,3139,54091,1338,25316,321,5930,528,8414,77,1479,71,940,62,992,74,1259,73,549,71,767,93,1468,79,653,97,1069,79,2450,72,1691,22,179,82,935
4,1310200801,中央区,築地,築地１丁目,築地１丁目,261,7470,67,2280,24,302,44,804,12,518,10,227,8,268,11,135,5,58,5,235,10,65,9,74,17,231,10,1070,13,1093,7,38,9,72
4,1310200802,中央区,築地,築地２丁目,築地２丁目,559,6699,104,1090,70,1175,133,2198,13,70,13,58,18,181,22,118,19,171,23,137,17,108,30,189,26,275,25,203,21,209,2,35,23,482
4,1310200803,中央区,築地,築地３丁目,築地３丁目,264,3752,62,1647,26,294,47,678,8,64,7,64,5,41,5,32,13,97,13,135,13,203,10,141,17,104,13,129,14,75,3,17,8,31
4,1310200804,中央区,築地,築地４丁目,築地４丁目,512,6025,196,2023,46,810,107,1437,13,216,16,198,13,159,10,108,14,95,10,57,22,173,10,101,20,199,12,109,11,215,3,19,9,106
4,1310200805,中央区,築地,築地５丁目,築地５丁目,944,21723,676,15580,88,767,86,2230,11,252,10,250,8,269,13,767,8,36,2,13,14,552,6,84,3,15,3,703,1,24,1,38,14,143
4,1310200806,中央区,築地,築地６丁目,築地６丁目,395,4812,167,2065,33,377,73,694,12,277,13,131,9,66,6,56,9,67,10,141,11,332,9,43,11,237,9,197,5,32,3,12,15,85
4,1310200807,中央区,築地,築地７丁目,築地７丁目,204,3610,66,631,34,2205,38,373,8,82,2,12,1,8,7,43,5,25,8,49,6,35,5,21,3,8,7,39,7,43,3,20,4,16
3,1310200900,中央区,浜離宮庭園,,浜離宮庭園,1,29,-,-,-,-,1,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1310201000,中央区,八丁堀,,八丁堀,1801,31974,341,5402,175,2769,368,5267,41,584,61,763,69,826,52,1661,62,888,77,978,76,1879,97,1735,88,5054,91,1213,107,1721,46,789,50,445
4,1310201001,中央区,八丁堀,八丁堀１丁目,八丁堀１丁目,241,4397,39,1194,17,152,51,488,10,113,11,81,11,412,6,228,10,77,9,32,9,872,8,79,22,345,11,99,17,137,5,73,5,15
4,1310201002,中央区,八丁堀,八丁堀２丁目,八丁堀２丁目,519,13784,109,2270,48,1054,104,1782,7,39,17,287,16,104,15,894,19,352,21,586,17,175,33,634,17,3953,30,319,29,939,13,204,24,192
4,1310201003,中央区,八丁堀,八丁堀３丁目,八丁堀３丁目,584,6960,123,847,60,671,118,1870,16,119,19,165,25,150,13,96,19,152,31,125,28,587,29,486,21,230,24,448,35,504,16,459,7,51
4,1310201004,中央区,八丁堀,八丁堀４丁目,八丁堀４丁目,457,6833,70,1091,50,892,95,1127,8,313,14,230,17,160,18,443,14,307,16,235,22,245,27,536,28,526,26,347,26,141,12,53,14,187
3,1310201100,中央区,新川,,新川,1315,34066,276,5544,136,4636,286,7844,42,1248,44,744,50,1123,41,714,36,1478,43,911,48,2327,52,765,65,2895,72,1690,53,741,28,641,43,765
4,1310201101,中央区,新川,新川１丁目,新川１丁目,680,20847,138,3596,74,1637,150,4368,20,659,26,665,28,954,20,608,20,1366,17,582,24,672,22,450,38,2531,39,1286,31,588,13,421,20,464
4,1310201102,中央区,新川,新川２丁目,新川２丁目,635,13219,138,1948,62,2999,136,3476,22,589,18,79,22,169,21,106,16,112,26,329,24,1655,30,315,27,364,33,404,22,153,15,220,23,301
3,1310201200,中央区,日本橋本石町,,日本橋本石町,301,8630,83,4120,21,208,49,642,12,80,13,662,8,112,20,315,11,102,11,40,9,113,16,176,10,457,12,337,10,142,3,1001,13,123
4,1310201201,中央区,日本橋本石町,日本橋本石町１丁目,日本橋本石町１丁目,31,1650,10,646,1,1,4,64,1,7,1,384,2,13,3,144,-,-,-,-,-,-,1,55,2,251,-,-,4,39,1,31,1,15
4,1310201202,中央区,日本橋本石町,日本橋本石町２丁目,日本橋本石町２丁目,34,2682,6,2497,-,-,1,3,1,2,1,4,2,23,6,11,4,7,-,-,5,28,2,5,2,47,2,6,2,49,-,-,-,-
4,1310201203,中央区,日本橋本石町,日本橋本石町３丁目,日本橋本石町３丁目,97,1981,24,629,8,124,22,406,1,9,6,258,2,66,7,144,5,88,4,10,2,52,8,70,-,-,3,81,1,16,-,-,4,28
4,1310201204,中央区,日本橋本石町,日本橋本石町４丁目,日本橋本石町４丁目,139,2317,43,348,12,83,22,169,9,62,5,16,2,10,4,16,2,7,7,30,2,33,5,46,6,159,7,250,3,38,2,970,8,80
3,1310201300,中央区,日本橋室町,,日本橋室町,978,28488,224,7911,73,1758,215,3703,51,5717,28,524,23,265,22,710,21,412,66,1305,35,3364,41,574,44,426,65,1093,23,172,7,60,40,494
4,1310201301,中央区,日本橋室町,日本橋室町１丁目,日本橋室町１丁目,501,8448,120,3945,45,432,115,1162,21,164,13,86,14,155,17,654,11,122,18,366,11,93,21,219,26,270,32,568,9,63,4,21,24,128
4,1310201302,中央区,日本橋室町,日本橋室町２丁目,日本橋室町２丁目,164,13066,18,1951,5,86,16,808,21,5489,4,184,2,19,1,2,1,12,36,605,8,3148,5,109,11,109,22,375,7,42,1,25,6,102
4,1310201303,中央区,日本橋室町,日本橋室町３丁目,日本橋室町３丁目,43,414,13,186,-,-,7,63,4,19,2,15,-,-,2,39,-,-,5,58,3,9,3,13,1,2,1,1,1,1,-,-,1,8
4,1310201304,中央区,日本橋室町,日本橋室町４丁目,日本橋室町４丁目,270,6560,73,1829,23,1240,77,1670,5,45,9,239,7,91,2,15,9,278,7,276,13,114,12,233,6,45,10,149,6,66,2,14,9,256
3,1310201400,中央区,日本橋本町,,日本橋本町,1163,29368,305,8966,94,1482,265,5444,45,2366,34,1038,43,1462,39,611,46,954,52,1154,64,1554,46,923,27,274,39,2110,26,494,10,142,28,394
4,1310201401,中央区,日本橋本町,日本橋本町１丁目,日本橋本町１丁目,284,6444,80,1478,27,798,70,1365,7,175,7,196,8,125,7,65,12,348,7,272,19,846,12,135,6,69,7,180,10,343,1,31,4,18
4,1310201402,中央区,日本橋本町,日本橋本町２丁目,日本橋本町２丁目,175,6694,37,1744,12,175,35,1362,13,1862,5,55,9,104,1,119,2,15,17,344,9,242,4,30,8,112,10,415,5,49,3,20,5,46
4,1310201403,中央区,日本橋本町,日本橋本町３丁目,日本橋本町３丁目,308,8327,68,2797,28,157,74,1149,16,178,12,531,15,1060,15,70,11,100,10,131,14,250,17,551,7,18,8,1235,3,17,3,53,7,30
4,1310201404,中央区,日本橋本町,日本橋本町４丁目,日本橋本町４丁目,396,7903,120,2947,27,352,86,1568,9,151,10,256,11,173,16,357,21,491,18,407,22,216,13,207,6,75,14,280,8,85,3,38,12,300
3,1310201500,中央区,日本橋小舟町,,日本橋小舟町,446,7344,98,2577,55,545,108,1824,12,144,16,170,12,183,18,315,13,214,10,100,15,475,20,192,26,196,8,24,15,85,9,258,11,42
3,1310201600,中央区,日本橋小伝馬町,,日本橋小伝馬町,699,11083,152,3119,63,635,167,2682,23,396,22,169,31,375,27,309,27,771,19,165,34,606,29,437,31,722,28,302,19,191,5,77,22,127
3,1310201700,中央区,日本橋大伝馬町,,日本橋大伝馬町,363,7495,78,2979,36,430,92,1836,12,145,11,129,10,150,15,227,8,133,20,324,20,253,17,280,12,261,10,191,4,45,5,27,13,85
3,1310201800,中央区,日本橋堀留町,,日本橋堀留町,537,12624,111,2636,39,783,115,2861,15,378,24,699,28,848,22,276,29,1729,26,539,37,618,20,325,20,330,23,284,12,172,8,111,8,35
4,1310201801,中央区,日本橋堀留町,日本橋堀留町１丁目,日本橋堀留町１丁目,374,8433,78,2122,29,372,81,2009,10,143,18,489,19,318,15,154,19,1431,20,415,22,281,13,145,13,197,18,252,6,59,6,14,7,32
4,1310201802,中央区,日本橋堀留町,日本橋堀留町２丁目,日本橋堀留町２丁目,163,4191,33,514,10,411,34,852,5,235,6,210,9,530,7,122,10,298,6,124,15,337,7,180,7,133,5,32,6,113,2,97,1,3
3,1310201900,中央区,日本橋富沢町,,日本橋富沢町,291,5362,63,1856,35,753,65,1053,9,51,11,225,9,93,10,144,9,60,14,207,13,226,12,175,7,77,11,66,11,257,2,31,10,88
3,1310202000,中央区,日本橋人形町,,日本橋人形町,1683,17649,372,4510,181,2233,350,4060,41,910,55,519,54,318,73,652,63,938,74,491,77,726,68,542,68,504,70,494,59,377,31,154,47,221
4,1310202001,中央区,日本橋人形町,日本橋人形町１丁目,日本橋人形町１丁目,547,5900,123,1440,65,523,118,1341,12,632,20,142,20,147,29,310,18,213,24,224,26,280,19,169,19,151,21,158,16,93,4,33,13,44
4,1310202002,中央区,日本橋人形町,日本橋人形町２丁目,日本橋人形町２丁目,755,6529,184,1842,80,799,153,1518,19,145,23,175,24,124,21,164,30,330,32,173,26,189,29,193,34,274,27,181,31,209,19,87,23,126
4,1310202003,中央区,日本橋人形町,日本橋人形町３丁目,日本橋人形町３丁目,381,5220,65,1228,36,911,79,1201,10,133,12,202,10,47,23,178,15,395,18,94,25,257,20,180,15,79,22,155,12,75,8,34,11,51
3,1310202100,中央区,日本橋小網町,,日本橋小網町,446,11659,90,2939,35,253,112,3066,12,190,16,359,9,127,22,489,13,456,14,751,29,745,25,888,21,212,19,751,10,177,6,56,13,200
3,1310202200,中央区,日本橋蠣殻町,,日本橋蠣殻町,897,10054,213,1897,127,1929,178,1824,22,165,34,263,24,197,32,205,43,686,33,196,38,646,33,657,38,308,24,261,19,365,12,257,27,198
4,1310202201,中央区,日本橋蠣殻町,日本橋蠣殻町１丁目,日本橋蠣殻町１丁目,683,6547,160,1300,100,975,124,1335,20,130,28,212,14,112,29,192,34,247,29,136,27,589,21,552,31,276,20,228,15,75,10,31,21,157
4,1310202202,中央区,日本橋蠣殻町,日本橋蠣殻町２丁目,日本橋蠣殻町２丁目,214,3507,53,597,27,954,54,489,2,35,6,51,10,85,3,13,9,439,4,60,11,57,12,105,7,32,4,33,4,290,2,226,6,41
3,1310202300,中央区,日本橋箱崎町,,日本橋箱崎町,501,20284,101,1426,62,11319,112,1624,15,175,27,1393,20,170,26,496,16,286,24,383,18,644,20,629,9,365,10,188,14,782,10,313,17,91
3,1310202400,中央区,日本橋馬喰町,,日本橋馬喰町,506,8638,131,3313,53,475,101,1013,23,804,13,71,12,98,15,101,14,264,18,350,20,355,19,174,19,968,17,160,19,137,17,152,15,203
4,1310202401,中央区,日本橋馬喰町,日本橋馬喰町１丁目,日本橋馬喰町１丁目,354,5447,90,2114,35,356,71,696,15,96,10,51,11,96,13,94,12,205,14,248,12,122,14,139,9,855,6,32,14,72,16,151,12,120
4,1310202402,中央区,日本橋馬喰町,日本橋馬喰町２丁目,日本橋馬喰町２丁目,152,3191,41,1199,18,119,30,317,8,708,3,20,1,2,2,7,2,59,4,102,8,233,5,35,10,113,11,128,5,65,1,1,3,83
3,1310202500,中央区,日本橋横山町,,日本橋横山町,323,3483,88,1608,34,228,55,639,6,43,1,1,10,61,12,119,9,36,13,67,14,133,17,148,11,73,13,111,21,126,11,43,8,47
3,1310202600,中央区,東日本橋,,東日本橋,978,12388,219,3269,97,1425,226,2924,25,369,27,229,41,476,37,311,32,427,48,541,50,670,41,342,28,229,38,583,32,313,16,130,21,150
4,1310202601,中央区,東日本橋,東日本橋１丁目,東日本橋１丁目,149,2706,43,681,11,145,39,964,7,145,3,84,4,65,6,22,3,65,2,159,6,191,8,58,2,4,2,29,7,27,3,36,3,31
4,1310202602,中央区,東日本橋,東日本橋２丁目,東日本橋２丁目,470,5415,98,1318,54,675,116,1155,12,165,11,56,22,210,19,230,15,185,23,209,17,254,17,182,13,158,20,373,15,122,6,31,12,92
4,1310202603,中央区,東日本橋,東日本橋３丁目,東日本橋３丁目,359,4267,78,1270,32,605,71,805,6,59,13,89,15,201,12,59,14,177,23,173,27,225,16,102,13,67,16,181,10,164,7,63,6,27
3,1310202700,中央区,日本橋久松町,,日本橋久松町,195,2863,54,579,17,345,30,931,9,43,5,244,5,61,8,72,12,117,9,135,6,17,15,83,9,78,6,42,3,35,-,-,7,81
3,1310202800,中央区,日本橋浜町,,日本橋浜町,954,16613,232,2509,118,1527,194,5142,40,1305,31,512,36,1001,40,590,35,462,30,467,32,579,34,612,35,512,30,556,29,385,18,289,20,165
