実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,生計支出（円）,生計支出／消費支出（円）,生計支出／消費支出／食料（円）,生計支出／消費支出／食料／穀類（円）,生計支出／消費支出／食料／魚介類（円）,生計支出／消費支出／食料／肉類（円）,生計支出／消費支出／食料／乳卵類（円）,生計支出／消費支出／食料／野菜・海藻（円）,生計支出／消費支出／食料／果物（円）,生計支出／消費支出／食料／油脂・調味料（円）,生計支出／消費支出／食料／菓子類（円）,生計支出／消費支出／食料／調理食品（円）,生計支出／消費支出／食料／飲料（円）,生計支出／消費支出／食料／酒類（円）,生計支出／消費支出／食料／外食（円）,生計支出／消費支出／住居（円）,生計支出／消費支出／住居／家賃地代（円）,生計支出／消費支出／住居／設備修繕・維持（円）,生計支出／消費支出／光熱・水道（円）,生計支出／消費支出／光熱・水道／電気代（円）,生計支出／消費支出／光熱・水道／ガス代（円）,生計支出／消費支出／光熱・水道／他の光熱（円）,生計支出／消費支出／光熱・水道／上下水道料（円）,生計支出／消費支出／家具・家事用品（円）,生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,生計支出／消費支出／家具・家事用品／寝具類（円）,生計支出／消費支出／家具・家事用品／家事雑貨（円）,生計支出／消費支出／家具・家事用品／家事用消耗品（円）,生計支出／消費支出／家具・家事用品／家事サービス（円）,生計支出／消費支出／被服及び履物（円）,生計支出／消費支出／被服及び履物／和服（円）,生計支出／消費支出／被服及び履物／洋服（円）,生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,生計支出／消費支出／被服及び履物／下着類（円）,生計支出／消費支出／被服及び履物／生地・糸類（円）,生計支出／消費支出／被服及び履物／他の被服（円）,生計支出／消費支出／被服及び履物／履物類（円）,生計支出／消費支出／被服及び履物／被服関連サービス（円）,生計支出／消費支出／保健医療（円）,生計支出／消費支出／保健医療／医薬品（円）,生計支出／消費支出／保健医療／健康保持用摂取品（円）,生計支出／消費支出／保健医療／保健医療用品・器具（円）,生計支出／消費支出／保健医療／保健医療サービス（円）,生計支出／消費支出／交通・通信（円）,生計支出／消費支出／交通・通信／交通（円）,生計支出／消費支出／交通・通信／自動車等関係費（円）,生計支出／消費支出／交通・通信／通信（円）,生計支出／消費支出／教育（円）,生計支出／消費支出／教育／授業料等（円）,生計支出／消費支出／教育／教科書・学習参考教材（円）,生計支出／消費支出／教育／補習教育（円）,生計支出／消費支出／教養娯楽（円）,生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,生計支出／消費支出／教養娯楽／教養娯楽用品（円）,生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,生計支出／消費支出／その他の消費支出（円）,生計支出／消費支出／その他の消費支出／諸雑費（円）,生計支出／消費支出／その他の消費支出／こづかい（円）,生計支出／消費支出／その他の消費支出／交際費（円）,生計支出／消費支出／その他の消費支出／仕送り金（円）,生計支出／土地家屋購入（円）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,nen,対前年名目増加率_平成30年,-,-,-,-,-2.3,-1.7,0.8,2.8,-3.6,0,-3.7,1.1,-0.3,-1.5,4.4,2.5,6.2,-10.3,2.2,-0.1,2.3,-3.6,1.7,5.6,-1.4,-3.4,-1.5,-11.8,-16.3,-46.9,-10.9,-4.3,-0.6,-4.5,-3.4,-7.7,-1.2,-7.4,0.5,-21.3,-5.3,-3.2,-5.1,3.7,-1,-13,1.1,8.7,-3,4.4,-10.3,0.7,4,1.2,-18.1,15.8,-3.3,-9.7,-4.3,-4.2,-2.1,-6,-1.3,-8.5,-5.5,-39.3,-66.7,,,,,
meimoku,nen,対前年名目増加率_平成31年・令和元年,-,-,-,-,2.1,1.3,2.1,1.9,-0.3,-1.4,1.1,-5,0.9,0,6.2,4.4,1.6,11,5.3,-1.4,-8,9.2,-0.5,0.2,2.1,8.8,-5.3,14.7,20.7,38.5,25,8.5,7.3,5.6,2.9,65,1.2,6.4,-4.1,38.1,6.3,-0.6,3.2,3.9,12.1,1.2,10.2,0.4,2.5,7.7,4,-2.9,-5.5,-8.7,15.6,3.9,4,16,8.4,3.1,1.7,-1.6,0.8,-6.3,-5.6,33.8,266.8,,,,,
meimoku,nen,対前年名目増加率_令和 2年,-,-,-,-,0.3,-2.2,2.6,5.1,8.2,17.6,15.1,13.2,10,20.4,6.7,5.4,8.6,18.4,-27.5,16.8,19.6,13.1,1.1,-0.2,-0.7,-20.6,7.5,10.4,10.6,-10.2,-3.3,12.4,21.8,-1.5,-19.1,42.9,-22.6,-24.5,-3.8,-7.5,-21.4,-21.6,-7.5,6.3,2.6,10.3,21.9,2.4,-6.5,-42.6,6.3,7.7,-0.6,1.2,29.8,-7.2,-15.8,36.6,1.4,-0.3,-29.7,-8.5,-3.9,-6.1,-17.7,9.6,215.1,,,,,
jissitu,nen,対前年実質増加率_昭和51年,-,-,-,-,-,-1.2,-5.1,-3.2,-4,0.2,-2.8,-5.6,-9.8,-6,-13.4,-0.3,-10.1,-16.5,-0.1,0.2,-0.5,1.4,0.9,-9.6,4.7,8.2,-,-9,-7,0.5,-2.9,-25.1,5.3,-21.3,0.4,-11.9,1.2,2,8.7,-,-3.9,-0.2,7.3,-6.6,-1.9,-,1.7,-9.2,8.7,-0.7,20,6,2.5,-7.2,41,45.7,6.9,0.7,4.9,2.5,10.2,-,-10.2,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和52年,-,-,-,-,-,-0.6,-2.9,-2.1,-13.2,1.5,-4.8,-1.6,-10.6,0.7,-5.9,3.3,3.3,4.7,3,1.6,4.7,-4.8,-0.5,7.2,-4.7,-11.6,-,2.6,13.7,0.3,-4.5,-3,3.5,-33.3,-1.7,-22.4,1.4,-2.6,1.2,-,7.7,8.7,-9.5,3.4,-4.6,-,-3.6,7,-5,-4.1,-0.8,-8.9,-1.1,-1.1,-11.3,-8.5,-4.6,-1.8,-3.6,-3.5,-6.3,-,6.6,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和53年,-,-,-,-,-,3.1,0.6,-4.2,-1.4,6.9,2.4,-2.9,8.1,-3.6,-0.8,1.3,3.3,0.6,3.5,-2.4,-3,-1.6,11,17.1,5.2,10.5,-,5.6,10.1,1.1,0.8,1.8,6.2,-6.6,5,44.4,0.9,0,9.2,-,3.9,1.4,8,-2.1,5.1,-,2.8,-4.5,9.1,3.1,16.6,8.5,-5.6,-9,30.5,-0.3,4.8,4.2,-3.6,5.6,7.5,-,-0.7,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和54年,-,-,-,-,-,2.1,3.4,1.5,4.4,5.1,-0.4,-0.8,3.7,2.1,2.8,10.2,-1.1,1.4,9.8,-0.8,-1.7,1.6,-2.8,0,-0.5,-23.5,-,11.5,16.2,14.5,18.3,-1.4,5.4,11.4,-2.1,-23.4,2.3,4.1,1,-,-8,-2,1.3,0,4.7,-,7.9,-2.5,0.2,2.8,-4.1,3,6.9,5.6,-4.9,10.4,1.7,3.5,7,-2,1,-,14,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和55年,-,-,-,-,-,-2.3,-1.7,0.2,1.2,-2.2,-3,-3.7,-8.1,1.3,-1.2,7.4,-2.4,-1.4,-5.1,4.8,11.6,-9.2,-6,-8.4,-6.5,-3.2,-,-12.2,-24.1,8.5,-14.9,-3.9,-3.3,30.6,-6.5,-1.3,-6.8,-0.3,-4.2,-,2.7,-6.1,-8.6,8.4,0.4,-,5.6,11,4.1,-5.3,13.7,3.1,-0.5,-3.4,35.2,2.9,-3.8,4.8,-3.6,-0.4,-6.4,-,-13.5,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和56年,-,-,-,-,-,-0.8,-3.3,-2.5,-4.5,-2.6,1.1,-7,-8.1,-3.1,-3.3,-1.6,-7.9,-0.6,0,9.4,9.7,8.6,10.5,10.5,13.4,9.6,-,2.4,7.6,-1.1,1.2,7.9,3.4,-33.5,-1.8,2.2,-3.1,5.2,-8.6,-,8.9,1.5,-9.4,-10.4,-5.4,-,1.7,-13.8,12.5,-1.2,31.5,5.9,-4.2,-0.3,-26.5,-14.3,0.7,-11.4,9.6,-0.5,0.9,-,-2.3,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和57年,-,-,-,-,-,3.3,2.7,1.4,2.7,5.8,3,6.2,6.5,1.6,0.6,1.2,-0.3,-2.4,3,0.3,-8.6,23.8,0.6,3.9,3.1,-15,-,3.4,-1.3,6,2.5,4,5.4,31.4,-0.6,-4,-0.5,6,-0.1,-,-3.9,-0.9,3.3,6.4,17.4,-,-2.8,5.7,-0.6,2.9,-6.1,8.7,14.4,12.5,4.4,24.1,5,19.8,2.6,0.3,4.4,-,-0.7,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和58年,-,-,-,-,-,-2.8,-2.9,-6.1,-1.3,-6.2,-1.4,-2.3,-3.3,-2.7,-3.3,-0.8,-4.1,2.3,-2.1,-1.4,3.9,-11.7,1.6,2.6,-0.6,3.2,-,2.3,2,-12.8,13.3,4.9,-0.8,9.1,-2,-10,-4.2,0.6,-8.7,-,2.4,-3.8,5.8,5.2,4.9,-,25.4,0.7,2.2,-2.9,6.4,4.3,-13.9,-17,13.1,-5.2,-0.3,9.6,-3.9,-3.9,0.1,-,-5,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和59年,-,-,-,-,-,0.7,-1.4,0.2,-1.8,2.3,3.2,-3.7,-2.3,0.1,-1,0.1,1.2,-11.9,-1.6,-2,-4.4,3.9,11.4,14.3,9,18,-,-1.6,2.4,17.3,-10.8,-6,2.2,-26.3,-5.4,-38.2,-4.7,-4.3,4.2,-,2.7,-1.1,2.9,-10,-7.3,-,-7,-11.7,0.3,4.3,-3.6,6.4,10,11.5,-1,6.5,0.3,-16.2,3.9,1.1,2.4,-,2.3,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和60年,-,-,-,-,-,2.7,0.9,-3,-1.2,-0.3,-3.2,1.4,-5.4,-1.7,5.1,5.4,-1.3,-2.8,9,-1,-0.2,-2.8,0.2,1.2,-1.8,-14.7,-,8.3,15.2,11.6,-1.5,-1.8,7.3,18.4,7.7,18.7,9.3,6.8,1.5,-,-0.8,7.3,11.8,5.8,-4.5,-,16,6.6,6.1,3.1,9.9,7.3,-4.1,-3.9,1.2,-4.9,6.1,9,5.1,0.4,7.3,-,10.8,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和61年,-,-,-,-,-,1.1,0.8,-1.1,1.5,-0.2,-0.2,1,1.2,0.4,4.7,0,0,2.3,2.6,7,12.5,-6.3,3.7,2.7,5.1,13,1.4,-5.6,-13.2,-17.8,-0.8,5.8,0.7,9,-1.1,3.2,-1.4,3.7,-1.5,-,2.1,-1.9,-9.9,4,7.2,-,-7,6.5,2.6,-1.9,8.6,0.6,4.1,-2.7,9.6,25,1.9,27.9,7,0.8,-3.6,-,-0.9,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和62年,-,-,-,-,-,3.4,-1.1,-5.5,-1.3,-4,2.5,-2.3,0.7,-4.3,-4,2.1,5.3,2.1,3.1,11.2,2.7,35.8,0.4,7.5,-2.3,-22.9,-1.4,13,30.7,9.1,-5.8,3.7,0.6,6.6,6.5,6.3,10.6,4.9,1.7,-,1.7,4.6,10.1,-6.1,-3.4,-,8.8,-10.6,5.9,7.6,7.3,1.7,-4.3,0.4,-14.1,-14.4,3.8,28.4,-0.9,-2.4,2.7,-,8,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_昭和63年,-,-,-,-,-,1.6,1.3,-1.8,-1,-0.1,4.1,-4.2,-4,0.6,2.3,6.6,-0.2,4.3,7.2,-2.5,9.4,-28.1,2,2.9,2.1,3.4,0.3,-0.1,-3.4,-2,22.7,3.2,2.6,-19.4,0.9,-49.9,6.5,6.6,2.8,-,2.9,-1.9,4.3,13.6,6.3,-,4.3,18.9,7.8,5.4,12.2,4.1,-1.9,-0.1,6.9,-7.9,5.7,-0.2,3.2,5,8.9,-,3.3,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成元年,-,-,-,-,-,-0.9,-1.5,-2.1,1.7,-2.7,-0.1,-1,-6.5,1.6,2.4,2.4,7.9,-3.1,-6.2,-6.5,-10.7,7.9,-0.4,1.6,-3.3,-20.9,3.9,-8.3,-16.8,-1.8,-11.7,-1,4.7,-14.8,-1.3,27.3,-5.8,0.2,0,-,5.6,0.6,1.4,11.4,8.9,-,6.1,13.6,-3.3,4.4,-11.3,1.9,1.4,0.3,-18.9,6.6,1.1,13.4,8.2,-0.8,-1.9,-,-3.9,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成 2年,-,-,-,-,-,1,-0.7,-1.3,-1.9,-2.7,-3.2,-4.5,0.5,-2,0.1,0,3.5,3.2,2.3,-4.9,-3,-9.4,4.1,9.4,-1.6,-4.8,5.3,15.9,25.4,38.2,11.4,2.8,1.2,25.6,1.4,36.1,1.1,2.8,-0.9,-,0.5,-0.2,-3.9,-4.5,14.1,-,6.9,-12.6,6.2,-4.3,16.4,4.1,7,6.8,28.9,6.1,4.4,-1.2,7.9,-5.6,7.2,-,5.7,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成 3年,-,-,-,-,-,0.6,-0.6,-1.7,2.1,-1.6,0.2,-3.6,-4.6,2.4,1,3.1,-0.1,2.8,-3.1,17.4,12.4,30.8,0.7,0.1,1.3,1.6,0.6,-0.6,2.9,-9.5,-4.5,-1.4,6,-13.8,-4.8,12.1,-8.9,-6.5,-4.7,-,-2.5,-1.5,3.1,3.1,5.8,-,2.6,1.9,3.1,1.6,3.7,3.9,-12.9,-17.7,-12.6,0.9,-0.6,-7.7,-1,1.5,0.3,-,2,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成 4年,-,-,-,-,-,1.1,1.2,1.2,0,0.5,3.9,5.3,-3.9,4,2.2,-1,-0.3,0.8,2.8,1.3,4.8,-6.5,3.5,8.5,0.4,-0.4,-0.1,-1.6,-0.9,3.1,-11.1,-1.2,-0.9,1,-6.3,-26.2,-6.1,-7.4,-0.9,-,-4.6,-4.3,-0.4,-3,0.8,-,3.7,-6.3,4.9,4.5,8.6,-1.5,3.1,7.1,0.5,-6,3,-12.3,1.6,1.4,5.7,-,5.8,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成 5年,-,-,-,-,-,-1.2,-2.3,-0.6,-1.4,-3.6,-1.4,-4.1,0.1,0.3,1.7,-1.3,-2.4,-6.9,-3.1,-2.3,-1.2,-5.5,3.1,1,3.5,4.8,6.3,-6.7,-12.7,-12.3,-13.9,-1.6,3.9,6.5,-1.9,-7.1,0.1,-3.3,-3.9,-,-1.3,-8.4,-2.7,4.9,2.1,-,3.1,5.9,-6.3,-0.1,-14.8,4.8,8.8,7.6,-1,12.7,1.3,-8,1.2,0.2,1.8,-,-4.9,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成 6年,-,-,-,-,-,-2.2,-3.6,-8.2,-4.8,-5.5,-0.2,-5,-3.8,-0.1,-2.2,-1.6,3.3,0.2,-2.6,8,4.8,17,1,7.3,-2.4,-17,-2.8,4.2,6.9,12,2.4,-0.8,3.4,-1.7,-2.4,11.5,-2.1,-3.5,-4.4,-,-2.6,4.7,-8,-2.9,-2.2,-,7.4,-7.2,3.9,0.5,7,3.6,-6.2,-3.7,-3.8,-12.7,-9.9,19.8,-4.7,-6.3,-15,-,0.8,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成 7年,-,-,-,-,-,-2.6,-2.2,-2.4,-0.2,-0.4,-2.2,2,-4.2,-3.6,-11,0.4,-1.4,-3.4,-2.6,1.9,4.6,-5.3,1.2,1.6,0.4,-1,1.9,1.2,-4.1,2.6,-4.2,1.9,0.1,39.2,-4.6,-45.5,-0.9,2.1,-0.4,-,-8.6,-9.7,-2.2,1,-19.7,-,-5.4,4.6,-6.9,-5.3,-11.1,-0.1,-14.5,-16.6,-15.5,-7.8,1.8,8.6,-0.8,-2.1,2.3,-,-3.1,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成 8年,-,-,-,-,-,-1.8,-1,-2.5,-7.5,-5.5,1.2,-0.4,-6.1,0.7,-3.6,0.7,2.6,5.7,4,4,6.4,-2.6,-0.5,-0.3,1.4,0.5,-3.2,-4.8,0,-8.5,-2.5,-7.6,2.6,-29.2,-6.7,22.5,-9.2,-7.2,-8.1,-,-3.8,-2.1,-8.4,-8,-8.5,23.2,6.5,-14.5,1.9,-6.1,6.8,6.5,1.4,9,25.4,-21,-2.3,24.7,0.5,-3.5,-5.8,-,-9,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成 9年,-,-,-,-,-,1.1,-1.6,-1.9,-1.6,-2.2,-1.5,-0.3,-0.3,-1.2,1.5,2.8,0.6,-7.7,-3.2,-1.7,-5.2,8.4,-0.7,0.5,-2.9,-27,1.5,3.6,7.6,-9.5,7.3,-3.4,1,32.5,-0.6,-21.6,-0.7,1.5,0.2,-,-2.6,8.2,-7.9,14.1,4.1,28.8,6,18.9,1.9,-0.6,-1.7,12.4,2.6,4.5,-16.1,-3.2,4,6.3,4.6,-0.5,4.6,-,4.5,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成10年,-,-,-,-,-,-2.9,-1.2,-0.7,0.1,-1.8,2.2,-6.3,-3.8,2.6,-7,1,-0.3,10.5,-1.6,-6.7,-7.9,-3.1,2.8,5.9,3.1,-0.2,-1.6,-0.5,-1.4,6.7,0,-5.7,3.9,-1.5,-8.1,-14.1,-5.8,-7.3,-8.5,-,-10.8,-12.8,-6.2,-8.4,2.3,-40.9,-1.2,-10.9,6.9,-0.1,17.5,-0.4,-14.3,-19,-11.2,4.5,-1.4,11.8,-2.8,-1.9,-2.5,-,-0.2,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成11年,-,-,-,-,-,-3.7,-1.6,-2.5,-5.9,-2.3,-2.5,0.5,0.2,1.3,-1.7,0.2,5.6,-7.4,-0.7,-3.5,1,-15.2,-1,0.3,-2.9,2.4,-0.8,-5,-1.8,-10.9,-23.8,0.7,1.6,-21.2,-3.7,10.9,-4.6,-2.2,-7.7,-,-7.6,2.3,-9.4,-2.8,8.9,32.7,10.2,-11.6,-12.2,-1.4,-29.4,6,-12.4,-11.9,-2.4,-16.2,-4.2,11.6,-5.6,-1.7,-6.5,-,-0.3,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成12年,-,-,-,-,-,2,0,-2.1,-0.2,-1.5,-3.7,0.5,4.8,1.3,-0.2,5.4,-0.1,-5.3,0.3,1.9,-7.6,31.3,0.8,2.9,-1.2,6.9,-0.7,6.8,4,21.8,32.8,4,1.6,-1.4,-3.8,3.4,-7.9,-0.5,-1.8,-,7.6,-9.3,2.4,6,4.1,20.8,4.2,6.2,11.6,2.4,24.8,6.6,13,12.4,31.4,13.3,4.2,12.4,0.8,1.9,5.1,-,-12.8,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成13年,-,-,-,-,-,-2.7,-2.2,-2.1,-1.7,-7.9,-1.7,-4,-1,-2.5,-2.3,3.1,-0.3,-3.3,-2.7,-0.6,1.8,-6,0.6,-0.3,2.9,-8.6,0.2,2.9,12.2,15.3,-18.5,-2,-1.1,-6.9,-6.6,-53.2,-2,-5.1,-8.8,-,-8.3,-0.9,-11.5,1,-1.2,28.9,-8.7,2.1,-3.2,-6.5,-10.7,12.6,-6.4,-6.8,-32.9,-2.4,-0.9,12.6,3.9,-2.7,-3.8,-,4.3,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成14年,-,-,-,-,-,0.3,2.4,1.2,1.1,1.2,2.9,2.6,1.3,3.4,8.2,1.6,5.5,7.6,1.1,1.8,0.3,5.1,-2.5,-0.4,-3.9,-3.9,-4.3,-4.9,-4.2,-30.4,11.4,-3.3,2.5,-2,1,47.2,-0.3,-2,0.7,-,-0.2,1.1,3.5,-3.7,-4.3,-6,2.3,-5.2,3.8,3.1,5.5,2.7,-8.4,-6.9,6.6,-14.8,1.8,15.3,-0.1,4.6,0.2,-,2.4,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成15年,-,-,-,-,-,1.5,-2.2,-1,-4.1,-1.8,-5.7,0.6,-5.6,2,-3.3,-1,-1.7,-3.5,-3.3,-5.4,-4.6,-7.6,-1.7,-2.5,-2,8.8,-0.6,1.5,6.4,1.6,-5.2,-1.2,-1.5,5.7,0.4,44.4,2.5,0.7,-9.3,-,-2.8,0.5,-9.6,5.7,-0.8,35.8,17.3,0.3,3,-1.2,5.4,4.1,10,14.3,-6.7,-5.9,1.5,11.7,1.3,0.2,1,-,9.4,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成16年,-,-,-,-,-,-0.4,0.4,-3.6,-1.6,-0.9,-1.9,-3.5,1.9,2.9,0,0.4,7.9,2.5,4.1,-7.4,2.7,-31.4,-0.1,2.1,-3,-26.2,1.5,0.1,-2.1,12.1,10.1,-8.5,4.3,2.6,-8.2,-33.2,-11.6,-2.4,4.7,-,-4.4,-8.6,-3.7,8.2,-4.9,17.5,-7.2,15.3,10.5,1,24.4,2.2,-3,-12.8,-13.4,44.9,3.1,10.1,-3.1,2.7,4.7,-,-0.6,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成17年,-,-,-,-,-,-2.8,-2,-1.3,-3.1,-1.1,-3.8,1,-1.9,0.6,-4.6,-1.6,-0.4,-1.6,-3.8,-3.1,-8.6,16.9,1.3,-0.2,2.7,32.8,0.7,-2.8,-0.9,0,-14.2,0.7,-0.4,-15.1,1.3,-37.7,5.7,-1.6,-8.7,-,1.1,8.9,-2.1,-5.4,-0.5,12.1,-15.1,-6.3,-9.1,-2.7,-20.8,5.6,-4.5,-2.9,11.9,-10.2,-3.3,24.9,-2.7,-5.7,-5.7,-,1.9,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成18年,-,-,-,-,-,2,1.1,-1.6,-2.3,1.8,3.4,-3.3,-9.4,0.3,3.1,5.8,6,0.4,3.6,-1.4,-0.9,-2.8,-0.1,0.5,-0.3,-3.4,-1.3,14.1,25.3,8.9,31.7,1.2,4.6,26.5,-1.7,30.9,-0.7,-5.4,0.4,-,2.3,-3.6,-10.6,6.3,-7,-16.7,26.5,8.4,-1.5,-2.3,-7.4,7,7.3,7.4,-21.1,9.1,4.4,27.8,5.5,0.3,2.1,-,3.3,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成19年,-,-,-,-,-,-0.5,-2,-1.6,-2.2,-2.6,-3,-1.2,-1.5,1.6,-0.2,-6.3,0.9,-0.5,-1.9,-4.1,-3.4,-6.3,-4.1,-2.5,-6.7,-24.2,-1.7,-5.9,-10,-14.7,-12.2,2.3,2.5,-14.1,1.4,-19,3.6,1.2,3.8,-,0.3,2.6,-2.9,5.1,-6.3,-8.3,-0.5,10,-1.8,-6.8,0,0.6,1.6,2.1,6.8,0,2.3,30.1,3.6,-7.1,0.8,-,6.5,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成20年,-,-,-,-,-,-3,-0.6,-1.2,-2.9,4.1,-3.4,2.3,8.1,1,-0.9,-3.2,-3,-5.6,-0.9,-10.4,-14.3,0.5,2,4,2.1,-15.8,0.2,2.1,11.8,-8.4,-8.5,1.2,0.3,-6.8,-7.4,-33.5,-6.7,-8.5,-5.2,-,-1.8,-12.7,1.6,-6.7,6,8.2,-9.8,-9.4,-1,-1.8,-1,-0.2,3.6,3.9,-9.8,3.3,0.7,4.8,-1.8,1.4,2,-,-8.7,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成21年,-,-,-,-,-,5,3.6,3.9,2.5,2.1,2.5,1,6.6,1.9,1.4,3.7,10.4,8.1,5.2,12.8,6.1,29.3,-0.3,-1.8,1.6,7.4,-0.9,11.7,16.3,31.6,17.7,2.1,3.6,26.8,7.5,82.2,5.9,6.4,-0.6,-,13,12.3,3.3,6.4,27.1,0.7,20.9,-0.6,7.8,2,11.8,8,-3.7,-5.6,-6.6,2.3,5.7,56.9,3.2,1.8,2.9,-,7.8,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成22年,-,-,-,-,-,0.8,-2.2,-2.1,-4,1.7,-1,-5.9,-7.2,-2.3,1.9,3.4,1.2,-7,-4,-0.8,-3.3,4.4,4.8,9.9,-0.3,12,2.8,4.5,17.4,-23.7,-32.7,2.5,5.2,25.3,0.3,-41.6,4.8,-1.1,2.5,-,-3.4,2.4,-3.7,-1.9,13.1,21.4,-6.2,-6.8,1.7,4.2,0.4,1.5,7.5,6.5,44.4,8.5,7.7,66.6,3.9,0,4.3,-,3.5,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成23年,-,-,-,-,-,-4.7,-0.4,0.3,-3.5,-1.2,-3.5,2.3,-0.3,4.2,-1,0.1,8.8,-0.8,-2.7,-5.8,1.6,-20.3,-7.7,-10.4,-7.2,-8.7,-3.7,2,5.8,16,42.7,-4.4,4.1,-25.9,-11.4,-17,-15,-11.2,3.4,-,-3.7,-10.3,-17.4,3.4,0.8,-6.5,-3.9,7.6,-7.3,-13.2,-6.7,-3.2,2.2,7.9,-30.4,-9.7,-11.4,-18.3,-4,-8.5,-13,-,-9.7,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成24年,-,-,-,-,-,2.9,2,-2.4,-0.3,-0.6,7.5,0,-0.2,1.3,-1.2,4.3,3.7,11.4,4.2,8.8,-4.1,40.7,2.5,1,7.5,11.8,-0.7,9.9,15.8,47.9,4.9,3.9,4.8,-3.4,6.1,-3.4,4.6,8.7,7.6,-,6.4,5.4,12.5,0.6,6.2,14.2,6.8,-4.1,5.3,11.6,5.5,0.6,-3.1,-3,0.1,-3.4,2.4,1.3,5,-6.3,3.4,-,7.5,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成25年,-,-,-,-,-,3.4,2.1,1.4,-1,4,1.5,0.1,1.1,1.3,6.1,0,7.4,-0.8,3.6,16.1,15,17.7,-3.5,-1.2,-7.3,-21.5,-0.9,4.1,18.6,-29.7,30.3,-5.4,4.5,3,3.8,3.6,4.2,3.9,2.3,-,-0.2,9.1,-2.2,1.3,2.1,-4.9,7.7,0.3,6.6,2.3,11,3.7,-9.3,-7.4,-10.9,-15.1,5.3,-1.3,2.9,0.5,7.4,-,5.9,-,-,-,-,,,,,
jissitu,nen,対前年実質増加率_平成26年,-,-,-,-,-,-5.6,-2.2,-1.2,-5.4,1.1,1.5,1.3,1.1,1.8,-2.6,0.4,-4.3,1.3,-8,-14.3,-16,-12.1,-4.1,-6.2,-1,13.1,-4.2,2.4,3.5,3.3,-12.7,1.9,1.2,18.9,-2.1,77.1,-4,-2.9,-9.5,-,2.8,5.4,-6.5,-2.9,3.8,1.1,-8.8,-3.9,-5,-10.7,-3.7,-1.9,-14.6,-17,-14.1,-5.5,-3.2,-10.2,3,-3.2,-4.2,-,-6.9,-,-,-,-,,,,,
