項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,第1階層／実数（円）,第2階層／実数（円）,第3階層／実数（円）,第4階層／実数（円）,第5階層／実数（円）,第6階層／実数（円）,第7階層／実数（円）
2,7,10,1,1,0,892,パーマネント代,196,39,79,153,63,181,206,197,496
2,7,10,1,1,0,894,カット代,625,-0.3,415,618,446,743,592,644,917
2,7,10,1,1,0,899,他の理美容代,2480,1.7,1624,2279,1714,1990,2568,3271,3929
2,6,10,1,2,0,0,理美容用品,6318,7.9,4426,5755,5657,5687,7321,7429,8010
2,7,10,1,2,0,900,理美容用電気器具,361,97.3,201,308,141,326,726,382,434
2,7,10,1,2,0,901,歯ブラシ,211,7.1,182,180,168,205,209,261,274
2,7,10,1,2,0,903,他の理美容用品,235,-8.9,144,200,217,256,271,271,283
2,7,10,1,2,904-915,0,石けん類・化粧品,5511,5.6,3899,5067,5131,4900,6115,6515,7020
2,7,10,1,2,904-915,904,浴用・洗顔石けん,813,27,578,678,659,821,912,1017,1022
2,7,10,1,2,904-915,905,シャンプー,440,13.1,330,418,403,420,526,485,502
2,7,10,1,2,904-915,908,ヘアコンディショナー,294,10.5,207,290,253,292,324,329,367
2,7,10,1,2,904-915,906,歯磨き,333,20.2,266,332,304,310,313,387,421
2,7,10,1,2,904-915,907,整髪・養毛剤,203,-7.3,119,149,179,183,254,266,282
2,7,10,1,2,904-915,909,化粧クリーム,491,-3.2,367,350,464,361,490,594,836
2,7,10,1,2,904-915,910,化粧水,437,17.8,338,408,386,376,462,547,542
2,7,10,1,2,904-915,914,乳液,175,16.7,168,159,118,138,262,145,238
2,7,10,1,2,904-915,911,ファンデーション,206,-7.6,114,240,184,190,204,207,305
2,7,10,1,2,904-915,912,口紅,84,-33.3,44,116,54,65,115,95,97
2,7,10,1,2,904-915,915,ヘアカラーリング剤,131,4,118,159,116,152,134,133,110
2,7,10,1,2,904-915,913,他の化粧品,1904,-1.1,1251,1767,2010,1593,2120,2310,2299
2,6,10,1,3,0,0,身の回り用品,2681,-21.3,1244,2326,2043,2292,3776,3254,3839
2,7,10,1,3,0,920,傘,122,-29.5,88,112,79,109,143,144,179
2,7,10,1,3,924-927,0,かばん類,1241,2.5,567,1104,1031,1164,1220,1560,2051
2,7,10,1,3,924-927,924,ハンドバッグ,595,-4.8,298,673,428,593,541,901,734
2,7,10,1,3,924-927,925,通学用かばん,83,-15.3,7,72,55,71,201,42,129
2,7,10,1,3,924-927,926,旅行用かばん,65,-54.9,89,58,64,26,32,59,124
2,7,10,1,3,924-927,927,他のバッグ,499,45.5,173,300,484,473,445,557,1063
2,7,10,1,3,0,928,アクセサリー,479,-28.4,86,764,238,200,1512,343,219
2,7,10,1,3,0,930,腕時計,123,-69.6,110,15,119,182,19,193,230
2,7,10,1,3,0,932,他の身の回り用品,653,-13.5,384,331,463,576,777,903,1124
2,7,10,1,3,0,935,身の回り用品関連サービス,63,-67.7,8,1,113,61,106,111,38
2,6,10,1,4,0,940,たばこ,1300,61.5,700,1587,1663,947,913,2072,1213
2,6,10,1,5,0,0,他の諸雑費,13308,5.9,6565,8614,12589,13887,11548,16016,24149
2,7,10,1,5,0,950,信仰・祭祀費,439,-19.2,557,482,669,343,289,419,311
2,7,10,1,5,0,955,祭具・墓石,78,-36.6,107,277,32,41,18,43,32
2,7,10,1,5,0,956,婚礼関係費,78,...,-,-,543,-,-,-,-
2,7,10,1,5,0,957,葬儀関係費,71,-82.6,211,200,-,-,82,-,-
2,7,10,1,5,0,958,他の冠婚葬祭費,29,7.4,35,106,16,16,13,4,16
2,7,10,1,5,0,95X,医療保険料,1742,-2.6,799,1247,1916,3246,1337,1824,1798
2,7,10,1,5,0,952,他の非貯蓄型保険料,6107,7.9,3402,3815,6666,6895,5532,7578,8851
2,7,10,1,5,0,953,寄付金,1837,183.1,497,244,1047,799,1087,2199,7211
2,7,10,1,5,0,954,保育費用,1407,-18.1,328,472,831,1173,1888,2047,3113
2,7,10,1,5,0,951,介護サービス,90,109.3,171,8,83,159,13,109,84
2,7,10,1,5,0,959,他の諸雑費のその他,1429,-11.5,458,1762,786,1214,1290,1794,2732
2,5,10,2,0,0,0,こづかい,9456,-11.2,5896,7302,9336,8998,9368,10480,14888
2,6,10,2,0,0,960,世帯主こづかい,7209,-13.3,4239,6448,7869,6375,7319,7535,10777
2,6,10,2,0,0,961,他のこづかい,2246,-3.8,1657,854,1466,2622,2049,2946,4112
2,5,10,3,0,0,0,交際費,9184,-14.6,4475,8001,8191,9615,8621,12032,13431
2,6,10,3,6,0,970,贈与金,3838,-28.1,3101,3756,3141,3416,3099,4390,6047
2,7,10,3,6,0,0,贈与金,3838,-28.1,3101,3756,3141,3416,3099,4390,6047
2,6,10,3,7,0,0,他の交際費,5346,-1.2,1375,4245,5051,6199,5522,7642,7384
2,7,10,3,7,0,971,つきあい費,653,4,73,222,355,660,872,1035,1353
2,7,10,3,7,0,973,住宅関係負担費,3674,-4.3,1147,3622,3848,4222,3668,5037,4173
2,7,10,3,7,0,972,他の負担費,1019,7.6,155,401,848,1317,982,1570,1858
2,5,10,4,0,0,0,仕送り金,3003,-25.7,592,2167,1240,2374,4923,4882,4942
2,6,10,4,0,0,980,国内遊学仕送り金,1501,17.4,-,-,779,1653,2413,3790,1927
2,6,10,4,0,0,981,他の仕送り金,1502,-45.6,592,2167,461,721,2510,1092,3015
2,3,0,0,0,0,0,土地家屋購入,21831,193.8,-,66488,-,-,-,-,89651
2,2,0,0,0,0,0,その他の実支出,139918,4.5,19781,43706,72014,108794,127983,190107,419970
2,3,0,0,0,0,0,直接税,67230,6.1,11364,16765,27734,42091,54175,91913,227556
2,4,0,0,0,0,0,勤労所得税,33077,9,3339,3254,6617,12272,18913,37942,150454
2,4,0,0,0,0,0,個人住民税,27546,6.9,1072,8187,15854,24478,30817,47892,64628
2,4,0,0,0,0,0,他の税,6606,-8.8,6953,5323,5263,5342,4445,6079,12475
2,3,0,0,0,0,0,社会保険料,72633,2.9,8280,26913,44279,66625,73765,98141,192362
2,4,0,0,0,0,0,公的年金保険料,43916,4.1,3079,14567,26647,41323,45815,60624,116512
2,4,0,0,0,0,0,健康保険料,23495,1.2,3085,10054,14457,21242,23362,30805,62041
2,4,0,0,0,0,0,介護保険料,3779,-0.6,2059,1857,2316,2759,3099,4765,9750
2,4,0,0,0,0,0,他の社会保険料,1444,7.7,57,435,858,1300,1489,1948,4059
2,3,0,0,0,0,0,その他,56,7.7,138,29,1,78,43,52,52
2,1,0,0,0,0,0,実支出以外の支払(繰越金を除く),772860,9.7,206897,484453,597656,721612,756142,968724,1690731
2,2,0,0,0,0,0,預貯金,574766,4.9,131648,380240,409521,517401,555921,687788,1356419
2,2,0,0,0,0,0,保険料,24686,-6.3,9435,17869,18846,22189,20785,37259,46505
2,3,0,0,0,0,0,個人・企業年金保険料,6443,32.1,459,2905,3170,5025,3278,10828,19610
2,3,0,0,0,0,0,他の保険料,18244,-15.1,8977,14964,15676,17164,17506,26431,26895
2,2,0,0,0,0,0,有価証券購入,8034,136.2,118,635,2357,26262,2700,12449,12582
2,2,0,0,0,0,0,土地家屋借金返済,49588,6.7,20578,18078,68287,47376,52112,63625,76496
2,2,0,0,0,0,0,他の借金返済,1320,-34.2,210,1242,1026,1481,1305,1160,2807
2,2,0,0,0,0,0,クレジット購入借入金返済,113575,46.3,44392,64935,96873,105931,122742,164874,195515
2,2,0,0,0,0,0,実支出以外の支払のその他,892,11.6,515,1454,747,973,578,1568,406
2,1,0,0,0,0,0,繰越金,134038,41.4,92146,122794,109975,96411,161897,152225,207589
,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,,
第２５表　勤め先収入７分位階層別１世帯当たり年平均１か月間の収入と品目別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,
注）「大人用運動靴」、「大人用サンダル」、「子供用靴・サンダル」の対前年増加率は、それぞれ、平成31年・令和元年の「運動靴」、「サンダル」、「子供靴」と比較して算出している。,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払）,,,,,,,,,,,,,,,,
