項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
2,7,9,4,4,877 878 881-886,884,文化施設入場料,140,-50.5,275,311,226,149,154,120,187,63,42
2,7,9,4,4,877 878 881-886,886,遊園地入場・乗物代,173,-41.2,170,969,472,217,227,96,56,13,-
2,7,9,4,4,877 878 881-886,885,他の入場・ゲーム代,231,-53.2,464,596,464,370,183,172,134,116,116
2,7,9,4,4,0,888,諸会費,277,-24.5,67,77,113,260,132,310,115,454,600
2,7,9,4,4,0,887,写真撮影・プリント代,382,23.6,1132,1568,1057,513,303,174,44,79,60
2,7,9,4,4,0,88X,教養娯楽賃借料,92,-17.1,59,107,82,177,116,91,17,88,128
2,7,9,4,4,0,88Y,インターネット接続料,2756,19.6,2876,2999,2750,3377,2899,3038,3338,2292,1934
2,7,9,4,4,0,889,他の教養娯楽サービスのその他,910,-4.6,1292,1181,1039,1502,1121,1073,974,501,447
2,4,10,0,0,0,0,その他の消費支出,47111,-5.5,34623,41089,39396,51502,50300,61230,59624,43191,41554
2,5,10,1,0,0,0,諸雑費,25033,-4.2,21780,30386,25038,30317,24910,26726,31547,21290,19988
2,6,10,1,1,0,0,理美容サービス,3645,-5.3,3119,3237,2968,4767,3838,4428,4089,3272,3027
2,7,10,1,1,0,890,温泉・銭湯入浴料,104,-32.9,56,153,123,89,70,71,48,133,75
2,7,10,1,1,0,891,理髪料,444,-1.1,264,199,322,534,436,452,497,500,533
2,7,10,1,1,0,892,パーマネント代,251,9.6,121,85,79,177,252,332,177,356,473
2,7,10,1,1,0,894,カット代,608,-1.6,677,550,525,653,682,704,652,561,555
2,7,10,1,1,0,899,他の理美容代,2237,-6.7,2002,2250,1919,3314,2398,2869,2716,1722,1391
2,6,10,1,2,0,0,理美容用品,5488,2,5781,6428,5040,7003,6781,6538,6726,4121,3424
2,7,10,1,2,0,900,理美容用電気器具,275,57.1,250,185,162,421,333,327,796,118,111
2,7,10,1,2,0,901,歯ブラシ,184,4.5,210,250,219,213,185,185,218,145,121
2,7,10,1,2,0,903,他の理美容用品,210,-12.9,247,280,198,247,471,222,215,117,100
2,7,10,1,2,904-915,0,石けん類・化粧品,4819,0.7,5074,5714,4461,6121,5791,5804,5497,3741,3092
2,7,10,1,2,904-915,904,浴用・洗顔石けん,646,23.5,838,787,821,997,818,810,640,384,294
2,7,10,1,2,904-915,905,シャンプー,353,13.5,379,474,407,537,469,458,345,221,170
2,7,10,1,2,904-915,908,ヘアコンディショナー,232,11.5,302,248,322,278,366,316,276,119,97
2,7,10,1,2,904-915,906,歯磨き,322,13.4,270,302,319,308,322,378,383,304,235
2,7,10,1,2,904-915,907,整髪・養毛剤,219,-5.6,159,193,184,224,197,276,252,216,183
2,7,10,1,2,904-915,909,化粧クリーム,427,-11.2,424,546,297,545,565,456,471,353,270
2,7,10,1,2,904-915,910,化粧水,368,9.9,509,427,254,388,457,541,445,283,216
2,7,10,1,2,904-915,914,乳液,157,14.6,220,292,87,108,148,156,155,160,120
2,7,10,1,2,904-915,911,ファンデーション,176,-27.6,159,179,106,182,314,248,177,138,103
2,7,10,1,2,904-915,912,口紅,67,-33.7,130,99,62,81,76,157,44,36,31
2,7,10,1,2,904-915,915,ヘアカラーリング剤,139,6.9,47,72,77,157,151,192,184,143,113
2,7,10,1,2,904-915,913,他の化粧品,1714,-4.9,1638,2093,1525,2318,1909,1818,2124,1385,1261
2,6,10,1,3,0,0,身の回り用品,2268,-20.6,2678,3111,1950,3731,2051,3029,3600,1356,1287
2,7,10,1,3,0,920,傘,95,-33.1,92,152,113,142,97,133,101,57,47
2,7,10,1,3,924-927,0,かばん類,1003,-5.8,862,2077,753,2074,978,1050,1532,509,405
2,7,10,1,3,924-927,924,ハンドバッグ,515,-12.7,424,979,373,1260,395,668,838,231,182
2,7,10,1,3,924-927,925,通学用かばん,73,-3.9,3,293,44,102,91,20,88,51,29
2,7,10,1,3,924-927,926,旅行用かばん,52,-63.6,12,57,20,49,55,49,153,36,44
2,7,10,1,3,924-927,927,他のバッグ,364,42.7,423,748,317,663,438,313,453,190,150
2,7,10,1,3,0,928,アクセサリー,434,-30.7,1105,161,214,138,205,999,748,387,553
2,7,10,1,3,0,930,腕時計,105,-65.7,94,35,197,177,54,102,125,82,31
2,7,10,1,3,0,932,他の身の回り用品,522,-5.8,508,672,665,1066,650,538,616,270,189
2,7,10,1,3,0,935,身の回り用品関連サービス,109,-32.7,18,15,7,134,67,208,479,52,62
2,6,10,1,4,0,940,たばこ,1061,36.4,1121,621,1199,1000,1645,1816,1339,703,403
2,6,10,1,5,0,0,他の諸雑費,12571,-5.3,9081,16990,13881,13816,10595,10916,15793,11838,11848
2,7,10,1,5,0,950,信仰・祭祀費,1047,-20.1,201,288,153,375,343,478,881,1992,2355
2,7,10,1,5,0,955,祭具・墓石,95,-77.5,9,13,8,27,64,99,253,120,109
2,7,10,1,5,0,956,婚礼関係費,41,...,-,-,-,-,-,-,391,-,-
2,7,10,1,5,0,957,葬儀関係費,265,-83.5,-,84,-,-,-,-,958,408,58
2,7,10,1,5,0,958,他の冠婚葬祭費,61,-10.3,-,-,5,12,12,18,95,116,148
2,7,10,1,5,0,95X,医療保険料,1727,14.4,777,1391,1708,1178,1013,1117,3544,1909,1664
2,7,10,1,5,0,952,他の非貯蓄型保険料,5341,12,2774,5046,5576,7539,6406,6207,6628,4303,3821
2,7,10,1,5,0,953,寄付金,1393,112.3,1162,3572,1888,2559,921,1564,1589,739,1019
2,7,10,1,5,0,954,保育費用,755,-17.6,2793,4191,2317,746,393,20,15,4,8
2,7,10,1,5,0,951,介護サービス,439,-19,-,-,-,141,286,38,485,871,1448
2,7,10,1,5,0,959,他の諸雑費のその他,1408,-4,1366,2405,2226,1238,1156,1374,954,1377,1220
2,5,10,2,0,0,0,こづかい,8014,-6.1,5850,3412,6603,9924,11090,11740,10180,6605,5391
2,6,10,2,0,0,960,世帯主こづかい,6070,-10.6,5762,3010,5595,7342,6475,8293,8482,5132,4056
2,6,10,2,0,0,961,他のこづかい,1945,11.5,88,402,1008,2582,4616,3448,1698,1472,1336
2,5,10,3,0,0,0,交際費,11129,-11.1,6677,6082,6866,8395,8354,13375,12143,14352,15886
2,6,10,3,6,0,970,贈与金,6879,-15.9,3011,2240,2076,2579,3558,7839,7414,11044,13184
2,7,10,3,6,0,0,贈与金,6879,-15.9,3011,2240,2076,2579,3558,7839,7414,11044,13184
2,6,10,3,7,0,0,他の交際費,4251,-1.9,3666,3842,4790,5817,4796,5536,4729,3309,2702
2,7,10,3,7,0,971,つきあい費,373,6.9,282,499,592,963,705,547,323,54,21
2,7,10,3,7,0,973,住宅関係負担費,3263,-3.5,1979,2274,2964,4057,3268,4219,4131,3000,2482
2,7,10,3,7,0,972,他の負担費,615,1.7,1405,1068,1233,797,824,770,275,255,199
2,5,10,4,0,0,0,仕送り金,2934,9.6,315,1209,889,2866,5945,9388,5754,944,289
2,6,10,4,0,0,980,国内遊学仕送り金,1225,75.3,-,-,-,1166,4269,4177,2669,-,-
2,6,10,4,0,0,981,他の仕送り金,1709,-13.6,315,1209,889,1700,1677,5211,3085,944,289
2,3,0,0,0,0,0,土地家屋購入,11710,215.1,-,70682,72710,25876,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,,,,
第１０表　世帯主年齢階層別１世帯当たり年平均１か月間の品目別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,
注）「大人用運動靴」、「大人用サンダル」、「子供用靴・サンダル」の対前年増加率は、それぞれ、平成31年・令和元年の「運動靴」、「サンダル」、「子供靴」と比較して算出している。,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,,,,
