地域区分,国・地域（人）,人口
アフリカ,モーリタニア,1
アフリカ,モロッコ,111
アフリカ,マラウイ,6
アフリカ,モーリシャス,21
アフリカ,モザンビーク,3
アフリカ,ニジェール,2
アフリカ,ナイジェリア,640
アフリカ,ナミビア,1
アフリカ,ルワンダ,7
アフリカ,セネガル,84
アフリカ,シエラレオネ,24
アフリカ,ソマリア,1
アフリカ,スーダン,27
アフリカ,スワジランド,1
アフリカ,セイシェル,4
アフリカ,タンザニア,46
アフリカ,トーゴ,7
アフリカ,チュニジア,110
アフリカ,ウガンダ,100
アフリカ,南アフリカ,158
アフリカ,エジプト,231
アフリカ,ブルキナファソ,3
アフリカ,ザンビア,21
アフリカ,ジンバブエ,15
アフリカ,アンゴラ,1
アフリカ,ギニアビサウ,3
北米,北米,23553
北米,バルバドス,44
北米,バハマ,85
北米,ベリーズ,4
北米,カナダ,3617
北米,コスタリカ,48
北米,キューバ,92
北米,ドミニカ共和国,77
北米,ドミニカ国,7
北米,エルサルバドル,26
北米,グアテマラ,26
北米,ハイチ,6
北米,ホンジュラス,51
北米,ジャマイカ,41
北米,メキシコ,380
北米,ニカラグア,17
北米,パナマ,16
北米,セント・ヴィンセント,1
北米,セント・クリストファー・ネイヴィース,2
北米,トリニダード・トバゴ,10
北米,米国,19001
北米,グレナダ,1
北米,アンティグア・バーブーダ,1
南米,南米,8217
南米,アルゼンチン,325
南米,ボリビア,120
南米,ブラジル,4454
南米,チリ,150
南米,コロンビア,663
南米,エクアドル,33
南米,ガイアナ,1
南米,パラグアイ,76
南米,ペルー,2284
南米,スリナム,5
南米,ウルグアイ,21
南米,ベネズエラ,85
オセアニア,オセアニア,5244
オセアニア,オーストラリア,4117
オセアニア,フィジー,67
オセアニア,キリバス,2
オセアニア,マーシャル諸島,3
オセアニア,ミクロネシア,1
オセアニア,ニュージーランド,989
オセアニア,ナウル,2
オセアニア,パプア・ニューギニア,16
オセアニア,パラオ,5
オセアニア,ソロモン諸島,5
オセアニア,トンガ,22
オセアニア,バヌアツ,1
オセアニア,サモア,14
無国籍・その他,無国籍・その他,219
,,
外国人登録人口　平成20年１月,,
第２表　 国籍別外国人登録人口（平成20年１月１日現在）,,
注１）※「セルビア・モンテネグロ」はセルビアとモンテネグロの合計登録人口。,,
注２)「無国籍・その他」は、旧国名で報告された人数及びパレスチナを含む。,,
