４，０００トン以上　　,355,"1,715,247",129,"593,157",-,-,-,-,87,"402,031",-,-,,-,-,-,-,-,-,23,"102,809",-,-,19,"88,317",,
内 航 船　　,318,"1,543,357",93,"426,079",-,-,-,-,87,"402,031",-,-,,-,-,-,-,-,-,6,"24,048",-,-,-,-,,
外 航 船　　,37,"171,890",36,"167,078",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,17,"78,761",-,-,19,"88,317",,
５，０００トン以上　　,647,"3,558,820",210,"1,148,678",-,-,-,-,174,"948,463",-,-,,-,-,-,-,-,-,35,"194,557",-,-,1,"5,658",,
内 航 船　　,623,"3,427,437",186,"1,017,295",-,-,-,-,174,"948,463",-,-,,-,-,-,-,-,-,12,"68,832",-,-,-,-,,
外 航 船　　,24,"131,383",24,"131,383",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,23,"125,725",-,-,1,"5,658",,
６，０００トン以上　　,94,"615,175",92,"602,805",-,-,-,-,28,"184,978",-,-,,-,-,-,-,-,-,5,"33,243",-,-,59,"384,584",,
内 航 船　　,30,"197,348",28,"184,978",-,-,-,-,28,"184,978",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,64,"417,827",64,"417,827",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,5,"33,243",-,-,59,"384,584",,
７，０００トン以上　　,396,"2,936,140",395,"2,928,640",-,-,-,-,43,"337,858",-,-,,-,-,-,-,-,-,7,"52,444",-,-,270,"1,981,872",,
内 航 船　　,117,"887,322",117,"887,322",-,-,-,-,43,"337,858",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,279,"2,048,818",278,"2,041,318",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,7,"52,444",-,-,270,"1,981,872",,
８，０００トン以上　　,196,"1,657,295",192,"1,623,597",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,43,"381,129",-,-,92,"764,735",,
内 航 船　　,39,"314,223",35,"280,525",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,157,"1,343,072",157,"1,343,072",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,43,"381,129",-,-,92,"764,735",,
９，０００トン以上　　,"2,211","21,635,904","2,209","21,616,747",-,-,-,-,3,"29,871",-,-,,-,-,-,-,-,-,7,"67,715",-,-,"1,857","18,177,787",,
内 航 船　　,272,"2,680,917",272,"2,680,917",-,-,-,-,3,"29,871",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,"1,939","18,954,987","1,937","18,935,830",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,7,"67,715",-,-,"1,857","18,177,787",,
１０，０００トン以上　　,"2,943","39,730,645","2,522","34,516,864",-,-,-,-,52,"740,282",-,-,,-,-,-,-,-,-,27,"397,051",-,-,697,"12,292,140",,
内 航 船　　,"2,161","26,261,165","1,740","21,047,384",-,-,-,-,52,"740,282",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,782,"13,469,480",782,"13,469,480",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,27,"397,051",-,-,697,"12,292,140",,
２０，０００トン以上　　,590,"15,607,352",585,"15,485,084",-,-,-,-,-,-,-,-,,-,-,-,-,3,"67,769",25,"595,829",-,-,557,"14,821,486",,
内 航 船　　,3,"76,536",1,"27,470",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,1,"27,470",-,-,-,-,,
外 航 船　　,587,"15,530,816",584,"15,457,614",-,-,-,-,-,-,-,-,,-,-,-,-,3,"67,769",24,"568,359",-,-,557,"14,821,486",,
３０，０００トン以上　　,288,"9,916,089",284,"9,794,981",-,-,-,-,-,-,-,-,,-,-,-,-,1,"31,617",9,"302,829",22,"806,344",218,"7,547,457",,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,288,"9,916,089",284,"9,794,981",-,-,-,-,-,-,-,-,,-,-,-,-,1,"31,617",9,"302,829",22,"806,344",218,"7,547,457",,
４０，０００トン以上　　,347,"14,781,603",334,"14,211,106",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,3,"129,886",-,-,331,"14,081,220",,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,347,"14,781,603",334,"14,211,106",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,3,"129,886",-,-,331,"14,081,220",,
５０，０００トン以上　　,177,"9,585,000",166,"8,986,147",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,6,"311,502",160,"8,674,645",,
内 航 船　　,2,"100,284",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,175,"9,484,716",166,"8,986,147",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,6,"311,502",160,"8,674,645",,
６０，０００トン以上　　,515,"47,688,857",512,"47,327,444",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,1,"60,154",511,"47,267,290",,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,515,"47,688,857",512,"47,327,444",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,1,"60,154",511,"47,267,290",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
