時点,総数,総数_男,総数_女,総数_人口に対する割合％,0歳～4歳_総数,0歳～4歳_男,0歳～4歳_女,0歳～4歳_人口に対する割合％,5～9歳_総数,5～9歳_男,5～9歳_女,5～9歳_人口に対する割合％,10～14歳_総数,10～14歳_男,10～14歳_女,10～14歳_人口に対する割合％,15～19歳_総数,15～19歳_男,15～19歳_女,15～19歳_人口に対する割合％,20～24歳_総数,20～24歳_男,20～24歳_女,20～24歳_人口に対する割合％,25～29歳_総数,25～29歳_男,25～29歳_女,25～29歳_人口に対する割合％,30～34歳_総数,30～34歳_男,30～34歳_女,30～34歳_人口に対する割合％,35～39歳_総数,35～39歳_男,35～39歳_女,35～39歳_人口に対する割合％,40～44歳_総数,40～44歳_男,40～44歳_女,40～44歳_人口に対する割合％,45～49歳_総数,45～49歳_男,45～49歳_女,45～49歳_人口に対する割合％,50～54歳_総数,50～54歳_男,50～54歳_女,50～54歳_人口に対する割合％,55～59歳_総数,55～59歳_男,55～59歳_女,55～59歳_人口に対する割合％,60～64歳_総数,60～64歳_男,60～64歳_女,60～64歳_人口に対する割合％,65～69歳_総数,65～69歳_男,65～69歳_女,65～69歳_人口に対する割合％,70～74歳_総数,70～74歳_男,70～74歳_女,70～74歳_人口に対する割合％,75～79歳_総数,75～79歳_男,75～79歳_女,75～79歳_人口に対する割合％,80～84歳_総数,80～84歳_男,80～84歳_女,80～84歳_人口に対する割合％,85～89歳_総数,85～89歳_男,85～89歳_女,90～94歳_総数,90～94歳_男,90～94歳_女,95～99歳_総数,95～99歳_男,95～99歳_女,100歳以上_総数,100歳以上_男,100歳以上_女,85～100歳以上_人口に対する割合％,0歳～14歳(年少人口)_総数,0歳～14歳(年少人口)_男,0歳～14歳(年少人口)_女,0歳～14歳(年少人口)_人口に対する割合％,15歳～64歳(生産年齢人口)_総数,15歳～64歳(生産年齢人口)_男,15歳～64歳(生産年齢人口)_女,15歳～64歳(生産年齢人口)_人口に対する割合％,65歳以上(老年人口)_総数,65歳以上(老年人口)_男,65歳以上(老年人口)_女,65歳以上(老年人口)_人口に対する割合％
2000/1/1,219073,113070,106003,100,10821,5588,5233,4.939449407,9864,5003,4861,4.502608719,9770,5039,4731,4.459700648,11277,5820,5457,5.147599202,17264,9638,7626,7.880478197,22209,12450,9759,10.13771665,20598,11535,9063,9.402345337,16656,9163,7493,7.602945137,13234,7186,6048,6.040908738,14455,7581,6874,6.598257202,16132,8213,7919,7.363755461,14602,7032,7570,6.665358123,12323,5994,6329,5.625065617,10591,5079,5512,4.834461572,8257,3764,4493,3.76906328,5196,2036,3160,2.371812136,3158,1138,2020,1.441528623,1852,603,1249,658,177,481,138,31,107,18,0,18,1.21694595,30455,15630,14825,13.90175877,158750,84612,74138,72.46442966,29868,12828,17040,13.63381156
2001/1/1,220699,113589,107110,100,10926,5649,5277,4.950634122,10035,5089,4946,4.546916841,9643,4955,4688,4.369299362,11168,5742,5426,5.060285729,16719,9213,7506,7.575476101,21670,12065,9605,9.818802985,20559,11427,9132,9.315402426,17681,9752,7929,8.011363894,13613,7333,6280,6.168129443,13736,7227,6509,6.223861458,16940,8702,8238,7.675612486,14102,6834,7268,6.389698186,12444,6030,6414,5.638448747,11165,5328,5837,5.058926411,8534,3948,4586,3.866805015,5566,2243,3323,2.52198696,3410,1211,2199,1.545090825,1881,606,1275,742,199,543,149,35,114,16,1,15,1.263259009,30604,15693,14911,13.86685033,158632,84325,74307,71.87708145,31463,13571,17892,14.25606822
2002/1/1,224866,115777,109089,100,11168,5770,5398,4.96651339,10388,5274,5114,4.619640141,9710,4978,4732,4.31812724,11050,5722,5328,4.914037694,16505,9136,7369,7.33992689,21272,11890,9382,9.459856092,22242,12197,10045,9.891224107,17933,9910,8023,7.974971761,14256,7644,6612,6.339775689,13367,7081,6286,5.944429127,17362,9037,8325,7.721042754,13779,6652,7127,6.127649356,12854,6224,6630,5.716293259,11490,5491,5999,5.109709783,8880,4062,4818,3.949018527,6010,2551,3459,2.672702854,3652,1277,2375,1.62407834,1970,629,1341,786,218,568,169,31,138,23,3,20,1.311002997,31266,16022,15244,13.90428077,160620,85493,75127,71.42920673,32980,14262,18718,14.6665125
2003/1/1,227095,116838,110257,100,11234,5810,5424,4.94682842,10566,5412,5154,4.652678395,9760,4951,4809,4.297760849,10964,5667,5297,4.827935446,16100,8858,7242,7.089544023,20454,11480,8974,9.00680332,22258,12114,10144,9.801184526,19079,10508,8571,8.40132984,14931,8104,6827,6.574781479,13023,6910,6113,5.734604461,16547,8613,7934,7.286377948,14489,7074,7415,6.380149277,13140,6330,6810,5.78612475,11829,5640,6189,5.208833308,9241,4248,4993,4.069222132,6520,2845,3675,2.871045157,3801,1295,2506,1.673748872,2066,698,1368,873,236,637,196,42,154,24,3,21,1.391047799,31560,16173,15387,13.89726766,160985,85658,75327,70.88883507,34550,15007,19543,15.21389727
2004/1/1,229793,118194,111599,100,11089,5718,5371,4.825647431,10819,5632,5187,4.708150379,9920,5013,4907,4.316928714,10892,5674,5218,4.7399181,16067,8775,7292,6.991944924,19745,11103,8642,8.592515873,22394,12185,10209,9.745292502,19905,10898,9007,8.662143755,15707,8533,7174,6.835282189,13221,7043,6178,5.753438965,15497,8076,7421,6.743895593,14908,7395,7513,6.487577951,13895,6635,7260,6.04674642,11765,5566,6199,5.119825234,9687,4475,5212,4.21553311,6957,3083,3874,3.027507365,3992,1388,2604,1.737215668,2112,697,1415,987,258,729,199,44,155,35,3,32,1.450435827,31828,16363,15465,13.85072652,162231,86317,75914,70.59875627,35734,15514,20220,15.5505172
2005/1/1,233178,119511,113667,100,11358,5803,5555,4.870956951,10927,5736,5191,4.686119617,10146,5122,5024,4.351182359,10733,5541,5192,4.602921373,15690,8430,7260,6.728765149,19437,10824,8613,8.335692046,22476,12144,10332,9.638988241,20699,11289,9410,8.876909485,16817,9123,7694,7.212086904,13535,7278,6257,5.804578477,14278,7414,6864,6.123219172,15874,8011,7863,6.807674824,14233,6756,7477,6.10392061,11807,5592,6215,5.063513711,10019,4627,5392,4.296717529,7388,3252,4136,3.16839496,4239,1518,2721,1.817924504,2243,744,1499,995,251,744,240,51,189,44,5,39,1.510434089,32431,16661,15770,13.90825893,163772,86810,76962,70.23475628,36975,16040,20935,15.85698479
2006/1/1,237030,121239,115791,100,11410,5836,5574,4.813736658,11256,5872,5384,4.748765979,10298,5249,5049,4.34459773,10609,5459,5150,4.47580475,15409,8163,7246,6.500864869,19302,10606,8696,8.143273003,22375,12116,10259,9.439733367,21287,11578,9709,8.98071974,18066,9834,8232,7.621820023,14042,7493,6549,5.924144623,13816,7206,6610,5.828798042,16792,8571,8221,7.084335316,13755,6566,7189,5.803062903,11999,5663,6336,5.06222841,10585,4857,5728,4.46567945,7657,3366,4291,3.230392777,4590,1716,2874,1.936463739,2451,773,1678,1005,254,751,281,57,224,45,4,41,1.595578619,32964,16957,16007,13.90710037,165453,87592,77861,69.80255664,38613,16690,21923,16.29034299
2007/1/1,238334,121793,116541,100,11332,5864,5468,4.754672015,11331,5818,5513,4.754252436,10530,5403,5127,4.41816946,10643,5439,5204,4.465581914,15002,8067,6935,6.294527847,18574,10166,8408,7.793264914,21629,11702,9927,9.07507951,22587,12190,10397,9.477036428,18064,9797,8267,7.579279499,14507,7701,6806,6.086836121,13386,7044,6342,5.616487786,17103,8804,8299,7.176063843,13437,6383,7054,5.637886328,12297,5799,6498,5.159565987,10850,4991,5859,4.552434818,8042,3493,4549,3.374256296,4993,1979,3014,2.094959175,2601,795,1806,1091,293,798,291,60,231,44,5,39,1.689645623,33193,17085,16108,13.92709391,164932,87293,77639,69.20204419,40209,17415,22794,16.8708619
2008/1/1,239928,122399,117529,100,11250,5807,5443,4.688906672,11487,5915,5572,4.787686306,10712,5521,5191,4.464672735,10706,5444,5262,4.462171985,15001,8068,6933,6.252292354,17870,9781,8089,7.448067754,20734,11165,9569,8.641759194,22683,12121,10562,9.454086226,19165,10402,8763,7.987813011,15153,8137,7016,6.315644693,13046,6838,6208,5.437464573,16316,8395,7921,6.800373445,14105,6785,7320,5.878846987,12566,5891,6675,5.237404555,11138,5104,6034,4.642226001,8377,3666,4711,3.491464106,5374,2175,3199,2.239838618,2712,783,1929,1172,334,838,312,62,250,49,5,44,1.769280784,33449,17243,16206,13.94126571,164779,87136,77643,68.67852022,41700,18020,23680,17.38021406
2009/1/1,241930,123141,118789,100,11208,5798,5410,4.632745009,11529,5908,5621,4.765428016,11042,5709,5333,4.56413012,10742,5459,5283,4.44012731,14799,7862,6937,6.117058653,17436,9464,7972,7.20704336,20040,10745,9295,8.283387757,22683,12110,10573,9.375852519,20144,10831,9313,8.326375398,15855,8546,7309,6.553548547,13223,6991,6232,5.465630554,15294,7879,7415,6.321663291,14545,7100,7445,6.012069607,13245,6183,7062,5.474724094,11043,5011,6032,4.564543463,8798,3900,4898,3.636589096,5773,2358,3415,2.386227421,2896,867,2029,1215,340,875,364,71,293,56,9,47,1.872855785,33779,17415,16364,13.96230315,164761,86987,77774,68.102757,43390,18739,24651,17.93493986
2010/1/1,244834,124892,119942,100,11240,5866,5374,4.590865648,11606,5915,5691,4.740354689,11101,5783,5318,4.534092487,10903,5585,5318,4.453221366,14596,7831,6765,5.961590302,17653,9615,8038,7.210191395,19497,10454,9043,7.963354763,22639,12041,10598,9.246673256,20830,11241,9589,8.507805288,16861,9063,7798,6.886706912,13559,7235,6324,5.538038018,14071,7227,6844,5.7471593,15503,7705,7798,6.332045386,13572,6299,7273,5.543347738,11154,5108,6046,4.555739807,9076,4000,5076,3.707001479,6202,2506,3696,2.533144906,3038,966,2072,1296,367,929,378,73,305,59,12,47,1.94866726,33947,17564,16383,13.86531282,166112,87997,78115,67.84678599,44775,19331,25444,18.28790119
2011/1/1,246667,125754,120913,100,11664,6041,5623,4.728642259,11451,5847,5604,4.642291024,11279,5854,5425,4.572561388,11135,5758,5377,4.514183089,14365,7710,6655,5.823640779,17225,9328,7897,6.983098671,18961,10139,8822,7.686881504,22270,11846,10424,9.028366178,21139,11400,9739,8.569853284,17919,9614,8305,7.264449643,14016,7445,6571,5.682154484,13468,6951,6517,5.459992622,16195,8137,8058,6.565531668,13146,6132,7014,5.329452257,11302,5172,6130,4.5818857,9582,4197,5385,3.884589345,6381,2594,3787,2.586888396,3319,1121,2198,1407,376,1031,374,82,292,69,10,59,2.095537709,34394,17742,16652,13.94349467,166693,88328,78365,67.57815192,45580,19684,25896,18.47835341
2012/1/1,247454,125819,121635,100,11646,5992,5654,4.706329257,11388,5847,5541,4.602067455,11461,5885,5576,4.631567887,11351,5919,5432,4.587115181,14084,7455,6629,5.691562876,16627,8971,7656,6.719228624,18086,9594,8492,7.308833157,21710,11558,10152,8.773347774,22524,12082,10442,9.102297801,18037,9684,8353,7.289031497,14410,7618,6792,5.823304533,13071,6807,6264,5.282193862,16499,8349,8150,6.667501839,12858,5987,6871,5.196117258,11619,5321,6298,4.695418138,9783,4308,5475,3.953462058,6723,2697,4026,2.71686859,3607,1271,2336,1481,369,1112,413,96,317,76,9,67,2.253752213,34495,17724,16771,13.9399646,166399,88037,78362,67.24441714,46560,20058,26502,18.81561826
2013/1/1,251858,127358,124500,100,11614,5954,5660,4.611328606,11433,5924,5509,4.539462713,11679,5985,5694,4.637136799,11688,6104,5584,4.640710241,14251,7341,6910,5.658347164,16628,8851,7777,6.602132948,18034,9488,8546,7.160384026,21440,11284,10156,8.512733366,22918,12129,10789,9.099571981,19521,10393,9128,7.750796084,15226,8074,7152,6.045470066,12909,6702,6207,5.12550723,15837,8040,7797,6.288067085,13597,6407,7190,5.398677032,11940,5467,6473,4.740766622,10125,4429,5696,4.02012245,7079,2895,4184,2.810710797,3885,1400,2485,1527,372,1155,454,112,342,73,7,66,2.358074788,34726,17863,16863,13.78792812,168452,88406,80046,66.88372019,48680,21089,27591,19.32835169
2014/1/1,253288,128018,125270,100,11594,5935,5659,4.577398061,11542,5980,5562,4.556868071,11651,5977,5674,4.599902088,11883,6209,5674,4.691497426,14057,7278,6779,5.549808913,16257,8629,7628,6.418385395,17742,9358,8384,7.004674521,20671,10816,9855,8.161065664,23061,12168,10893,9.10465557,20468,10837,9631,8.080919744,15929,8484,7445,6.288888538,13093,6877,6216,5.169214491,14873,7538,7335,5.871971827,14018,6699,7319,5.534411421,12614,5724,6890,4.980101702,10094,4398,5696,3.985186823,7412,3080,4332,2.92631313,4235,1538,2697,1595,386,1209,419,99,320,80,8,72,2.498736616,34787,17892,16895,13.73416822,168034,88194,79840,66.34108209,50467,21932,28535,19.92474969
2015/1/1,254551,128467,126084,100,11635,5876,5759,4.570793279,11537,6007,5530,4.532294118,11693,5985,5708,4.593578497,11942,6255,5687,4.691397795,14132,7283,6849,5.551736194,15647,8259,7388,6.1469018,17432,9159,8273,6.848136523,20002,10474,9528,7.857757385,23037,12077,10960,9.050052838,21012,11127,9885,8.254534455,16944,8981,7963,6.656426414,13387,7110,6277,5.259063999,13756,6960,6796,5.404025127,14873,7250,7623,5.842836995,12946,5866,7080,5.085817773,10194,4480,5714,4.004698469,7647,3134,4513,3.004113125,4516,1620,2896,1693,460,1233,445,92,353,81,12,69,2.645835216,34865,17868,16997,13.69666589,167291,87685,79606,65.72003253,52395,22914,29481,20.58330158
2016/1/1,256748,129681,127067,100,11738,6013,5725,4.571798028,11882,6136,5746,4.627884151,11500,5909,5591,4.479100129,12200,6415,5785,4.751741007,14389,7475,6914,5.604327979,15454,8202,7252,6.0191316,17229,9002,8227,6.710470968,19494,10217,9277,7.59265895,22736,11914,10822,8.855375699,21242,11255,9987,8.273482169,18026,9537,8489,7.020892081,13923,7313,6610,5.422827052,13177,6691,6486,5.132269774,15640,7695,7945,6.091576176,12527,5697,6830,4.879103245,10321,4545,5776,4.019894994,8075,3298,4777,3.145107265,4712,1731,2981,1863,516,1347,538,108,430,82,12,70,2.802358733,35120,18058,17062,13.67878231,167870,88021,79849,65.38317728,53758,23602,30156,20.93804041
2017/1/1,258000,130160,127840,100,11715,5995,5720,4.540697674,11938,6160,5778,4.627131783,11444,5912,5532,4.435658915,12390,6424,5966,4.802325581,14620,7657,6963,5.666666667,15209,8052,7157,5.89496124,16759,8769,7990,6.495736434,18964,9900,9064,7.350387597,22196,11642,10554,8.603100775,22689,11969,10720,8.794186047,18093,9570,8523,7.012790698,14328,7474,6854,5.553488372,12820,6561,6259,4.968992248,15959,7930,8029,6.185658915,12190,5521,6669,4.724806202,10673,4704,5969,4.136821705,8343,3416,4927,3.23372093,4936,1760,3176,2076,626,1450,568,105,463,90,13,77,2.972868217,35097,18067,17030,13.60348837,168068,88018,80050,65.14263566,54835,24075,30760,21.25387597
2018/1/1,258654,130203,128451,100,11426,5811,5615,4.417484361,11966,6156,5810,4.626257471,11441,5913,5528,4.423283614,12518,6545,5973,4.839669984,14826,7718,7108,5.731981721,14967,7834,7133,5.786494699,16320,8477,7843,6.309587325,18399,9614,8785,7.113363799,21470,11192,10278,8.300664208,22829,11960,10869,8.826076535,19214,10159,9055,7.428456548,14976,7924,7052,5.789974251,12551,6419,6132,4.852428341,15282,7640,7642,5.908279014,12830,5860,6970,4.960294447,10877,4776,6101,4.205231699,8674,3541,5133,3.353514734,5178,1867,3311,2229,676,1553,579,103,476,102,18,84,3.126957248,34833,17880,16953,13.46702545,168070,87842,80228,64.97869741,55751,24481,31270,21.55427714
2020/1/1,260232,130731,129501,100,10649,5497,5152,4.092117803,11813,5989,5824,4.539410987,11620,6066,5554,4.465246396,12483,6419,6064,4.796873559,15373,8033,7340,5.90742107,14794,7689,7105,5.684927296,15395,7962,7433,5.915875065,17645,9134,8511,6.78048818,20002,10427,9575,7.686218451,23040,11947,11093,8.853638292,20752,10909,9843,7.974422823,16599,8801,7798,6.37853915,13073,6846,6227,5.023594331,13231,6523,6708,5.084309385,14159,6690,7469,5.440914261,11868,5162,6706,4.560545974,8677,3574,5103,3.334332442,5735,2116,3619,2593,802,1791,637,136,501,94,9,85,3.481124535,34082,17552,16530,13.09677519,169156,88167,80989,65.00199822,56994,25012,31982,21.9012266
2021/1/1,260255,130653,129602,100,10032,5216,4816,3.854680986,11786,5979,5807,4.528635377,11901,6186,5715,4.572822808,12161,6252,5909,4.672724828,15205,7916,7289,5.842346929,14997,7805,7192,5.762425314,14845,7693,7152,5.704021056,17399,8972,8427,6.685366275,19480,10125,9355,7.484966667,22663,11758,10905,8.707997925,21109,11090,10019,8.110891241,17636,9335,8301,6.776430808,13508,7016,6492,5.190294135,12667,6287,6380,4.867149526,14884,7115,7769,5.719006359,11503,5011,6492,4.419895871,8806,3643,5163,3.383604542,6129,2250,3879,2702,836,1866,716,154,562,126,14,112,3.716739352,33719,17381,16338,12.95613917,169003,87962,81041,64.93746518,57533,25310,32223,22.10639565
2022/1/1,260253,130324,129929,100,9588,4943,4645,3.684107388,11701,5951,5750,4.496009652,11923,6193,5730,4.581311263,12053,6199,5854,4.631262656,15075,7659,7416,5.792440433,15011,7799,7212,5.767848978,14704,7619,7085,5.649886841,17098,8855,8243,6.569760963,18883,9757,9126,7.25563202,22128,11465,10663,8.502495648,22513,11786,10727,8.650428621,17803,9369,8434,6.840651212,13884,7197,6687,5.334808821,12360,6203,6157,4.749224793,15131,7292,7839,5.813957956,11196,4873,6323,4.301967701,9064,3745,5319,3.482764848,6321,2338,3983,2912,878,2034,777,190,587,128,13,115,3.895440206,33212,17087,16125,12.7614283,169152,87705,81447,64.99521619,57889,25532,32357,22.2433555
2023/1/1,259924,130035,129889,100,9096,4729,4367,3.499484465,11507,5854,5653,4.427063295,11954,6154,5800,4.599036641,12058,6211,5847,4.639048337,15233,7738,7495,5.86055924,14923,7755,7168,5.741293609,14356,7425,6931,5.523152922,16717,8621,8096,6.43149536,18529,9577,8952,7.128622213,21353,11046,10307,8.215093643,22693,11787,10906,8.730628953,18954,9942,9012,7.292131546,14449,7554,6895,5.558932611,12050,6059,5991,4.635970514,14473,7012,7461,5.568166079,11740,5127,6613,4.516704883,9364,3903,5461,3.602591527,6476,2393,4083,3041,935,2106,835,201,634,123,12,111,4.030024161,32557,16737,15820,12.5255844,169265,87656,81609,65.12095843,58102,25642,32460,22.35345716
2024/1/1,260078,130030,130048,100,8680,4437,4243,3.3374603,11168,5710,5458,4.294096386,11880,6060,5820,4.567860411,12214,6292,5922,4.696283423,14991,7729,7262,5.764040019,15186,7829,7357,5.839017526,14253,7399,6854,5.480278993,16384,8474,7910,6.299648567,18189,9342,8847,6.993671129,20636,10671,9965,7.934542714,22944,11840,11104,8.821968794,19885,10393,9492,7.645783188,15103,7941,7162,5.807104023,12255,6228,6027,4.712047924,13528,6552,6976,5.201516468,12158,5390,6768,4.674751421,9926,4110,5816,3.816547343,6453,2395,4058,3200,993,2207,928,233,695,117,12,105,4.11338137,31728,16207,15521,12.1994171,169785,87910,81875,65.28233838,58565,25913,32652,22.51824453
