時点,総数(ha),宅地_総数(ha),宅地_商業地(ha),宅地_工業地(ha),宅地_住宅地(ha),宅地_その他(ha),田(ha),畑(ha),山林(ha),原野(ha),池沼(ha),雑種地(ha),免税点未満(ha),その他(ha)
2013/1/1,1512.51,1287.53,29.72,206.37,1051.44,0,47.71,87.51,0,0,0,85.58,4.18,…
2014/1/1,1512.86,1289,29.63,206.19,1053.18,0,47.02,85.75,0,0,0,87.17,3.92,…
2015/1/1,1510.63,1292.15,29.77,206.32,1056.06,0,44.57,84.6,0,0,0,85.48,3.83,…
2016/1/1,1513.82,1293.88,29.85,206.68,1057.35,0,44.11,82.9,0,0,0,88.91,4.02,…
2017/1/1,1513.65,1296.56,29.77,206.81,1059.98,0,43.1,80.6,0,0,0,88.92,4.47,…
2018/1/1,1513.2,1298.55,29.97,207.03,1061.55,0,42.29,77.81,0,0,0,89.65,4.9,…
2019/1/1,1512.7,1300.52,29.87,207.32,1063.33,0,41.05,76.22,0,0,0,89.68,5.23,…
2020/1/1,1513.29,1304.2,29.88,207.77,1066.55,0,40.09,74.07,0,0,0,89.51,5.42,…
2021/1/1,1514.22,1304.03,29.87,208.24,1065.92,0,38.86,73.94,0,0,0,92.38,5.01,…
2022/1/1,1514.18,1306.49,29.9,208.13,1068.46,0,38.4,71.41,0,0,0,92.65,5.23,…
2023/1/1,1514.47,1308.54,29.89,208.23,1070.42,0,37.71,70.32,0,0,0,93.24,4.66,…
