時点,総数,男_総数,女_総数,進学者_総数,進学者_男,進学者_女,高等学校本科_全日制_総数,高等学校本科_全日制_男,高等学校本科_全日制_女,高等学校本科_定時制_総数,高等学校本科_定時制_男,高等学校本科_定時制_女,高等学校本科_定時制_総数のうち就職者(再掲),高等学校本科_定時制_男のうち就職者(再掲),高等学校本科_定時制_女のうち就職者(再掲),高等学校本科_通信制_総数,高等学校本科_通信制_男,高等学校本科_通信制_女,高等学校本科_通信制_総数のうち就職者(再掲),高等学校本科_通信制_男のうち就職者(再掲),高等学校本科_通信制_女のうち就職者(再掲),高等学校別科_総数,高等学校別科_男,高等学校別科_女,高等専門学校_総数,高等専門学校_男,高等専門学校_女,特別支援学校高等部本科_総数,特別支援学校高等部本科_男,特別支援学校高等部本科_女,専修学校等入学者_総数,専修学校等入学者_男,専修学校等入学者_女,専修学校_総数,専修学校_男,専修学校_女,専修学校_総数のうち就職者(再掲),専修学校_男のうち就職者(再掲),専修学校_女のうち就職者(再掲),各種学校_総数,各種学校_男,各種学校_女,公共職業訓練施設等_総数,公共職業訓練施設等_男,公共職業訓練施設等_女,就職者_総数,就職者_男,就職者_女,左記以外の者_総数,左記以外の者_男,左記以外の者_女,死亡・不詳_総数,死亡・不詳_男,死亡・不詳_女,就職進学者_総数,就職進学者_男,就職進学者_女,その他_総数,その他_男,その他_女
1983/5/1,2762,1435,1327,2575,1310,1265,2503,1252,1251,57,45,12,15,13,2,1,1,0,0,0,0,0,0,0,6,6,0,8,6,2,95,57,38,51,28,23,0,0,0,26,11,15,18,18,0,71,54,17,21,14,7,0,0,0,…,…,…,…,…,…
1984/5/1,2717,1398,1319,2551,1300,1251,2463,1232,1231,59,46,13,16,12,4,3,3,0,0,0,0,0,0,0,9,9,0,17,10,7,87,44,43,27,19,8,0,0,0,54,19,35,6,6,0,57,43,14,22,11,11,0,0,0,…,…,…,…,…,…
1985/5/1,2703,1424,1279,2503,1301,1202,2411,1228,1183,70,56,14,45,34,11,0,0,0,0,0,0,0,0,0,8,8,0,14,9,5,98,55,43,42,21,21,0,0,0,46,24,22,10,10,0,74,52,22,28,16,12,0,0,0,…,…,…,…,…,…
1986/5/1,2937,1510,1427,2700,1376,1324,2583,1281,1302,83,65,18,16,13,3,3,3,0,0,0,0,0,0,0,15,14,1,16,13,3,129,69,60,85,42,43,1,1,0,37,20,17,7,7,0,74,47,27,34,18,16,0,0,0,…,…,…,…,…,…
1987/5/1,2819,1459,1360,2608,1339,1269,2509,1272,1237,64,41,23,15,10,5,2,2,0,0,0,0,0,0,0,16,13,3,17,11,6,115,58,57,92,44,48,0,0,0,16,7,9,7,7,0,67,49,18,29,13,16,0,0,0,…,…,…,…,…,…
1988/5/1,2828,1486,1342,2634,1366,1268,2533,1297,1236,73,54,19,13,8,5,10,6,4,0,0,0,0,0,0,5,3,2,13,6,7,97,58,39,80,44,36,0,0,0,6,3,3,11,11,0,58,38,20,39,24,15,0,0,0,…,…,…,…,…,…
1989/5/1,2612,1404,1208,2430,1301,1129,2334,1231,1103,65,43,22,11,10,1,3,2,1,0,0,0,0,0,0,14,13,1,14,12,2,106,61,45,69,32,37,0,0,0,24,17,7,13,12,1,49,32,17,27,10,17,0,0,0,…,…,…,…,…,…
1990/5/1,2338,1194,1144,2191,1108,1083,2113,1057,1056,56,37,19,6,5,1,10,4,6,1,0,1,0,0,0,4,4,0,8,6,2,75,36,39,64,31,33,0,0,0,7,1,6,4,4,0,48,38,10,24,12,12,0,0,0,…,…,…,…,…,…
1991/5/1,2259,1208,1051,2131,1132,999,2049,1073,976,57,41,16,9,9,0,6,4,2,0,0,0,0,0,0,12,9,3,7,5,2,82,42,40,73,35,38,0,0,0,2,1,1,7,6,1,26,22,4,20,12,8,0,0,0,…,…,…,…,…,…
1992/5/1,2161,1120,1041,2044,1040,1004,1973,987,986,44,33,11,10,9,1,10,8,2,0,0,0,0,0,0,6,5,1,11,7,4,66,41,25,60,36,24,0,0,0,4,3,1,2,2,0,34,29,5,17,10,7,0,0,0,…,…,…,…,…,…
1993/5/1,2066,1086,980,1993,1041,952,1899,974,925,49,37,12,17,12,5,27,16,11,0,0,0,0,0,0,7,6,1,11,8,3,44,21,23,37,15,22,0,0,0,2,1,1,5,5,0,17,14,3,12,10,2,0,0,0,…,…,…,…,…,…
1994/5/1,1986,991,995,1899,937,962,1822,888,934,45,29,16,4,2,2,18,12,6,0,0,0,0,0,0,6,4,2,8,4,4,48,28,20,39,22,17,0,0,0,8,5,3,1,1,0,23,17,6,15,9,6,1,0,1,…,…,…,…,…,…
1995/5/1,1928,996,932,1850,955,895,1759,883,876,53,44,9,4,4,0,22,18,4,3,3,0,0,0,0,6,5,1,10,5,5,39,20,19,35,19,16,0,0,0,4,1,3,0,0,0,18,13,5,21,8,13,0,0,0,…,…,…,…,…,…
1996/5/1,1844,952,892,1777,902,875,1690,838,852,45,35,10,4,3,1,21,16,5,3,2,1,0,0,0,8,7,1,13,6,7,36,26,10,33,23,10,0,0,0,1,1,0,2,2,0,19,15,4,12,9,3,0,0,0,…,…,…,…,…,…
1997/5/1,1811,936,875,1751,901,850,1680,856,824,39,25,14,3,3,0,17,11,6,1,1,0,0,0,0,6,4,2,9,5,4,31,18,13,30,17,13,1,1,0,1,1,0,0,0,0,14,10,4,15,7,8,0,0,0,…,…,…,…,…,…
1998/5/1,1893,952,941,1823,915,908,1735,860,875,51,29,22,1,1,0,17,12,5,2,0,2,0,0,0,7,6,1,13,8,5,45,23,22,36,17,19,0,0,0,5,2,3,4,4,0,11,7,4,13,6,7,1,1,0,…,…,…,…,…,…
1999/5/1,1746,903,843,1689,880,809,1603,815,788,59,44,15,0,0,0,15,11,4,0,0,0,0,0,0,7,6,1,5,4,1,30,11,19,25,9,16,0,0,0,3,0,3,2,2,0,8,5,3,19,7,12,0,0,0,…,…,…,…,…,…
2000/5/1,1803,922,881,1754,895,859,1655,834,821,59,37,22,0,0,0,11,5,6,0,0,0,0,0,0,15,15,0,14,4,10,25,12,13,24,12,12,0,0,0,1,0,1,0,0,0,10,6,4,14,9,5,0,0,0,…,…,…,…,…,…
2001/5/1,1674,892,782,1611,857,754,1499,792,707,77,38,39,0,0,0,18,12,6,0,0,0,0,0,0,8,7,1,9,8,1,33,20,13,28,18,10,0,0,0,4,1,3,1,1,0,8,6,2,22,9,13,0,0,0,…,…,…,…,…,…
2002/5/1,1686,901,785,1656,888,768,1577,838,739,50,29,21,0,0,0,4,3,1,0,0,0,0,0,0,15,11,4,10,7,3,18,9,9,13,7,6,0,0,0,3,0,3,2,2,0,2,1,1,10,3,7,0,0,0,…,…,…,…,…,…
2003/5/1,1718,909,809,1675,893,782,1569,828,741,67,38,29,2,1,1,19,11,8,1,1,0,0,0,0,9,7,2,11,9,2,20,9,11,14,7,7,0,0,0,5,1,4,1,1,0,8,5,3,15,2,13,0,0,0,…,…,…,…,…,…
2004/5/1,1685,862,823,1627,836,791,1515,773,742,76,41,35,1,1,0,10,2,8,0,0,0,0,0,0,10,9,1,16,11,5,28,11,17,24,11,13,0,0,0,4,0,4,0,0,0,8,3,5,22,12,10,0,0,0,…,…,…,…,…,…
2005/5/1,1720,869,851,1674,845,829,1590,791,799,56,35,21,0,0,0,6,1,5,0,0,0,0,0,0,11,9,2,11,9,2,25,11,14,22,10,12,0,0,0,3,1,2,0,0,0,8,5,3,13,8,5,0,0,0,…,…,…,…,…,…
2006/5/1,1676,855,821,1648,838,810,1528,776,752,67,32,35,0,0,0,29,11,18,0,0,0,0,0,0,8,8,0,16,11,5,8,5,3,7,4,3,0,0,0,1,1,0,0,0,0,8,6,2,12,6,6,0,0,0,…,…,…,…,…,…
2007/5/1,1771,932,839,1724,903,821,1616,843,773,66,31,35,0,0,0,16,13,3,0,0,0,0,0,0,7,6,1,19,10,9,19,11,8,14,8,6,0,0,0,5,3,2,0,0,0,6,5,1,21,12,9,1,1,0,…,…,…,…,…,…
2008/5/1,1749,880,869,1698,856,842,1548,772,776,97,52,45,0,0,0,28,15,13,0,0,0,0,0,0,10,8,2,15,9,6,21,7,14,21,7,14,0,0,0,0,0,0,0,0,0,10,8,2,20,9,11,0,0,0,…,…,…,…,…,…
2009/5/1,1849,963,886,1821,947,874,1693,877,816,73,35,38,0,0,0,20,11,9,0,0,0,0,0,0,7,6,1,28,18,10,15,8,7,13,7,6,0,0,0,2,1,1,0,0,0,3,1,2,10,7,3,0,0,0,…,…,…,…,…,…
2010/5/1,1736,921,815,1696,901,795,1542,806,736,85,49,36,0,0,0,29,16,13,0,0,0,0,0,0,9,9,0,31,21,10,14,4,10,14,4,10,0,0,0,0,0,0,0,0,0,7,6,1,19,10,9,0,0,0,…,…,…,…,…,…
2011/5/1,1851,962,889,1791,927,864,1648,843,805,89,52,37,0,0,0,26,12,14,0,0,0,0,0,0,7,7,0,21,13,8,31,16,15,28,16,12,1,1,0,3,0,3,0,0,0,10,8,2,19,11,8,0,0,0,…,…,…,…,…,…
2012/5/1,1886,1010,876,1847,984,863,1672,870,802,110,71,39,1,1,0,27,15,12,1,1,0,0,0,0,11,9,2,27,19,8,16,7,9,14,7,7,0,0,0,2,0,2,0,0,0,4,4,0,19,15,4,0,0,0,…,…,…,…,…,…
2013/5/1,1863,998,865,1828,980,848,1662,859,803,86,60,26,0,0,0,33,25,8,1,1,0,0,0,0,11,8,3,36,28,8,18,8,10,13,7,6,0,0,0,5,1,4,0,0,0,8,6,2,9,4,5,0,0,0,…,…,…,…,…,…
2014/5/1,1934,996,938,1901,978,923,1730,870,860,97,57,40,0,0,0,32,18,14,0,0,0,0,0,0,10,10,0,32,23,9,20,10,10,18,10,8,0,0,0,1,0,1,1,0,1,4,3,1,9,5,4,0,0,0,…,…,…,…,…,…
2015/5/1,1918,998,920,1894,984,910,1753,892,861,69,42,27,0,0,0,39,25,14,0,0,0,0,0,0,9,8,1,24,17,7,12,7,5,10,6,4,0,0,0,2,1,1,0,0,0,3,3,0,9,4,5,0,0,0,…,…,…,…,…,…
2016/5/1,1992,1017,975,1962,994,968,1780,890,890,101,53,48,0,0,0,37,23,14,0,0,0,0,0,0,18,13,5,26,15,11,17,11,6,17,11,6,0,0,0,0,0,0,0,0,0,6,6,0,7,6,1,0,0,0,…,…,…,…,…,…
2017/5/1,1996,1066,930,1979,1058,921,1834,979,855,55,32,23,0,0,0,57,29,28,0,0,0,0,0,0,11,5,6,22,13,9,11,6,5,10,6,4,0,0,0,1,0,1,0,0,0,0,0,0,6,2,4,0,0,0,…,…,…,…,…,…
2018/5/1,1964,1031,933,1937,1012,925,1761,903,858,69,43,26,0,0,0,75,43,32,0,0,0,0,0,0,8,7,1,24,16,8,16,9,7,11,7,4,0,0,0,5,2,3,0,0,0,1,1,0,10,9,1,0,0,0,…,…,…,…,…,…
2019/5/1,1973,1028,945,1952,1014,938,1781,912,869,70,37,33,0,0,0,65,38,27,0,0,0,0,0,0,13,11,2,23,16,7,14,8,6,14,8,6,0,0,0,0,0,0,0,0,0,1,1,0,6,5,1,0,0,0,…,…,…,…,…,…
2020/5/1,1823,946,877,1798,935,863,1641,833,808,42,27,15,0,0,0,74,43,31,0,0,0,0,0,0,15,13,2,26,19,7,17,5,12,15,5,10,0,0,0,2,0,2,0,0,0,1,1,0,7,5,2,0,0,0,…,…,…,…,…,…
2022/5/1,1989,1043,946,1967,1035,932,1782,928,854,53,29,24,0,0,0,94,48,46,0,0,0,0,0,0,16,13,3,22,17,5,8,4,4,8,4,4,0,0,0,0,0,0,0,0,0,2,1,1,12,3,9,0,0,0,…,…,…,…,…,…
2023/5/1,1970,1056,914,1953,1046,907,1734,916,818,61,36,25,0,0,0,123,67,56,0,0,0,0,0,0,16,12,4,19,15,4,10,6,4,9,5,4,1,1,0,0,0,0,1,1,0,2,1,1,5,3,2,0,0,0,…,…,…,…,…,…
