都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
131199,,東京都,板橋区,【成増図書館】オリジナル御朱印帳をつくろう！　2021年12月11日,【ナリマストショカン】オリジナルゴシュインチョウヲツクロウ！　2021ネン12ツキ11ニチ,,2021/12/11,2021/12/11,14:00,15:30,,数種類の色柄の中から好きな柄を選んで自分だけのオリジナル御朱印帳を作ります。,,,,,,,成増アートギャラリー,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036270.html,
131199,,東京都,板橋区,【成増図書館】オリジナル御朱印帳をつくろう！　2021年12月11日,【ナリマストショカン】オリジナルゴシュインチョウヲツクロウ！　2021ネン12ツキ11ニチ,,,,,,,数種類の色柄の中から好きな柄を選んで自分だけのオリジナル御朱印帳を作ります。,,,,,,,成増アートギャラリー,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036270.html,
131199,,東京都,板橋区,【小茂根図書館】エドワード・ゴーリーのうろんな日曜日　2021年12月5日,【コモネトショカン】エドワード・ゴーリーノウロンナニチヨウビ　2021ネン12ツキ5ニチ,,2021/12/5,2021/12/5,14:00,15:00,,作家・エドワード・ゴーリーについての講義,,,,,,,小茂根図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036250.html,
131199,,東京都,板橋区,【小茂根図書館】エドワード・ゴーリーのうろんな日曜日　2021年12月5日,【コモネトショカン】エドワード・ゴーリーノウロンナニチヨウビ　2021ネン12ツキ5ニチ,,,,,,,作家・エドワード・ゴーリーについての講義,,,,,,,小茂根図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036250.html,
131199,,東京都,板橋区,【赤塚図書館】文学講座「漱石　詞華集（アンソロジー）」　2021年12月5日,【アカツカトショカン】ブンガクコウザ「ソウセキ　シカシュウ（アンソロジー）」　2021ネン12ツキ5ニチ,,2021/12/5,2021/12/5,10:00,12:00,,夏目漱石についての講義,,,,,,,下赤塚地域センター,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036249.html,
131199,,東京都,板橋区,【赤塚図書館】文学講座「漱石　詞華集（アンソロジー）」　2021年12月5日,【アカツカトショカン】ブンガクコウザ「ソウセキ　シカシュウ（アンソロジー）」　2021ネン12ツキ5ニチ,,,,,,,夏目漱石についての講義,,,,,,,下赤塚地域センター,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036249.html,
131199,,東京都,板橋区,【高島平図書館】冬隣り 朗読の午後　2021年11月26日,【タカシマダイラトショカン】フユトナリロウドクノゴゴ　2021ネン11ツキ26ニチ,,2021/11/26,2021/11/26,14:00,15:30,,板橋区朗読交流会による朗読会,,,,,,,高島平図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036248.html,
131199,,東京都,板橋区,【高島平図書館】冬隣り 朗読の午後　2021年11月26日,【タカシマダイラトショカン】フユトナリロウドクノゴゴ　2021ネン11ツキ26ニチ,,,,,,,板橋区朗読交流会による朗読会,,,,,,,高島平図書館　視聴覚室,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036248.html,
131199,,東京都,板橋区,【中央図書館】初心者向けデータベース操作講習会　2021年12月1日・3日,【チュウオウトショカン】ショシンシャムケデータベースソウサコウシュウカイ　2021ネン12ツキ1ニチ・3ニチ,,2021/12/1,2021/12/1,10:00,11:00,,A　「ジャパンナレッジLib（百科事典や辞書情報）」の使い方・活用方法の講義と操作実習日時：12月1日（水曜日）10時から11時まで内容：「ジャパンナレッジLib」とは、70以上の辞事典、叢書、雑誌が検索できる国内最大級の辞書・事典サイトです。中央図書館3階のインターネットパソコンを実際に操作しながら、操作手順や活用方法を学べる講習会です。&nbsp;B　「D1-Law（法令や判例情報）」の使い方・活用方法の講義と操作実習日時：12月3日（金曜日）10時から11時まで内容：「D1-Law（法令や判例情報）」とは、法令「現行法規」、判例「判例体系」、法関連文献情報「法律判例文献情報」などのコンテンツで構成される日本を代表する法情報総合データベースです。中央図書館3階のインターネットパソコンを実際に操作しながら、操作手順や活用方法を学べる講習会です。,,,,,,,中央図書館2階多目的ルーム及び3階インターネットパソコン席,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036422.html,
131199,,東京都,板橋区,【中央図書館】初心者向けデータベース操作講習会　2021年12月1日・3日,【チュウオウトショカン】ショシンシャムケデータベースソウサコウシュウカイ　2021ネン12ツキ1ニチ・3ニチ,,2021/12/3,2021/12/3,10:00,11:00,,A　「ジャパンナレッジLib（百科事典や辞書情報）」の使い方・活用方法の講義と操作実習日時：12月1日（水曜日）10時から11時まで内容：「ジャパンナレッジLib」とは、70以上の辞事典、叢書、雑誌が検索できる国内最大級の辞書・事典サイトです。中央図書館3階のインターネットパソコンを実際に操作しながら、操作手順や活用方法を学べる講習会です。&nbsp;B　「D1-Law（法令や判例情報）」の使い方・活用方法の講義と操作実習日時：12月3日（金曜日）10時から11時まで内容：「D1-Law（法令や判例情報）」とは、法令「現行法規」、判例「判例体系」、法関連文献情報「法律判例文献情報」などのコンテンツで構成される日本を代表する法情報総合データベースです。中央図書館3階のインターネットパソコンを実際に操作しながら、操作手順や活用方法を学べる講習会です。,,,,,,,中央図書館2階多目的ルーム及び3階インターネットパソコン席,,,,,,,,,,,/bunka/bunka/1019950/1020073/1036422.html,
