"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年増加率（％）","第1階層／実数（円）","第2階層／実数（円）","第3階層／実数（円）","第4階層／実数（円）","第5階層／実数（円）","第6階層／実数（円）","第7階層／実数（円）"
"2","7","1","2","4","0","215","魚介のつくだ煮",45,12.5,75,46,35,29,28,31,66
"2","7","1","2","4","0","216","魚介の缶詰",250,1.2,230,210,197,286,274,270,283
"2","7","1","2","4","0","217","他の魚介加工品のその他",305,-5.0,263,269,311,261,289,322,424
"2","5","1","3","0","0","0","肉類",8959,-4.3,7613,7244,8087,9025,9602,9560,11551
"2","6","1","3","1","0","0","生鮮肉",7361,-3.7,6216,6004,6680,7366,7999,7797,9436
"2","7","1","3","1","0","220","牛肉",1703,-15.3,1535,1447,1537,1607,1685,1704,2400
"2","7","1","3","1","0","221","豚肉",3274,-0.5,2769,2773,3027,3338,3630,3443,3926
"2","7","1","3","1","0","222","鶏肉",1803,0.8,1441,1427,1611,1782,1998,2021,2334
"2","7","1","3","1","0","22X","合いびき肉",332,13.3,245,149,307,346,440,358,474
"2","7","1","3","1","0","224","他の生鮮肉",249,-6.4,225,208,197,292,245,271,302
"2","6","1","3","2","0","0","加工肉",1599,-6.9,1397,1240,1407,1660,1603,1763,2115
"2","7","1","3","2","0","225","ハム",416,-1.2,374,298,368,446,376,378,667
"2","7","1","3","2","0","226","ソーセージ",644,-7.1,535,521,590,686,677,746,751
"2","7","1","3","2","0","227","ベーコン",269,-2.2,221,223,229,284,279,275,375
"2","7","1","3","2","0","229","他の加工肉",270,-17.7,268,197,220,243,271,364,323
"2","5","1","4","0","0","0","乳卵類",4431,-1.6,3557,3788,3978,4837,4523,4550,5769
"2","6","1","4","1","0","230","牛乳",1348,0.1,1108,1105,1206,1474,1469,1429,1641
"2","6","1","4","2","0","0","乳製品",2251,-2.0,1725,2010,2016,2460,2201,2249,3087
"2","7","1","4","2","0","231","粉ミルク",134,24.1,84,219,214,238,88,6,92
"2","7","1","4","2","0","232","ヨーグルト",1103,-3.3,802,1020,943,1150,1089,1205,1504
"2","7","1","4","2","0","233","バター",145,-0.7,129,109,126,145,139,167,199
"2","7","1","4","2","0","234","チーズ",795,-4.0,645,598,675,851,814,804,1179
"2","7","1","4","2","0","235","他の乳製品",74,1.4,64,64,58,76,72,68,114
"2","6","1","4","3","0","238","卵",832,-3.4,723,673,756,903,853,872,1041
"2","5","1","5","0","0","0","野菜・海藻",9229,-4.6,8597,8586,8103,9075,9389,9495,11358
"2","6","1","5","1","0","0","生鮮野菜",6533,-4.0,6013,5896,5773,6550,6631,6713,8165
"2","7","1","5","1","240-249","0","葉茎菜",2076,-1.5,1850,1967,1914,2013,2104,2135,2547
"2","7","1","5","1","240-249","240","キャベツ",242,3.9,225,202,269,230,270,262,237
"2","7","1","5","1","240-249","241","ほうれんそう",165,-8.8,142,135,155,166,162,170,223
"2","7","1","5","1","240-249","242","はくさい",108,8.0,99,94,109,103,122,97,129
"2","7","1","5","1","240-249","243","ねぎ",323,-1.2,290,327,280,297,344,328,394
"2","7","1","5","1","240-249","244","レタス",242,-4.7,237,216,217,252,233,248,291
"2","7","1","5","1","240-249","247","ブロッコリー",225,-3.8,203,182,205,232,244,222,283
"2","7","1","5","1","240-249","245","もやし",100,9.9,74,117,98,85,90,97,141
"2","7","1","5","1","240-249","249","他の葉茎菜",671,-2.8,580,693,582,648,639,709,850
"2","7","1","5","1","250-259 25X","0","根菜",1659,1.8,1598,1403,1473,1693,1733,1726,1989
"2","7","1","5","1","250-259 25X","250","さつまいも",110,41.0,112,69,97,107,90,115,181
"2","7","1","5","1","250-259 25X","251","じゃがいも",250,-7.4,251,208,227,248,299,263,257
"2","7","1","5","1","250-259 25X","252","さといも",49,2.1,62,37,33,54,38,36,78
"2","7","1","5","1","250-259 25X","253","だいこん",141,2.9,141,127,125,149,127,153,161
"2","7","1","5","1","250-259 25X","254","にんじん",219,-1.8,200,172,206,221,239,224,271
"2","7","1","5","1","250-259 25X","255","ごぼう",66,-12.0,72,55,54,61,67,68,87
"2","7","1","5","1","250-259 25X","256","たまねぎ",403,19.6,363,340,357,430,464,432,441
"2","7","1","5","1","250-259 25X","258","れんこん",84,-3.4,86,65,56,85,89,96,110
"2","7","1","5","1","250-259 25X","25X","たけのこ",58,-13.4,67,59,60,56,51,48,68
"2","7","1","5","1","250-259 25X","259","他の根菜",278,-9.7,242,270,257,283,268,291,336
"2","7","1","5","1","260-269 26B 26X","0","他の野菜",2798,-8.9,2566,2526,2386,2844,2794,2852,3628
"2","7","1","5","1","260-269 26B 26X","260","さやまめ",198,-9.2,213,208,148,177,158,164,321
"2","7","1","5","1","260-269 26B 26X","261","かぼちゃ",141,2.2,122,123,135,118,134,142,209
"2","7","1","5","1","260-269 26B 26X","262","きゅうり",276,-2.1,283,287,230,281,283,275,296
"2","7","1","5","1","260-269 26B 26X","263","なす",169,-12.9,206,170,147,148,159,182,175
"2","7","1","5","1","260-269 26B 26X","264","トマト",700,-8.6,680,559,625,710,733,693,907
"2","7","1","5","1","260-269 26B 26X","265","ピーマン",217,-6.5,191,190,215,219,196,238,269
"2","7","1","5","1","260-269 26B 26X","266","生しいたけ",147,-1.3,147,134,138,142,131,137,198
"2","7","1","5","1","260-269 26B 26X","26B","しめじ",136,-6.8,106,115,115,131,153,158,171
"2","7","1","5","1","260-269 26B 26X","26X","えのきたけ",95,-8.7,89,80,84,93,92,103,121
"2","7","1","5","1","260-269 26B 26X","267","他のきのこ",215,-14.3,183,200,158,220,222,247,269
"2","7","1","5","1","260-269 26B 26X","269","他の野菜のその他",505,-14.7,347,460,389,606,532,513,691
"2","6","1","5","2","0","0","乾物・海藻",701,-3.4,616,687,551,637,763,739,913
"2","7","1","5","2","0","273","豆類",19,-5.0,24,15,19,22,22,13,20
"2","7","1","5","2","0","274","干ししいたけ",21,-19.2,24,21,10,11,7,23,54
"2","7","1","5","2","0","276","干しのり",263,0.8,197,311,209,220,307,266,327
"2","7","1","5","2","0","277","わかめ",120,-4.8,111,109,82,122,129,140,146
"2","7","1","5","2","0","278","こんぶ",47,-4.1,52,47,34,41,43,49,65
"2","7","1","5","2","0","279","他の乾物・海藻",231,-5.3,208,183,198,221,256,248,301
"2","6","1","5","3","0","0","大豆加工品",990,-6.6,903,954,935,970,987,1049,1134
"2","7","1","5","3","0","280","豆腐",389,-7.6,345,380,360,387,382,419,451
"2","7","1","5","3","0","281","油揚げ・がんもどき",206,-3.7,230,180,185,192,218,217,219
"2","7","1","5","3","0","282","納豆",328,-9.1,269,328,328,326,331,339,371
"2","7","1","5","3","0","289","他の大豆製品",68,6.3,59,66,62,65,56,75,92
"2","6","1","5","4","0","0","他の野菜・海藻加工品",1005,-6.7,1065,1049,844,919,1008,994,1147
"2","7","1","5","4","0","290","こんにゃく",124,-10.8,126,115,104,137,119,116,148
"2","7","1","5","4","0","291","梅干し",95,-10.4,94,111,95,76,96,74,116
"2","7","1","5","4","0","292","だいこん漬",53,-13.1,65,61,31,58,47,57,48
"2","7","1","5","4","0","293","はくさい漬",37,-21.3,35,47,37,27,33,35,41
"2","7","1","5","4","0","294","他の野菜の漬物",386,-8.3,400,416,313,337,394,405,439
"2","7","1","5","4","0","295","こんぶつくだ煮",73,32.7,117,77,64,56,69,57,67
"2","7","1","5","4","0","296","他の野菜・海藻のつくだ煮",19,0.0,22,21,10,17,16,17,29
"2","7","1","5","4","0","299","他の野菜・海藻加工品のその他",219,-4.4,207,200,189,211,235,234,259
"2","5","1","6","0","0","0","果物",3051,-5.1,2909,2782,2540,3096,2737,3211,4080
"2","6","1","6","1","0","0","生鮮果物",2670,-5.9,2632,2458,2223,2710,2364,2740,3563
"2","7","1","6","1","0","300","りんご",229,-7.7,257,177,180,228,185,213,356
"2","7","1","6","1","0","301","みかん",316,-2.2,420,251,245,263,280,281,456
"2","7","1","6","1","0","315","オレンジ",28,-47.2,28,22,33,38,16,27,30
"2","7","1","6","1","0","304","他の柑きつ類",146,-19.3,125,168,127,129,119,170,187
"2","7","1","6","1","0","305","梨",113,4.6,123,134,118,156,99,69,98
"2","7","1","6","1","0","306","ぶどう",237,-2.5,187,170,264,302,231,261,259
"2","7","1","6","1","0","307","柿",61,-4.7,88,73,33,65,39,49,76
"2","7","1","6","1","0","308","桃",70,-26.3,96,76,45,59,41,103,71
"2","7","1","6","1","0","309","すいか",109,1.9,97,140,61,111,80,126,155
"2","7","1","6","1","0","310","メロン",46,-23.3,59,60,66,27,43,25,41
"2","7","1","6","1","0","311","いちご",308,3.7,270,341,238,299,284,385,339
"2","7","1","6","1","0","312","バナナ",345,11.3,322,268,346,367,328,343,437
"2","7","1","6","1","0","316","キウイフルーツ",178,-6.3,147,185,130,145,133,215,297
"2","7","1","6","1","0","313","他の果物",483,-13.1,413,394,337,521,485,472,761
"2","6","1","6","2","0","319","果物加工品",381,0.5,277,324,317,386,373,471,516
"2","5","1","7","0","0","0","油脂・調味料",4073,-5.0,3531,3630,3785,4011,4139,4329,5075
"2","6","1","7","1","0","0","油脂",451,5.9,434,434,438,444,466,444,497
"2","7","1","7","1","0","320","食用油",408,7.9,389,393,409,393,414,406,455
"2","7","1","7","1","0","321","マーガリン",43,-10.4,45,40,29,51,52,38,42
"2","6","1","7","2","0","0","調味料",3622,-6.2,3097,3196,3347,3567,3673,3885,4578
"2","7","1","7","2","0","322","食塩",38,8.6,30,27,37,35,30,36,73
"2","7","1","7","2","0","323","しょう油",130,4.0,121,126,109,137,138,148,133
"2","7","1","7","2","0","324","みそ",157,-11.3,122,167,137,167,156,168,183
"2","7","1","7","2","0","325","砂糖",74,-1.3,78,61,68,75,78,66,91
"2","7","1","7","2","0","327","酢",49,-23.4,57,57,32,46,34,44,76
"2","7","1","7","2","0","328","ソース",61,-1.6,52,51,56,68,60,70,68
"2","7","1","7","2","0","329","ケチャップ",65,1.6,55,55,61,65,70,66,82
"2","7","1","7","2","0","330","マヨネーズ・マヨネーズ風調味料",110,6.8,115,105,112,93,110,115,117
"2","7","1","7","2","0","332","ドレッシング",196,-10.1,173,188,191,167,200,212,242
"2","7","1","7","2","0","331","ジャム",137,0.0,150,121,108,141,113,138,188
"2","7","1","7","2","0","333","カレールウ",109,-1.8,102,93,106,125,112,113,114
"2","7","1","7","2","0","334","乾燥スープ",333,-20.9,272,308,262,324,356,384,424
"2","7","1","7","2","0","335","風味調味料",226,-12.1,194,177,209,183,233,275,310
"2","7","1","7","2","0","336","ふりかけ",135,-6.3,97,112,148,139,139,161,147
"2","7","1","7","2","0","33X","つゆ・たれ",431,-2.7,371,350,403,418,473,436,555
"2","7","1","7","2","0","339","他の調味料",1372,-3.9,1111,1199,1307,1385,1371,1451,1775
"2","5","1","8","0","0","0","菓子類",9112,-0.1,7537,7214,8357,8682,8760,10333,12857
"2","7","1","8","0","0","340","ようかん",79,38.6,112,112,27,25,46,32,198
"2","7","1","8","0","0","341","まんじゅう",46,4.5,45,33,47,47,25,67,54
"2","7","1","8","0","0","342","他の和生菓子",674,2.9,723,561,600,585,615,736,901
"2","7","1","8","0","0","343","カステラ",56,-22.2,60,46,58,43,70,29,85
"2","7","1","8","0","0","344","ケーキ",908,-3.9,731,658,888,668,816,1135,1448
"2","7","1","8","0","0","347","ゼリー",201,2.0,117,198,222,178,228,197,267
"2","7","1","8","0","0","348","プリン",168,-10.2,143,163,159,134,143,208,224
"2","7","1","8","0","0","345","他の洋生菓子",1056,-0.6,1001,874,847,968,1020,1228,1454
"2","7","1","8","0","0","350","せんべい",475,-3.5,490,451,470,467,413,445,588
"2","7","1","8","0","0","346","ビスケット",532,5.3,405,426,456,532,517,567,820
"2","7","1","8","0","0","357","スナック菓子",594,-5.3,415,490,542,589,651,668,801
"2","7","1","8","0","0","349","キャンデー",184,8.9,149,133,179,178,187,209,251
"2","7","1","8","0","0","352","チョコレート",668,-15.0,459,480,635,672,619,842,943
"2","7","1","8","0","0","353","チョコレート菓子",258,3.2,168,185,249,266,280,334,323
"2","7","1","8","0","0","356","アイスクリーム・シャーベット",1100,9.1,855,735,1087,1117,1117,1324,1473
"2","7","1","8","0","0","359","他の菓子",2114,2.4,1662,1667,1891,2214,2014,2312,3027
"2","5","1","9","0","0","0","調理食品",13798,-6.9,11038,13201,12607,12349,12742,16412,18170
"2","6","1","9","1","0","0","主食的調理食品",6105,-3.5,4887,5727,5541,5587,5585,7121,8242
"2","7","1","9","1","0","360","弁当",1935,0.5,1401,1727,1799,1646,1835,2376,2755
"2","7","1","9","1","0","36A","すし(弁当)",1082,-13.2,1107,1026,893,998,819,1217,1499
"2","7","1","9","1","0","36B","おにぎり・その他",533,-2.2,378,598,486,610,418,584,654
"2","7","1","9","1","0","361","調理パン",714,-3.6,566,616,635,626,686,810,1057
"2","7","1","9","1","0","363","他の主食的調理食品",1840,-1.6,1435,1761,1728,1707,1828,2134,2276
"2","6","1","9","2","0","0","他の調理食品",7693,-9.4,6151,7474,7067,6762,7157,9291,9928
"2","7","1","9","2","0","364","うなぎのかば焼き",155,-38.0,198,170,136,97,147,151,177
"2","7","1","9","2","0","365","サラダ",631,-4.4,525,575,485,531,620,815,870
"2","7","1","9","2","0","366","コロッケ",152,6.3,135,205,122,118,149,139,193
"2","7","1","9","2","0","367","カツレツ",176,4.1,142,150,168,161,170,204,238
"2","7","1","9","2","0","368","天ぷら・フライ",1027,-6.3,899,1073,976,927,971,1098,1240
"2","7","1","9","2","0","369","しゅうまい",106,-3.6,87,106,91,108,94,118,136
"2","7","1","9","2","0","371","ぎょうざ",171,-1.7,148,177,176,187,167,158,185
"2","7","1","9","2","0","372","やきとり",249,-12.6,195,254,189,235,193,316,356
"2","7","1","9","2","0","373","ハンバーグ",125,-12.6,92,121,111,132,113,152,152
"2","7","1","9","2","0","370","冷凍調理食品",868,-1.7,548,678,725,817,1059,1011,1235
"2","7","1","9","2","0","375","そうざい材料セット",376,-31.6,182,170,130,237,580,881,443
"2","7","1","9","2","0","376","他の調理食品のその他",3659,-9.1,3002,3793,3757,3212,2895,4247,4704
"2","5","1","10","0","0","0","飲料",5810,-3.3,4756,5112,5374,5914,5666,6451,7386
"2","6","1","10","1","0","0","茶類",1314,0.2,1014,1158,1352,1414,1083,1414,1751
"2","7","1","10","1","0","380","緑茶",214,10.3,248,212,198,171,127,226,309
"2","7","1","10","1","0","381","紅茶",109,-15.5,79,97,104,128,75,90,187
"2","7","1","10","1","0","383","他の茶葉",167,16.0,99,109,190,297,148,174,145
"2","7","1","10","1","0","38X","茶飲料",825,-2.4,588,740,861,819,732,923,1110
"2","6","1","10","2","0","0","コーヒー・ココア",1263,-2.1,1056,1104,1293,1306,1183,1369,1527
"2","7","1","10","2","0","382","コーヒー",754,1.5,759,627,755,759,697,800,875
"2","7","1","10","2","0","384","コーヒー飲料",467,-9.1,261,439,500,498,445,529,599
"2","7","1","10","2","0","386","ココア・ココア飲料",42,27.3,37,38,38,48,40,40,52
"2","6","1","10","3","0","0","他の飲料",3233,-5.1,2685,2850,2729,3194,3401,3668,4108
"2","7","1","10","3","0","385","果実・野菜ジュース",647,-5.3,565,460,574,576,685,743,926
"2","7","1","10","3","0","387","炭酸飲料",667,-9.5,520,677,573,639,620,809,834
"2","7","1","10","3","0","388","乳酸菌飲料",385,8.8,458,371,292,401,399,360,410
"2","7","1","10","3","0","38A","乳飲料",235,-19.0,128,257,196,301,203,275,283
"2","7","1","10","3","0","38B","ミネラルウォーター",391,-10.1,354,318,238,364,503,463,501
"2","7","1","10","3","0","38Y","スポーツドリンク",138,26.6,87,132,139,193,128,133,154
"2","7","1","10","3","0","389","他の飲料のその他",770,-3.5,573,635,718,720,863,885,1000
"2","5","1","11","0","0","0","酒類",3777,-24.9,2632,3253,3217,3879,3692,4341,5436
"2","7","1","11","0","0","3X1","清酒",404,-28.5,273,480,435,298,338,421,584
"2","7","1","11","0","0","3X3","焼酎",367,7.3,329,470,361,370,345,344,350
"2","7","1","11","0","0","3X4","ビール",983,-29.7,631,674,806,936,913,1374,1559
"2","7","1","11","0","0","3X5","ウイスキー",258,23.4,261,251,175,280,288,200,355
"2","7","1","11","0","0","3X9","ワイン",517,-33.5,259,294,326,550,450,545,1188
"2","7","1","11","0","0","3X7","発泡酒・ビール風アルコール飲料",561,-31.6,329,459,444,856,684,594,566
"2","7","1","11","0","0","3X8","チューハイ・カクテル",524,-25.1,465,526,563,493,530,576,514
"2","7","1","11","0","0","3XX","他の酒",163,-25.2,84,99,108,95,144,288,320
"2","5","1","12","0","0","0","外食",20536,13.6,12988,12178,17777,21068,19869,24950,34901
"2","6","1","12","1","0","0","一般外食",19265,15.0,12437,11770,16774,19637,17944,23151,33136
"2","7","1","12","1","390-396 399 39A 39B","0","食事代",16371,9.8,10542,9997,14270,16914,15603,20127,27148
"2","7","1","12","1","390-396 399 39A 39B","390","日本そば・うどん",557,-6.4,482,360,564,482,489,590,932
"2","7","1","12","1","390-396 399 39A 39B","391","中華そば",855,19.4,564,667,770,895,811,981,1292
"2","7","1","12","1","390-396 399 39A 39B","392","他の麺類外食",367,13.6,212,215,281,516,394,350,602
"2","7","1","12","1","390-396 399 39A 39B","393","すし(外食)",1425,7.1,1032,822,1166,1427,1472,2007,2057
"2","7","1","12","1","390-396 399 39A 39B","394","和食",2090,-10.0,1693,1625,2107,1909,1837,2437,3030
"2","7","1","12","1","390-396 399 39A 39B","39A","中華食",596,25.2,313,324,464,544,576,794,1154
"2","7","1","12","1","390-396 399 39A 39B","395","洋食",1336,6.8,814,929,1104,1051,1376,1613,2460
"2","7","1","12","1","390-396 399 39A 39B","399","焼肉",701,-17.9,433,391,543,766,586,658,1531
"2","7","1","12","1","390-396 399 39A 39B","39B","ハンバーガー",752,3.7,441,495,677,684,834,871,1255
"2","7","1","12","1","390-396 399 39A 39B","396","他の主食的外食",7692,21.9,4558,4170,6595,8641,7228,9826,12836
"2","7","1","12","1","0","397","喫茶代",1072,10.2,838,706,882,1093,991,1270,1728
