"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年増加率（％）","65歳未満（円）","65歳以上（円）","(再掲）75歳以上（円）"
"2","0","0","0","0","0","0","支払",710502,1.5,936237,686961,624860
"2","1","0","0","0","0","0","実支出",304792,4.2,354704,299852,273615
"2","2","0","0","0","0","0","生計支出",271232,7.1,311505,267148,242928
"2","3","0","0","0","0","0","消費支出",265685,4.9,311505,261071,242928
"2","4","1","0","0","0","0","食料",84485,1.1,93143,83670,78783
"2","5","1","1","0","0","0","穀類",6598,-2.7,7220,6542,6144
"2","6","1","1","1","0","0","米類",1788,-7.6,1932,1777,1743
"2","7","1","1","1","0","102","米",1788,-7.6,1932,1777,1743
"2","6","1","1","2","0","0","パン",2771,1.1,2781,2772,2535
"2","7","1","1","2","0","120","食パン",1038,7.0,939,1050,956
"2","7","1","1","2","0","129","他のパン",1733,-2.1,1842,1722,1579
"2","6","1","1","3","0","0","麺類",1547,-2.2,1903,1512,1412
"2","7","1","1","3","0","130","生うどん・そば",308,3.7,311,308,296
"2","7","1","1","3","0","131","乾うどん・そば",220,-18.5,165,226,227
"2","7","1","1","3","0","134","パスタ",97,-7.6,127,94,80
"2","7","1","1","3","0","133","中華麺",420,1.9,479,414,399
"2","7","1","1","3","0","135","カップ麺",299,7.9,557,275,241
"2","7","1","1","3","0","132","即席麺",130,-13.9,172,126,109
"2","7","1","1","3","0","139","他の麺類",73,7.4,92,71,59
"2","6","1","1","4","0","0","他の穀類",492,-6.1,603,481,454
"2","7","1","1","4","0","140","小麦粉",50,-25.4,29,52,49
"2","7","1","1","4","0","150","もち",209,-1.9,153,215,226
"2","7","1","1","4","0","160","他の穀類のその他",233,-4.9,421,214,180
"2","5","1","2","0","0","0","魚介類",7888,-2.5,7262,7952,8261
"2","6","1","2","1","0","0","生鮮魚介",4213,-9.2,3706,4266,4376
"2","7","1","2","1","170-189","0","鮮魚",3839,-8.6,3456,3879,3975
"2","7","1","2","1","170-189","170","まぐろ",703,-13.0,543,719,683
"2","7","1","2","1","170-189","172","あじ",120,-0.8,58,127,146
"2","7","1","2","1","170-189","173","いわし",40,-14.9,19,42,46
"2","7","1","2","1","170-189","174","かつお",172,8.2,154,173,167
"2","7","1","2","1","170-189","175","かれい",91,3.4,55,94,104
"2","7","1","2","1","170-189","176","さけ",487,-9.3,557,479,487
"2","7","1","2","1","170-189","177","さば",69,-8.0,55,70,67
"2","7","1","2","1","170-189","178","さんま",46,-16.4,30,47,46
"2","7","1","2","1","170-189","180","たい",107,-8.5,55,112,123
"2","7","1","2","1","170-189","181","ぶり",235,-10.3,206,238,254
"2","7","1","2","1","170-189","182","いか",179,5.9,183,178,174
"2","7","1","2","1","170-189","183","たこ",96,-16.5,101,96,83
"2","7","1","2","1","170-189","185","えび",245,-13.7,333,237,229
"2","7","1","2","1","170-189","186","かに",164,70.8,194,161,175
"2","7","1","2","1","170-189","189","他の鮮魚",624,-18.2,442,642,695
"2","7","1","2","1","170-189","187","さしみ盛合わせ",462,-8.2,471,461,498
"2","7","1","2","1","190-194","0","貝類",375,-15.0,250,387,401
"2","7","1","2","1","190-194","190","あさり",49,-51.5,15,53,52
"2","7","1","2","1","190-194","192","しじみ",42,0.0,12,45,54
"2","7","1","2","1","190-194","191","かき(貝)",98,-3.0,86,99,98
"2","7","1","2","1","190-194","194","ほたて貝",146,-5.8,84,153,155
"2","7","1","2","1","190-194","193","他の貝",38,-9.5,54,37,42
"2","6","1","2","2","0","0","塩干魚介",1435,3.7,1286,1449,1573
"2","7","1","2","2","0","195","塩さけ",212,11.0,289,204,212
"2","7","1","2","2","0","196","たらこ",194,-17.8,136,200,216
"2","7","1","2","2","0","197","しらす干し",208,6.7,146,214,230
"2","7","1","2","2","0","198","干しあじ",118,3.5,160,113,124
"2","7","1","2","2","0","202","他の塩干魚介",703,8.7,556,718,792
"2","6","1","2","3","0","0","魚肉練製品",952,12.8,919,955,942
"2","7","1","2","3","0","203","揚げかまぼこ",263,25.2,266,263,270
"2","7","1","2","3","0","204","ちくわ",168,24.4,110,174,164
"2","7","1","2","3","0","205","かまぼこ",342,6.5,404,335,340
"2","7","1","2","3","0","209","他の魚肉練製品",179,0.6,140,183,168
"2","6","1","2","4","0","0","他の魚介加工品",1288,5.4,1352,1283,1370
"2","7","1","2","4","0","210","かつお節・削り節",87,-3.3,42,91,101
"2","7","1","2","4","0","213","魚介の漬物",458,9.3,531,451,473
"2","7","1","2","4","0","215","魚介のつくだ煮",136,-12.3,97,139,159
"2","7","1","2","4","0","216","魚介の缶詰",256,-3.0,238,259,263
"2","7","1","2","4","0","217","他の魚介加工品のその他",353,19.7,444,343,374
"2","5","1","3","0","0","0","肉類",6868,-8.5,7732,6785,6236
"2","6","1","3","1","0","0","生鮮肉",5317,-10.9,6091,5242,4760
"2","7","1","3","1","0","220","牛肉",1696,-14.0,1686,1698,1622
"2","7","1","3","1","0","221","豚肉",2281,-9.1,2620,2248,2016
"2","7","1","3","1","0","222","鶏肉",1012,-10.8,1283,987,868
"2","7","1","3","1","0","22X","合いびき肉",163,-5.2,277,152,110
"2","7","1","3","1","0","224","他の生鮮肉",164,-8.9,225,157,145
"2","6","1","3","2","0","0","加工肉",1551,1.0,1642,1543,1476
"2","7","1","3","2","0","225","ハム",545,-8.9,525,547,521
"2","7","1","3","2","0","226","ソーセージ",541,8.9,566,539,501
"2","7","1","3","2","0","227","ベーコン",234,-1.7,291,229,205
"2","7","1","3","2","0","229","他の加工肉",232,13.7,260,229,249
"2","5","1","4","0","0","0","乳卵類",4185,-5.6,4242,4182,3883
"2","6","1","4","1","0","230","牛乳",1308,-6.8,1265,1314,1256
"2","6","1","4","2","0","0","乳製品",2045,-5.8,2168,2033,1805
"2","7","1","4","2","0","231","粉ミルク",17,-50.0,23,17,19
"2","7","1","4","2","0","232","ヨーグルト",1250,-3.6,1172,1258,1102
"2","7","1","4","2","0","233","バター",109,-26.4,127,108,97
"2","7","1","4","2","0","234","チーズ",613,-3.3,773,597,538
"2","7","1","4","2","0","235","他の乳製品",55,-1.8,73,53,49
"2","6","1","4","3","0","238","卵",832,-2.9,810,835,823
"2","5","1","5","0","0","0","野菜・海藻",11606,-4.4,10003,11784,11675
"2","6","1","5","1","0","0","生鮮野菜",8020,-2.8,7012,8134,8042
"2","7","1","5","1","240-249","0","葉茎菜",2340,-0.9,2176,2360,2306
"2","7","1","5","1","240-249","240","キャベツ",255,4.1,207,260,242
"2","7","1","5","1","240-249","241","ほうれんそう",223,-5.5,177,228,227
"2","7","1","5","1","240-249","242","はくさい",108,10.2,113,108,105
"2","7","1","5","1","240-249","243","ねぎ",338,0.6,341,338,333
"2","7","1","5","1","240-249","244","レタス",281,15.6,292,279,261
"2","7","1","5","1","240-249","247","ブロッコリー",246,-8.9,291,242,235
"2","7","1","5","1","240-249","245","もやし",81,1.3,61,84,80
"2","7","1","5","1","240-249","249","他の葉茎菜",808,-5.5,694,821,824
"2","7","1","5","1","250-259 25X","0","根菜",1976,-5.1,1743,2003,1930
"2","7","1","5","1","250-259 25X","250","さつまいも",114,-16.8,88,116,115
"2","7","1","5","1","250-259 25X","251","じゃがいも",262,-11.2,275,261,247
"2","7","1","5","1","250-259 25X","252","さといも",103,-13.4,80,105,108
"2","7","1","5","1","250-259 25X","253","だいこん",208,17.5,182,210,212
"2","7","1","5","1","250-259 25X","254","にんじん",229,-3.8,210,232,210
"2","7","1","5","1","250-259 25X","255","ごぼう",89,-23.9,70,91,89
"2","7","1","5","1","250-259 25X","256","たまねぎ",389,17.9,362,393,365
"2","7","1","5","1","250-259 25X","258","れんこん",104,-11.9,88,106,99
"2","7","1","5","1","250-259 25X","25X","たけのこ",88,-22.1,123,84,81
"2","7","1","5","1","250-259 25X","259","他の根菜",390,-11.2,264,404,404
"2","7","1","5","1","260-269 26B 26X","0","他の野菜",3704,-2.6,3093,3772,3806
"2","7","1","5","1","260-269 26B 26X","260","さやまめ",286,-5.6,273,288,255
"2","7","1","5","1","260-269 26B 26X","261","かぼちゃ",191,-7.3,113,200,200
"2","7","1","5","1","260-269 26B 26X","262","きゅうり",410,-5.5,360,416,405
"2","7","1","5","1","260-269 26B 26X","263","なす",270,-1.1,164,281,285
"2","7","1","5","1","260-269 26B 26X","264","トマト",1084,5.7,893,1105,1153
"2","7","1","5","1","260-269 26B 26X","265","ピーマン",267,-1.1,229,271,256
"2","7","1","5","1","260-269 26B 26X","266","生しいたけ",198,-3.9,203,198,195
"2","7","1","5","1","260-269 26B 26X","26B","しめじ",140,2.2,128,141,135
"2","7","1","5","1","260-269 26B 26X","26X","えのきたけ",82,6.5,98,81,81
"2","7","1","5","1","260-269 26B 26X","267","他のきのこ",247,-10.5,277,245,238
"2","7","1","5","1","260-269 26B 26X","269","他の野菜のその他",528,-11.6,357,547,604
"2","6","1","5","2","0","0","乾物・海藻",865,-11.0,610,891,896
"2","7","1","5","2","0","273","豆類",64,-27.3,8,70,85
"2","7","1","5","2","0","274","干ししいたけ",40,-7.0,43,40,39
"2","7","1","5","2","0","276","干しのり",275,6.2,232,279,285
"2","7","1","5","2","0","277","わかめ",142,-18.9,127,144,150
"2","7","1","5","2","0","278","こんぶ",77,-10.5,47,81,80
"2","7","1","5","2","0","279","他の乾物・海藻",266,-17.1,155,277,257
"2","6","1","5","3","0","0","大豆加工品",1238,-5.8,1111,1252,1191
"2","7","1","5","3","0","280","豆腐",489,1.7,513,487,476
"2","7","1","5","3","0","281","油揚げ・がんもどき",281,-9.1,177,291,267
"2","7","1","5","3","0","282","納豆",388,-9.8,379,389,373
"2","7","1","5","3","0","289","他の大豆製品",81,-13.8,42,84,75
"2","6","1","5","4","0","0","他の野菜・海藻加工品",1483,-7.5,1270,1506,1547
"2","7","1","5","4","0","290","こんにゃく",157,-6.0,112,162,165
"2","7","1","5","4","0","291","梅干し",208,-22.4,166,212,219
"2","7","1","5","4","0","292","だいこん漬",150,12.8,165,148,164
"2","7","1","5","4","0","293","はくさい漬",62,-6.1,53,63,67
"2","7","1","5","4","0","294","他の野菜の漬物",531,-6.7,466,538,550
"2","7","1","5","4","0","295","こんぶつくだ煮",117,-12.7,85,120,122
"2","7","1","5","4","0","296","他の野菜・海藻のつくだ煮",50,2.0,55,49,55
"2","7","1","5","4","0","299","他の野菜・海藻加工品のその他",209,-3.7,169,213,205
"2","5","1","6","0","0","0","果物",4931,-7.7,3866,5042,5081
"2","6","1","6","1","0","0","生鮮果物",4501,-7.3,3302,4624,4695
"2","7","1","6","1","0","300","りんご",600,-8.4,434,616,671
"2","7","1","6","1","0","301","みかん",508,-18.6,446,514,506
"2","7","1","6","1","0","315","オレンジ",67,-20.2,73,67,80
"2","7","1","6","1","0","304","他の柑きつ類",368,-5.9,300,375,394
"2","7","1","6","1","0","305","梨",242,10.0,182,247,271
"2","7","1","6","1","0","306","ぶどう",358,-20.4,237,371,304
"2","7","1","6","1","0","307","柿",162,0.0,71,170,197
"2","7","1","6","1","0","308","桃",157,11.3,145,158,165
"2","7","1","6","1","0","309","すいか",188,13.9,135,194,174
"2","7","1","6","1","0","310","メロン",124,31.9,107,127,149
"2","7","1","6","1","0","311","いちご",418,-4.3,376,422,399
"2","7","1","6","1","0","312","バナナ",561,-4.4,355,583,580
"2","7","1","6","1","0","316","キウイフルーツ",269,-1.1,190,277,294
"2","7","1","6","1","0","313","他の果物",480,-16.7,252,504,510
"2","6","1","6","2","0","319","果物加工品",431,-11.1,564,418,386
"2","5","1","7","0","0","0","油脂・調味料",4027,-1.9,4024,4033,3866
"2","6","1","7","1","0","0","油脂",502,-0.4,462,506,453
"2","7","1","7","1","0","320","食用油",437,-2.0,391,442,392
"2","7","1","7","1","0","321","マーガリン",64,10.3,71,64,61
"2","6","1","7","2","0","0","調味料",3526,-2.1,3562,3527,3413
"2","7","1","7","2","0","322","食塩",43,-8.5,44,43,42
"2","7","1","7","2","0","323","しょう油",143,-13.3,125,144,142
"2","7","1","7","2","0","324","みそ",192,-5.9,178,194,198
"2","7","1","7","2","0","325","砂糖",91,-13.3,46,96,106
"2","7","1","7","2","0","327","酢",80,-27.3,40,84,77
"2","7","1","7","2","0","328","ソース",51,-8.9,52,51,48
"2","7","1","7","2","0","329","ケチャップ",46,-6.1,69,44,38
"2","7","1","7","2","0","330","マヨネーズ・マヨネーズ風調味料",117,11.4,117,118,107
"2","7","1","7","2","0","332","ドレッシング",220,8.4,217,220,209
"2","7","1","7","2","0","331","ジャム",155,-6.6,119,159,154
"2","7","1","7","2","0","333","カレールウ",71,-7.8,74,70,61
"2","7","1","7","2","0","334","乾燥スープ",341,10.0,419,333,324
"2","7","1","7","2","0","335","風味調味料",240,-0.8,236,240,234
"2","7","1","7","2","0","336","ふりかけ",89,-6.3,115,86,80
"2","7","1","7","2","0","33X","つゆ・たれ",409,7.1,551,395,362
"2","7","1","7","2","0","339","他の調味料",1240,-3.7,1161,1249,1232
"2","5","1","8","0","0","0","菓子類",7126,6.2,9332,6904,6222
"2","7","1","8","0","0","340","ようかん",111,2.8,93,113,99
"2","7","1","8","0","0","341","まんじゅう",63,-1.6,35,65,57
"2","7","1","8","0","0","342","他の和生菓子",941,10.7,849,950,913
"2","7","1","8","0","0","343","カステラ",108,3.8,40,114,112
"2","7","1","8","0","0","344","ケーキ",468,-0.8,818,432,332
"2","7","1","8","0","0","347","ゼリー",176,-10.7,222,171,154
"2","7","1","8","0","0","348","プリン",130,-12.2,202,123,114
"2","7","1","8","0","0","345","他の洋生菓子",772,18.0,1178,729,637
"2","7","1","8","0","0","350","せんべい",650,7.8,887,626,557
"2","7","1","8","0","0","346","ビスケット",361,13.2,518,345,320
"2","7","1","8","0","0","357","スナック菓子",235,14.6,435,214,183
"2","7","1","8","0","0","349","キャンデー",200,5.8,212,199,206
"2","7","1","8","0","0","352","チョコレート",452,-1.1,689,427,364
"2","7","1","8","0","0","353","チョコレート菓子",103,13.2,237,89,69
"2","7","1","8","0","0","356","アイスクリーム・シャーベット",675,13.6,996,642,551
"2","7","1","8","0","0","359","他の菓子",1682,1.6,1922,1664,1554
"2","5","1","9","0","0","0","調理食品",13443,7.7,14972,13293,12772
"2","6","1","9","1","0","0","主食的調理食品",5625,6.6,6616,5526,5208
"2","7","1","9","1","0","360","弁当",1546,1.8,1570,1542,1350
"2","7","1","9","1","0","36A","すし(弁当)",1498,-2.2,1388,1509,1498
"2","7","1","9","1","0","36B","おにぎり・その他",414,22.8,438,412,377
"2","7","1","9","1","0","361","調理パン",566,5.6,651,557,560
"2","7","1","9","1","0","363","他の主食的調理食品",1602,18.4,2568,1506,1424
"2","6","1","9","2","0","0","他の調理食品",7818,8.5,8356,7767,7564
"2","7","1","9","2","0","364","うなぎのかば焼き",340,-15.2,276,348,404
"2","7","1","9","2","0","365","サラダ",633,35.8,570,639,569
"2","7","1","9","2","0","366","コロッケ",219,30.4,214,219,203
"2","7","1","9","2","0","367","カツレツ",223,17.4,195,226,206
"2","7","1","9","2","0","368","天ぷら・フライ",1015,14.9,1173,998,915
"2","7","1","9","2","0","369","しゅうまい",151,9.4,129,153,150
"2","7","1","9","2","0","371","ぎょうざ",172,-13.1,167,173,164
"2","7","1","9","2","0","372","やきとり",230,-9.4,203,233,219
"2","7","1","9","2","0","373","ハンバーグ",118,2.6,147,115,103
"2","7","1","9","2","0","370","冷凍調理食品",762,17.6,1311,716,711
"2","7","1","9","2","0","375","そうざい材料セット",136,-6.8,327,117,122
"2","7","1","9","2","0","376","他の調理食品のその他",3819,6.0,3644,3831,3799
"2","5","1","10","0","0","0","飲料",4920,-0.4,6626,4751,4349
"2","6","1","10","1","0","0","茶類",1337,1.4,1777,1293,1233
"2","7","1","10","1","0","380","緑茶",612,-7.8,737,600,667
"2","7","1","10","1","0","381","紅茶",77,1.3,166,68,68
"2","7","1","10","1","0","383","他の茶葉",153,15.9,210,149,163
"2","7","1","10","1","0","38X","茶飲料",494,10.5,664,476,335
"2","6","1","10","2","0","0","コーヒー・ココア",966,-2.1,1123,951,751
"2","7","1","10","2","0","382","コーヒー",720,-1.6,806,712,549
"2","7","1","10","2","0","384","コーヒー飲料",222,-3.9,287,215,181
"2","7","1","10","2","0","386","ココア・ココア飲料",24,0.0,30,23,22
"2","6","1","10","3","0","0","他の飲料",2618,-0.5,3726,2508,2365
"2","7","1","10","3","0","385","果実・野菜ジュース",535,-14.5,917,501,491
"2","7","1","10","3","0","387","炭酸飲料",476,18.7,904,431,398
"2","7","1","10","3","0","388","乳酸菌飲料",482,-8.7,558,474,431
"2","7","1","10","3","0","38A","乳飲料",165,41.0,240,158,127
"2","7","1","10","3","0","38B","ミネラルウォーター",312,26.3,491,293,319
"2","7","1","10","3","0","38Y","スポーツドリンク",70,-11.4,107,66,53
"2","7","1","10","3","0","389","他の飲料のその他",578,-8.8,510,584,547
"2","5","1","11","0","0","0","酒類",4068,11.8,5046,3968,3238
"2","7","1","11","0","0","3X1","清酒",523,-9.7,469,530,455
"2","7","1","11","0","0","3X3","焼酎",695,17.2,379,726,592
"2","7","1","11","0","0","3X4","ビール",960,-13.1,1355,923,829
"2","7","1","11","0","0","3X5","ウイスキー",220,-12.4,129,229,184
"2","7","1","11","0","0","3X9","ワイン",520,49.9,597,511,331
"2","7","1","11","0","0","3X7","発泡酒・ビール風アルコール飲料",660,23.8,1264,594,559
"2","7","1","11","0","0","3X8","チューハイ・カクテル",390,170.8,633,365,220
"2","7","1","11","0","0","3XX","他の酒",101,18.8,220,89,69
"2","5","1","12","0","0","0","外食",8825,18.6,12817,8437,7055
"2","6","1","12","1","0","0","一般外食",8783,18.7,12519,8420,7046
"2","7","1","12","1","390-396 399 39A 39B","0","食事代",7707,13.3,10120,7468,6309
"2","7","1","12","1","390-396 399 39A 39B","390","日本そば・うどん",431,39.0,488,425,298
"2","7","1","12","1","390-396 399 39A 39B","391","中華そば",275,28.5,307,273,182
"2","7","1","12","1","390-396 399 39A 39B","392","他の麺類外食",133,43.0,240,123,106
"2","7","1","12","1","390-396 399 39A 39B","393","すし(外食)",1055,11.3,1264,1032,838
"2","7","1","12","1","390-396 399 39A 39B","394","和食",1044,8.5,1104,1035,732
"2","7","1","12","1","390-396 399 39A 39B","39A","中華食",305,66.7,407,295,207
"2","7","1","12","1","390-396 399 39A 39B","395","洋食",452,63.8,823,413,349
"2","7","1","12","1","390-396 399 39A 39B","399","焼肉",227,18.2,213,229,198
"2","7","1","12","1","390-396 399 39A 39B","39B","ハンバーガー",218,30.5,617,174,147
"2","7","1","12","1","390-396 399 39A 39B","396","他の主食的外食",3567,3.3,4656,3471,3253
"2","7","1","12","1","0","397","喫茶代",512,42.6,475,516,405
"2","7","1","12","1","0","398","飲酒代",564,131.1,1924,436,332
"2","6","1","12","2","0","39X","学校給食",43,19.4,298,17,9
"2","4","2","0","0","0","0","住居",23096,-0.4,36585,21629,19640
"2","5","2","1","0","0","0","家賃地代",8870,67.9,20565,7674,6875
"2","7","2","1","0","0","400","民営家賃",3814,61.0,11048,3066,1331
"2","7","2","1","0","0","403","公営家賃",4131,247.4,8864,3664,4337
"2","7","2","1","0","0","404","給与住宅家賃",51,...,499,-,-
"2","7","2","1","0","0","402","地代",841,-48.6,-,926,1194
"2","7","2","1","0","0","409","他の家賃地代",33,-63.3,154,18,13
"2","5","2","2","0","0","0","設備修繕・維持",14226,-20.6,16020,13955,12764
"2","6","2","2","1","0","0","設備材料",4309,-12.4,1291,4633,4106
"2","7","2","2","1","0","410","設備器具",3984,-13.7,514,4343,3846
"2","7","2","2","1","0","419","修繕材料",325,7.6,777,290,260
"2","6","2","2","2","0","0","工事その他のサービス",9917,-23.7,14728,9323,8659
"2","7","2","2","2","0","420","畳替え",266,24.3,-,292,177
"2","7","2","2","2","0","424","給排水関係工事費",377,-66.6,109,405,498
"2","7","2","2","2","0","425","外壁・塀等工事費",3098,-48.2,2095,3128,2643
"2","7","2","2","2","0","426","植木・庭手入れ代",397,-2.7,495,388,446
"2","7","2","2","2","0","427","他の工事費",4402,51.6,10380,3760,3664
"2","7","2","2","2","0","429","火災・地震保険料",1378,-41.7,1649,1349,1232
"2","4","3","0","0","0","0","光熱・水道",22860,12.6,23478,22781,22217
"2","5","3","1","0","0","430","電気代",11148,21.9,12035,11043,10572
"2","5","3","2","0","0","0","ガス代",6421,14.7,6483,6416,6407
"2","7","3","2","0","0","431","都市ガス",5851,15.6,6344,5802,5959
"2","7","3","2","0","0","432","プロパンガス",570,6.3,139,613,448
"2","5","3","3","0","0","0","他の光熱",635,42.4,282,669,690
"2","7","3","3","0","0","433","灯油",595,39.7,253,627,652
"2","7","3","3","0","0","439","他の光熱のその他",40,110.5,29,42,38
"2","5","3","4","0","0","440","上下水道料",4655,-8.9,4678,4654,4547
"2","4","4","0","0","0","0","家具・家事用品",10826,-5.3,11618,10754,10134
"2","5","4","1","0","0","0","家庭用耐久財",4330,5.3,2621,4513,4233
"2","6","4","1","1","0","0","家事用耐久財",1588,-21.5,1835,1574,1493
"2","7","4","1","1","0","45X","電子レンジ",119,65.3,239,107,94
"2","7","4","1","1","0","451","炊事用電気器具",308,40.6,776,260,263
"2","7","4","1","1","0","452","炊事用ガス器具",57,83.9,17,61,93
"2","7","4","1","1","0","453","電気冷蔵庫",218,-59.3,-,242,270
"2","7","4","1","1","0","455","電気掃除機",222,-29.3,262,224,179
"2","7","4","1","1","0","456","電気洗濯機",395,-31.2,390,398,370
"2","7","4","1","1","0","459","他の家事用耐久財",269,-3.9,152,282,223
"2","6","4","1","2","0","0","冷暖房用器具",2258,29.0,531,2431,2511
"2","7","4","1","2","0","470","エアコン",1658,15.8,-,1833,1695
"2","7","4","1","2","0","472","ストーブ・温風ヒーター",478,602.9,391,478,691
"2","7","4","1","2","0","479","他の冷暖房用器具",123,-51.0,140,121,125
"2","6","4","1","3","0","0","一般家具",484,42.8,255,508,230
"2","7","4","1","3","0","480","たんす",11,-35.3,-,12,21
"2","7","4","1","3","0","482","テーブル・ソファー",127,8.5,55,136,174
"2","7","4","1","3","0","483","食器戸棚",19,58.3,96,10,-
"2","7","4","1","3","0","489","他の家具",327,69.4,104,350,34
"2","5","4","2","0","0","0","室内装備・装飾品",518,-17.1,178,552,539
"2","7","4","2","0","0","491","照明器具",125,0.8,19,136,114
"2","7","4","2","0","0","492","室内装飾品",85,-19.8,95,82,71
"2","7","4","2","0","0","493","敷物",129,8.4,2,142,127
"2","7","4","2","0","0","496","カーテン",92,-1.1,4,101,124
"2","7","4","2","0","0","499","他の室内装備品",88,-52.2,58,92,102
"2","5","4","3","0","0","0","寝具類",700,-5.1,1177,668,576
"2","7","4","3","0","0","500","ベッド",64,700.0,476,33,19
"2","7","4","3","0","0","501","布団",152,-29.0,124,157,164
"2","7","4","3","0","0","503","毛布",34,21.4,78,30,38
"2","7","4","3","0","0","505","敷布",46,-75.8,92,41,26
"2","7","4","3","0","0","509","他の寝具類",404,35.1,407,406,331
"2","5","4","4","0","0","0","家事雑貨",1667,-14.2,2308,1606,1503
"2","7","4","4","0","0","510","茶わん・皿・鉢",90,57.9,134,86,66
"2","7","4","4","0","0","514","他の食卓用品",154,6.9,224,146,126
"2","7","4","4","0","0","515","鍋・やかん",140,-32.7,100,143,121
"2","7","4","4","0","0","517","他の台所用品",218,-15.2,255,214,201
"2","7","4","4","0","0","518","電球・ランプ",105,-9.5,72,108,95
"2","7","4","4","0","0","519","タオル",112,-30.0,169,106,88
"2","7","4","4","0","0","529","他の家事雑貨",850,-15.0,1353,803,806
"2","5","4","5","0","0","0","家事用消耗品",2870,-3.9,3497,2809,2657
"2","7","4","5","0","531 532","0","ティッシュペーパー・トイレットペーパー",520,-3.2,688,504,466
"2","7","4","5","0","531 532","531","ティッシュペーパー",198,-3.9,279,190,173
"2","7","4","5","0","531 532","532","トイレットペーパー",322,-3.0,409,314,294
"2","7","4","5","0","533 534","0","洗剤",618,-3.4,882,593,565
"2","7","4","5","0","533 534","533","台所・住居用洗剤",268,-6.6,415,254,235
"2","7","4","5","0","533 534","534","洗濯用洗剤",350,-1.1,467,339,331
"2","7","4","5","0","530 535-539","0","他の家事用消耗品",1733,-4.3,1928,1712,1626
"2","7","4","5","0","530 535-539","530","ポリ袋・ラップ",346,-6.5,412,339,323
"2","7","4","5","0","530 535-539","535","殺虫・防虫剤",221,-7.5,183,225,229
"2","7","4","5","0","530 535-539","536","柔軟仕上剤",125,-17.2,135,124,106
"2","7","4","5","0","530 535-539","537","芳香・消臭剤",172,15.4,233,166,162
