"実数・増加率","年次コード","年次","西暦（年）","月","調査世帯数(世帯）","世帯人員（人）","有業人員（人）","世帯主平均年齢（歳）","実収入（円）","実収入／経常収入（円）","実収入／経常収入／勤め先収入（円）","実収入／経常収入／勤め先収入／世帯主収入（円）","実収入／経常収入／勤め先収入／世帯主収入／うち男（円）","実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）","実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）","実収入／経常収入／勤め先収入／世帯主収入／賞与（円）","実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）","実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）","実収入／経常収入／勤め先収入／他の世帯員収入（円）","実収入／経常収入／事業・内職収入（円）","実収入／経常収入／事業・内職収入／家賃収入（円）","実収入／経常収入／事業・内職収入／他の事業収入（円）","実収入／経常収入／事業・内職収入／内職収入（円）","実収入／経常収入／他の経常収入（円）","実収入／特別収入（円）","可処分所得（円）","実支出（円）","実支出／生計支出（円）","実支出／生計支出／消費支出（円）","実支出／生計支出／消費支出／食料（円）","実支出／生計支出／消費支出／食料／穀類（円）","実支出／生計支出／消費支出／食料／魚介類（円）","実支出／生計支出／消費支出／食料／肉類（円）","実支出／生計支出／消費支出／食料／乳卵類（円）","実支出／生計支出／消費支出／食料／野菜・海藻（円）","実支出／生計支出／消費支出／食料／果物（円）","実支出／生計支出／消費支出／食料／油脂・調味料（円）","実支出／生計支出／消費支出／食料／菓子類（円）","実支出／生計支出／消費支出／食料／調理食品（円）","実支出／生計支出／消費支出／食料／飲料（円）","実支出／生計支出／消費支出／食料／酒類（円）","実支出／生計支出／消費支出／食料／外食（円）","実支出／生計支出／消費支出／住居（円）","実支出／生計支出／消費支出／住居／家賃地代（円）","実支出／生計支出／消費支出／住居／設備修繕・維持（円）","実支出／生計支出／消費支出／光熱・水道（円）","実支出／生計支出／消費支出／光熱・水道／電気代（円）","実支出／生計支出／消費支出／光熱・水道／ガス代（円）","実支出／生計支出／消費支出／光熱・水道／他の光熱（円）","実支出／生計支出／消費支出／光熱・水道／上下水道料（円）","実支出／生計支出／消費支出／家具・家事用品（円）","実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）","実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）","実支出／生計支出／消費支出／家具・家事用品／寝具類（円）","実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）","実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）","実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）","実支出／生計支出／消費支出／被服及び履物（円）","実支出／生計支出／消費支出／被服及び履物／和服（円）","実支出／生計支出／消費支出／被服及び履物／洋服（円）","実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）","実支出／生計支出／消費支出／被服及び履物／下着類（円）","実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）","実支出／生計支出／消費支出／被服及び履物／他の被服（円）","実支出／生計支出／消費支出／被服及び履物／履物類（円）","実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）","実支出／生計支出／消費支出／保健医療（円）","実支出／生計支出／消費支出／保健医療／医薬品（円）","実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）","実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）","実支出／生計支出／消費支出／保健医療／保健医療サービス（円）","実支出／生計支出／消費支出／交通・通信（円）","実支出／生計支出／消費支出／交通・通信／交通（円）","実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）","実支出／生計支出／消費支出／交通・通信／通信（円）","実支出／生計支出／消費支出／教育（円）","実支出／生計支出／消費支出／教育／授業料等（円）","実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）","実支出／生計支出／消費支出／教育／補習教育（円）","実支出／生計支出／消費支出／教養娯楽（円）","実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）","実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）","実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）","実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）","実支出／生計支出／消費支出／その他の消費支出（円）","実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）","実支出／生計支出／消費支出／その他の消費支出／こづかい（円）","実支出／生計支出／消費支出／その他の消費支出／交際費（円）","実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）","実支出／生計支出／土地家屋購入（円）","実支出／その他の実支出（円）","平均消費性向（％）","エンゲル係数（％）","選択的支出係数（％）","公共的料金負担率（％）","公共的料金負担率／公共料金等負担率（％）","公共的料金負担率／準公共料金等負担率（％）"
"meimoku","nen","対前年（同月）名目増加率_平成28年","2016","",-,-,-,-,5.4,5.7,5.6,2.4,0.4,1.9,-2.6,5.4,26.4,26.3,90.6,34.2,112.9,-8.7,-29.3,3.2,-20.9,5.2,0.6,-1.1,0.7,2.1,1.2,-2.6,1.6,6.7,-2.5,-0.5,1.2,0.6,8.9,8.5,-9.6,3.5,-4.5,-1.3,-14.8,-11.7,-12.2,-19.5,-13.2,-0.2,2.8,-1.0,-0.2,13.5,-3.1,12.2,-0.8,0.1,-72.3,-0.1,4.0,10.9,-1.5,-8.7,-2.5,14.0,3.0,-2.7,22.0,18.9,-2.6,-7.0,5.5,-24.9,3.3,13.1,11.6,-22.1,20.3,2.5,7.4,14.1,-7.4,0.4,3.0,3.6,3.6,-4.6,43.8,-74.5,5.9,,,,,,
"meimoku","nen","対前年（同月）名目増加率_平成29年","2017","",-,-,-,-,-4.2,-4.4,-4.5,-2.8,-4.2,-0.9,13.3,-14.1,-12.7,-12.9,-32.2,-23.0,-35.7,-13.0,27.4,3.3,11.7,-3.3,0.4,3.2,2.1,-0.4,1.6,-5.5,1.9,-6.4,-2.9,-8.2,2.0,0.9,2.5,-2.8,11.6,-0.7,4.1,-8.2,50.1,4.2,4.0,5.3,6.7,3.1,-0.4,8.4,-25.3,-25.7,5.0,0.8,-1.4,-5.3,43.0,-5.0,-3.8,-10.5,29.3,0.1,-7.6,-12.2,0.9,7.6,29.0,-4.4,-2.7,19.4,2.9,60.3,-0.2,-3.8,-3.2,25.0,-6.7,2.7,39.1,-2.3,-2.3,1.7,-0.8,-5.5,0.3,6.5,-6.7,166.6,-7.7,,,,,,
"meimoku","nen","対前年（同月）名目増加率_平成30年","2018","",-,-,-,-,9.0,9.3,8.2,5.2,6.8,0.3,33.0,33.1,23.7,27.7,101.2,97.8,110.8,102.4,44.7,20.0,-15.5,7.6,0.1,-4.3,-2.9,0.3,1.0,-3.2,-1.2,-1.8,1.2,1.0,-0.7,3.5,2.0,5.2,-13.6,0.9,-4.3,3.5,-22.2,1.9,5.3,-1.7,18.8,-0.7,-7.8,-21.8,-4.4,17.7,-5.4,-3.4,10.7,-3.7,-21.1,-3.4,-6.4,1.8,-33.7,-5.7,3.7,-10.5,1.6,-8.7,-22.1,-0.7,10.2,-8.0,3.4,-22.0,0.7,4.6,6.6,-26.7,-0.1,-7.4,-27.0,-7.5,-5.7,-5.1,-5.2,-0.6,-7.9,-3.1,-35.9,-91.1,14.8,,,,,,
"meimoku","nen","対前年（同月）名目増加率_平成31年・令和元年","2019","",-,-,-,-,6.5,5.8,5.5,3.8,3.4,2.7,1.4,9.1,14.4,12.8,20.9,-2.0,-18.1,-2.0,74.7,12.6,87.3,7.2,3.8,3.8,1.9,2.5,1.3,1.3,-0.5,0.9,-3.5,3.6,-0.9,3.9,3.0,1.3,17.3,4.9,-0.9,-8.9,23.7,1.6,1.2,5.5,13.4,-2.4,11.8,12.5,52.1,23.0,10.8,4.5,-4.6,0.3,67.0,1.6,-0.4,-7.7,47.4,1.3,-6.7,5.8,8.9,10.8,-12.4,-1.5,14.8,7.0,8.0,20.1,-6.6,-5.6,-8.7,26.6,3.8,4.4,34.7,10.3,2.6,0.0,-1.8,4.6,-14.1,-10.4,58.9,...,3.8,,,,,,
"meimoku","nen","対前年（同月）名目増加率_令和 2年","2020","",-,-,-,-,4.2,2.0,2.4,0.1,0.3,0.2,6.6,-0.6,14.6,11.3,10.2,-10.6,-1.5,-26.3,-3.9,-2.8,139.1,4.1,0.6,-0.7,-4.8,3.2,6.6,14.7,21.1,15.6,17.2,6.1,23.4,6.4,6.5,6.8,23.5,-24.3,10.7,20.9,-12.4,-2.1,-3.0,-6.4,-25.3,5.5,14.9,35.8,-15.2,-15.1,9.4,23.8,-14.0,-21.2,5.6,-28.4,-21.5,-11.2,-2.4,-21.2,-18.8,7.4,6.6,8.5,26.3,40.6,-5.9,-15.3,-38.0,-11.7,0.7,-12.0,-12.1,6.5,-12.5,-15.4,21.9,-0.6,-0.9,-27.1,-7.8,3.9,-11.2,-19.3,-25.7,193.8,4.5,,,,,,
"meimoku","nen","対前年（同月）名目増加率_令和 3年","2021","",-,-,-,-,4.1,5.3,5.3,5.0,5.0,5.0,-24.2,6.7,10.4,11.8,-20.3,2.6,10.0,-15.1,8.5,5.7,-26.0,3.9,6.4,6.9,4.0,0.8,-5.5,0.0,-3.5,-5.5,-8.2,1.8,-4.7,8.5,15.0,4.3,9.9,-2.6,-0.8,-11.2,31.9,-5.7,-7.8,-6.7,-7.3,-1.1,2.0,2.3,46.0,20.7,2.5,-8.6,-20.2,-1.4,-31.0,1.3,1.4,11.9,-25.6,1.8,4.6,-34.6,1.7,0.8,-16.5,-8.6,8.9,9.9,-0.9,28.4,-4.4,2.7,-0.5,10.0,12.4,6.1,8.8,5.3,-8.3,8.7,13.4,20.2,-14.4,5.3,76.7,53.5,5.0,,,,,,
"meimoku","nen","対前年（同月）名目増加率_令和 4年","2022","",-,-,-,-,-6.3,-5.9,-5.7,-4.7,-5.3,-4.9,-10.7,-3.5,-11.9,-11.9,4.3,10.0,-4.1,68.2,-16.9,-13.0,-23.5,-5.6,-9.0,-8.9,-2.0,-2.5,-2.6,-10.5,-4.5,-1.6,-4.7,-5.2,-4.5,-2.5,-7.0,-3.0,-26.0,14.1,-4.4,10.2,-35.2,17.8,30.0,18.3,56.1,-3.8,-6.2,-17.0,-12.4,-3.7,-2.8,4.5,10.1,11.6,84.7,13.0,12.4,-9.3,13.1,5.9,10.5,28.8,-4.4,-1.3,-9.2,3.2,-7.5,-10.4,23.0,-24.9,-8.5,-2.0,-7.5,-24.4,14.5,5.2,-26.7,4.8,-8.4,14.5,-5.8,-1.7,-8.1,3.9,-53.9,-82.6,-9.5,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 1月","2022","1",-,-,-,-,-8.6,-11.0,-11.2,-5.2,-3.9,-5.8,26.3,34.6,-31.8,-31.7,-54.1,28.5,-20.4,139.5,47.9,-20.3,123.4,-7.7,-10.9,-10.5,5.6,-6.8,-6.2,-11.3,-5.7,1.7,-12.5,-13.9,-12.0,-0.9,-4.5,-13.8,-35.5,6.2,15.3,14.3,17.9,-2.9,3.8,0.3,43.3,-24.3,-18.6,-26.1,-57.1,-21.0,-17.5,-7.9,91.7,29.4,-94.0,36.2,21.5,-35.1,38.9,26.6,92.1,32.8,-20.7,11.7,1.1,-17.6,-31.3,36.6,38.1,68.2,9.9,-3.0,-6.7,-58.5,7.3,-2.7,-42.1,-2.4,-5.3,9.6,24.7,56.4,-18.6,6.0,-19.3,-100.0,-12.3,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 2月","2022","2",-,-,-,-,-11.3,-11.3,-13.9,-10.0,-8.9,-8.2,-62.4,-70.1,-27.5,-26.9,-51.9,61.7,20.7,151.7,37.0,10.0,-7.8,-10.1,-2.7,2.3,-10.4,-9.5,-2.3,-5.8,-2.8,2.6,-3.8,-3.6,-8.4,-9.4,-6.5,-15.7,-41.1,-15.5,3.8,16.9,-17.1,19.9,24.6,27.3,145.5,-1.0,-17.1,-25.0,-25.0,-33.1,-15.7,-6.8,18.2,-14.8,-100.0,-25.6,-35.4,-10.2,389.0,32.5,21.3,80.3,-15.4,-14.2,-14.2,4.4,-26.6,-17.8,-13.0,-24.0,-11.6,-29.0,-48.8,-83.8,56.4,12.4,-40.4,-1.1,6.5,35.3,-27.7,-12.4,-18.6,-8.6,-80.6,...,-16.4,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 3月","2022","3",-,-,-,-,-5.0,-9.2,-8.9,-7.6,-9.8,-7.6,4.9,-8.5,-16.0,-17.0,-4.3,-11.0,-41.5,146.2,-37.8,-23.0,234.6,-1.4,-14.6,-13.4,-14.4,-9.7,-4.8,-9.3,-2.5,1.3,-4.4,1.0,-4.2,-7.0,-12.0,-14.0,-35.6,-14.3,-9.2,-3.2,-39.4,10.4,22.9,4.3,145.9,-11.7,-34.5,-63.4,-91.7,186.0,-32.6,-2.2,90.5,11.9,20.0,16.0,-1.3,-37.6,19.0,6.6,6.7,100.4,4.5,-16.1,-5.7,3.9,12.6,-43.9,-8.2,-63.3,-28.4,-27.4,-35.3,-11.3,-12.3,-5.4,-46.5,-21.7,-25.3,26.0,-10.0,35.7,-24.2,-29.9,-90.4,...,-18.3,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 4月","2022","4",-,-,-,-,-16.9,-15.1,-14.9,-12.9,-12.9,-11.7,-12.9,-57.2,-25.2,-26.4,-8.8,48.5,-1.3,110.7,30.9,-30.0,-66.8,-16.2,-8.3,-4.8,-7.1,-7.9,-5.7,-8.8,-8.9,-3.1,-5.7,-7.3,-8.0,-8.9,-15.5,-10.4,-31.5,4.6,84.5,3.7,437.1,22.5,32.7,19.8,54.1,8.5,-34.5,-52.7,14.6,-39.7,-23.9,-5.5,-28.3,3.9,-98.6,18.1,-16.3,0.3,45.8,9.1,5.9,4.3,-3.4,-1.6,-34.8,22.4,-7.9,12.3,-11.4,55.2,-2.8,-20.6,-25.7,-14.5,20.1,-8.6,-66.0,6.8,-9.3,3.5,-36.6,-57.0,-47.6,25.7,62.8,...,-20.3,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 5月","2022","5",-,-,-,-,-18.9,-16.8,-16.2,-16.5,-16.2,-12.5,1.6,-71.8,-17.6,-19.2,13.1,6.5,-4.2,110.0,-64.4,-51.8,-58.9,-17.7,-16.8,-14.3,-12.7,-5.4,-12.6,-23.8,-17.7,-13.0,-13.5,-16.6,-11.9,-10.0,-9.9,-10.2,-34.0,47.5,5.8,17.8,-40.1,21.1,34.5,20.3,39.5,-3.6,-14.1,-27.0,151.7,-40.5,-6.8,-9.9,-30.0,16.2,50.0,16.7,48.0,1.6,13.7,23.6,-8.5,4.8,-8.6,14.7,-36.6,9.3,-17.1,-38.5,77.1,-68.6,-7.3,20.9,17.6,-22.0,35.1,13.5,-21.6,-7.2,-15.4,37.5,-44.7,-53.8,-56.0,17.7,-64.7,-100.0,-23.0,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 6月","2022","6",-,-,-,-,-9.9,-9.6,-9.4,-7.0,-9.1,-11.0,-19.4,-2.0,-23.7,-22.6,23.7,8.6,-42.6,316.7,41.8,-17.0,-34.3,-8.6,-9.2,-5.4,-1.0,-3.7,-5.0,-19.0,-12.4,-7.8,-6.1,-5.6,-2.5,-5.4,-11.3,-5.7,-27.9,29.2,9.6,11.2,0.0,8.0,14.4,23.6,-54.5,-10.8,16.0,37.6,124.6,109.8,-12.4,-2.4,21.2,-3.1,-71.2,-19.0,-0.1,-25.0,-46.7,3.9,27.4,118.9,16.8,-9.3,10.3,-14.4,43.5,12.4,52.6,12.8,-11.2,3.7,10.7,-48.1,-3.4,0.5,-57.8,-3.3,-16.7,17.5,-20.0,-11.1,-42.3,-12.3,-86.1,-64.8,-13.9,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 7月","2022","7",-,-,-,-,-15.5,-16.5,-16.5,-14.5,-15.4,-9.8,54.8,-26.5,-30.2,-29.8,17.5,-34.4,-48.7,33.5,-55.6,9.7,167.0,-14.2,-9.3,-3.6,-1.4,-1.7,-5.3,-15.5,-8.3,-3.0,-7.1,-8.1,-5.3,2.4,-8.9,-0.1,-22.0,23.5,-8.9,25.7,-65.4,19.3,28.5,21.6,18.9,2.6,-28.2,-43.3,21.3,-78.0,-7.1,1.9,-6.9,9.7,62.1,30.6,10.7,7.7,-64.0,-15.1,3.1,-19.9,-28.5,-17.7,-4.5,17.2,-43.8,-11.6,48.4,-32.5,-6.4,46.2,6.8,71.6,107.1,3.4,-35.1,-3.4,-9.7,16.7,2.1,15.0,-33.0,11.4,-48.7,-100.0,-20.5,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 8月","2022","8",-,-,-,-,-7.5,-3.9,-3.8,-2.3,-4.5,-6.2,-6.1,146.6,-16.9,-17.2,53.7,-37.1,-59.8,49.7,5.6,-0.5,-66.3,-6.9,0.6,4.4,12.1,-0.2,-2.2,-16.7,-8.7,-7.6,-1.8,-8.4,-5.6,-2.6,-11.2,2.0,-20.4,39.4,-21.1,13.2,-87.8,21.6,33.1,13.1,-27.4,10.8,8.9,16.2,105.8,-49.9,14.4,-2.3,18.4,39.3,...,88.1,14.6,-9.8,70.9,15.8,7.7,15.2,9.5,0.6,40.8,6.8,10.5,-4.2,57.8,-22.9,-0.7,13.0,57.2,-76.0,-22.7,42.5,42.8,45.1,3.1,46.5,43.5,76.6,-13.2,30.7,-21.5,-100.0,-10.1,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年 9月","2022","9",-,-,-,-,1.1,0.0,1.0,1.2,-1.2,1.5,-12.3,-4.5,0.9,0.6,-5.8,-22.5,23.7,-83.4,-26.8,-38.4,136.0,2.3,-30.5,-36.1,6.1,1.6,-9.1,-11.5,-4.8,-3.1,-6.5,1.9,-5.5,2.3,-8.8,6.8,-6.5,35.8,-14.6,-10.0,-42.4,17.9,32.8,10.5,-53.2,-6.8,19.3,-24.5,31.3,289.6,29.6,20.7,23.2,60.1,...,89.0,77.3,10.7,-28.4,36.3,9.5,20.4,-12.3,-2.5,45.0,2.6,-24.8,-0.5,8.4,1.0,-8.8,29.7,37.2,229.1,-1.5,2.1,26.3,29.8,-10.0,-9.2,6.2,-9.5,22.8,51.8,-39.5,-97.2,-3.5,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年10月","2022","10",-,-,-,-,1.8,2.9,4.9,1.4,-0.3,2.6,-37.2,-53.7,20.2,23.3,36.8,31.0,29.6,189.7,-10.9,-16.0,-58.7,0.0,3.0,0.9,0.9,3.1,9.4,0.2,7.1,1.6,4.2,-4.4,1.2,0.5,-1.3,-0.4,-28.2,13.4,19.1,41.0,-41.5,20.4,45.7,22.9,112.8,-18.0,-10.8,-30.4,-76.0,30.6,36.2,30.3,8.9,21.0,80.8,18.7,66.4,11.7,106.2,5.9,-4.6,14.5,9.6,1.3,-39.5,11.8,19.3,-23.5,20.5,-52.4,-5.5,-27.2,-31.8,11.9,-4.7,0.5,-62.6,25.4,-0.9,2.6,22.3,47.8,51.4,-1.6,-69.1,-,9.8,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年11月","2022","11",-,-,-,-,5.3,7.9,8.5,6.0,6.1,5.3,-40.5,324.9,19.0,24.3,22.9,75.3,187.3,11.1,-28.8,-43.2,-56.7,4.7,4.2,3.1,6.1,5.9,7.9,4.2,10.6,11.5,8.2,1.7,11.5,9.6,-3.8,18.6,-11.2,6.7,-17.3,-1.1,-60.4,37.6,48.1,36.5,61.4,19.2,24.2,94.1,-11.0,-55.6,10.0,16.4,13.2,6.3,18.8,-4.5,30.6,7.4,144.4,-7.5,-3.2,72.8,0.7,7.5,18.0,16.5,-9.3,-11.4,23.0,-37.3,0.8,42.9,76.7,-60.4,9.6,0.1,19.1,17.7,0.0,-10.4,10.5,0.7,118.1,-6.9,6.9,-100.0,8.1,,,,,,
"meimoku","tuki","対前年（同月）名目増加率_令和 4年12月","2022","12",-,-,-,-,6.7,8.8,9.1,8.0,8.4,8.0,68.6,7.4,15.0,11.9,17.4,4.2,48.0,-39.7,-8.0,2.2,-41.5,5.7,-3.5,-10.5,-2.2,3.0,6.2,-5.3,3.1,2.5,-3.8,2.7,-2.2,0.3,7.6,7.4,-12.9,9.5,-51.6,1.9,-84.1,25.4,43.9,31.4,18.9,-3.8,43.6,25.7,699.8,-4.1,17.6,26.5,-56.4,-9.7,...,-12.7,-14.3,-26.5,-35.8,-12.7,-7.9,-30.0,-0.9,21.9,-18.7,-8.9,-1.2,9.1,31.9,30.3,-21.7,4.4,-5.3,-31.3,25.2,7.7,84.4,-6.0,-11.2,11.2,0.8,0.7,26.7,-0.8,-50.6,-100.0,11.2,,,,,,
"jissitu","nen","対前年（同月）実質増加率_平成23年","2011","",-,-,-,-,-7.7,-7.8,-7.6,-9.2,-10.1,-6.3,-14.0,-24.1,12.0,11.8,-4.0,-40.5,-70.3,23.0,15.3,-4.9,-5.2,-7.3,-,-,-6.6,-0.4,1.1,-6.9,-1.7,-3.0,-1.0,-2.9,1.9,1.3,-0.3,10.7,1.7,-1.2,-6.8,3.8,-40.9,-8.0,-11.1,-7.1,-8.6,-3.4,-4.8,-9.6,19.7,6.1,-6.7,2.9,-19.0,-15.8,0.9,-18.6,-19.6,2.6,-,-9.8,-12.7,-22.3,-1.6,-0.8,-22.4,-8.0,3.4,-6.1,-15.3,-2.8,-1.8,0.5,5.7,-36.5,-9.5,-12.5,-13.0,-5.3,-9.9,-15.1,-,-12.7,-,-,-,-,-,,,,,,
"jissitu","nen","対前年（同月）実質増加率_平成24年","2012","",-,-,-,-,2.3,2.0,2.2,1.1,1.8,0.4,-0.1,6.2,15.1,14.7,-11.3,17.5,31.1,12.2,6.5,-4.0,25.6,1.8,-,-,3.7,1.5,-3.8,0.3,-0.9,5.5,0.5,-2.2,0.9,-2.6,3.6,1.6,10.2,3.8,8.9,-3.6,78.1,2.0,0.3,5.9,8.0,0.7,12.1,22.8,90.8,4.7,4.6,2.0,-29.5,8.6,-13.7,7.3,15.8,4.1,-,4.8,11.0,13.0,5.7,7.0,12.9,8.6,3.6,8.3,16.2,9.2,1.6,-4.9,-3.8,4.2,-8.3,2.5,-4.7,5.5,-10.0,5.1,-,3.8,-,-,-,-,-,,,,,,
"jissitu","nen","対前年（同月）実質増加率_平成25年","2013","",-,-,-,-,0.4,0.7,1.7,0.7,1.5,0.0,16.5,4.2,10.6,9.0,0.0,-31.9,-9.2,-69.6,16.1,-18.6,-17.0,0.2,-,-,4.3,4.2,4.8,0.7,6.5,1.8,0.4,-2.3,3.5,10.4,1.5,12.7,-1.4,5.7,16.5,19.2,8.0,-3.7,-0.4,-7.1,-17.6,-3.5,8.3,24.5,-46.6,55.7,1.8,10.2,20.3,4.3,-11.5,6.0,0.4,11.0,-,4.5,7.9,-6.2,1.2,3.9,-3.2,4.6,0.0,9.8,1.1,18.9,5.0,-1.8,-0.2,-4.1,-6.9,2.4,1.7,5.8,2.2,1.5,-,4.3,-,-,-,-,-,,,,,,
"jissitu","nen","対前年（同月）実質増加率_平成26年","2014","",-,-,-,-,-1.7,-1.9,-2.2,-0.6,-2.0,-1.4,-3.0,4.2,-11.9,-11.1,-30.1,60.8,-21.3,334.3,14.8,-5.1,15.1,-2.7,-,-,-5.7,-2.5,-2.5,-3.2,2.3,0.5,2.6,5.0,0.7,-2.2,1.0,-6.5,0.7,-8.5,-11.6,-12.7,-7.4,-5.0,-6.8,-2.8,-0.7,-4.1,5.7,12.6,19.8,-12.7,1.6,0.3,16.3,0.5,90.1,-3.0,1.6,-4.3,-,1.8,6.5,0.4,-8.7,-0.5,-17.9,-5.7,-11.0,-5.4,-9.4,-4.0,-3.9,-10.4,-13.9,-14.8,2.8,-1.4,-5.8,-1.1,-9.8,0.3,-,-4.8,-,-,-,-,-,,,,,,
"jissitu","nen","対前年（同月）実質増加率_平成27年","2015","",-,-,-,-,-2.9,-2.6,-3.1,-3.6,-1.3,-3.6,3.5,-4.0,3.3,2.2,-22.5,-20.1,24.7,-35.4,-32.9,18.8,-19.8,-2.3,-,-,-0.7,0.6,-0.9,-0.4,-3.9,2.6,0.7,3.0,1.4,-1.7,-0.6,-1.8,2.3,4.5,-4.9,-2.8,-11.0,-0.3,-3.2,4.7,-22.0,0.1,-8.5,-15.4,2.1,-6.4,-6.6,-5.2,-2.7,-2.6,-16.6,6.8,-6.5,-11.6,-,-10.1,-7.2,-14.8,0.6,-0.2,9.3,-9.7,3.8,-8.0,-5.3,-18.6,5.6,18.6,25.7,15.3,-0.4,-4.7,-23.5,-9.0,1.9,-2.1,-,-0.5,-,-,-,-,-,,,,,,
"jissitu","nen","対前年（同月）実質増加率_平成28年","2016","",-,-,-,-,5.5,5.8,5.7,2.5,0.5,2.0,-2.5,5.5,26.5,26.4,90.8,34.3,113.1,-8.6,-29.2,3.3,-20.8,5.3,-,-,0.8,0.6,-0.5,-4.2,0.1,6.6,-5.0,-6.1,0.1,-1.3,7.5,8.2,-9.5,2.6,-3.9,-1.1,-13.8,-1.7,-0.9,-4.2,3.1,-0.2,2.8,-0.4,0.9,13.6,-5.8,13.9,-0.4,-0.6,-72.6,-0.1,4.0,9.2,-,-9.2,-6.4,13.4,2.1,-2.3,22.5,17.0,-3.9,-5.9,5.8,-23.4,4.2,12.1,10.7,-22.4,19.1,1.0,6.0,12.2,-7.7,-1.3,-,2.9,-,-,-,-,-,,,,,,
"jissitu","nen","対前年（同月）実質増加率_平成29年","2017","",-,-,-,-,-4.4,-4.6,-4.7,-3.0,-4.4,-1.1,13.1,-14.3,-12.9,-13.1,-32.3,-23.2,-35.8,-13.2,27.1,3.1,11.5,-3.5,-,-,1.9,-0.8,0.7,-9.5,0.3,-5.5,-1.4,-7.0,2.8,0.3,2.2,-2.7,9.4,-0.9,4.3,-7.8,50.0,2.8,1.0,5.5,-6.3,3.1,-0.3,8.1,-26.0,-27.8,4.3,3.5,-1.2,-5.8,42.9,-5.2,-4.2,-11.1,-,-1.1,-8.2,-12.5,0.2,9.0,30.7,-4.8,-4.2,20.0,3.1,57.0,3.7,-4.1,-3.4,24.3,-7.4,2.2,44.0,-1.8,-2.8,0.7,-,-5.4,-,-,-,-,-,,,,,,
"jissitu","nen","対前年（同月）実質増加率_平成30年","2018","",-,-,-,-,7.7,8.0,6.9,4.0,5.5,-0.9,31.4,31.5,22.2,26.2,98.8,95.5,108.3,100.0,43.0,18.6,-16.5,6.3,-,-,-4.1,-1.2,-0.3,-7.2,-2.4,-2.5,-2.3,-2.5,-0.3,3.5,0.9,5.7,-13.4,0.1,-4.3,3.4,-22.0,-2.2,-0.7,-5.9,5.2,-0.7,-7.3,-20.9,-3.3,18.3,-6.1,-2.8,10.7,-4.2,-18.8,-3.6,-9.3,-0.8,-,-5.4,6.5,-11.4,-0.2,-8.9,-22.3,-1.3,7.3,-8.5,3.3,-23.8,2.2,4.1,6.0,-26.8,-0.4,-8.6,-25.9,-8.0,-6.6,-6.8,-,-1.1,-,-,-,-,-,,,,,,
"jissitu","nen","対前年（同月）実質増加率_平成31年・令和元年","2019","",-,-,-,-,5.6,4.9,4.6,2.9,2.5,1.8,0.5,8.1,13.4,11.8,19.8,-2.9,-18.8,-2.9,73.1,11.6,85.6,6.2,-,-,1.0,1.8,0.1,-0.9,-1.0,-1.0,0.1,1.0,-0.6,1.0,2.2,1.2,17.9,3.1,-1.8,-9.3,21.4,-1.6,-2.8,1.0,9.4,-2.6,9.0,4.7,55.2,21.1,12.1,2.5,-6.4,-0.9,66.5,1.3,-1.8,-9.5,-,1.1,-9.7,3.1,7.9,10.5,-12.7,-2.1,13.7,7.5,7.4,19.5,-3.7,-4.6,-7.1,26.2,2.3,2.7,33.8,9.8,-0.6,-2.0,-,4.1,-,-,-,-,-,,,,,,
