"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
"2","7","9","4","3","0","873","自動車教習料",436,96.4,-,-,301,321,1201,2036,2,52,54
"2","7","9","4","3","0","874","家事月謝",60,20.0,33,6,20,2,41,49,65,104,21
"2","7","9","4","3","0","879","他の月謝類",679,-14.7,1282,869,816,1677,652,778,765,243,173
"2","6","9","4","4","0","0","他の教養娯楽サービス",11321,6.2,11586,10325,12773,12690,12723,12845,12381,9789,8855
"2","7","9","4","4","880 88A 88B","0","放送受信料",2497,-4.2,929,959,1609,1660,2240,3089,3278,3079,2857
"2","7","9","4","4","880 88A 88B","88A","ＮＨＫ放送受信料",1198,-3.6,843,673,996,959,956,1278,1355,1436,1373
"2","7","9","4","4","880 88A 88B","88B","ケーブルテレビ放送受信料",1141,-1.7,79,256,519,653,1189,1575,1635,1433,1352
"2","7","9","4","4","880 88A 88B","880","他の放送受信料",159,-21.3,6,30,94,48,95,235,288,210,132
"2","7","9","4","4","877 878 881-886","0","入場・観覧・ゲーム代",4059,22.2,4532,4412,4230,5128,4918,4315,4507,3209,3043
"2","7","9","4","4","877 878 881-886","882","映画・演劇等入場料",811,25.0,1712,791,754,956,864,996,762,602,697
"2","7","9","4","4","877 878 881-886","883","スポーツ観覧料",108,-33.3,274,11,181,30,209,331,31,43,9
"2","7","9","4","4","877 878 881-886","877","ゴルフプレー料金",802,-27.0,304,77,48,1165,453,597,1337,1068,1284
"2","7","9","4","4","877 878 881-886","878","スポーツクラブ使用料",874,53.6,307,244,473,748,1732,1229,613,871,676
"2","7","9","4","4","877 878 881-886","881","他のスポーツ施設使用料",338,76.0,157,172,563,266,340,113,1261,212,121
"2","7","9","4","4","877 878 881-886","884","文化施設入場料",244,50.6,507,447,528,250,238,216,174,146,83
"2","7","9","4","4","877 878 881-886","886","遊園地入場・乗物代",418,97.2,538,1449,1021,849,566,394,157,30,26
"2","7","9","4","4","877 878 881-886","885","他の入場・ゲーム代",464,66.9,735,1220,663,864,517,439,172,237,146
"2","7","9","4","4","0","888","諸会費",273,12.3,87,138,128,255,261,120,252,396,465
"2","7","9","4","4","0","887","写真撮影・プリント代",301,-24.2,799,798,918,499,365,80,99,75,85
"2","7","9","4","4","0","88X","教養娯楽賃借料",86,38.7,122,88,49,159,60,60,32,97,70
"2","7","9","4","4","0","88Y","インターネット接続料",2789,-5.8,3060,2763,3425,2999,3163,3590,3101,2210,1601
"2","7","9","4","4","0","889","他の教養娯楽サービスのその他",1316,22.5,2059,1167,2413,1992,1716,1591,1112,724,735
"2","4","10","0","0","0","0","その他の消費支出",48553,-4.9,44650,48469,38499,47261,55465,58660,69114,41657,39322
"2","5","10","1","0","0","0","諸雑費",29401,3.4,37881,37815,24520,26504,32769,32805,45921,22494,19841
"2","6","10","1","1","0","0","理美容サービス",3822,-4.9,4174,3141,3653,4105,4654,5093,4412,3143,2768
"2","7","10","1","1","0","890","温泉・銭湯入浴料",124,11.7,117,116,151,220,77,115,279,73,60
"2","7","10","1","1","0","891","理髪料",412,-5.7,242,217,263,474,467,549,345,447,408
"2","7","10","1","1","0","892","パーマネント代",215,-4.0,148,163,7,143,221,117,127,336,428
"2","7","10","1","1","0","894","カット代",575,3.8,441,499,557,644,548,647,633,567,469
"2","7","10","1","1","0","899","他の理美容代",2497,-7.3,3226,2146,2673,2624,3342,3665,3029,1721,1403
"2","6","10","1","2","0","0","理美容用品",5356,1.1,6214,7554,5484,5845,6812,6096,6097,4006,3483
"2","7","10","1","2","0","900","理美容用電気器具",264,-1.1,219,534,398,316,454,269,275,136,122
"2","7","10","1","2","0","901","歯ブラシ",186,3.9,187,179,200,233,211,246,198,150,127
"2","7","10","1","2","0","903","他の理美容用品",240,18.8,397,392,245,245,236,188,160,228,238
"2","7","10","1","2","904-915","0","石けん類・化粧品",4666,0.4,5411,6449,4641,5052,5911,5393,5464,3493,2996
"2","7","10","1","2","904-915","904","浴用・洗顔石けん",621,0.6,879,815,749,846,919,784,623,351,274
"2","7","10","1","2","904-915","905","シャンプー",349,-0.3,403,550,511,469,432,451,372,194,149
"2","7","10","1","2","904-915","908","ヘアコンディショナー",252,6.3,240,319,387,278,403,386,266,126,99
"2","7","10","1","2","904-915","906","歯磨き",341,-1.4,287,233,339,368,367,355,379,338,329
"2","7","10","1","2","904-915","907","整髪・養毛剤",235,9.8,216,250,198,253,259,403,235,192,178
"2","7","10","1","2","904-915","909","化粧クリーム",412,-1.2,572,667,320,474,483,388,467,332,278
"2","7","10","1","2","904-915","910","化粧水",314,-16.5,422,258,227,272,497,371,361,261,176
"2","7","10","1","2","904-915","914","乳液",133,-0.7,181,210,77,113,138,125,196,118,81
"2","7","10","1","2","904-915","911","ファンデーション",163,19.9,152,329,178,190,210,152,179,116,109
"2","7","10","1","2","904-915","912","口紅",55,19.6,120,144,73,67,65,37,53,28,26
"2","7","10","1","2","904-915","915","ヘアカラーリング剤",114,-18.6,48,60,76,75,104,178,159,125,87
"2","7","10","1","2","904-915","913","他の化粧品",1677,2.6,1892,2617,1506,1647,2035,1763,2176,1314,1212
"2","6","10","1","3","0","0","身の回り用品",2514,-4.4,2604,3651,2966,2504,5464,2705,3466,1107,898
"2","7","10","1","3","0","920","傘",119,0.8,107,125,193,170,220,79,118,74,60
"2","7","10","1","3","924-927","0","かばん類",1018,0.1,1144,2115,1504,1175,1235,1390,1150,513,414
"2","7","10","1","3","924-927","924","ハンドバッグ",453,-8.1,387,1303,746,530,518,512,449,208,127
"2","7","10","1","3","924-927","925","通学用かばん",99,-3.9,-,331,226,115,8,7,146,89,93
"2","7","10","1","3","924-927","926","旅行用かばん",89,14.1,39,41,7,98,73,384,163,27,17
"2","7","10","1","3","924-927","927","他のバッグ",378,10.2,718,440,526,432,635,486,392,189,176
"2","7","10","1","3","0","928","アクセサリー",409,-38.5,528,842,321,267,1479,162,275,158,73
"2","7","10","1","3","0","930","腕時計",262,8.3,182,2,221,110,1514,100,6,70,107
"2","7","10","1","3","0","932","他の身の回り用品",503,-3.3,531,519,623,752,889,898,344,245,191
"2","7","10","1","3","0","935","身の回り用品関連サービス",202,192.8,113,48,104,31,127,76,1573,47,54
"2","6","10","1","4","0","940","たばこ",975,-0.8,1497,1168,926,1296,1258,1463,729,666,354
"2","6","10","1","5","0","0","他の諸雑費",16733,7.9,23393,22303,11492,12753,14582,17449,31215,13571,12338
"2","7","10","1","5","0","950","信仰・祭祀費",2170,57.4,119,243,358,368,834,1999,11067,1949,2008
"2","7","10","1","5","0","955","祭具・墓石",490,152.6,5,11,16,116,118,274,2393,553,707
"2","7","10","1","5","0","956","婚礼関係費",1683,-21.0,14158,10951,-,408,-,-,-,-,-
"2","7","10","1","5","0","957","葬儀関係費",1909,648.6,-,-,64,-,310,1509,7970,2403,1392
"2","7","10","1","5","0","958","他の冠婚葬祭費",43,-61.6,-,-,-,19,-,18,33,91,150
"2","7","10","1","5","0","95X","医療保険料",1692,-0.8,647,1150,1067,1925,1803,1600,2338,1830,1559
"2","7","10","1","5","0","952","他の非貯蓄型保険料",4714,-7.5,2230,2493,4705,5201,6572,7385,5611,3846,3340
"2","7","10","1","5","0","953","寄付金",1510,40.3,1408,1923,1741,1423,3478,2932,584,675,591
"2","7","10","1","5","0","954","保育費用",801,-23.6,4066,4910,1982,1413,109,-,1,-,-
"2","7","10","1","5","0","951","介護サービス",565,-15.8,-,-,207,96,200,217,86,1217,1589
"2","7","10","1","5","0","959","他の諸雑費のその他",1155,-37.2,760,623,1353,1784,1158,1515,1135,1007,1004
"2","5","10","2","0","0","0","こづかい",6543,-8.1,1355,3085,4376,6338,12795,11303,5810,5433,4889
"2","6","10","2","0","0","960","世帯主こづかい",4825,-9.6,1131,1949,3426,4395,9003,8390,4536,4138,3978
"2","6","10","2","0","0","961","他のこづかい",1719,-3.6,224,1136,949,1943,3793,2912,1274,1295,911
"2","5","10","3","0","0","0","交際費",10603,0.2,4894,7137,8938,8722,8898,9189,15433,12461,13980
"2","6","10","3","6","0","970","贈与金",6406,6.2,2557,2777,2836,3911,3836,4707,11435,8877,10624
"2","7","10","3","6","0","0","贈与金",6406,6.2,2557,2777,2836,3911,3836,4707,11435,8877,10624
"2","6","10","3","7","0","0","他の交際費",4198,-7.7,2336,4360,6102,4812,5063,4482,3997,3585,3356
"2","7","10","3","7","0","971","つきあい費",299,-13.8,314,417,1016,367,478,375,202,75,25
"2","7","10","3","7","0","973","住宅関係負担費",3299,-8.2,1237,3214,4287,3356,3738,3210,3391,3214,2988
"2","7","10","3","7","0","972","他の負担費",599,-1.3,785,729,800,1088,847,896,406,295,343
"2","5","10","4","0","0","0","仕送り金",2005,-59.2,521,433,666,5696,1002,5363,1952,1269,612
"2","6","10","4","0","0","980","国内遊学仕送り金",841,-74.5,-,220,54,4444,437,2479,848,-,-
"2","6","10","4","0","0","981","他の仕送り金",1164,-27.7,521,213,612,1252,566,2884,1103,1269,612
"2","3","0","0","0","0","0","土地家屋購入",4941,-72.3,-,6319,24409,2771,-,1861,2742,5172,-
"","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","","","","","","","","","",""
"第１０表　世帯主年齢階層別１世帯当たり年平均１か月間の品目別生計支出　―　全　世　帯　―　","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　2：生計支出）","","","","","","","","","","","","","","","","","",""
