発火源および経過,火災件数／計,火災件数／建物／小計,火災件数／建物／全焼,火災件数／建物／半焼,火災件数／建物／部分焼,火災件数／建物／ぼや,火災件数／車両,火災件数／船舶,火災件数／航空機,火災件数／林野,火災件数／その他,焼損床面積(m2),損害額(千円)／建物(収容物含む),損害額(千円)／建物以外,死者,傷者
5高温の固体／51高温気体で熱せられたもの／排気管／蓄積過熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,82,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／可燃物が落下する,28,－,－,－,－,－,27,－,－,－,1,－,－,20413,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／可燃物が火源に触れる,16,1,－,－,－,1,15,－,－,－,－,－,21,11161,－,2
5高温の固体／51高温気体で熱せられたもの／排気管／構造不完全,1,－,－,－,－,－,1,－,－,－,－,－,－,17,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／改悪する,3,－,－,－,－,－,3,－,－,－,－,－,－,2562,－,－
5高温の固体／51高温気体で熱せられたもの／排気ダクト,1,1,－,－,－,1,－,－,－,－,－,－,3131,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気ダクト／蓄積過熱する,1,1,－,－,－,1,－,－,－,－,－,－,3131,－,－,－
5高温の固体／51高温気体で熱せられたもの／スチーム乾燥器,1,1,－,－,－,1,－,－,－,－,－,－,506,－,－,－
5高温の固体／51高温気体で熱せられたもの／スチーム乾燥器／蓄積過熱する,1,1,－,－,－,1,－,－,－,－,－,－,506,－,－,－
5高温の固体／52摩擦により熱せられたもの,13,4,－,－,－,4,8,－,－,－,1,－,36439,2752,－,－
5高温の固体／52摩擦により熱せられたもの／軸受,3,2,－,－,－,2,1,－,－,－,－,－,410,2,－,－
5高温の固体／52摩擦により熱せられたもの／軸受／摩擦により発熱する,3,2,－,－,－,2,1,－,－,－,－,－,410,2,－,－
5高温の固体／52摩擦により熱せられたもの／切削工具,1,1,－,－,－,1,－,－,－,－,－,－,35800,－,－,－
5高温の固体／52摩擦により熱せられたもの／切削工具／摩擦により発熱する,1,1,－,－,－,1,－,－,－,－,－,－,35800,－,－,－
5高温の固体／52摩擦により熱せられたもの／クラッチ,1,－,－,－,－,－,1,－,－,－,－,－,－,260,－,－
5高温の固体／52摩擦により熱せられたもの／クラッチ／摩擦により発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,260,－,－
5高温の固体／52摩擦により熱せられたもの／Ｖベルト,1,1,－,－,－,1,－,－,－,－,－,－,229,45,－,－
5高温の固体／52摩擦により熱せられたもの／Ｖベルト／摩擦により発熱する,1,1,－,－,－,1,－,－,－,－,－,－,229,45,－,－
5高温の固体／52摩擦により熱せられたもの／ブレーキライニング,1,－,－,－,－,－,1,－,－,－,－,－,－,12,－,－
5高温の固体／52摩擦により熱せられたもの／ブレーキライニング／伝導過熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,12,－,－
5高温の固体／52摩擦により熱せられたもの／プロペラシャフト,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
5高温の固体／52摩擦により熱せられたもの／プロペラシャフト／摩擦により発熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
5高温の固体／52摩擦により熱せられたもの／タイヤとタイヤの摩擦,1,－,－,－,－,－,1,－,－,－,－,－,－,17,－,－
5高温の固体／52摩擦により熱せられたもの／タイヤとタイヤの摩擦／摩擦により発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,17,－,－
5高温の固体／52摩擦により熱せられたもの／タイヤと路面との摩擦,3,－,－,－,－,－,3,－,－,－,－,－,－,2413,－,－
5高温の固体／52摩擦により熱せられたもの／タイヤと路面との摩擦／摩擦により発熱する,3,－,－,－,－,－,3,－,－,－,－,－,－,2413,－,－
5高温の固体／52摩擦により熱せられたもの／車両と路面の間に挾った紙,1,－,－,－,－,－,1,－,－,－,－,－,－,3,－,－
5高温の固体／52摩擦により熱せられたもの／車両と路面の間に挾った紙／摩擦により発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,3,－,－
5高温の固体／53高温の固体,25,13,－,－,1,12,5,－,－,－,7,－,10134,675,－,1
5高温の固体／53高温の固体／溶融金属,4,4,－,－,1,3,－,－,－,－,－,－,590,－,－,1
5高温の固体／53高温の固体／溶融金属／高温の飛沫が飛ぶ,2,2,－,－,－,2,－,－,－,－,－,－,3,－,－,1
5高温の固体／53高温の固体／溶融金属／火源が落下する,2,2,－,－,1,1,－,－,－,－,－,－,587,－,－,－
5高温の固体／53高温の固体／焼入金属,2,2,－,－,－,2,－,－,－,－,－,－,5376,－,－,－
5高温の固体／53高温の固体／焼入金属／引火する,1,1,－,－,－,1,－,－,－,－,－,－,56,－,－,－
5高温の固体／53高温の固体／焼入金属／高温物が触れる,1,1,－,－,－,1,－,－,－,－,－,－,5320,－,－,－
5高温の固体／53高温の固体／溶融片,13,4,－,－,－,4,2,－,－,－,7,－,2703,248,－,－
5高温の固体／53高温の固体／溶融片／火源が落下する,13,4,－,－,－,4,2,－,－,－,7,－,2703,248,－,－
5高温の固体／53高温の固体／溶解ガラス,1,－,－,－,－,－,1,－,－,－,－,－,－,297,－,－
5高温の固体／53高温の固体／溶解ガラス／高温物が触れる,1,－,－,－,－,－,1,－,－,－,－,－,－,297,－,－
5高温の固体／53高温の固体／赤熱したスケール,1,1,－,－,－,1,－,－,－,－,－,－,290,－,－,－
5高温の固体／53高温の固体／赤熱したスケール／高温物が触れる,1,1,－,－,－,1,－,－,－,－,－,－,290,－,－,－
5高温の固体／53高温の固体／熱せられた金属製品,4,2,－,－,－,2,2,－,－,－,－,－,1175,130,－,－
5高温の固体／53高温の固体／熱せられた金属製品／高温物が触れる,1,－,－,－,－,－,1,－,－,－,－,－,－,130,－,－
5高温の固体／53高温の固体／熱せられた金属製品／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,1173,－,－,－
5高温の固体／53高温の固体／熱せられた金属製品／火源が動いて接触する,2,1,－,－,－,1,1,－,－,－,－,－,2,－,－,－
6自然発火､再燃を起こす物品,138,81,5,4,9,63,10,－,－,－,47,572,147879,696,－,17
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの,5,5,1,－,－,4,－,－,－,－,－,56,32662,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／セルロイド,1,1,－,－,－,1,－,－,－,－,－,－,74,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／セルロイド／自然発火する,1,1,－,－,－,1,－,－,－,－,－,－,74,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／ラテックス,1,1,－,－,－,1,－,－,－,－,－,－,6778,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／ラテックス／余熱で発熱する,1,1,－,－,－,1,－,－,－,－,－,－,6778,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／研磨ゴム,1,1,－,－,－,1,－,－,－,－,－,－,456,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／研磨ゴム／余熱で発熱する,1,1,－,－,－,1,－,－,－,－,－,－,456,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／PVFスポンジ,1,1,1,－,－,－,－,－,－,－,－,56,14420,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／PVFスポンジ／蓄積過熱する,1,1,1,－,－,－,－,－,－,－,－,56,14420,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／シラン,1,1,－,－,－,1,－,－,－,－,－,－,10934,－,－,－
6自然発火､再燃を起こす物品／61酸化で自然発火し易いもの／シラン／自然発火する,1,1,－,－,－,1,－,－,－,－,－,－,10934,－,－,－
6自然発火､再燃を起こす物品／62湿気で自然発火し易いもの,6,2,－,－,－,2,2,－,－,－,2,－,36,136,－,－
6自然発火､再燃を起こす物品／62湿気で自然発火し易いもの／石灰,2,1,－,－,－,1,－,－,－,－,1,－,25,1,－,－
6自然発火､再燃を起こす物品／62湿気で自然発火し易いもの／石灰／反応が急激に起る,2,1,－,－,－,1,－,－,－,－,1,－,25,1,－,－
6自然発火､再燃を起こす物品／62湿気で自然発火し易いもの／金属粉,2,1,－,－,－,1,－,－,－,－,1,－,11,－,－,－
6自然発火､再燃を起こす物品／62湿気で自然発火し易いもの／金属粉／酸化発熱する,2,1,－,－,－,1,－,－,－,－,1,－,11,－,－,－
6自然発火､再燃を起こす物品／62湿気で自然発火し易いもの／さらし粉,2,－,－,－,－,－,2,－,－,－,－,－,－,135,－,－
6自然発火､再燃を起こす物品／62湿気で自然発火し易いもの／さらし粉／異物が混入して発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－
6自然発火､再燃を起こす物品／62湿気で自然発火し易いもの／さらし粉／薬品類が互いに混触,1,－,－,－,－,－,1,－,－,－,－,－,－,135,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類,17,12,－,－,1,11,2,－,－,－,3,11,6786,17,－,
6自然発火､再燃を起こす物品／63自然発火し易い油類／油布,1,1,－,－,1,－,－,－,－,－,－,8,2684,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／油布／自然発火する,1,1,－,－,1,－,－,－,－,－,－,8,2684,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／油ぼろ,1,1,－,－,－,1,－,－,－,－,－,－,765,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／油ぼろ／自然発火する,1,1,－,－,－,1,－,－,－,－,－,－,765,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／揚げ玉,3,3,－,－,－,3,－,－,－,－,－,－,139,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／揚げ玉／余熱で発火する,3,3,－,－,－,3,－,－,－,－,－,－,139,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／揚げかす,10,7,－,－,－,7,－,－,－,－,3,3,3198,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／揚げかす／自然発火する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／揚げかす／余熱で発火する,9,6,－,－,－,6,－,－,－,－,3,3,3198,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／切削くず,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／切削くず／酸化発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／塗料かす,1,－,－,－,－,－,1,－,－,－,－,－,－,17,－,－
6自然発火､再燃を起こす物品／63自然発火し易い油類／塗料かす／酸化発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,17,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの,109,62,4,4,8,46,6,－,－,－,41,505,108395,542,－,17
6自然発火､再燃を起こす物品／64再燃し易いもの／取灰,11,4,2,－,－,2,1,－,－,－,6,115,30945,35,－,2
6自然発火､再燃を起こす物品／64再燃し易いもの／取灰／消したはずの物が再燃,2,1,1,－,－,－,－,－,－,－,1,15,894,8,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／取灰／不適当な所に捨てる,9,3,1,－,－,2,1,－,－,－,5,100,30051,27,－,2
6自然発火､再燃を起こす物品／64再燃し易いもの／消した炭,2,1,－,－,1,－,－,－,－,－,1,20,3873,－,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消した炭／不適当な所に捨てる,2,1,－,－,1,－,－,－,－,－,1,20,3873,－,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／綿,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／綿／消したはずの物が再燃,1,1,－,－,－,－,1,－,－,－,－,－,1,－,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／ふとん類,74,48,2,4,6,36,1,－,－,－,25,370,73069,53,－,14
6自然発火､再燃を起こす物品／64再燃し易いもの／ふとん類／消したはずの物が再燃,74,48,2,4,6,36,1,－,－,－,25,370,73069,53,－,14
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずのタオル,1,－,－,－,－,－,1,－,－,－,－,－,－,249,－,1
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずのタオル／消したはずの物が再燃,1,－,－,－,－,－,1,－,－,－,－,－,－,249,－,1
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずのごみくず,3,－,－,－,－,－,1,－,－,－,2,－,－,－,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずのごみくず／消したはずの物が再燃,3,－,－,－,－,－,1,－,－,－,2,－,－,－,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずの廃材,8,2,－,－,1,1,2,－,－,－,4,－,423,120,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずの廃材／消したはずの物が再燃,8,2,－,－,1,1,2,－,－,－,4,－,423,120,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずのセーター,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずのセーター／消したはずの物が再燃,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずの木材,3,1,－,－,－,1,－,－,－,－,2,－,5,84,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずの木材／消したはずの物が再燃,3,1,－,－,－,1,－,－,－,－,2,－,5,84,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずの枕,5,4,－,－,－,4,－,－,－,－,1,－,78,1,－,－
6自然発火､再燃を起こす物品／64再燃し易いもの／消したはずの枕／消したはずの物が再燃,5,4,－,－,－,4,－,－,－,－,1,－,78,1,－,－
6自然発火､再燃を起こす物品／69その他(自然発火､再燃),1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
6自然発火､再燃を起こす物品／69その他(自然発火､再燃)／野積のごみ,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
6自然発火､再燃を起こす物品／69その他(自然発火､再燃)／野積のごみ／放火,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
7危険物品,74,18,3,1,－,14,6,－,－,1,49,993,172561,6688,1,29
7危険物品／71火薬類,71,16,2,1,－,13,6,－,－,1,48,822,137094,6688,1,27
7危険物品／71火薬類／火薬,2,2,－,1,－,1,－,－,－,－,－,721,124216,1014,1,26
7危険物品／71火薬類／火薬／反応が急激に起る,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
7危険物品／71火薬類／火薬／接炎する,1,1,－,1,－,－,－,－,－,－,－,721,124216,1014,1,26
7危険物品／71火薬類／花火(玩具用煙火),64,13,2,－,－,11,2,－,－,1,48,101,12798,1241,－,1
7危険物品／71火薬類／花火(玩具用煙火)／火の粉が散る,8,1,－,－,－,1,－,－,－,－,7,－,－,5,－,－
7危険物品／71火薬類／花火(玩具用煙火)／火源が落下する,16,6,1,－,－,5,－,－,－,1,9,30,11228,109,－,－
7危険物品／71火薬類／花火(玩具用煙火)／火源が動いて接触する,13,1,－,－,－,1,－,－,－,－,12,－,－,1,－,－
7危険物品／71火薬類／花火(玩具用煙火)／接炎する,10,3,1,－,－,2,－,－,－,－,7,71,1520,11,－,1
7危険物品／71火薬類／花火(玩具用煙火)／不適当な所に捨てる,5,－,－,－,－,－,－,－,－,－,5,－,－,－,－,－
7危険物品／71火薬類／花火(玩具用煙火)／放火,10,1,－,－,－,1,2,－,－,－,7,－,50,1115,－,－
7危険物品／71火薬類／花火(玩具用煙火)／放火の疑い,2,1,－,－,－,1,－,－,－,－,1,－,－,－,－,－
7危険物品／71火薬類／発煙筒,5,1,－,－,－,1,4,－,－,－,－,－,80,4433,－,－
7危険物品／71火薬類／発煙筒／放火,4,1,－,－,－,1,3,－,－,－,－,－,80,4418,－,－
7危険物品／71火薬類／発煙筒／火遊び,1,－,－,－,－,－,1,－,－,－,－,－,－,15,－,－
7危険物品／74酸化性固体,3,2,1,－,－,1,－,－,－,－,1,171,35467,－,－,2
7危険物品／74酸化性固体／硝酸塩,1,1,1,－,－,－,－,－,－,－,－,171,35030,－,－,2
7危険物品／74酸化性固体／硝酸塩／異物が混入して発熱する,1,1,1,－,－,－,－,－,－,－,－,171,35030,－,－,2
7危険物品／74酸化性固体／塩素酸塩,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
7危険物品／74酸化性固体／塩素酸塩／摩擦により発熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
7危険物品／74酸化性固体／ブロム酸ソーダ,1,1,－,－,－,1,－,－,－,－,－,－,437,－,－,－
7危険物品／74酸化性固体／ブロム酸ソーダ／薬品類が互いに混触,1,1,－,－,－,1,－,－,－,－,－,－,437,－,－,－
8天災,22,14,－,2,1,11,－,－,－,－,8,97,28499,150,－,－
8天災／81雷,22,14,－,2,1,11,－,－,－,－,8,97,28499,150,－,－
8天災／81雷／直接雷,7,5,－,1,－,4,－,－,－,－,2,40,14423,14,－,－
8天災／81雷／直接雷／落雷する,7,5,－,1,－,4,－,－,－,－,2,40,14423,14,－,－
8天災／81雷／間接雷,13,7,－,1,1,5,－,－,－,－,6,57,11092,136,－,－
8天災／81雷／間接雷／落雷する,13,7,－,1,1,5,－,－,－,－,6,57,11092,136,－,－
8天災／81雷／凹面鏡,2,2,－,－,－,2,－,－,－,－,－,－,2984,－,－,－
8天災／81雷／凹面鏡／収れん,2,2,－,－,－,2,－,－,－,－,－,－,2984,－,－,－
9不明,2163,992,124,64,67,737,307,－,－,6,858,24876,5549593,145050,32,156
9不明／99不明,2163,992,124,64,67,737,307,－,－,6,858,24876,5549593,145050,32,156
9不明／99不明／不明,2163,992,124,64,67,737,307,－,－,6,858,24876,5549593,145050,32,156
9不明／99不明／不明／引火する,10,2,－,－,－,2,7,－,－,－,1,－,1142,267,－,－
9不明／99不明／不明／放火,1573,708,70,29,39,570,259,－,－,－,606,13373,3064829,110613,22,79
9不明／99不明／不明／放火の疑い,266,138,22,8,9,99,25,－,－,1,102,3811,760940,16249,1,17
9不明／99不明／不明／火遊び,197,54,8,2,3,41,7,－,－,5,131,928,136367,3240,2,7
9不明／99不明／不明／不明,117,90,24,25,16,25,9,－,－,－,18,6764,1586315,14681,7,53
