消防署,計,一・イ,一・ロ,二・イ,二・ロ,二・ハ,二・ニ,三・イ,三・ロ,四,五・イ,五・ロ,六・イ・（１）,六・イ・（２）,六・イ・（３）,六・イ・（４）,六・ロ・（１）,六・ロ・（２）,六・ロ・（３）,六・ロ・（４）,六・ロ・（５）,六・ハ・（１）,六・ハ・（２）,六・ハ・（３）,六・ハ・（４）,六・ハ・（５）,六・ニ,七,八,九・イ,九・ロ,十,十一,十二・イ,十二・ロ,十三・イ,十三・ロ,十四,十五,十六・イ,十六・ロ,十六の二,十六の三,十七,十八,十九,二十,危険物製造所等・製造所,危険物製造所等・貯蔵所,危険物製造所等・取扱所,少量危険物等・運搬,少量危険物等・少量危険物貯蔵取扱所,少量危険物等・指定可燃物貯蔵取扱所
赤坂,162,1,0,0,0,0,0,0,1,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,19,0,0,2,0,0,27,11,7,0,0,2,0,0,0,0,2,3,0,4,0
高輪,302,0,0,0,0,0,0,0,2,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,11,2,0,2,0,7,66,9,24,0,0,0,0,0,0,0,7,15,0,6,0
品川,252,0,0,0,0,0,0,0,4,2,9,80,1,0,2,0,2,0,0,0,0,0,0,7,0,3,3,12,3,0,0,0,4,0,0,1,0,1,51,3,42,0,0,0,0,0,0,0,2,6,0,9,5
大井,43,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,4,0,10,0,0,0,0,0,0,0,0,0,0,2,5
荏原,438,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,10,1,63,0,0,0,0,0,0,0,0,0,0,0,0
大森,552,0,0,0,0,0,0,0,0,0,1,385,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,2,3,0,2,0,1,35,2,63,0,0,2,0,0,0,0,14,17,0,14,3
田園調布,266,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,13,1,26,0,0,0,0,0,0,0,0,5,0,1,0
蒲田,489,0,0,0,0,0,0,0,0,0,3,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,3,0,10,0,16,26,1,61,0,0,5,0,0,0,0,0,4,0,15,0
矢口,144,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,1,0,1,0,15,0,0,0,0,5,48,0,8,0,0,0,0,0,0,0,0,0,0,2,0
目黒,322,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,1,0,2,4,1,23,0,0,0,0,0,0,0,1,1,0,5,0
世田谷,98,0,1,0,0,0,0,0,1,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,6,0,0,0,0,0,5,2,14,0,0,4,0,0,0,0,1,2,0,2,0
玉川,292,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,25,0,60,0,0,4,0,0,0,0,0,1,0,0,0
成城,326,0,0,0,0,0,0,0,1,2,0,201,0,0,0,0,1,0,0,0,0,0,0,9,0,0,2,19,1,0,0,0,1,3,0,3,0,3,33,2,33,0,0,8,0,0,0,0,0,2,0,1,1
渋谷,214,0,0,0,0,0,0,0,3,2,3,54,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,8,0,0,0,0,2,53,39,27,0,0,0,0,0,0,0,2,0,0,4,0
四谷,214,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,4,0,0,51,1,34,0,0,1,0,0,0,0,0,4,0,9,2
牛込,275,0,0,0,0,0,0,0,1,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,2,0,3,0,0,56,9,60,0,0,0,0,0,0,0,0,1,0,2,2
新宿,359,0,0,0,0,0,0,0,2,1,1,266,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,7,0,0,0,0,0,16,8,24,0,0,1,0,0,0,0,0,10,0,14,0
中野,290,0,0,0,0,0,0,0,0,0,0,222,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,2,8,1,18,0,0,0,0,0,0,0,1,1,0,3,0
野方,614,0,0,0,0,0,0,0,2,1,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,3,41,5,219,0,0,12,0,0,0,0,3,1,0,9,2
杉並,904,0,0,0,0,0,0,0,0,4,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,0,0,0,0,0,4,1,293,0,0,1,2,0,0,0,0,0,0,3,0
荻窪,640,0,0,0,0,0,0,0,0,2,0,501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,25,0,0,1,0,1,4,3,83,0,0,0,0,0,0,0,0,2,0,13,0
小石川,240,0,0,0,0,0,0,0,1,0,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,19,4,68,0,0,0,0,0,0,0,1,1,0,8,1
本郷,268,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,0,48,2,49,0,0,0,0,0,0,0,0,5,0,10,0
豊島,170,0,0,0,0,0,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,10,0,0,2,0,2,38,10,83,0,0,0,0,0,0,0,1,1,0,2,0
池袋,362,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,17,0,0,0,0,0,0,0,0,1,0,3,1
王子,174,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,10,1,25,0,0,0,0,0,0,0,0,2,0,2,0
赤羽,265,0,0,0,0,0,0,0,1,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,1,0,9,0,6,46,0,44,0,0,2,0,0,0,0,1,6,0,12,1
滝野川,343,0,0,0,0,0,0,0,0,1,0,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,3,0,0,0,7,0,0,2,0,5,26,1,71,0,0,2,0,0,0,0,2,3,0,4,1
板橋,356,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,29,0,0,0,0,0,0,0,11,0,0,0,0
志村,611,0,0,0,0,0,0,0,0,5,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,6,2,0,1,0,1,26,9,112,0,0,1,0,0,0,1,2,10,0,21,2
練馬,402,0,0,0,0,0,0,0,1,1,0,260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,7,15,7,93,0,0,0,0,0,0,0,0,0,0,3,3
光が丘,124,0,0,0,0,0,0,0,1,4,0,83,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,18,0,0,0,0,0,0,0,0,4,0,4,0
石神井,551,0,0,0,1,0,2,0,3,1,0,458,0,1,0,0,3,0,0,0,3,0,0,1,0,0,2,1,0,0,0,0,3,0,0,2,0,0,11,15,42,0,0,2,0,0,0,0,0,0,0,0,0
上野,105,0,0,0,0,0,0,0,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,26,2,0,1,0,3,21,3,10,0,0,0,0,0,0,0,0,0,0,0,0
浅草,174,0,0,0,0,0,0,0,1,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,2,0,0,35,7,72,0,0,0,0,0,0,0,0,0,0,1,1
日本堤,173,0,0,0,0,0,0,0,0,0,2,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,29,0,0,0,0,0,0,0,1,4,0,50,0
荒川,439,0,0,0,0,0,0,0,0,3,0,222,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,4,4,0,2,0,20,48,10,77,0,0,0,0,0,0,0,0,10,0,27,7
尾久,283,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,17,0,1,0,0,14,5,82,0,0,0,0,0,0,1,1,6,0,26,3
千住,269,0,0,0,0,0,0,0,0,1,0,148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,27,5,0,2,0,5,23,1,49,0,0,0,0,0,0,0,0,0,0,1,2
足立,522,0,0,0,0,0,0,0,0,2,0,339,0,0,0,0,3,0,0,0,0,0,0,7,0,0,4,66,0,0,0,0,3,5,0,4,0,15,37,3,22,0,0,0,0,0,1,0,1,1,0,4,5
西新井,519,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,4,0,0,46,0,88,0,0,1,0,0,0,0,1,4,0,14,3
本所,226,0,0,0,0,0,0,0,0,1,4,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,1,0,3,15,6,47,0,0,0,0,0,0,0,5,3,0,2,2
向島,127,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,6,0,2,19,2,18,0,0,1,0,0,0,1,0,12,0,15,1
深川,217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,4,38,2,6,0,0,1,0,0,0,0,35,63,0,48,11
城東,208,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,53,1,37,0,0,1,0,0,0,0,0,8,0,7,5
本田,342,0,0,0,0,0,0,0,0,1,1,238,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,9,0,0,0,0,5,1,0,3,0,3,28,4,31,0,0,2,0,0,0,0,0,4,0,7,0
金町,265,0,0,0,0,0,0,0,1,1,3,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,1,14,6,24,0,0,2,0,0,0,0,0,1,0,1,0
江戸川,191,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4,1,36,0,0,1,0,0,0,0,0,1,0,2,0
葛西,199,0,0,0,0,0,0,0,1,0,0,167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,3,0,3,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0
小岩,262,0,0,0,0,0,0,0,0,0,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3,0,0,13,9,88,0,0,0,0,0,0,0,1,3,0,9,0
受託地区,"6,611",0,0,0,5,0,3,0,34,52,81,"3,080",4,0,3,6,23,0,0,0,7,4,1,64,0,9,27,295,17,0,3,9,122,42,0,62,0,76,554,89,1557,0,0,52,0,0,0,1,11,89,0,206,23
立川,613,0,0,0,1,0,1,0,11,8,2,348,0,0,0,0,11,0,0,0,1,0,1,9,0,1,12,16,3,0,1,0,21,3,0,4,0,9,57,19,40,0,0,11,0,0,0,0,1,5,0,14,3
武蔵野,196,0,0,0,0,0,0,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,4,0,1,0,1,0,0,1,0,6,40,5,16,0,0,0,0,0,0,0,0,1,0,7,0
三鷹,524,0,0,0,0,0,0,0,0,1,0,227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,7,0,0,25,5,210,0,0,0,0,0,0,0,1,22,0,21,0
府中,343,0,0,0,0,0,0,0,1,3,0,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,11,0,0,4,0,11,44,8,124,0,0,0,0,0,0,0,1,13,0,20,3
昭島,152,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,3,0,1,19,1,31,0,0,4,0,0,0,0,0,2,0,19,3
調布,259,0,0,0,0,0,0,0,1,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,14,0,0,0,0,0,0,0,0,1,0,5,1
小金井,220,0,0,0,0,0,0,0,0,0,0,127,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,81,0,0,0,0,0,0,0,0,2,0,0,0
小平,342,0,0,0,0,0,0,0,0,5,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,1,0,3,49,1,64,0,0,5,0,0,0,0,0,3,0,7,1
東村山,180,0,0,0,0,0,0,0,1,2,2,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,3,0,5,29,4,47,0,0,1,0,0,0,0,0,5,0,2,1
国分寺,446,0,0,0,0,0,0,0,1,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,4,0,0,3,0,0,14,1,119,0,0,2,0,0,0,0,0,3,0,5,0
狛江,126,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,53,0,0,0,0,0,0,0,0,0,0,1,0
北多摩西部,218,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,2,0,0,0,0,13,0,77,0,0,0,0,0,0,0,1,2,0,21,2
清瀬,143,0,0,0,0,0,0,0,1,0,0,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,13,2,47,0,0,0,0,0,0,0,0,2,0,7,0
東久留米,109,0,0,0,1,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,1,0,0,14,2,36,0,0,0,0,0,0,0,0,1,0,0,0
西東京,378,0,0,0,0,0,0,0,1,1,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,1,0,7,0,2,10,6,204,0,0,0,0,0,0,0,0,1,0,9,0
八王子,908,0,0,0,2,0,1,0,8,12,3,554,3,0,2,0,4,0,0,0,6,2,0,15,0,5,3,73,0,0,0,0,20,6,0,8,0,4,64,13,83,0,0,2,0,0,0,0,0,2,0,7,6
青梅,303,0,0,0,0,0,0,0,2,3,24,78,0,0,0,1,2,0,0,0,0,1,0,20,0,0,6,3,2,0,0,6,15,13,0,2,0,3,29,2,49,0,0,13,0,0,0,0,1,10,0,18,0
町田,287,0,0,0,0,0,1,0,2,8,0,144,0,0,0,0,6,0,0,0,0,1,0,12,0,1,2,14,0,0,0,0,3,0,0,0,0,0,7,3,73,0,0,5,0,0,0,0,0,0,0,5,0
日野,226,0,0,0,0,0,0,0,0,2,0,106,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,0,0,1,2,1,101,0,0,0,0,0,0,0,0,1,0,2,0
福生,218,0,0,0,0,0,0,0,0,2,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,1,0,2,0,2,28,1,56,0,0,0,0,0,0,1,0,5,0,14,0
多摩,189,0,0,0,0,0,0,0,0,1,0,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,5,4,0,9,0,13,28,0,11,0,0,1,0,0,0,0,4,6,0,1,0
秋川,163,0,0,0,1,0,0,0,1,1,20,21,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,5,3,0,4,0,5,48,5,20,0,0,6,0,0,0,0,0,1,0,13,2
奥多摩,68,0,0,0,0,0,0,0,2,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,11,3,1,0,0,2,0,0,0,0,2,1,0,8,1
