階層,計,（一）・イ,（一）・ロ,（二）・イ,（二）・ロ,（二）・ハ,（二）・二,（三）・イ,（三）・ロ,（四）,（五）・イ,（五）・ロ,（六）・イ・（１）,（六）・イ・（２）,（六）・イ・（３）,（六）・イ・（４）,（六）・ロ・（１）,（六）・ロ・（２）,（六）・ロ・（３）,（六）・ロ・（４）,（六）・ロ・（５）,（六）・ハ・（１）,（六）・ハ・（２）,（六）・ハ・（３）,（六）・ハ・（４）,（六）・ハ・（５）,（六）・二,（七）,（八）,（九）・イ,（九）・ロ,（十）,（十一）,（十二）・イ,（十二）・ロ,（十三）・イ,（十三）・ロ,（十四）,（十五）・①,（十五）・②,（十五）・③,（十六）・イ,（十六）・ロ,（十六の二）,（十六の三）,その他
55階建,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
54階建,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
53階建,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
52階建,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
51階建,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50階建,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49階建,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
48階建,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
47階建,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
46階建,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45階建,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
44階建,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
43階建,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0
42階建,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
41階建,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
40階建,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
39階建,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0
38階建,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
37階建,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
36階建,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0
35階建,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
34階建,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0
33階建,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0
32階建,36,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0
31階建,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,3,0,0,0
30階建,48,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,4,0,0,0
29階建,46,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,3,0,0,0
28階建,31,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,1
27階建,41,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,22,3,0,0,0
26階建,35,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,16,4,0,0,0
25階建,71,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,10,0,0,0
24階建,51,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,20,7,0,0,1
23階建,67,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,7,0,0,0
22階建,66,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,40,7,0,0,0
21階建,78,0,0,0,0,0,0,0,0,0,1,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,32,12,0,0,2
20階建,127,0,0,0,0,0,0,0,0,0,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7,0,35,11,0,0,3
19階建,97,0,0,0,0,0,0,0,0,0,1,49,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1,0,25,10,0,0,1
18階建,115,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,14,1,32,10,0,0,0
17階建,100,0,0,0,0,0,0,0,0,0,4,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,8,0,33,14,0,0,0
16階建,116,0,0,0,0,0,0,0,0,0,3,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,15,1,43,13,0,0,0
15階建,958,0,0,0,0,0,0,0,0,0,10,812,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,14,0,73,36,0,0,3
14階建,2943,0,0,0,0,0,0,0,0,0,69,2203,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,8,46,5,384,205,0,0,3
13階建,2093,0,0,0,0,0,0,0,0,1,53,1553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,1,58,3,227,177,0,0,3
12階建,3075,0,0,0,0,0,2,0,1,1,67,2142,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,1,5,130,7,376,301,0,0,11
11階建,4329,0,0,0,0,0,3,0,2,2,92,2856,5,0,6,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,1,0,0,2,6,241,19,559,501,0,0,6
10階建,7810,0,1,0,1,0,14,0,6,16,129,3820,3,1,15,2,9,0,0,0,0,2,0,0,0,0,0,49,0,0,0,0,1,1,0,4,0,8,15,958,37,1727,962,0,0,29
9階建,9519,1,0,0,2,0,18,0,31,35,122,3404,10,2,16,3,8,0,0,0,0,3,0,1,0,0,0,98,3,0,0,0,4,1,0,6,0,25,11,1898,77,2516,1175,0,0,49
8階建,12441,1,0,1,2,0,15,1,37,70,125,4874,16,7,19,3,22,0,0,0,0,5,0,0,0,2,0,153,0,1,0,0,9,7,2,11,0,54,45,2081,131,3098,1584,0,0,65
7階建,15123,2,0,1,13,0,13,0,48,55,125,6195,22,5,37,15,34,0,0,0,0,7,0,2,0,2,0,176,6,0,1,2,16,29,1,7,0,82,46,1897,160,3749,2285,0,0,90
6階建,19547,4,1,0,14,3,14,1,111,103,203,6741,29,13,84,25,85,0,0,0,1,8,2,3,0,5,2,303,2,5,0,1,30,99,3,19,0,215,69,2071,350,5435,3289,0,0,204
5階建,41978,7,10,4,46,2,17,6,301,177,302,18852,48,20,108,67,208,2,0,1,1,12,3,30,0,21,3,624,9,25,4,3,87,301,2,44,1,299,125,2584,678,9570,6753,0,0,621
4階建,52373,20,13,7,72,1,25,11,599,338,322,20872,61,46,134,112,360,3,0,1,7,36,4,96,5,50,26,1912,36,63,5,11,174,815,5,146,1,456,233,2346,1113,11327,9355,0,0,1154
計,71108,50,32,12,144,5,87,18,1102,694,654,18224,152,63,323,152,359,2,0,5,32,56,4,147,8,90,108,2303,179,24,20,286,897,460,12,320,1,282,876,8109,2864,20597,9973,10,2,1370
地下1階,63031,34,21,10,131,4,73,18,1006,614,585,17370,114,55,258,143,340,2,0,5,31,52,4,140,8,87,105,1877,145,20,18,56,832,434,7,251,1,269,588,6783,2274,17817,9224,2,0,1223
地下2階,6464,15,9,1,11,1,13,0,87,71,51,744,27,8,50,8,19,0,0,0,1,3,0,7,0,3,3,376,22,4,2,114,56,22,2,60,0,12,199,1112,454,2136,643,2,0,116
地下3階,1093,0,2,1,2,0,1,0,7,7,12,87,9,0,10,1,0,0,0,0,0,1,0,0,0,0,0,38,7,0,0,74,7,2,1,6,0,1,60,158,96,403,79,4,1,16
地下4階,372,1,0,0,0,0,0,0,2,2,5,17,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,25,0,2,0,2,0,0,19,41,25,181,19,2,0,8
地下5階,102,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,1,1,0,0,6,13,11,44,3,0,1,6
地下6階,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,1,2,2,14,3,0,0,1
地下7階,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,0
地下8階,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
