消防署,計,一・イ,一・ロ,二・イ,二・ロ,二・ハ,二・ニ,三・イ,三・ロ,四,五・イ,五・ロ,六・イ・（１）,六・イ・（２）,六・イ・（３）,六・イ・（４）,六・ロ・（１）,六・ロ・（２）,六・ロ・（３）,六・ロ・（４）,六・ロ・（５）,六・ハ・（１）,六・ハ・（２）,六・ハ・（３）,六・ハ・（４）,六・ハ・（５）,六・ニ,七,八,九・イ,九・ロ,十,十一,十二・イ,十二・ロ,十三・イ,十三・ロ,十四,十五,十六・イ,十六・ロ,十六の二,十六の三,十七,十八,十九,二十,危険物製造所等・製造所,危険物製造所等・貯蔵所,危険物製造所等・取扱所,少量危険物等・運搬,少量危険物等・少量危険物貯蔵取扱所,少量危険物等・指定可燃物貯蔵取扱所
千住,28,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,0,0,7,0,0,0,0
足立,94,0,0,0,2,0,0,0,9,34,0,1,1,2,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,0,3,5,17,3,0,0,0,0,0,0,0,3,1,0,0,0
西新井,99,0,0,0,1,0,0,0,11,18,0,0,1,1,4,1,8,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,31,0,0,0,0,0,0,0,0,8,0,0,0,0
本所,11,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0
向島,30,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0
深川,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
城東,99,0,0,0,0,0,0,0,3,6,0,24,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,1,0,0,3,0,1,18,21,4,0,0,0,0,0,0,0,9,0,0,0,0
本田,43,1,0,0,1,0,0,0,3,5,7,1,1,0,0,0,8,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
金町,28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,4,0,0,0,0
江戸川,55,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,10,13,0,0,0
葛西,40,3,0,0,1,0,0,0,1,3,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,8,1,0,0,0,0,0,0,0,4,0,0,0,0
小岩,59,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,30,6,0,0,0,0,0,0,0,1,0,0,0,0
受託地区,746,2,2,0,7,0,0,0,25,40,15,70,2,0,4,4,27,0,0,2,3,5,0,9,0,9,11,40,0,0,1,1,3,5,0,2,0,14,39,227,38,0,0,4,0,0,0,0,102,33,0,0,0
立川,38,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,16,0,0,0,3,0,0,0,0,2,2,0,0,0
武蔵野,42,0,1,0,2,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,0,0,0,0,1,1,0,0,0
三鷹,22,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,0,0,0
府中,89,0,0,0,1,0,0,0,5,1,1,14,0,0,0,0,3,0,0,0,0,1,0,2,0,4,1,1,0,0,1,0,0,1,0,0,0,7,4,18,9,0,0,0,0,0,0,0,9,6,0,0,0
昭島,35,0,0,0,0,0,0,0,1,2,1,2,0,0,1,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,11,0,0,0,0,0,0,0,0,5,0,0,0,0
調布,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
小金井,46,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,19,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,4,0,0,0,0
小平,44,0,0,0,1,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,3,8,2,0,0,0,0,0,0,0,5,2,0,0,0
東村山,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
国分寺,56,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18,24,0,0,0,0,0,0,0,0,4,0,0,0,0
狛江,38,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,5,0,0,0,0,0,0,0,5,0,0,0,0
北多摩西部,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
清瀬,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0
東久留米,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0
西東京,66,0,0,0,0,0,0,0,1,8,7,5,0,0,3,0,8,0,0,0,0,3,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,1,0,0,0,0,6,5,0,0,0
八王子,85,0,0,0,1,0,0,0,1,2,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,41,8,0,0,0,0,0,0,0,14,0,0,0,0
青梅,16,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0
町田,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
日野,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0
福生,60,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,16,17,0,0,0
多摩,45,0,0,0,0,0,0,0,0,2,0,24,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0
秋川,9,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0
奥多摩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
