発火源および経過,火災件数／計,火災件数／建物／小計,火災件数／建物／全焼,火災件数／建物／半焼,火災件数／建物／部分焼,火災件数／建物／ぼや,火災件数／車両,火災件数／船舶,火災件数／航空機,火災件数／林野,火災件数／その他,焼損床面積(m2),損害額(千円)／建物(収容物含む),損害額(千円)／建物以外,死者,傷者
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／風呂かまど(薪)／接炎する,1,1,1,－,－,－,－,－,－,－,－,149,38718,－,－,－
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／ごみ焼却炉(薪),24,7,1,－,－,6,2,－,－,－,15,132,4571,901,－,2
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／ごみ焼却炉(薪)／放射を受けて発火する,2,1,－,－,－,1,1,－,－,－,－,－,25,35,－,－
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／ごみ焼却炉(薪)／可燃物が火源に触れる,4,－,－,－,－,－,－,－,－,－,4,－,－,27,－,1
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／ごみ焼却炉(薪)／容器から火種がこぼれる,10,5,1,－,－,4,－,－,－,－,5,132,4506,817,－,－
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／ごみ焼却炉(薪)／火源が落下する,1,－,－,－,－,－,1,－,－,－,－,－,－,19,－,－
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／ごみ焼却炉(薪)／接炎する,7,1,－,－,－,1,－,－,－,－,6,－,40,3,－,1
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／焼いも炉,1,－,－,－,－,－,1,－,－,－,－,－,－,20,－,－
3薪、石炭が燃料の道具装置／32薪等を燃料とするもの／焼いも炉／火源が破損する,1,－,－,－,－,－,1,－,－,－,－,－,－,20,－,－
4火種(それ自身発火),1917,1034,75,94,106,759,140,1,－,16,726,14588,3801936,64900,52,308
4火種(それ自身発火)／41裸火(器に入っていない),211,83,5,12,3,63,14,－,－,5,109,903,201031,14977,2,41
4火種(それ自身発火)／41裸火(器に入っていない)／炭火,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,2
4火種(それ自身発火)／41裸火(器に入っていない)／炭火／火源が転倒する,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,2
4火種(それ自身発火)／41裸火(器に入っていない)／線香,8,6,－,1,－,5,1,－,－,－,1,22,8184,20,－,2
4火種(それ自身発火)／41裸火(器に入っていない)／線香／可燃物が落下する,1,－,－,－,－,－,1,－,－,－,－,－,－,20,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／線香／火源が転倒する,1,1,－,－,－,1,－,－,－,－,－,－,10,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／線香／火源が落下する,3,3,－,1,－,2,－,－,－,－,－,22,7187,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／線香／火源が動いて接触する,3,2,－,－,－,2,－,－,－,－,1,－,987,－,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香,10,9,2,5,－,2,－,－,－,－,1,352,76698,－,1,5
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香／可燃物が落下する,1,1,－,1,－,－,－,－,－,－,－,22,2912,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香／可燃物が火源に触れる,6,6,2,4,－,－,－,－,－,－,－,330,73779,－,1,5
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香／火源が落下する,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／蚊取線香／火源が動いて接触する,2,1,－,－,－,1,－,－,－,－,1,－,2,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たき火,45,8,－,1,－,7,1,－,－,2,34,5,489,554,－,9
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／引火する,1,－,－,－,－,－,－,－,－,－,1,－,－,300,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／放射を受けて発火する,1,1,－,－,－,1,－,－,－,－,－,－,80,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／可燃物が火源に触れる,2,－,－,－,－,－,－,－,－,－,2,－,－,57,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／接炎する,24,5,－,－,－,5,－,－,－,1,18,－,44,20,－,7
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／放置する,9,1,－,－,－,1,－,－,－,－,8,－,20,138,－,7
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／残火の処置が不充分,5,1,－,1,－,－,－,－,－,－,4,5,345,38,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／放火,1,－,－,－,－,－,1,－,－,－,－,－,－,1,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／たき火／火遊び,2,－,－,－,－,－,－,－,－,1,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火,65,15,2,－,－,13,4,－,－,1,45,87,23863,9349,－,9
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／引火する,3,2,－,－,－,2,－,－,－,－,1,－,262,38,－,2
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／接炎する,37,9,1,－,－,8,3,－,－,1,24,2,1176,2305,－,7
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／放置する,13,3,1,－,－,2,－,－,－,－,10,85,22425,6691,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／残火の処置が不充分,10,－,－,－,－,－,1,－,－,－,9,－,－,315,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／焼却火／火遊び,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／燃えさし(消えていない薪),7,4,－,－,1,3,1,－,－,－,2,20,12989,1454,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／燃えさし(消えていない薪)／火源が落下する,6,3,－,－,1,2,1,－,－,－,2,20,12963,1454,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／燃えさし(消えていない薪)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,26,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／虫焼火,2,1,－,－,－,1,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／虫焼火／火源が落下する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／虫焼火／接炎する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙,44,26,－,5,1,20,5,－,－,2,11,221,55174,2941,1,11
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／引火する,3,2,－,1,－,1,1,－,－,－,－,42,11906,898,－,2
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,40,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／火源が落下する,5,3,－,1,－,2,－,－,－,1,1,40,4159,5,1,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／接炎する,5,4,－,－,1,3,－,－,－,－,1,40,10779,－,－,3
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／不適当な所に捨てる,2,1,－,－,－,1,－,－,－,1,－,－,24,－,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／放火,22,10,－,1,－,9,4,－,－,－,8,66,5975,1983,－,2
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／放火の疑い,1,1,－,－,－,1,－,－,－,－,－,－,14,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた紙／火遊び,5,4,－,2,－,2,－,－,－,－,1,33,22277,55,－,2
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた布,11,7,1,－,－,6,1,－,－,－,3,126,18087,8,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた布／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた布／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた布／接炎する,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた布／放火,8,5,1,－,－,4,1,－,－,－,2,126,18083,7,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた棒,4,2,－,－,－,2,－,－,－,－,2,－,500,110,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた棒／火源が動いて接触する,1,－,－,－,－,－,－,－,－,－,1,－,－,67,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた棒／不適当な所に捨てる,2,1,－,－,－,1,－,－,－,－,1,－,－,43,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた棒／放火,1,1,－,－,－,1,－,－,－,－,－,－,500,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた油,2,－,－,－,－,－,－,－,－,－,2,－,－,1,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた油／接炎する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついた油／放火,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火炎ビン,1,－,－,－,－,－,1,－,－,－,－,－,－,10,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火炎ビン／放火,1,－,－,－,－,－,1,－,－,－,－,－,－,10,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたごみ,8,2,－,－,1,1,－,－,－,－,6,70,3736,220,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたごみ／火源が動いて接触する,2,1,－,－,1,－,－,－,－,－,1,70,3736,220,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたごみ／不適当な所に捨てる,5,－,－,－,－,－,－,－,－,－,5,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたごみ／火遊び,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたひも、縄,3,2,－,－,－,2,－,－,－,－,1,－,1305,310,－,1
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたひも、縄／火源が落下する,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたひも、縄／火源が動いて接触する,1,－,－,－,－,－,－,－,－,－,1,－,－,310,－,－
4火種(それ自身発火)／41裸火(器に入っていない)／火のついたひも、縄／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,1300,－,－,1
4火種(それ自身発火)／42たばことマッチ,1583,907,61,78,101,667,94,1,－,9,572,10799,3130311,31636,50,251
4火種(それ自身発火)／42たばことマッチ／たばこ,1115,642,40,54,71,477,51,－,－,8,414,7662,2180853,20349,13,134
4火種(それ自身発火)／42たばことマッチ／たばこ／引火する,4,3,－,－,－,3,1,－,－,－,－,－,4,15,－,－
4火種(それ自身発火)／42たばことマッチ／たばこ／可燃物が落下する,1,1,1,－,－,－,－,－,－,－,－,148,26862,－,－,－
4火種(それ自身発火)／42たばことマッチ／たばこ／可燃物が火源に触れる,2,2,－,－,－,2,－,－,－,－,－,－,22,－,－,－
4火種(それ自身発火)／42たばことマッチ／たばこ／火源が落下する,412,382,22,34,53,273,19,－,－,－,11,4977,1426828,17388,9,101
4火種(それ自身発火)／42たばことマッチ／たばこ／火源が動いて接触する,5,5,1,2,－,2,－,－,－,－,－,218,99153,60,－,1
4火種(それ自身発火)／42たばことマッチ／たばこ／不適当な所に捨てる,678,241,15,18,17,191,30,－,－,8,399,2172,609393,2699,4,31
4火種(それ自身発火)／42たばことマッチ／たばこ／火源を収納する,2,2,－,－,1,1,－,－,－,－,－,5,3863,－,－,1
4火種(それ自身発火)／42たばことマッチ／たばこ／放火,7,4,－,－,－,4,1,－,－,－,2,－,26,186,－,－
4火種(それ自身発火)／42たばことマッチ／たばこ／放火の疑い,2,1,－,－,－,1,－,－,－,－,1,－,1,1,－,－
4火種(それ自身発火)／42たばことマッチ／たばこ／火遊び,2,1,1,－,－,－,－,－,－,－,1,142,14701,－,－,－
4火種(それ自身発火)／42たばことマッチ／マッチ,149,76,8,7,6,55,12,－,－,－,61,1052,232550,2883,13,23
4火種(それ自身発火)／42たばことマッチ／マッチ／引火する,3,2,－,－,－,2,－,－,－,－,1,3,45,－,－,1
4火種(それ自身発火)／42たばことマッチ／マッチ／摩擦により発熱する,2,－,－,－,－,－,1,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／42たばことマッチ／マッチ／可燃物が落下する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
4火種(それ自身発火)／42たばことマッチ／マッチ／火源が落下する,8,7,－,1,1,5,1,－,－,－,－,98,21750,15,－,4
4火種(それ自身発火)／42たばことマッチ／マッチ／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,13,－,－,1
4火種(それ自身発火)／42たばことマッチ／マッチ／接炎する,3,3,1,－,1,1,－,－,－,－,－,138,30261,－,1,4
4火種(それ自身発火)／42たばことマッチ／マッチ／不適当な所に捨てる,8,7,－,1,2,4,－,－,－,－,1,137,38580,－,－,3
4火種(それ自身発火)／42たばことマッチ／マッチ／放火,70,29,4,4,2,19,9,－,－,－,32,394,73815,2836,12,8
4火種(それ自身発火)／42たばことマッチ／マッチ／放火の疑い,5,3,－,－,－,3,－,－,－,－,2,－,1134,－,－,－
4火種(それ自身発火)／42たばことマッチ／マッチ／火遊び,48,23,3,1,－,19,1,－,－,－,24,282,66951,32,－,2
4火種(それ自身発火)／42たばことマッチ／ライター,319,189,13,17,24,135,31,1,－,1,97,2085,716908,8404,24,94
4火種(それ自身発火)／42たばことマッチ／ライター／引火する,40,20,－,4,2,14,17,－,－,－,3,302,65505,1261,1,22
4火種(それ自身発火)／42たばことマッチ／ライター／火源が落下する,1,1,－,－,－,1,－,－,－,－,－,－,624,－,－,1
4火種(それ自身発火)／42たばことマッチ／ライター／接炎する,23,20,－,3,2,15,3,－,－,－,－,190,65910,122,3,6
4火種(それ自身発火)／42たばことマッチ／ライター／誤ってスイッチが入る,5,4,－,－,1,3,1,－,－,－,－,10,79959,200,－,4
4火種(それ自身発火)／42たばことマッチ／ライター／放火,149,97,9,5,13,70,6,－,－,－,46,905,332505,4678,20,42
4火種(それ自身発火)／42たばことマッチ／ライター／放火の疑い,4,3,1,－,－,2,1,－,－,－,－,104,48910,150,－,－
4火種(それ自身発火)／42たばことマッチ／ライター／火遊び,97,44,3,5,6,30,3,1,－,1,48,574,123495,1993,－,19
4火種(それ自身発火)／43火の粉,72,30,8,4,2,16,1,－,－,2,39,2806,468928,2812,－,9
4火種(それ自身発火)／43火の粉／固定煙突の火の粉,3,2,－,1,－,1,－,－,－,－,1,131,50001,20,－,－
4火種(それ自身発火)／43火の粉／固定煙突の火の粉／火の粉が散る,3,2,－,1,－,1,－,－,－,－,1,131,50001,20,－,－
4火種(それ自身発火)／43火の粉／たき火の火の粉,10,1,1,－,－,－,－,－,－,2,7,69,1095,474,－,－
4火種(それ自身発火)／43火の粉／たき火の火の粉／火の粉が散る,9,1,1,－,－,－,－,－,－,2,6,69,1095,474,－,－
4火種(それ自身発火)／43火の粉／たき火の火の粉／飛火する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／43火の粉／焼却火の火の粉,29,9,4,1,1,3,1,－,－,－,19,2002,224624,1943,－,2
4火種(それ自身発火)／43火の粉／焼却火の火の粉／火の粉が散る,23,7,4,1,1,1,1,－,－,－,15,2002,223897,1943,－,2
4火種(それ自身発火)／43火の粉／焼却火の火の粉／飛火する,6,2,－,－,－,2,－,－,－,－,4,－,727,－,－,－
4火種(それ自身発火)／43火の粉／かまどの火の粉,3,3,－,－,－,3,－,－,－,－,－,－,8430,－,－,－
4火種(それ自身発火)／43火の粉／かまどの火の粉／火の粉が散る,3,3,－,－,－,3,－,－,－,－,－,－,8430,－,－,－
4火種(それ自身発火)／43火の粉／火入れの火の粉,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
4火種(それ自身発火)／43火の粉／火入れの火の粉／火の粉が散る,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
4火種(それ自身発火)／43火の粉／ごみ焼却炉の火の粉,23,11,3,2,1,5,－,－,－,－,12,604,184213,375,－,6
4火種(それ自身発火)／43火の粉／ごみ焼却炉の火の粉／火の粉が散る,20,9,2,1,1,5,－,－,－,－,11,556,184074,183,－,4
4火種(それ自身発火)／43火の粉／ごみ焼却炉の火の粉／飛火する,3,2,1,1,－,－,－,－,－,－,1,48,139,192,－,2
4火種(それ自身発火)／43火の粉／ストーブの火の粉,1,1,－,－,－,1,－,－,－,－,－,－,559,－,－,－
4火種(それ自身発火)／43火の粉／ストーブの火の粉／火の粉が散る,1,1,－,－,－,1,－,－,－,－,－,－,559,－,－,－
4火種(それ自身発火)／43火の粉／風呂かまどの火の粉,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,1
4火種(それ自身発火)／43火の粉／風呂かまどの火の粉／火の粉が散る,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,1
4火種(それ自身発火)／43火の粉／プラスチック成型機火の粉,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／43火の粉／プラスチック成型機火の粉／火の粉が散る,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦),51,14,1,－,－,13,31,－,－,－,6,80,1666,15475,－,7
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／グライダーの火花,6,4,1,－,－,3,－,－,－,－,2,80,597,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／グライダーの火花／引火する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／グライダーの火花／火花が飛ぶ,4,3,1,－,－,2,－,－,－,－,1,80,578,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／グライダーの火花／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,19,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／粉砕機の火花,2,2,－,－,－,2,－,－,－,－,－,－,342,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／粉砕機の火花／引火する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／粉砕機の火花／火花が飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,342,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／車両等の衝撃火花,25,－,－,－,－,－,25,－,－,－,－,－,－,15253,－,3
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／車両等の衝撃火花／引火する,12,－,－,－,－,－,12,－,－,－,－,－,5548,－,3,3
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／車両等の衝撃火花／衝突により発火する,9,－,－,－,－,－,9,－,－,－,－,－,－,9216,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／車両等の衝撃火花／転倒する,4,－,－,－,－,－,4,－,－,－,－,－,－,489,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／金属板と金属板の衝撃火花,7,2,－,－,－,2,5,－,－,－,－,－,166,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／金属板と金属板の衝撃火花／引火する,6,2,－,－,－,2,4,－,－,－,－,－,166,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／金属板と金属板の衝撃火花／火花が飛ぶ,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／研磨機の火花,3,2,－,－,－,2,－,－,－,－,1,－,484,1,－,1
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／研磨機の火花／火花が飛ぶ,3,2,－,－,－,2,－,－,－,－,1,－,484,1,－,1
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／堀削機とガス管の衝撃火花,2,－,－,－,－,－,－,－,－,－,2,－,－,－,－,1
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／堀削機とガス管の衝撃火花／引火する,2,－,－,－,－,－,－,－,－,－,2,－,－,－,－,1
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／鉄片とコンクリート床との衝撃火花,1,－,－,－,－,－,1,－,－,－,－,－,－,220,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／鉄片とコンクリート床との衝撃火花／引火する,1,－,－,－,－,－,1,－,－,－,－,－,－,220,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／金属と高速切断機の火花,2,1,－,－,－,1,－,－,－,－,1,－,32,1,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／金属と高速切断機の火花／引火する,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／金属と高速切断機の火花／火花が飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,32,－,－,－
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／削岩機とコンクリートとの衝撃火花,3,3,－,－,－,3,－,－,－,－,－,－,45,－,－,2
4火種(それ自身発火)／44火花(固体の衝撃摩擦)／削岩機とコンクリートとの衝撃火花／引火する,3,3,－,－,－,3,－,－,－,－,－,－,45,－,－,2
5高温の固体,115,36,1,2,3,30,62,－,－,－,17,245,71522,53121,1,12
5高温の固体／51高温気体で熱せられたもの,71,19,－,2,3,14,49,－,－,－,3,185,47770,22283,1,10
5高温の固体／51高温気体で熱せられたもの／煙突,11,11,－,2,2,7,－,－,－,－,－,180,30535,30,－,7
5高温の固体／51高温気体で熱せられたもの／煙突／放射を受けて発火する,4,4,－,－,1,3,－,－,－,－,－,10,1547,30,－,1
5高温の固体／51高温気体で熱せられたもの／煙突／火源が破損する,2,2,－,－,1,1,－,－,－,－,－,20,3120,－,－,－
5高温の固体／51高温気体で熱せられたもの／煙突／構造不完全,5,5,－,2,－,3,－,－,－,－,－,150,25868,－,－,6
5高温の固体／51高温気体で熱せられたもの／排気筒,6,4,－,－,1,3,2,－,－,－,－,5,17049,939,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／放射を受けて発火する,2,2,－,－,－,2,－,－,－,－,－,－,6,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,22,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／可燃物が落下する,1,－,－,－,－,－,1,－,－,－,－,－,－,900,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／可燃物が火源に触れる,1,－,－,－,－,－,1,－,－,－,－,－,－,39,－,－
5高温の固体／51高温気体で熱せられたもの／排気筒／構造不完全,1,1,－,－,1,－,－,－,－,－,－,5,17021,－,－,－
5高温の固体／51高温気体で熱せられたもの／煙道,1,1,－,－,－,1,－,－,－,－,－,－,35,－,－,－
5高温の固体／51高温気体で熱せられたもの／煙道／火源が破損する,1,1,－,－,－,1,－,－,－,－,－,－,35,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気管,53,3,－,－,－,3,47,－,－,－,3,－,151,21314,1,3
5高温の固体／51高温気体で熱せられたもの／排気管／放射を受けて発火する,3,1,－,－,－,1,2,－,－,－,－,－,23,51,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／過熱する,6,－,－,－,－,－,6,－,－,－,－,－,－,148,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／可燃物が落下する,28,1,－,－,－,1,26,－,－,－,1,－,65,16325,1,3
5高温の固体／51高温気体で熱せられたもの／排気管／可燃物が火源に触れる,12,1,－,－,－,1,10,－,－,－,1,－,63,1446,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／火源が動いて接触する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／接炎する,1,－,－,－,－,－,1,－,－,－,－,－,－,36,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／火源が破損する,1,－,－,－,－,－,1,－,－,－,－,－,－,3307,－,－
5高温の固体／51高温気体で熱せられたもの／排気管／転倒する,1,－,－,－,－,－,1,－,－,－,－,－,－,1,－,－
5高温の固体／52摩擦により熱せられたもの,15,4,－,－,－,4,10,－,－,－,1,－,11490,13963,－,1
5高温の固体／52摩擦により熱せられたもの／軸受,1,－,－,－,－,－,1,－,－,－,－,－,－,700,－,－
5高温の固体／52摩擦により熱せられたもの／軸受／摩擦により発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,700,－,－
5高温の固体／52摩擦により熱せられたもの／切削工具,2,2,－,－,－,2,－,－,－,－,－,－,2394,－,－,1
5高温の固体／52摩擦により熱せられたもの／切削工具／摩擦により発熱する,1,1,－,－,－,1,－,－,－,－,－,－,2394,－,－,1
5高温の固体／52摩擦により熱せられたもの／切削工具／火花が飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
5高温の固体／52摩擦により熱せられたもの／Ｖベルト,1,－,－,－,－,－,1,－,－,－,－,－,－,8000,－,－
5高温の固体／52摩擦により熱せられたもの／Ｖベルト／摩擦により発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,8000,－,－
5高温の固体／52摩擦により熱せられたもの／ブレーキライニング,1,－,－,－,－,－,1,－,－,－,－,－,－,150,－,－
5高温の固体／52摩擦により熱せられたもの／ブレーキライニング／摩擦により発熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,150,－,－
5高温の固体／52摩擦により熱せられたもの／ブーリー,6,1,－,－,－,1,5,－,－,－,－,－,5,105,－,－
5高温の固体／52摩擦により熱せられたもの／ブーリー／摩擦により発熱する,6,1,－,－,－,1,5,－,－,－,－,－,5,105,－,－
5高温の固体／52摩擦により熱せられたもの／金属粉,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,－
5高温の固体／52摩擦により熱せられたもの／金属粉／反応が急激に起る,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,－
5高温の固体／52摩擦により熱せられたもの／ロール練機,1,1,－,－,－,1,－,－,－,－,－,－,9091,－,－,－
5高温の固体／52摩擦により熱せられたもの／ロール練機／摩擦により発熱する,1,1,－,－,－,1,－,－,－,－,－,－,9091,－,－,－
5高温の固体／52摩擦により熱せられたもの／タイヤと路面との摩擦,2,－,－,－,－,－,2,－,－,－,－,－,－,5003,－,－
5高温の固体／52摩擦により熱せられたもの／タイヤと路面との摩擦／摩擦により発熱する,2,－,－,－,－,－,2,－,－,－,－,－,－,5003,－,－
5高温の固体／53高温の固体,29,13,1,－,－,12,3,－,－,－,13,60,12262,16875,－,1
5高温の固体／53高温の固体／焼人金属,1,1,－,－,－,1,－,－,－,－,－,－,700,－,－,－
5高温の固体／53高温の固体／焼人金属／高温物が触れる,1,1,－,－,－,1,－,－,－,－,－,－,700,－,－,－
5高温の固体／53高温の固体／溶融片,19,6,1,－,－,5,－,－,－,－,13,60,5143,15627,－,1
5高温の固体／53高温の固体／溶融片／火源が落下する,19,6,1,－,－,5,－,－,－,－,13,60,5143,15627,－,1
5高温の固体／53高温の固体／赤熱した切粉,1,1,－,－,－,1,－,－,－,－,－,－,35,－,－,－
5高温の固体／53高温の固体／赤熱した切粉／火源が落下する,1,1,－,－,－,1,－,－,－,－,－,－,35,－,－,－
