"図形と集計データのリンクコード","都道府県番号","市区町村番号","町丁・字等番号","都道府県名","市区町村名","町丁・字等名称","人口・総数","人口・男性","人口・女性","総数０から４歳","総数５から９歳","総数１０から１４歳","総数１５から１９歳","総数２０から２４歳","総数２５から２９歳","総数３０から３４歳","総数３５から３９歳","総数４０から４４歳","総数４５から４９歳","総数５０から５４歳","総数５５から５９歳","総数６０から６４歳","総数６５から６９歳","総数７０から７４歳","総数７５歳以上","男性０から４歳","男性５から９歳","男性１０から１４歳","男性１５から１９歳","男性２０から２４歳","男性２５から２９歳","男性３０から３４歳","男性３５から３９歳","男性４０から４４歳","男性４５から４９歳","男性５０から５４歳","男性５５から５９歳","男性６０から６４歳","男性６５から６９歳","男性７０から７４歳","男性７５歳以上","女性０から４歳","女性５から９歳","女性１０から１４歳","女性１５から１９歳","女性２０から２４歳","女性２５から２９歳","女性３０から３４歳","女性３５から３９歳","女性４０から４４歳","女性４５から４９歳","女性５０から５４歳","女性５５から５９歳","女性６０から６４歳","女性６５から６９歳","女性７０から７４歳","女性７５歳以上","経度","緯度","分類"
"13114011002","13","114","011002","東京都","中野区","江原町二丁目","121","55","66","4","3","2","3","20","18","18","6","10","15","7","6","1","5","1","2","3","1","1","3","10","10","10","2","3","8","1","0","0","2","0","1","1","2","1","0","10","8","8","4","7","7","6","6","1","3","1","1","139.669808341814","35.7301910297813"," ～ 137"
"13114011003","13","114","011003","東京都","中野区","江原町三丁目","142","62","80","1","2","2","3","28","41","24","16","12","5","4","2","1","0","0","1","0","2","1","2","13","19","8","5","5","2","4","1","0","0","0","0","1","0","1","1","15","22","16","11","7","3","0","1","1","0","0","1","139.674234922446","35.7316415754499","137 ～ 184"
"13114012001","13","114","012001","東京都","中野区","江古田一丁目","85","46","39","1","2","4","3","9","15","12","8","6","8","4","6","4","1","1","1","1","1","2","2","6","9","8","5","2","3","0","4","3","0","0","0","0","1","2","1","3","6","4","3","4","5","4","2","1","1","1","1","139.672776106807","35.7254002225423"," ～ 137"
"13114012002","13","114","012002","東京都","中野区","江古田二丁目","142","83","59","1","0","1","3","41","44","21","8","5","2","4","2","4","2","2","2","0","0","1","0","23","30","14","4","2","1","2","1","2","2","0","1","1","0","0","3","18","14","7","4","3","1","2","1","2","0","2","1","139.666538014052","35.7258724054634","137 ～ 184"
"13114012003","13","114","012003","東京都","中野区","江古田三丁目","196","87","109","15","9","10","7","24","18","28","26","14","15","6","14","5","1","2","2","3","2","5","4","10","6","15","15","6","5","5","8","2","0","1","0","12","7","5","3","14","12","13","11","8","10","1","6","3","1","1","2","139.666869197116","35.7286824437866","184 ～ 269"
"13114012004","13","114","012004","東京都","中野区","江古田四丁目","345","165","180","2","2","2","26","135","70","27","20","17","10","16","10","4","3","1","0","1","2","1","15","56","37","10","10","10","8","10","4","0","1","0","0","1","0","1","11","79","33","17","10","7","2","6","6","4","2","1","0","139.662137621209","35.7253606576189","321 ～"
"13114013001","13","114","013001","東京都","中野区","丸山一丁目","150","80","70","2","0","2","15","48","34","16","5","10","6","3","5","1","2","1","0","1","0","2","10","23","18","9","2","4","4","2","3","1","1","0","0","1","0","0","5","25","16","7","3","6","2","1","2","0","1","1","0","139.655921127399","35.7245720650114","137 ～ 184"
"13114013002","13","114","013002","東京都","中野区","丸山二丁目","169","94","75","0","1","1","15","58","31","23","9","8","4","12","4","2","0","1","0","0","1","1","7","33","19","12","6","3","2","5","3","1","0","1","0","0","0","0","8","25","12","11","3","5","2","7","1","1","0","0","0","139.651635078675","35.724867765713","137 ～ 184"
"13114014001","13","114","014001","東京都","中野区","野方一丁目","302","150","152","4","4","0","27","78","75","47","26","12","5","5","10","4","4","1","0","1","4","0","8","34","46","26","15","6","1","1","6","0","2","0","0","3","0","0","19","44","29","21","11","6","4","4","4","4","2","1","0","139.657121987782","35.7112128932395","269 ～ 321"
"13114014002","13","114","014002","東京都","中野区","野方二丁目","281","162","119","4","2","3","8","83","69","38","16","17","10","9","12","5","0","0","5","3","1","3","6","54","40","21","10","6","6","6","4","1","0","0","1","1","1","0","2","29","29","17","6","11","4","3","8","4","0","0","4","139.656835064834","35.7144140548478","269 ～ 321"
"13114014003","13","114","014003","東京都","中野区","野方三丁目","203","117","86","2","0","0","7","74","57","19","15","9","5","4","2","4","2","0","3","1","0","0","2","42","38","12","9","3","1","2","1","2","1","0","3","1","0","0","5","32","19","7","6","6","4","2","1","2","1","0","0","139.656203040754","35.7174474319749","184 ～ 269"
"13114014004","13","114","014004","東京都","中野区","野方四丁目","164","76","88","1","4","0","11","51","28","14","10","11","9","5","7","1","5","3","4","1","1","0","7","30","12","2","4","6","1","4","3","0","3","2","0","0","3","0","4","21","16","12","6","5","8","1","4","1","2","1","4","139.65630092644","35.720939562943","137 ～ 184"
"13114014005","13","114","014005","東京都","中野区","野方五丁目","163","81","82","3","0","2","9","53","32","18","15","10","5","1","3","3","4","1","4","2","0","0","5","28","15","10","5","6","4","1","1","0","2","0","2","1","0","2","4","25","17","8","10","4","1","0","2","3","2","1","2","139.651654222134","35.718299189242","137 ～ 184"
"13114014006","13","114","014006","東京都","中野区","野方六丁目","334","165","169","2","1","3","31","128","69","35","14","11","12","13","4","4","3","3","1","2","0","1","10","57","41","18","8","4","6","9","3","2","1","3","0","0","1","2","21","71","28","17","6","7","6","4","1","2","2","0","1","139.651272570496","35.7216632666469","321 ～"
"13114015001","13","114","015001","東京都","中野区","大和町一丁目","477","232","245","12","4","2","28","126","120","70","47","29","11","11","6","7","3","0","1","5","3","1","19","50","55","36","20","21","11","4","1","4","1","0","1","7","1","1","9","76","65","34","27","8","0","7","5","3","2","0","0","139.651621741987","35.7115956436268","321 ～"
"13114015002","13","114","015002","東京都","中野区","大和町二丁目","155","79","76","3","2","1","7","46","33","11","11","9","10","5","10","3","2","1","1","2","1","1","3","24","20","4","5","6","5","3","3","0","2","0","0","1","1","0","4","22","13","7","6","3","5","2","7","3","0","1","1","139.650603183389","35.7151852621923","137 ～ 184"
"13114015003","13","114","015003","東京都","中野区","大和町三丁目","168","86","82","5","0","0","4","32","35","35","18","13","5","6","5","5","5","0","0","3","0","0","2","16","16","16","12","7","5","2","1","4","2","0","0","2","0","0","2","16","19","19","6","6","0","4","4","1","3","0","0","139.646022708631","35.7114196069859","137 ～ 184"
"13114015004","13","114","015004","東京都","中野区","大和町四丁目","165","80","85","3","2","4","7","47","35","14","12","7","9","10","8","4","1","2","0","0","1","4","2","20","17","7","7","3","4","8","3","2","0","2","0","3","1","0","5","27","18","7","5","4","5","2","5","2","1","0","0","139.644859081901","35.7144366433394","137 ～ 184"
"13114016001","13","114","016001","東京都","中野区","若宮一丁目","243","140","103","3","2","2","25","74","64","15","21","9","11","3","7","3","2","0","2","1","0","2","16","48","37","7","11","6","6","0","3","1","1","0","1","2","2","0","9","26","27","8","10","3","5","3","4","2","1","0","1","139.648772719922","35.7186693615762","184 ～ 269"
"13114016002","13","114","016002","東京都","中野区","若宮二丁目","211","117","94","2","4","2","17","52","56","22","12","12","11","8","5","2","0","2","4","2","0","1","11","30","35","11","5","7","7","1","3","2","0","0","2","0","4","1","6","22","21","11","7","5","4","7","2","0","0","2","2","139.643381588491","35.716927613982","184 ～ 269"
"13114016003","13","114","016003","東京都","中野区","若宮三丁目","260","136","124","2","2","3","24","89","57","27","15","14","6","5","7","1","4","1","3","1","1","0","18","49","32","11","4","7","3","5","3","0","1","0","1","1","1","3","6","40","25","16","11","7","3","0","4","1","3","1","2","139.642630684078","35.7204489656902","184 ～ 269"
"13114017001","13","114","017001","東京都","中野区","白鷺一丁目","223","115","108","10","15","7","6","29","42","20","30","20","8","10","11","6","3","3","3","5","8","4","3","17","26","9","12","15","5","4","1","2","1","0","3","5","7","3","3","12","16","11","18","5","3","6","10","4","2","3","0","139.638625675165","35.7188649495603","184 ～ 269"
"13114017002","13","114","017002","東京都","中野区","白鷺二丁目","332","165","167","22","10","2","36","73","41","44","37","14","26","12","4","6","3","0","2","12","3","1","17","41","19","19","17","10","14","5","2","2","2","0","1","10","7","1","19","32","22","25","20","4","12","7","2","4","1","0","1","139.634577679552","35.7196153809163","321 ～"
"13114017003","13","114","017003","東京都","中野区","白鷺三丁目","281","142","139","22","9","8","16","66","49","45","29","9","9","7","8","2","2","0","0","12","6","3","10","33","24","23","15","5","4","2","4","0","1","0","0","10","3","5","6","33","25","22","14","4","5","5","4","2","1","0","0","139.632804785878","35.7217872717603","269 ～ 321"
"13114018001","13","114","018001","東京都","中野区","鷺宮一丁目","265","138","127","1","0","1","33","105","70","25","14","6","3","2","2","1","0","2","0","0","0","1","20","56","34","9","6","5","1","1","2","1","0","2","0","1","0","0","13","49","36","16","8","1","2","1","0","0","0","0","0","139.646600422625","35.7230319849964","184 ～ 269"
"13114018002","13","114","018002","東京都","中野区","鷺宮二丁目","90","53","37","0","0","0","6","32","32","11","3","1","1","2","0","2","0","0","0","0","0","0","5","20","19","7","1","0","1","0","0","0","0","0","0","0","0","0","1","12","13","4","2","1","0","2","0","2","0","0","0","139.64673243354","35.7252462202713"," ～ 137"
"13114018003","13","114","018003","東京都","中野区","鷺宮三丁目","315","157","158","5","5","0","17","131","62","38","16","10","5","6","4","3","6","2","5","3","1","0","7","69","32","20","7","5","2","2","3","2","2","1","1","2","4","0","10","62","30","18","9","5","3","4","1","1","4","1","4","139.641163607329","35.7243532584294","269 ～ 321"
"13114018004","13","114","018004","東京都","中野区","鷺宮四丁目","303","158","145","3","0","0","30","110","84","29","15","7","9","2","4","1","4","2","3","1","0","0","17","56","43","16","8","3","4","1","4","0","3","1","1","2","0","0","13","54","41","13","7","4","5","1","0","1","1","1","2","139.634359528186","35.7247047384778","269 ～ 321"
"13114018005","13","114","018005","東京都","中野区","鷺宮五丁目","103","64","39","2","2","2","6","11","16","14","12","12","7","9","2","4","0","1","3","2","2","1","4","8","9","6","6","9","4","8","2","2","0","0","1","0","0","1","2","3","7","8","6","3","3","1","0","2","0","1","2","139.633144480032","35.7255122024833"," ～ 137"
"13114018006","13","114","018006","東京都","中野区","鷺宮六丁目","111","42","69","2","3","2","2","24","14","15","15","9","8","5","10","1","1","0","0","2","2","1","1","5","5","5","9","4","4","1","2","1","0","0","0","0","1","1","1","19","9","10","6","5","4","4","8","0","1","0","0","139.628338838769","35.725302294214"," ～ 137"
"13114019001","13","114","019001","東京都","中野区","上鷺宮一丁目","94","58","36","2","2","2","5","24","22","11","4","5","2","7","1","4","2","1","0","2","0","1","4","18","11","4","4","1","1","6","1","2","2","1","0","0","2","1","1","6","11","7","0","4","1","1","0","2","0","0","0","139.636584962823","35.7292748819846"," ～ 137"
"13114019002","13","114","019002","東京都","中野区","上鷺宮二丁目","142","70","72","10","8","0","10","31","16","12","12","11","14","8","5","2","2","1","0","5","4","0","5","18","10","6","6","6","5","1","1","1","2","0","0","5","4","0","5","13","6","6","6","5","9","7","4","1","0","1","0","139.633969715928","35.7291305081804","137 ～ 184"
"13114019003","13","114","019003","東京都","中野区","上鷺宮三丁目","56","24","32","1","2","1","1","11","8","3","8","4","3","2","5","4","1","1","1","0","0","1","1","5","3","2","3","4","0","1","1","2","1","0","0","1","2","0","0","6","5","1","5","0","3","1","4","2","0","1","1","139.632836746046","35.7334667667378"," ～ 137"
