"図形と集計データのリンクコード","都道府県番号","市区町村番号","町丁・字等番号","都道府県名","市区町村名","町丁・字等名称","世帯数","人口・総数","人口・男性","人口・女性","総数０から４歳","総数５から９歳","総数１０から１４歳","総数１５から１９歳","総数２０から２４歳","総数２５から２９歳","総数３０から３４歳","総数３５から３９歳","総数４０から４４歳","総数４５から４９歳","総数５０から５４歳","総数５５から５９歳","総数６０から６４歳","総数６５から６９歳","総数７０から７４歳","総数７５歳以上","男性０から４歳","男性５から９歳","男性１０から１４歳","男性１５から１９歳","男性２０から２４歳","男性２５から２９歳","男性３０から３４歳","男性３５から３９歳","男性４０から４４歳","男性４５から４９歳","男性５０から５４歳","男性５５から５９歳","男性６０から６４歳","男性６５から６９歳","男性７０から７４歳","男性７５歳以上","女性０から４歳","女性５から９歳","女性１０から１４歳","女性１５から１９歳","女性２０から２４歳","女性２５から２９歳","女性３０から３４歳","女性３５から３９歳","女性４０から４４歳","女性４５から４９歳","女性５０から５４歳","女性５５から５９歳","女性６０から６４歳","女性６５から６９歳","女性７０から７４歳","女性７５歳以上","経度","緯度","分類"
"13114003001","13","114","003001","東京都","中野区","本町一丁目","91","135","74","61","0","2","4","0","13","21","20","20","13","13","11","4","6","4","0","4","0","0","2","0","11","15","12","12","5","3","4","2","4","1","0","3","0","2","2","0","2","6","8","8","8","10","7","2","2","3","0","1","139.684263682418","35.6945497808916","101 ～ 136.7"
"13114003002","13","114","003002","東京都","中野区","本町二丁目","105","150","85","65","0","1","0","3","17","35","16","21","13","12","6","6","9","5","2","4","0","1","0","2","13","22","9","13","4","5","5","1","3","3","1","3","0","0","0","1","4","13","7","8","9","7","1","5","6","2","1","1","139.680248832713","35.694749901788","136.7 ～ 197.2"
"13114003003","13","114","003003","東京都","中野区","本町三丁目","196","285","149","136","4","8","3","8","41","55","50","26","24","24","14","12","3","5","3","5","1","5","2","3","19","35","25","15","10","13","10","4","1","1","2","3","3","3","1","5","22","20","25","11","14","11","4","8","2","4","1","2","139.676226149603","35.6953021978143","282 ～"
"13114003004","13","114","003004","東京都","中野区","本町四丁目","205","287","148","139","8","2","4","7","21","64","53","36","19","20","17","21","4","4","4","3","5","1","2","4","13","30","26","21","10","7","11","11","1","2","2","2","3","1","2","3","8","34","27","15","9","13","6","10","3","2","2","1","139.670757977698","35.6957407995557","282 ～"
"13114003005","13","114","003005","東京都","中野区","本町五丁目","126","173","78","95","0","2","2","1","25","33","39","17","17","8","7","9","9","3","0","1","0","0","2","1","9","16","22","7","8","4","3","3","2","1","0","0","0","2","0","0","16","17","17","10","9","4","4","6","7","2","0","1","139.670696158992","35.6926426087684","136.7 ～ 197.2"
"13114003006","13","114","003006","東京都","中野区","本町六丁目","171","230","105","125","7","6","2","2","41","54","35","27","19","14","10","5","5","1","0","2","5","4","1","1","12","23","18","11","13","9","4","2","1","0","0","1","2","2","1","1","29","31","17","16","6","5","6","3","4","1","0","1","139.664333132286","35.6954696302311","197.2 ～ 282"
"13114004001","13","114","004001","東京都","中野区","中央一丁目","217","330","178","152","6","4","5","17","39","55","51","46","27","21","19","17","6","6","4","7","4","2","3","6","17","30","29","24","19","13","12","9","3","3","2","2","2","2","2","11","22","25","22","22","8","8","7","8","3","3","2","5","139.68563112818","35.6990138966392","282 ～"
"13114004002","13","114","004002","東京都","中野区","中央二丁目","175","251","128","123","7","2","3","1","32","63","44","31","15","7","18","12","5","0","4","7","4","2","1","0","15","29","26","16","11","3","10","4","4","0","2","1","3","0","2","1","17","34","18","15","4","4","8","8","1","0","2","6","139.679241144486","35.6994674880177","197.2 ～ 282"
"13114004003","13","114","004003","東京都","中野区","中央三丁目","198","282","147","135","5","7","2","3","38","60","52","40","26","13","13","11","6","6","0","0","3","3","2","0","19","30","29","21","16","7","7","5","4","1","0","0","2","4","0","3","19","30","23","19","10","6","6","6","2","5","0","0","139.673288125946","35.7000259035886","282 ～"
"13114004004","13","114","004004","東京都","中野区","中央四丁目","305","392","199","193","2","6","2","9","112","68","62","39","22","18","19","15","6","2","4","6","0","3","1","5","60","36","34","15","15","8","7","6","2","2","2","3","2","3","1","4","52","32","28","24","7","10","12","9","4","0","2","3","139.66882864583","35.7002489598244","282 ～"
"13114004005","13","114","004005","東京都","中野区","中央五丁目","199","294","125","169","3","6","1","8","51","66","49","21","23","21","20","6","6","6","5","2","1","4","0","4","17","28","24","8","15","9","6","2","3","2","2","0","2","2","1","4","34","38","25","13","8","12","14","4","3","4","3","2","139.664667776935","35.7000562392736","282 ～"
"13114005001","13","114","005001","東京都","中野区","東中野一丁目","365","504","287","217","20","6","3","4","87","109","96","68","32","22","18","16","8","5","5","5","10","5","1","2","50","67","47","43","21","11","12","7","2","1","4","4","10","1","2","2","37","42","49","25","11","11","6","9","6","4","1","1","139.685177472137","35.7036354659833","282 ～"
"13114005002","13","114","005002","東京都","中野区","東中野二丁目","120","185","92","93","5","2","3","2","24","30","32","19","20","15","12","13","3","0","1","4","2","0","0","1","8","19","17","11","12","9","6","4","2","0","0","1","3","2","3","1","16","11","15","8","8","6","6","9","1","0","1","3","139.679631608041","35.7035087971788","136.7 ～ 197.2"
"13114005003","13","114","005003","東京都","中野区","東中野三丁目","138","188","94","94","6","0","3","1","35","38","31","25","18","12","6","4","6","2","1","0","3","0","2","1","13","18","13","16","9","8","3","2","4","2","0","0","3","0","1","0","22","20","18","9","9","4","3","2","2","0","1","0","139.681560781287","35.7081804572918","136.7 ～ 197.2"
"13114005004","13","114","005004","東京都","中野区","東中野四丁目","319","422","224","198","13","6","4","4","97","103","61","46","39","13","9","13","7","5","2","0","7","4","0","3","46","56","29","31","20","4","8","8","4","3","1","0","6","2","4","1","51","47","32","15","19","9","1","5","3","2","1","0","139.68621788878","35.7086717760593","282 ～"
"13114005005","13","114","005005","東京都","中野区","東中野五丁目","180","283","153","130","16","11","1","5","31","55","51","37","23","15","13","5","8","6","5","1","7","8","1","3","17","32","31","16","14","7","7","3","1","3","2","1","9","3","0","2","14","23","20","21","9","8","6","2","7","3","3","0","139.69021511275","35.7086984390765","282 ～"
"13114006001","13","114","006001","東京都","中野区","中野一丁目","254","344","190","154","4","5","5","8","85","85","40","32","14","12","10","21","8","6","4","5","1","3","3","4","50","48","20","17","5","8","6","12","6","4","2","1","3","2","2","4","35","37","20","15","9","4","4","9","2","2","2","4","139.67620858374","35.7035342706179","282 ～"
"13114006002","13","114","006002","東京都","中野区","中野二丁目","68","111","47","64","5","0","1","1","21","19","24","5","8","7","5","4","3","2","2","4","2","0","0","1","7","8","12","5","1","3","1","1","2","1","1","2","3","0","1","0","14","11","12","0","7","4","4","3","1","1","1","2","139.669093459576","35.7041812440605","101 ～ 136.7"
"13114006003","13","114","006003","東京都","中野区","中野三丁目","212","285","141","144","3","6","2","2","49","71","49","29","23","10","14","9","6","6","1","5","1","4","0","1","28","35","27","16","6","6","6","3","2","3","1","2","2","2","2","1","21","36","22","13","17","4","8","6","4","3","0","3","139.661781788124","35.7028649739201","282 ～"
"13114006004","13","114","006004","東京都","中野区","中野四丁目","74","98","48","50","1","1","1","9","32","11","13","10","2","2","7","2","4","1","1","1","1","1","1","4","16","5","7","6","1","0","2","0","2","1","0","1","0","0","0","5","16","6","6","4","1","2","5","2","2","0","1","0","139.661468058502","35.7076937742814"," ～ 101"
"13114006005","13","114","006005","東京都","中野区","中野五丁目","361","464","240","224","10","4","4","6","103","117","59","51","35","20","14","14","5","4","11","7","8","2","1","2","48","58","38","26","21","13","5","7","3","1","4","3","2","2","3","4","55","59","21","25","14","7","9","7","2","3","7","4","139.66897568276","35.7076757824246","282 ～"
"13114006006","13","114","006006","東京都","中野区","中野六丁目","158","203","101","102","1","1","2","9","48","53","25","19","10","8","9","4","10","1","0","3","0","1","0","4","26","20","17","8","4","5","5","2","7","1","0","1","1","0","2","5","22","33","8","11","6","3","4","2","3","0","0","2","139.675852340594","35.707564031603","197.2 ～ 282"
"13114007001","13","114","007001","東京都","中野区","上高田一丁目","229","307","167","140","5","2","4","9","83","56","51","32","26","15","12","6","3","1","1","1","2","1","3","5","41","31","29","21","17","6","8","2","0","1","0","0","3","1","1","4","42","25","22","11","9","9","4","4","3","0","1","1","139.677869528936","35.7105857272966","282 ～"
"13114007002","13","114","007002","東京都","中野区","上高田二丁目","158","216","110","106","4","4","0","3","40","54","35","26","13","9","10","7","2","1","2","6","1","3","0","2","16","30","20","13","8","4","5","3","1","0","1","3","3","1","0","1","24","24","15","13","5","5","5","4","1","1","1","3","139.671141642535","35.7119477415905","197.2 ～ 282"
"13114007003","13","114","007003","東京都","中野区","上高田三丁目","150","188","106","82","1","0","3","5","47","52","26","17","10","7","9","3","6","0","1","1","0","0","0","1","25","36","16","7","3","5","6","3","4","0","0","0","1","0","3","4","22","16","10","10","7","2","3","0","2","0","1","1","139.674004619858","35.7139967134569","136.7 ～ 197.2"
"13114007004","13","114","007004","東京都","中野区","上高田四丁目","149","254","138","116","6","6","7","9","35","48","33","27","20","26","13","6","6","6","3","3","2","5","5","5","25","30","18","11","12","10","6","2","3","1","0","3","4","1","2","4","10","18","15","16","8","16","7","4","3","5","3","0","139.678244464293","35.7134588796682","197.2 ～ 282"
"13114007005","13","114","007005","東京都","中野区","上高田五丁目","91","127","58","69","1","1","0","5","27","36","20","11","9","4","4","4","2","2","0","1","1","1","0","3","8","19","10","4","5","3","2","0","0","2","0","0","0","0","0","2","19","17","10","7","4","1","2","4","2","0","0","1","139.675475144169","35.7177646413265","101 ～ 136.7"
"13114008001","13","114","008001","東京都","中野区","新井一丁目","164","214","112","102","3","1","3","3","37","55","50","17","10","7","6","10","3","3","2","4","2","0","3","1","20","27","27","11","7","3","2","3","1","2","1","2","1","1","0","2","17","28","23","6","3","4","4","7","2","1","1","2","139.667697937877","35.7120911572706","197.2 ～ 282"
"13114008002","13","114","008002","東京都","中野区","新井二丁目","193","249","113","136","1","3","1","3","48","65","47","29","12","12","13","6","5","3","1","0","1","2","0","2","26","32","17","10","5","7","7","3","0","1","0","0","0","1","1","1","22","33","30","19","7","5","6","3","5","2","1","0","139.66307280542","35.7120822502015","197.2 ～ 282"
"13114008003","13","114","008003","東京都","中野区","新井三丁目","80","98","63","35","0","1","1","4","28","28","8","5","9","2","1","1","4","2","2","2","0","0","1","4","15","21","8","1","5","0","1","0","2","1","2","2","0","1","0","0","13","7","0","4","4","2","0","1","2","1","0","0","139.662419534714","35.715908084647"," ～ 101"
"13114008004","13","114","008004","東京都","中野区","新井四丁目","38","60","27","33","0","0","0","0","14","4","11","9","4","4","1","6","3","3","0","1","0","0","0","0","6","3","6","4","3","0","0","2","1","2","0","0","0","0","0","0","8","1","5","5","1","4","1","4","2","1","0","1","139.666321397554","35.716577302899"," ～ 101"
"13114008005","13","114","008005","東京都","中野区","新井五丁目","78","108","54","54","2","0","1","4","25","22","16","15","5","4","2","4","3","1","3","1","1","0","1","2","11","14","10","8","2","1","0","0","1","0","3","0","1","0","0","2","14","8","6","7","3","3","2","4","2","1","0","1","139.669043923667","35.7152974015318","101 ～ 136.7"
"13114009001","13","114","009001","東京都","中野区","沼袋一丁目","142","197","110","87","9","2","1","5","47","41","28","19","14","7","5","8","4","1","3","3","7","2","1","2","26","20","16","10","6","5","3","6","2","1","2","1","2","0","0","3","21","21","12","9","8","2","2","2","2","0","1","2","139.665962380587","35.7193085000846","136.7 ～ 197.2"
"13114009002","13","114","009002","東京都","中野区","沼袋二丁目","128","181","82","99","5","3","1","2","47","42","22","14","8","6","5","10","7","3","2","4","3","0","0","1","25","19","12","5","5","2","2","3","3","0","0","2","2","3","1","1","22","23","10","9","3","4","3","7","4","3","2","2","139.665778737259","35.7222624207704","136.7 ～ 197.2"
"13114009003","13","114","009003","東京都","中野区","沼袋三丁目","165","209","125","84","5","2","3","2","60","57","37","10","9","8","6","1","2","3","2","2","2","2","2","1","35","35","21","6","5","3","5","1","2","2","1","2","3","0","1","1","25","22","16","4","4","5","1","0","0","1","1","0","139.660629951083","35.7183314857835","197.2 ～ 282"
"13114009004","13","114","009004","東京都","中野区","沼袋四丁目","102","142","83","59","3","0","1","4","29","35","25","11","10","3","5","6","4","3","1","2","2","0","1","3","15","23","17","7","4","2","2","1","2","3","0","1","1","0","0","1","14","12","8","4","6","1","3","5","2","0","1","1","139.660190260831","35.7217340370417","136.7 ～ 197.2"
"13114010001","13","114","010001","東京都","中野区","松が丘一丁目","121","170","96","74","6","1","1","3","32","35","28","14","17","5","10","6","2","4","2","4","5","1","0","2","18","21","17","8","11","3","4","2","1","1","0","2","1","0","1","1","14","14","11","6","6","2","6","4","1","3","2","2","139.67253741837","35.7198904094131","136.7 ～ 197.2"
"13114010002","13","114","010002","東京都","中野区","松が丘二丁目","100","134","64","70","3","2","2","1","38","38","13","7","6","7","6","4","2","4","1","0","2","0","0","1","16","18","6","3","4","5","4","1","2","1","1","0","1","2","2","0","22","20","7","4","2","2","2","3","0","3","0","0","139.671114401543","35.7207583206409","101 ～ 136.7"
"13114011001","13","114","011001","東京都","中野区","江原町一丁目","109","173","79","94","7","8","4","1","16","25","35","26","18","21","2","5","2","3","0","0","1","2","0","1","13","12","16","11","9","10","0","3","0","1","0","0","6","6","4","0","3","13","19","15","9","11","2","2","2","2","0","0","139.673536674525","35.7292827190922","136.7 ～ 197.2"
"13114011002","13","114","011002","東京都","中野区","江原町二丁目","63","113","47","66","4","2","3","3","16","14","16","7","11","7","12","8","2","3","2","3","1","1","1","1","11","6","6","5","3","2","6","1","0","1","0","2","3","1","2","2","5","8","10","2","8","5","6","7","2","2","2","1","139.669808341814","35.7301910297813","101 ～ 136.7"
"13114011003","13","114","011003","東京都","中野区","江原町三丁目","78","101","43","58","2","2","1","0","12","14","26","19","8","6","4","5","0","1","0","1","2","1","1","0","5","8","9","5","3","3","2","4","0","0","0","0","0","1","0","0","7","6","17","14","5","3","2","1","0","1","0","1","139.674234922446","35.7316415754499","101 ～ 136.7"
"13114012001","13","114","012001","東京都","中野区","江古田一丁目","38","77","42","35","0","3","1","1","5","11","11","7","9","10","5","4","7","1","0","2","0","2","0","0","3","6","7","4","6","5","1","3","5","0","0","0","0","1","1","1","2","5","4","3","3","5","4","1","2","1","0","2","139.672776106807","35.7254002225423"," ～ 101"
"13114012002","13","114","012002","東京都","中野区","江古田二丁目","63","81","45","36","1","0","0","1","6","27","17","6","3","3","5","2","3","3","2","2","1","0","0","0","1","20","9","4","2","0","4","0","1","2","0","1","0","0","0","1","5","7","8","2","1","3","1","2","2","1","2","1","139.666538014052","35.7258724054634"," ～ 101"
"13114012003","13","114","012003","東京都","中野区","江古田三丁目","114","238","102","136","15","10","10","10","19","26","38","36","19","17","12","11","10","3","0","2","5","3","5","6","6","9","16","22","7","4","6","7","6","0","0","0","10","7","5","4","13","17","22","14","12","13","6","4","4","3","0","2","139.666869197116","35.7286824437866","197.2 ～ 282"
"13114012004","13","114","012004","東京都","中野区","江古田四丁目","182","248","129","119","2","0","1","8","61","67","29","17","12","13","16","12","7","1","1","1","1","0","1","4","32","38","13","6","7","10","10","7","0","0","0","0","1","0","0","4","29","29","16","11","5","3","6","5","7","1","1","1","139.662137621209","35.7253606576189","197.2 ～ 282"
"13114013001","13","114","013001","東京都","中野区","丸山一丁目","62","95","51","44","1","0","1","3","26","20","9","6","6","7","4","7","1","3","0","1","0","0","0","2","14","15","3","3","3","4","1","5","0","1","0","0","1","0","1","1","12","5","6","3","3","3","3","2","1","2","0","1","139.655921127399","35.7245720650114"," ～ 101"
"13114013002","13","114","013002","東京都","中野区","丸山二丁目","96","132","73","59","0","2","3","3","31","25","26","12","6","4","12","4","3","0","1","0","0","2","3","2","20","12","14","6","4","1","5","2","1","0","1","0","0","0","0","1","11","13","12","6","2","3","7","2","2","0","0","0","139.651635078675","35.724867765713","101 ～ 136.7"
"13114014001","13","114","014001","東京都","中野区","野方一丁目","172","218","111","107","5","3","0","3","47","57","35","32","11","3","3","6","7","5","0","1","4","3","0","2","28","29","14","16","7","0","0","4","3","1","0","0","1","0","0","1","19","28","21","16","4","3","3","2","4","4","0","1","139.657121987782","35.7112128932395","197.2 ～ 282"
"13114014002","13","114","014002","東京都","中野区","野方二丁目","141","197","108","89","2","3","2","3","44","43","33","16","8","11","8","14","4","2","1","3","2","2","2","2","27","23","20","11","2","4","4","7","0","2","0","0","0","1","0","1","17","20","13","5","6","7","4","7","4","0","1","3","139.656835064834","35.7144140548478","136.7 ～ 197.2"
"13114014003","13","114","014003","東京都","中野区","野方三丁目","108","131","78","53","2","0","0","0","31","43","16","12","4","5","5","2","4","4","0","3","0","0","0","0","19","29","10","6","1","1","4","0","3","2","0","3","2","0","0","0","12","14","6","6","3","4","1","2","1","2","0","0","139.656203040754","35.7174474319749","101 ～ 136.7"
"13114014004","13","114","014004","東京都","中野区","野方四丁目","76","118","60","58","1","2","2","2","17","26","12","9","11","10","5","7","3","3","4","4","1","1","0","2","13","14","5","3","6","3","3","4","1","1","3","0","0","1","2","0","4","12","7","6","5","7","2","3","2","2","1","4","139.65630092644","35.720939562943","101 ～ 136.7"
"13114014005","13","114","014005","東京都","中野区","野方五丁目","86","118","61","57","0","1","2","3","20","28","21","10","7","7","3","4","2","5","2","3","0","1","0","2","13","15","13","4","3","2","1","2","1","1","1","2","0","0","2","1","7","13","8","6","4","5","2","2","1","4","1","1","139.651654222134","35.718299189242","101 ～ 136.7"
"13114014006","13","114","014006","東京都","中野区","野方六丁目","158","205","97","108","3","2","2","8","56","35","37","9","12","9","15","6","6","2","1","2","1","1","0","6","20","18","21","4","6","5","7","3","3","0","1","1","2","1","2","2","36","17","16","5","6","4","8","3","3","2","0","1","139.651272570496","35.7216632666469","197.2 ～ 282"
"13114015001","13","114","015001","東京都","中野区","大和町一丁目","227","304","162","142","3","2","3","2","65","66","53","44","32","11","9","5","7","1","1","0","1","2","3","1","31","32","33","23","19","8","4","2","3","0","0","0","2","0","0","1","34","34","20","21","13","3","5","3","4","1","1","0","139.651621741987","35.7115956436268","282 ～"
"13114015002","13","114","015002","東京都","中野区","大和町二丁目","109","151","73","78","4","0","1","4","32","36","20","11","9","10","6","9","5","1","1","2","1","0","1","2","14","20","7","9","3","6","4","3","1","1","1","0","3","0","0","2","18","16","13","2","6","4","2","6","4","0","0","2","139.650603183389","35.7151852621923","136.7 ～ 197.2"
"13114015003","13","114","015003","東京都","中野区","大和町三丁目","77","122","59","63","1","1","0","1","22","25","20","13","9","9","5","5","4","4","3","0","1","0","0","1","10","9","8","8","6","6","3","1","2","2","2","0","0","1","0","0","12","16","12","5","3","3","2","4","2","2","1","0","139.646022708631","35.7114196069859","101 ～ 136.7"
"13114015004","13","114","015004","東京都","中野区","大和町四丁目","81","131","74","57","3","2","2","3","17","28","16","18","10","4","12","5","6","2","1","2","1","1","1","3","8","15","12","10","5","3","7","3","3","0","1","1","2","1","1","0","9","13","4","8","5","1","5","2","3","2","0","1","139.644859081901","35.7144366433394","101 ～ 136.7"
"13114016001","13","114","016001","東京都","中野区","若宮一丁目","126","176","88","88","4","1","4","9","37","36","20","15","16","9","5","8","7","3","0","2","2","1","3","6","22","12","10","7","9","5","2","4","3","1","0","1","2","0","1","3","15","24","10","8","7","4","3","4","4","2","0","1","139.648772719922","35.7186693615762","136.7 ～ 197.2"
"13114016002","13","114","016002","東京都","中野区","若宮二丁目","125","193","101","92","3","3","6","5","43","39","21","15","15","16","10","8","2","1","2","4","3","1","1","1","27","23","12","8","7","7","2","5","1","1","1","1","0","2","5","4","16","16","9","7","8","9","8","3","1","0","1","3","139.643381588491","35.716927613982","136.7 ～ 197.2"
"13114016003","13","114","016003","東京都","中野区","若宮三丁目","143","198","95","103","6","4","0","8","33","57","26","17","14","8","7","7","2","3","4","2","4","0","0","4","12","29","14","9","6","5","5","2","1","2","1","1","2","4","0","4","21","28","12","8","8","3","2","5","1","1","3","1","139.642630684078","35.7204489656902","197.2 ～ 282"
"13114017001","13","114","017001","東京都","中野区","白鷺一丁目","104","220","115","105","12","19","10","5","14","28","28","24","28","13","10","13","6","4","3","3","5","16","3","4","10","16","12","10","19","8","5","2","0","2","1","2","7","3","7","1","4","12","16","14","9","5","5","11","6","2","2","1","139.638625675165","35.7188649495603","197.2 ～ 282"
"13114017002","13","114","017002","東京都","中野区","白鷺二丁目","161","336","174","162","32","20","11","9","20","49","51","54","32","23","19","5","5","4","0","2","21","12","3","4","10","22","20","30","21","14","10","2","2","2","0","1","11","8","8","5","10","27","31","24","11","9","9","3","3","2","0","1","139.634577679552","35.7196153809163","282 ～"
"13114017003","13","114","017003","東京都","中野区","白鷺三丁目","140","312","165","147","36","17","11","8","25","49","57","43","36","13","9","4","2","2","0","0","19","14","7","3","14","21","27","17","26","9","5","2","1","0","0","0","17","3","4","5","11","28","30","26","10","4","4","2","1","2","0","0","139.632804785878","35.7217872717603","282 ～"
"13114018001","13","114","018001","東京都","中野区","鷺宮一丁目","134","153","71","82","2","0","0","1","55","32","30","14","6","5","1","3","1","1","2","0","0","0","0","0","30","10","10","8","4","2","1","2","1","1","2","0","2","0","0","1","25","22","20","6","2","3","0","1","0","0","0","0","139.646600422625","35.7230319849964","136.7 ～ 197.2"
"13114018002","13","114","018002","東京都","中野区","鷺宮二丁目","47","57","30","27","0","0","0","4","18","15","12","4","0","0","1","1","1","1","0","0","0","0","0","2","13","8","6","1","0","0","0","0","0","0","0","0","0","0","0","2","5","7","6","3","0","0","1","1","1","1","0","0","139.64673243354","35.7252462202713"," ～ 101"
"13114018003","13","114","018003","東京都","中野区","鷺宮三丁目","143","187","104","83","1","3","1","2","45","53","23","18","11","6","4","4","2","5","4","5","0","2","0","2","24","28","15","10","7","5","1","3","1","3","2","1","1","1","1","0","21","25","8","8","4","1","3","1","1","2","2","4","139.641163607329","35.7243532584294","136.7 ～ 197.2"
"13114018004","13","114","018004","東京都","中野区","鷺宮四丁目","173","206","110","96","2","2","0","18","58","53","23","18","10","5","2","5","1","3","3","3","2","0","0","8","32","28","13","8","6","3","0","5","0","2","2","1","0","2","0","10","26","25","10","10","4","2","2","0","1","1","1","2","139.634359528186","35.7247047384778","197.2 ～ 282"
"13114018005","13","114","018005","東京都","中野区","鷺宮五丁目","45","74","40","34","1","2","4","1","10","12","8","10","10","6","5","0","3","1","0","1","1","2","4","0","4","7","2","4","7","3","4","0","1","1","0","0","0","0","0","1","6","5","6","6","3","3","1","0","2","0","0","1","139.633144480032","35.7255122024833"," ～ 101"
"13114018006","13","114","018006","東京都","中野区","鷺宮六丁目","55","87","40","47","2","1","1","0","10","17","13","9","5","12","5","7","4","0","1","0","1","1","1","0","5","8","6","3","4","6","2","2","1","0","0","0","1","0","0","0","5","9","7","6","1","6","3","5","3","0","1","0","139.628338838769","35.725302294214"," ～ 101"
"13114019001","13","114","019001","東京都","中野区","上鷺宮一丁目","46","74","37","37","2","4","2","3","13","12","11","6","6","2","4","6","1","0","2","0","1","1","1","2","7","7","3","3","1","0","4","4","1","0","2","0","1","3","1","1","6","5","8","3","5","2","0","2","0","0","0","0","139.636584962823","35.7292748819846"," ～ 101"
