"図形と集計データのリンクコード","都道府県番号","市区町村番号","町丁・字等番号","都道府県名","市区町村名","町丁・字等名称","人口・総数","人口・男性","人口・女性","総数０から４歳","総数５から９歳","総数１０から１４歳","総数１５から１９歳","総数２０から２４歳","総数２５から２９歳","総数３０から３４歳","総数３５から３９歳","総数４０から４４歳","総数４５から４９歳","総数５０から５４歳","総数５５から５９歳","総数６０から６４歳","総数６５から６９歳","総数７０から７４歳","総数７５歳以上","男性０から４歳","男性５から９歳","男性１０から１４歳","男性１５から１９歳","男性２０から２４歳","男性２５から２９歳","男性３０から３４歳","男性３５から３９歳","男性４０から４４歳","男性４５から４９歳","男性５０から５４歳","男性５５から５９歳","男性６０から６４歳","男性６５から６９歳","男性７０から７４歳","男性７５歳以上","女性０から４歳","女性５から９歳","女性１０から１４歳","女性１５から１９歳","女性２０から２４歳","女性２５から２９歳","女性３０から３４歳","女性３５から３９歳","女性４０から４４歳","女性４５から４９歳","女性５０から５４歳","女性５５から５９歳","女性６０から６４歳","女性６５から６９歳","女性７０から７４歳","女性７５歳以上","経度","緯度","分類"
"13114002006","13","114","002006","東京都","中野区","弥生町六丁目","68","32","36","4","0","1","1","6","8","11","9","3","8","7","4","5","1","0","0","3","0","1","1","1","4","5","8","1","2","2","0","4","0","0","0","1","0","0","0","5","4","6","1","2","6","5","4","1","1","0","0","139.661296305306","35.6861222738141"," ～ 109"
"13114003001","13","114","003001","東京都","中野区","本町一丁目","159","70","89","0","1","1","7","24","33","27","17","16","10","5","9","4","1","1","3","0","0","1","4","12","12","13","8","6","2","2","5","1","1","1","2","0","1","0","3","12","21","14","9","10","8","3","4","3","0","0","1","139.684263682418","35.6945497808916","109 ～ 168"
"13114003002","13","114","003002","東京都","中野区","本町二丁目","177","104","73","0","0","0","3","39","37","30","14","17","9","6","6","5","2","2","7","0","0","0","3","31","19","19","7","8","8","1","0","2","1","1","4","0","0","0","0","8","18","11","7","9","1","5","6","3","1","1","3","139.680248832713","35.694749901788","168 ～ 234"
"13114003003","13","114","003003","東京都","中野区","本町三丁目","312","154","158","3","7","2","12","85","60","40","33","17","13","14","10","6","4","4","2","1","5","0","7","38","34","20","17","8","6","8","2","1","3","3","1","2","2","2","5","47","26","20","16","9","7","6","8","5","1","1","1","139.676226149603","35.6953021978143","308 ～ "
"13114003004","13","114","003004","東京都","中野区","本町四丁目","324","174","150","3","5","2","10","55","71","53","33","27","22","21","7","5","6","1","3","3","2","1","6","27","38","25","23","15","12","13","2","3","2","1","1","0","3","1","4","28","33","28","10","12","10","8","5","2","4","0","2","139.670757977698","35.6957407995557","308 ～ "
"13114003005","13","114","003005","東京都","中野区","本町五丁目","173","85","88","3","1","2","3","35","44","27","12","12","9","8","9","3","2","1","2","2","0","1","2","15","24","15","7","4","5","3","3","2","0","1","1","1","1","1","1","20","20","12","5","8","4","5","6","1","2","0","1","139.670696158992","35.6926426087684","168 ～ 234"
"13114003006","13","114","003006","東京都","中野区","本町六丁目","203","105","98","4","1","0","7","44","45","23","25","9","16","12","8","1","2","3","3","2","1","0","3","23","22","13","16","5","8","5","3","0","0","2","2","2","0","0","4","21","23","10","9","4","8","7","5","1","2","1","1","139.664333132286","35.6954696302311","168 ～ 234"
"13114004001","13","114","004001","東京都","中野区","中央一丁目","397","215","182","7","3","6","37","69","85","54","38","23","21","20","12","6","8","2","6","5","2","1","18","36","49","28","23","14","13","10","7","3","4","0","2","2","1","5","19","33","36","26","15","9","8","10","5","3","4","2","4","139.68563112818","35.6990138966392","308 ～ "
"13114004002","13","114","004002","東京都","中野区","中央二丁目","273","130","143","1","1","2","10","49","66","49","19","14","17","20","8","3","6","2","6","1","0","0","6","23","35","23","11","8","6","6","4","3","2","0","2","0","1","2","4","26","31","26","8","6","11","14","4","0","4","2","4","139.679241144486","35.6994674880177","234 ～ 308"
"13114004003","13","114","004003","東京都","中野区","中央三丁目","308","162","146","8","3","4","7","57","86","46","32","16","15","11","12","8","1","1","1","3","1","0","2","31","40","28","22","11","7","5","7","3","0","1","1","5","2","4","5","26","46","18","10","5","8","6","5","5","1","0","0","139.673288125946","35.7000259035886","308 ～ "
"13114004004","13","114","004004","東京都","中野区","中央四丁目","394","172","222","5","2","2","22","93","105","58","22","17","23","19","8","4","6","3","5","3","1","0","7","44","48","24","14","7","6","6","2","3","3","3","1","2","1","2","15","49","57","34","8","10","17","13","6","1","3","0","4","139.66882864583","35.7002489598244","308 ～ "
"13114004005","13","114","004005","東京都","中野区","中央五丁目","298","128","170","5","3","6","17","68","72","27","27","22","19","10","7","7","4","2","2","1","1","3","11","26","29","14","15","9","8","3","3","2","2","1","0","4","2","3","6","42","43","13","12","13","11","7","4","5","2","1","2","139.664667776935","35.7000562392736","234 ～ 308"
"13114005001","13","114","005001","東京都","中野区","東中野一丁目","631","369","262","17","4","3","27","157","156","97","58","29","25","27","11","7","4","3","6","13","0","2","20","94","82","58","42","17","14","13","4","1","4","2","3","4","4","1","7","63","74","39","16","12","11","14","7","6","0","1","3","139.685177472137","35.7036354659833","308 ～ "
"13114005002","13","114","005002","東京都","中野区","東中野二丁目","272","148","124","2","4","1","15","85","63","32","24","13","12","8","3","3","2","2","3","0","2","0","3","52","41","17","14","7","6","3","1","1","0","1","0","2","2","1","12","33","22","15","10","6","6","5","2","2","2","1","3","139.679631608041","35.7035087971788","234 ～ 308"
"13114005003","13","114","005003","東京都","中野区","東中野三丁目","251","129","122","3","5","3","13","62","64","29","24","14","10","8","7","5","1","1","2","3","2","1","5","34","29","13","15","8","8","2","3","5","0","0","1","0","3","2","8","28","35","16","9","6","2","6","4","0","1","1","1","139.681560781287","35.7081804572918","234 ～ 308"
"13114005004","13","114","005004","東京都","中野区","東中野四丁目","435","249","186","8","3","2","20","115","105","69","41","21","9","14","11","9","6","0","2","4","1","2","14","67","57","38","28","10","7","8","3","6","4","0","0","4","2","0","6","48","48","31","13","11","2","6","8","3","2","0","2","139.68621788878","35.7086717760593","308 ～ "
"13114005005","13","114","005005","東京都","中野区","東中野五丁目","345","184","161","5","7","5","22","94","67","53","37","13","19","6","8","4","3","2","0","3","1","3","12","67","30","28","17","10","6","1","2","1","1","2","0","2","6","2","10","27","37","25","20","3","13","5","6","3","2","0","0","139.69021511275","35.7086984390765","308 ～ "
"13114006001","13","114","006001","東京都","中野区","中野一丁目","398","215","183","8","6","6","18","108","91","49","29","21","13","25","10","4","4","3","3","5","4","3","8","60","47","33","10","12","7","13","5","3","2","2","1","3","2","3","10","48","44","16","19","9","6","12","5","1","2","1","2","139.67620858374","35.7035342706179","308 ～ "
"13114006002","13","114","006002","東京都","中野区","中野二丁目","119","60","59","2","1","2","9","36","20","13","7","9","2","7","3","2","1","3","2","1","1","1","7","16","13","8","3","2","1","2","1","1","0","2","1","1","0","1","2","20","7","5","4","7","1","5","2","1","1","1","1","139.669093459576","35.7041812440605","109 ～ 168"
"13114006003","13","114","006003","東京都","中野区","中野三丁目","350","188","162","11","1","1","17","95","75","50","35","13","14","14","12","6","2","1","3","8","0","1","12","48","45","24","18","8","5","7","6","3","2","0","1","3","1","0","5","47","30","26","17","5","9","7","6","3","0","1","2","139.661781788124","35.7028649739201","308 ～ "
"13114006004","13","114","006004","東京都","中野区","中野四丁目","431","235","196","2","0","2","206","158","24","11","3","6","7","6","3","1","1","1","0","2","0","1","111","90","13","6","1","3","2","3","1","1","0","1","0","0","0","1","95","68","11","5","2","3","5","3","2","0","1","0","0","139.661468058502","35.7076937742814","308 ～ "
"13114006005","13","114","006005","東京都","中野区","中野五丁目","466","230","236","7","3","2","23","127","104","63","34","23","18","22","9","8","12","3","8","4","0","2","13","55","53","41","15","15","7","6","5","4","5","2","3","3","3","0","10","72","51","22","19","8","11","16","4","4","7","1","5","139.66897568276","35.7076757824246","308 ～ "
"13114006006","13","114","006006","東京都","中野区","中野六丁目","248","129","119","3","0","2","22","80","55","33","14","12","4","5","10","5","0","0","3","1","0","1","9","44","30","16","5","8","1","3","8","2","0","0","1","2","0","1","13","36","25","17","9","4","3","2","2","3","0","0","2","139.675852340594","35.707564031603","234 ～ 308"
"13114007001","13","114","007001","東京都","中野区","上高田一丁目","376","194","182","6","2","3","29","133","91","35","27","21","15","7","4","2","0","0","1","3","2","1","15","62","51","21","17","7","10","3","1","1","0","0","0","3","0","2","14","71","40","14","10","14","5","4","3","1","0","0","1","139.677869528936","35.7105857272966","308 ～ "
"13114007002","13","114","007002","東京都","中野区","上高田二丁目","314","169","145","3","2","3","18","80","99","39","20","13","14","7","5","2","3","2","4","1","2","2","10","45","54","19","13","7","7","4","1","0","1","2","1","2","0","1","8","35","45","20","7","6","7","3","4","2","2","0","3","139.671141642535","35.7119477415905","308 ～ "
"13114007003","13","114","007003","東京都","中野区","上高田三丁目","252","134","118","3","3","3","28","76","52","25","23","8","14","3","5","2","4","2","1","1","0","2","15","46","26","17","7","6","7","1","3","0","2","0","1","2","3","1","13","30","26","8","16","2","7","2","2","2","2","2","0","139.674004619858","35.7139967134569","234 ～ 308"
"13114007004","13","114","007004","東京都","中野区","上高田四丁目","253","112","141","3","9","6","20","59","44","18","18","28","19","14","6","5","1","1","2","3","6","3","8","19","23","8","11","9","8","6","3","1","1","1","2","0","3","3","12","40","21","10","7","19","11","8","3","4","0","0","0","139.678244464293","35.7134588796682","234 ～ 308"
"13114007005","13","114","007005","東京都","中野区","上高田五丁目","168","93","75","1","2","1","10","64","39","17","9","7","2","5","5","4","1","1","0","0","2","1","6","39","21","8","7","3","1","0","0","4","1","0","0","1","0","0","4","25","18","9","2","4","1","5","5","0","0","1","0","139.675475144169","35.7177646413265","168 ～ 234"
"13114008001","13","114","008001","東京都","中野区","新井一丁目","297","163","134","4","2","1","19","75","99","34","14","9","10","12","4","4","2","5","3","2","2","1","10","39","55","23","7","5","4","5","2","3","1","3","1","2","0","0","9","36","44","11","7","4","6","7","2","1","1","2","2","139.667697937877","35.7120911572706","234 ～ 308"
"13114008002","13","114","008002","東京都","中野区","新井二丁目","250","119","131","4","0","1","11","61","74","35","18","9","14","11","7","3","2","0","0","2","0","1","6","28","34","21","8","5","5","4","4","0","1","0","0","2","0","0","5","33","40","14","10","4","9","7","3","3","1","0","0","139.66307280542","35.7120822502015","234 ～ 308"
"13114008003","13","114","008003","東京都","中野区","新井三丁目","102","58","44","1","1","2","7","31","17","16","9","5","1","2","3","3","2","2","0","0","1","2","6","16","9","9","5","1","1","1","1","2","2","2","0","1","0","0","1","15","8","7","4","4","0","1","2","1","0","0","0","139.662419534714","35.715908084647"," ～ 109"
"13114008004","13","114","008004","東京都","中野区","新井四丁目","71","31","40","2","0","0","2","14","16","12","7","3","5","2","5","1","1","0","1","0","0","0","0","9","7","5","4","2","0","0","2","1","1","0","0","2","0","0","2","5","9","7","3","1","5","2","3","0","0","0","1","139.666321397554","35.716577302899"," ～ 109"
"13114008005","13","114","008005","東京都","中野区","新井五丁目","111","51","60","1","3","2","5","16","26","15","10","8","2","8","4","5","2","2","2","0","1","0","2","8","15","8","4","3","0","3","0","3","2","1","1","1","2","2","3","8","11","7","6","5","2","5","4","2","0","1","1","139.669043923667","35.7152974015318","109 ～ 168"
"13114009001","13","114","009001","東京都","中野区","沼袋一丁目","282","160","122","5","1","1","23","91","81","27","16","10","3","6","5","4","5","2","2","1","0","1","12","53","46","14","10","7","1","5","2","3","3","1","1","4","1","0","11","38","35","13","6","3","2","1","3","1","2","1","1","139.665962380587","35.7193085000846","234 ～ 308"
"13114009002","13","114","009002","東京都","中野区","沼袋二丁目","224","116","108","1","1","3","19","73","56","18","10","7","8","12","7","3","2","2","2","0","0","0","9","40","32","11","3","4","5","4","4","1","0","1","2","1","1","3","10","33","24","7","7","3","3","8","3","2","2","1","0","139.665778737259","35.7222624207704","168 ～ 234"
"13114009003","13","114","009003","東京都","中野区","沼袋三丁目","310","166","144","4","2","0","30","114","85","23","17","9","4","4","3","5","4","3","3","2","1","0","19","61","43","12","9","3","2","3","2","3","2","2","2","2","1","0","11","53","42","11","8","6","2","1","1","2","2","1","1","139.660629951083","35.7183314857835","308 ～ "
"13114009004","13","114","009004","東京都","中野区","沼袋四丁目","165","81","84","2","0","1","15","55","43","12","13","5","2","5","4","5","0","2","1","1","0","0","5","31","23","8","5","2","0","0","2","3","0","1","0","1","0","1","10","24","20","4","8","3","2","5","2","2","0","1","1","139.660190260831","35.7217340370417","109 ～ 168"
"13114010001","13","114","010001","東京都","中野区","松が丘一丁目","237","130","107","3","2","1","8","74","64","16","27","13","8","8","2","4","1","1","5","2","1","0","5","48","40","8","12","6","2","1","1","1","0","0","3","1","1","1","3","26","24","8","15","7","6","7","1","3","1","1","2","139.67253741837","35.7198904094131","234 ～ 308"
"13114010002","13","114","010002","東京都","中野区","松が丘二丁目","169","91","78","3","1","1","14","59","35","18","11","5","7","6","5","1","2","0","1","1","0","0","6","29","26","7","7","3","6","2","2","0","2","0","0","2","1","1","8","30","9","11","4","2","1","4","3","1","0","0","1","139.671114401543","35.7207583206409","168 ～ 234"
"13114011001","13","114","011001","東京都","中野区","江原町一丁目","127","62","65","4","2","2","7","21","27","18","15","12","4","6","2","5","2","0","0","1","0","1","4","11","16","9","10","4","1","3","0","1","1","0","0","3","2","1","3","10","11","9","5","8","3","3","2","4","1","0","0","139.673536674525","35.7292827190922","109 ～ 168"
"13114011002","13","114","011002","東京都","中野区","江原町二丁目","109","47","62","1","2","2","2","18","17","12","10","13","16","4","8","1","3","0","0","1","0","1","1","9","6","9","6","4","8","0","1","0","1","0","0","0","2","1","1","9","11","3","4","9","8","4","7","1","2","0","0","139.669808341814","35.7301910297813","109 ～ 168"
"13114011003","13","114","011003","東京都","中野区","江原町三丁目","100","61","39","2","2","1","6","16","30","17","9","6","3","6","1","0","0","1","0","2","1","0","6","7","19","10","5","4","1","6","0","0","0","0","0","0","1","1","0","9","11","7","4","2","2","0","1","0","0","1","0","139.674234922446","35.7316415754499"," ～ 109"
"13114012001","13","114","012001","東京都","中野区","江古田一丁目","95","52","43","3","1","3","6","19","13","9","8","12","6","4","7","2","0","1","1","2","0","2","4","11","12","3","5","3","2","2","4","2","0","0","0","1","1","1","2","8","1","6","3","9","4","2","3","0","0","1","1","139.672776106807","35.7254002225423"," ～ 109"
"13114012002","13","114","012002","東京都","中野区","江古田二丁目","97","47","50","0","0","1","6","30","25","8","10","2","2","2","3","2","3","1","2","0","0","1","5","18","7","4","5","0","2","0","2","0","2","0","1","0","0","0","1","12","18","4","5","2","0","2","1","2","1","1","1","139.666538014052","35.7258724054634"," ～ 109"
"13114012003","13","114","012003","東京都","中野区","江古田三丁目","50","19","31","3","1","0","2","7","9","2","1","4","5","3","6","3","1","0","3","0","0","0","1","3","4","0","1","1","3","2","3","0","1","0","0","3","1","0","1","4","5","2","0","3","2","1","3","3","0","0","3","139.666869197116","35.7286824437866"," ～ 109"
"13114012004","13","114","012004","東京都","中野区","江古田四丁目","321","166","155","1","2","4","23","119","77","27","13","12","16","12","7","3","2","0","3","1","1","2","10","61","43","12","7","8","10","7","1","2","0","0","1","0","1","2","13","58","34","15","6","4","6","5","6","1","2","0","2","139.662137621209","35.7253606576189","308 ～ "
"13114013001","13","114","013001","東京都","中野区","丸山一丁目","119","57","62","0","0","4","8","39","27","6","9","9","6","7","2","1","1","0","0","0","0","3","3","18","13","2","5","3","4","4","1","0","1","0","0","0","0","1","5","21","14","4","4","6","2","3","1","1","0","0","0","139.655921127399","35.7245720650114","109 ～ 168"
"13114013002","13","114","013002","東京都","中野区","丸山二丁目","137","72","65","3","0","3","11","36","34","17","6","3","7","7","6","2","1","1","0","1","0","1","3","23","17","10","4","1","2","4","3","1","1","1","0","2","0","2","8","13","17","7","2","2","5","3","3","1","0","0","0","139.651635078675","35.724867765713","109 ～ 168"
"13114014001","13","114","014001","東京都","中野区","野方一丁目","234","123","111","5","0","0","10","44","78","41","24","9","6","4","8","4","0","1","0","4","0","0","4","25","42","20","15","5","2","2","3","1","0","0","0","1","0","0","6","19","36","21","9","4","4","2","5","3","0","1","0","139.657121987782","35.7112128932395","234 ～ 308"
"13114014002","13","114","014002","東京都","中野区","野方二丁目","297","162","135","7","1","2","23","104","75","25","13","18","5","9","6","4","0","0","5","5","1","2","15","57","42","16","5","7","3","3","4","1","0","0","1","2","0","0","8","47","33","9","8","11","2","6","2","3","0","0","4","139.656835064834","35.7144140548478","234 ～ 308"
"13114014003","13","114","014003","東京都","中野区","野方三丁目","196","112","84","0","0","0","36","71","34","14","10","7","7","6","2","6","0","1","2","0","0","0","19","43","20","9","6","4","3","2","0","3","0","1","2","0","0","0","17","28","14","5","4","3","4","4","2","3","0","0","0","139.656203040754","35.7174474319749","168 ～ 234"
"13114014004","13","114","014004","東京都","中野区","野方四丁目","168","80","88","1","2","0","23","41","32","18","14","8","4","5","6","1","7","2","4","1","1","0","17","19","13","8","6","0","3","4","2","0","5","0","1","0","1","0","6","22","19","10","8","8","1","1","4","1","2","2","3","139.65630092644","35.720939562943","168 ～ 234"
"13114014005","13","114","014005","東京都","中野区","野方五丁目","152","73","79","4","3","3","11","37","33","18","12","9","6","3","1","3","2","4","3","2","0","1","6","21","10","14","4","4","5","1","0","0","2","1","2","2","3","2","5","16","23","4","8","5","1","2","1","3","0","3","1","139.651654222134","35.718299189242","109 ～ 168"
"13114014006","13","114","014006","東京都","中野区","野方六丁目","251","134","117","0","1","3","37","79","51","22","15","9","12","10","5","3","0","3","1","0","0","1","19","44","25","12","8","5","7","6","3","1","0","3","0","0","1","2","18","35","26","10","7","4","5","4","2","2","0","0","1","139.651272570496","35.7216632666469","234 ～ 308"
"13114015001","13","114","015001","東京都","中野区","大和町一丁目","457","243","214","9","2","2","47","128","115","64","35","13","16","9","9","3","4","0","1","5","1","1","23","67","60","31","20","10","11","6","4","2","1","0","1","4","1","1","24","61","55","33","15","3","5","3","5","1","3","0","0","139.651621741987","35.7115956436268","308 ～ "
"13114015002","13","114","015002","東京都","中野区","大和町二丁目","135","70","65","1","3","2","4","37","29","13","10","8","9","6","7","4","0","1","1","1","2","1","1","18","14","11","6","5","6","2","2","1","0","0","0","0","1","1","3","19","15","2","4","3","3","4","5","3","0","1","1","139.650603183389","35.7151852621923","109 ～ 168"
"13114015003","13","114","015003","東京都","中野区","大和町三丁目","175","82","93","3","0","1","8","38","48","28","11","12","4","9","4","4","4","0","1","0","0","1","4","14","22","14","8","6","4","2","2","3","2","0","0","3","0","0","4","24","26","14","3","6","0","7","2","1","2","0","1","139.646022708631","35.7114196069859","168 ～ 234"
"13114015004","13","114","015004","東京都","中野区","大和町四丁目","140","73","67","6","1","3","6","45","22","13","8","6","12","6","9","2","0","1","0","3","0","3","2","20","13","9","4","2","9","4","3","0","0","1","0","3","1","0","4","25","9","4","4","4","3","2","6","2","0","0","0","139.644859081901","35.7144366433394","109 ～ 168"
"13114016001","13","114","016001","東京都","中野区","若宮一丁目","194","97","97","1","3","0","16","71","43","18","16","5","6","3","6","4","0","1","1","1","2","0","6","37","20","11","9","2","3","1","2","2","0","1","0","0","1","0","10","34","23","7","7","3","3","2","4","2","0","0","1","139.648772719922","35.7186693615762","168 ～ 234"
"13114016002","13","114","016002","東京都","中野区","若宮二丁目","202","107","95","3","2","2","15","57","41","26","17","10","9","8","3","1","1","4","3","2","0","1","7","33","22","13","12","3","5","4","1","0","1","2","1","1","2","1","8","24","19","13","5","7","4","4","2","1","0","2","2","139.643381588491","35.716927613982","168 ～ 234"
"13114016003","13","114","016003","東京都","中野区","若宮三丁目","233","113","120","4","2","5","22","67","54","27","16","12","9","3","3","1","3","1","4","2","1","1","9","37","24","16","5","8","7","1","0","0","1","0","1","2","1","4","13","30","30","11","11","4","2","2","3","1","2","1","3","139.642630684078","35.7204489656902","168 ～ 234"
"13114017001","13","114","017001","東京都","中野区","白鷺一丁目","200","99","101","11","6","6","10","32","41","22","25","12","9","8","7","3","4","2","2","5","2","4","4","22","20","10","13","7","5","1","0","3","0","1","2","6","4","2","6","10","21","12","12","5","4","7","7","0","4","1","0","139.638625675165","35.7188649495603","168 ～ 234"
"13114017002","13","114","017002","東京都","中野区","白鷺二丁目","253","144","109","17","4","1","14","41","46","45","21","25","18","5","9","3","2","0","2","8","3","0","11","28","23","23","14","15","10","2","4","2","0","0","1","9","1","1","3","13","23","22","7","10","8","3","5","1","2","0","1","139.634577679552","35.7196153809163","234 ～ 308"
"13114017003","13","114","017003","東京都","中野区","白鷺三丁目","230","116","114","16","8","3","14","46","46","33","31","9","5","9","6","3","1","0","0","12","5","0","8","23","22","14","17","6","3","2","3","0","1","0","0","4","3","3","6","23","24","19","14","3","2","7","3","3","0","0","0","139.632804785878","35.7217872717603","168 ～ 234"
"13114018001","13","114","018001","東京都","中野区","鷺宮一丁目","218","106","112","0","0","0","22","90","59","18","13","4","1","4","1","1","2","2","1","0","0","0","13","42","28","8","6","1","0","3","0","1","1","2","1","0","0","0","9","48","31","10","7","3","1","1","1","0","1","0","0","139.646600422625","35.7230319849964","168 ～ 234"
"13114018002","13","114","018002","東京都","中野区","鷺宮二丁目","55","30","25","0","0","0","0","23","22","5","1","1","1","1","0","1","0","0","0","0","0","0","0","13","13","3","0","1","0","0","0","0","0","0","0","0","0","0","0","10","9","2","1","0","1","1","0","1","0","0","0","139.64673243354","35.7252462202713"," ～ 109"
"13114018003","13","114","018003","東京都","中野区","鷺宮三丁目","232","105","127","2","3","2","16","83","41","28","18","3","5","10","2","5","4","4","6","1","0","1","8","33","19","17","8","2","3","5","1","2","2","1","2","1","3","1","8","50","22","11","10","1","2","5","1","3","2","3","4","139.641163607329","35.7243532584294","168 ～ 234"
"13114018004","13","114","018004","東京都","中野区","鷺宮四丁目","171","81","90","0","0","0","10","68","51","15","5","7","1","6","2","1","2","1","2","0","0","0","6","32","23","7","1","3","0","4","1","1","2","1","0","0","0","0","4","36","28","8","4","4","1","2","1","0","0","0","2","139.634359528186","35.7247047384778","168 ～ 234"
"13114018005","13","114","018005","東京都","中野区","鷺宮五丁目","115","73","42","2","4","0","8","31","17","11","8","12","10","5","1","2","0","2","2","2","3","0","5","20","7","6","6","9","7","4","1","2","0","1","0","0","1","0","3","11","10","5","2","3","3","1","0","0","0","1","2","139.633144480032","35.7255122024833","109 ～ 168"
"13114018006","13","114","018006","東京都","中野区","鷺宮六丁目","88","40","48","4","2","1","3","20","9","10","7","7","8","8","7","1","1","0","0","4","2","1","2","8","2","4","4","5","5","2","0","1","0","0","0","0","0","0","1","12","7","6","3","2","3","6","7","0","1","0","0","139.628338838769","35.725302294214"," ～ 109"
"13114019001","13","114","019001","東京都","中野区","上鷺宮一丁目","71","37","34","0","3","2","5","22","9","8","6","0","3","8","3","1","1","0","0","0","1","0","3","11","6","3","3","0","2","5","1","1","1","0","0","0","2","2","2","11","3","5","3","0","1","3","2","0","0","0","0","139.636584962823","35.7292748819846"," ～ 109"
"13114019002","13","114","019002","東京都","中野区","上鷺宮二丁目","110","42","68","8","3","1","6","28","11","9","6","13","12","4","4","3","1","1","0","2","2","1","3","8","5","5","2","5","4","1","1","2","1","0","0","6","1","0","3","20","6","4","4","8","8","3","3","1","0","1","0","139.633969715928","35.7291305081804","109 ～ 168"
"13114019003","13","114","019003","東京都","中野区","上鷺宮三丁目","68","23","45","3","2","1","4","11","8","7","12","2","3","5","8","0","0","1","1","0","0","1","1","5","4","2","4","2","0","2","2","0","0","0","0","3","2","0","3","6","4","5","8","0","3","3","6","0","0","1","1","139.632836746046","35.7334667667378"," ～ 109"
