項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,第1階層／実数（円）,第2階層／実数（円）,第3階層／実数（円）,第4階層／実数（円）,第5階層／実数（円）,第6階層／実数（円）,第7階層／実数（円）
2,7,10,1,1,0,891,理髪料,412,-4.8,191,374,285,433,487,434,677
2,7,10,1,1,0,892,パーマネント代,143,-27,107,100,66,182,211,142,195
2,7,10,1,1,0,894,カット代,535,-14.4,325,493,496,595,588,612,642
2,7,10,1,1,0,899,他の理美容代,3127,26.1,1463,1760,3164,2836,2966,4943,4805
2,6,10,1,2,0,0,理美容用品,5831,-7.7,4163,4477,5752,5877,5784,6860,7909
2,7,10,1,2,0,900,理美容用電気器具,379,5,72,297,358,369,284,681,567
2,7,10,1,2,0,901,歯ブラシ,191,-9.5,163,169,208,202,168,221,207
2,7,10,1,2,0,903,他の理美容用品,213,-9.4,101,194,235,228,258,228,247
2,7,10,1,2,904-915,0,石けん類・化粧品,5049,-8.4,3826,3816,4950,5079,5074,5730,6888
2,7,10,1,2,904-915,904,浴用・洗顔石けん,728,-10.5,548,536,773,759,788,752,926
2,7,10,1,2,904-915,905,シャンプー,436,-0.9,320,337,452,451,443,493,551
2,7,10,1,2,904-915,908,ヘアコンディショナー,298,1.4,266,205,267,325,275,348,396
2,7,10,1,2,904-915,906,歯磨き,332,-0.3,290,303,318,355,330,347,379
2,7,10,1,2,904-915,907,整髪・養毛剤,231,13.8,140,235,179,248,228,261,329
2,7,10,1,2,904-915,909,化粧クリーム,435,-11.4,335,308,487,482,405,424,630
2,7,10,1,2,904-915,910,化粧水,417,-4.6,264,247,385,455,488,585,510
2,7,10,1,2,904-915,914,乳液,134,-23.4,66,81,103,109,228,199,159
2,7,10,1,2,904-915,911,ファンデーション,149,-27.7,120,82,135,124,116,254,212
2,7,10,1,2,904-915,912,口紅,54,-35.7,29,44,41,58,64,78,69
2,7,10,1,2,904-915,915,ヘアカラーリング剤,127,-3.1,156,124,140,145,106,103,119
2,7,10,1,2,904-915,913,他の化粧品,1706,-10.4,1292,1315,1672,1568,1603,1885,2610
2,6,10,1,3,0,0,身の回り用品,3573,33.3,3826,1472,1681,2285,3984,5257,6420
2,7,10,1,3,0,920,傘,157,28.7,79,134,204,133,125,130,283
2,7,10,1,3,924-927,0,かばん類,1343,8.2,1316,591,774,1252,1094,2736,1632
2,7,10,1,3,924-927,924,ハンドバッグ,694,16.6,1039,205,286,558,473,1571,692
2,7,10,1,3,924-927,925,通学用かばん,122,47,59,54,74,159,157,136,228
2,7,10,1,3,924-927,926,旅行用かばん,71,9.2,39,-,20,36,7,386,13
2,7,10,1,3,924-927,927,他のバッグ,456,-8.6,179,332,394,499,457,643,698
2,7,10,1,3,0,928,アクセサリー,950,98.3,1878,103,138,223,1927,720,1628
2,7,10,1,3,0,930,腕時計,423,243.9,283,38,71,37,85,647,1751
2,7,10,1,3,0,932,他の身の回り用品,637,-2.5,245,556,434,623,605,882,1113
2,7,10,1,3,0,935,身の回り用品関連サービス,64,1.6,25,50,60,17,149,142,13
2,6,10,1,4,0,940,たばこ,1146,-11.8,995,1076,1037,1293,1618,1301,720
2,6,10,1,5,0,0,他の諸雑費,18137,36.3,7629,7465,12036,12594,31748,30484,25368
2,7,10,1,5,0,950,信仰・祭祀費,1096,149.7,574,556,1359,911,1874,1725,610
2,7,10,1,5,0,955,祭具・墓石,132,69.2,80,351,207,64,40,115,56
2,7,10,1,5,0,956,婚礼関係費,3887,...,-,-,-,27,12865,13284,1549
2,7,10,1,5,0,957,葬儀関係費,311,338,395,51,-,-,21,1516,195
2,7,10,1,5,0,958,他の冠婚葬祭費,106,265.5,63,134,469,21,9,11,15
2,7,10,1,5,0,95X,医療保険料,1475,-15.3,1162,871,1138,1589,1688,1384,2470
2,7,10,1,5,0,952,他の非貯蓄型保険料,5343,-12.5,4321,3723,6159,5496,6382,5186,6150
2,7,10,1,5,0,953,寄付金,1534,-16.5,177,243,488,1105,1045,2298,5254
2,7,10,1,5,0,954,保育費用,1889,34.3,318,344,980,1859,2274,3410,4115
2,7,10,1,5,0,951,介護サービス,27,-70,32,33,-,-,-,127,-
2,7,10,1,5,0,959,他の諸雑費のその他,2337,63.5,506,1159,1237,1522,5549,1427,4955
2,5,10,2,0,0,0,こづかい,8093,-14.4,2795,5074,6581,6655,10927,9655,14870
2,6,10,2,0,0,960,世帯主こづかい,6284,-12.8,2504,4202,4488,5146,9237,7660,10625
2,6,10,2,0,0,961,他のこづかい,1809,-19.5,292,872,2093,1509,1690,1995,4245
2,5,10,3,0,0,0,交際費,9648,5.1,7072,7404,9189,8055,9144,10582,16024
2,6,10,3,6,0,970,贈与金,4073,6.1,3808,3305,4710,2821,3370,3799,6627
2,7,10,3,6,0,0,贈与金,4073,6.1,3808,3305,4710,2821,3370,3799,6627
2,6,10,3,7,0,0,他の交際費,5575,4.3,3264,4099,4479,5234,5774,6783,9396
2,7,10,3,7,0,971,つきあい費,609,-6.7,32,155,385,692,839,863,1276
2,7,10,3,7,0,973,住宅関係負担費,4015,9.3,3062,3562,3347,3525,3484,4328,6799
2,7,10,3,7,0,972,他の負担費,951,-6.7,170,383,747,1017,1451,1593,1322
2,5,10,4,0,0,0,仕送り金,5307,76.7,692,1612,1604,2577,6168,13362,11664
2,6,10,4,0,0,980,国内遊学仕送り金,3586,138.9,-,307,958,1424,4597,11951,6516
2,6,10,4,0,0,981,他の仕送り金,1721,14.6,692,1305,646,1153,1571,1411,5148
2,3,0,0,0,0,0,土地家屋購入,33501,53.5,-,-,-,18853,141774,42894,26685
2,2,0,0,0,0,0,その他の実支出,146964,5,22756,45351,78559,106842,141749,203180,423187
2,3,0,0,0,0,0,直接税,70370,4.7,10206,15756,30480,44871,60583,95659,231419
2,4,0,0,0,0,0,勤労所得税,34059,3,940,3481,7759,12958,21210,40220,149009
2,4,0,0,0,0,0,個人住民税,27946,1.5,2477,7854,16387,25310,32232,46358,64890
2,4,0,0,0,0,0,他の税,8365,26.6,6789,4421,6335,6602,7142,9081,17520
2,3,0,0,0,0,0,社会保険料,76565,5.4,12549,29587,48025,61971,81133,107427,191755
2,4,0,0,0,0,0,公的年金保険料,46511,5.9,4086,17657,29739,38952,50412,66550,116124
2,4,0,0,0,0,0,健康保険料,24167,2.9,5494,9336,15025,18901,24713,33490,61032
2,4,0,0,0,0,0,介護保険料,4374,15.7,2851,2101,2408,2913,4440,5213,10480
2,4,0,0,0,0,0,他の社会保険料,1514,4.8,117,493,853,1205,1568,2174,4119
2,3,0,0,0,0,0,その他,28,-50,1,8,54,0,32,94,13
2,1,0,0,0,0,0,実支出以外の支払(繰越金を除く),768437,-0.6,224450,428244,577761,668138,775651,952827,1730619
2,2,0,0,0,0,0,預貯金,580119,0.9,162441,321730,408830,480522,562108,702433,1399160
2,2,0,0,0,0,0,保険料,25300,2.5,7668,12064,25131,24276,30712,30476,47068
2,3,0,0,0,0,0,個人・企業年金保険料,5399,-16.2,492,1915,2694,4055,6170,7254,15073
2,3,0,0,0,0,0,他の保険料,19901,9.1,7176,10149,22437,20221,24542,23222,31995
2,2,0,0,0,0,0,有価証券購入,4265,-46.9,192,593,1471,3458,4472,6017,13482
2,2,0,0,0,0,0,土地家屋借金返済,47766,-3.7,13757,17398,54365,42662,53603,70170,82107
2,2,0,0,0,0,0,他の借金返済,1889,43.1,1324,1656,1427,1305,2024,2208,3179
2,2,0,0,0,0,0,クレジット購入借入金返済,108334,-4.6,38309,74172,85633,115243,122348,141146,184017
2,2,0,0,0,0,0,実支出以外の支払のその他,765,-14.2,758,631,906,672,385,377,1605
2,1,0,0,0,0,0,繰越金,303637,126.5,105399,396167,303103,205888,399456,363220,346667
,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,
第２５表　勤め先収入７分位階層別１世帯当たり年平均１か月間の収入と品目別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払）,,,,,,,,,,,,,,,,
