項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
2,7,9,4,4,877 878 881-886,878,スポーツクラブ使用料,569,-8.8,403,196,249,282,274,486,1022,784,831
2,7,9,4,4,877 878 881-886,881,他のスポーツ施設使用料,192,30.6,103,282,311,194,314,91,278,147,75
2,7,9,4,4,877 878 881-886,884,文化施設入場料,162,15.7,191,337,254,219,210,148,147,93,67
2,7,9,4,4,877 878 881-886,886,遊園地入場・乗物代,212,22.5,317,642,421,489,306,127,62,58,51
2,7,9,4,4,877 878 881-886,885,他の入場・ゲーム代,278,20.3,446,465,545,451,259,153,185,195,295
2,7,9,4,4,0,888,諸会費,243,-12.3,186,50,145,184,68,171,167,391,499
2,7,9,4,4,0,887,写真撮影・プリント代,397,3.9,1110,1239,666,853,443,432,54,58,77
2,7,9,4,4,0,88X,教養娯楽賃借料,62,-32.6,36,165,40,142,44,42,59,47,47
2,7,9,4,4,0,88Y,インターネット接続料,2960,7.4,3020,3119,3722,3207,3570,3464,3591,2280,1724
2,7,9,4,4,0,889,他の教養娯楽サービスのその他,1074,18,1561,1413,1343,1670,2084,932,788,604,401
2,4,10,0,0,0,0,その他の消費支出,51048,8.4,79478,41526,39883,51918,63468,69984,48101,43244,40802
2,5,10,1,0,0,0,諸雑費,28437,13.6,68277,30640,25802,31879,27608,30364,28482,22476,20380
2,6,10,1,1,0,0,理美容サービス,4021,10.3,6313,3134,3705,3805,4986,5433,3976,3347,3287
2,7,10,1,1,0,890,温泉・銭湯入浴料,111,6.7,23,121,99,102,119,154,189,100,71
2,7,10,1,1,0,891,理髪料,437,-1.6,186,181,258,528,573,453,311,513,544
2,7,10,1,1,0,892,パーマネント代,224,-10.8,99,131,104,111,177,206,181,325,395
2,7,10,1,1,0,894,カット代,554,-8.9,347,384,482,476,527,648,692,583,625
2,7,10,1,1,0,899,他の理美容代,2694,20.4,5657,2318,2761,2589,3591,3973,2603,1826,1652
2,6,10,1,2,0,0,理美容用品,5296,-3.5,5260,5114,5466,6016,7101,6443,5992,4198,3746
2,7,10,1,2,0,900,理美容用電気器具,267,-2.9,167,175,493,296,683,357,338,104,123
2,7,10,1,2,0,901,歯ブラシ,179,-2.7,153,197,215,203,189,201,165,161,121
2,7,10,1,2,0,903,他の理美容用品,202,-3.8,280,246,166,175,261,236,359,131,118
2,7,10,1,2,904-915,0,石けん類・化粧品,4648,-3.5,4661,4495,4592,5341,5969,5649,5130,3802,3384
2,7,10,1,2,904-915,904,浴用・洗顔石けん,617,-4.5,722,888,801,837,747,777,648,387,299
2,7,10,1,2,904-915,905,シャンプー,350,-0.8,322,524,448,492,478,445,395,205,150
2,7,10,1,2,904-915,908,ヘアコンディショナー,237,2.2,237,298,229,306,395,332,277,137,107
2,7,10,1,2,904-915,906,歯磨き,346,7.5,240,331,317,358,306,369,358,363,315
2,7,10,1,2,904-915,907,整髪・養毛剤,214,-2.3,175,179,215,253,200,291,212,202,182
2,7,10,1,2,904-915,909,化粧クリーム,417,-2.3,550,292,354,431,545,460,392,388,370
2,7,10,1,2,904-915,910,化粧水,376,2.2,483,317,412,402,575,356,488,288,231
2,7,10,1,2,904-915,914,乳液,134,-14.6,149,79,208,234,117,111,144,113,94
2,7,10,1,2,904-915,911,ファンデーション,136,-22.7,108,140,120,128,164,201,214,99,78
2,7,10,1,2,904-915,912,口紅,46,-31.3,101,39,41,55,73,63,37,30,26
2,7,10,1,2,904-915,915,ヘアカラーリング剤,140,0.7,40,49,51,121,106,201,190,171,138
2,7,10,1,2,904-915,913,他の化粧品,1634,-4.7,1532,1359,1397,1724,2262,2042,1776,1420,1397
2,6,10,1,3,0,0,身の回り用品,2630,16,3163,5755,2191,3362,3255,3057,3859,1446,662
2,7,10,1,3,0,920,傘,118,24.2,101,174,222,94,210,97,114,77,60
2,7,10,1,3,924-927,0,かばん類,1017,1.4,1205,1491,594,1618,1496,984,1742,542,298
2,7,10,1,3,924-927,924,ハンドバッグ,493,-4.3,605,459,140,569,795,491,1073,312,150
2,7,10,1,3,924-927,925,通学用かばん,103,41.1,192,552,76,206,54,27,-,47,46
2,7,10,1,3,924-927,926,旅行用かばん,78,50,7,-,13,250,80,30,297,37,1
2,7,10,1,3,924-927,927,他のバッグ,343,-5.8,401,480,365,594,567,436,372,147,102
2,7,10,1,3,0,928,アクセサリー,665,53.2,1228,1180,259,245,540,1120,1451,463,56
2,7,10,1,3,0,930,腕時計,242,130.5,50,2319,316,221,82,181,112,29,4
2,7,10,1,3,0,932,他の身の回り用品,520,-0.4,512,558,737,1133,860,605,404,248,182
2,7,10,1,3,0,935,身の回り用品関連サービス,69,-36.7,69,33,63,51,68,71,36,86,61
2,6,10,1,4,0,940,たばこ,983,-7.4,880,1156,1391,1485,1211,990,908,732,584
2,6,10,1,5,0,0,他の諸雑費,15507,23.4,52660,15482,13050,17212,11055,14440,13747,12753,12100
2,7,10,1,5,0,950,信仰・祭祀費,1379,31.7,69,277,314,482,674,2102,2109,1953,2018
2,7,10,1,5,0,955,祭具・墓石,194,104.2,35,12,25,48,58,212,287,319,225
2,7,10,1,5,0,956,婚礼関係費,2130,...,40518,-,-,-,-,-,-,-,-
2,7,10,1,5,0,957,葬儀関係費,255,-3.8,-,-,-,-,76,1065,473,216,171
2,7,10,1,5,0,958,他の冠婚葬祭費,112,83.6,-,-,-,44,-,10,390,170,255
2,7,10,1,5,0,95X,医療保険料,1705,-1.3,628,1630,1239,1748,1693,1777,1687,1918,1382
2,7,10,1,5,0,952,他の非貯蓄型保険料,5097,-4.6,3183,4193,5662,6344,5205,5065,7005,4640,3835
2,7,10,1,5,0,953,寄付金,1076,-22.8,1508,1256,2016,2219,1831,1181,255,538,648
2,7,10,1,5,0,954,保育費用,1049,38.9,6254,6519,1741,1119,383,-,-,39,81
2,7,10,1,5,0,951,介護サービス,671,52.8,-,-,-,-,88,-,210,1624,2364
2,7,10,1,5,0,959,他の諸雑費のその他,1840,30.7,467,1595,2054,5207,1047,3028,1331,1337,1124
2,5,10,2,0,0,0,こづかい,7119,-11.2,2400,4957,5397,8451,11046,13725,4104,5948,5400
2,6,10,2,0,0,960,世帯主こづかい,5335,-12.1,1915,4183,4228,7189,7682,8926,2607,4733,4116
2,6,10,2,0,0,961,他のこづかい,1784,-8.3,485,775,1169,1262,3364,4799,1498,1215,1284
2,5,10,3,0,0,0,交際費,10579,-4.9,8149,5858,7065,7184,9178,12335,10616,13116,13081
2,6,10,3,6,0,970,贈与金,6030,-12.3,3359,1587,1484,1810,3044,6861,6718,9375,9844
2,7,10,3,6,0,0,贈与金,6030,-12.3,3359,1587,1484,1810,3044,6861,6718,9375,9844
2,6,10,3,7,0,0,他の交際費,4548,7,4791,4271,5581,5374,6134,5474,3898,3741,3237
2,7,10,3,7,0,971,つきあい費,347,-7,722,335,326,946,860,365,203,62,41
2,7,10,3,7,0,973,住宅関係負担費,3594,10.1,2921,2817,4203,3366,4379,4535,3260,3451,2971
2,7,10,3,7,0,972,他の負担費,607,-1.3,1147,1119,1052,1062,896,574,436,228,225
2,5,10,4,0,0,0,仕送り金,4913,67.5,651,71,1619,4405,15635,13559,4899,1705,1942
2,6,10,4,0,0,980,国内遊学仕送り金,3304,169.7,-,-,-,2851,12302,11977,4114,-,-
2,6,10,4,0,0,981,他の仕送り金,1609,-5.9,651,71,1619,1553,3334,1583,785,1705,1942
2,3,0,0,0,0,0,土地家屋購入,17868,52.6,8765,9275,22909,172296,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,,,
第１０表　世帯主年齢階層別１世帯当たり年平均１か月間の品目別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,,,,
