項目名,,試料における定量下限,試料における検出下限,毒性等価係数,単位  ,1江戸川／金町取水点,2旧江戸川／浦安橋,3中川／平井小橋,4新中川／小岩大橋,5新川／新川橋,6隅田川／小台橋,7隅田川／両国橋,8新河岸川／志茂橋,9白子川／落合橋／,10石神井川／豊石橋,11神田川／柳橋,12日本橋川／西河岸橋,13横十間川／天神橋,14大横川／福寿橋,15北十間川／京成橋,16堅川／二之橋,17小名木川／進開橋,18旧中川／中平井橋,19古川／金杉橋,20目黒川／太鼓橋,21立会川／立会橋,22内川／富士見橋,23呑川／夫婦橋,24日原川／氷川小橋,25平井川／多西橋,26北秋川／西川橋,27谷地川／下田橋,28浅川／中央道／北浅川橋,29南浅川／横川橋,30湯殿川／春日橋,31大栗川／向ノ岡大橋,32野川／天神森橋,33恩田川／都橋,34境川／鶴間一号橋,35黒沢川／落合橋,36空堀川／梅坂橋,37黒目川／神宝大橋,38東京湾／St.5,39東京湾／St.6,40東京湾／St.8,41東京湾／St.22,42東京湾／St.23,43東京湾／St.25,44東京湾／St.32,45東京湾／St.35
"Ｐ
Ｃ
Ｄ
Ｄ
ｓ",HxCDDs,-,-,-,pg/ｌ,1.8,2.8,5.7,3.6,4.5,3.1,2.5,1.2,1.8,0.72,0.66,0.3,1.8,0.9,1.5,2.3,0.47,1.3,0.38,0.09,0.07,0.91,0.25,1.1,0.52,0,0.51,0,0.99,0.75,0.35,0.18,0,0.53,1,0,0.52,0.23,0.23,1,0.56,0.24,0.19,0.19,0.18
"Ｐ
Ｃ
Ｄ
Ｄ
ｓ","1,2,3,4,6,7,8-HpCDD",0.20,0.06,0.01,pg/ｌ,4,6,15,9.4,7.6,5.5,4.5,2.1,3.6,1.5,1.2,0.47,4.1,1.5,3.1,3.6,1,2.5,0.32,(0.12),(0.13),1.2,0.24,0.21,1.2,0,0.69,0.52,0.54,1.4,0.92,(0.16),(0.19),0.81,1.2,0.23,0.58,0.47,0.4,2.7,1.2,0.38,0.23,0.23,0.37
"Ｐ
Ｃ
Ｄ
Ｄ
ｓ",HpCDDs,-,-,-,pg/ｌ,8.4,13,30,19,19,11,9.5,4.5,7.6,3.1,2.4,0.91,8.5,3.1,6.2,7.5,2,5.9,0.71,0.29,0.24,2.7,0.61,0.39,2.3,0.07,1.4,1.1,1.2,3,1.7,0.37,0.39,1.6,2.4,0.41,1.2,1.1,0.8,5.9,2.6,0.74,0.55,0.51,0.87
"Ｐ
Ｃ
Ｄ
Ｄ
ｓ",OCDD,0.50,0.20,0.0003,pg/ｌ,64,100,260,170,170,73,62,35,59,23,12,3.4,35,22,30,56,8.8,27,2.4,1.2,0.8,17,2.3,0.5,18,(0.40),7.7,8.8,3.9,19,13,1.3,1.1,9.5,19,1.6,4.6,5.3,5,43,18,4.2,2.7,2.6,5.3
"Ｐ
Ｃ
Ｄ
Ｄ
ｓ",TotalPCDDs,-,-,-,pg/ｌ,94,140,380,250,220,110,92,54,85,32,21,7.2,50,30,44,78,13,36,6.4,3.8,1.4,23,5.7,4.6,26,0.67,12,11,7,26,19,2.9,2,14,24,2.6,7.5,7.7,6.8,57,25,6.2,4.2,4.1,7.5
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","2,3,7,8-TeCDF",0.10,0.03,0.1,pg/ｌ,(0.06),0.11,0.13,(0.07),0.19,0.34,0.33,(0.08),(0.07),(0.09),(0.07),0,0.47,(0.08),0.25,0.22,(0.06),0.14,0,0,(0.06),0.16,0,(0.08),0,0,(0.05),0,(0.04),0,(0.04),(0.03),0,(0.06),(0.05),0,0,(0.05),(0.03),0,0,0,0,(0.04),(0.04)
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","1,3,6,8-TeCDF",0.10,0.03,-,pg/ｌ,(0.03),(0.08),0.17,0.1,(0.07),0.2,0.18,(0.08),(0.07),(0.07),(0.08),0,0.19,(0.05),0.13,0.11,(0.06),0.11,0,0,0,(0.05),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","1,2,7,8-TeCDF",0.10,0.03,-,pg/ｌ,(0.06),0.11,0.15,(0.08),0.2,0.36,0.22,(0.08),(0.09),(0.09),(0.09),0,0.55,0.1,0.24,0.21,(0.06),0.12,0,0,(0.07),0.17,(0.03),0.11,0,0,0,0,(0.05),0,0,(0.03),(0.04),(0.05),(0.04),0,(0.04),(0.03),0,(0.05),0,(0.05),0,(0.05),(0.05)
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ",TeCDFs,-,-,-,pg/ｌ,1.2,2.3,5,3,3.4,5,3.7,1.7,2.1,1.3,1.6,0.21,4.3,1.1,2.7,2.8,0.93,1.9,0.3,0.1,0.96,3.1,0.37,1.1,0.32,0,0.37,0,0.74,0.38,0.32,0.31,0.24,0.88,0.92,0,0.54,0.19,0.14,0.62,0.2,0.2,0.15,0.43,0.26
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","1,2,3,7,8-PeCDF",0.10,0.03,0.03,pg/ｌ,(0.07),0.11,0.21,0.11,0.19,0.35,0.28,(0.05),0.12,(0.09),0.12,0,0.31,(0.08),0.21,0.23,(0.04),(0.09),0,0,(0.04),0.12,0,0.78,(0.05),0,0,0,(0.06),(0.06),0,0,0,0,(0.09),0,(0.05),(0.04),0,(0.05),(0.04),0,0,0,0
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","2,3,4,7,8-PeCDF",0.10,0.03,0.3,pg/ｌ,(0.05),(0.07),0.13,(0.08),0.14,0.28,0.23,(0.07),(0.09),(0.07),(0.09),(0.03),0.21,(0.06),0.14,0.19,(0.05),(0.06),0,0,(0.03),0.12,0,0.35,(0.05),0,0,0,(0.04),(0.04),0,0,0,0,(0.07),0,(0.06),(0.04),0,0,0,0,0,0,0
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ",PeCDFs,-,-,-,pg/ｌ,0.87,2.2,3.4,1.9,2.4,4,3.3,1.2,1.7,0.81,1.6,0.44,2.8,1.2,1.9,2.7,1.2,1.3,0.39,0.28,0.53,3.3,1,5,0.48,0,0.3,0,0.51,0.62,0.21,0.04,0.11,0.5,1.2,0,0.67,0.84,0.97,1.3,1.5,1.3,1.3,2.4,1.6
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","1,2,3,4,7,8-HxCDF",0.20,0.06,0.1,pg/ｌ,(0.11),(0.17),0.32,(0.17),0.26,0.53,0.36,(0.13),(0.17),(0.12),(0.15),0,0.43,(0.13),0.32,0.3,0,(0.12),0,0,0,(0.13),0,0.71,(0.08),0,0,0,0,(0.08),0,0,0,(0.07),(0.13),0,(0.06),0,0,(0.08),0,0,0,0,0
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","1,2,3,6,7,8-HxCDF",0.20,0.06,0.1,pg/ｌ,(0.11),(0.12),0.26,(0.17),0.24,0.33,0.25,(0.08),(0.15),(0.06),(0.10),0,(0.16),(0.09),(0.16),0.21,0,(0.07),0,0,0,(0.11),0,0.49,0,0,0,0,0,(0.08),0,0,0,(0.07),(0.10),0,(0.07),0,0,(0.09),0,0,0,0,0
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","1,2,3,7,8,9-HxCDF",0.20,0.06,0.1,pg/ｌ,0,0,0,0,0,(0.07),0,0,0,0,0,0,(0.10),0,0,0,0,0,0,0,0,0,0,(0.06),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","2,3,4,6,7,8-HxCDF",0.20,0.06,0.1,pg/ｌ,(0.14),0.21,0.34,(0.16),0.27,0.43,0.27,(0.12),(0.18),(0.07),(0.12),0,(0.19),(0.08),(0.15),(0.16),0,(0.13),0,0,0,(0.17),0,(0.18),(0.07),0,(0.07),0,0,(0.10),0,0,0,(0.09),(0.13),0,0,0,0,(0.10),0,(0.07),0,0,0
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ",HxCDFs,-,-,-,pg/ｌ,1.1,2.3,4.1,2.2,2.7,4,3.2,1,1.6,0.84,1,0.08,2.9,1.5,2,2.8,0.76,1.7,0.25,0.36,0.29,2.3,0.75,3.6,0.32,0,0.31,0,0.13,0.63,0,0,0,0.58,0.89,0,0.49,0.95,1,2.1,2,1.5,1.5,3.7,2.3
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","1,2,3,4,6,7,8-HpCDF",0.20,0.06,0.01,pg/ｌ,0.61,1.1,2.5,1.4,1.7,2.4,2.1,0.58,0.84,0.5,0.53,(0.19),2.8,0.68,2,1.8,0.58,1.3,(0.07),0,0,0.64,(0.14),0.54,0.24,0,(0.16),(0.13),(0.15),0.33,0.22,(0.08),(0.10),0.32,0.38,(0.10),0.28,0.2,(0.16),0.73,0.27,(0.19),(0.12),(0.17),(0.19)
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ","1,2,3,4,7,8,9-HpCDF",0.20,0.06,0.01,pg/ｌ,(0.10),(0.19),0.38,0.23,0.32,0.39,0.36,(0.09),(0.15),(0.08),(0.11),0,0.24,(0.10),0.27,0.25,0,(0.12),0,0,0,(0.10),0,(0.18),0,0,0,0,0,(0.08),0,0,0,0,(0.09),0,0,0,0,(0.08),0,0,0,0,0
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ",HpCDFs,-,-,-,pg/ｌ,1.6,3.2,7.3,4,4.3,5.9,5.5,1.3,2,1.2,1.3,0.37,7.6,1.9,5.4,5.1,1.6,3.7,0.18,0.1,0.14,1.4,0.43,1.2,0.46,0,0.3,0.27,0.15,0.77,0.44,0.08,0.18,0.66,0.91,0.1,0.53,0.57,0.52,2.2,1,0.61,0.47,1.1,0.87
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ",OCDF,0.50,0.20,0.0003,pg/ｌ,1.5,2.5,5.7,3.6,3.6,5.4,5.6,1,1.3,1.1,0.9,(0.30),8.8,2.4,6.4,8.7,1.7,3.9,0,0,0,0.7,0,(0.20),(0.40),0,(0.20),0,0,0.5,(0.30),0,0,(0.40),0.5,0,(0.40),(0.40),(0.40),1.5,0.5,(0.30),0,(0.20),0
"Ｐ
Ｃ
Ｄ
Ｆ
ｓ",TotalPCDFs,-,-,-,pg/ｌ,6.3,13,26,15,16,24,21,6.2,8.7,5.3,6.4,1.4,26,8.1,18,22,6.2,13,1.1,0.84,1.9,11,2.6,11,2,0,1.5,0.27,1.5,2.9,1.3,0.43,0.53,3,4.4,0.1,2.6,3,3,7.7,5.2,3.9,3.4,7.8,5
Total（PCDDs ＋ PCDFs）,,-,-,-,pg/ｌ,100,160,400,260,240,140,110,60,94,38,27,8.6,76,38,62,100,19,49,7.5,4.6,3.4,34,8.2,16,28,0.67,14,12,8.5,29,20,3.3,2.5,17,28,2.7,10,11,9.9,65,30,10,7.6,12,12
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","3,4,4',5-TeCB(#81)",0.20,0.06,0.0003,pg/ｌ,(0.08),0.34,0.33,0.2,0.36,2.4,0.99,0.51,(0.17),0.49,0.3,(0.19),1.1,0.28,1.1,0.77,0.47,1.2,(0.11),0,(0.13),1.3,(0.11),0,(0.08),(0.07),(0.09),0,(0.07),0,0,(0.07),0,(0.10),(0.08),0,(0.07),(0.07),(0.07),(0.15),(0.08),0,0,(0.08),(0.08)
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","3,3'4,4'-TeCB(#77)",0.20,0.06,0.0001,pg/ｌ,1.4,11,26,12,18,180,70,20,2.9,23,12,6.1,40,21,48,50,14,36,2.6,1.2,2.2,30,2.5,0.73,1.1,1.1,1.1,0.47,1.1,0.7,0.98,1.2,0.78,1.6,0.99,0.68,1.1,3,2.1,4.9,1.8,1.9,1.4,1.5,1.4
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","3,3'4,4',5-PeCB(#126)",0.20,0.06,0.1,pg/ｌ,(0.11),0.32,0.62,0.27,0.58,2,1.1,0.44,0.22,0.41,0.31,0.28,0.91,0.32,0.9,0.7,0.23,0.62,(0.14),0,(0.15),1.3,(0.14),(0.16),(0.09),0,0,0,(0.08),(0.10),0,(0.08),(0.07),0.2,(0.13),0,(0.12),(0.09),(0.07),(0.15),0,(0.09),(0.07),(0.08),(0.06)
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","3,3'4,4',5,5'-HxCB(#169)",0.20,0.06,0.03,pg/ｌ,0,0,0,0,(0.07),0.34,(0.16),0,0,0,0,0,0,0,(0.07),(0.07),0,0,0,0,0,0,0,(0.07),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ",Non-orthoPCBs,-,-,-,pg/ｌ,1.6,12,27,12,19,180,72,21,3.3,24,13,6.6,42,22,50,52,15,38,2.9,1.2,2.5,33,2.8,0.96,1.3,1.2,1.2,0.47,1.3,0.8,0.98,1.4,0.85,1.9,1.2,0.68,1.3,3.2,2.2,5.2,1.9,2,1.5,1.7,1.5
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","2',3,4,4',5-PeCB(#123)",0.20,0.06,0.00003,pg/ｌ,0.26,0.89,1.2,0.69,1.2,8.1,4.6,1.4,0.48,1.7,1.1,0.82,3.1,1.5,4.3,3,0.8,3.3,0.61,(0.17),0.65,5.4,0.61,(0.10),(0.11),0.46,0.2,(0.10),(0.19),(0.17),0,0.22,(0.10),0.36,0.2,(0.07),(0.15),0.56,0.31,0.57,0.24,0.44,0.22,0.43,0.21
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","2,3',4,4',5-PeCB(#118)",0.20,0.06,0.00003,pg/ｌ,9.7,38,71,44,71,410,250,63,18,80,56,43,180,86,240,180,65,200,39,8,35,370,37,2.8,4.2,28,7.4,3.9,6.4,6.3,4.8,10,3.8,19,8.7,3.9,5.9,40,24,46,15,27,16,25,13
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","2,3,3',4,4'-PeCB(#105)",0.20,0.06,0.00003,pg/ｌ,4.4,14,24,15,22,150,82,26,9,32,20,17,61,28,82,57,21,69,13,3.4,16,130,13,1.4,2.1,12,3.6,1.5,2.9,2.5,2.3,4.1,1.9,8.2,3.7,1.8,2.8,12,7.3,12,4.5,8.3,5,6.9,4.2
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","2,3,4,4',5-PeCB(#114)",0.20,0.06,0.00003,pg/ｌ,0.33,0.93,1.5,1,1.4,11,5.7,1.9,0.62,2.5,1.6,1.1,3.1,1.5,4.6,3.6,0.98,3.7,0.8,0.3,1,5.5,0.79,0.26,(0.17),0.81,0.29,(0.16),0.28,0.24,0,0.39,(0.16),0.56,0.28,(0.17),0.21,0.54,0.35,0.65,0.32,0.41,0.22,0.39,0.32
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","2,3'4,4',5,5'-HxCB(#167)",0.20,0.06,0.00003,pg/ｌ,0.42,1.2,1.8,1.2,2.2,8.8,5.8,1.5,0.86,1.7,1.6,1.3,4,1.7,5.9,3.8,1.1,3.6,1.5,0.21,1,8.9,1.1,0.22,0.22,0.98,0.32,(0.16),0.3,0.28,0.31,0.4,(0.19),0.93,0.53,(0.19),0.35,0.86,0.62,1.2,0.48,0.75,0.47,0.71,0.37
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","2,3,3'4,4',5-HxCB(#156)",0.20,0.06,0.00003,pg/ｌ,1,3.6,5.2,3.4,5.6,25,15,4.3,2.2,5.2,4.4,3.7,9.2,3.8,15,10,2.5,10,3.7,0.51,3.1,21,2.8,0.47,0.52,2.9,0.84,0.33,0.64,0.68,0.58,1,0.43,2.3,1.4,0.44,0.78,1.7,1,2,0.89,1.5,0.72,1.3,0.55
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","2,3,3'4,4',5'-HxCB(#157)",0.20,0.06,0.00003,pg/ｌ,0.26,0.78,1.2,0.79,1.3,5.9,3.6,1,0.6,1.1,1,0.89,2.3,0.87,3.7,2.4,0.61,2.4,0.95,(0.11),0.72,5.3,0.6,(0.13),(0.15),0.65,(0.16),(0.08),0.21,0.2,(0.15),0.3,(0.11),0.59,0.33,(0.12),0.23,0.5,0.28,0.6,0.28,0.38,0.21,0.38,(0.17)
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ","2,3,3'4,4'5,5'-HpCB(#189)",0.20,0.06,0.00003,pg/ｌ,(0.09),0,0.34,0.2,0.34,1.4,0.81,0.23,(0.14),0.21,0.27,(0.18),0.61,0.26,0.93,0.6,(0.19),0.48,0.21,0,(0.09),0.96,(0.12),(0.19),0,(0.12),0,0,(0.09),0,0,(0.08),0,(0.13),(0.18),0,0,(0.10),(0.08),(0.16),(0.06),(0.10),0,(0.08),0
"コ
プ
ラ
ナ
　
Ｐ
Ｃ
Ｂ
ｓ",Mono-orthoPCBs,-,-,-,pg/ｌ,16,59,110,66,110,620,370,99,32,120,86,68,260,120,360,260,92,290,60,13,58,550,56,5.6,7.5,46,13,6.2,11,10,8.1,16,6.7,32,15,6.7,10,56,34,63,22,39,23,35,19
Total ｺﾌﾟﾗﾅｰPCBs,,-,-,-,pg/ｌ,18,71,130,79,120,800,440,120,35,150,99,75,310,150,410,310,110,330,63,14,60,580,59,6.5,8.7,47,14,6.7,12,11,9.1,18,7.5,34,17,7.4,12,59,36,68,24,41,24,37,20
Total（PCDDs ＋ PCDFs + ｺﾌﾟﾗﾅｰPCBs）,,-,-,-,pg/ｌ,120,230,540,340,360,940,550,180,130,190,130,83,380,180,470,410,130,380,70,19,63,610,67,22,37,48,28,18,21,40,29,21,10,51,45,10,22,70,46,130,54,51,32,49,33
TEQ（PCDDs＋PCDFs）※1,,,,,pg-TEQ/ｌ,0.23685,0.35395,0.73881,0.43968,0.50198,0.64392,0.44828,0.187,0.29059,0.13273,0.13887,0.06996,0.34984,0.14252,0.26692,0.32481,0.09545,0.16617,0.0624,0.05964,0.06937,0.18631,0.06227,0.60191,0.10122,0.0585,0.07912,0.06692,0.0952,0.14825,0.07564,0.06207,0.06101,0.09052,0.14025,0.06156,0.0924,0.07791,0.06647,0.13695,0.08375,0.0688,0.06209,0.06509,0.06747
TEQ（ｺﾌﾟﾗﾅｰPCBs）※1,,,,,pg-TEQ/ｌ,0.0125578,0.0358849,0.0687862,0.0311484,0.0651592,0.247526,0.1331223,0.0500329,0.024198,0.0480793,0.0357691,0.0316067,0.1041293,0.0387929,0.1079229,0.085143,0.0282064,0.0756344,0.0169861,0.0044109,0.0178858,0.1507018,0.0168636,0.0183491,0.010259,0.0054086,0.0044222,0.0041438,0.0093613,0.011291,0.0042539,0.0095357,0.0081886,0.0220521,0.0144826,0.0041786,0.0133445,0.0119088,0.0091492,0.0183304,0.0047571,0.0112654,0.0087351,0.0101297,0.0076295
TEQ（WHO-TEF(2006)）※1,,,,,pg-TEQ/ｌ,0.2494078,0.3898349,0.8075962,0.4708284,0.5671392,0.891446,0.5814023,0.2370329,0.314788,0.1808093,0.1746391,0.1015667,0.4539693,0.1813129,0.3748429,0.409953,0.1236564,0.2418044,0.0793861,0.0640509,0.0872558,0.3370118,0.0791336,0.6202591,0.111479,0.0639086,0.0835422,0.0710638,0.1045613,0.159541,0.0798939,0.0716057,0.0691986,0.1125721,0.1547326,0.0657386,0.1057445,0.0898188,0.0756192,0.1552804,0.0885071,0.0800654,0.0708251,0.0752197,0.0750995
TEQ（WHO-TEF(1998)）※1，※2,,,,,pg-TEQ/ｌ,0.2488422,0.391043,0.794425,0.460276,0.573222,0.990868,0.651008,0.253829,0.3260176,0.203167,0.200473,0.113407,0.516501,0.200346,0.431882,0.462345,0.139652,0.275174,0.087793,0.0677251,0.099117,0.409225,0.08683,0.7050272,0.1190242,0.0713648,0.0860302,0.0726296,0.113543,0.1653858,0.0807801,0.075806,0.0723859,0.1168133,0.1678453,0.0688379,0.1183185,0.1018216,0.0801972,0.155365,0.0900678,0.0854295,0.0749777,0.0805711,0.0784057
浮遊物質量（SS）,,,,,mg/ｌ,11,17,13,11,14,17,14,12,18,8,4,2,3,3,4,7,2,2,1,36,2,6,7,2,3,1 未満,4,1,1,5,1,1,1,3,3,1,4,9,4,9,10,3,6,5,9
"※1 TEQを換算する際に、分析値が検出下限未満のものについては""検出下限×1/2""として扱った。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
※2 WHO-TEF(1998)により毒性等量を算出した参考値。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
