地域階層,地域コード,地域,平成4年,平成5年,平成6年,平成7年,平成8年,平成9年,平成10年,平成11年,平成12年,平成13年,平成14年,平成15年
1,13550,町村部,452,514,566,606,612,612,598,663,660,733,788,831
2,13300,郡部,310,366,378,399,399,412,395,433,429,491,533,576
4,13303,瑞穂町,241,281,277,300,298,317,299,334,319,375,429,479
4,13305,日の出町,39,52,67,64,61,58,59,58,68,83,72,64
4,13307,檜原村,8,10,12,10,12,12,12,14,17,14,12,15
4,13308,奥多摩町,22,23,22,25,28,25,25,27,25,19,20,18
2,13350,島部,142,148,188,207,213,200,203,230,231,242,255,255
3,13360,大島支庁,44,39,42,36,43,36,37,36,35,37,46,41
4,13361,大島町,27,24,31,29,35,28,29,27,26,26,27,27
4,13362,利島村,0,0,0,0,0,0,0,1,0,0,1,1
4,13363,新島村,14,14,10,6,6,6,6,6,7,8,6,6
4,13364,神津島村,3,1,1,1,2,2,2,2,2,3,12,7
3,13380,三宅支庁,28,26,58,65,51,55,51,45,48,43,42,44
4,13381,三宅村,28,26,58,64,50,54,50,44,47,42,41,43
4,13382,御蔵島村,0,0,0,1,1,1,1,1,1,1,1,1
3,13400,八丈支庁,67,76,82,99,110,100,103,135,133,148,157,162
4,13401,八丈町,65,74,80,97,108,99,103,134,132,147,156,161
4,13402,青ヶ島村,2,2,2,2,2,1,0,1,1,1,1,1
3,13420,小笠原支庁,3,7,6,7,9,9,12,14,15,14,10,8
4,13421,小笠原村,3,7,6,7,9,9,12,14,15,14,10,8
,,,,,,,,,,,,,,
人口の動き（平成14年中）,,,,,,,,,,,,,,
参考表４　 区市町村別外国人登録人口（平成4年～15年）,,,,,,,,,,,,,,
注）各年１月１日現在,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,
