年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,経堂,Kyodo,※,12395,7456,4940,12388,7456,4932
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,千歳船橋,Chitose-Funabashi,※,8784,5171,3613,8613,5171,3442
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,祖師ヶ谷大蔵,Soshigaya-Okura,※,6693,3625,3067,6693,3625,3068
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,成城学園前,Seijogakuen-Mae,※,12239,7271,4967,12100,7271,4829
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,喜多見,Kitami,※,4929,2888,2041,4923,2888,2035
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,狛江,Komae,,7078,4373,2705,7102,4373,2729
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,和泉多摩川,Izumi-Tamagawa,,2279,1448,831,2216,1448,768
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,鶴川,Tsurukawa,,9455,5952,3503,9422,5952,3470
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,玉川学園前,Tamagawagakuen-Mae,,6271,4004,2267,6293,4004,2289
令和3,2021,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,町田,Machida,,40348,23517,16831,40351,23517,16834
令和3,2021,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,,,,13914,8740,5174,13579,8740,4839
令和3,2021,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,小田急永山,Odakyu Nagayama,,4576,2769,1807,4517,2769,1747
令和3,2021,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,小田急多摩ｾﾝﾀｰ,Odakyu Tama Center,,6970,4327,2643,6671,4327,2345
令和3,2021,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,唐木田,Karakida,,2368,1644,724,2391,1644,747
令和3,2021,西武鉄道,Seibu Railway,,,,,,422800,261918,160882,422794,261918,160876
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,,,,182515,111975,70540,181201,111975,69226
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,池袋,Ikebukuro,※,65676,42269,23407,64179,42269,21910
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,椎名町,Shiinamachi,※,3138,1584,1554,3066,1584,1482
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東長崎,Higashi-Nagasaki,※,4112,2425,1687,4117,2425,1692
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,江古田,Ekoda,※,4453,2451,2002,4463,2451,2012
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,桜台,Sakuradai,※,2399,1161,1238,2378,1161,1217
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬,Nerima,◎※,13774,7593,6181,14223,7593,6630
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,中村橋,Nakamurabashi,※,6070,3671,2399,6030,3671,2359
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,富士見台,Fujimidai,※,4218,2381,1837,4161,2381,1780
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬高野台,Nerima-Takanodai,※,4129,2231,1898,4076,2231,1845
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,石神井公園,Shakujii-Koen,※,11985,7300,4685,11994,7300,4694
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,大泉学園,Oizumi-Gakuen,※,12702,7628,5074,12664,7628,5036
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,保谷,Hoya,,9149,5954,3195,9120,5954,3166
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,ひばりケ丘,Hibarigaoka,,10742,6352,4390,10751,6352,4399
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東久留米,Higashi-Kurume,,8107,4945,3162,8108,4945,3163
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,清瀬,Kiyose,,9951,6536,3415,9933,6536,3397
令和3,2021,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,秋津,Akitsu,,11910,7494,4416,11938,7494,4444
令和3,2021,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,,,※,25534,16086,9448,26887,16086,10801
令和3,2021,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,小竹向原,Kotake-Mukaihara,,19537,12471,7066,21126,12471,8655
令和3,2021,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,新桜台,Shin-Sakuradai,,1490,782,708,1430,782,648
令和3,2021,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,練馬,Nerima,◎,4507,2833,1674,4331,2833,1498
令和3,2021,西武鉄道,Seibu Railway,豊島線,Toshima Line,,,※,1703,990,713,1690,990,700
令和3,2021,西武鉄道,Seibu Railway,豊島線,Toshima Line,練馬,Nerima,◎,74,3,71,76,3,73
令和3,2021,西武鉄道,Seibu Railway,豊島線,Toshima Line,豊島園,Toshimaen,,1629,987,642,1614,987,627
令和3,2021,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,,,,28,4,24,29,4,25
令和3,2021,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,多摩湖,Tamako,◎,28,4,24,29,4,25
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,,,,145819,89882,55937,145930,89882,56048
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武新宿,Seibu-Shinjuku,※,23256,14051,9205,21619,14051,7568
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,高田馬場,Takadanobaba,※,39603,25776,13827,42099,25776,16323
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下落合,Shimo-Ochiai,※,1882,839,1043,1716,839,877
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,中井,Nakai,※,3939,2213,1726,3960,2213,1747
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,新井薬師前,Araiyakushi-Mae,※,3146,1741,1405,3100,1741,1359
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,沼袋,Numabukuro,※,2899,1538,1361,2829,1538,1291
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,野方,Nogata,※,3662,1981,1681,3631,1981,1650
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,都立家政,Toritsu-Kasei,※,2773,1698,1075,2757,1698,1059
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,鷺ノ宮,Saginomiya,※,4810,2900,1910,4651,2900,1751
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下井草,Shimo-Igusa,※,3546,2259,1287,3505,2259,1246
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,井荻,Iogi,※,2907,1650,1257,2859,1650,1209
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上井草,Kami-Igusa,※,2972,1905,1067,2976,1905,1071
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上石神井,Kami-Shakujii,※,6465,4221,2244,6440,4221,2219
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,武蔵関,Musashi-Seki,※,4732,2942,1790,4620,2942,1678
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,東伏見,Higashi-Fushimi,,3424,2100,1324,3405,2100,1305
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武柳沢,Seibu-Yagisawa,,2468,1286,1182,2415,1286,1129
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,田無,Tanashi,,10841,6925,3916,10810,6925,3885
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,花小金井,Hana-Koganei,,8314,5256,3058,8293,5256,3037
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,小平,Kodaira,◎,4269,2545,1724,4264,2545,1719
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,久米川,Kumegawa,,4806,2738,2068,4857,2738,2119
令和3,2021,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,東村山,Higashi-Murayama,◎,5105,3318,1787,5124,3318,1806
令和3,2021,西武鉄道,Seibu Railway,拝島線,Haijima Line,,,,23153,15043,8110,23027,15043,7984
令和3,2021,西武鉄道,Seibu Railway,拝島線,Haijima Line,小平,Kodaira,◎,1331,741,590,1297,741,556
令和3,2021,西武鉄道,Seibu Railway,拝島線,Haijima Line,萩山,Hagiyama,◎,942,548,394,921,548,373
令和3,2021,西武鉄道,Seibu Railway,拝島線,Haijima Line,小川,Ogawa,◎,2059,1259,800,2018,1259,759
令和3,2021,西武鉄道,Seibu Railway,拝島線,Haijima Line,東大和市,Higashi-Yamatoshi,,3674,2254,1420,3642,2254,1388
令和3,2021,西武鉄道,Seibu Railway,拝島線,Haijima Line,玉川上水,Tamagawajosui,,6099,4057,2042,6109,4057,2052
令和3,2021,西武鉄道,Seibu Railway,拝島線,Haijima Line,武蔵砂川,Musashi-Sunagawa,,1855,1230,625,1839,1230,609
令和3,2021,西武鉄道,Seibu Railway,拝島線,Haijima Line,西武立川,Seibu-Tachikawa,,1769,1158,611,1757,1158,599
令和3,2021,西武鉄道,Seibu Railway,拝島線,Haijima Line,拝島,Haijima,,5424,3796,1628,5444,3796,1648
令和3,2021,西武鉄道,Seibu Railway,西武園線,Seibuen Line,,,,554,278,276,541,278,263
令和3,2021,西武鉄道,Seibu Railway,西武園線,Seibuen Line,東村山,Higashi-Murayama,◎,44,4,40,44,4,40
令和3,2021,西武鉄道,Seibu Railway,西武園線,Seibuen Line,西武園,Seibuen,,510,274,236,497,274,223
令和3,2021,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,,,,20540,13790,6750,20518,13790,6728
令和3,2021,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,国分寺,Kokubunji,◎,10880,7376,3504,10856,7376,3480
令和3,2021,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,恋ケ窪,Koigakubo,,1976,1206,770,1957,1206,751
令和3,2021,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,鷹の台,Takanodai,,3606,2533,1073,3582,2533,1049
令和3,2021,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,小川,Ogawa,◎,2070,1309,761,2067,1309,758
令和3,2021,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,東村山,Higashi-Murayama,◎,2008,1366,642,2056,1366,690
令和3,2021,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,,,,13499,8044,5455,13516,8044,5472
令和3,2021,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,国分寺,Kokubunji,◎,6169,3695,2474,6304,3695,2609
令和3,2021,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,一橋学園,Hitotsubashi-Gakuen,,3127,1873,1254,3072,1873,1199
令和3,2021,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,青梅街道,Ome-Kaido,,1262,769,493,1254,769,485
令和3,2021,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,萩山,Hagiyama,◎,517,207,310,492,207,285
令和3,2021,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,八坂,Yasaka,,972,562,410,972,562,410
令和3,2021,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,武蔵大和,Musashi-Yamato,,1129,740,389,1100,740,360
令和3,2021,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,多摩湖,Tamako,◎,323,198,125,322,198,124
令和3,2021,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,,,,9455,5826,3629,9455,5826,3629
令和3,2021,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,武蔵境,Musashi-Sakai,,4395,2782,1613,4410,2782,1628
令和3,2021,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,新小金井,Shin-Koganei,,608,321,287,602,321,281
令和3,2021,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,多磨,Tama　　　,,1881,1107,774,1872,1107,765
令和3,2021,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,白糸台,Shiraitodai   ,,981,582,399,994,582,412
令和3,2021,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,競艇場前,Kyoteijo-Mae,,465,210,255,454,210,244
令和3,2021,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,是政,Koremasa,,1125,824,301,1123,824,299
令和3,2021,東急電鉄,Tokyu Corporation,,,,,,546950,301852,245098,529487,292854,236633
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,,,※,133646,69331,64315,133242,69331,63911
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,渋谷,Shibuya,◎,61948,33947,28001,61517,33947,27570
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,代官山,Daikan-Yama,,4017,1338,2679,4441,1338,3103
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,中目黒,Naka-Meguro,,25725,14523,11202,25462,14523,10939
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,祐天寺,Yutenji,,4705,2105,2600,4696,2105,2591
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,学芸大学,Gakugei-Daigaku,,11487,5806,5681,11460,5806,5654
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,都立大学,Toritsu-Daigaku,,7490,3315,4175,7318,3315,4003
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,自由が丘,Jiyugaoka,◎,13150,5957,7193,13353,5957,7396
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,田園調布,Den-En-Chofu,◎,3162,1587,1575,3182,1587,1595
令和3,2021,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,多摩川,Tamagawa,◎,1962,753,1209,1813,753,1060
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,,,※,63056,34968,28088,63486,34968,28518
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,目黒,Meguro,,36015,21339,14676,36853,21339,15514
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,不動前,Fudo-Mae,,4702,2329,2373,4417,2329,2088
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,武蔵小山,Musashi-Koyama,,7973,3932,4041,8068,3932,4136
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,西小山,Nishi-Koyama,,5107,3048,2059,4970,3048,1922
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,洗足,Senzoku,,2239,967,1272,2227,967,1260
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,大岡山,Ookayama,◎,2827,1378,1449,2784,1378,1406
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,奥沢,Okusawa,,1932,885,1047,1937,885,1052
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,田園調布,Den-En-Chofu,◎,1693,868,825,1709,868,841
令和3,2021,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,多摩川,Tamagawa　,◎,568,222,346,521,222,299
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,,,,173966,101951,72015,174240,101951,72289
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,渋谷,Shibuya,◎※,88882,55840,33042,89985,55840,34145
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,池尻大橋,Ikejiri-Ohashi,※,9716,5608,4108,9383,5608,3775
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,三軒茶屋,Sangen-Jaya,◎※,20145,10721,9424,20069,10721,9348
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,駒沢大学,Komazawa-Daigaku,※,10431,5780,4651,10107,5780,4327
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,桜新町,Sakura-Shimmachi,※,10454,6219,4235,10339,6219,4120
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,用賀,Yoga,※,10181,5477,4704,10125,5477,4648
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,二子玉川,Futako-Tamagawa  ,◎※,13875,6400,7475,13940,6400,7540
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,つくし野,Tsukushino,,1719,1104,615,1716,1104,612
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,すずかけ台,Suzukakedai,,1651,1050,601,1631,1050,581
令和3,2021,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,南町田グランベリーパーク,Minami-Machida Grandberry Park,,6912,3752,3160,6945,3752,3193
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,,,※,67303,33435,33868,66982,33435,33547
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,大井町,Oimachi,,17747,10081,7666,17686,10081,7605
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,下神明,Shimo-Shimmei,,1410,722,688,1418,722,696
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,戸越公園,Togoshi-Koen,,2070,963,1107,2115,963,1152
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,中延,Nakanobu,,3347,1878,1469,3436,1878,1558
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,荏原町,Ebara-Machi,,2504,1359,1145,2491,1359,1132
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,旗の台,Hatanodai,◎,3881,1983,1898,3768,1983,1785
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,北千束,Kita-Senzoku,,1108,465,643,1091,465,626
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,大岡山,Ookayama,◎,3772,1947,1825,3826,1947,1879
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,緑が丘,Midorigaoka,,1582,648,934,1479,648,831
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,自由が丘,Jiyugaoka,◎,7969,2907,5062,7891,2907,4984
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,九品仏,Kuhombutsu,,2045,1015,1030,2020,1015,1005
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,尾山台,Oyamadai,,4128,2124,2004,4073,2124,1949
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,等々力,Todoroki,,4481,2462,2019,4451,2462,1989
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,上野毛,Kaminoge,,3393,1705,1688,3356,1705,1651
令和3,2021,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,二子玉川,Futako-Tamagawa ,◎,7866,3176,4690,7881,3176,4705
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,,,※,60383,34381,26002,60563,34381,26182
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,五反田,Gotanda,,14994,9604,5390,15083,9604,5479
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,大崎広小路,Osakihirokoji,,1108,363,745,1193,363,830
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,戸越銀座,Togoshi-Ginza,,2974,1412,1562,3015,1412,1603
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,荏原中延,Ebara-Nakanobu,,2011,1109,902,2006,1109,897
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,旗の台,Hatanodai,◎,2180,966,1214,2046,966,1080
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,長原,Nagahara,,2298,1181,1117,2431,1181,1250
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,洗足池,Senzoku-Ike,,2708,1576,1132,2686,1576,1110
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,石川台,Ishikawa-Dai,,2319,1096,1223,2259,1096,1163
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,雪が谷大塚,Yukigaya-Otsuka,,3510,1953,1557,3552,1953,1599
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,御嶽山,Ontakesan,,3743,2477,1266,3773,2477,1296
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,久が原,Kugahara,,2432,1167,1265,2431,1167,1264
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,千鳥町,Chidoricho,,2382,1358,1024,2344,1358,986
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,池上,Ikegami,,5620,3043,2577,5613,3043,2570
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,蓮沼,Hasunuma,,1347,591,756,1230,591,639
令和3,2021,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,蒲田,Kamata,◎,10757,6485,4272,10901,6485,4416
令和3,2021,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,,,※,30970,18788,12182,30974,18788,12186
令和3,2021,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,多摩川,Tamagawa　,◎,552,244,308,517,244,273
令和3,2021,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,沼部,Numabe,,1633,880,753,1602,880,722
令和3,2021,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,鵜の木,Unoki,,3004,1614,1390,2968,1614,1354
令和3,2021,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,下丸子,Shimomaruko,,5143,3494,1649,5113,3494,1619
令和3,2021,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,武蔵新田,Musashi-Nitta,,4069,2336,1733,4010,2336,1674
令和3,2021,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,矢口渡,Yaguchi-No-Watashi,,4035,2300,1735,3918,2300,1618
令和3,2021,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,蒲田,Kamata,◎,12534,7920,4614,12846,7920,4926
令和3,2021,東急電鉄,Tokyu Corporation,世田谷線,Setagaya Line,,,※,17626,8998,8628,-,-,-
令和3,2021,京浜急行電鉄,Keikyu Corporation,,,,,,125132,63851,61281,124958,63851,61107
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,,,※,99284,54196,45088,98985,54196,44789
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,泉岳寺,Sengakuji,,23553,12538,11015,23430,12538,10892
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,品川,Shinagawa,,32474,17987,14487,32716,17987,14729
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,北品川,Kitashinagawa,,1393,861,532,1394,861,533
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,新馬場,Shimbamba,,2291,1177,1114,2234,1177,1057
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,青物横丁,Aomono-Yokocho,,5190,3174,2016,5184,3174,2010
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,鮫洲,Samezu,,1614,893,721,1592,893,699
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,立会川,Tachiaigawa,,2657,1531,1126,2578,1531,1047
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,大森海岸,Omorikaigan,,2065,979,1086,2065,979,1086
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,平和島,Heiwajima,,6647,3927,2720,6587,3927,2660
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,大森町,Omorimachi,,3235,1861,1374,3219,1861,1358
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,梅屋敷,Umeyashiki,,2447,1254,1193,2440,1254,1186
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,京急蒲田,Keikyu Kamata,◎,8596,4044,4552,8492,4044,4448
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,雑色,Zoshiki,,4624,2614,2010,4596,2614,1982
令和3,2021,京浜急行電鉄,Keikyu Corporation,本線,Main Line,六郷土手,Rokugodote,,2498,1356,1142,2458,1356,1102
