年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,規格改良済 Standard-improved／計 Total／延長 Length,規格改良済 Standard-improved／計 Total／面積 Area,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／延長 Length,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／面積 Area,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／延長 Length,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／延長 Length,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／延長 Length,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／面積 Area,未改良 Unimproved／計 Total／延長 Length,未改良 Unimproved／計 Total／面積 Area,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／延長 Length,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／延長 Length,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／延長 Length,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／面積 Area,
平成28,2016,5,13110,10,目黒区,Meguro-ku,358968,2303697,294252,2113639,2824,104823,15942,464677,135612,996711,139874,547428,64716,190058,140,3459,2517,12603,62059,173996,
平成28,2016,5,13111,11,大田区,Ota-ku,852497,7547876,797923,7376259,32503,1117079,47133,1240015,264556,2453682,453731,2565483,54574,171617,839,6837,2106,12189,51629,152591,
平成28,2016,5,13112,12,世田谷区,Setagaya-ku,1185969,8231167,946672,7414663,16289,615451,27932,662305,221687,2351408,680764,3785499,239297,816504,70,578,2876,14542,236351,801384,
平成28,2016,5,13113,13,渋谷区,Shibuya-ku,272576,2779645,245243,2706536,8745,391178,29716,813973,110917,1063874,95865,437511,27333,73109,-,-,-,-,27333,73109,
平成28,2016,5,13114,14,中野区,Nakano-ku,367825,2151745,209878,1598512,925,30438,8631,240295,52576,642146,147746,685633,157947,553233,-,-,-,-,157947,553233,
平成28,2016,5,13115,15,杉並区,Suginami-ku,688925,4618359,506903,3957559,8549,332196,20421,532466,91967,1001883,385966,2091014,182022,660800,24,270,1125,4894,180873,655636,
平成28,2016,5,13116,16,豊島区,Toshima-ku,308260,2368689,220438,2071154,4665,180719,18120,513654,47499,569540,150154,807241,87822,297535,-,-,167,666,87655,296869,
平成28,2016,5,13117,17,北区,Kita-ku,372240,2972773,271184,2606344,1986,73793,20354,491287,169523,1622988,79321,418276,101056,366429,13868,115456,26826,98532,60362,152441,
平成28,2016,5,13118,18,荒川区,Arakawa-ku,215084,1662414,215084,1662414,2593,92171,5763,179861,86399,872148,120329,518234,-,-,-,-,-,-,-,-,
平成28,2016,5,13119,19,板橋区,Itabashi-ku,740258,5843117,669414,5524686,17120,760267,37740,904365,151113,1349177,463441,2510877,70844,318431,1655,82359,3447,13981,65742,222091,
平成28,2016,5,13120,20,練馬区,Nerima-ku,1132000,7402807,970573,6752017,5689,222350,27487,756797,420862,3358425,516535,2414445,161427,650790,8139,86223,17201,91209,136087,473358,
平成28,2016,5,13121,21,足立区,Adachi-ku,1049103,9751820,958147,9479381,9824,382638,57367,1625389,542918,5192087,348038,2279267,90956,272439,-,-,18086,71271,72870,201168,
平成28,2016,5,13122,22,葛飾区,Katsushika-ku,703780,5377238,615153,5023223,3005,278652,23349,628846,221099,2694526,367700,1421199,88627,354015,-,-,2831,14447,85796,339568,
平成28,2016,5,13123,23,江戸川区,Edogawa-ku,1075973,9241628,1075973,9241628,29853,1101295,76058,1662677,475649,4238530,494413,2239126,-,-,-,-,-,-,-,-,
平成28,2016,2,13200,,市部,All shi,10331430,72015383,7053533,63021749,25580,1097173,254601,8653827,1954470,25205293,4818882,28065456,3277897,8993634,29504,257976,183023,985396,3065370,7750262,
平成28,2016,5,13201,1,八王子市,Hachioji-shi,1526475,14639600,1307966,14017691,5430,271491,79005,3554391,330258,4725393,893273,5466416,218509,621909,641,5049,3933,20469,213935,596391,
平成28,2016,5,13202,2,立川市,Tachikawa-shi,295316,2578502,232961,2346020,730,32630,16074,539971,93371,1081447,122786,691972,62355,232482,19,198,94,365,62242,231919,
平成28,2016,5,13203,3,武蔵野市,Musashino-shi,146623,1122806,122646,1037281,143,4330,1855,53023,43177,558533,77471,421395,23977,85525,195,1246,157,728,23625,83551,
平成28,2016,5,13204,4,三鷹市,Mitaka-shi,293598,1938792,247406,1764862,224,8541,6246,207746,49282,568552,191654,980023,46192,173930,170,1630,1427,6484,44595,165816,
平成28,2016,5,13205,5,青梅市,Ome-shi,961249,4786877,440523,3747676,315,14690,10848,255968,144358,1868016,285002,1609002,520726,1039201,40,289,662,3445,520024,1035467,
平成28,2016,5,13206,6,府中市,Fuchu-shi,481553,3802342,392688,3546935,3115,108652,22639,676872,100867,1291983,266067,1469428,88865,255407,-,-,4345,16333,84520,239074,
平成28,2016,5,13207,7,昭島市,Akishima-shi,252725,1743550,124384,1262951,706,24475,3838,89094,61677,819578,58163,329804,128341,480599,4256,36810,22459,131793,101626,311996,
平成28,2016,5,13208,8,調布市,Chofu-shi,441585,2707947,299901,2336617,586,23790,17310,452638,60117,694918,221888,1165271,141684,371330,181,1265,2136,10091,139367,359974,
平成28,2016,5,13209,9,町田市,Machida-shi,1346996,8576415,900185,7529338,2708,142160,14598,381999,174283,2543622,708596,4461557,446811,1047077,75,2882,3126,11758,443610,1032437,
平成28,2016,5,13210,10,小金井市,Koganei-shi,177388,1065702,87002,732890,21,967,1914,60303,29820,362858,55247,308762,90386,332812,2482,23644,12639,56635,75265,252533,
平成28,2016,5,13211,11,小平市,Kodaira-shi,267899,1996577,209085,1712534,265,13908,1005,30742,72456,881362,135359,786522,58814,284043,3643,30633,22463,132181,32708,121229,
平成28,2016,5,13212,12,日野市,Hino-shi,497018,3331971,347305,2950074,1341,49151,12707,387843,72428,962870,260829,1550210,149713,381897,217,1782,3983,22217,145513,357898,
平成28,2016,5,13213,13,東村山市,Higashimurayama-shi,301687,1786363,227776,1584779,99,7754,1753,40334,56638,611002,169286,925689,73911,201584,27,166,615,2586,73269,198832,
平成28,2016,5,13214,14,国分寺市,Kokubunji-shi,240495,1306233,102302,752629,63,2069,378,8365,30328,340309,71533,401886,138193,553604,8846,79529,35732,194087,93615,279988,
平成28,2016,5,13215,15,国立市,Kunitachi-shi,154743,1290774,125854,1216073,393,12682,7765,316025,37982,433078,79714,454288,28889,74701,-,-,458,2448,28431,72253,
平成28,2016,5,13218,16,福生市,Fussa-shi,150213,1116907,127787,1052029,39,842,5251,94586,37259,486182,85238,470419,22426,64878,-,-,169,846,22257,64032,
平成28,2016,5,13219,17,狛江市,Komae-shi,128388,816531,109998,764637,87,6108,908,30003,20620,270808,88383,457718,18390,51894,132,3233,7,35,18251,48626,
平成28,2016,5,13220,18,東大和市,Higashiyamato-shi,235788,1541602,188236,1411787,292,15161,494,22816,104325,983686,83125,390124,47552,129815,1755,10732,11204,46886,34593,72197,
平成28,2016,5,13221,19,清瀬市,Kiyose-shi,185677,1068029,103271,831013,1143,48564,474,10948,37897,404767,63757,366734,82406,237016,971,7166,11997,61202,69438,168648,
平成28,2016,5,13222,20,東久留米市,Higashikurume-shi,251196,1563689,188913,1377048,125,5281,281,5418,41836,538634,146671,827715,62283,186641,427,8425,1276,6512,60580,171704,
平成28,2016,5,13223,21,武蔵村山市,Musashimurayama-shi,270845,1545401,145817,1177887,-,-,572,15305,52401,669959,92844,492623,125028,367514,-,-,372,1867,124656,365647,
平成28,2016,5,13224,22,多摩市,Tama-shi,292655,3184905,255948,3004522,4839,188797,22829,673753,65921,934657,162359,1207315,36707,180383,796,8282,4930,52059,30981,120042,
平成28,2016,5,13225,23,稲城市,Inagi-shi,254128,1933949,159213,1738988,353,21875,8500,245311,56288,875186,94072,596616,94915,194961,128,927,560,3022,94227,191012,
平成28,2016,5,13227,24,羽村市,Hamura-shi,164447,1326158,127047,1189975,823,25439,4792,116083,53842,652254,67590,396199,37400,136183,894,6587,4676,22908,31830,106688,
平成28,2016,5,13228,25,あきる野市,Akiruno-shi,742445,3463192,286568,2495982,737,27506,10276,323855,81977,1113418,193578,1031203,455877,967210,1641,12706,8777,44714,445459,909790,
平成28,2016,5,13229,26,西東京市,Nishitokyo-shi,270298,1780569,192751,1439531,1003,40310,2289,60435,45062,532221,144397,806565,77547,341038,1968,14795,24826,133725,50753,192518,
平成28,2016,3,13300,,郡部,All gun,811712,5012287,409871,4184464,291,10680,6927,203396,169719,2635898,232934,1334490,401841,827823,309,2559,3232,16115,398300,809149,
平成28,2016,5,13303,1,瑞穂町,Mizuho-machi,243868,1474993,146710,1213407,212,8830,5369,161428,48880,558596,92249,484553,97158,261586,22,126,1683,8234,95453,253226,
平成28,2016,5,13305,2,日の出町,Hinode-machi,142202,896001,85592,736146,72,1688,1456,40414,30807,387982,53257,306062,56610,159855,253,2136,1203,6246,55154,151473,
平成28,2016,5,13307,3,檜原村,Hinohara-mura,120034,1021220,62216,919881,7,162,6,92,34958,726921,27245,192706,57818,101339,11,108,250,1164,57557,100067,
平成28,2016,5,13308,4,奥多摩町,Okutama-machi,305608,1620073,115353,1315030,-,-,96,1462,55074,962399,60183,351169,190255,305043,23,189,96,471,190136,304383,
平成28,2016,3,13350,,島部,All islands,1481859,7158427,659130,5217705,211,5728,1069,24064,249209,2777353,408641,2410560,822729,1940722,2503,21380,15272,80607,804954,1838735,
平成28,2016,5,13361,1,大島町,Oshima-machi,499098,2024738,176401,1264826,187,5184,369,6298,82844,859187,93001,394157,322697,759912,1003,7645,6637,31340,315057,720927,
平成28,2016,5,13362,2,利島村,Toshima-mura,27706,127434,14156,89261,-,-,156,2186,779,8034,13221,79041,13550,38173,138,3639,540,3156,12872,31378,
平成28,2016,5,13363,3,新島村,Niｉｊima-mura,142718,672468,67037,509046,24,544,9,138,26013,274996,40991,233368,75681,163422,60,437,606,5543,75015,157442,
平成28,2016,5,13364,4,神津島村,Kouzushima-mura,79096,281905,31087,214339,-,-,29,471,8203,87165,22855,126703,48009,67566,9,56,102,514,47898,66996,
平成28,2016,5,13381,5,三宅村,Miyake-mura,135146,881926,84442,740662,-,-,38,1061,40699,531558,43705,208043,50704,141264,105,871,544,2998,50055,137395,
平成28,2016,5,13382,6,御蔵島村,Mikurajima-mura,21353,229012,19054,222947,-,-,-,-,1156,17939,17898,205008,2299,6065,-,-,-,-,2299,6065,
平成28,2016,5,13401,7,八丈町,Hachijo-machi,489501,2109461,194932,1403810,-,-,395,11589,75852,757504,118685,634717,294569,705651,1188,8732,6165,33653,287216,663266,
平成28,2016,5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,22630,123798,-,-,-,-,281,5707,22349,118091,14490,33854,-,-,660,3320,13830,30534,
平成28,2016,5,13421,9,小笠原村,Ogasawara-mura,50121,673831,49391,649016,-,-,73,2321,13382,235263,35936,411432,730,24815,-,-,18,83,712,24732,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 ) 4　運輸 4　TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  地域， 幅員別道路の延長及び面積(平成24～28年) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
各年4月1日現在 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課「東京都道路現況調書」 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  LENGTH AND AREA OF ROADS BY DISTRICT AND WIDTH ( 2012～2016 ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Length in meters， Area in square meters),,,,,,,,,,,,,,,,,,,,,,,,,,, 
　　    Source: Bureau of Construction， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,, 
